query	reference	enzyme	tag_len	body_len	n_miss	hist
JACPSE010000042.1	JACPDC010000044.1	Bsp24I	27	21	23	0,9,4
JACPSE010000042.1	JACPDC010000044.1	CjeI	28	23	81	1,18,9
JACPSE010000042.1	JACPDC010000044.1	CjePI	27	22	136	6,26,21
JACPSE010000042.1	JACPDC010000044.1	FalI	27	21	30	0,3,3
JACPSE010000042.1	JACPDC010000044.1	PpiI	28	21	11	0,4,2
JACPSE010000042.1	JACPDC010000044.1	PsrI	27	20	4	2,1,2
MGRY01000001.1	JACPSE010000042.1	AlfI	32	26	35	2,8,8
MGRY01000001.1	JACPSE010000042.1	AloI	27	20	28	0,3,5
MGRY01000001.1	JACPSE010000042.1	BcgI	32	26	126	10,14,18
MGRY01000001.1	JACPSE010000042.1	BplI	27	21	74	4,10,8
MGRY01000001.1	JACPSE010000042.1	BsaXI	27	21	123	15,9,16
MGRY01000001.1	JACPSE010000042.1	Bsp24I	27	21	76	12,9,15
MGRY01000001.1	JACPSE010000042.1	CjeI	28	23	263	31,28,41
MGRY01000001.1	JACPSE010000042.1	CjePI	27	22	455	55,57,69
MGRY01000001.1	JACPSE010000042.1	FalI	27	21	62	17,10,14
MGRY01000001.1	JACPSE010000042.1	PpiI	28	21	26	0,2,5
MGRY01000001.1	JACPSE010000042.1	PsrI	27	20	13	1,4,1
MGRY01000001.1	MGSR01000001.1	AlfI	32	26	4	1,1,0
MGRY01000001.1	MGSR01000001.1	AloI	27	20	3	1,2,0
MGRY01000001.1	MGSR01000001.1	BcgI	32	26	13	3,4,5
MGRY01000001.1	MGSR01000001.1	BplI	27	21	5	2,1,1
MGRY01000001.1	MGSR01000001.1	BsaXI	27	21	28	4,4,1
MGRY01000001.1	MGSR01000001.1	Bsp24I	27	21	15	1,4,1
MGRY01000001.1	MGSR01000001.1	CjeI	28	23	37	9,6,6
MGRY01000001.1	MGSR01000001.1	CjePI	27	22	63	7,9,10
MGRY01000001.1	MGSR01000001.1	FalI	27	21	11	2,3,1
MGRY01000001.1	MGSR01000001.1	PpiI	28	21	5	2,0,0
MGRY01000001.1	MGSR01000001.1	PsrI	27	20	1	0,0,0
JACPDC010000044.1	MGRY01000001.1	AlfI	32	26	10	1,3,1
JACPDC010000044.1	MGRY01000001.1	AloI	27	20	2	2,0,3
JACPDC010000044.1	MGRY01000001.1	BcgI	32	26	24	0,2,2
JACPDC010000044.1	MGRY01000001.1	BplI	27	21	10	0,1,2
JACPDC010000044.1	MGRY01000001.1	BsaXI	27	21	26	4,2,0
JACPDC010000044.1	MGRY01000001.1	Bsp24I	27	21	11	1,3,2
JACPDC010000044.1	MGRY01000001.1	CjeI	28	23	37	4,7,12
JACPDC010000044.1	MGRY01000001.1	CjePI	27	22	69	7,10,11
JACPDC010000044.1	MGRY01000001.1	FalI	27	21	16	0,3,1
JACPDC010000044.1	MGRY01000001.1	PpiI	28	21	5	0,0,0
JACPDC010000044.1	MGRY01000001.1	PsrI	27	20	2	0,0,0
NZ_OEQH01000012.1	KB911066.1	AlfI	32	26	149	1,4,5
NZ_OEQH01000012.1	KB911066.1	AloI	27	20	47	1,2,4
NZ_OEQH01000012.1	KB911066.1	BcgI	32	26	189	5,3,2
NZ_OEQH01000012.1	KB911066.1	BplI	27	21	35	2,3,5
NZ_OEQH01000012.1	KB911066.1	BsaXI	27	21	78	4,5,3
NZ_OEQH01000012.1	KB911066.1	Bsp24I	27	21	94	2,6,2
NZ_OEQH01000012.1	KB911066.1	CjeI	28	23	499	9,14,18
NZ_OEQH01000012.1	KB911066.1	CjePI	27	22	642	22,28,28
NZ_OEQH01000012.1	KB911066.1	FalI	27	21	115	3,3,6
NZ_OEQH01000012.1	KB911066.1	PpiI	28	21	20	0,1,1
NZ_OEQH01000012.1	KB911066.1	PsrI	27	20	30	1,1,1
NZ_CBYL010000001.1	NZ_FXLN01000004.1	AlfI	32	26	502	7,10,15
NZ_CBYL010000001.1	NZ_FXLN01000004.1	AloI	27	20	208	7,7,6
NZ_CBYL010000001.1	NZ_FXLN01000004.1	BcgI	32	26	881	5,15,14
NZ_CBYL010000001.1	NZ_FXLN01000004.1	BplI	27	21	198	4,8,11
NZ_CBYL010000001.1	NZ_FXLN01000004.1	BsaXI	27	21	400	8,20,22
NZ_CBYL010000001.1	NZ_FXLN01000004.1	Bsp24I	27	21	179	13,9,15
NZ_CBYL010000001.1	NZ_FXLN01000004.1	CjeI	28	23	996	42,37,50
NZ_CBYL010000001.1	NZ_FXLN01000004.1	CjePI	27	22	1357	70,67,84
NZ_CBYL010000001.1	NZ_FXLN01000004.1	FalI	27	21	293	7,11,16
NZ_CBYL010000001.1	NZ_FXLN01000004.1	PpiI	28	21	123	3,5,7
NZ_CBYL010000001.1	NZ_FXLN01000004.1	PsrI	27	20	93	3,3,6
KB911066.1	NZ_FXLN01000004.1	AlfI	32	26	621	5,14,17
KB911066.1	NZ_FXLN01000004.1	AloI	27	20	228	5,8,4
KB911066.1	NZ_FXLN01000004.1	BcgI	32	26	1027	8,5,22
KB911066.1	NZ_FXLN01000004.1	BplI	27	21	294	4,5,17
KB911066.1	NZ_FXLN01000004.1	BsaXI	27	21	601	6,22,19
KB911066.1	NZ_FXLN01000004.1	Bsp24I	27	21	230	11,15,11
KB911066.1	NZ_FXLN01000004.1	CjeI	28	23	1046	40,49,46
KB911066.1	NZ_FXLN01000004.1	CjePI	27	22	1559	62,63,87
KB911066.1	NZ_FXLN01000004.1	FalI	27	21	312	3,7,13
KB911066.1	NZ_FXLN01000004.1	PpiI	28	21	145	2,5,7
KB911066.1	NZ_FXLN01000004.1	PsrI	27	20	123	2,8,7
LR778135.1	NZ_FXLN01000004.1	AlfI	32	26	4	0,1,0
LR778135.1	NZ_FXLN01000004.1	AloI	27	20	4	0,0,0
LR778135.1	NZ_FXLN01000004.1	BcgI	32	26	22	3,2,0
LR778135.1	NZ_FXLN01000004.1	BplI	27	21	4	1,0,0
LR778135.1	NZ_FXLN01000004.1	BsaXI	27	21	6	3,3,0
LR778135.1	NZ_FXLN01000004.1	Bsp24I	27	21	2	1,0,0
LR778135.1	NZ_FXLN01000004.1	CjeI	28	23	20	15,0,1
LR778135.1	NZ_FXLN01000004.1	CjePI	27	22	20	11,2,7
LR778135.1	NZ_FXLN01000004.1	FalI	27	21	12	0,0,0
PFTO01000210.1	JAADGL010000048.1	AlfI	32	26	7	0,2,1
PFTO01000210.1	JAADGL010000048.1	AloI	27	20	6	0,0,1
PFTO01000210.1	JAADGL010000048.1	BcgI	32	26	15	2,0,1
PFTO01000210.1	JAADGL010000048.1	BplI	27	21	9	0,1,0
PFTO01000210.1	JAADGL010000048.1	BsaXI	27	21	29	1,1,0
PFTO01000210.1	JAADGL010000048.1	Bsp24I	27	21	15	0,1,0
PFTO01000210.1	JAADGL010000048.1	CjeI	28	23	64	3,1,2
PFTO01000210.1	JAADGL010000048.1	CjePI	27	22	72	3,8,8
PFTO01000210.1	JAADGL010000048.1	FalI	27	21	14	0,0,1
PFTO01000210.1	JAADGL010000048.1	PpiI	28	21	3	0,0,0
PFTO01000210.1	JAADGL010000048.1	PsrI	27	20	3	1,0,0
QMQE01000001.1	PFTO01000210.1	AlfI	32	26	10	1,1,0
QMQE01000001.1	PFTO01000210.1	AloI	27	20	11	0,3,0
QMQE01000001.1	PFTO01000210.1	BcgI	32	26	25	2,1,1
QMQE01000001.1	PFTO01000210.1	BplI	27	21	8	0,2,2
QMQE01000001.1	PFTO01000210.1	BsaXI	27	21	30	0,3,3
QMQE01000001.1	PFTO01000210.1	Bsp24I	27	21	15	2,2,4
QMQE01000001.1	PFTO01000210.1	CjeI	28	23	95	7,6,11
QMQE01000001.1	PFTO01000210.1	CjePI	27	22	128	8,10,20
QMQE01000001.1	PFTO01000210.1	FalI	27	21	17	0,0,0
QMQE01000001.1	PFTO01000210.1	PpiI	28	21	10	0,1,1
QMQE01000001.1	PFTO01000210.1	PsrI	27	20	6	1,0,0
JACCUV010000134.1	JACCYX010000136.1	AlfI	32	26	1	0,0,0
JACCUV010000134.1	JACCYX010000136.1	AloI	27	20	0	1,0,0
JACCUV010000134.1	JACCYX010000136.1	BcgI	32	26	2	0,0,0
JACCUV010000134.1	JACCYX010000136.1	BplI	27	21	2	0,0,0
JACCUV010000134.1	JACCYX010000136.1	Bsp24I	27	21	4	0,2,2
JACCUV010000134.1	JACCYX010000136.1	CjeI	28	23	11	0,4,5
JACCUV010000134.1	JACCYX010000136.1	CjePI	27	22	9	1,3,6
JACCUV010000134.1	JACCYX010000136.1	FalI	27	21	0	0,0,1
JACCUV010000134.1	JACCYX010000136.1	PsrI	27	20	0	0,0,1
JAADJC010000099.1	QMQE01000001.1	AlfI	32	26	67	9,0,7
JAADJC010000099.1	QMQE01000001.1	AloI	27	20	60	4,7,7
JAADJC010000099.1	QMQE01000001.1	BcgI	32	26	110	5,6,14
JAADJC010000099.1	QMQE01000001.1	BplI	27	21	29	2,4,2
JAADJC010000099.1	QMQE01000001.1	BsaXI	27	21	133	9,15,9
JAADJC010000099.1	QMQE01000001.1	Bsp24I	27	21	92	11,12,8
JAADJC010000099.1	QMQE01000001.1	CjeI	28	23	483	44,54,65
JAADJC010000099.1	QMQE01000001.1	CjePI	27	22	621	77,85,93
JAADJC010000099.1	QMQE01000001.1	FalI	27	21	64	5,5,9
JAADJC010000099.1	QMQE01000001.1	PpiI	28	21	27	3,4,2
JAADJC010000099.1	QMQE01000001.1	PsrI	27	20	29	3,0,1
JAADGL010000048.1	QMQE01000001.1	AlfI	32	26	36	2,4,4
JAADGL010000048.1	QMQE01000001.1	AloI	27	20	58	3,3,3
JAADGL010000048.1	QMQE01000001.1	BcgI	32	26	53	2,2,2
JAADGL010000048.1	QMQE01000001.1	BplI	27	21	21	1,0,1
JAADGL010000048.1	QMQE01000001.1	BsaXI	27	21	106	10,9,11
JAADGL010000048.1	QMQE01000001.1	Bsp24I	27	21	48	2,8,9
JAADGL010000048.1	QMQE01000001.1	CjeI	28	23	317	15,39,41
JAADGL010000048.1	QMQE01000001.1	CjePI	27	22	366	24,41,67
JAADGL010000048.1	QMQE01000001.1	FalI	27	21	51	2,4,5
JAADGL010000048.1	QMQE01000001.1	PpiI	28	21	24	3,1,4
JAADGL010000048.1	QMQE01000001.1	PsrI	27	20	22	1,1,1
DVON01000279.1	DVIN01000041.1	AlfI	32	26	267	58,55,44
DVON01000279.1	DVIN01000041.1	AloI	27	20	213	58,44,36
DVON01000279.1	DVIN01000041.1	BcgI	32	26	303	53,41,36
DVON01000279.1	DVIN01000041.1	BplI	27	21	169	35,37,15
DVON01000279.1	DVIN01000041.1	BsaXI	27	21	678	129,133,92
DVON01000279.1	DVIN01000041.1	Bsp24I	27	21	370	81,91,76
DVON01000279.1	DVIN01000041.1	CjeI	28	23	1329	296,277,226
DVON01000279.1	DVIN01000041.1	CjePI	27	22	2141	607,628,602
DVON01000279.1	DVIN01000041.1	FalI	27	21	230	37,34,32
DVON01000279.1	DVIN01000041.1	PpiI	28	21	132	23,17,12
DVON01000279.1	DVIN01000041.1	PsrI	27	20	100	23,12,13
VAWL01000079.1	VAXM01000158.1	AlfI	32	26	115	5,7,7
VAWL01000079.1	VAXM01000158.1	AloI	27	20	66	6,5,9
VAWL01000079.1	VAXM01000158.1	BcgI	32	26	621	21,45,61
VAWL01000079.1	VAXM01000158.1	BplI	27	21	213	21,22,30
VAWL01000079.1	VAXM01000158.1	BsaXI	27	21	269	12,18,22
VAWL01000079.1	VAXM01000158.1	Bsp24I	27	21	184	15,22,31
VAWL01000079.1	VAXM01000158.1	CjeI	28	23	508	45,68,74
VAWL01000079.1	VAXM01000158.1	CjePI	27	22	529	46,54,87
VAWL01000079.1	VAXM01000158.1	FalI	27	21	63	8,19,15
VAWL01000079.1	VAXM01000158.1	PpiI	28	21	139	17,22,20
VAWL01000079.1	VAXM01000158.1	PsrI	27	20	46	7,5,10
CABMEU010000001.1	JAAZKV010000017.1	AlfI	32	26	1	0,0,0
CABMEU010000001.1	JAAZKV010000017.1	BcgI	32	26	3	0,0,0
CABMEU010000001.1	JAAZKV010000017.1	BsaXI	27	21	1	0,0,0
CABMEU010000001.1	JAAZKV010000017.1	Bsp24I	27	21	4	0,0,0
CABMEU010000001.1	JAAZKV010000017.1	CjeI	28	23	11	0,2,2
CABMEU010000001.1	JAAZKV010000017.1	CjePI	27	22	7	0,1,2
VAXM01000158.1	VAXD01000164.1	AlfI	32	26	126	5,8,11
VAXM01000158.1	VAXD01000164.1	AloI	27	20	64	5,6,5
VAXM01000158.1	VAXD01000164.1	BcgI	32	26	650	26,39,50
VAXM01000158.1	VAXD01000164.1	BplI	27	21	218	16,23,42
VAXM01000158.1	VAXD01000164.1	BsaXI	27	21	272	15,18,14
VAXM01000158.1	VAXD01000164.1	Bsp24I	27	21	176	14,18,31
VAXM01000158.1	VAXD01000164.1	CjeI	28	23	458	42,57,73
VAXM01000158.1	VAXD01000164.1	CjePI	27	22	528	40,64,69
VAXM01000158.1	VAXD01000164.1	FalI	27	21	76	10,20,14
VAXM01000158.1	VAXD01000164.1	PpiI	28	21	149	12,31,17
VAXM01000158.1	VAXD01000164.1	PsrI	27	20	43	8,12,9
JABTTZ010000001.1	JACSRJ010000341.1	AlfI	32	26	7	0,0,0
JABTTZ010000001.1	JACSRJ010000341.1	AloI	27	20	2	0,0,0
JABTTZ010000001.1	JACSRJ010000341.1	BcgI	32	26	10	1,0,2
JABTTZ010000001.1	JACSRJ010000341.1	BplI	27	21	2	0,0,1
JABTTZ010000001.1	JACSRJ010000341.1	BsaXI	27	21	10	0,0,1
JABTTZ010000001.1	JACSRJ010000341.1	Bsp24I	27	21	4	0,0,0
JABTTZ010000001.1	JACSRJ010000341.1	CjeI	28	23	31	0,0,3
JABTTZ010000001.1	JACSRJ010000341.1	CjePI	27	22	47	1,6,4
JABTTZ010000001.1	JACSRJ010000341.1	FalI	27	21	6	0,2,0
JABTTZ010000001.1	JACSRJ010000341.1	PpiI	28	21	1	0,0,0
JABTTZ010000001.1	JACSRJ010000341.1	PsrI	27	20	4	0,0,0
NZ_WBXO01000034.1	NZ_CP045875.1	AlfI	32	26	166	8,4,0
NZ_WBXO01000034.1	NZ_CP045875.1	AloI	27	20	83	4,5,1
NZ_WBXO01000034.1	NZ_CP045875.1	BcgI	32	26	320	15,16,7
NZ_WBXO01000034.1	NZ_CP045875.1	BplI	27	21	126	16,4,7
NZ_WBXO01000034.1	NZ_CP045875.1	BsaXI	27	21	294	24,13,9
NZ_WBXO01000034.1	NZ_CP045875.1	Bsp24I	27	21	273	16,10,17
NZ_WBXO01000034.1	NZ_CP045875.1	CjeI	28	23	1468	97,67,67
NZ_WBXO01000034.1	NZ_CP045875.1	CjePI	27	22	1626	116,87,99
NZ_WBXO01000034.1	NZ_CP045875.1	FalI	27	21	658	41,33,27
NZ_WBXO01000034.1	NZ_CP045875.1	PpiI	28	21	86	8,3,4
NZ_WBXO01000034.1	NZ_CP045875.1	PsrI	27	20	128	8,3,2
RQSQ01000001.1	NZ_STGJ01000001.1	AlfI	32	26	687	11,22,36
RQSQ01000001.1	NZ_STGJ01000001.1	AloI	27	20	85	4,12,11
RQSQ01000001.1	NZ_STGJ01000001.1	BcgI	32	26	1021	23,43,68
RQSQ01000001.1	NZ_STGJ01000001.1	BplI	27	21	70	4,14,6
RQSQ01000001.1	NZ_STGJ01000001.1	BsaXI	27	21	157	8,16,17
RQSQ01000001.1	NZ_STGJ01000001.1	Bsp24I	27	21	355	10,26,26
RQSQ01000001.1	NZ_STGJ01000001.1	CjeI	28	23	1606	47,96,96
RQSQ01000001.1	NZ_STGJ01000001.1	CjePI	27	22	1352	32,63,83
RQSQ01000001.1	NZ_STGJ01000001.1	FalI	27	21	200	8,15,20
RQSQ01000001.1	NZ_STGJ01000001.1	PpiI	28	21	48	5,8,12
RQSQ01000001.1	NZ_STGJ01000001.1	PsrI	27	20	57	2,8,8
NZ_PNYA01000099.1	NZ_PNYB01000100.1	AlfI	32	26	1492	35,99,130
NZ_PNYA01000099.1	NZ_PNYB01000100.1	AloI	27	20	344	18,31,19
NZ_PNYA01000099.1	NZ_PNYB01000100.1	BcgI	32	26	4927	127,293,406
NZ_PNYA01000099.1	NZ_PNYB01000100.1	BplI	27	21	461	19,24,18
NZ_PNYA01000099.1	NZ_PNYB01000100.1	BsaXI	27	21	555	21,30,18
NZ_PNYA01000099.1	NZ_PNYB01000100.1	Bsp24I	27	21	802	30,51,75
NZ_PNYA01000099.1	NZ_PNYB01000100.1	CjeI	28	23	2624	86,145,206
NZ_PNYA01000099.1	NZ_PNYB01000100.1	CjePI	27	22	2961	126,187,284
NZ_PNYA01000099.1	NZ_PNYB01000100.1	FalI	27	21	414	32,53,31
NZ_PNYA01000099.1	NZ_PNYB01000100.1	PpiI	28	21	572	20,41,46
NZ_PNYA01000099.1	NZ_PNYB01000100.1	PsrI	27	20	249	20,20,24
NZ_STGJ01000001.1	NZ_JAAGAA010000011.1	AlfI	32	26	675	450,361,186
NZ_STGJ01000001.1	NZ_JAAGAA010000011.1	AloI	27	20	139	168,90,61
NZ_STGJ01000001.1	NZ_JAAGAA010000011.1	BcgI	32	26	1302	986,767,393
NZ_STGJ01000001.1	NZ_JAAGAA010000011.1	BplI	27	21	164	132,64,35
NZ_STGJ01000001.1	NZ_JAAGAA010000011.1	BsaXI	27	21	324	218,125,60
NZ_STGJ01000001.1	NZ_JAAGAA010000011.1	Bsp24I	27	21	420	345,237,134
NZ_STGJ01000001.1	NZ_JAAGAA010000011.1	CjeI	28	23	1475	1044,733,375
NZ_STGJ01000001.1	NZ_JAAGAA010000011.1	CjePI	27	22	1073	804,589,336
NZ_STGJ01000001.1	NZ_JAAGAA010000011.1	FalI	27	21	210	227,127,66
NZ_STGJ01000001.1	NZ_JAAGAA010000011.1	PpiI	28	21	233	231,131,61
NZ_STGJ01000001.1	NZ_JAAGAA010000011.1	PsrI	27	20	65	106,63,20
NZ_JAFLRF010000001.1	NZ_RBZV01000001.1	AlfI	32	26	1205	42,72,135
NZ_JAFLRF010000001.1	NZ_RBZV01000001.1	AloI	27	20	269	22,16,27
NZ_JAFLRF010000001.1	NZ_RBZV01000001.1	BcgI	32	26	3665	124,254,375
NZ_JAFLRF010000001.1	NZ_RBZV01000001.1	BplI	27	21	218	10,18,17
NZ_JAFLRF010000001.1	NZ_RBZV01000001.1	BsaXI	27	21	422	14,13,10
NZ_JAFLRF010000001.1	NZ_RBZV01000001.1	Bsp24I	27	21	616	25,38,54
NZ_JAFLRF010000001.1	NZ_RBZV01000001.1	CjeI	28	23	1814	73,133,155
NZ_JAFLRF010000001.1	NZ_RBZV01000001.1	CjePI	27	22	1980	93,129,174
NZ_JAFLRF010000001.1	NZ_RBZV01000001.1	FalI	27	21	405	22,40,33
NZ_JAFLRF010000001.1	NZ_RBZV01000001.1	PpiI	28	21	338	23,35,38
NZ_JAFLRF010000001.1	NZ_RBZV01000001.1	PsrI	27	20	188	14,18,22
NZ_KB898662.1	NZ_CP045915.1	AlfI	32	26	357	10,32,22
NZ_KB898662.1	NZ_CP045915.1	AloI	27	20	217	14,16,19
NZ_KB898662.1	NZ_CP045915.1	BcgI	32	26	820	21,47,64
NZ_KB898662.1	NZ_CP045915.1	BplI	27	21	198	14,14,8
NZ_KB898662.1	NZ_CP045915.1	BsaXI	27	21	1029	36,89,85
NZ_KB898662.1	NZ_CP045915.1	Bsp24I	27	21	617	34,54,71
NZ_KB898662.1	NZ_CP045915.1	CjeI	28	23	3978	210,423,544
NZ_KB898662.1	NZ_CP045915.1	CjePI	27	22	4623	272,526,642
NZ_KB898662.1	NZ_CP045915.1	FalI	27	21	1191	63,84,118
NZ_KB898662.1	NZ_CP045915.1	PpiI	28	21	125	7,8,7
NZ_KB898662.1	NZ_CP045915.1	PsrI	27	20	274	21,34,35
NZ_JAFBFA010000001.1	NZ_CP045915.1	AlfI	32	26	23	1,0,1
NZ_JAFBFA010000001.1	NZ_CP045915.1	AloI	27	20	10	1,1,1
NZ_JAFBFA010000001.1	NZ_CP045915.1	BcgI	32	26	46	1,1,0
NZ_JAFBFA010000001.1	NZ_CP045915.1	BplI	27	21	10	2,1,0
NZ_JAFBFA010000001.1	NZ_CP045915.1	BsaXI	27	21	51	0,2,5
NZ_JAFBFA010000001.1	NZ_CP045915.1	Bsp24I	27	21	45	0,2,1
NZ_JAFBFA010000001.1	NZ_CP045915.1	CjeI	28	23	240	6,14,14
NZ_JAFBFA010000001.1	NZ_CP045915.1	CjePI	27	22	252	8,13,18
NZ_JAFBFA010000001.1	NZ_CP045915.1	FalI	27	21	62	2,5,5
NZ_JAFBFA010000001.1	NZ_CP045915.1	PpiI	28	21	9	0,1,0
NZ_JAFBFA010000001.1	NZ_CP045915.1	PsrI	27	20	15	5,3,1
NZ_VJZF01000001.1	NZ_PNYA01000099.1	AlfI	32	26	1351	21,50,94
NZ_VJZF01000001.1	NZ_PNYA01000099.1	AloI	27	20	276	10,16,15
NZ_VJZF01000001.1	NZ_PNYA01000099.1	BcgI	32	26	4064	69,143,245
NZ_VJZF01000001.1	NZ_PNYA01000099.1	BplI	27	21	353	4,14,13
NZ_VJZF01000001.1	NZ_PNYA01000099.1	BsaXI	27	21	478	8,11,12
NZ_VJZF01000001.1	NZ_PNYA01000099.1	Bsp24I	27	21	632	20,36,38
NZ_VJZF01000001.1	NZ_PNYA01000099.1	CjeI	28	23	2102	63,84,101
NZ_VJZF01000001.1	NZ_PNYA01000099.1	CjePI	27	22	2512	86,94,118
NZ_VJZF01000001.1	NZ_PNYA01000099.1	FalI	27	21	361	12,34,33
NZ_VJZF01000001.1	NZ_PNYA01000099.1	PpiI	28	21	395	7,17,22
NZ_VJZF01000001.1	NZ_PNYA01000099.1	PsrI	27	20	145	10,8,20
NZ_QUBS01000028.1	NZ_PNYA01000099.1	AlfI	32	26	1919	134,233,287
NZ_QUBS01000028.1	NZ_PNYA01000099.1	AloI	27	20	429	47,50,52
NZ_QUBS01000028.1	NZ_PNYA01000099.1	BcgI	32	26	6102	421,704,911
NZ_QUBS01000028.1	NZ_PNYA01000099.1	BplI	27	21	601	54,43,40
NZ_QUBS01000028.1	NZ_PNYA01000099.1	BsaXI	27	21	774	56,44,46
NZ_QUBS01000028.1	NZ_PNYA01000099.1	Bsp24I	27	21	1016	85,107,119
NZ_QUBS01000028.1	NZ_PNYA01000099.1	CjeI	28	23	3422	258,368,404
NZ_QUBS01000028.1	NZ_PNYA01000099.1	CjePI	27	22	3957	355,446,563
NZ_QUBS01000028.1	NZ_PNYA01000099.1	FalI	27	21	563	81,89,56
NZ_QUBS01000028.1	NZ_PNYA01000099.1	PpiI	28	21	662	63,111,71
NZ_QUBS01000028.1	NZ_PNYA01000099.1	PsrI	27	20	265	27,53,50
NZ_QRGA01000001.1	SCRN01000027.1	AlfI	32	26	1594	33,118,152
NZ_QRGA01000001.1	SCRN01000027.1	AloI	27	20	359	13,20,31
NZ_QRGA01000001.1	SCRN01000027.1	BcgI	32	26	5093	129,323,479
NZ_QRGA01000001.1	SCRN01000027.1	BplI	27	21	462	13,21,17
NZ_QRGA01000001.1	SCRN01000027.1	BsaXI	27	21	540	18,20,24
NZ_QRGA01000001.1	SCRN01000027.1	Bsp24I	27	21	729	35,52,62
NZ_QRGA01000001.1	SCRN01000027.1	CjeI	28	23	2328	85,162,185
NZ_QRGA01000001.1	SCRN01000027.1	CjePI	27	22	2678	127,200,267
NZ_QRGA01000001.1	SCRN01000027.1	FalI	27	21	449	21,52,53
NZ_QRGA01000001.1	SCRN01000027.1	PpiI	28	21	570	18,36,45
NZ_QRGA01000001.1	SCRN01000027.1	PsrI	27	20	242	19,12,31
NC_019017.1	NZ_QXED01000010.1	AlfI	32	26	1439	65,86,125
NC_019017.1	NZ_QXED01000010.1	AloI	27	20	646	37,77,68
NC_019017.1	NZ_QXED01000010.1	BcgI	32	26	3802	121,280,368
NC_019017.1	NZ_QXED01000010.1	BplI	27	21	304	15,27,26
NC_019017.1	NZ_QXED01000010.1	BsaXI	27	21	1613	76,136,111
NC_019017.1	NZ_QXED01000010.1	Bsp24I	27	21	1820	111,214,214
NC_019017.1	NZ_QXED01000010.1	CjeI	28	23	8945	501,895,1104
NC_019017.1	NZ_QXED01000010.1	CjePI	27	22	7932	437,840,1012
NC_019017.1	NZ_QXED01000010.1	FalI	27	21	904	46,71,76
NC_019017.1	NZ_QXED01000010.1	PpiI	28	21	529	30,69,53
NC_019017.1	NZ_QXED01000010.1	PsrI	27	20	789	38,89,98
NZ_ML762424.1	NZ_QGTD01000019.1	AlfI	32	26	90	2,0,0
NZ_ML762424.1	NZ_QGTD01000019.1	AloI	27	20	48	1,1,2
NZ_ML762424.1	NZ_QGTD01000019.1	BcgI	32	26	145	1,1,4
NZ_ML762424.1	NZ_QGTD01000019.1	BplI	27	21	27	2,0,2
NZ_ML762424.1	NZ_QGTD01000019.1	BsaXI	27	21	179	1,3,5
NZ_ML762424.1	NZ_QGTD01000019.1	Bsp24I	27	21	106	1,1,4
NZ_ML762424.1	NZ_QGTD01000019.1	CjeI	28	23	827	15,18,32
NZ_ML762424.1	NZ_QGTD01000019.1	CjePI	27	22	874	8,23,35
NZ_ML762424.1	NZ_QGTD01000019.1	FalI	27	21	251	2,8,10
NZ_ML762424.1	NZ_QGTD01000019.1	PpiI	28	21	26	0,1,0
NZ_ML762424.1	NZ_QGTD01000019.1	PsrI	27	20	64	1,2,3
NZ_BAVS01000088.1	NZ_JAFBFA010000001.1	AlfI	32	26	6	1,0,0
NZ_BAVS01000088.1	NZ_JAFBFA010000001.1	AloI	27	20	5	0,0,0
NZ_BAVS01000088.1	NZ_JAFBFA010000001.1	BcgI	32	26	22	0,2,0
NZ_BAVS01000088.1	NZ_JAFBFA010000001.1	BplI	27	21	3	3,1,0
NZ_BAVS01000088.1	NZ_JAFBFA010000001.1	BsaXI	27	21	27	1,1,2
NZ_BAVS01000088.1	NZ_JAFBFA010000001.1	Bsp24I	27	21	15	2,0,0
NZ_BAVS01000088.1	NZ_JAFBFA010000001.1	CjeI	28	23	125	10,6,16
NZ_BAVS01000088.1	NZ_JAFBFA010000001.1	CjePI	27	22	96	11,12,12
NZ_BAVS01000088.1	NZ_JAFBFA010000001.1	FalI	27	21	31	3,3,3
NZ_BAVS01000088.1	NZ_JAFBFA010000001.1	PpiI	28	21	4	0,0,0
NZ_BAVS01000088.1	NZ_JAFBFA010000001.1	PsrI	27	20	9	1,4,1
NZ_APML01000001.1	NZ_JAFBFA010000001.1	AlfI	32	26	3	0,0,0
NZ_APML01000001.1	NZ_JAFBFA010000001.1	AloI	27	20	1	0,0,0
NZ_APML01000001.1	NZ_JAFBFA010000001.1	BcgI	32	26	17	0,0,0
NZ_APML01000001.1	NZ_JAFBFA010000001.1	BplI	27	21	4	1,1,0
NZ_APML01000001.1	NZ_JAFBFA010000001.1	BsaXI	27	21	13	0,2,1
NZ_APML01000001.1	NZ_JAFBFA010000001.1	Bsp24I	27	21	15	0,0,0
NZ_APML01000001.1	NZ_JAFBFA010000001.1	CjeI	28	23	79	3,3,1
NZ_APML01000001.1	NZ_JAFBFA010000001.1	CjePI	27	22	62	2,5,9
NZ_APML01000001.1	NZ_JAFBFA010000001.1	FalI	27	21	12	1,2,0
NZ_APML01000001.1	NZ_JAFBFA010000001.1	PpiI	28	21	2	0,0,0
NZ_APML01000001.1	NZ_JAFBFA010000001.1	PsrI	27	20	4	0,0,1
PMCE01000551.1	JACAEW010000099.1	AlfI	32	26	17	1,5,2
PMCE01000551.1	JACAEW010000099.1	AloI	27	20	48	1,4,4
PMCE01000551.1	JACAEW010000099.1	BcgI	32	26	66	2,2,3
PMCE01000551.1	JACAEW010000099.1	BplI	27	21	47	1,3,8
