query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	fastani_ani	skani_ani	skani_align_frac	s2b_raw_ani	s2b_gbrt_ani	s2b_shared_tags
GCA_002338145.1	GCF_000010985.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Flexistipes	g__Deferribacter	s__Flexistipes sp002338145	s__Deferribacter desulfuricans	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002452335.1	GCF_000025725.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Seleniivibrio	g__Denitrovibrio	s__Seleniivibrio sp002452335	s__Denitrovibrio acetiphilus	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_017992075.1	GCA_018266175.1	mid	d__Bacteria	d__Bacteria	p__Dependentiae	p__Dependentiae	g__JACPFN01	g__JAFEAY01	s__JACPFN01 sp017992075	s__JAFEAY01 sp018266175	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_013286935.1	GCA_018817025.1	mid	d__Bacteria	d__Bacteria	p__Dependentiae	p__Dependentiae	g__JABDES01	g__JAHIUU01	s__JABDES01 sp013286935	s__JAHIUU01 sp018817025	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018817025.1	GCA_013286795.1	mid	d__Bacteria	d__Bacteria	p__Dependentiae	p__Dependentiae	g__JAHIUU01	g__JABDFA01	s__JAHIUU01 sp018817025	s__JABDFA01 sp013286795	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_000991575.1	GCA_001468865.1	mid	d__Bacteria	d__Bacteria	p__Dependentiae	p__Dependentiae	g__UBA12409	g__SOIL31	s__UBA12409 sp000991575	s__SOIL31 sp001468865	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_903873255.1	GCA_013287265.1	mid	d__Bacteria	d__Bacteria	p__Dependentiae	p__Dependentiae	g__CAIQNR01	g__JABDEC01	s__CAIQNR01 sp903873255	s__JABDEC01 sp013287265	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016209865.1	GCA_016867335.1	mid	d__Bacteria	d__Bacteria	p__JAAXHH01	p__JAAXHH01	g__JACQVL01	g__VGJU01	s__JACQVL01 sp016209865	s__VGJU01 sp016867335	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016209865.1	GCA_009841265.1	mid	d__Bacteria	d__Bacteria	p__JAAXHH01	p__JAAXHH01	g__JACQVL01	g__JAAXHH01	s__JACQVL01 sp016209865	s__JAAXHH01 sp009841265	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016874795.1	GCA_016183145.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Desulfobacterota_B	g__VGTG01	g__JACPFE01	s__VGTG01 sp016874795	s__JACPFE01 sp016183145	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_015478645.1	GCA_009885395.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Desulfobacterota_B	g__JADMIL01	g__SXLG01	s__JADMIL01 sp015478645	s__SXLG01 sp009885395	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016189835.1	GCA_009379725.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Desulfobacterota_B	g__JACPRU01	g__WHTF01	s__JACPRU01 sp016189835	s__WHTF01 sp009379725	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_009379725.1	GCA_016183145.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Desulfobacterota_B	g__WHTF01	g__JACPFE01	s__WHTF01 sp009379725	s__JACPFE01 sp016183145	0.000000	0.000000	0.000000	0.952083	0.892401	30
GCA_005777805.1	GCA_018970825.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Desulfobacterota_B	g__SXLG01	g__REEB422	s__SXLG01 sp005777805	s__REEB422 sp018970825	0.000000	0.000000	0.000000	0.944444	0.898690	27
GCA_012797915.1	GCA_900498245.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__JAAZOE01	g__UNRQ01	s__JAAZOE01 sp012797915	s__UNRQ01 sp900498245	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003641345.1	GCA_001304225.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__QNAD01	g__SM1-73	s__QNAD01 sp003641345	s__SM1-73 sp001304225	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_012517955.1	GCA_014729205.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__JAAYTW01	g__WJKG01	s__JAAYTW01 sp012517955	s__WJKG01 sp014729205	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018820315.1	GCA_016213305.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__JAHJOQ01	g__JACRAV01	s__JAHJOQ01 sp018820315	s__JACRAV01 sp016213305	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016933695.1	GCA_008501655.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__JAFGAL01	g__QQUK01	s__JAFGAL01 sp016933695	s__QQUK01 sp008501655	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_008974985.1	GCA_016861185.1	mid	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__MnTg02	g__DSNY01	s__MnTg02 sp008974985	s__DSNY01 sp016861185	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003209955.1	GCA_905373425.1	mid	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__AG-430-B22	g__Mesocricetibacter	s__AG-430-B22 sp003209955	s__Mesocricetibacter sp905373425	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016744775.1	GCA_902552475.1	mid	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Marithrix	g__Pelagibacter	s__Marithrix sp016744775	s__Pelagibacter sp902552475	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001898995.1	GCA_002716945.1	mid	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__63-22	g__GCA-2716945	s__63-22 sp001898995	s__GCA-2716945 sp002716945	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCF_900537065.1	GCA_013138855.1	mid	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Alg239-R122	g__WTBX01	s__Alg239-R122 sp900537065	s__WTBX01 sp013138855	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016938275.1	GCA_003477045.1	mid	d__Bacteria	d__Bacteria	p__Delongbacteria	p__Delongbacteria	g__JAFGUZ01	g__UBA12480	s__JAFGUZ01 sp016938275	s__UBA12480 sp003477045	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003252515.1	GCA_903910645.1	mid	d__Bacteria	d__Bacteria	p__Delongbacteria	p__Delongbacteria	g__UBA4055	g__CAIWAD01	s__UBA4055 sp003252515	s__CAIWAD01 sp903910645	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_903910645.1	GCA_002382735.1	mid	d__Bacteria	d__Bacteria	p__Delongbacteria	p__Delongbacteria	g__CAIWAD01	g__UBA4055	s__CAIWAD01 sp903910645	s__UBA4055 sp002382735	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_007124045.1	GCA_003252515.1	mid	d__Bacteria	d__Bacteria	p__Delongbacteria	p__Delongbacteria	g__SLFX01	g__UBA4055	s__SLFX01 sp007124045	s__UBA4055 sp003252515	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003477045.1	GCA_013139625.1	mid	d__Bacteria	d__Bacteria	p__Delongbacteria	p__Delongbacteria	g__UBA12480	g__WTAK01	s__UBA12480 sp003477045	s__WTAK01 sp013139625	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001797335.1	GCA_001798265.1	mid	d__Bacteria	d__Bacteria	p__Bdellovibrionota_E	p__Bdellovibrionota_E	g__2-02-FULL-38-15-A	g__O2-12-FULL-43-9	s__2-02-FULL-38-15-A sp001797335	s__O2-12-FULL-43-9 sp001798265	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001798265.1	GCA_016205125.1	mid	d__Bacteria	d__Bacteria	p__Bdellovibrionota_E	p__Bdellovibrionota_E	g__O2-12-FULL-43-9	g__JACQJE01	s__O2-12-FULL-43-9 sp001798265	s__JACQJE01 sp016205125	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001798265.1	GCA_016182335.1	mid	d__Bacteria	d__Bacteria	p__Bdellovibrionota_E	p__Bdellovibrionota_E	g__O2-12-FULL-43-9	g__JACOXK01	s__O2-12-FULL-43-9 sp001798265	s__JACOXK01 sp016182335	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016182335.1	GCA_016198185.1	mid	d__Bacteria	d__Bacteria	p__Bdellovibrionota_E	p__Bdellovibrionota_E	g__JACOXK01	g__JACQJD01	s__JACOXK01 sp016182335	s__JACQJD01 sp016198185	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_015522095.1	GCA_011049195.1	mid	d__Archaea	d__Archaea	p__SpSt-1190	p__SpSt-1190	g__WAMX01	g__SpSt-1190	s__WAMX01 sp015522095	s__SpSt-1190 sp011049195	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_011049195.1	GCA_018220955.1	mid	d__Archaea	d__Archaea	p__SpSt-1190	p__SpSt-1190	g__SpSt-1190	g__JAAOXV01	s__SpSt-1190 sp011049195	s__JAAOXV01 sp018220955	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018221025.1	GCA_018221005.1	mid	d__Archaea	d__Archaea	p__SpSt-1190	p__SpSt-1190	g__JAAOXX01	g__JAAOXW01	s__JAAOXX01 sp018221025	s__JAAOXW01 sp018221005	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018220935.1	GCA_018220955.1	mid	d__Archaea	d__Archaea	p__SpSt-1190	p__SpSt-1190	g__JAAOXX01	g__JAAOXV01	s__JAAOXX01 sp018220935	s__JAAOXV01 sp018220955	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018220955.1	GCA_018221005.1	mid	d__Archaea	d__Archaea	p__SpSt-1190	p__SpSt-1190	g__JAAOXV01	g__JAAOXW01	s__JAAOXV01 sp018220955	s__JAAOXW01 sp018221005	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_015494505.1	GCA_011390245.1	mid	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Nitratiruptor	g__JAABSR01	s__Nitratiruptor sp015494505	s__JAABSR01 sp011390245	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCF_900198625.1	GCF_003752135.1	mid	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Helicobacter_A	g__Cetia	s__Helicobacter_A rappini	s__Cetia pacifica	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002733885.1	GCF_002272925.1	mid	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__GCA-2733885	g__Helicobacter_I	s__GCA-2733885 sp002733885	s__Helicobacter_I sp002272925	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_015487065.1	GCA_002352945.1	mid	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Nitratifractor	g__UBA1877	s__Nitratifractor sp015487065	s__UBA1877 sp002352945	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_013153675.1	GCA_015663225.1	mid	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__JAADEQ01	g__SZUA-1377	s__JAADEQ01 sp013153675	s__SZUA-1377 sp015663225	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_015233155.1	GCA_017998915.1	mid	d__Bacteria	d__Bacteria	p__Riflebacteria	p__Riflebacteria	g__JADFYG01	g__MWAR01	s__JADFYG01 sp015233155	s__MWAR01 sp017998915	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001872985.1	GCA_900317935.1	mid	d__Bacteria	d__Bacteria	p__Riflebacteria	p__Riflebacteria	g__CG2-30-54-10	g__RUG334	s__CG2-30-54-10 sp001872985	s__RUG334 sp900317935	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001872985.1	GCA_002070375.1	mid	d__Bacteria	d__Bacteria	p__Riflebacteria	p__Riflebacteria	g__CG2-30-54-10	g__MWDD01	s__CG2-30-54-10 sp001872985	s__MWDD01 sp002070375	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_012517355.1	GCA_001872985.1	mid	d__Bacteria	d__Bacteria	p__Riflebacteria	p__Riflebacteria	g__Ozemobacter	g__CG2-30-54-10	s__Ozemobacter sp012517355	s__CG2-30-54-10 sp001872985	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_015232575.1	GCA_016192885.1	mid	d__Bacteria	d__Bacteria	p__Riflebacteria	p__Riflebacteria	g__JADFXM01	g__JACPTH01	s__JADFXM01 sp015232575	s__JACPTH01 sp016192885	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_012840225.1	GCA_012518905.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_G	p__Firmicutes_G	g__DULU01	g__JAAYRF01	s__DULU01 sp012840225	s__JAAYRF01 sp012518905	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_012516115.1	GCA_012518735.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_G	p__Firmicutes_G	g__JAAYXC01	g__JAAYRO01	s__JAAYXC01 sp012516115	s__JAAYRO01 sp012518735	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_012727675.1	GCA_002305255.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_G	p__Firmicutes_G	g__DTU087	g__UBA1393	s__DTU087 sp012727675	s__UBA1393 sp002305255	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_012838515.1	GCA_012840225.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_G	p__Firmicutes_G	g__DUPA01	g__DULU01	s__DUPA01 sp012838515	s__DULU01 sp012840225	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002391465.1	GCA_012838955.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_G	p__Firmicutes_G	g__UBA3910	g__DUOH01	s__UBA3910 sp002391465	s__DUOH01 sp012838955	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016931135.1	GCA_016928995.1	mid	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Sumerlaeota	g__JAFGFK01	g__JAFGJS01	s__JAFGFK01 sp016931135	s__JAFGJS01 sp016928995	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016125005.1	GCA_002070185.1	mid	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Sumerlaeota	g__WGMQ01	g__MWCT01	s__WGMQ01 sp016125005	s__MWCT01 sp002070185	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002842095.1	GCA_002070185.1	mid	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Sumerlaeota	g__HGW-BRC1-1	g__MWCT01	s__HGW-BRC1-1 sp002842095	s__MWCT01 sp002070185	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003290465.1	GCA_012513815.1	mid	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Sumerlaeota	g__Sumerlaea	g__JAAZBM01	s__Sumerlaea chitinivorans	s__JAAZBM01 sp012513815	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016125005.1	GCA_017161665.1	mid	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Sumerlaeota	g__WGMQ01	g__JADFCT01	s__WGMQ01 sp016125005	s__JADFCT01 sp017161665	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_012514975.1	GCA_003648225.1	mid	d__Bacteria	d__Bacteria	p__UBA3054	p__UBA3054	g__JAAYZF01	g__B51-G9	s__JAAYZF01 sp012514975	s__B51-G9 sp003648225	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_017963805.1	GCA_003648225.1	mid	d__Bacteria	d__Bacteria	p__UBA3054	p__UBA3054	g__UBA3054	g__B51-G9	s__UBA3054 sp017963805	s__B51-G9 sp003648225	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003648225.1	GCA_017557885.1	mid	d__Bacteria	d__Bacteria	p__UBA3054	p__UBA3054	g__B51-G9	g__UBA3054	s__B51-G9 sp003648225	s__UBA3054 sp017557885	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_000402775.1	GCA_018260755.1	mid	d__Archaea	d__Archaea	p__Altiarchaeota	p__Altiarchaeota	g__SCGC-AAA252-I15	g__Altiarchaeum	s__SCGC-AAA252-I15 sp000402775	s__Altiarchaeum sp018260755	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002254405.1	GCA_018815265.1	mid	d__Archaea	d__Archaea	p__Altiarchaeota	p__Altiarchaeota	g__EX4484-2	g__JAHIYG01	s__EX4484-2 sp002254405	s__JAHIYG01 sp018815265	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003663175.1	GCA_016935655.1	mid	d__Archaea	d__Archaea	p__Altiarchaeota	p__Altiarchaeota	g__QMZM01	g__JAFGQM01	s__QMZM01 sp003663175	s__JAFGQM01 sp016935655	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018260615.1	GCA_011380095.1	mid	d__Archaea	d__Archaea	p__Altiarchaeota	p__Altiarchaeota	g__Altiarchaeum	g__DSAL01	s__Altiarchaeum sp002841105	s__DSAL01 sp011380095	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_018815265.1	GCA_003663115.1	mid	d__Archaea	d__Archaea	p__Altiarchaeota	p__Altiarchaeota	g__JAHIYG01	g__QMZJ01	s__JAHIYG01 sp018815265	s__QMZJ01 sp003663115	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016209155.1	GCA_016212735.1	mid	d__Bacteria	d__Bacteria	p__JACRDZ01	p__JACRDZ01	g__JACQWU01	g__JACRDZ01	s__JACQWU01 sp016209155	s__JACRDZ01 sp016212735	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002049825.1	GCA_015493745.1	mid	d__Bacteria	d__Bacteria	p__Calditrichota	p__Calditrichota	g__4484-188	g__J004	s__4484-188 sp002049825	s__J004 sp011051485	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003696445.1	GCA_015493745.1	mid	d__Bacteria	d__Bacteria	p__Calditrichota	p__Calditrichota	g__J042	g__J004	s__J042 sp003696445	s__J004 sp011051485	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_011369465.1	GCA_013112635.1	mid	d__Bacteria	d__Bacteria	p__Calditrichota	p__Calditrichota	g__DRQG01	g__JABFGF01	s__DRQG01 sp011369465	s__JABFGF01 sp013112635	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003695285.1	GCA_002049825.1	mid	d__Bacteria	d__Bacteria	p__Calditrichota	p__Calditrichota	g__J075	g__4484-188	s__J075 sp003695285	s__4484-188 sp002049825	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003854985.1	GCA_015485355.1	mid	d__Bacteria	d__Bacteria	p__Calditrichota	p__Calditrichota	g__Zgenome-0002	g__JAADJD01	s__Zgenome-0002 sp003854985	s__JAADJD01 sp015485355	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_007125915.1	GCF_900142125.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__SLCH01	g__Malonomonas	s__SLCH01 sp007125915	s__Malonomonas rubra	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003142835.1	GCA_018432925.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__FEN-1160	g__JAHDSC01	s__FEN-1160 sp003142835	s__JAHDSC01 sp018432925	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_011048855.1	GCA_015222555.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__DSCZ01	g__JADFVM01	s__DSCZ01 sp011048855	s__JADFVM01 sp015222555	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002418885.1	GCA_003599885.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__UBA2207	g__SURF-3	s__UBA2207 sp002418885	s__SURF-3 sp003599885	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_013203065.1	GCA_004028495.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__JABMQV01	g__Electrothrix	s__JABMQV01 sp013203065	s__Electrothrix marina	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001804785.1	GCF_000172555.1	mid	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__GWF2-45-14	g__Pedosphaera	s__GWF2-45-14 sp001804785	s__Pedosphaera parvula	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003159675.1	GCA_018001225.1	mid	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__BOG-1460	g__JAGNIJ01	s__BOG-1460 sp003159675	s__JAGNIJ01 sp018001225	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_017540905.1	GCA_016929365.1	mid	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__CACXEY01	g__JAFGIZ01	s__CACXEY01 sp017540905	s__JAFGIZ01 sp016929365	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016871475.1	GCA_016779125.1	mid	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__UBA11320	g__GCA-2715965	s__UBA11320 sp016871475	s__GCA-2715965 sp016779125	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016873675.1	GCA_017458965.1	mid	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__VGWG01	g__RGIG3612	s__VGWG01 sp016873675	s__RGIG3612 sp017458965	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002478245.1	GCA_011049955.1	mid	d__Bacteria	d__Bacteria	p__UBP18	p__UBP18	g__UBA7526	g__DRGV01	s__UBA7526 sp002478245	s__DRGV01 sp011049955	0.795185	0.000000	0.000000	0.000000	0.000000	0
GCA_903833215.1	GCA_002431715.1	mid	d__Bacteria	d__Bacteria	p__Armatimonadota	p__Armatimonadota	g__Fimbriimonas	g__UBA5829	s__Fimbriimonas sp903833215	s__UBA5829 sp002431715	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_012523355.1	GCA_014380605.1	mid	d__Bacteria	d__Bacteria	p__Armatimonadota	p__Armatimonadota	g__JAAYIR01	g__55-13	s__JAAYIR01 sp012523355	s__55-13 sp014380605	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_005798285.1	GCA_009885735.1	mid	d__Bacteria	d__Bacteria	p__Armatimonadota	p__Armatimonadota	g__F1-80-MAGs030	g__VFKD01	s__F1-80-MAGs030 sp005798285	s__VFKD01 sp009885735	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016179045.1	GCA_016869045.1	mid	d__Bacteria	d__Bacteria	p__Armatimonadota	p__Armatimonadota	g__JACOSL01	g__VGFC01	s__JACOSL01 sp016179045	s__VGFC01 sp016869045	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003170595.1	GCA_016179045.1	mid	d__Bacteria	d__Bacteria	p__Armatimonadota	p__Armatimonadota	g__FEN-943	g__JACOSL01	s__FEN-943 sp003170595	s__JACOSL01 sp016179045	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_014382915.1	GCA_017995405.1	mid	d__Bacteria	d__Bacteria	p__Cloacimonadota	p__Cloacimonadota	g__JACNIV01	g__UBA3900	s__JACNIV01 sp014382915	s__UBA3900 sp017995405	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_002842035.1	GCA_003647765.1	mid	d__Bacteria	d__Bacteria	p__Cloacimonadota	p__Cloacimonadota	g__PHBP01	g__B8-G9	s__PHBP01 sp002842035	s__B8-G9 sp003647765	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003564155.1	GCA_002085205.1	mid	d__Bacteria	d__Bacteria	p__Cloacimonadota	p__Cloacimonadota	g__PWOA01	g__4484-275	s__PWOA01 sp003564155	s__4484-275 sp002085205	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_016932035.1	GCA_014382495.1	mid	d__Bacteria	d__Bacteria	p__Cloacimonadota	p__Cloacimonadota	g__JGIOTU-2	g__JACNJR01	s__JGIOTU-2 sp016932035	s__JACNJR01 sp014382495	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_013203665.1	GCA_016938155.1	mid	d__Bacteria	d__Bacteria	p__Cloacimonadota	p__Cloacimonadota	g__JABMPU01	g__JAFGVF01	s__JABMPU01 sp013203665	s__JAFGVF01 sp016938155	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_000220375.1	GCA_000220355.1	mid	d__Archaea	d__Archaea	p__Nanohaloarchaeota	p__Nanohaloarchaeota	g__Nanosalina	g__Nanosalinarum	s__Nanosalina sp000220375	s__Nanosalinarum sp000220355	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_001563995.1	GCA_003009815.1	mid	d__Archaea	d__Archaea	p__Nanohaloarchaeota	p__Nanohaloarchaeota	g__PL-Br10-U2g16	g__SW-4-43-9	s__PL-Br10-U2g16 sp001563995	s__SW-4-43-9 sp003009815	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_017610385.1	GCA_003009815.1	mid	d__Archaea	d__Archaea	p__Nanohaloarchaeota	p__Nanohaloarchaeota	g__JAFCCC01	g__SW-4-43-9	s__JAFCCC01 sp017610385	s__SW-4-43-9 sp003009815	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_000220355.1	GCA_003009795.1	mid	d__Archaea	d__Archaea	p__Nanohaloarchaeota	p__Nanohaloarchaeota	g__Nanosalinarum	g__SW-4-43-9	s__Nanosalinarum sp000220355	s__SW-4-43-9 sp003009795	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_003009795.1	GCA_014297435.1	mid	d__Archaea	d__Archaea	p__Nanohaloarchaeota	p__Nanohaloarchaeota	g__SW-4-43-9	g__PL-Br10-U2g16	s__SW-4-43-9 sp003009795	s__PL-Br10-U2g16 sp014297435	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCF_000092425.1	GCF_003217515.1	mid	d__Bacteria	d__Bacteria	p__Deinococcota	p__Deinococcota	g__Truepera	g__Deinococcus_A	s__Truepera radiovictrix	s__Deinococcus_A yavapaiensis	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_902806425.1	GCA_007130355.1	mid	d__Bacteria	d__Bacteria	p__Deinococcota	p__Deinococcota	g__Truepera	g__SLSQ01	s__Truepera sp902806425	s__SLSQ01 sp007130355	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_014378225.1	GCF_000186385.1	mid	d__Bacteria	d__Bacteria	p__Deinococcota	p__Deinococcota	g__JACMOA01	g__Deinococcus_B	s__JACMOA01 sp014378225	s__Deinococcus_B maricopensis	0.000000	0.000000	0.000000	0.000000	0.000000	0
GCA_013298595.1	GCA_014378225.1	mid	d__Bacteria	d__Bacteria	p__Deinococcota	p__Deinococcota	g__JAAFIG01	g__JACMOA01	s__JAAFIG01 sp013298595	s__JACMOA01 sp014378225	0.000000	0.000000	0.000000	0.000000	0.000000	0
