query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	fastani_ani	skani_ani	skani_align_frac	s2b_raw_ani	s2b_gbrt_ani	s2b_shared_tags	s2b_af_q	s2b_af_r	s2b_ref_gc
GCA_017694875.1	GCA_017647145.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__Gallipaludibacter	g__Gallipaludibacter	s__Gallipaludibacter merdavium	s__Gallipaludibacter sp017647145	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.002004	0.003200	0.415635
GCA_007134175.1	GCA_003562335.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__SLLF01	g__SLLF01	s__SLLF01 sp007134175	s__SLLF01 sp003562335	0.000000	0.000000	0.000000	0.960938	0.907949	16	0.008502	0.007882	0.585824
GCA_002685115.1	GCA_002453265.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA6772	g__UBA6772	s__UBA6772 sp002685115	s__UBA6772 sp002453265	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.002849	0.002660	0.332366
GCA_002453265.1	GCA_905182215.1	mid_high	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Bacteroidota	g__UBA6772	g__UBA6772	s__UBA6772 sp002453265	s__UBA6772 sp905182215	0.828929	0.000000	0.000000	0.952206	0.961501	17	0.045213	0.040670	0.356881
GCA_018711785.1	GCA_018715695.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__Galloscillospira_A	g__Galloscillospira_A	s__Galloscillospira_A excrementavium	s__Galloscillospira_A stercoripullorum	0.827258	0.000000	0.000000	0.965726	0.945140	31	0.043724	0.040682	0.629630
GCA_001871495.1	GCA_013425325.1	mid_high	d__Archaea	d__Archaea	p__Micrarchaeota	p__Micrarchaeota	g__UBA8480	g__UBA8480	s__UBA8480 sp001871495	s__UBA8480 sp013425325	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000864	0.001030	0.536597
GCA_018894655.1	GCA_018896525.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__JAHIPE01	g__JAHIPE01	s__JAHIPE01 sp018894655	s__JAHIPE01 sp018896525	0.852648	0.859000	13.700000	0.959888	0.944247	67	0.062911	0.042245	0.598051
GCF_000341545.2	GCA_011052055.1	mid	d__Bacteria	d__Bacteria	p__Nitrospinota	p__Nitrospinota	g__Nitrospina	g__DRJW01	s__Nitrospina gracilis	s__DRJW01 sp011052055	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000456	0.001176	0.497426
GCA_016212345.1	GCA_016208975.1	mid	d__Bacteria	d__Bacteria	p__Nitrospinota	p__Nitrospinota	g__SZUA-224	g__JACQXA01	s__SZUA-224 sp016212345	s__JACQXA01 sp016208975	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.562883
GCA_016200345.1	GCA_016207035.1	mid	d__Bacteria	d__Bacteria	p__Nitrospinota	p__Nitrospinota	g__JACQEX01	g__JACQQJ01	s__JACQEX01 sp016200345	s__JACQQJ01 sp016207035	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.392279
GCA_011052055.1	GCA_015229165.1	mid	d__Bacteria	d__Bacteria	p__Nitrospinota	p__Nitrospinota	g__DRJW01	g__JADGCD01	s__DRJW01 sp011052055	s__JADGCD01 sp015229165	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.639165
GCA_001804915.1	GCA_003229345.1	mid	d__Bacteria	d__Bacteria	p__Nitrospinota	p__Nitrospinota	g__PLOWO2-12-39-15	g__SZUA-226	s__PLOWO2-12-39-15 sp001804915	s__SZUA-226 sp003229345	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.503474
GCF_000284315.1	GCF_000299235.1	mid	d__Bacteria	d__Bacteria	p__Nitrospirota_A	p__Nitrospirota_A	g__Leptospirillum	g__Leptospirillum_A	s__Leptospirillum ferrooxidans	s__Leptospirillum_A rubarum	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.005005	0.004468	0.545508
GCA_002387725.1	GCF_000284315.1	mid	d__Bacteria	d__Bacteria	p__Nitrospirota_A	p__Nitrospirota_A	g__UBA4572	g__Leptospirillum	s__UBA4572 sp002387725	s__Leptospirillum ferrooxidans	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.003086	0.003003	0.500475
GCA_002869185.1	GCA_910586745.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Denitrovibrio	g__Mucispirillum	s__Denitrovibrio sp002869185	s__Mucispirillum sp910586745	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.315165
GCA_001603805.1	GCF_000218625.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Geovibrio	g__Flexistipes	s__Geovibrio sp001603805	s__Flexistipes sinusarabici	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.382943
GCF_004087915.1	GCA_019116905.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Geovibrio	g__Mucispirillum	s__Geovibrio thiophilus	s__Mucispirillum faecigallinarum	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.316045
GCA_002338145.1	GCF_000010985.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Flexistipes	g__Deferribacter	s__Flexistipes sp002338145	s__Deferribacter desulfuricans	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.002688	0.005464	0.303108
GCA_002452335.1	GCF_000025725.1	mid	d__Bacteria	d__Bacteria	p__Deferribacterota	p__Deferribacterota	g__Seleniivibrio	g__Denitrovibrio	s__Seleniivibrio sp002452335	s__Denitrovibrio acetiphilus	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.425366
GCA_017992075.1	GCA_018266175.1	mid	d__Bacteria	d__Bacteria	p__Dependentiae	p__Dependentiae	g__JACPFN01	g__JAFEAY01	s__JACPFN01 sp017992075	s__JAFEAY01 sp018266175	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.390910
GCA_013286935.1	GCA_018817025.1	mid	d__Bacteria	d__Bacteria	p__Dependentiae	p__Dependentiae	g__JABDES01	g__JAHIUU01	s__JABDES01 sp013286935	s__JAHIUU01 sp018817025	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.433632
GCA_018817025.1	GCA_013286795.1	mid	d__Bacteria	d__Bacteria	p__Dependentiae	p__Dependentiae	g__JAHIUU01	g__JABDFA01	s__JAHIUU01 sp018817025	s__JABDFA01 sp013286795	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.300938
GCA_000991575.1	GCA_001468865.1	mid	d__Bacteria	d__Bacteria	p__Dependentiae	p__Dependentiae	g__UBA12409	g__SOIL31	s__UBA12409 sp000991575	s__SOIL31 sp001468865	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.377696
GCA_903873255.1	GCA_013287265.1	mid	d__Bacteria	d__Bacteria	p__Dependentiae	p__Dependentiae	g__CAIQNR01	g__JABDEC01	s__CAIQNR01 sp903873255	s__JABDEC01 sp013287265	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.004975	0.008130	0.284574
GCA_016209865.1	GCA_016867335.1	mid	d__Bacteria	d__Bacteria	p__JAAXHH01	p__JAAXHH01	g__JACQVL01	g__VGJU01	s__JACQVL01 sp016209865	s__VGJU01 sp016867335	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000372	0.000255	0.565831
GCA_016209865.1	GCA_009841265.1	mid	d__Bacteria	d__Bacteria	p__JAAXHH01	p__JAAXHH01	g__JACQVL01	g__JAAXHH01	s__JACQVL01 sp016209865	s__JAAXHH01 sp009841265	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.002230	0.001961	0.622468
GCA_016874795.1	GCA_016183145.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Desulfobacterota_B	g__VGTG01	g__JACPFE01	s__VGTG01 sp016874795	s__JACPFE01 sp016183145	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000917	0.001584	0.574090
GCA_015478645.1	GCA_009885395.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Desulfobacterota_B	g__JADMIL01	g__SXLG01	s__JADMIL01 sp015478645	s__SXLG01 sp009885395	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000976	0.000812	0.644590
GCA_016189835.1	GCA_009379725.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Desulfobacterota_B	g__JACPRU01	g__WHTF01	s__JACPRU01 sp016189835	s__WHTF01 sp009379725	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.541673
GCA_009379725.1	GCA_016183145.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Desulfobacterota_B	g__WHTF01	g__JACPFE01	s__WHTF01 sp009379725	s__JACPFE01 sp016183145	0.000000	0.000000	0.000000	0.952083	0.892401	30	0.007679	0.005942	0.574090
GCA_005777805.1	GCA_018970825.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota_B	p__Desulfobacterota_B	g__SXLG01	g__REEB422	s__SXLG01 sp005777805	s__REEB422 sp018970825	0.000000	0.000000	0.000000	0.944444	0.898690	27	0.005021	0.004488	0.723702
GCA_012797915.1	GCA_900498245.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__JAAZOE01	g__UNRQ01	s__JAAZOE01 sp012797915	s__UNRQ01 sp900498245	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000442	0.000521	0.495187
GCA_003641345.1	GCA_001304225.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__QNAD01	g__SM1-73	s__QNAD01 sp003641345	s__SM1-73 sp001304225	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.441247
GCA_012517955.1	GCA_014729205.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__JAAYTW01	g__WJKG01	s__JAAYTW01 sp012517955	s__WJKG01 sp014729205	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.562690
GCA_018820315.1	GCA_016213305.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__JAHJOQ01	g__JACRAV01	s__JAHJOQ01 sp018820315	s__JACRAV01 sp016213305	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.572699
GCA_016933695.1	GCA_008501655.1	mid	d__Bacteria	d__Bacteria	p__Zixibacteria	p__Zixibacteria	g__JAFGAL01	g__QQUK01	s__JAFGAL01 sp016933695	s__QQUK01 sp008501655	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000431	0.000954	0.395374
GCA_008974985.1	GCA_016861185.1	mid	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__MnTg02	g__DSNY01	s__MnTg02 sp008974985	s__DSNY01 sp016861185	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000581	0.000260	0.689615
GCA_003209955.1	GCA_905373425.1	mid	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__AG-430-B22	g__Mesocricetibacter	s__AG-430-B22 sp003209955	s__Mesocricetibacter sp905373425	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.412287
GCA_016744775.1	GCA_902552475.1	mid	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Marithrix	g__Pelagibacter	s__Marithrix sp016744775	s__Pelagibacter sp902552475	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.002198	0.010870	0.281236
GCA_001898995.1	GCA_002716945.1	mid	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__63-22	g__GCA-2716945	s__63-22 sp001898995	s__GCA-2716945 sp002716945	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.292570
GCF_900537065.1	GCA_013138855.1	mid	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Alg239-R122	g__WTBX01	s__Alg239-R122 sp900537065	s__WTBX01 sp013138855	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.379113
GCA_016938275.1	GCA_003477045.1	mid	d__Bacteria	d__Bacteria	p__Delongbacteria	p__Delongbacteria	g__JAFGUZ01	g__UBA12480	s__JAFGUZ01 sp016938275	s__UBA12480 sp003477045	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.393922
GCA_003252515.1	GCA_903910645.1	mid	d__Bacteria	d__Bacteria	p__Delongbacteria	p__Delongbacteria	g__UBA4055	g__CAIWAD01	s__UBA4055 sp003252515	s__CAIWAD01 sp903910645	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.644093
GCA_903910645.1	GCA_002382735.1	mid	d__Bacteria	d__Bacteria	p__Delongbacteria	p__Delongbacteria	g__CAIWAD01	g__UBA4055	s__CAIWAD01 sp903910645	s__UBA4055 sp002382735	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.418003
GCA_007124045.1	GCA_003252515.1	mid	d__Bacteria	d__Bacteria	p__Delongbacteria	p__Delongbacteria	g__SLFX01	g__UBA4055	s__SLFX01 sp007124045	s__UBA4055 sp003252515	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.001236	0.000965	0.425756
GCA_003477045.1	GCA_013139625.1	mid	d__Bacteria	d__Bacteria	p__Delongbacteria	p__Delongbacteria	g__UBA12480	g__WTAK01	s__UBA12480 sp003477045	s__WTAK01 sp013139625	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.001060	0.002915	0.327725
GCA_001797335.1	GCA_001798265.1	mid	d__Bacteria	d__Bacteria	p__Bdellovibrionota_E	p__Bdellovibrionota_E	g__2-02-FULL-38-15-A	g__O2-12-FULL-43-9	s__2-02-FULL-38-15-A sp001797335	s__O2-12-FULL-43-9 sp001798265	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.428298
GCA_001798265.1	GCA_016205125.1	mid	d__Bacteria	d__Bacteria	p__Bdellovibrionota_E	p__Bdellovibrionota_E	g__O2-12-FULL-43-9	g__JACQJE01	s__O2-12-FULL-43-9 sp001798265	s__JACQJE01 sp016205125	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.504520
GCA_001798265.1	GCA_016182335.1	mid	d__Bacteria	d__Bacteria	p__Bdellovibrionota_E	p__Bdellovibrionota_E	g__O2-12-FULL-43-9	g__JACOXK01	s__O2-12-FULL-43-9 sp001798265	s__JACOXK01 sp016182335	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.388687
GCA_016182335.1	GCA_016198185.1	mid	d__Bacteria	d__Bacteria	p__Bdellovibrionota_E	p__Bdellovibrionota_E	g__JACOXK01	g__JACQJD01	s__JACOXK01 sp016182335	s__JACQJD01 sp016198185	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.416800
GCA_015522095.1	GCA_011049195.1	mid	d__Archaea	d__Archaea	p__SpSt-1190	p__SpSt-1190	g__WAMX01	g__SpSt-1190	s__WAMX01 sp015522095	s__SpSt-1190 sp011049195	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.525377
GCA_011049195.1	GCA_018220955.1	mid	d__Archaea	d__Archaea	p__SpSt-1190	p__SpSt-1190	g__SpSt-1190	g__JAAOXV01	s__SpSt-1190 sp011049195	s__JAAOXV01 sp018220955	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.420942
GCA_018221025.1	GCA_018221005.1	mid	d__Archaea	d__Archaea	p__SpSt-1190	p__SpSt-1190	g__JAAOXX01	g__JAAOXW01	s__JAAOXX01 sp018221025	s__JAAOXW01 sp018221005	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.422761
GCA_018220935.1	GCA_018220955.1	mid	d__Archaea	d__Archaea	p__SpSt-1190	p__SpSt-1190	g__JAAOXX01	g__JAAOXV01	s__JAAOXX01 sp018220935	s__JAAOXV01 sp018220955	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.420942
GCA_018220955.1	GCA_018221005.1	mid	d__Archaea	d__Archaea	p__SpSt-1190	p__SpSt-1190	g__JAAOXV01	g__JAAOXW01	s__JAAOXV01 sp018220955	s__JAAOXW01 sp018221005	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.422761
GCA_015494505.1	GCA_011390245.1	mid	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Nitratiruptor	g__JAABSR01	s__Nitratiruptor sp015494505	s__JAABSR01 sp011390245	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.349601
GCF_900198625.1	GCF_003752135.1	mid	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Helicobacter_A	g__Cetia	s__Helicobacter_A rappini	s__Cetia pacifica	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.338619
GCA_002733885.1	GCF_002272925.1	mid	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__GCA-2733885	g__Helicobacter_I	s__GCA-2733885 sp002733885	s__Helicobacter_I sp002272925	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.002865	0.016129	0.347187
GCA_015487065.1	GCA_002352945.1	mid	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__Nitratifractor	g__UBA1877	s__Nitratifractor sp015487065	s__UBA1877 sp002352945	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.356919
GCA_013153675.1	GCA_015663225.1	mid	d__Bacteria	d__Bacteria	p__Campylobacterota	p__Campylobacterota	g__JAADEQ01	g__SZUA-1377	s__JAADEQ01 sp013153675	s__SZUA-1377 sp015663225	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.311307
GCA_015233155.1	GCA_017998915.1	mid	d__Bacteria	d__Bacteria	p__Riflebacteria	p__Riflebacteria	g__JADFYG01	g__MWAR01	s__JADFYG01 sp015233155	s__MWAR01 sp017998915	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.607743
GCA_001872985.1	GCA_900317935.1	mid	d__Bacteria	d__Bacteria	p__Riflebacteria	p__Riflebacteria	g__CG2-30-54-10	g__RUG334	s__CG2-30-54-10 sp001872985	s__RUG334 sp900317935	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.346787
GCA_001872985.1	GCA_002070375.1	mid	d__Bacteria	d__Bacteria	p__Riflebacteria	p__Riflebacteria	g__CG2-30-54-10	g__MWDD01	s__CG2-30-54-10 sp001872985	s__MWDD01 sp002070375	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.001060	0.001185	0.403024
GCA_012517355.1	GCA_001872985.1	mid	d__Bacteria	d__Bacteria	p__Riflebacteria	p__Riflebacteria	g__Ozemobacter	g__CG2-30-54-10	s__Ozemobacter sp012517355	s__CG2-30-54-10 sp001872985	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000885	0.002651	0.534572
GCA_015232575.1	GCA_016192885.1	mid	d__Bacteria	d__Bacteria	p__Riflebacteria	p__Riflebacteria	g__JADFXM01	g__JACPTH01	s__JADFXM01 sp015232575	s__JACPTH01 sp016192885	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.433024
GCA_012840225.1	GCA_012518905.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_G	p__Firmicutes_G	g__DULU01	g__JAAYRF01	s__DULU01 sp012840225	s__JAAYRF01 sp012518905	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.505788
GCA_012516115.1	GCA_012518735.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_G	p__Firmicutes_G	g__JAAYXC01	g__JAAYRO01	s__JAAYXC01 sp012516115	s__JAAYRO01 sp012518735	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.446243
GCA_012727675.1	GCA_002305255.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_G	p__Firmicutes_G	g__DTU087	g__UBA1393	s__DTU087 sp012727675	s__UBA1393 sp002305255	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.609180
GCA_012838515.1	GCA_012840225.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_G	p__Firmicutes_G	g__DUPA01	g__DULU01	s__DUPA01 sp012838515	s__DULU01 sp012840225	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.001451	0.000450	0.569371
GCA_002391465.1	GCA_012838955.1	mid	d__Bacteria	d__Bacteria	p__Firmicutes_G	p__Firmicutes_G	g__UBA3910	g__DUOH01	s__UBA3910 sp002391465	s__DUOH01 sp012838955	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.481888
GCA_016931135.1	GCA_016928995.1	mid	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Sumerlaeota	g__JAFGFK01	g__JAFGJS01	s__JAFGFK01 sp016931135	s__JAFGJS01 sp016928995	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000552	0.000229	0.559888
GCA_016125005.1	GCA_002070185.1	mid	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Sumerlaeota	g__WGMQ01	g__MWCT01	s__WGMQ01 sp016125005	s__MWCT01 sp002070185	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.488297
GCA_002842095.1	GCA_002070185.1	mid	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Sumerlaeota	g__HGW-BRC1-1	g__MWCT01	s__HGW-BRC1-1 sp002842095	s__MWCT01 sp002070185	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.488297
GCA_003290465.1	GCA_012513815.1	mid	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Sumerlaeota	g__Sumerlaea	g__JAAZBM01	s__Sumerlaea chitinivorans	s__JAAZBM01 sp012513815	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.507399
GCA_016125005.1	GCA_017161665.1	mid	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Sumerlaeota	g__WGMQ01	g__JADFCT01	s__WGMQ01 sp016125005	s__JADFCT01 sp017161665	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000187	0.000513	0.574825
GCA_012514975.1	GCA_003648225.1	mid	d__Bacteria	d__Bacteria	p__UBA3054	p__UBA3054	g__JAAYZF01	g__B51-G9	s__JAAYZF01 sp012514975	s__B51-G9 sp003648225	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.378601
GCA_017963805.1	GCA_003648225.1	mid	d__Bacteria	d__Bacteria	p__UBA3054	p__UBA3054	g__UBA3054	g__B51-G9	s__UBA3054 sp017963805	s__B51-G9 sp003648225	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.378601
GCA_003648225.1	GCA_017557885.1	mid	d__Bacteria	d__Bacteria	p__UBA3054	p__UBA3054	g__B51-G9	g__UBA3054	s__B51-G9 sp003648225	s__UBA3054 sp017557885	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.001330	0.000920	0.541455
GCA_000402775.1	GCA_018260755.1	mid	d__Archaea	d__Archaea	p__Altiarchaeota	p__Altiarchaeota	g__SCGC-AAA252-I15	g__Altiarchaeum	s__SCGC-AAA252-I15 sp000402775	s__Altiarchaeum sp018260755	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.318982
GCA_002254405.1	GCA_018815265.1	mid	d__Archaea	d__Archaea	p__Altiarchaeota	p__Altiarchaeota	g__EX4484-2	g__JAHIYG01	s__EX4484-2 sp002254405	s__JAHIYG01 sp018815265	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.440249
GCA_003663175.1	GCA_016935655.1	mid	d__Archaea	d__Archaea	p__Altiarchaeota	p__Altiarchaeota	g__QMZM01	g__JAFGQM01	s__QMZM01 sp003663175	s__JAFGQM01 sp016935655	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.506753
GCA_018260615.1	GCA_011380095.1	mid	d__Archaea	d__Archaea	p__Altiarchaeota	p__Altiarchaeota	g__Altiarchaeum	g__DSAL01	s__Altiarchaeum sp002841105	s__DSAL01 sp011380095	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.498830
GCA_018815265.1	GCA_003663115.1	mid	d__Archaea	d__Archaea	p__Altiarchaeota	p__Altiarchaeota	g__JAHIYG01	g__QMZJ01	s__JAHIYG01 sp018815265	s__QMZJ01 sp003663115	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.435481
GCA_016209155.1	GCA_016212735.1	mid	d__Bacteria	d__Bacteria	p__JACRDZ01	p__JACRDZ01	g__JACQWU01	g__JACRDZ01	s__JACQWU01 sp016209155	s__JACRDZ01 sp016212735	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.006667	0.011194	0.306285
GCA_002049825.1	GCA_015493745.1	mid	d__Bacteria	d__Bacteria	p__Calditrichota	p__Calditrichota	g__4484-188	g__J004	s__4484-188 sp002049825	s__J004 sp011051485	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.505937
GCA_003696445.1	GCA_015493745.1	mid	d__Bacteria	d__Bacteria	p__Calditrichota	p__Calditrichota	g__J042	g__J004	s__J042 sp003696445	s__J004 sp011051485	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.505937
GCA_011369465.1	GCA_013112635.1	mid	d__Bacteria	d__Bacteria	p__Calditrichota	p__Calditrichota	g__DRQG01	g__JABFGF01	s__DRQG01 sp011369465	s__JABFGF01 sp013112635	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.365350
GCA_003695285.1	GCA_002049825.1	mid	d__Bacteria	d__Bacteria	p__Calditrichota	p__Calditrichota	g__J075	g__4484-188	s__J075 sp003695285	s__4484-188 sp002049825	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.001127	0.001106	0.461573
GCA_003854985.1	GCA_015485355.1	mid	d__Bacteria	d__Bacteria	p__Calditrichota	p__Calditrichota	g__Zgenome-0002	g__JAADJD01	s__Zgenome-0002 sp003854985	s__JAADJD01 sp015485355	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.524518
GCA_007125915.1	GCF_900142125.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__SLCH01	g__Malonomonas	s__SLCH01 sp007125915	s__Malonomonas rubra	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.524555
GCA_003142835.1	GCA_018432925.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__FEN-1160	g__JAHDSC01	s__FEN-1160 sp003142835	s__JAHDSC01 sp018432925	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.482866
GCA_011048855.1	GCA_015222555.1	mid	d__Bacteria	d__Bacteria	p__Desulfobacterota	p__Desulfobacterota	g__DSCZ01	g__JADFVM01	s__DSCZ01 sp011048855	s__JADFVM01 sp015222555	0.000000	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.446860
