query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	fastani_ani	skani_ani	skani_align_frac	s2b_raw_ani	s2b_gbrt_ani	s2b_shared_tags	s2b_af_q	s2b_af_r	s2b_ref_gc
GCF_008630065.1	GCF_003966715.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Blastochloris	g__Blastochloris	s__Blastochloris sulfoviridis	s__Blastochloris tepida	0.927603	0.927200	63.460000	0.974241	0.922040	1144	0.243560	0.227119	0.683043
GCA_003962975.1	GCA_903946795.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__AWTP1-31	g__AWTP1-31	s__AWTP1-31 sp003962975	s__AWTP1-31 sp903946795		0.000000	0.000000	0.000000	0.000000	0	0.001277	0.002933	0.416095
GCA_007116245.1	GCA_007117885.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__CSBR16-104	g__CSBR16-104	s__CSBR16-104 sp007116245	s__CSBR16-104 sp007117885	0.782539	0.000000	0.000000	0.000000	0.000000	0	0.005650	0.002878	0.399647
GCA_016794595.1	GCA_016713225.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__JADJPO01	g__JADJPO01	s__JADJPO01 sp016794595	s__JADJPO01 sp016713225	0.820382	0.000000	0.000000	0.960280	0.823336	214	0.040630	0.030783	0.704023
GCF_001598375.1	GCF_004005905.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Novosphingobium	g__Novosphingobium	s__Novosphingobium capsulatum	s__Novosphingobium umbonatum	0.785515	0.000000	0.000000	0.952035	0.449343	43	0.007114	0.011242	0.614524
GCF_000767465.1	GCF_001590985.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Novosphingobium	g__Novosphingobium	s__Novosphingobium pentaromativorans	s__Novosphingobium naphthalenivorans	0.825087	0.000000	0.000000	0.964251	0.820615	257	0.030643	0.035899	0.638224
GCA_018240895.1	GCA_002336765.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Novosphingobium	g__Novosphingobium	s__Novosphingobium sp018240895	s__Novosphingobium sp002336765	0.771593	0.000000	0.000000	0.943182	0.117565	11	0.003436	0.003616	0.643947
GCF_902706195.1	GCF_014230305.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Novosphingobium	g__Novosphingobium	s__Novosphingobium sp902706195	s__Novosphingobium aerophilum	0.789598	0.000000	0.000000	0.951109	0.517834	62	0.008512	0.012356	0.676120
GCF_001298105.1	GCF_002556635.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Novosphingobium	g__Novosphingobium	s__Novosphingobium sp001298105	s__Novosphingobium sp002556635	0.796611	0.000000	0.000000	0.955009	0.789864	141	0.016888	0.018105	0.658303
GCA_016929415.1	GCA_016930275.1	mid_high	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__Fibrobacterota	g__JAFGNB01	g__JAFGNB01	s__JAFGNB01 sp016929415	s__JAFGNB01 sp016930275		0.000000	0.000000	0.956731	0.359310	13	0.002833	0.002805	0.508496
GCA_016927235.1	GCA_016929415.1	mid_high	d__Bacteria	d__Bacteria	p__Fibrobacterota	p__Fibrobacterota	g__JAFGNB01	g__JAFGNB01	s__JAFGNB01 sp016927235	s__JAFGNB01 sp016929415	0.822863	0.000000	0.000000	0.954938	0.819477	181	0.044146	0.039442	0.529374
GCF_002117005.1	GCF_001997385.1	mid_high	d__Bacteria	d__Bacteria	p__Planctomycetota	p__Planctomycetota	g__Sedimentisphaera	g__Sedimentisphaera	s__Sedimentisphaera salicampi	s__Sedimentisphaera cyanobacteriorum	0.850103	0.853000	37.410000	0.962437	0.838578	99	0.057692	0.062147	0.462024
GCA_018335995.1	GCA_002083615.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Methylomonas	g__Methylomonas	s__Methylomonas sp018335995	s__Methylomonas sp002083615	0.787683	0.000000	0.000000	0.958984	0.792709	48	0.016377	0.011762	0.503963
GCF_006483455.1	GCA_002929135.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Methylomonas	g__Methylomonas	s__Methylomonas koyamae_B	s__Methylomonas sp002929135	0.777765	0.000000	0.000000	0.952546	0.755018	27	0.006008	0.009122	0.561149
GCF_000515215.1	GCF_001644025.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Methylomonas	g__Methylomonas	s__Methylomonas sp000515215	s__Methylomonas koyamae_A	0.796318	0.000000	0.000000	0.966974	0.824448	88	0.019106	0.017184	0.558488
GCA_002928965.1	GCF_016865255.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Methylomonas	g__Methylomonas	s__Methylomonas sp002928965	s__Methylomonas sp000702925	0.787037	0.000000	0.000000	0.956414	0.734491	38	0.014038	0.008461	0.518165
GCA_903931355.1	GCA_903918375.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Methylomonas	g__Methylomonas	s__Methylomonas sp903931355	s__Methylomonas sp903918375	0.912093	0.916700	49.870000	0.967412	0.899488	257	0.190511	0.157475	0.441852
GCA_903912525.1	GCA_016873405.1	mid_high	d__Bacteria	d__Bacteria	p__Krumholzibacteriota	p__Krumholzibacteriota	g__CAINDZ01	g__CAINDZ01	s__CAINDZ01 sp903912525	s__CAINDZ01 sp016873405	0.820740	0.000000	0.000000	0.964120	0.825705	135	0.026549	0.048404	0.722140
GCA_016873405.1	GCA_016703265.1	mid_high	d__Bacteria	d__Bacteria	p__Krumholzibacteriota	p__Krumholzibacteriota	g__CAINDZ01	g__CAINDZ01	s__CAINDZ01 sp016873405	s__CAINDZ01 sp016703265	0.828023	0.000000	0.000000	0.959736	0.818772	156	0.055934	0.027206	0.685695
GCA_016712675.1	GCA_903859215.1	mid_high	d__Bacteria	d__Bacteria	p__Krumholzibacteriota	p__Krumholzibacteriota	g__CAINDZ01	g__CAINDZ01	s__CAINDZ01 sp016712675	s__CAINDZ01 sp903859215	0.824564	0.000000	0.000000	0.959978	0.815270	171	0.030905	0.033774	0.692298
GCA_016712675.1	GCA_903847545.1	mid_high	d__Bacteria	d__Bacteria	p__Krumholzibacteriota	p__Krumholzibacteriota	g__CAINDZ01	g__CAINDZ01	s__CAINDZ01 sp016712675	s__CAINDZ01 sp903847545	0.825123	0.000000	0.000000	0.961088	0.832126	208	0.037593	0.049737	0.709503
GCF_002310495.1	GCA_016721945.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__Nibricoccus	g__Nibricoccus	s__Nibricoccus aquaticus	s__Nibricoccus sp016721945	0.782017	0.000000	0.000000	0.951801	0.673934	59	0.010675	0.010993	0.571713
GCA_002793035.1	GCA_001783255.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__UBA1557	g__UBA1557	s__UBA1557 sp002793035	s__UBA1557 sp001783255	0.817024	0.000000	0.000000	0.000000	0.000000	0	0.037037	0.047619	0.323916
GCA_001783255.1	GCA_002773185.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__UBA1557	g__UBA1557	s__UBA1557 sp001783255	s__UBA1557 sp002773185	0.833522	0.000000	0.000000	0.000000	0.000000	0	0.055556	0.057851	0.337638
GCA_002773185.1	GCA_002793035.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__UBA1557	g__UBA1557	s__UBA1557 sp002773185	s__UBA1557 sp002793035	0.817360	0.000000	0.000000	0.000000	0.000000	0	0.033058	0.024691	0.333027
GCA_002923215.1	GCA_003230355.1	mid_high	d__Archaea	d__Archaea	p__Hydrothermarchaeota	p__Hydrothermarchaeota	g__SZUA-236	g__SZUA-236	s__SZUA-236 sp002923215	s__SZUA-236 sp003230355	0.859408	0.878600	26.250000	0.970203	0.879396	43	0.062500	0.079482	0.475825
GCA_016181105.1	GCA_016185525.1	mid_high	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Patescibacteria	g__JACPNK01	g__JACPNK01	s__JACPNK01 sp016181105	s__JACPNK01 sp016185525	0.852658	0.853900	18.070000	0.000000	0.000000	0	0.035503	0.028846	0.416558
GCA_002433065.1	GCA_011523785.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__UBA11872	g__UBA11872	s__UBA11872 sp002433065	s__UBA11872 sp011523785		0.000000	0.000000	0.000000	0.000000	0	0.001217	0.000643	0.660818
GCA_002433065.1	GCA_009839425.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__UBA11872	g__UBA11872	s__UBA11872 sp002433065	s__UBA11872 sp009839425		0.000000	0.000000	0.000000	0.000000	0	0.000609	0.000240	0.660239
GCA_015487895.1	GCA_015494165.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__S144-34	g__S144-34	s__S144-34 sp015487895	s__S144-34 sp015494165	0.935959	0.947100	63.510000	0.980765	0.953794	632	0.264325	0.244110	0.742119
GCF_001693735.1	GCF_000379025.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_F	p__Firmicutes_F	g__Orenia	g__Orenia	s__Orenia metallireducens	s__Orenia marismortui	0.794803	0.000000	0.000000	0.000000	0.000000	0	0.018957	0.024845	0.306711
GCF_000379025.1	GCF_003001995.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_F	p__Firmicutes_F	g__Orenia	g__Orenia	s__Orenia marismortui	s__Orenia metallireducens_B	0.793817	0.000000	0.000000	0.000000	0.000000	0	0.018634	0.011583	0.330480
GCA_017514845.1	GCA_002316215.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA1066	g__UBA1066	s__UBA1066 sp017514845	s__UBA1066 sp002316215		0.000000	0.000000	0.000000	0.000000	0	0.001339	0.001609	0.475602
GCA_902803505.1	GCA_900317045.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA1066	g__UBA1066	s__UBA1066 sp902803505	s__UBA1066 sp900317045		0.000000	0.000000	0.000000	0.000000	0	0.003245	0.003409	0.589340
GCA_902783325.1	GCA_017433725.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA1066	g__UBA1066	s__UBA1066 sp902783325	s__UBA1066 sp017433725		0.000000	0.000000	0.000000	0.000000	0	0.000653	0.000524	0.484294
GCA_900314565.1	GCA_902773435.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA1066	g__UBA1066	s__UBA1066 sp900314565	s__UBA1066 sp902773435		0.000000	0.000000	0.000000	0.000000	0	0.001709	0.002365	0.596306
GCA_002371465.1	GCA_900314565.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__UBA1066	g__UBA1066	s__UBA1066 sp002371465	s__UBA1066 sp900314565		0.000000	0.000000	0.000000	0.000000	0	0.000845	0.000342	0.509095
GCA_903896775.1	GCA_009694245.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__SHVO01	g__SHVO01	s__SHVO01 sp903896775	s__SHVO01 sp009694245	0.770457	0.000000	0.000000	0.944853	0.461605	17	0.005753	0.009382	0.616006
GCF_000504165.1	GCF_002019595.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus_BA	g__Bacillus_BA	s__Bacillus_BA sp000504165	s__Bacillus_BA abyssalis	0.898823	0.892100	45.340000	0.966916	0.910793	426	0.220269	0.215152	0.402343
GCA_013695475.1	GCA_013697825.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__JACCWD01	g__JACCWD01	s__JACCWD01 sp013695475	s__JACCWD01 sp013697825	0.852395	0.848500	17.510000	0.961639	0.860841	167	0.074520	0.071124	0.627077
GCA_015056725.1	GCA_910584915.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__1XD8-76	g__1XD8-76	s__1XD8-76 sp015056725	s__1XD8-76 sp910584915		0.000000	0.000000	0.000000	0.000000	0	0.004386	0.001479	0.494721
GCA_910577955.1	GCA_910578085.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__1XD8-76	g__1XD8-76	s__1XD8-76 sp910577955	s__1XD8-76 sp910578085	0.806467	0.000000	0.000000	0.959077	0.812561	42	0.031111	0.024605	0.472549
GCA_910573755.1	GCA_910577955.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__1XD8-76	g__1XD8-76	s__1XD8-76 sp910573755	s__1XD8-76 sp910577955	0.796389	0.000000	0.000000	0.955163	0.772578	23	0.013009	0.017037	0.473397
GCA_910577955.1	GCA_015056725.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__1XD8-76	g__1XD8-76	s__1XD8-76 sp910577955	s__1XD8-76 sp015056725		0.000000	0.000000	0.000000	0.000000	0	0.001481	0.002924	0.383629
GCF_000332035.1	GCA_007693955.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__Gloeocapsa	g__Gloeocapsa	s__Gloeocapsa sp000332035	s__Gloeocapsa sp007693955	0.769187	0.000000	0.000000	0.000000	0.000000	0	0.006173	0.014493	0.380534
GCA_910585405.1	GCA_017383785.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_B	p__Firmicutes_B	g__UBA7185	g__UBA7185	s__UBA7185 sp910585405	s__UBA7185 sp017383785	0.780421	0.000000	0.000000	0.000000	0.000000	0	0.000916	0.001916	0.422886
GCA_002491065.1	GCA_017622155.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_B	p__Firmicutes_B	g__UBA7185	g__UBA7185	s__UBA7185 sp002491065	s__UBA7185 sp017622155	0.779656	0.000000	0.000000	0.000000	0.000000	0	0.003589	0.005474	0.438721
GCA_017399005.1	GCA_910585405.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_B	p__Firmicutes_B	g__UBA7185	g__UBA7185	s__UBA7185 sp017399005	s__UBA7185 sp910585405	0.783433	0.000000	0.000000	0.000000	0.000000	0	0.004583	0.004579	0.436147
GCA_017547685.1	GCA_910585405.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_B	p__Firmicutes_B	g__UBA7185	g__UBA7185	s__UBA7185 sp017547685	s__UBA7185 sp910585405	0.779856	0.000000	0.000000	0.000000	0.000000	0	0.002804	0.002747	0.436147
GCA_017383785.1	GCA_017387265.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_B	p__Firmicutes_B	g__UBA7185	g__UBA7185	s__UBA7185 sp017383785	s__UBA7185 sp017387265	0.799756	0.000000	0.000000	0.000000	0.000000	0	0.011494	0.009917	0.453308
GCA_018432765.1	GCA_001412335.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__SD8	g__SD8	s__SD8 sp018432765	s__SD8 sp001412335	0.926699	0.937500	57.720000	0.974442	0.916474	291	0.201943	0.182560	0.542318
GCA_001412335.1	GCA_002509485.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__SD8	g__SD8	s__SD8 sp001412335	s__SD8 sp002509485	0.918483	0.927000	57.170000	0.973609	0.929026	283	0.177541	0.229708	0.541276
GCA_004321905.1	GCA_903889245.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__DP16D-bin41	g__DP16D-bin41	s__DP16D-bin41 sp004321905	s__DP16D-bin41 sp903889245	0.793958	0.000000	0.000000	0.955986	0.794164	71	0.028745	0.013008	0.647195
GCA_903896925.1	GCA_903912445.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__DP16D-bin41	g__DP16D-bin41	s__DP16D-bin41 sp903896925	s__DP16D-bin41 sp903912445	0.867063	0.861200	27.700000	0.965098	0.869427	830	0.108143	0.112833	0.647686
GCA_903912445.1	GCA_004321905.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__DP16D-bin41	g__DP16D-bin41	s__DP16D-bin41 sp903912445	s__DP16D-bin41 sp004321905	0.793647	0.000000	0.000000	0.953763	0.804780	98	0.013322	0.039676	0.589949
GCA_903896925.1	GCA_903889245.1	mid_high	d__Bacteria	d__Bacteria	p__Verrucomicrobiota	p__Verrucomicrobiota	g__DP16D-bin41	g__DP16D-bin41	s__DP16D-bin41 sp903896925	s__DP16D-bin41 sp903889245	0.820845	0.000000	0.000000	0.957006	0.828113	306	0.039870	0.056064	0.647195
GCA_012521395.1	GCA_012518815.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__Firmicutes_A	g__JAAYML01	g__JAAYML01	s__JAAYML01 sp012521395	s__JAAYML01 sp012518815	0.806769	0.000000	0.000000	0.000000	0.000000	0	0.011029	0.016216	0.306446
GCF_003070885.1	GCF_008365295.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Agromyces	g__Agromyces	s__Agromyces badenianii	s__Agromyces intestinalis	0.821880	0.000000	0.000000	0.955655	0.785897	105	0.016447	0.013740	0.710650
GCF_009729855.1	GCF_004135055.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Agromyces	g__Agromyces	s__Agromyces luteolus	s__Agromyces binzhouensis	0.899655	0.904000	50.110000	0.968810	0.907558	1043	0.155463	0.170425	0.717347
GCF_001429165.1	GCF_009749405.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Agromyces	g__Agromyces	s__Agromyces sp001429165	s__Agromyces lapidis	0.846740	0.845000	20.470000	0.961721	0.831748	369	0.043638	0.048091	0.709332
GCF_001428255.1	GCF_009749465.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Agromyces	g__Agromyces	s__Agromyces sp001428255	s__Agromyces terreus	0.827124	0.000000	0.000000	0.958757	0.830490	369	0.043540	0.051702	0.710948
GCF_006337065.1	GCF_000421545.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Agromyces	g__Agromyces	s__Agromyces laixinhei	s__Agromyces italicus	0.831839	0.000000	0.000000	0.959011	0.845069	446	0.062623	0.059230	0.701934
GCA_017942035.1	GCA_902796925.1	mid_high	d__Bacteria	d__Bacteria	p__Cyanobacteria	p__Cyanobacteria	g__RUG14219	g__RUG14219	s__RUG14219 sp017942035	s__RUG14219 sp902796925		0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.339090
GCA_016703225.1	GCA_016182785.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__JADKHK01	g__JADKHK01	s__JADKHK01 sp016703225	s__JADKHK01 sp016182785	0.883274	0.886300	52.380000	0.964887	0.901310	1367	0.158621	0.176137	0.678612
GCA_016182785.1	GCA_016721845.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__JADKHK01	g__JADKHK01	s__JADKHK01 sp016182785	s__JADKHK01 sp016721845	0.828953	0.000000	0.000000	0.957253	0.826654	405	0.052184	0.047380	0.651874
GCA_016708465.1	GCA_016182785.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__JADKHK01	g__JADKHK01	s__JADKHK01 sp016708465	s__JADKHK01 sp016182785	0.800843	0.000000	0.000000	0.950990	0.804748	183	0.028823	0.023579	0.678612
GCA_016703225.1	GCA_016721845.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__JADKHK01	g__JADKHK01	s__JADKHK01 sp016703225	s__JADKHK01 sp016721845	0.824338	0.000000	0.000000	0.955000	0.820141	350	0.040613	0.040945	0.651874
GCA_005049285.1	GCF_900102305.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Halorientalis	g__Halorientalis	s__Halorientalis sp005049285	s__Halorientalis regularis	0.809247	0.000000	0.000000	0.963648	0.766219	49	0.015448	0.014236	0.649523
GCA_005049285.1	GCF_004118325.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Halorientalis	g__Halorientalis	s__Halorientalis sp005049285	s__Halorientalis sp004118325	0.808805	0.000000	0.000000	0.956414	0.804568	76	0.023960	0.021646	0.656874
GCF_900102305.1	GCF_001989615.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Halorientalis	g__Halorientalis	s__Halorientalis regularis	s__Halorientalis sp001989615	0.870518	0.865200	34.690000	0.965604	0.864259	298	0.086578	0.095912	0.655816
GCA_005049285.1	GCF_900110215.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Halorientalis	g__Halorientalis	s__Halorientalis sp005049285	s__Halorientalis persicus	0.810877	0.000000	0.000000	0.963613	0.810045	73	0.023014	0.017514	0.634566
GCA_002753095.1	GCF_004217665.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Magnetaquicoccus	g__Magnetaquicoccus	s__Magnetaquicoccus sp002753095	s__Magnetaquicoccus inordinatus	0.795871	0.000000	0.000000	0.961397	0.763131	34	0.014795	0.012825	0.522105
GCA_002753135.1	GCA_002753095.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Magnetaquicoccus	g__Magnetaquicoccus	s__Magnetaquicoccus sp002753135	s__Magnetaquicoccus sp002753095	0.791704	0.000000	0.000000	0.959559	0.797053	34	0.011199	0.014795	0.556500
GCA_013342525.1	GCA_005239175.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Halalkalirubrum	g__Halalkalirubrum	s__Halalkalirubrum sp003551725	s__Halalkalirubrum sp005239175		0.000000	0.000000	0.953125	0.204643	12	0.003477	0.002996	0.590153
GCF_005543295.1	GCA_005239175.1	mid_high	d__Archaea	d__Archaea	p__Halobacteriota	p__Halobacteriota	g__Halalkalirubrum	g__Halalkalirubrum	s__Halalkalirubrum salinum	s__Halalkalirubrum sp005239175	0.919646	0.921000	61.130000	0.975593	0.935046	959	0.240471	0.239451	0.590153
GCF_900114235.1	GCF_017599325.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Marinilactibacillus	g__Marinilactibacillus	s__Marinilactibacillus piezotolerans	s__Marinilactibacillus sp017599325	0.788300	0.000000	0.000000	0.000000	0.000000	0	0.003788	0.002646	0.372728
GCF_900101525.1	GCF_017599325.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Marinilactibacillus	g__Marinilactibacillus	s__Marinilactibacillus psychrotolerans	s__Marinilactibacillus sp017599325	0.788220	0.000000	0.000000	0.000000	0.000000	0	0.010661	0.006614	0.372728
GCF_900101525.1	GCF_900114235.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Marinilactibacillus	g__Marinilactibacillus	s__Marinilactibacillus psychrotolerans	s__Marinilactibacillus piezotolerans	0.878846	0.886400	44.590000	0.975754	0.886900	58	0.123667	0.109848	0.353966
GCF_017599325.1	GCF_900169305.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Marinilactibacillus	g__Marinilactibacillus	s__Marinilactibacillus sp017599325	s__Marinilactibacillus piezotolerans_A	0.788885	0.000000	0.000000	0.000000	0.000000	0	0.006614	0.006329	0.395127
GCA_003132505.1	GCA_003133565.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Palsa-513	g__Palsa-513	s__Palsa-513 sp003132505	s__Palsa-513 sp003133565	0.809983	0.000000	0.000000	0.962607	0.815030	117	0.026952	0.029748	0.676520
GCA_003133565.1	GCA_003138355.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Palsa-513	g__Palsa-513	s__Palsa-513 sp003133565	s__Palsa-513 sp003138355	0.790475	0.000000	0.000000	0.956414	0.743772	38	0.009662	0.009000	0.688791
GCA_003132505.1	GCA_003138355.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Palsa-513	g__Palsa-513	s__Palsa-513 sp003132505	s__Palsa-513 sp003138355	0.800861	0.000000	0.000000	0.959579	0.807537	92	0.021193	0.021791	0.688791
GCA_003132505.1	GCA_003157595.1	mid_high	d__Bacteria	d__Bacteria	p__Actinobacteriota	p__Actinobacteriota	g__Palsa-513	g__Palsa-513	s__Palsa-513 sp003132505	s__Palsa-513 sp003157595	0.787224	0.000000	0.000000	0.953444	0.843550	49	0.011288	0.011406	0.697174
GCF_900115845.1	GCF_900177535.1	mid_high	d__Bacteria	d__Bacteria	p__Firmicutes	p__Firmicutes	g__Bacillus_I	g__Bacillus_I	s__Bacillus_I endophytica	s__Bacillus_I filamentosa	0.946617	0.943300	77.970000	0.976281	0.930298	278	0.282234	0.292940	0.364099
GCF_002959965.1	GCF_000380565.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer pacificus	s__Microbulbifer variabilis		0.000000	0.000000	0.962500	0.644521	25	0.007084	0.010044	0.488383
GCF_009363535.1	GCF_002009015.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer sp009363535	s__Microbulbifer mangrovi		0.000000	0.000000	0.953125	0.412414	18	0.006378	0.004663	0.571522
GCF_009363535.1	GCF_014904735.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer sp009363535	s__Microbulbifer hainanensis	0.787133	0.000000	0.000000	0.963235	0.042915	17	0.006024	0.003545	0.589146
GCF_000708675.1	GCF_900100355.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer sp000708675	s__Microbulbifer yueqingensis	0.788875	0.000000	0.000000	0.954327	0.601795	26	0.007620	0.008107	0.620084
GCF_000380565.1	GCF_014904815.1	mid_high	d__Bacteria	d__Bacteria	p__Proteobacteria	p__Proteobacteria	g__Microbulbifer	g__Microbulbifer	s__Microbulbifer variabilis	s__Microbulbifer taiwanensis	0.786478	0.000000	0.000000	0.957770	0.737070	37	0.014865	0.008741	0.601837
GCA_002428565.1	GCA_016932955.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__UBA6092	g__UBA6092	s__UBA6092 sp002428565	s__UBA6092 sp016932955	0.775130	0.000000	0.000000	0.000000	0.000000	0	0.003066	0.002560	0.558991
GCA_002428985.1	GCA_011525385.1	mid_high	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Chloroflexota	g__UBA6055	g__UBA6055	s__UBA6055 sp002428985	s__UBA6055 sp011525385		0.000000	0.000000	0.000000	0.000000	0	0.000209	0.000205	0.566225
