query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	synteny_score	breakpoint_count	ani_gated	gate	flag
DETM01000044.1	DFGF01000135.1	89.8540	89.8540	0.0083	0.0059	1.14736	2	1.0000	0	89.8540	uniform_fallback	INCONSISTENT
DETM01000044.1	DFTH01000014.1	94.5858	94.5858	0.0053	0.0070	1.07869	2	1.0000	0	94.5858	uniform	ok
DETM01000044.1	DGHX01000185.1	87.7521	96.8863	0.0014	0.0010	1.06394	1	1.0000	0	87.7521	gamma	INCONSISTENT
DERX01000035.1	DKXD01000178.1	99.9999	99.9999	0.0021	0.0018	8.16496	1	1.0000	0	99.9999	uniform	ok
RFPK01000001.1	RGNC01000001.1	90.4702	90.4702	0.0257	0.0256	0.62768	7	1.0000	0	90.4702	uniform	ok
RFPK01000001.1	RHBP01000001.1	93.7767	93.7767	0.0103	0.0122	0.72484	6	1.0000	0	93.7767	uniform	ok
RFPK01000001.1	DGYA01000097.1	95.5725	95.5725	0.0009	0.0007	1.46993	1	1.0000	0	95.5725	uniform	ok
RFPK01000001.1	DKOB01000108.1	97.4194	97.4194	0.0001	0.0002	1.27356	1	1.0000	0	97.4194	uniform	ok
RFPK01000001.1	PAEP01000043.1	95.5991	95.5991	0.0006	0.0007	1.47227	1	1.0000	0	95.5991	uniform	ok
RFPK01000001.1	NSII01000075.1	91.3206	91.3206	0.0119	0.0159	0.81769	5	1.0000	0	91.3206	uniform	ok
DRLX01000001.1	JAADFR010000001.1	98.0433	98.0433	0.0038	0.0040	0.79672	2	1.0000	0	98.0433	uniform	ok
RFPF01000001.1	RGVT01000001.1	90.9030	90.9030	0.0359	0.0415	0.41571	16	1.0000	0	90.9030	uniform	INCONSISTENT
RFPF01000001.1	DHLZ01000005.1	91.6075	91.6075	0.0049	0.0043	0.97711	3	1.0000	0	91.6075	uniform	ok
RFPF01000001.1	JABWBL010000116.1	86.7401	86.7401	0.0047	0.0037	1.86171	1	1.0000	0	86.7401	uniform_fallback	BELOW_DETECTION
DETX01000002.1	DLAA01000088.1	99.9999	99.9999	0.0018	0.0006	7.51645	1	1.0000	0	99.9999	uniform	ok
DSVU01000060.1	DSXZ01000136.1	99.9999	99.9999	0.0012	0.0005	6.31194	1	1.0000	0	99.9999	uniform	ok
DSVU01000060.1	DTLH01000192.1	89.5671	89.5671	0.0159	0.0144	1.31076	2	1.0000	0	89.5671	uniform	ok
RFOF01000001.1	DIUV01000022.1	95.9350	95.9350	0.0014	0.0013	1.78061	1	1.0000	0	95.9350	uniform_fallback	INCONSISTENT
DEVL01000003.1	DGLB01000079.1	87.0545	88.6389	0.6648	0.6063	0.10916	70	0.9516	64	87.0545	gamma	ok
DEVL01000003.1	JAAZHF010000220.1	93.5311	93.5311	0.0016	0.0023	1.61717	1	1.0000	0	93.5311	uniform	INCONSISTENT
DEVL01000003.1	DJAN01000207.1	88.9864	89.8701	0.1074	0.1085	0.24213	40	0.8759	34	88.9864	gamma	INCONSISTENT
DEVL01000003.1	WYBC01000008.1	88.5531	88.5531	0.0263	0.0265	0.55801	7	0.9348	3	88.5531	uniform	INCONSISTENT
DEVL01000003.1	DKJA01000209.1	92.3661	92.3661	0.0021	0.0014	1.50688	1	1.0000	0	92.3661	uniform	INCONSISTENT
DEVL01000003.1	DKPB01000011.1	85.3618	87.6050	0.2702	0.2660	0.19318	45	0.9049	39	85.3618	gamma	BELOW_DETECTION
DEVL01000003.1	JABFRN010000001.1	86.1654	86.1654	0.0130	0.0124	0.95755	2	1.0000	0	86.1654	uniform	BELOW_DETECTION
DEVL01000003.1	JABFYC010000269.1	90.7186	90.7186	0.0098	0.0087	0.69597	5	0.9667	1	90.7186	uniform	INCONSISTENT
DEVL01000003.1	JAAFHE010000001.1	96.7718	96.7718	0.0002	0.0002	1.56725	1	1.0000	0	96.7718	uniform	INCONSISTENT
DEVL01000003.1	NWQM01000001.1	89.2056	89.2056	0.0031	0.0054	1.87296	1	1.0000	0	89.2056	uniform	INCONSISTENT
DEWI01000036.1	DFFF01000021.1	90.1149	90.1149	0.0030	0.0038	1.84971	1	1.0000	0	90.1149	uniform	ok
DEWI01000036.1	DGVK01000164.1	92.8874	92.8874	0.0069	0.0062	0.99766	3	1.0000	0	92.8874	uniform	ok
DEWI01000036.1	DJXI01000075.1	93.6958	95.6839	0.0140	0.0121	0.51509	8	1.0000	0	93.6958	gamma	ok
DEWO01000168.1	DFGF01000135.1	99.1809	99.1809	0.0008	0.0005	0.58118	1	1.0000	0	99.1809	uniform	INCONSISTENT
DEWO01000168.1	DGHX01000185.1	99.3378	99.3378	0.0120	0.0064	0.22040	7	1.0000	0	99.3378	uniform	ok
DEWO01000168.1	DGSP01000032.1	99.3443	99.3443	0.0019	0.0011	0.46215	1	1.0000	0	99.3443	uniform	ok
DSTL01000016.1	DTKZ01000260.1	92.9465	92.9465	0.4443	0.5010	0.12377	122	0.9214	92	92.9465	uniform	ok
DEWY01000007.1	DGLD01000006.1	94.0678	94.0678	0.0003	0.0003	2.17464	1	1.0000	0	94.0678	uniform_fallback	INCONSISTENT
DEWY01000007.1	DSIT01000125.1	92.2251	92.2251	0.0008	0.0006	2.02891	1	1.0000	0	92.2251	uniform_fallback	INCONSISTENT
DEWY01000007.1	PNLB01000001.1	87.1583	87.1583	0.0461	0.0362	0.69794	5	0.9677	1	87.1583	uniform	BELOW_DETECTION
RFMI01000136.1	WVZN01000048.1	90.9854	90.9854	0.0036	0.0018	1.67365	1	1.0000	0	90.9854	uniform	ok
DSSY01000002.1	JABCYT010000001.1	95.2344	95.2344	0.0003	0.0002	1.84988	1	1.0000	0	95.2344	uniform	INCONSISTENT
DEZT01000179.1	DUAC01000001.1	86.7683	86.7683	0.0248	0.0199	1.18506	1	1.0000	0	86.7683	uniform_fallback	BELOW_DETECTION
DSRX01000019.1	JABFGC010000001.1	83.0673	92.8156	0.0120	0.0103	0.62993	6	0.9697	1	92.8156	uniform_fallback	INCONSISTENT
DSRX01000019.1	JACAEP010000057.1	99.9999	99.9999	0.0012	0.0015	6.05227	1	1.0000	0	99.9999	uniform	INCONSISTENT
DFBH01000046.1	DSBK01000016.1	85.2585	85.2585	0.0355	0.0354	1.56379	1	1.0000	0	85.2585	uniform_fallback	BELOW_DETECTION
SAAS01000004.1	JAAYBD010000014.1	84.0237	84.0237	0.0181	0.0201	1.63744	1	1.0000	0	84.0237	uniform	BELOW_DETECTION
RZZX01000132.1	JAAYHA010000142.1	99.9999	99.9999	0.0003	0.0007	8.45153	1	1.0000	0	99.9999	uniform	ok
DFBX01000118.1	WOZM01000002.1	90.2136	90.2136	0.0024	0.0022	1.84798	1	1.0000	0	90.2136	uniform_fallback	INCONSISTENT
DFBX01000118.1	PAKZ01000001.1	77.8290	87.4937	0.0126	0.0091	1.06274	1	1.0000	0	87.4937	uniform_fallback	BELOW_DETECTION
DFBX01000118.1	PALT01000044.1	90.2563	90.2563	0.0018	0.0019	2.00186	1	1.0000	0	90.2563	uniform_fallback	INCONSISTENT
DFBX01000118.1	PAPF01000003.1	87.1538	87.1538	0.0123	0.0107	1.10536	2	0.9412	1	87.1538	uniform	BELOW_DETECTION
RZZF01000163.1	JAABRP010000137.1	96.5073	96.5073	0.0006	0.0003	1.33867	1	1.0000	0	96.5073	uniform	ok
DTQN01000009.1	DSXG01000127.1	91.3468	91.3468	0.0056	0.0067	1.24799	2	1.0000	0	91.3468	uniform	INCONSISTENT
DFBD01000145.1	NVXA01000022.1	88.7414	88.7414	0.0267	0.0249	0.85248	4	1.0000	0	88.7414	uniform	ok
RZYX01000031.1	JAAYPE010000051.1	91.2692	91.2692	0.0052	0.0091	1.50440	2	1.0000	0	91.2692	uniform_fallback	INCONSISTENT
RZYP01000001.1	RZYD01000014.1	96.0000	96.0000	0.0005	0.0005	1.60000	1	1.0000	0	96.0000	uniform_fallback	INCONSISTENT
RZYP01000001.1	DGZP01000060.1	95.1736	95.1736	0.0028	0.0026	1.11254	2	1.0000	0	95.1736	uniform	ok
RZYP01000001.1	DHFP01000080.1	96.4605	96.4605	0.0022	0.0024	1.37994	1	1.0000	0	96.4605	uniform	ok
RZYP01000001.1	JAAZCN010000238.1	99.0683	99.0683	0.0015	0.0021	0.53539	2	1.0000	0	99.0683	uniform	ok
RZYP01000001.1	JAAYYM010000106.1	99.9999	99.9999	0.0008	0.0007	8.03219	1	1.0000	0	99.9999	uniform	ok
RZYP01000001.1	JAAYVM010000096.1	94.5662	94.5662	0.0057	0.0073	0.89084	2	1.0000	0	94.5662	uniform	INCONSISTENT
RZYP01000001.1	JAAZGI010000196.1	99.9999	99.9999	0.0001	0.0002	8.03219	1	1.0000	0	99.9999	uniform	ok
RZYP01000001.1	JAAYHA010000142.1	98.2660	98.2660	0.0017	0.0034	0.65138	2	1.0000	0	98.2660	uniform	ok
RZYP01000001.1	PGXO01000005.1	98.4555	98.4555	0.0016	0.0025	0.77030	1	1.0000	0	98.4555	uniform	ok
DFBR01000055.1	CP050265.1	89.6964	89.6964	0.0040	0.0028	1.74928	1	1.0000	0	89.6964	uniform_fallback	INCONSISTENT
DFBR01000055.1	PALE01000001.1	87.8775	87.8775	0.0050	0.0051	1.83706	1	1.0000	0	87.8775	uniform	BELOW_DETECTION
DFBR01000055.1	PHEB01000023.1	87.9490	87.9490	0.0055	0.0050	1.85625	1	1.0000	0	87.9490	uniform	BELOW_DETECTION
RZYD01000014.1	JAAYVM010000096.1	99.9999	99.9999	0.0014	0.0020	6.83585	1	1.0000	0	99.9999	uniform	ok
CP046620.1	DIVD01000052.1	92.4932	92.4932	0.0008	0.0010	2.06273	1	1.0000	0	92.4932	uniform_fallback	INCONSISTENT
DFEK01000006.1	DFEM01000142.1	99.2467	99.2467	0.0051	0.0053	0.37523	2	0.9412	1	99.2467	uniform	ok
DFEK01000006.1	DGUG01000108.1	98.4744	98.4744	0.0029	0.0030	0.67888	1	1.0000	0	98.4744	uniform	ok
DTLC01000069.1	DSTR01000024.1	92.7187	92.7187	0.0005	0.0007	2.06279	1	1.0000	0	92.7187	uniform_fallback	INCONSISTENT
JAACDV010000130.1	DJZB01000013.1	96.4896	96.4896	0.0009	0.0012	1.49926	1	1.0000	0	96.4896	uniform	ok
JAACDD010000064.1	DLPY01000074.1	90.7366	90.7366	0.0039	0.0047	1.90069	1	1.0000	0	90.7366	uniform_fallback	INCONSISTENT
JAACDD010000064.1	PAAD01000044.1	91.8569	91.8569	0.0011	0.0012	2.30973	1	1.0000	0	91.8569	uniform_fallback	INCONSISTENT
JAACCR010000074.1	DUCL01000001.1	93.8789	93.8789	0.0059	0.0056	1.30281	2	1.0000	0	93.8789	uniform	ok
DFFF01000021.1	DGVK01000164.1	92.0976	92.0976	0.0056	0.0039	1.22493	2	1.0000	0	92.0976	uniform	INCONSISTENT
DFFF01000021.1	DJXI01000075.1	89.8283	89.8283	0.0038	0.0024	1.67671	1	1.0000	0	89.8283	uniform	INCONSISTENT
DFDW01000005.1	DULI01000014.1	99.9999	99.9999	0.0023	0.0023	6.91714	1	1.0000	0	99.9999	uniform	ok
DTJK01000172.1	JAAYVR010000156.1	92.2343	92.2343	0.1782	0.1738	0.14867	115	0.9852	10	92.2343	uniform	ok
JAACFG010000034.1	JABDQH010000076.1	90.1162	90.1162	0.0029	0.0034	1.30205	2	1.0000	0	90.1162	uniform_fallback	INCONSISTENT
DFFY01000003.1	DGXN01000015.1	90.2492	90.2492	0.0046	0.0070	2.01315	1	1.0000	0	90.2492	uniform_fallback	INCONSISTENT
JAACVK010000083.1	PFDI01000016.1	99.8478	99.8478	0.0035	0.0121	0.15209	1	1.0000	0	99.8478	uniform	ok
JAACVK010000083.1	PCTW01000011.1	99.5807	99.5807	0.0016	0.0012	0.29586	3	1.0000	0	99.5807	uniform	ok
JAACVK010000083.1	PFRS01000001.1	99.9999	99.9999	0.0025	0.0061	5.77350	1	1.0000	0	99.9999	uniform	ok
JAACVK010000083.1	PFTZ01000055.1	99.9999	99.9999	0.0062	0.0271	4.57868	2	1.0000	0	99.9999	uniform	ok
DTIX01000081.1	DLMJ01000040.1	91.7032	91.7032	0.0020	0.0018	1.87623	1	1.0000	0	91.7032	uniform	ok
DFGZ01000084.1	DGVW01000107.1	99.1379	99.1379	0.0029	0.0049	0.38386	3	1.0000	0	99.1379	uniform	ok
DFGE01000032.1	DGHP01000068.1	99.9999	99.9999	0.0009	0.0008	8.03219	1	1.0000	0	99.9999	uniform	ok
DFGE01000032.1	HF985662.1	90.8242	90.8242	0.0026	0.0028	1.90650	1	1.0000	0	90.8242	uniform	INCONSISTENT
DFGE01000032.1	DJEW01000026.1	89.8580	89.8580	0.0012	0.0012	2.12333	1	1.0000	0	89.8580	uniform	INCONSISTENT
DFGE01000032.1	DJYJ01000052.1	93.8956	93.8956	0.0046	0.0056	0.81975	4	1.0000	0	93.8956	uniform	INCONSISTENT
JAACTB010000007.1	CP050265.1	79.6245	84.8867	0.1156	0.1029	0.44969	8	0.9344	4	84.8867	uniform_fallback	BELOW_DETECTION
JAACTB010000007.1	DLNQ01000005.1	95.3125	95.3125	0.0004	0.0003	1.86827	1	1.0000	0	95.3125	uniform_fallback	INCONSISTENT
JAACTB010000007.1	NZOF01000190.1	87.7871	87.7871	0.0182	0.0102	0.81553	4	0.9500	1	87.7871	uniform	BELOW_DETECTION
JAACTB010000007.1	PALE01000001.1	82.9562	82.9562	0.0180	0.0246	1.41879	1	1.0000	0	82.9562	uniform_fallback	BELOW_DETECTION
JAACTB010000007.1	JABDNC010000141.1	92.5823	92.5823	0.0045	0.0050	0.97721	3	0.9375	1	92.5823	uniform	INCONSISTENT
JAACSL010000070.1	JAAYPN010000087.1	97.5610	97.5610	0.0002	0.0006	1.39089	1	1.0000	0	97.5610	uniform	ok
DFHF01000015.1	DGVW01000107.1	99.9999	99.9999	0.0010	0.0014	7.41249	1	1.0000	0	99.9999	uniform	ok
DFHF01000015.1	JAAYBK010000052.1	94.1793	94.1793	0.0413	0.0357	0.41109	15	0.9759	2	94.1793	uniform	INCONSISTENT
JAACPJ010000020.1	PCSU01000010.1	99.9999	99.9999	0.0076	0.0101	5.19174	1	1.0000	0	99.9999	uniform	ok
DFFT01000135.1	DKRV01000003.1	97.6563	97.6563	0.0006	0.0010	1.33721	1	1.0000	0	97.6563	uniform	ok
RGHP01000001.1	RGTL01000001.1	99.9999	99.9999	0.0005	0.0005	9.01669	1	1.0000	0	99.9999	uniform	ok
DTGY01000361.1	DSWB01000427.1	99.4505	99.4505	0.0006	0.0003	0.54794	1	1.0000	0	99.4505	uniform	ok
DTPS01000573.1	DSQY01000006.1	91.8510	91.8510	0.0050	0.0047	1.36880	2	1.0000	0	91.8510	uniform	ok
RGVT01000001.1	DHLZ01000005.1	95.4223	95.4223	0.0005	0.0004	1.59240	1	1.0000	0	95.4223	uniform	ok
DFKL01000147.1	DJYQ01000019.1	99.2674	99.2674	0.0025	0.0023	0.51613	1	1.0000	0	99.2674	uniform	ok
DTLX01000057.1	JAAOZN010000056.1	90.0632	90.0632	0.1583	0.1454	0.42417	16	0.9684	3	90.0632	uniform	INCONSISTENT
DFLI01000044.1	DGXN01000015.1	90.0118	90.0118	0.0050	0.0061	1.81094	1	1.0000	0	90.0118	uniform	ok
RGNC01000001.1	RHBP01000001.1	91.6619	91.6619	0.0439	0.0494	0.44759	13	1.0000	0	91.6619	uniform	ok
RGNC01000001.1	JABMNF010000097.1	88.4416	88.4416	0.0044	0.0047	1.83272	1	1.0000	0	88.4416	uniform	ok
RGNC01000001.1	NSII01000075.1	91.2042	91.2042	0.0025	0.0030	1.74843	1	1.0000	0	91.2042	uniform	ok
DFLT01000014.1	NVWL01000017.1	97.5686	97.5686	0.0003	0.0002	1.38409	1	1.0000	0	97.5686	uniform	ok
DFLT01000014.1	PHEM01000350.1	97.2305	97.2305	0.0018	0.0018	0.85600	2	0.9286	1	97.2305	uniform	INCONSISTENT
DFMV01000059.1	PAIP01000084.1	99.9999	99.9999	0.0008	0.0007	5.13665	1	1.0000	0	99.9999	uniform	ok
RHBP01000001.1	JABMNF010000097.1	93.7410	93.7410	0.0008	0.0007	2.02363	1	1.0000	0	93.7410	uniform_fallback	INCONSISTENT
RHBP01000001.1	NSII01000075.1	92.6275	92.6275	0.0063	0.0077	1.23436	2	1.0000	0	92.6275	uniform	ok
DFNI01000034.1	JAADIW010000070.1	93.5765	93.5765	0.0065	0.0104	1.25394	2	1.0000	0	93.5765	uniform	INCONSISTENT
DFNN01000005.1	DJJW01000090.1	99.4012	99.4012	0.0020	0.0007	0.59701	1	1.0000	0	99.4012	uniform	ok
DTEJ01000039.1	DRYW01000026.1	96.8454	96.8454	0.2130	0.1342	0.22621	30	1.0000	0	96.8454	uniform	ok
DFOK01000052.1	JAAZEZ010000024.1	90.9211	92.7174	0.1652	0.2200	0.29472	25	0.9821	3	90.9211	gamma	ok
DFOK01000052.1	JAAYDZ010000013.1	89.9352	92.3101	0.1773	0.1822	0.31095	25	0.9933	1	89.9352	gamma	ok
DFOK01000052.1	JAAZMM010000009.1	90.3591	90.3591	0.0223	0.0239	0.89576	4	1.0000	0	90.3591	uniform	INCONSISTENT
DFOK01000052.1	JAAYNR010000283.1	99.9999	99.9999	0.0011	0.0008	7.31272	1	1.0000	0	99.9999	uniform	ok
DFOK01000052.1	JAAYNO010000130.1	99.9999	99.9999	0.0028	0.0015	5.67961	2	1.0000	0	99.9999	uniform	ok
DTDI01000146.1	DRXB01000031.1	99.9999	99.9999	0.0012	0.0010	9.40720	1	1.0000	0	99.9999	uniform	ok
JAACSU010000007.1	PFJN01000028.1	99.9999	99.9999	0.0030	0.0038	7.51645	1	1.0000	0	99.9999	uniform	ok
DFPL01000238.1	DGLB01000079.1	95.8087	95.8087	0.0004	0.0004	1.71454	1	1.0000	0	95.8087	uniform	ok
DFPL01000238.1	DKPJ01000015.1	89.7246	89.7246	0.0197	0.0219	0.66565	6	1.0000	0	89.7246	uniform	ok
CP047919.1	CP039999.1	91.8353	94.5271	0.9676	0.9681	0.16336	2	0.9981	1	91.8353	gamma	ok
CP047919.1	CP039998.1	91.1645	93.0812	0.9155	0.9192	0.19099	2	0.9976	1	91.1645	gamma	ok
CP047919.1	CP040001.1	92.5843	95.6994	0.9904	0.9992	0.14239	2	0.9984	1	92.5843	gamma	ok
DFQF01000034.1	NZTZ01000001.1	99.9999	99.9999	0.0014	0.0022	8.16496	1	1.0000	0	99.9999	uniform	ok
VIQU02000001.1	BLMD01000001.1	98.0836	98.0836	0.0025	0.0029	0.78154	2	1.0000	0	98.0836	uniform	INCONSISTENT
DFQS01000069.1	DKGQ01000033.1	87.2894	90.0754	0.4562	0.4574	0.18598	43	0.9735	12	87.2894	gamma	ok
JAAFGZ010000050.1	DFWY01000161.1	88.7986	88.7986	0.0304	0.0327	0.50696	9	0.9821	1	88.7986	uniform	INCONSISTENT
JAAFGZ010000050.1	JAABQC010000100.1	88.1517	88.1517	0.0030	0.0047	1.62651	1	1.0000	0	88.1517	uniform	BELOW_DETECTION
JAAFGZ010000050.1	JAABPT010000113.1	95.8087	95.8087	0.0003	0.0004	1.71454	1	1.0000	0	95.8087	uniform	INCONSISTENT
JAAFGZ010000050.1	WOZN01000330.1	92.2630	92.2630	0.0018	0.0030	1.27790	2	1.0000	0	92.2630	uniform	INCONSISTENT
JAAFGZ010000050.1	DJUX01000045.1	96.8741	96.8741	0.0001	0.0001	1.53787	1	1.0000	0	96.8741	uniform	ok
JAAFGZ010000050.1	WVZN01000048.1	88.6110	88.6110	0.0031	0.0028	1.71911	1	1.0000	0	88.6110	uniform	INCONSISTENT
JAAFGZ010000050.1	JAAOZX010000430.1	95.3125	95.3125	0.0004	0.0004	1.86827	1	1.0000	0	95.3125	uniform_fallback	INCONSISTENT
JAAFGZ010000050.1	JABBPF010000171.1	88.4622	88.4622	0.0694	0.0846	0.34375	20	0.9741	3	88.4622	uniform	INCONSISTENT
JAAFGZ010000050.1	JABBPC010000032.1	78.9136	85.3907	0.0320	0.0402	0.73339	4	1.0000	0	85.3907	uniform_fallback	BELOW_DETECTION
JAAFGZ010000050.1	JABBPE010000001.1	87.4194	87.4194	0.1248	0.1291	0.28521	23	0.9822	3	87.4194	uniform	BELOW_DETECTION
JAAFGZ010000050.1	JABCYW010000001.1	95.2513	95.2513	0.0010	0.0008	1.25506	2	1.0000	0	95.2513	uniform_fallback	INCONSISTENT
JAAFGZ010000050.1	PNMN01000001.1	91.9399	91.9399	0.0057	0.0083	0.82760	5	1.0000	0	91.9399	uniform	INCONSISTENT
JAAFGZ010000050.1	PHCI01000036.1	76.5170	86.6825	0.0104	0.0124	1.03396	2	1.0000	0	86.6825	uniform_fallback	BELOW_DETECTION
JAAFGZ010000050.1	PHCO01000221.1	86.1488	86.1488	0.0048	0.0062	1.39601	1	1.0000	0	86.1488	uniform	BELOW_DETECTION
JAAFGZ010000050.1	PNNC01000063.1	91.0326	91.0326	0.0209	0.0235	0.46362	12	0.9697	2	91.0326	uniform	INCONSISTENT
DFQY01000044.1	WTIZ01000032.1	84.7557	84.7557	0.0651	0.0626	0.93711	2	1.0000	0	84.7557	uniform_fallback	BELOW_DETECTION
DFQY01000044.1	JAAXJR010000057.1	87.2923	87.2923	0.0212	0.0173	1.20347	2	1.0000	0	87.2923	uniform_fallback	BELOW_DETECTION
JAAFGV010000044.1	DKJA01000209.1	90.7978	90.7978	0.0037	0.0021	1.30386	2	1.0000	0	90.7978	uniform_fallback	INCONSISTENT
JAAFGV010000044.1	JABCYW010000001.1	88.2145	88.2145	0.0027	0.0017	1.66101	1	1.0000	0	88.2145	uniform	BELOW_DETECTION
JAAFGV010000044.1	JABWBN010000166.1	86.8182	86.8182	0.0038	0.0032	1.70607	1	1.0000	0	86.8182	uniform_fallback	BELOW_DETECTION
JAAFGV010000044.1	JABFXW010000171.1	93.1509	93.1509	0.0007	0.0005	1.94694	1	1.0000	0	93.1509	uniform_fallback	INCONSISTENT
JAAFGV010000044.1	JABTBR010000001.1	93.0067	93.0067	0.0007	0.0003	1.89921	1	1.0000	0	93.0067	uniform_fallback	INCONSISTENT
JAAFGV010000044.1	JACDZI010000024.1	94.1274	94.1274	0.0008	0.0009	1.77142	1	1.0000	0	94.1274	uniform	ok
DFRA01000068.1	DJDD01000108.1	91.5784	91.5784	0.0037	0.0036	2.06642	1	1.0000	0	91.5784	uniform_fallback	INCONSISTENT
JAAFGT010000043.1	JABCZJ010000001.1	88.1607	88.1607	0.0046	0.0038	1.61597	1	1.0000	0	88.1607	uniform	BELOW_DETECTION
JAAHBU010000001.1	DJJS01000004.1	88.5277	89.8099	0.1228	0.1443	0.19745	56	0.9946	2	88.5277	gamma	ok
JAAHBU010000001.1	DKEM01000012.1	93.4578	93.4578	0.0009	0.0012	1.42296	2	1.0000	0	93.4578	uniform_fallback	INCONSISTENT
JAAHBU010000001.1	PEKX01000023.1	87.8189	87.8189	0.0331	0.0302	0.44316	12	1.0000	0	87.8189	uniform	BELOW_DETECTION
DTFV01000057.1	DTIY01000045.1	92.4692	92.9733	0.6369	0.5266	0.14295	82	0.9923	6	92.4692	gamma	ok
JAAHGO010000001.1	JAAHHG010000001.1	94.9694	94.9694	0.0521	0.0513	0.21773	42	0.9504	14	94.9694	uniform	INCONSISTENT
DFUT01000014.1	JAAZMQ010000003.1	91.4858	93.2697	0.1295	0.1305	0.29978	25	0.9333	11	91.4858	gamma	INCONSISTENT
DFUT01000014.1	DUQH01000076.1	75.5440	96.5017	0.0013	0.0013	1.66441	1	1.0000	0	96.5017	uniform_fallback	INCONSISTENT
DFUT01000014.1	PKMK01000010.1	98.4930	98.4930	0.0134	0.0107	0.35360	3	1.0000	0	98.4930	uniform	ok
JAAHHW010000001.1	WLWT01000001.1	95.6934	95.6934	0.0006	0.0009	1.47933	1	1.0000	0	95.6934	uniform	ok
DFWY01000161.1	WOZN01000330.1	93.1574	93.1574	0.0006	0.0010	1.67012	1	1.0000	0	93.1574	uniform	ok
DFWY01000161.1	JAAOZX010000430.1	93.0470	93.0470	0.0004	0.0004	2.11366	1	1.0000	0	93.0470	uniform_fallback	INCONSISTENT
DFWY01000161.1	JABBPF010000171.1	90.5753	90.5753	0.0068	0.0079	0.88127	4	1.0000	0	90.5753	uniform	INCONSISTENT
DFWY01000161.1	JABBPC010000032.1	89.0551	89.0551	0.0596	0.0712	0.38355	17	0.9894	1	89.0551	uniform	INCONSISTENT
DFWY01000161.1	JABBPE010000001.1	88.4068	88.4068	0.1060	0.1038	0.31517	22	0.9860	2	88.4068	uniform	INCONSISTENT
DFWY01000161.1	JAAFIP010000001.1	86.9423	86.9423	0.0048	0.0051	1.64721	1	1.0000	0	86.9423	uniform_fallback	BELOW_DETECTION
DFWY01000161.1	PNMN01000001.1	87.5118	87.5118	0.0046	0.0061	1.70473	1	1.0000	0	87.5118	uniform_fallback	BELOW_DETECTION
DFWY01000161.1	PHCI01000036.1	93.1743	93.1743	0.0004	0.0005	1.89780	1	1.0000	0	93.1743	uniform_fallback	INCONSISTENT
DFWY01000161.1	PNNC01000063.1	88.5606	88.5606	0.0176	0.0193	0.68581	6	1.0000	0	88.5606	uniform_fallback	INCONSISTENT
JAAFHC010000244.1	JABDRI010000107.1	90.1068	90.1068	0.0042	0.0049	2.01644	1	1.0000	0	90.1068	uniform	ok
WOTO01000001.1	JACDAB010000082.1	61.3878	91.1973	0.0010	0.0035	1.70410	1	1.0000	0	91.1973	uniform_fallback	INCONSISTENT
DFYA01000091.1	DITU01000027.1	95.6641	95.6641	0.0004	0.0003	1.64620	1	1.0000	0	95.6641	uniform	ok
DFYP01000113.1	DKPB01000011.1	95.1220	95.1220	0.0003	0.0002	1.94228	1	1.0000	0	95.1220	uniform_fallback	INCONSISTENT
DFYP01000113.1	DUJZ01000150.1	99.9999	99.9999	0.0018	0.0037	6.57951	1	1.0000	0	99.9999	uniform	ok
DFTB01000016.1	DGUZ01000025.1	80.7333	90.4114	0.0363	0.0209	0.58439	7	0.9535	2	90.4114	uniform_fallback	INCONSISTENT
DFYR01000049.1	DIXQ01000017.1	87.3746	87.3746	0.1223	0.1074	0.48937	11	1.0000	0	87.3746	uniform	BELOW_DETECTION
DFYV01000181.1	DHGE01000185.1	99.9999	99.9999	0.0010	0.0012	8.30454	1	1.0000	0	99.9999	uniform	ok
DFYK01000078.1	DGZP01000060.1	88.4617	89.7767	0.1019	0.0779	0.40072	14	0.9894	1	88.4617	gamma	ok
DFYK01000078.1	DHSP01000018.1	84.8854	88.6316	0.0510	0.0498	0.63164	4	1.0000	0	84.8854	gamma	ok
DFYK01000078.1	DIFH01000042.1	99.9999	99.9999	0.0020	0.0019	6.37576	1	1.0000	0	99.9999	uniform	ok
DFZC01000040.1	JAAYIZ010000107.1	91.4609	91.4609	0.0020	0.0025	2.34780	1	1.0000	0	91.4609	uniform_fallback	INCONSISTENT
DSAR01000164.1	DSUX01000269.1	96.6102	96.6102	0.0003	0.0003	1.66594	1	1.0000	0	96.6102	uniform_fallback	INCONSISTENT
DSXL01000183.1	DSUN01000068.1	99.9999	99.9999	0.0002	0.0004	8.83883	2	0.8571	1	99.9999	uniform	ok
DGBP01000040.1	JAAYTZ010000077.1	91.2294	91.2294	0.0014	0.0016	1.78406	1	1.0000	0	91.2294	uniform	INCONSISTENT
DGBP01000040.1	JAAYSB010000130.1	87.5761	87.5761	0.0033	0.0043	1.81541	1	1.0000	0	87.5761	uniform	BELOW_DETECTION
DGBP01000040.1	PBYI01000025.1	86.8301	86.8301	0.0426	0.0326	0.58753	6	1.0000	0	86.8301	uniform	BELOW_DETECTION
DGBP01000040.1	JABMLH010000001.1	88.9221	88.9221	0.0031	0.0025	1.66063	1	1.0000	0	88.9221	uniform	ok
