query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag_verbose	ani_gated	gate	ani_upper95	flag	q_acc	r_acc	ani_pct	q_country	r_country
NZ_CP026070.1	NZ_JXZQ02000002.1	99.9981	99.9981	0.9952	0.9773	0.00189	5	0.9977	0	inf	0.9999	99.9907	99.9999	0.0043	0.0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	1878	5	1778	868	352.6	ok	99.9981	uniform	99.9995	ok	GCF_001018915.1	GCF_001019335.2	99.9981	missing	missing
NZ_CP026070.1	NZ_JXZT02000001.1	98.9115	99.3514	0.9584	0.974	0.03753	11	0.9936	0	0.161	0.9609	98.7477	99.5354	0.276	0.69	AlfI:99.38,AloI:99.10,BcgI:99.35,FalI:99.38	1631	11	1702	493	143.0909090909091	ok	98.9115	gamma	98.9127	ok	GCF_001018915.1	GCF_001019355.1	98.9115	missing	missing
NZ_CP026070.1	NZ_JXZU02000001.1	98.824	99.3242	0.9712	0.9575	0.03823	11	0.9937	0	0.156	0.9592	98.6768	99.524	0.2951	0.73	AlfI:99.33,AloI:99.06,BcgI:99.32,FalI:99.36	1662	11	1719	494	144.0	ok	98.824	gamma	98.8446	ok	GCF_001018915.1	GCF_001019375.2	98.824	missing	missing
NZ_CP026070.1	NZ_CP026066.1	96.9528	98.2544	0.9699	0.9666	0.0663	7	0.9956	0	0.355	0.8918	96.9915	98.8695	0.8842	2.33	AlfI:98.29,AloI:97.55,BcgI:98.43,FalI:98.21	1465	7	1725	416	194.42857142857144	ok	96.9528	gamma	97.2073	ok	GCF_001018915.1	GCF_001019395.1	96.9528	missing	missing
NZ_CP026070.1	NZ_CP026068.1	99.998	99.998	0.9684	0.9837	0.00195	9	0.9954	0	inf	0.9999	99.9904	99.9999	0.0065	0.0	AlfI:100.00,AloI:100.00,BcgI:99.99,FalI:100.00	1830	9	1725	667	192.33333333333337	ok	99.998	uniform	99.9995	ok	GCF_001018915.1	GCF_001019415.2	99.998	missing	missing
NZ_CP026070.1	NZ_CP026069.1	98.8993	99.354	0.9693	0.9497	0.03713	8	0.9955	2	0.156	0.961	98.7417	99.5407	0.2737	0.68	AlfI:99.38,AloI:99.11,BcgI:99.36,FalI:99.37	1654	8	1732	475	196.25	ok	98.8993	gamma	98.9056	ok	GCF_001018915.1	GCF_001019435.1	98.8993	missing	Japan
NZ_CP026070.1	NZ_JYAJ02000001.1	96.9638	98.2604	0.9794	0.9506	0.06598	9	0.9942	0	0.355	0.8922	96.9974	98.8734	0.8909	2.5	AlfI:98.29,AloI:97.56,BcgI:98.46,FalI:98.20	1452	9	1734	415	153.33333333333334	ok	96.9638	gamma	97.2125	ok	GCF_001018915.1	GCF_001019455.2	96.9638	missing	United Kingdom: London
NZ_CP026070.1	NZ_JYAK02000001.1	99.9999	99.9999	0.9787	0.9924	0.44136	8	0.996	0	inf	1.0	99.9999	99.9999	0.0	0.0	AlfI:100.00,AloI:100.00,BcgI:100.00,FalI:100.00	1865	8	1752	588	219.5	ok	99.9999	uniform	100.0	ok	GCF_001018915.1	GCF_001019475.1	99.9999	missing	missing
NZ_CP026070.1	NZ_CP026072.1	99.9159	99.9321	0.9962	0.9667	0.01147	5	0.9977	0	0.07	0.9959	99.8044	99.9657	0.0447	0.53	AlfI:99.92,AloI:99.97,BcgI:99.94,FalI:99.92	1850	5	1778	1101	347.2	ok	99.9159	gamma	99.8689	ok	GCF_001018915.1	GCF_001019485.1	99.9159	missing	USA:Massachusetts
NZ_CP026070.1	NZ_CP026958.1	98.9065	99.3562	0.9644	0.9417	0.03707	8	0.9955	2	0.156	0.9612	98.7501	99.5407	0.2369	0.52	AlfI:99.38,AloI:99.15,BcgI:99.36,FalI:99.37	1654	8	1731	410	196.25	ok	98.9065	gamma	98.9135	ok	GCF_001018915.1	GCF_001019495.2	98.9065	missing	Japan
NZ_CP026070.1	NZ_CP026073.1	98.9049	99.367	0.9702	0.9585	0.03668	10	0.9944	0	0.146	0.9618	98.7706	99.5477	0.7339	3.05	AlfI:99.44,AloI:98.70,BcgI:99.38,FalI:99.40	1668	10	1735	551	159.9	ok	98.9049	gamma	98.9329	ok	GCF_001018915.1	GCF_001019535.2	98.9049	missing	USA:North Dakota
NZ_CP026070.1	NZ_JYAV02000001.1	99.998	99.998	0.9702	0.9882	0.00192	7	0.9965	0	inf	0.9999	99.9906	99.9999	0.0063	0.0	AlfI:100.00,AloI:100.00,BcgI:99.99,FalI:100.00	1841	7	1746	799	247.57142857142856	ok	99.998	uniform	99.9995	ok	GCF_001018915.1	GCF_001019555.1	99.998	missing	missing
NZ_CP026070.1	NZ_JYAX02000001.1	99.9427	99.9486	0.9789	0.9573	0.01007	11	0.9942	0	0.07	0.9969	99.8953	99.9626	0.0452	1.43	AlfI:99.95,AloI:99.97,BcgI:99.97,FalI:99.93	1826	11	1738	661	157.45454545454547	ok	99.9427	gamma	99.9413	ok	GCF_001018915.1	GCF_001019565.1	99.9427	missing	Denmark
NZ_CP026070.1	NZ_CP026074.1	98.9091	99.3505	0.9638	0.9213	0.03745	12	0.993	0	0.161	0.9608	98.7448	99.5351	0.2915	0.71	AlfI:99.38,AloI:99.09,BcgI:99.35,FalI:99.37	1632	12	1711	478	131.16666666666666	ok	98.9091	gamma	98.9095	ok	GCF_001018915.1	GCF_001019575.2	98.9091	missing	Portugal
NZ_CP026070.1	NZ_LORT02000003.1	99.9486	99.9544	0.9729	0.9482	0.0095	9	0.9953	0	0.07	0.9972	99.8855	99.9725	0.0289	0.54	AlfI:99.97,AloI:99.97,BcgI:99.96,FalI:99.94	1810	9	1733	533	191.11111111111111	ok	99.9486	gamma	99.9339	ok	GCF_001018915.1	GCF_001471675.2	99.9486	missing	USA: DC
NZ_CP026070.1	NZ_LOSC02000001.1	99.9434	99.9504	0.9706	0.9067	0.00991	12	0.9937	0	0.07	0.997	99.8759	99.97	0.0404	1.12	AlfI:99.97,AloI:99.93,BcgI:99.97,FalI:99.93	1838	12	1733	533	145.41666666666666	ok	99.9434	gamma	99.9266	ok	GCF_001018915.1	GCF_001471695.1	99.9434	missing	USA: DC
NZ_CP026070.1	NZ_CP027101.1	99.9394	99.9484	0.9723	0.9532	0.01012	10	0.9948	0	0.07	0.9969	99.8472	99.9749	0.0374	0.88	AlfI:99.96,AloI:99.93,BcgI:99.97,FalI:99.93	1805	10	1733	533	171.7	ok	99.9394	gamma	99.9041	ok	GCF_001018915.1	GCF_001471715.2	99.9394	missing	USA: DC
NZ_CP026070.1	NZ_CP014064.2	98.8847	99.345	0.9637	0.9511	0.03765	10	0.9943	0	0.156	0.9605	98.7348	99.5316	0.2358	0.53	AlfI:99.36,AloI:99.14,BcgI:99.33,FalI:99.37	1634	10	1710	493	157.1	ok	98.8847	gamma	98.9001	ok	GCF_001018915.1	GCF_001558795.2	98.8847	missing	USA:DC
NZ_CP026070.1	NZ_NJFS02000001.1	96.9697	98.1647	0.9792	0.9504	0.0677	12	0.9921	3	0.404	0.8859	96.949	98.779	0.4245	0.61	AlfI:98.12,AloI:97.80,BcgI:98.17,FalI:98.22	1527	12	1748	488	116.58333333333331	ok	96.9697	gamma	97.1641	ok	GCF_001018915.1	GCF_002206395.1	96.9697	missing	missing
NZ_CP026070.1	NZ_CP023500.1	99.93	99.9407	0.9805	0.9813	0.01082	10	0.9948	0	0.07	0.9964	99.848	99.9651	0.0882	0.87	AlfI:99.91,AloI:100.00,BcgI:99.96,FalI:99.93	1823	10	1742	533	173.4	ok	99.93	gamma	99.9046	ok	GCF_001018915.1	GCF_002386245.1	99.93	missing	missing
NZ_CP026070.1	NZ_PDDS01000001.1	98.9125	99.3575	0.9767	0.9644	0.03705	10	0.9944	0	0.156	0.9613	98.7567	99.5402	0.2907	0.72	AlfI:99.39,AloI:99.10,BcgI:99.36,FalI:99.38	1675	10	1728	475	161.3	ok	98.9125	gamma	98.9199	ok	GCF_001018915.1	GCF_002554295.1	98.9125	missing	USA: MD
NZ_CP026070.1	NZ_CP033865.1	96.8992	98.2387	0.9789	0.9694	0.06651	6	0.9963	0	0.355	0.8908	96.9473	98.873	0.8362	2.13	AlfI:98.25,AloI:97.58,BcgI:98.42,FalI:98.20	1472	6	1737	500	227.33333333333337	ok	96.8992	gamma	97.1631	ok	GCF_001018915.1	GCF_003827915.1	96.8992	missing	missing
NZ_CP026070.1	NZ_RKJB01000002.1	98.8702	99.3431	0.9789	0.9409	0.03733	7	0.9962	0	0.156	0.9604	98.7151	99.5354	0.2629	0.61	AlfI:99.37,AloI:99.11,BcgI:99.35,FalI:99.35	1661	7	1746	417	226.1428571428571	ok	98.8702	gamma	98.8797	ok	GCF_001018915.1	GCF_003937725.1	98.8702	missing	missing
NZ_CP026070.1	NZ_RKJC01000002.1	98.8425	99.3248	0.9688	0.9256	0.03819	11	0.9936	0	0.161	0.9593	98.686	99.5216	0.242	0.52	AlfI:99.33,AloI:99.10,BcgI:99.34,FalI:99.34	1631	11	1719	471	143.0909090909091	ok	98.8425	gamma	98.8533	ok	GCF_001018915.1	GCF_003938815.1	98.8425	missing	missing
NZ_CP026070.1	NZ_CP040998.1	99.9841	99.9841	0.9675	0.972	0.0056	10	0.9948	0	inf	0.999	99.9617	99.99	0.0348	0.53	AlfI:99.99,AloI:99.97,BcgI:100.00,FalI:99.97	1835	10	1725	664	173.2	ok	99.9841	uniform	99.9869	ok	GCF_001018915.1	GCF_006364675.1	99.9841	missing	USA:VA
NZ_CP026070.1	NZ_CP041010.1	99.8969	99.9199	0.9901	0.9677	0.0125	5	0.9977	0	0.07	0.9952	99.7753	99.9581	0.078	2.89	AlfI:99.91,AloI:99.97,BcgI:99.96,FalI:99.89	1813	5	1769	687	342.8	ok	99.8969	gamma	99.8449	ok	GCF_001018915.1	GCF_006364775.1	99.8969	missing	USA:VA
NZ_CP026070.1	NZ_VFAE01000004.1	98.923	99.3838	0.9484	0.9445	0.03671	10	0.9942	0	0.146	0.9628	98.7644	99.5709	0.5861	2.68	AlfI:99.31,AloI:98.89,BcgI:99.48,FalI:99.41	1608	10	1686	464	155.4	ok	98.923	gamma	98.9292	ok	GCF_001018915.1	GCF_006370485.1	98.923	missing	USA: Miami, FL
NZ_CP026070.1	NZ_CP044106.1	97.8905	98.5709	0.9573	0.9538	0.05844	9	0.9944	0	0.428	0.9124	97.6495	98.953	0.4649	1.09	AlfI:98.73,AloI:98.26,BcgI:98.60,FalI:98.52	1525	9	1704	425	159.0	ok	97.8905	gamma	97.8534	ok	GCF_001018915.1	GCF_008693765.1	97.8905	missing	USA: KY
NZ_CP026070.1	NZ_CP068143.1	98.6775	99.3229	0.9853	0.9829	0.03788	5	0.9975	0	0.133	0.9591	98.5856	99.5523	0.5261	2.21	AlfI:99.39,AloI:98.87,BcgI:99.39,FalI:99.30	1675	5	1765	571	317.0	ok	98.6775	gamma	98.7556	ok	GCF_001018915.1	GCF_016727585.1	98.6775	missing	Germany:Langen
NZ_CP026070.1	NZ_CP069470.1	99.9581	99.9624	0.9726	0.9512	0.00863	10	0.9948	0	0.07	0.9977	99.895	99.98	0.0537	0.66	AlfI:99.97,AloI:100.00,BcgI:99.97,FalI:99.95	1810	10	1733	534	172.4	ok	99.9581	gamma	99.9411	ok	GCF_001018915.1	GCF_016889145.1	99.9581	missing	USA:MD
NZ_CP026070.1	NZ_CP069565.1	99.9581	99.9624	0.9727	0.9617	0.00863	9	0.9954	0	0.07	0.9977	99.895	99.98	0.0537	0.66	AlfI:99.97,AloI:100.00,BcgI:99.97,FalI:99.95	1810	9	1733	659	191.55555555555551	ok	99.9581	gamma	99.9411	ok	GCF_001018915.1	GCF_016889945.1	99.9581	missing	USA:MD
NZ_JYAF02000001.1	NZ_JYAG02000001.1	96.9972	98.0605	0.9469	0.9111	0.06983	15	0.9905	2	0.473	0.879	96.9308	98.6484	0.2981	0.31	AlfI:98.17,AloI:97.88,BcgI:98.04,FalI:98.05	1445	15	1732	284	91.33333333333331	ok	96.9972	gamma	97.1472	ok	GCF_001018955.1	GCF_001018965.1	96.9972	missing	USA:NY
NZ_JYAF02000001.1	NZ_CP026071.1	96.8442	98.2272	0.9331	0.9536	0.06717	11	0.9933	1	0.345	0.89	96.9427	98.8604	0.916	2.69	AlfI:98.28,AloI:97.52,BcgI:98.43,FalI:98.16	1416	11	1714	409	122.72727272727272	ok	96.8442	gamma	97.16	ok	GCF_001018955.1	GCF_001018975.2	96.8442	missing	missing
NZ_JYAF02000001.1	NZ_JYAI02000002.1	99.9797	99.9805	0.954	0.9767	0.00616	18	0.991	2	0.07	0.9988	99.953	99.9877	0.0219	0.32	AlfI:99.97,AloI:99.97,BcgI:99.99,FalI:99.98	1883	18	1756	667	99.27777777777776	ok	99.9797	gamma	99.9815	ok	GCF_001018955.1	GCF_001019015.2	99.9797	missing	missing
NZ_JYAF02000001.1	NZ_JYAL02000001.1	98.8446	99.3877	0.9391	0.9487	0.03615	11	0.9943	4	0.121	0.9631	98.7652	99.5757	0.4877	1.64	AlfI:99.46,AloI:98.97,BcgI:99.40,FalI:99.40	1696	11	1727	450	144.36363636363637	ok	98.8446	gamma	98.9281	ok	GCF_001018955.1	GCF_001019035.1	98.8446	missing	USA
NZ_JYAF02000001.1	NZ_JYAN02000001.1	98.6633	99.2758	0.9448	0.9494	0.0396	11	0.9943	1	0.152	0.9563	98.5432	99.507	0.8147	3.29	AlfI:99.28,AloI:98.51,BcgI:99.32,FalI:99.33	1675	11	1734	533	143.36363636363637	ok	98.6633	gamma	98.7165	ok	GCF_001018955.1	GCF_001019045.1	98.6633	missing	France
NZ_JYAF02000001.1	NZ_JYAP02000001.1	98.9003	99.3406	0.9291	0.9523	0.03784	12	0.9936	1	0.166	0.9602	98.7307	99.5272	0.3082	0.84	AlfI:99.37,AloI:99.06,BcgI:99.33,FalI:99.37	1637	12	1704	494	130.41666666666666	ok	98.9003	gamma	98.8964	ok	GCF_001018955.1	GCF_001019055.2	98.9003	missing	USA:New York
NZ_JYAF02000001.1	NZ_JYAO02000001.1	98.7836	99.3122	0.9383	0.8995	0.03854	15	0.9918	1	0.156	0.9585	98.6365	99.5219	0.2756	0.63	AlfI:99.34,AloI:99.06,BcgI:99.32,FalI:99.33	1661	15	1726	345	105.93333333333334	ok	98.7836	gamma	98.8059	ok	GCF_001018955.1	GCF_001019065.2	98.7836	missing	Japan
NZ_JYAF02000001.1	NZ_JYAQ02000002.1	93.5944	93.5944	0.0044	0.0048	1.99949	1	1.0	0	inf	0.5608	95.6965	87.7651	3.5495	0.31	AlfI:93.75,AloI:96.30,FalI:92.75	45	1	7	5	5.0	INCONSISTENT	93.5944	uniform_fallback	99.1251	INCONSISTENT	GCF_001018955.1	GCF_001019115.1	93.5944	missing	France
NZ_JYAF02000001.1	NZ_CP026957.1	98.8852	99.3649	0.9418	0.9601	0.03674	12	0.9937	1	0.141	0.9617	98.7622	99.5477	0.7757	3.31	AlfI:99.44,AloI:98.66,BcgI:99.38,FalI:99.40	1668	12	1736	551	133.0	ok	98.8852	gamma	98.9249	ok	GCF_001018955.1	GCF_001019125.1	98.8852	missing	USA:North Dakota
NZ_JYAF02000001.1	NZ_JYAS02000001.1	98.7588	99.3043	0.9506	0.9026	0.03863	17	0.9907	3	0.156	0.958	98.6124	99.5201	0.2752	0.64	AlfI:99.30,AloI:99.06,BcgI:99.30,FalI:99.34	1703	17	1742	325	94.76470588235294	ok	98.7588	gamma	98.7822	ok	GCF_001018955.1	GCF_001019135.2	98.7588	missing	USA:Michigan
NZ_JYAF02000001.1	NZ_JYAW02000001.1	97.1241	98.2787	0.9147	0.9067	0.06619	18	0.9881	3	0.376	0.8934	97.0963	98.8452	0.9107	2.36	AlfI:98.33,AloI:97.53,BcgI:98.44,FalI:98.24	1418	18	1688	236	74.66666666666667	ok	97.1241	gamma	97.3125	ok	GCF_001018955.1	GCF_001019175.2	97.1241	missing	Denmark
NZ_JYAF02000001.1	NZ_JYBA02000001.1	99.8493	99.8928	0.9689	0.9509	0.01445	14	0.9932	1	0.07	0.9935	99.7017	99.9434	0.0463	0.32	AlfI:99.88,AloI:99.93,BcgI:99.90,FalI:99.88	1879	14	1779	658	125.57142857142856	ok	99.8493	gamma	99.7825	ok	GCF_001018955.1	GCF_001019195.1	99.8493	missing	USA:New York
NZ_JYAF02000001.1	NZ_CP026953.1	98.8996	99.3315	0.943	0.9389	0.03781	17	0.9906	1	0.17	0.9597	98.7305	99.5155	0.1744	0.3	AlfI:99.35,AloI:99.18,BcgI:99.32,FalI:99.35	1683	17	1730	335	93.6470588235294	ok	98.8996	gamma	98.8951	ok	GCF_001018955.1	GCF_001019205.1	98.8996	missing	Portugal:Lisbon
NZ_JYAF02000001.1	NZ_JYBB02000001.1	98.8224	99.3081	0.9486	0.9264	0.03847	17	0.9906	1	0.166	0.9583	98.6643	99.5075	0.2792	0.66	AlfI:99.31,AloI:99.06,BcgI:99.31,FalI:99.34	1691	17	1739	335	94.29411764705884	ok	98.8224	gamma	98.8318	ok	GCF_001018955.1	GCF_001019215.2	98.8224	missing	missing
NZ_JYAF02000001.1	NZ_CP026968.1	98.9039	99.3315	0.942	0.9353	0.0378	17	0.9906	1	0.17	0.9597	98.739	99.5128	0.1744	0.28	AlfI:99.35,AloI:99.18,BcgI:99.33,FalI:99.34	1683	17	1729	459	93.6470588235294	ok	98.9039	gamma	98.9031	ok	GCF_001018955.1	GCF_001019255.2	98.9039	missing	Portugal:Lisbon
NZ_JYAF02000001.1	NZ_CP026077.1	99.994	99.994	0.9343	0.9678	0.00341	11	0.9948	1	inf	0.9996	99.9808	99.9975	0.0348	0.12	AlfI:100.00,AloI:99.97,BcgI:99.99,FalI:100.00	1820	11	1722	666	157.0909090909091	ok	99.994	uniform	99.9966	ok	GCF_001018955.1	GCF_001019275.1	99.994	missing	missing
NZ_JYAF02000001.1	NZ_JXZL02000001.1	99.9302	99.9406	0.9453	0.9438	0.01083	15	0.9925	1	0.07	0.9964	99.8477	99.965	0.0325	0.64	AlfI:99.94,AloI:99.93,BcgI:99.96,FalI:99.93	1855	15	1739	517	115.86666666666666	ok	99.9302	gamma	99.9045	ok	GCF_001018955.1	GCF_001019295.2	99.9302	missing	France
NZ_JYAF02000001.1	NZ_CP026079.1	98.879	99.3369	0.9374	0.9497	0.0378	14	0.9924	1	0.161	0.96	98.7221	99.5253	0.3002	0.76	AlfI:99.34,AloI:99.06,BcgI:99.35,FalI:99.36	1637	14	1718	459	112.71428571428572	ok	98.879	gamma	98.8877	ok	GCF_001018955.1	GCF_001019305.2	98.879	missing	Japan
NZ_JYAF02000001.1	NZ_JXZQ02000002.1	99.9801	99.9808	0.9711	0.9812	0.00606	15	0.9927	3	0.07	0.9988	99.9536	99.9879	0.0285	1.06	AlfI:99.97,AloI:99.97,BcgI:99.99,FalI:99.98	1903	15	1782	667	119.66666666666669	ok	99.9801	gamma	99.9817	ok	GCF_001018955.1	GCF_001019335.2	99.9801	missing	missing
NZ_JYAF02000001.1	NZ_JXZT02000001.1	98.7863	99.3165	0.9401	0.9723	0.03842	14	0.9924	1	0.152	0.9588	98.6532	99.5219	0.2887	0.7	AlfI:99.35,AloI:99.06,BcgI:99.31,FalI:99.34	1652	14	1724	493	113.0	ok	98.7863	gamma	98.8219	ok	GCF_001018955.1	GCF_001019355.1	98.7863	missing	missing
NZ_JYAF02000001.1	NZ_JXZU02000001.1	98.8164	99.322	0.9396	0.9558	0.03829	13	0.993	1	0.156	0.9591	98.6685	99.524	0.3339	0.9	AlfI:99.33,AloI:99.02,BcgI:99.32,FalI:99.36	1664	13	1720	494	121.84615384615384	ok	98.8164	gamma	98.8366	ok	GCF_001018955.1	GCF_001019375.2	98.8164	missing	missing
NZ_JYAF02000001.1	NZ_CP026066.1	96.9833	98.2508	0.9348	0.9611	0.06653	9	0.9948	1	0.365	0.8916	96.9932	98.8633	0.9639	2.64	AlfI:98.30,AloI:97.47,BcgI:98.43,FalI:98.21	1439	9	1716	415	150.66666666666666	ok	96.9833	gamma	97.2096	ok	GCF_001018955.1	GCF_001019395.1	96.9833	missing	missing
NZ_JYAF02000001.1	NZ_CP026068.1	99.996	99.996	0.9368	0.982	0.00275	11	0.9948	1	inf	0.9998	99.9904	99.9975	0.0345	0.21	AlfI:100.00,AloI:99.97,BcgI:99.99,FalI:100.00	1831	11	1726	667	157.45454545454547	ok	99.996	uniform	99.9995	ok	GCF_001018955.1	GCF_001019415.2	99.996	missing	missing
NZ_JYAF02000001.1	NZ_CP026069.1	98.8351	99.3264	0.9388	0.9374	0.0381	15	0.9917	3	0.156	0.9594	98.6891	99.5229	0.314	0.91	AlfI:99.31,AloI:99.06,BcgI:99.31,FalI:99.37	1657	15	1723	459	105.13333333333334	ok	98.8351	gamma	98.8561	ok	GCF_001018955.1	GCF_001019435.1	98.8351	missing	Japan
NZ_JYAF02000001.1	NZ_JYAJ02000001.1	96.9721	98.2633	0.9467	0.948	0.06592	11	0.9935	1	0.355	0.8924	97.0038	98.8734	0.9474	2.77	AlfI:98.31,AloI:97.52,BcgI:98.46,FalI:98.20	1480	11	1733	415	125.45454545454544	ok	96.9721	gamma	97.2189	ok	GCF_001018955.1	GCF_001019455.2	96.9721	missing	United Kingdom: London
NZ_JYAF02000001.1	NZ_JYAK02000001.1	99.998	99.998	0.937	0.9805	0.00195	14	0.9931	1	inf	0.9999	99.9904	99.9999	0.0348	0.0	AlfI:100.00,AloI:99.97,BcgI:100.00,FalI:100.00	1840	14	1726	521	125.07142857142856	ok	99.998	uniform	99.9995	ok	GCF_001018955.1	GCF_001019475.1	99.998	missing	missing
NZ_JYAF02000001.1	NZ_CP026072.1	99.8533	99.8969	0.9716	0.9703	0.01416	10	0.9954	1	0.07	0.9938	99.6931	99.9508	0.0803	1.39	AlfI:99.88,AloI:99.97,BcgI:99.91,FalI:99.89	1854	10	1783	658	174.8	ok	99.8533	gamma	99.775	ok	GCF_001018955.1	GCF_001019485.1	99.8533	missing	USA:Massachusetts
NZ_JYAF02000001.1	NZ_CP026958.1	98.8592	99.3286	0.9341	0.9295	0.03804	15	0.9917	3	0.161	0.9595	98.7058	99.5202	0.2266	0.52	AlfI:99.31,AloI:99.14,BcgI:99.32,FalI:99.37	1657	15	1721	390	105.13333333333334	ok	98.8592	gamma	98.872	ok	GCF_001018955.1	GCF_001019495.2	98.8592	missing	Japan
NZ_JYAF02000001.1	NZ_CP026073.1	98.8852	99.3649	0.9387	0.957	0.03674	12	0.9937	1	0.141	0.9617	98.7622	99.5477	0.7757	3.31	AlfI:99.44,AloI:98.66,BcgI:99.38,FalI:99.40	1668	12	1736	551	133.0	ok	98.8852	gamma	98.9249	ok	GCF_001018955.1	GCF_001019535.2	98.8852	missing	USA:North Dakota
NZ_JYAF02000001.1	NZ_JYAV02000001.1	99.998	99.998	0.9287	0.976	0.00195	13	0.9936	1	inf	0.9999	99.9904	99.9999	0.0065	0.0	AlfI:100.00,AloI:100.00,BcgI:99.99,FalI:100.00	1818	13	1719	666	132.76923076923077	ok	99.998	uniform	99.9995	ok	GCF_001018955.1	GCF_001019555.1	99.998	missing	missing
NZ_JYAF02000001.1	NZ_JYAX02000001.1	99.8913	99.9123	0.9646	0.9707	0.01307	12	0.9943	1	0.07	0.9947	99.8035	99.941	0.0615	1.51	AlfI:99.93,AloI:99.93,BcgI:99.94,FalI:99.88	1866	12	1770	661	145.91666666666666	ok	99.8913	gamma	99.8682	ok	GCF_001018955.1	GCF_001019565.1	99.8913	missing	Denmark
NZ_JYAF02000001.1	NZ_CP026074.1	98.9019	99.3484	0.9324	0.9197	0.03751	14	0.9924	1	0.161	0.9607	98.7363	99.5351	0.3307	0.88	AlfI:99.38,AloI:99.05,BcgI:99.35,FalI:99.37	1641	14	1712	478	112.42857142857144	ok	98.9019	gamma	98.9014	ok	GCF_001018955.1	GCF_001019575.2	98.9019	missing	Portugal
NZ_JYAF02000001.1	NZ_LORT02000003.1	99.9459	99.9524	0.9412	0.9465	0.00971	11	0.9948	1	0.07	0.9971	99.876	99.9725	0.0403	0.62	AlfI:99.97,AloI:99.93,BcgI:99.96,FalI:99.94	1810	11	1734	517	156.36363636363637	ok	99.9459	gamma	99.9266	ok	GCF_001018955.1	GCF_001471675.2	99.9459	missing	USA: DC
NZ_JYAF02000001.1	NZ_LOSC02000001.1	99.8872	99.9102	0.9571	0.9225	0.01324	20	0.9899	3	0.07	0.9946	99.7939	99.9408	0.0274	0.28	AlfI:99.92,AloI:99.90,BcgI:99.92,FalI:99.90	1895	20	1768	517	89.45	ok	99.8872	gamma	99.8603	ok	GCF_001018955.1	GCF_001471695.1	99.8872	missing	USA: DC
NZ_JYAF02000001.1	NZ_CP027101.1	99.8976	99.9193	0.9519	0.9516	0.01261	13	0.9936	1	0.07	0.9951	99.7826	99.9552	0.0467	0.55	AlfI:99.90,AloI:99.89,BcgI:99.94,FalI:99.91	1835	13	1753	516	132.84615384615384	ok	99.8976	gamma	99.8513	ok	GCF_001018955.1	GCF_001471715.2	99.8976	missing	USA: DC
NZ_JYAF02000001.1	NZ_CP014064.2	98.8117	99.3073	0.9448	0.9494	0.03857	13	0.993	1	0.161	0.9582	98.6682	99.5054	0.2495	0.62	AlfI:99.29,AloI:99.10,BcgI:99.29,FalI:99.35	1660	13	1732	493	121.84615384615384	ok	98.8117	gamma	98.8358	ok	GCF_001018955.1	GCF_001558795.2	98.8117	missing	USA:DC
NZ_JYAF02000001.1	NZ_NJFS02000001.1	96.9534	98.155	0.9438	0.9447	0.06809	13	0.9921	4	0.404	0.8852	96.9411	98.7706	0.494	0.78	AlfI:98.12,AloI:97.73,BcgI:98.15,FalI:98.22	1523	13	1738	443	106.6923076923077	ok	96.9534	gamma	97.157	ok	GCF_001018955.1	GCF_002206395.1	96.9534	missing	missing
NZ_JYAF02000001.1	NZ_CP023500.1	99.927	99.9387	0.9485	0.9796	0.011	12	0.9942	1	0.07	0.9963	99.8386	99.9651	0.0534	1.0	AlfI:99.91,AloI:99.97,BcgI:99.96,FalI:99.93	1826	12	1743	517	144.5	ok	99.927	gamma	99.8971	ok	GCF_001018955.1	GCF_002386245.1	99.927	missing	missing
NZ_JYAF02000001.1	NZ_PDDS01000001.1	98.8008	99.3231	0.9578	0.9628	0.03792	13	0.9932	1	0.152	0.9592	98.6633	99.5269	0.304	0.74	AlfI:99.36,AloI:99.06,BcgI:99.32,FalI:99.34	1698	13	1750	459	124.84615384615384	ok	98.8008	gamma	98.8303	ok	GCF_001018955.1	GCF_002554295.1	98.8008	missing	USA: MD
NZ_JYAF02000001.1	NZ_CP033865.1	96.9331	98.2351	0.9419	0.963	0.06678	9	0.9948	1	0.365	0.8906	96.9517	98.8654	0.8991	2.35	AlfI:98.26,AloI:97.52,BcgI:98.42,FalI:98.19	1468	9	1725	414	151.0	ok	96.9331	gamma	97.1682	ok	GCF_001018955.1	GCF_003827915.1	96.9331	missing	missing
NZ_JYAF02000001.1	NZ_RKJB01000002.1	98.8336	99.3201	0.9467	0.9288	0.03815	14	0.9924	1	0.161	0.959	98.6795	99.5178	0.2833	0.68	AlfI:99.34,AloI:99.06,BcgI:99.32,FalI:99.34	1665	14	1735	335	113.5	ok	98.8336	gamma	98.8464	ok	GCF_001018955.1	GCF_003937725.1	98.8336	missing	missing
