pairid	anim_ani	band	n_syn2b	n_dnadiff	n_matched	n_syn2b_only	n_dnadiff_only	median_dist	max_dist	shared_tags	spacing_bp	observable_fraction	dists
GCA_902536975.1__GCA_902534465.1		unknown	0	1	0	0	1			90	50000	0.7821	
GCA_017301975.1__GCA_002482965.1		unknown	30	35	30	0	5	136603	1480767	552	8152	0.9104	900,1267,2066,4119,4132,7559,7777,14889,19436,24673,33466,38852,75750,84414,105767,167439,196678,212219,263444,277195,291768,321891,357782,449693,509433,694131,702820,855152,1073219,1480767
GCF_005405225.1__GCF_005405205.1		unknown	0	1	0	0	1			42	107143	0.7778	
GCF_009663775.1__GCF_014145455.1		unknown	0	2	0	0	2			62	72581	0.4884	
GCF_001180225.1__GCA_902548405.1		unknown	0	1	0	0	1			153	29412	0.9343	
GCA_002309915.1__GCA_902782245.1		unknown	0	9	0	0	9			169	26627	0.4833	
GCA_018647405.1__GCA_902512865.1		unknown	0	1	0	0	1			44	102273	0.8667	
GCF_018613675.1__GCF_013359725.1		unknown	0	5	0	0	5			329	13678	0.9652	
GCF_000720135.1__GCF_014648635.1		unknown	53	71	53	0	18	56208	2372256	1999	2251	0.9847	344,348,625,1171,1896,1911,2393,2567,3279,5855,6651,8462,11499,13933,14852,16534,18903,21222,23280,24357,31593,34375,34989,36345,36965,37609,56208,56911,63881,66984,68910,83714,83896,84634,92185,93436,95634,113964,267622,315057,405399,431805,441274,917928,978000,998085,1243714,1407010,1584477,1713283,2124969,2129000,2372256
GCF_000023445.1__GCA_002340305.1		unknown	3	15	3	0	12	30133	187240	139	32374	1.0000	245,30133,187240
GCA_002391195.1__GCA_002382975.1		unknown	55	13	13	42	0	25225	89545	1048	4294	0.9592	255,715,6008,6540,13051,15682,25225,38856,46500,49514,50108,67883,89545
GCF_900143025.1__GCA_016283395.1		unknown	15	54	15	0	39	13873	112798	201	22388	0.8851	233,374,1408,3501,3685,4507,8770,13873,15132,22217,34001,35882,63917,75165,112798
GCA_003210115.1__GCA_902550555.1		unknown	2	2	2	0	0	245170	490014	72	62500	0.7021	326,490014
GCA_902592345.1__GCA_902567135.1		unknown	0	6	0	0	6			185	24324	0.8217	
GCF_014252255.1__GCF_000022605.2		unknown	0	1	0	0	1			14	321429	1.0000	
GCA_014653375.1__GCA_902591185.1		unknown	0	1	0	0	1			11	409091	0.6000	
GCA_002353885.1__GCA_902781045.1		unknown	15	26	15	0	11	100111	577294	315	14286	0.6627	2572,7845,12847,14714,24577,34926,52645,100111,146617,163879,187059,272798,357943,473872,577294
GCA_910588105.1__GCA_910585155.1		unknown	14	21	14	0	7	29152	351948	119	37815	0.5634	510,1325,1409,2064,10723,25883,27782,30521,34406,52991,58750,69344,152149,351948
GCA_003282825.1__GCA_902598825.1		unknown	0	4	0	0	4			126	35714	0.8654	
GCA_003282145.1__GCA_902517275.1		unknown	0	4	0	0	4			208	21635	0.9497	
GCF_014252075.1__GCF_000022605.2		unknown	0	1	0	0	1			36	125000	1.0000	
GCA_003213155.1__GCA_902541515.1		unknown	1	1	1	0	0	42760	42760	133	33835	0.9018	42760
GCA_017649895.1__GCA_902761495.1		unknown	0	6	0	0	6			101	44554	0.9667	
GCF_018613995.1__GCF_006385575.1		unknown	8	2	2	6	0	70354	105403	430	10465	0.3566	35306,105403
GCA_905612485.1__GCA_905612275.1		unknown	0	4	0	0	4			69	65217	0.7619	
GCA_903914045.1__GCA_903898755.1		unknown	0	1	0	0	1			159	28302	0.1977	
GCA_003214235.1__GCA_902537275.1		unknown	0	6	0	0	6			37	121622	0.7857	
GCA_003278045.1__GCA_902595175.1		unknown	1	5	1	0	4	577943	577943	181	24862	0.8917	577943
GCA_905235565.1__GCA_902802285.1		unknown	2	19	2	0	17	964	1750	165	27273	0.8222	178,1750
GCF_003046225.1__GCF_013927005.1		unknown	13	25	13	0	12	96423	881520	377	11936	0.9439	868,4973,8790,17781,17908,60422,96423,114344,138931,424901,569498,629530,881520
GCA_003209655.1__GCA_003281125.1		unknown	0	1	0	0	1			35	128571	0.9000	
GCA_003212515.1__GCA_003212555.1		unknown	0	4	0	0	4			27	166667	0.6000	
GCA_900556785.1__GCF_002959755.1		unknown	2	10	2	0	8	112096	176295	262	17176	0.7016	47898,176295
GCF_900096755.1__GCF_018881815.1		unknown	0	9	0	0	9			49	91837	1.0000	
GCF_002093545.1__GCA_905221035.1		unknown	16	25	16	0	9	44552	396177	147	30612	0.9268	53,6764,7265,9297,12442,23741,28845,37490,51614,55102,64776,67197,113692,118228,386537,396177
GCA_003449675.1__GCA_900765705.1		unknown	15	10	10	5	0	224059	1681093	539	8349	0.8706	5028,18264,22681,191345,223299,224819,247512,423750,926705,1681093
GCF_014648035.1__GCF_014641855.1		unknown	5	14	5	0	9	428639	720560	216	20833	0.7178	457,4204,428639,691327,720560
GCF_014982725.1__GCA_019117265.1		unknown	4	36	4	0	32	47036	66200	149	30201	1.0000	38121,40388,53684,66200
GCF_002154655.1__GCF_016127015.1		unknown	3	9	3	0	6	204980	224515	431	10441	0.9186	113187,204980,224515
GCA_902606965.1__GCA_902578515.1		unknown	0	4	0	0	4			27	166667	0.8889	
GCF_001180025.1__GCA_902635665.1		unknown	0	1	0	0	1			35	128571	0.8636	
GCA_902628305.1__GCA_902596355.1		unknown	0	3	0	0	3			34	132353	0.8571	
GCA_016463705.1__GCA_903859115.1		unknown	0	1	0	0	1			55	81818	0.6250	
GCA_902599335.1__GCA_902579105.1		unknown	0	1	0	0	1			14	321429	0.8889	
GCF_004327985.1__GCF_003789045.1		unknown	0	13	0	0	13			651	6912	0.9167	
GCA_902617515.1__GCA_902530745.1		unknown	0	1	0	0	1			200	22500	0.8804	
GCA_900547595.1__GCF_011039135.1		unknown	4	8	4	0	4	77761	325280	105	42857	0.2917	58222,61237,94285,325280
GCA_900770865.1__GCA_900768455.1		unknown	2	3	2	0	1	552688	554828	655	6870	0.6550	550549,554828
GCA_017620615.1__GCA_017503225.1		unknown	1	1	1	0	0	124248	124248	109	41284	0.9403	124248
GCF_000738675.1__GCF_001590905.1		unknown	2	9	2	0	7	382736	404428	126	35714	0.9904	361044,404428
GCA_902619375.1__GCA_902601865.1		unknown	0	1	0	0	1			18	250000	0.6364	
GCF_009764685.1__GCF_002150205.1		unknown	7	15	7	0	8	9472	303156	568	7923	0.9682	1580,5658,7132,9472,216067,274969,303156
GCA_902622955.1__GCA_902592275.1		unknown	0	1	0	0	1			29	155172	0.4706	
GCA_003279765.1__GCA_902556285.1		unknown	0	3	0	0	3			10	450000	0.7500	
GCA_017959195.1__GCA_017613815.1		unknown	0	1	0	0	1			174	25862	0.6800	
GCF_001593385.1__GCF_003971235.1		unknown	2	26	2	0	24	90759	154418	236	19068	0.9404	27100,154418
GCA_902590845.1__GCA_902569735.1		unknown	0	2	0	0	2			8	562500	0.6000	
GCA_902601895.1__GCA_902539195.1		unknown	0	2	0	0	2			99	45455	0.8810	
GCA_902577285.1__GCA_902536975.1		unknown	0	1	0	0	1			52	86538	0.9118	
GCA_017444675.1__GCA_016287765.1		unknown	1	2	1	0	1	734295	734295	651	6912	0.8134	734295
GCA_003278955.1__GCF_001989455.1		unknown	0	3	0	0	3			303	14851	0.9040	
GCF_018882055.1__GCF_018882205.1		unknown	0	2	0	0	2			52	86538	0.9583	
GCA_015257605.1__GCA_905372095.1		unknown	0	1	0	0	1			282	15957	0.7226	
GCA_902592285.1__GCA_902520685.1		unknown	0	2	0	0	2			14	321429	0.7500	
GCA_013390745.1__GCA_902606965.1		unknown	1	2	1	0	1	250880	250880	21	214286	0.5714	250880
GCF_002090175.1__GCF_002090135.1		unknown	4	1	1	3	0	173571	173571	160	28125	0.9867	173571
GCA_902594675.1__GCA_902577285.1		unknown	0	1	0	0	1			92	48913	0.9444	
GCA_003211315.1__GCF_000015665.1		unknown	0	7	0	0	7			46	97826	0.3556	
GCA_902593235.1__GCA_902589455.1		unknown	2	1	1	1	0	263553	263553	53	84906	0.7273	263553
GCA_902610975.1__GCA_902536385.1		unknown	0	1	0	0	1			18	250000	0.6000	
GCA_012729095.1__GCA_002497075.1		unknown	0	1	0	0	1			45	100000	0.5000	
GCA_902636075.1__GCA_902580945.1		unknown	0	1	0	0	1			54	83333	0.8333	
GCF_000069945.1__GCA_019120635.1		unknown	0	5	0	0	5			636	7075	0.9980	
GCF_002209555.1__GCF_002192695.1		unknown	9	16	9	0	7	111850	952985	1211	3716	0.9922	452,14014,57230,85502,111850,115522,182842,945703,952985
GCA_003279775.1__GCA_902597515.1		unknown	0	5	0	0	5			94	47872	0.8143	
GCF_900186465.1__GCA_015265235.1		unknown	16	20	16	0	4	125750	857714	1173	3836	0.9948	1325,1890,2249,16818,24736,42792,83065,116790,134710,210715,215241,229476,628716,690769,691251,857714
GCA_016649905.1__GCA_013821475.1		unknown	1	6	1	0	5	309422	309422	162	27778	0.3824	309422
GCA_902599995.1__GCA_902515625.1		unknown	0	1	0	0	1			17	264706	1.0000	
GCA_902628815.1__GCA_902577575.1		unknown	0	1	0	0	1			18	250000	0.9000	
GCA_902582315.1__GCA_902515985.1		unknown	0	1	0	0	1			22	204545	0.8333	
GCF_001567565.1__GCF_900115695.1		unknown	23	19	19	4	0	260623	3387984	837	5376	0.9767	13416,14733,19674,29553,53507,153143,188394,189903,211426,260623,262317,315741,384641,457094,802035,874527,1118888,1349328,3387984
GCA_018242725.1__GCA_018242765.1		unknown	6	10	6	0	4	76890	207720	93	48387	0.7945	36186,63502,75411,78368,81975,207720
GCF_003048575.1__GCA_018375265.1		unknown	0	21	0	0	21			149	30201	0.9750	
GCF_003172935.1__GCF_003172955.1		unknown	4	14	4	0	10	155500	863870	405	11111	0.5463	7907,18847,292153,863870
GCA_902593675.1__GCA_902511425.1		unknown	0	3	0	0	3			32	140625	0.9000	
GCA_003281185.1__GCA_902571335.1		unknown	0	8	0	0	8			170	26471	0.9110	
GCA_017987895.1__GCA_016703105.1		unknown	31	24	24	7	0	160656	544157	2209	2037	0.9012	10264,33785,37659,40505,68010,88338,107834,118546,119188,145265,151402,159359,161952,179805,185600,219267,265353,300198,300276,330041,342784,381151,457428,544157
GCF_014334325.1__GCF_000468115.1		unknown	195	74	74	121	0	3285	61726	1240	3629	0.9932	84,88,161,196,206,281,285,331,333,388,411,500,505,665,875,880,1075,1169,1190,1291,1298,1468,1518,1765,1827,1954,1992,2070,2244,2253,2254,2590,2832,3020,3109,3240,3279,3291,3411,3417,3517,4064,4141,4587,4900,5041,5349,5689,6253,6425,6952,7185,7336,7578,7936,8467,8714,8777,9823,10529,11851,13187,16125,17320,19005,20063,21363,22732,24167,25908,26049,28148,34495,61726
GCA_017429205.1__GCA_902778105.1		unknown	3	50	3	0	47	38027	77051	240	18750	0.8732	10743,38027,77051
GCA_012840175.1__GCA_011370395.1		unknown	0	1	0	0	1			8	562500	0.0000	
GCF_001308195.1__GCF_001281265.1		unknown	2	7	2	0	5	515513	788397	435	10345	0.9690	242629,788397
GCA_902621205.1__GCA_902524245.1		unknown	0	1	0	0	1			224	20089	0.9378	
GCF_001020565.1__GCF_018100785.1		unknown	5	15	5	0	10	34431	236352	398	11307	1.0000	2312,15941,34431,145086,236352
GCA_010202115.1__GCA_013100805.1		unknown	4	3	3	1	0	71455	324340	152	29605	1.0000	69836,71455,324340
GCA_002710495.1__GCA_018695965.1		unknown	0	2	0	0	2			219	20548	0.8931	
GCA_905201305.1__GCA_900756575.1		unknown	0	1	0	0	1			168	26786	0.4100	
GCF_018881755.1__GCF_018881925.1		unknown	0	5	0	0	5			89	50562	0.8800	
GCA_017617525.1__GCA_002310155.1		unknown	0	3	0	0	3			104	43269	0.7400	
GCA_905612525.1__GCA_905612385.1		unknown	0	2	0	0	2			19	236842	0.0000	
GCA_000752675.2__GCA_900770865.1		unknown	2	11	2	0	9	239688	317248	932	4828	0.9969	162128,317248
GCA_001628485.1__GCA_902573015.1		unknown	0	2	0	0	2			223	20179	0.9427	
GCA_900557505.1__GCA_900549355.1		unknown	3	1	1	2	0	94031	94031	706	6374	0.7965	94031
GCF_001426525.1__GCF_001425685.1		unknown	28	22	22	6	0	238345	4723624	1448	3108	0.9871	214,18842,44654,72689,84131,89995,114723,117771,125492,169706,231796,244894,291840,451864,459939,635112,753872,1108344,3212645,3923150,4075719,4723624
GCF_002154335.2__GCF_900103885.1		unknown	17	18	17	0	1	67904	1477402	588	7653	0.8996	464,523,670,3293,5471,7413,25844,62161,67904,99987,132329,137056,181901,211324,275959,759057,1477402
GCF_000012765.1__GCA_000011445.1		unknown	10	52	10	0	42	3436	24618	48	93750	1.0000	834,1005,1655,2244,2312,4559,5441,5482,16121,24618
GCA_003252075.1__GCA_002451165.1		unknown	0	2	0	0	2			59	76271	0.7083	
GCA_902568425.1__GCA_902539745.1		unknown	0	2	0	0	2			84	53571	0.6522	
GCF_003470665.1__GCF_015560765.1		unknown	6	13	6	0	7	146456	245882	1046	4302	0.9758	4029,5520,130083,162828,242581,245882
GCF_004352915.1__GCF_900182645.1		unknown	3	15	3	0	12	89423	198056	274	16423	0.9283	19485,89423,198056
GCA_902573065.1__GCA_902569185.1		unknown	0	1	0	0	1			52	86538	0.8500	
GCF_002139915.1__GCA_017506845.1		unknown	0	18	0	0	18			249	18072	1.0000	
GCA_001628405.1__GCA_902556205.1		unknown	0	2	0	0	2			17	264706	0.3333	
GCA_003212375.1__GCA_003282225.1		unknown	0	6	0	0	6			15	300000	0.8000	
GCA_902633125.1__GCA_902594705.1		unknown	1	1	1	0	0	3769	3769	167	26946	0.9267	3769
GCA_900544025.1__GCA_900541415.1		unknown	0	9	0	0	9			68	66176	0.2821	
GCA_012513245.1__GCA_002428495.1		unknown	0	6	0	0	6			50	90000	0.0000	
GCA_003214295.1__GCA_902519235.1		unknown	0	4	0	0	4			96	46875	0.9041	
GCA_902583295.1__GCA_902561095.1		unknown	0	3	0	0	3			63	71429	0.7755	
GCA_902625415.1__GCA_902540995.1		unknown	0	1	0	0	1			146	30822	0.9360	
GCA_902635645.1__GCA_902610905.1		unknown	0	1	0	0	1			59	76271	0.7347	
GCF_016587775.1__GCF_001433875.1		unknown	2	1	1	1	0	654897	654897	174	25862	0.4188	654897
GCA_003280725.1__GCA_902606255.1		unknown	0	6	0	0	6			61	73770	0.8205	
GCA_003281715.1__GCA_902573335.1		unknown	1	5	1	0	4	485804	485804	113	39823	0.8889	485804
GCA_900316265.1__GCA_902772585.1		unknown	9	12	9	0	3	322263	763159	141	31915	0.7158	1346,5848,24492,49814,322263,496138,550781,678123,763159
GCA_902537575.1__GCA_902526595.1		unknown	0	2	0	0	2			42	107143	0.9091	
GCF_012349115.1__GCF_001657485.1		unknown	63	28	28	35	0	54704	1177223	3132	1437	0.9760	78,475,3780,6285,8411,10579,20966,23672,26982,32662,33809,45323,50391,51630,57777,58723,73436,88018,131204,151009,176834,232974,272333,401791,506548,564457,955943,1177223
GCA_003278525.1__GCF_001180245.1		unknown	2	5	2	0	3	170081	188771	201	22388	0.9016	151391,188771
GCF_003429665.1__GCF_016406725.1		unknown	1	2	1	0	1	467680	467680	165	27273	0.9306	467680
GCA_902593285.1__GCA_902574215.1		unknown	0	1	0	0	1			83	54217	0.8814	
GCA_902580535.1__GCA_902577285.1		unknown	0	1	0	0	1			63	71429	0.7000	
GCA_017507285.1__GCA_900769785.1		unknown	1	0	0	1	0			141	31915	0.5909	
GCA_004213405.1__GCA_016777845.1		unknown	0	2	0	0	2			99	45455	0.9737	
GCA_902578305.1__GCA_902565955.1		unknown	0	1	0	0	1			150	30000	0.9909	
GCA_003284565.1__GCA_902517815.1		unknown	0	1	0	0	1			40	112500	0.3333	
GCA_902632575.1__GCA_902595525.1		unknown	0	2	0	0	2			72	62500	0.8235	
GCF_015776785.2__GCF_000719705.1		unknown	14	30	14	0	16	183834	3254230	1221	3686	0.9991	575,630,953,2402,8529,67553,160297,207371,228506,345220,346445,542283,883186,3254230
GCF_004152865.1__GCF_000367345.1		unknown	20	19	19	1	0	87628	4116475	235	19149	0.8639	1354,2506,12509,12918,23941,25559,30445,34663,36385,87628,141552,276115,318300,586241,2571448,2847028,3071581,3604150,4116475
GCF_003426735.1__GCF_900177645.1		unknown	5	12	5	0	7	242702	1117849	89	50562	0.9028	17500,196696,242702,360240,1117849
GCA_001587595.1__GCA_012799835.1		unknown	1	6	1	0	5	1923	1923	147	30612	0.9189	1923
GCA_902604525.1__GCA_902557585.1		unknown	0	3	0	0	3			22	204545	0.7500	
GCA_015061815.1__GCA_017628235.1		unknown	3	9	3	0	6	42487	508713	116	38793	0.9605	2672,42487,508713
GCA_902594485.1__GCA_902517365.1		unknown	0	2	0	0	2			19	236842	0.2500	
GCF_900095215.1__GCF_018687955.1		unknown	0	6	0	0	6			45	100000	1.0000	
GCF_013664685.1__GCA_012521315.1		unknown	0	4	0	0	4			74	60811	0.9375	
GCA_015521605.1__GCF_012027495.1		unknown	1	14	1	0	13	235853	235853	51	88235	0.4419	235853
GCA_003278125.1__GCA_902519635.1		unknown	0	5	0	0	5			13	346154	0.5000	
GCA_003278815.1__GCA_902585315.1		unknown	0	1	0	0	1			26	173077	0.7647	
GCA_902589455.1__GCA_902571425.1		unknown	1	4	1	0	3	300951	300951	55	81818	0.8696	300951
GCA_003278125.1__GCA_902569735.1		unknown	0	2	0	0	2			33	136364	0.7391	
GCF_002288225.1__GCA_903845465.1		unknown	0	3	0	0	3			45	100000	1.0000	
GCA_002067555.1__GCA_012719415.1		unknown	3	5	3	0	2	1157164	1638898	422	10664	0.6959	779151,1157164,1638898
GCF_005081945.1__GCF_000225465.1		unknown	0	1	0	0	1			6	750000	1.0000	
GCA_009774375.1__GCA_910585765.1		unknown	3	15	3	0	12	194662	679679	224	20089	0.7006	153265,194662,679679
GCA_902781945.1__GCA_902764185.1		unknown	25	14	14	11	0	38055	259072	453	9934	0.8719	1020,2092,9741,10766,27889,30986,35885,40225,53019,72040,78856,160136,230099,259072
GCA_902800625.1__GCA_902790175.1		unknown	18	21	18	0	3	67105	1693017	213	21127	0.9379	266,6401,16264,16597,17448,41758,41879,42102,56551,77659,99200,150376,313293,340402,389710,598309,1072354,1693017
GCA_902619665.1__GCA_902530715.1		unknown	0	1	0	0	1			55	81818	0.9394	
GCA_902545635.1__GCA_902516395.1		unknown	0	1	0	0	1			21	214286	0.7778	
GCF_001458735.1__GCA_900696515.1		unknown	2	6	2	0	4	71310	110410	90	50000	1.0000	32211,110410
GCA_009923345.1__GCA_903880855.1		unknown	0	1	0	0	1			224	20089	0.3684	
GCA_902552805.1__GCA_902544135.1		unknown	0	2	0	0	2			22	204545	1.0000	
GCF_900343085.1__GCF_900155585.1		unknown	12	6	6	6	0	67731	164078	84	53571	0.7375	8240,18864,66944,68518,163428,164078
GCA_015056565.1__GCF_003625485.1		unknown	1	21	1	0	20	257883	257883	117	38462	0.7524	257883
GCA_902582105.1__GCA_902564565.1		unknown	0	1	0	0	1			18	250000	0.4286	
GCF_004792295.1__GCF_001469895.1		unknown	15	42	15	0	27	5509	67613	599	7513	0.9965	773,1310,1674,2070,2388,4861,5405,5509,5635,8929,9571,10034,11445,54497,67613
GCA_902561765.1__GCA_902527215.1		unknown	0	3	0	0	3			41	109756	0.8571	
GCF_004570575.1__GCF_001921845.1		unknown	7	27	7	0	20	32972	79152	462	9740	0.9416	1728,26265,30251,32972,34457,58135,79152
GCF_002979435.1__GCF_008271365.1		unknown	2	4	2	0	2	1020653	1870392	153	29412	0.8947	170914,1870392
GCF_018619185.1__GCA_002154345.1		unknown	7	17	7	0	10	272235	757113	2358	1908	0.8988	1283,33114,254343,272235,411133,507040,757113
GCA_003216835.1__GCA_902522795.1		unknown	0	1	0	0	1			28	160714	0.6154	
GCA_003023665.1__GCA_902614915.1		unknown	0	1	0	0	1			77	58442	0.2083	
GCA_017511805.1__GCA_017404385.1		unknown	2	10	2	0	8	25924	50545	38	118421	0.8000	1303,50545
GCF_004016525.1__GCF_900142775.1		unknown	4	22	4	0	18	76498	373697	63	71429	0.8200	12283,71031,81966,373697
GCA_002070755.1__GCA_003452735.1		unknown	5	0	0	5	0			235	19149	0.7669	
GCA_902614395.1__GCA_902605135.1		unknown	0	1	0	0	1			51	88235	0.8621	
GCA_902593845.1__GCA_902579925.1		unknown	0	1	0	0	1			27	166667	0.6667	
GCA_902569615.1__GCA_902551895.1		unknown	0	1	0	0	1			20	225000	0.8889	
GCF_003264365.1__GCF_016803395.1		unknown	22	17	17	5	0	238858	3157320	1357	3316	0.9664	4893,44903,55701,80080,95067,105451,121050,183933,238858,279027,281290,305051,469534,475132,1009721,2154576,3157320
GCA_902602845.1__GCA_902571865.1		unknown	0	1	0	0	1			52	86538	0.7333	
GCF_000765145.1__GCF_900100785.1		unknown	19	47	19	0	28	98532	814045	1154	3899	0.9590	574,1767,2563,12993,37529,56394,60903,64276,80815,98532,114252,155103,156290,185665,206619,224654,295747,432840,814045
GCA_902626065.1__GCA_902526825.1		unknown	0	1	0	0	1			30	150000	0.7500	
GCF_018070325.1__GCF_016802865.1		unknown	36	29	29	7	0	44960	1347161	981	4587	0.9232	308,645,4851,10509,12023,12807,14385,18899,19464,22787,25156,31501,31887,37358,44960,59798,61103,64217,69974,84818,93394,96151,97378,102199,365404,416534,727192,921782,1347161
GCF_002179965.1__GCF_902459735.1		unknown	18	10	10	8	0	252450	717669	358	12570	0.9763	13069,47134,57705,87655,138085,366816,549602,555572,652164,717669
GCA_001897675.1__GCA_018262815.1		unknown	2	8	2	0	6	282784	372238	175	25714	0.7093	193331,372238
GCF_000187585.1__GCF_900095845.1		unknown	2	16	2	0	14	26864	46494	105	42857	1.0000	7235,46494
GCA_902569785.1__GCA_902519635.1		unknown	0	8	0	0	8			20	225000	1.0000	
GCA_902558835.1__GCA_902555435.1		unknown	0	2	0	0	2			28	160714	0.6429	
GCA_902623075.1__GCA_902554745.1		unknown	0	5	0	0	5			28	160714	0.8333	
GCF_003053685.1__GCF_900112425.1		unknown	51	27	27	24	0	69635	1009001	2558	1759	0.9936	224,399,881,1451,1868,2685,3283,3345,29508,40015,54867,56683,64351,69635,149409,154914,242423,285462,335552,345734,387434,453500,486734,653628,704779,1008977,1009001
GCA_017524445.1__GCA_017438865.1		unknown	6	6	6	0	0	160046	928085	127	35433	0.6905	5663,11729,22554,297539,902637,928085
GCA_003214195.1__GCA_003281125.1		unknown	0	5	0	0	5			55	81818	0.7097	
GCF_009725205.1__GCA_900766135.1		unknown	2	14	2	0	12	309526	383003	405	11111	0.9435	236048,383003
GCF_002205675.1__GCA_016463225.1		unknown	34	24	24	10	0	46896	1066257	481	9356	0.9920	66,87,372,541,637,2641,3595,6762,13506,28226,37562,38051,55742,89997,99954,117967,131441,217148,326692,477266,729453,744509,896168,1066257
GCA_017622255.1__GCA_017555685.1		unknown	1	2	1	0	1	328504	328504	86	52326	0.6061	328504
GCA_014654165.1__GCA_902515095.1		unknown	0	3	0	0	3			20	225000	0.7333	
GCA_003213275.1__GCF_017696275.1		unknown	1	6	1	0	5	20640	20640	99	45455	0.5729	20640
GCA_902600635.1__GCA_902531765.1		unknown	0	1	0	0	1			42	107143	0.7333	
GCA_003212535.1__GCA_000635015.1		unknown	1	3	1	0	2	30330	30330	31	145161	0.5909	30330
GCA_000961695.1__GCA_014763715.1		unknown	0	5	0	0	5			115	39130	0.5217	
GCA_019117205.1__GCA_019119025.1		unknown	13	4	4	9	0	62816	77984	244	18443	0.7120	1848,48302,77331,77984
GCA_902629215.1__GCA_902592675.1		unknown	0	2	0	0	2			14	321429	0.6000	
GCA_902600225.1__GCA_902522865.1		unknown	0	2	0	0	2			136	33088	0.8644	
GCF_011806525.1__GCF_000300275.1		unknown	9	9	9	0	0	188305	3537994	468	9615	0.9933	5604,6495,20758,182565,188305,202899,1458639,2438823,3537994
GCF_009795885.1__GCF_900094945.1		unknown	32	15	15	17	0	20726	196203	403	11166	0.9233	522,1703,3688,5370,6561,7861,14742,20726,26728,28759,36824,87976,146400,193485,196203
GCF_004348995.1__GCF_900100395.1		unknown	31	22	22	9	0	179313	1170962	892	5045	0.7017	7390,9061,11895,21076,40426,43035,56112,62301,140332,161191,173113,185513,191278,235958,240042,258548,497822,568968,698985,714478,895548,1170962
GCA_903928015.1__GCA_903921135.1		unknown	5	7	5	0	2	153107	1809006	488	9221	0.8881	191,88120,153107,287192,1809006
GCA_902624275.1__GCA_902538565.1		unknown	0	1	0	0	1			70	64286	0.8657	
GCA_016931015.1__GCA_011176655.1		unknown	0	1	0	0	1			32	140625	0.5000	
GCA_902537665.1__GCA_902520355.1		unknown	0	2	0	0	2			30	150000	0.7692	
GCF_009362725.1__GCA_000163995.1		unknown	0	2	0	0	2			28	160714	0.5185	
GCA_015259045.1__GCA_015259105.1		unknown	0	1	0	0	1			593	7589	0.7070	
GCF_010120595.1__GCA_003521145.1		unknown	2	37	2	0	35	850	1319	255	17647	1.0000	380,1319
GCA_016712025.1__GCA_016703105.1		unknown	43	20	20	23	0	159646	1297319	602	7475	0.9380	832,14920,27729,41010,49403,71485,88815,133881,154450,158813,160480,178508,180231,196586,268538,333416,358231,814819,1127756,1297319
GCA_003281365.1__GCA_017644325.1		unknown	1	5	1	0	4	64651	64651	112	40179	0.8807	64651
GCF_018687895.1__GCF_018687535.1		unknown	0	8	0	0	8			344	13081	1.0000	
GCF_900170025.1__GCA_902500715.1		unknown	8	23	8	0	15	28004	360877	1027	4382	1.0000	83,3681,15695,25493,30514,47861,137601,360877
GCF_000332475.2__GCA_016742255.1		unknown	0	2	0	0	2			94	47872	0.9474	
GCA_002728075.1__GCA_902628605.1		unknown	0	2	0	0	2			19	236842	0.0000	
GCF_014837165.1__GCF_012847295.1		unknown	4	9	4	0	5	6050	46470	148	30405	0.9718	366,695,11406,46470
GCA_003278765.1__GCF_001180325.1		unknown	1	7	1	0	6	4617	4617	242	18595	0.8243	4617
GCA_902543535.1__GCA_902528505.1		unknown	2	1	1	1	0	7405	7405	42	107143	0.8421	7405
GCA_003212375.1__GCA_003279875.1		unknown	0	11	0	0	11			30	150000	0.6316	
GCA_011046855.1__GCA_905339345.1		unknown	0	1	0	0	1			117	38462	0.7561	
GCA_902616165.1__GCA_902604575.1		unknown	0	3	0	0	3			40	112500	0.5000	
GCA_016286055.1__GCA_016293845.1		unknown	21	38	21	0	17	9513	248679	454	9912	0.9519	1204,1814,2039,2151,2456,3991,4807,5521,7560,8568,9513,12874,15356,25409,29966,32673,41359,86826,170846,244287,248679
GCF_002798385.1__GCF_001457595.1		unknown	5	16	5	0	11	115831	573511	983	4578	0.9206	66,122,115831,420174,573511
GCA_017988155.1__GCA_002382495.1		unknown	0	2	0	0	2			45	100000	0.0000	
GCA_902594835.1__GCA_902590465.1		unknown	0	3	0	0	3			27	166667	0.3000	
GCF_002096815.1__GCA_015256435.1		unknown	3	12	3	0	9	125329	148502	137	32847	1.0000	73213,125329,148502
GCA_902622475.1__GCA_902612805.1		unknown	0	3	0	0	3			93	48387	0.7867	
GCA_003280725.1__GCA_902578845.1		unknown	0	4	0	0	4			75	60000	0.7931	
GCF_002026145.1__GCA_000634215.1		unknown	0	3	0	0	3			205	21951	0.7120	
GCF_014252255.1__GCF_014251715.1		unknown	0	1	0	0	1			16	281250	1.0000	
GCA_902558885.1__GCA_902517815.1		unknown	2	5	2	0	3	55898	78310	100	45000	0.9143	33487,78310
GCF_002811985.1__GCF_016919175.1		unknown	1	6	1	0	5	625208	625208	174	25862	0.5649	625208
GCF_001613045.1__GCF_001612615.1		unknown	29	43	29	0	14	190882	1128108	1435	3136	0.8788	5871,8824,13922,17455,40432,41081,55848,70831,71836,80616,84505,114868,116328,187651,190882,213265,258612,274692,662386,664573,688157,724214,739256,771322,863895,865889,996812,1029721,1128108
