pairid	band	phylum	dd_breakpoints_ref	dd_breakpoints_qry	dd_relocations_ref	dd_relocations_qry	dd_translocations_ref	dd_translocations_qry	dd_inversions_ref	dd_inversions_qry	dd_insertions_ref	dd_insertions_qry	dd_insertionsum_ref	dd_insertionsum_qry	dd_tandemins_ref	dd_tandemins_qry	dd_tandeminssum_ref	dd_tandeminssum_qry
GCA_003277985.1__GCF_003208055.1	85-90	Cyanobacteria	371.0	346.0	3.0	5.0	46.0	4.0	1.0	1.0	190.0	204.0	688384.0	354096.0	0.0	0.0	0.0	0.0
GCA_003282205.1__GCA_902570125.1	85-90	Proteobacteria	228.0	239.0	0.0	0.0	14.0	26.0	2.0	2.0	129.0	127.0	276518.0	350969.0	0.0	0.0	0.0	0.0
GCA_902598595.1__GCA_902532595.1	80-85	Proteobacteria	170.0	168.0	0.0	0.0	19.0	17.0	0.0	0.0	109.0	107.0	298497.0	374704.0	0.0	0.0	0.0	0.0
GCA_905236515.1__GCA_902802565.1	85-90	Firmicutes_A	737.0	676.0	0.0	0.0	131.0	75.0	0.0	0.0	429.0	415.0	480889.0	369643.0	0.0	0.0	0.0	0.0
GCA_012518795.1__GCA_012838135.1	80-85	Firmicutes_A	1100.0	1123.0	6.0	2.0	118.0	140.0	8.0	8.0	582.0	567.0	857505.0	728278.0	0.0	0.0	0.0	0.0
GCF_004134865.1__GCF_003070885.1	85-90	Actinobacteriota	1534.0	1531.0	27.0	29.0	20.0	0.0	6.0	14.0	748.0	773.0	1012541.0	1968133.0	0.0	0.0	0.0	0.0
GCF_002778275.1__GCF_003063335.1	80-85	Proteobacteria	1489.0	1484.0	21.0	15.0	56.0	54.0	3.0	5.0	753.0	748.0	2112871.0	1864529.0	0.0	0.0	0.0	0.0
GCA_017455665.1__GCA_016285345.1	90-95	Verrucomicrobiota	1395.0	1244.0	2.0	8.0	315.0	211.0	8.0	10.0	655.0	658.0	995428.0	727367.0	2.0	0.0	140.0	0.0
GCA_007095785.1__GCF_000010625.1	90-95	Cyanobacteria	11303.0	10462.0	316.0	506.0	1067.0	0.0	21.0	362.0	5551.0	2572.0	2383078.0	1231077.0	5.0	4.0	1559.0	671.0
GCF_009192745.1__GCF_014836875.1	80-85	Actinobacteriota	1414.0	1422.0	12.0	12.0	13.0	15.0	3.0	4.0	716.0	711.0	2256577.0	2188574.0	0.0	0.0	0.0	0.0
GCF_013348805.1__GCF_005484805.1	80-85	Actinobacteriota	2150.0	2150.0	90.0	81.0	0.0	4.0	40.0	40.0	1060.0	1069.0	2397688.0	3125157.0	0.0	0.0	0.0	0.0
GCF_009830105.1__GCF_004458765.1	85-90	Proteobacteria	2224.0	2443.0	8.0	11.0	189.0	182.0	5.0	4.0	1355.0	1059.0	2554234.0	2441135.0	0.0	0.0	0.0	0.0
GCF_003182485.1__GCF_900102745.1	85-90	Actinobacteriota	2553.0	2572.0	120.0	86.0	0.0	136.0	72.0	11.0	1253.0	1270.0	1903221.0	1717055.0	0.0	0.0	0.0	0.0
GCF_018687635.1__GCF_018687275.1	80-85	Proteobacteria	433.0	434.0	5.0	4.0	0.0	0.0	0.0	0.0	217.0	218.0	1308843.0	1249824.0	0.0	0.0	0.0	0.0
GCA_003152695.1__GCA_003151875.1	90-95	Acidobacteriota	2877.0	3301.0	15.0	16.0	159.0	427.0	10.0	5.0	1497.0	1608.0	918565.0	1681148.0	0.0	0.0	0.0	0.0
GCA_902596605.1__GCA_902576905.1	90-95	Proteobacteria	192.0	210.0	4.0	3.0	34.0	35.0	6.0	7.0	103.0	120.0	400724.0	619403.0	0.0	0.0	0.0	0.0
GCF_000374025.1__GCA_001898575.1	80-85	Bacteroidota	3204.0	3207.0	9.0	6.0	91.0	97.0	5.0	6.0	1602.0	1654.0	3078936.0	2740538.0	0.0	0.0	0.0	0.0
GCF_014203215.1__GCF_000312565.1	80-85	Proteobacteria	848.0	859.0	3.0	2.0	24.0	53.0	9.0	8.0	495.0	420.0	897795.0	643491.0	0.0	0.0	0.0	0.0
GCF_013522705.1__GCF_000730425.1	85-90	Proteobacteria	2158.0	2121.0	11.0	19.0	112.0	0.0	0.0	41.0	1070.0	1101.0	2918458.0	2532127.0	0.0	0.0	0.0	0.0
GCF_001998825.1__GCF_000379905.1	90-95	Proteobacteria	771.0	691.0	5.0	9.0	130.0	23.0	1.0	6.0	336.0	394.0	381818.0	532426.0	0.0	0.0	0.0	0.0
GCF_004121055.1__GCF_001433395.1	80-85	Proteobacteria	3402.0	3379.0	45.0	54.0	94.0	0.0	28.0	75.0	1699.0	1674.0	3526504.0	3026140.0	0.0	0.0	0.0	0.0
GCA_011058595.1__GCA_002923315.1	90-95	Acidobacteriota	438.0	597.0	5.0	4.0	22.0	121.0	0.0	0.0	170.0	239.0	241985.0	404339.0	3.0	2.0	534.0	273.0
GCF_003850345.1__GCF_000931465.1	90-95	Proteobacteria	2288.0	2288.0	122.0	105.0	0.0	0.0	48.0	50.0	1065.0	1111.0	1498683.0	1631522.0	1.0	0.0	300.0	0.0
GCF_901543175.1__GCF_001073085.1	80-85	Firmicutes	909.0	934.0	55.0	38.0	0.0	158.0	79.0	3.0	484.0	417.0	1206952.0	1068749.0	0.0	0.0	0.0	0.0
GCF_002379085.1__GCF_002379095.1	90-95	Proteobacteria	1929.0	1982.0	12.0	10.0	114.0	159.0	3.0	2.0	978.0	785.0	1030764.0	818880.0	0.0	0.0	0.0	0.0
GCF_900199205.1__GCF_000718025.1	85-90	Actinobacteriota	5142.0	5314.0	112.0	66.0	107.0	392.0	108.0	18.0	2609.0	2581.0	5434645.0	4668567.0	0.0	0.0	0.0	0.0
GCA_003211205.1__GCA_002687115.1	80-85	Cyanobacteria	489.0	569.0	0.0	0.0	29.0	88.0	2.0	2.0	306.0	289.0	902704.0	806543.0	0.0	0.0	0.0	0.0
GCF_016772475.1__GCF_000758705.1	90-95	Firmicutes	3444.0	3446.0	275.0	240.0	8.0	0.0	103.0	95.0	1449.0	1536.0	1436765.0	2003297.0	5.0	1.0	1926.0	10.0
GCF_013449725.1__GCF_001605725.1	80-85	Actinobacteriota	1666.0	1654.0	14.0	7.0	24.0	0.0	2.0	9.0	817.0	829.0	2676085.0	2012586.0	0.0	0.0	0.0	0.0
GCA_005789685.1__GCA_009693505.1	90-95	Proteobacteria	810.0	490.0	2.0	1.0	250.0	38.0	0.0	0.0	370.0	301.0	971048.0	179136.0	0.0	0.0	0.0	0.0
GCF_001314325.1__GCF_000803645.1	85-90	Proteobacteria	2516.0	2516.0	186.0	130.0	6.0	3.0	97.0	137.0	1180.0	1264.0	2869819.0	3424332.0	0.0	0.0	0.0	0.0
GCA_902604975.1__GCA_902545035.1	85-90	Proteobacteria	182.0	192.0	3.0	4.0	16.0	21.0	1.0	1.0	111.0	116.0	394928.0	355829.0	0.0	0.0	0.0	0.0
GCF_900103625.1__GCF_011038645.2	80-85	Actinobacteriota	1164.0	1164.0	26.0	22.0	0.0	2.0	8.0	7.0	557.0	577.0	1147324.0	1200946.0	0.0	0.0	0.0	0.0
GCF_000429265.1__GCF_000269805.1	80-85	Actinobacteriota	2236.0	2233.0	31.0	34.0	62.0	12.0	6.0	19.0	1098.0	1136.0	1764447.0	1812822.0	0.0	0.0	0.0	0.0
GCF_016863315.1__GCF_016862895.1	90-95	Actinobacteriota	3925.0	3915.0	38.0	49.0	517.0	487.0	12.0	19.0	1961.0	1942.0	2475140.0	2337307.0	1.0	1.0	61.0	285.0
GCF_018596315.1__GCF_013114825.1	85-90	Proteobacteria	4461.0	4414.0	39.0	33.0	304.0	191.0	16.0	17.0	2078.0	2288.0	2354270.0	4329115.0	0.0	0.0	0.0	0.0
GCF_014529935.1__GCF_900167135.1	80-85	Bacteroidota	2510.0	2513.0	26.0	25.0	35.0	52.0	11.0	7.0	1242.0	1235.0	4084346.0	3787298.0	0.0	0.0	0.0	0.0
GCF_018326285.1__GCF_010731115.1	90-95	Actinobacteriota	1781.0	1781.0	127.0	110.0	4.0	0.0	34.0	29.0	676.0	846.0	958914.0	1579389.0	2.0	0.0	207.0	0.0
GCA_900549655.1__GCA_902399975.1	90-95	Actinobacteriota	984.0	771.0	6.0	11.0	218.0	30.0	1.0	5.0	399.0	399.0	667661.0	432431.0	0.0	0.0	0.0	0.0
GCF_000243115.2__GCA_017744795.1	85-90	Bacteroidota	2312.0	2394.0	36.0	31.0	0.0	295.0	55.0	7.0	1302.0	1125.0	1457595.0	1841668.0	0.0	0.0	0.0	0.0
GCA_017409475.1__GCA_017399535.1	85-90	Firmicutes_A	349.0	353.0	0.0	0.0	29.0	36.0	2.0	2.0	188.0	182.0	448282.0	317391.0	0.0	0.0	0.0	0.0
GCF_003992135.1__GCF_003992005.1	85-90	Firmicutes_C	1062.0	1041.0	10.0	12.0	78.0	78.0	0.0	0.0	517.0	509.0	747161.0	555195.0	0.0	0.0	0.0	0.0
GCF_018282115.1__GCF_000478825.2	80-85	Cyanobacteria	2356.0	2360.0	260.0	250.0	22.0	30.0	212.0	217.0	1159.0	1140.0	1558871.0	1655914.0	0.0	0.0	0.0	0.0
GCA_003279855.1__GCA_003279935.1	90-95	Cyanobacteria	149.0	182.0	5.0	1.0	18.0	45.0	0.0	0.0	78.0	91.0	139972.0	320814.0	0.0	0.0	0.0	0.0
GCF_000747075.1__GCA_003497545.1	90-95	Proteobacteria	1117.0	1335.0	0.0	1.0	183.0	296.0	2.0	0.0	609.0	677.0	330808.0	835439.0	0.0	0.0	0.0	0.0
GCA_014237715.1__GCA_003541675.1	90-95	Actinobacteriota	540.0	934.0	0.0	0.0	23.0	261.0	1.0	1.0	329.0	405.0	169788.0	728351.0	0.0	0.0	0.0	0.0
GCA_900541285.1__GCA_905214525.1	90-95	Actinobacteriota	921.0	815.0	1.0	2.0	182.0	54.0	0.0	0.0	474.0	454.0	605591.0	337239.0	0.0	0.0	0.0	0.0
GCF_000156195.1__GCF_000210075.1	85-90	Bacteroidota	1812.0	1793.0	33.0	54.0	118.0	0.0	4.0	45.0	795.0	925.0	3813685.0	2717597.0	0.0	0.0	0.0	0.0
GCF_012641075.1__GCF_016861565.1	80-85	Firmicutes	1013.0	998.0	3.0	3.0	49.0	44.0	7.0	6.0	525.0	494.0	1456988.0	1191735.0	0.0	0.0	0.0	0.0
GCF_018130785.1__GCF_018130825.1	85-90	Proteobacteria	3969.0	3963.0	65.0	66.0	223.0	168.0	8.0	18.0	1927.0	1892.0	2330629.0	2423458.0	0.0	1.0	0.0	132.0
GCA_010202115.1__GCA_013100825.1	90-95	Patescibacteria	206.0	206.0	6.0	4.0	0.0	0.0	2.0	2.0	96.0	95.0	133861.0	171882.0	0.0	0.0	0.0	0.0
GCA_902536575.1__GCA_902526595.1	90-95	Proteobacteria	143.0	140.0	0.0	0.0	18.0	19.0	0.0	0.0	87.0	83.0	323934.0	178766.0	0.0	0.0	0.0	0.0
GCF_001613465.1__GCF_000308755.1	85-90	Actinobacteriota	3540.0	3557.0	20.0	16.0	221.0	249.0	25.0	16.0	1836.0	1785.0	2977882.0	2574766.0	0.0	0.0	0.0	0.0
GCF_003467445.1__GCF_005960665.1	90-95	Firmicutes	880.0	785.0	11.0	4.0	59.0	6.0	2.0	14.0	398.0	376.0	459505.0	576045.0	0.0	0.0	0.0	0.0
GCA_902589455.1__GCA_902537905.1	80-85	Proteobacteria	216.0	235.0	0.0	0.0	11.0	35.0	1.0	1.0	133.0	131.0	242064.0	686121.0	0.0	0.0	0.0	0.0
GCF_009711135.1__GCF_000425445.1	85-90	Bacteroidota	2207.0	2199.0	17.0	13.0	31.0	32.0	5.0	6.0	1080.0	1091.0	1510422.0	1932879.0	3.0	1.0	427.0	118.0
GCF_003286645.1__GCF_001543175.1	90-95	Firmicutes	1018.0	971.0	69.0	70.0	94.0	0.0	6.0	36.0	379.0	374.0	267898.0	304053.0	2.0	0.0	792.0	0.0
GCF_010119195.1__GCF_000336615.1	80-85	Halobacteriota	2078.0	2098.0	9.0	13.0	58.0	94.0	32.0	24.0	1060.0	1043.0	2152007.0	2092422.0	0.0	0.0	0.0	0.0
GCF_018861315.1__GCF_003865095.1	80-85	Firmicutes_A	2464.0	2439.0	29.0	31.0	271.0	251.0	5.0	3.0	1292.0	1159.0	2720201.0	2567685.0	0.0	0.0	0.0	0.0
GCF_003254585.1__GCF_016735615.1	90-95	Bacteroidota	2152.0	2137.0	29.0	27.0	52.0	28.0	13.0	18.0	1001.0	1067.0	1083047.0	1224523.0	0.0	0.0	0.0	0.0
GCF_003208555.1__GCF_019091135.1	85-90	Firmicutes	2560.0	2759.0	31.0	28.0	61.0	195.0	2.0	4.0	1363.0	1321.0	3108827.0	2711485.0	0.0	1.0	0.0	102.0
GCF_012273215.1__GCF_901873445.1	90-95	Firmicutes	916.0	1012.0	20.0	29.0	0.0	103.0	24.0	0.0	393.0	453.0	424693.0	604656.0	0.0	3.0	0.0	378.0
GCF_003702045.1__GCF_000444135.1	80-85	Proteobacteria	2188.0	2181.0	6.0	2.0	79.0	304.0	8.0	1.0	1336.0	1122.0	2434257.0	2702350.0	0.0	0.0	0.0	0.0
GCA_902562645.1__GCA_902545635.1	90-95	Proteobacteria	202.0	186.0	3.0	2.0	28.0	21.0	1.0	1.0	115.0	107.0	312572.0	369772.0	0.0	0.0	0.0	0.0
GCF_001418565.1__GCF_001280005.1	90-95	Actinobacteriota	4914.0	4741.0	6.0	5.0	792.0	345.0	8.0	8.0	2664.0	2815.0	3493972.0	3351747.0	0.0	0.0	0.0	0.0
GCF_000750005.1__GCF_014679505.1	85-90	Firmicutes	2379.0	2280.0	22.0	33.0	183.0	0.0	2.0	20.0	1041.0	1203.0	1602767.0	1316575.0	0.0	0.0	0.0	0.0
GCF_002148425.1__GCF_001730285.1	80-85	Firmicutes	1497.0	1514.0	44.0	37.0	9.0	59.0	32.0	11.0	681.0	754.0	1792376.0	1954918.0	1.0	1.0	201.0	119.0
GCF_004769555.1__GCF_002812045.1	85-90	Spirochaetota	951.0	965.0	5.0	6.0	5.0	33.0	2.0	1.0	506.0	437.0	499310.0	604560.0	1.0	0.0	276.0	0.0
GCF_001180285.1__GCA_902618335.1	85-90	Cyanobacteria	247.0	181.0	0.0	0.0	76.0	29.0	3.0	4.0	137.0	125.0	331661.0	458076.0	0.0	0.0	0.0	0.0
GCA_900548255.1__GCA_900541745.1	90-95	Actinobacteriota	864.0	764.0	4.0	3.0	133.0	38.0	4.0	6.0	418.0	408.0	559556.0	422789.0	0.0	1.0	0.0	132.0
GCF_013266915.1__GCF_007066085.1	90-95	Firmicutes	3264.0	3014.0	55.0	45.0	289.0	0.0	2.0	35.0	1598.0	1390.0	1627182.0	1146249.0	0.0	0.0	0.0	0.0
GCF_000614185.1__GCA_011959205.1	90-95	Bacteroidota	1504.0	1600.0	11.0	8.0	176.0	270.0	11.0	6.0	761.0	861.0	1228745.0	2566201.0	0.0	0.0	0.0	0.0
GCF_006715005.1__GCF_900187015.1	85-90	Proteobacteria	1642.0	1644.0	41.0	64.0	0.0	0.0	24.0	14.0	780.0	779.0	1452676.0	1726736.0	1.0	1.0	177.0	140.0
GCF_004117935.1__GCF_001280125.1	85-90	Actinobacteriota	4336.0	4408.0	14.0	13.0	239.0	284.0	8.0	9.0	2300.0	2255.0	3877635.0	4103993.0	0.0	0.0	0.0	0.0
GCF_000735525.1__GCF_018257515.1	90-95	Proteobacteria	1323.0	1318.0	9.0	11.0	65.0	43.0	0.0	0.0	619.0	675.0	707366.0	549289.0	1.0	1.0	143.0	78.0
GCF_003096355.1__GCF_015686655.1	80-85	Bacteroidota	2153.0	2183.0	7.0	5.0	88.0	82.0	3.0	5.0	1067.0	1098.0	1970366.0	2004284.0	0.0	0.0	0.0	0.0
GCF_002927275.1__GCF_002929295.1	85-90	Actinobacteriota	1244.0	1242.0	10.0	16.0	46.0	37.0	5.0	12.0	627.0	623.0	1018088.0	902705.0	0.0	0.0	0.0	0.0
GCF_900142925.1__GCA_902168105.1	80-85	Bacteroidota	2342.0	2392.0	11.0	17.0	87.0	145.0	7.0	5.0	1194.0	1165.0	3636923.0	4212231.0	0.0	0.0	0.0	0.0
GCF_004770895.1__GCF_000347035.1	85-90	Spirochaetota	1295.0	1319.0	7.0	2.0	25.0	53.0	2.0	2.0	679.0	618.0	715383.0	656240.0	0.0	1.0	0.0	1104.0
GCF_006149005.1__GCF_003858645.1	80-85	Bacteroidota	3195.0	3167.0	28.0	33.0	142.0	114.0	24.0	22.0	1590.0	1598.0	3705949.0	3670961.0	0.0	0.0	0.0	0.0
GCA_009377395.1__GCA_009377475.1	80-85	Actinobacteriota	2675.0	2718.0	8.0	11.0	170.0	197.0	10.0	10.0	1451.0	1404.0	2238101.0	1530585.0	0.0	0.0	0.0	0.0
GCF_002096335.1__GCF_001553685.1	80-85	Firmicutes	923.0	914.0	41.0	76.0	93.0	0.0	28.0	65.0	481.0	408.0	1289834.0	1075392.0	0.0	0.0	0.0	0.0
GCF_000716685.1__GCF_003950035.1	85-90	Actinobacteriota	4486.0	4348.0	62.0	126.0	371.0	66.0	31.0	130.0	2174.0	2206.0	3821173.0	4865064.0	0.0	0.0	0.0	0.0
GCA_902634935.1__GCA_902634885.1	90-95	Proteobacteria	132.0	121.0	1.0	0.0	22.0	19.0	0.0	0.0	74.0	65.0	295175.0	240760.0	0.0	0.0	0.0	0.0
GCA_902589315.1__GCA_902564385.1	90-95	Proteobacteria	148.0	142.0	1.0	0.0	21.0	21.0	1.0	1.0	82.0	79.0	293388.0	321988.0	0.0	0.0	0.0	0.0
GCF_009749405.1__GCF_004134865.1	80-85	Actinobacteriota	2156.0	2155.0	84.0	89.0	78.0	47.0	12.0	17.0	1082.0	1081.0	2210474.0	2001526.0	0.0	0.0	0.0	0.0
GCA_003216375.1__GCA_902634795.1	85-90	Cyanobacteria	249.0	295.0	7.0	11.0	27.0	52.0	5.0	6.0	147.0	172.0	214856.0	842187.0	0.0	0.0	0.0	0.0
GCA_902593405.1__GCA_902553675.1	90-95	Proteobacteria	161.0	194.0	0.0	0.0	17.0	39.0	0.0	0.0	103.0	116.0	230844.0	380865.0	0.0	0.0	0.0	0.0
GCF_005155025.1__GCA_019232735.1	85-90	Proteobacteria	1340.0	1618.0	14.0	8.0	0.0	317.0	20.0	2.0	792.0	776.0	662133.0	2739805.0	1.0	0.0	60.0	0.0
GCF_000341145.1__GCF_000340965.1	90-95	Actinobacteriota	2296.0	2261.0	19.0	21.0	136.0	135.0	1.0	2.0	1133.0	1086.0	1098939.0	1174689.0	1.0	0.0	197.0	0.0
GCA_900552685.1__GCA_900552385.1	90-95	Actinobacteriota	285.0	287.0	4.0	3.0	18.0	19.0	0.0	0.0	137.0	145.0	612708.0	102836.0	0.0	0.0	0.0	0.0
GCF_015461835.1__GCF_003945765.1	80-85	Proteobacteria	2862.0	2847.0	21.0	50.0	124.0	0.0	4.0	52.0	1429.0	1430.0	3849717.0	3488493.0	1.0	1.0	612.0	149.0
GCF_003143695.2__GCF_000222705.1	90-95	Firmicutes	671.0	696.0	7.0	8.0	14.0	61.0	9.0	0.0	330.0	325.0	461176.0	371312.0	1.0	2.0	378.0	714.0
GCA_902635515.1__GCA_902522115.1	85-90	Proteobacteria	201.0	210.0	0.0	0.0	25.0	29.0	0.0	0.0	113.0	117.0	341361.0	321898.0	0.0	0.0	0.0	0.0
GCA_018694455.1__GCA_014238855.1	85-90	Planctomycetota	1299.0	1029.0	1.0	2.0	329.0	104.0	1.0	1.0	591.0	651.0	659240.0	568197.0	0.0	0.0	0.0	0.0
GCF_016467435.1__GCF_900199455.1	90-95	Proteobacteria	2875.0	2923.0	33.0	41.0	138.0	174.0	11.0	9.0	1525.0	1245.0	2962115.0	1518054.0	3.0	0.0	582.0	0.0
GCA_902626645.1__GCA_902519945.1	80-85	Proteobacteria	233.0	244.0	0.0	1.0	14.0	26.0	4.0	4.0	138.0	136.0	480460.0	559984.0	0.0	0.0	0.0	0.0
GCF_003852235.1__GCF_904063055.1	85-90	Proteobacteria	2359.0	2474.0	42.0	69.0	0.0	110.0	37.0	4.0	1211.0	1120.0	1708112.0	1480488.0	0.0	0.0	0.0	0.0
GCF_900116635.1__GCF_900115195.1	80-85	Proteobacteria	1633.0	1644.0	8.0	11.0	147.0	149.0	6.0	8.0	814.0	885.0	1739055.0	1399328.0	0.0	0.0	0.0	0.0
GCA_902624635.1__GCA_902576375.1	85-90	Proteobacteria	159.0	158.0	0.0	1.0	10.0	7.0	0.0	0.0	84.0	84.0	347962.0	187842.0	0.0	0.0	0.0	0.0
GCF_018881795.1__GCF_018881975.1	80-85	Proteobacteria	476.0	473.0	3.0	2.0	3.0	28.0	0.0	0.0	260.0	232.0	1393100.0	842672.0	0.0	0.0	0.0	0.0
GCA_005798405.1__GCA_013140415.1	85-90	Thermoproteota	497.0	640.0	1.0	1.0	43.0	179.0	0.0	0.0	317.0	287.0	224295.0	339144.0	0.0	0.0	0.0	0.0
GCF_900460065.1__GCF_002941025.1	80-85	Actinobacteriota	3944.0	3919.0	46.0	105.0	251.0	0.0	9.0	111.0	1959.0	1981.0	5378563.0	5031262.0	0.0	0.0	0.0	0.0
GCF_000825685.1__GCF_000018205.1	90-95	Proteobacteria	1332.0	1334.0	92.0	54.0	0.0	0.0	36.0	32.0	525.0	666.0	162187.0	373140.0	1.0	1.0	120.0	189.0
GCF_009717815.1__GCF_016642265.1	85-90	Firmicutes	1357.0	1363.0	40.0	33.0	44.0	60.0	9.0	8.0	559.0	596.0	672950.0	659306.0	0.0	0.0	0.0	0.0
GCF_014352935.1__GCF_004214815.1	80-85	Campylobacterota	927.0	927.0	77.0	96.0	0.0	0.0	96.0	80.0	457.0	458.0	1125974.0	1225101.0	0.0	0.0	0.0	0.0
GCA_902593735.1__GCA_902543145.1	85-90	Proteobacteria	319.0	317.0	0.0	1.0	42.0	43.0	1.0	1.0	190.0	185.0	753990.0	626484.0	0.0	0.0	0.0	0.0
GCA_902587565.1__GCA_902521325.1	90-95	Proteobacteria	149.0	144.0	0.0	0.0	11.0	15.0	2.0	2.0	89.0	79.0	408025.0	539067.0	0.0	0.0	0.0	0.0
GCA_003157055.1__GCA_003142255.1	85-90	Bacteroidota	1619.0	1274.0	2.0	5.0	325.0	11.0	0.0	3.0	760.0	754.0	1692729.0	391129.0	0.0	0.0	0.0	0.0
GCF_000964545.1__GCF_000241525.1	90-95	Proteobacteria	985.0	990.0	8.0	10.0	63.0	68.0	2.0	0.0	486.0	471.0	901636.0	781881.0	0.0	1.0	0.0	398.0
GCA_905234985.1__GCA_902764565.1	85-90	Firmicutes_A	2507.0	2815.0	7.0	5.0	194.0	556.0	20.0	1.0	1439.0	1312.0	821249.0	1477623.0	2.0	0.0	128.0	0.0
GCF_003611695.1__GCF_003611675.1	85-90	Myxococcota	6160.0	6352.0	52.0	41.0	675.0	1043.0	2.0	1.0	3562.0	3334.0	3215586.0	3639727.0	0.0	1.0	0.0	261.0
GCF_018613055.1__GCF_018613155.1	80-85	Firmicutes	2561.0	2560.0	22.0	33.0	123.0	167.0	7.0	4.0	1315.0	1089.0	2415438.0	2680573.0	0.0	2.0	0.0	270.0
GCF_017696015.1__GCA_902519235.1	90-95	Cyanobacteria	166.0	220.0	4.0	2.0	4.0	55.0	3.0	3.0	100.0	108.0	132002.0	737699.0	0.0	0.0	0.0	0.0
GCF_002101735.1__GCF_003402475.1	90-95	Actinobacteriota	1519.0	1492.0	12.0	13.0	132.0	53.0	2.0	2.0	712.0	761.0	862123.0	1067080.0	0.0	0.0	0.0	0.0
GCF_009496165.1__GCF_000257905.1	90-95	Firmicutes	1024.0	1049.0	22.0	19.0	52.0	117.0	6.0	1.0	407.0	464.0	382627.0	471104.0	0.0	0.0	0.0	0.0
GCF_014284365.1__GCF_014284235.1	90-95	Proteobacteria	1255.0	1242.0	15.0	19.0	58.0	35.0	0.0	2.0	596.0	599.0	770099.0	590623.0	2.0	0.0	896.0	0.0
GCA_900550895.1__GCA_905221215.1	85-90	Firmicutes	1066.0	973.0	14.0	19.0	214.0	45.0	0.0	4.0	571.0	514.0	958791.0	520609.0	1.0	0.0	447.0	0.0
GCA_902622575.1__GCA_902595555.1	80-85	Bacteroidota	365.0	356.0	0.0	0.0	28.0	12.0	0.0	0.0	192.0	198.0	716118.0	569139.0	0.0	0.0	0.0	0.0
GCF_009604455.1__GCF_006715785.1	90-95	Actinobacteriota	3908.0	3877.0	50.0	57.0	215.0	144.0	32.0	63.0	1861.0	1904.0	2650496.0	3094045.0	0.0	0.0	0.0	0.0
GCA_003212035.1__GCF_001180245.1	90-95	Cyanobacteria	216.0	253.0	1.0	0.0	51.0	75.0	6.0	6.0	133.0	138.0	461288.0	181622.0	0.0	0.0	0.0	0.0
GCF_900215145.1__GCF_900103785.1	80-85	Actinobacteriota	2947.0	2957.0	39.0	41.0	185.0	205.0	10.0	13.0	1485.0	1469.0	2710210.0	3018213.0	0.0	0.0	0.0	0.0
GCF_002291145.1__GCF_001514305.1	85-90	Actinobacteriota	5680.0	5677.0	51.0	37.0	504.0	436.0	26.0	33.0	2860.0	2841.0	5447886.0	4811617.0	1.0	0.0	86.0	0.0
GCA_902633185.1__GCA_902534735.1	90-95	Proteobacteria	147.0	157.0	0.0	1.0	21.0	18.0	1.0	1.0	74.0	86.0	271991.0	221839.0	0.0	0.0	0.0	0.0
GCA_003561535.1__GCA_003554005.1	90-95	Actinobacteriota	1349.0	1379.0	4.0	5.0	181.0	291.0	0.0	0.0	755.0	724.0	598893.0	1053132.0	0.0	0.0	0.0	0.0
GCA_902550225.1__GCA_902536655.1	90-95	Proteobacteria	139.0	139.0	1.0	1.0	22.0	24.0	2.0	2.0	79.0	77.0	408132.0	219396.0	0.0	0.0	0.0	0.0
GCF_000181515.1__GCA_013001165.1	80-85	Proteobacteria	1285.0	1402.0	2.0	2.0	16.0	247.0	2.0	1.0	825.0	671.0	1206716.0	1837587.0	0.0	0.0	0.0	0.0
GCA_902564785.1__GCA_902555665.1	90-95	Proteobacteria	202.0	197.0	0.0	0.0	26.0	28.0	2.0	1.0	120.0	116.0	301153.0	270074.0	0.0	0.0	0.0	0.0
GCF_900236475.1__GCF_004803895.1	90-95	Actinobacteriota	3262.0	3262.0	163.0	161.0	0.0	0.0	126.0	131.0	1591.0	1556.0	2535597.0	2639291.0	2.0	0.0	318.0	0.0
GCF_003989515.1__GCF_003234115.1	85-90	Actinobacteriota	2052.0	2032.0	4.0	3.0	208.0	50.0	0.0	3.0	1057.0	1194.0	1917740.0	1402936.0	0.0	0.0	0.0	0.0
GCF_001426405.1__GCF_014649015.1	85-90	Actinobacteriota	4006.0	4032.0	22.0	27.0	143.0	173.0	24.0	16.0	1992.0	1955.0	2739901.0	2716561.0	1.0	2.0	96.0	171.0
GCF_007829615.1__GCF_004000765.1	85-90	Firmicutes	2169.0	2198.0	30.0	21.0	101.0	192.0	0.0	0.0	1087.0	1122.0	2118741.0	2933697.0	0.0	0.0	0.0	0.0
GCA_003281065.1__GCA_902528805.1	80-85	Proteobacteria	158.0	152.0	1.0	0.0	15.0	18.0	4.0	4.0	106.0	100.0	306204.0	404440.0	0.0	0.0	0.0	0.0
GCF_003352385.1__GCF_000222025.1	90-95	Proteobacteria	590.0	618.0	22.0	19.0	0.0	52.0	29.0	8.0	260.0	253.0	273911.0	392889.0	2.0	1.0	146.0	234.0
GCA_003265685.1__GCF_004011805.1	90-95	Proteobacteria	3157.0	2912.0	22.0	18.0	333.0	148.0	0.0	4.0	1482.0	1263.0	1929501.0	1615891.0	0.0	2.0	0.0	322.0
GCA_005777515.1__GCA_003569145.1	90-95	Actinobacteriota	290.0	93.0	0.0	0.0	121.0	3.0	0.0	0.0	102.0	65.0	333506.0	76461.0	0.0	0.0	0.0	0.0
