pairid	q_acc	r_acc	band	split	anim_ani	af_tier	stratum
GCA_018648885.1__GCA_018676775.1	GCA_018648885.1	GCA_018676775.1	97-100	train	99.8500	strict	
GCA_018649045.1__GCA_018660475.1	GCA_018649045.1	GCA_018660475.1	97-100	test	99.4800	strict	
GCA_018649545.1__GCA_018652985.1	GCA_018649545.1	GCA_018652985.1	97-100	train	99.8800	strict	
GCA_018650665.1__GCA_018652185.1	GCA_018650665.1	GCA_018652185.1	97-100	test	99.9800	strict	
GCA_018652545.1__GCA_018673875.1	GCA_018652545.1	GCA_018673875.1	97-100	test	99.4300	strict	
GCA_018653505.1__GCA_018697795.1	GCA_018653505.1	GCA_018697795.1	97-100	train	99.9600	strict	
GCA_018654015.1__GCA_018658945.1	GCA_018654015.1	GCA_018658945.1	97-100	test	99.7900	strict	
GCA_018655835.1__GCA_018669755.1	GCA_018655835.1	GCA_018669755.1	97-100	test	99.8400	strict	
GCA_018656145.1__GCA_018698755.1	GCA_018656145.1	GCA_018698755.1	97-100	test	99.9000	strict	
GCA_018657695.1__GCA_018662995.1	GCA_018657695.1	GCA_018662995.1	97-100	test	99.7400	strict	
GCA_018658165.1__GCA_018673355.1	GCA_018658165.1	GCA_018673355.1	97-100	test	98.9500	strict	
GCA_018659665.1__GCA_018668035.1	GCA_018659665.1	GCA_018668035.1	97-100	test	99.5400	strict	
GCA_018660325.1__GCA_018670185.1	GCA_018660325.1	GCA_018670185.1	97-100	train	99.8200	strict	
GCA_018660975.1__GCA_018667435.1	GCA_018660975.1	GCA_018667435.1	97-100	train	99.4000	strict	
GCA_018661435.1__GCA_018700775.1	GCA_018661435.1	GCA_018700775.1	97-100	train	99.8000	strict	
GCA_018662125.1__GCA_018672215.1	GCA_018662125.1	GCA_018672215.1	97-100	train	99.9500	strict	
GCA_018662385.1__GCA_018665965.1	GCA_018662385.1	GCA_018665965.1	97-100	test	99.9500	strict	
GCA_018663445.1__GCA_018694655.1	GCA_018663445.1	GCA_018694655.1	97-100	test	99.9500	strict	
GCA_018663585.1__GCA_018666895.1	GCA_018663585.1	GCA_018666895.1	97-100	test	99.9400	strict	
GCA_018663585.1__GCA_018667475.1	GCA_018663585.1	GCA_018667475.1	97-100	test	99.9400	strict	
GCA_018664225.1__GCA_018670175.1	GCA_018664225.1	GCA_018670175.1	97-100	train	99.9200	strict	
GCA_018664285.1__GCA_018666415.1	GCA_018664285.1	GCA_018666415.1	97-100	test	99.1700	strict	
GCA_018665205.1__GCA_018676175.1	GCA_018665205.1	GCA_018676175.1	97-100	train	99.9100	strict	
GCA_018665205.1__GCA_018703045.1	GCA_018665205.1	GCA_018703045.1	97-100	train	99.9200	strict	
GCA_018665305.1__GCA_018693955.1	GCA_018665305.1	GCA_018693955.1	97-100	train	99.9400	strict	
GCA_018666605.1__GCA_018694235.1	GCA_018666605.1	GCA_018694235.1	97-100	test	99.9800	strict	
GCA_018666895.1__GCA_018667475.1	GCA_018666895.1	GCA_018667475.1	97-100	test	99.9500	strict	
GCA_018670915.1__GCA_905480535.1	GCA_018670915.1	GCA_905480535.1	97-100	train	99.7400	strict	
GCA_018672975.1__GCA_018674555.1	GCA_018672975.1	GCA_018674555.1	97-100	test	98.7300	strict	
GCA_018675295.1__GCA_018703335.1	GCA_018675295.1	GCA_018703335.1	97-100	test	99.0000	strict	
GCA_018675555.1__GCA_018703045.1	GCA_018675555.1	GCA_018703045.1	97-100	train	99.9100	strict	
GCA_018676015.1__GCA_018692055.1	GCA_018676015.1	GCA_018692055.1	97-100	train	99.7700	strict	
GCA_018676715.1__GCA_018692875.1	GCA_018676715.1	GCA_018692875.1	97-100	test	99.9600	strict	
GCA_018678535.1__GCA_018679365.1	GCA_018678535.1	GCA_018679365.1	97-100	train	99.7900	strict	
GCA_018678765.1__GCA_018679365.1	GCA_018678765.1	GCA_018679365.1	97-100	train	99.7700	strict	
GCA_018692055.1__GCA_018697545.1	GCA_018692055.1	GCA_018697545.1	97-100	train	99.7800	strict	
GCA_018692235.1__GCA_018696855.1	GCA_018692235.1	GCA_018696855.1	97-100	train	99.7800	strict	
GCA_018692895.1__GCA_018694985.1	GCA_018692895.1	GCA_018694985.1	97-100	train	99.7800	strict	
GCA_018696255.1__GCA_018700315.1	GCA_018696255.1	GCA_018700315.1	97-100	train	99.4800	strict	
GCA_018701335.1__GCA_018702605.1	GCA_018701335.1	GCA_018702605.1	97-100	train	98.8100	strict	
GCA_018712515.1__GCA_905192975.1	GCA_018712515.1	GCA_905192975.1	97-100	train	98.1000	strict	
GCA_018713505.1__GCF_904378995.1	GCA_018713505.1	GCF_904378995.1	97-100	test	99.4300	strict	
GCA_018713965.1__GCA_905213845.1	GCA_018713965.1	GCA_905213845.1	97-100	train	98.9500	strict	
GCA_018714945.1__GCA_904420165.1	GCA_018714945.1	GCA_904420165.1	97-100	train	99.1200	strict	
GCA_018714945.1__GCA_905210585.1	GCA_018714945.1	GCA_905210585.1	97-100	train	98.8200	strict	
GCA_018715145.1__GCA_904397225.1	GCA_018715145.1	GCA_904397225.1	97-100	train	99.9500	strict	
GCA_018716545.1__GCA_900753255.1	GCA_018716545.1	GCA_900753255.1	97-100	train	98.3200	strict	
GCA_018716545.1__GCA_904419555.1	GCA_018716545.1	GCA_904419555.1	97-100	train	98.2100	strict	
GCA_018725105.1__GCA_018725155.1	GCA_018725105.1	GCA_018725155.1	97-100	train	99.3400	strict	
GCA_018813465.1__GCA_018825445.1	GCA_018813465.1	GCA_018825445.1	97-100	test	99.8500	strict	
GCA_018813665.1__GCA_018817785.1	GCA_018813665.1	GCA_018817785.1	97-100	train	99.5200	strict	
GCA_018814065.1__GCA_018823785.1	GCA_018814065.1	GCA_018823785.1	97-100	train	99.9000	strict	
GCA_018814585.1__GCA_018817105.1	GCA_018814585.1	GCA_018817105.1	97-100	train	99.9500	strict	
GCA_018814585.1__GCA_018825025.1	GCA_018814585.1	GCA_018825025.1	97-100	train	99.9900	strict	
GCA_018815865.1__GCA_018824105.1	GCA_018815865.1	GCA_018824105.1	97-100	train	99.6600	strict	
GCA_018817105.1__GCA_018825025.1	GCA_018817105.1	GCA_018825025.1	97-100	train	99.9800	strict	
GCA_018819945.1__GCA_018822225.1	GCA_018819945.1	GCA_018822225.1	97-100	test	99.9900	strict	
GCA_018820225.1__GCA_018820785.1	GCA_018820225.1	GCA_018820785.1	97-100	train	99.9000	strict	
GCA_018820845.1__GCA_018828805.1	GCA_018820845.1	GCA_018828805.1	97-100	test	100.0000	strict	
GCA_018821125.1__GCA_018827545.1	GCA_018821125.1	GCA_018827545.1	97-100	train	99.9900	strict	
GCA_018822025.1__GCA_903929545.1	GCA_018822025.1	GCA_903929545.1	97-100	train	98.4800	strict	
GCA_018827125.1__GCA_018828325.1	GCA_018827125.1	GCA_018828325.1	97-100	train	99.9800	strict	
GCA_018829725.1__GCA_018899275.1	GCA_018829725.1	GCA_018899275.1	97-100	train	99.8800	strict	
GCA_018829725.1__GCA_018901505.1	GCA_018829725.1	GCA_018901505.1	97-100	train	99.9200	strict	
GCA_018895545.1__GCA_018898375.1	GCA_018895545.1	GCA_018898375.1	97-100	train	99.9300	strict	
GCA_018895735.1__GCA_018897705.1	GCA_018895735.1	GCA_018897705.1	97-100	test	99.9500	strict	
GCA_018895855.1__GCA_018898335.1	GCA_018895855.1	GCA_018898335.1	97-100	train	100.0000	strict	
GCA_018896075.1__GCA_018897975.1	GCA_018896075.1	GCA_018897975.1	97-100	test	99.9500	strict	
GCA_018896145.1__GCA_018900785.1	GCA_018896145.1	GCA_018900785.1	97-100	train	99.8200	strict	
GCA_018896365.1__GCA_018900475.1	GCA_018896365.1	GCA_018900475.1	97-100	train	99.5100	strict	
GCA_018897745.1__GCA_018903105.1	GCA_018897745.1	GCA_018903105.1	97-100	test	99.9900	strict	
GCA_018898795.1__GCA_018903105.1	GCA_018898795.1	GCA_018903105.1	97-100	test	99.9500	strict	
GCA_018899975.1__GCA_018903355.1	GCA_018899975.1	GCA_018903355.1	97-100	train	99.9800	strict	
GCA_018971295.1__GCA_018971885.1	GCA_018971295.1	GCA_018971885.1	97-100	test	99.7000	strict	
GCA_019042235.1__GCA_900066755.1	GCA_019042235.1	GCA_900066755.1	97-100	test	98.9300	strict	
GCA_019084205.1__GCA_019084465.1	GCA_019084205.1	GCA_019084465.1	97-100	train	99.9700	strict	
GCA_019113095.1__GCA_900540415.1	GCA_019113095.1	GCA_900540415.1	97-100	train	98.8600	strict	
GCA_019113585.1__GCF_904387325.1	GCA_019113585.1	GCF_904387325.1	97-100	train	98.4300	strict	
GCA_019115885.1__GCA_904376945.1	GCA_019115885.1	GCA_904376945.1	97-100	train	98.8400	strict	
GCA_019117225.1__GCF_016901895.1	GCA_019117225.1	GCF_016901895.1	97-100	train	98.3600	strict	
GCA_019117345.1__GCF_904384215.1	GCA_019117345.1	GCF_904384215.1	97-100	train	98.5000	strict	
GCA_019117465.1__GCA_900540445.1	GCA_019117465.1	GCA_900540445.1	97-100	train	97.0500	strict	
GCA_019117465.1__GCA_905201945.1	GCA_019117465.1	GCA_905201945.1	97-100	train	97.1300	strict	
GCA_019118615.1__GCA_904385455.1	GCA_019118615.1	GCA_904385455.1	97-100	train	98.0500	strict	
GCA_019119285.1__GCF_016902035.1	GCA_019119285.1	GCF_016902035.1	97-100	train	98.4300	strict	
GCA_019120195.1__GCA_905207605.1	GCA_019120195.1	GCA_905207605.1	97-100	train	98.6200	strict	
GCA_019233845.1__GCA_019243545.1	GCA_019233845.1	GCA_019243545.1	97-100	test	99.7300	strict	
GCA_019234545.1__GCA_019236375.1	GCA_019234545.1	GCA_019236375.1	97-100	train	99.0800	strict	
GCA_019234735.1__GCA_019236045.1	GCA_019234735.1	GCA_019236045.1	97-100	test	98.9200	strict	
GCA_019239615.1__GCA_019244155.1	GCA_019239615.1	GCA_019244155.1	97-100	train	99.7600	strict	
GCA_019263625.1__GCA_019263685.1	GCA_019263625.1	GCA_019263685.1	97-100	train	99.8100	strict	
GCA_900037355.1__GCF_900168365.1	GCA_900037355.1	GCF_900168365.1	97-100	train	99.9900	strict	
GCA_900066385.1__GCA_900066575.1	GCA_900066385.1	GCA_900066575.1	97-100	train	98.1800	strict	
GCA_900066495.1__GCF_015550495.1	GCA_900066495.1	GCF_015550495.1	97-100	test	99.8900	strict	
GCA_900066495.1__GCF_900604535.1	GCA_900066495.1	GCF_900604535.1	97-100	test	99.7500	strict	
GCA_900066505.1__GCA_905192905.1	GCA_900066505.1	GCA_905192905.1	97-100	train	98.1300	strict	
GCA_900066555.1__GCF_003464045.1	GCA_900066555.1	GCF_003464045.1	97-100	test	97.4600	strict	
GCA_900313455.1__GCA_902755895.1	GCA_900313455.1	GCA_902755895.1	97-100	train	100.0000	strict	
GCA_900313625.1__GCA_902793215.1	GCA_900313625.1	GCA_902793215.1	97-100	train	98.7500	strict	
GCA_900313915.1__GCA_902756425.1	GCA_900313915.1	GCA_902756425.1	97-100	train	99.5000	strict	
GCA_900314325.1__GCA_902803895.1	GCA_900314325.1	GCA_902803895.1	97-100	train	100.0000	strict	
GCA_900315135.1__GCA_902759695.1	GCA_900315135.1	GCA_902759695.1	97-100	train	98.9600	strict	
GCA_900315365.1__GCA_902756905.1	GCA_900315365.1	GCA_902756905.1	97-100	train	100.0000	strict	
GCA_900317145.1__GCA_902762965.1	GCA_900317145.1	GCA_902762965.1	97-100	train	98.7600	strict	
GCA_900319115.1__GCA_902776465.1	GCA_900319115.1	GCA_902776465.1	97-100	test	98.3000	strict	
GCA_900319745.1__GCA_902761165.1	GCA_900319745.1	GCA_902761165.1	97-100	train	98.2700	strict	
GCA_900320875.1__GCA_902802965.1	GCA_900320875.1	GCA_902802965.1	97-100	test	98.2500	strict	
GCA_900466865.1__GCA_900471955.1	GCA_900466865.1	GCA_900471955.1	97-100	train	99.9700	strict	
GCA_900467085.1__GCA_900470265.1	GCA_900467085.1	GCA_900470265.1	97-100	test	99.9800	strict	
GCA_900468955.1__GCA_900469835.1	GCA_900468955.1	GCA_900469835.1	97-100	train	97.2800	strict	
GCA_900470005.1__GCA_900470955.1	GCA_900470005.1	GCA_900470955.1	97-100	test	97.7500	strict	
GCA_900470265.1__GCA_900470635.1	GCA_900470265.1	GCA_900470635.1	97-100	test	98.5500	strict	
GCA_900538315.1__GCA_905202305.1	GCA_900538315.1	GCA_905202305.1	97-100	test	100.0000	strict	
GCA_900538435.1__GCA_905210765.1	GCA_900538435.1	GCA_905210765.1	97-100	train	99.1400	strict	
GCA_900538625.1__GCA_905210015.1	GCA_900538625.1	GCA_905210015.1	97-100	train	97.8800	strict	
GCA_900540215.1__GCF_900169665.1	GCA_900540215.1	GCF_900169665.1	97-100	train	99.1500	strict	
GCA_900540355.1__GCA_900759275.1	GCA_900540355.1	GCA_900759275.1	97-100	train	99.3200	strict	
GCA_900540355.1__GCA_905206035.1	GCA_900540355.1	GCA_905206035.1	97-100	train	99.0100	strict	
GCA_900540415.1__GCA_905209495.1	GCA_900540415.1	GCA_905209495.1	97-100	train	98.5900	strict	
GCA_900540645.1__GCA_905196595.1	GCA_900540645.1	GCA_905196595.1	97-100	train	98.6500	strict	
GCA_900540725.1__GCA_900765435.1	GCA_900540725.1	GCA_900765435.1	97-100	train	97.6200	strict	
GCA_900541165.1__GCA_905195025.1	GCA_900541165.1	GCA_905195025.1	97-100	train	97.2700	strict	
GCA_900541705.1__GCA_900759505.1	GCA_900541705.1	GCA_900759505.1	97-100	train	99.4600	strict	
GCA_900542415.1__GCA_900752575.1	GCA_900542415.1	GCA_900752575.1	97-100	train	98.3500	strict	
GCA_900543855.1__GCA_905213035.1	GCA_900543855.1	GCA_905213035.1	97-100	train	98.8900	strict	
GCA_900546405.1__GCA_900763325.1	GCA_900546405.1	GCA_900763325.1	97-100	train	98.2800	strict	
GCA_900546405.1__GCA_905192675.1	GCA_900546405.1	GCA_905192675.1	97-100	train	98.2100	strict	
GCA_900547185.1__GCA_905187875.1	GCA_900547185.1	GCA_905187875.1	97-100	train	98.0800	strict	
GCA_900548065.1__GCA_900761455.1	GCA_900548065.1	GCA_900761455.1	97-100	train	99.7500	strict	
GCA_900548105.1__GCA_900759595.1	GCA_900548105.1	GCA_900759595.1	97-100	test	99.2300	strict	
GCA_900549265.1__GCA_905202005.1	GCA_900549265.1	GCA_905202005.1	97-100	test	100.0000	strict	
GCA_900549785.1__GCA_905213285.1	GCA_900549785.1	GCA_905213285.1	97-100	train	98.5600	strict	
GCA_900550435.1__GCF_018917285.1	GCA_900550435.1	GCF_018917285.1	97-100	train	97.7300	strict	
GCA_900550535.1__GCA_905203655.1	GCA_900550535.1	GCA_905203655.1	97-100	train	99.1900	strict	
GCA_900550885.1__GCA_905200885.1	GCA_900550885.1	GCA_905200885.1	97-100	train	99.0200	strict	
GCA_900551255.1__GCA_905210225.1	GCA_900551255.1	GCA_905210225.1	97-100	train	100.0000	strict	
GCA_900551275.1__GCF_019127395.1	GCA_900551275.1	GCF_019127395.1	97-100	train	97.3400	strict	
GCA_900552435.1__GCA_902796665.1	GCA_900552435.1	GCA_902796665.1	97-100	train	98.0200	strict	
GCA_900553095.1__GCA_905201245.1	GCA_900553095.1	GCA_905201245.1	97-100	train	98.3700	strict	
GCA_900554355.1__GCA_900757965.1	GCA_900554355.1	GCA_900757965.1	97-100	test	99.2500	strict	
GCA_900554425.1__GCA_900752075.1	GCA_900554425.1	GCA_900752075.1	97-100	train	98.4000	low-AF	
GCA_900555935.1__GCA_900763305.1	GCA_900555935.1	GCA_900763305.1	97-100	test	98.9800	low-AF	
GCA_900638075.1__GCF_000801145.1	GCA_900638075.1	GCF_000801145.1	97-100	train	97.4500	strict	
GCA_900752295.1__GCA_905210665.1	GCA_900752295.1	GCA_905210665.1	97-100	train	99.9800	strict	
GCA_900752465.1__GCA_905210705.1	GCA_900752465.1	GCA_905210705.1	97-100	train	99.9500	strict	
GCA_900752585.1__GCA_905197195.1	GCA_900752585.1	GCA_905197195.1	97-100	train	100.0000	strict	
GCA_900752685.1__GCA_905204585.1	GCA_900752685.1	GCA_905204585.1	97-100	train	99.5400	strict	
GCA_900752915.1__GCA_905208865.1	GCA_900752915.1	GCA_905208865.1	97-100	train	99.1900	strict	
GCA_900752915.1__GCA_910585975.1	GCA_900752915.1	GCA_910585975.1	97-100	train	99.1500	strict	
GCA_900752925.1__GCA_905201885.1	GCA_900752925.1	GCA_905201885.1	97-100	train	100.0000	strict	
GCA_900753175.1__GCA_905212245.1	GCA_900753175.1	GCA_905212245.1	97-100	test	99.9800	strict	
GCA_900753385.1__GCA_905211105.1	GCA_900753385.1	GCA_905211105.1	97-100	test	99.9900	strict	
GCA_900753675.1__GCA_905212905.1	GCA_900753675.1	GCA_905212905.1	97-100	train	99.9900	strict	
GCA_900754505.1__GCA_905211625.1	GCA_900754505.1	GCA_905211625.1	97-100	train	99.9700	strict	
GCA_900754825.1__GCA_905204375.1	GCA_900754825.1	GCA_905204375.1	97-100	test	99.7900	strict	
GCA_900754975.1__GCA_905193055.1	GCA_900754975.1	GCA_905193055.1	97-100	train	97.6300	strict	
GCA_900756475.1__GCA_905198335.1	GCA_900756475.1	GCA_905198335.1	97-100	train	98.4800	strict	
GCA_900756895.1__GCA_905205525.1	GCA_900756895.1	GCA_905205525.1	97-100	train	97.6200	strict	
GCA_900757365.1__GCA_905205845.1	GCA_900757365.1	GCA_905205845.1	97-100	test	98.2300	strict	
GCA_900757645.1__GCA_905209325.1	GCA_900757645.1	GCA_905209325.1	97-100	test	98.4900	strict	
GCA_900757895.1__GCA_905199735.1	GCA_900757895.1	GCA_905199735.1	97-100	train	98.5000	strict	
GCA_900758145.1__GCA_905200175.1	GCA_900758145.1	GCA_905200175.1	97-100	test	98.4800	strict	
GCA_900758175.1__GCA_905204825.1	GCA_900758175.1	GCA_905204825.1	97-100	test	98.8300	strict	
GCA_900759135.1__GCA_904385455.1	GCA_900759135.1	GCA_904385455.1	97-100	train	98.0300	strict	
GCA_900759275.1__GCA_905206035.1	GCA_900759275.1	GCA_905206035.1	97-100	train	99.1200	strict	
GCA_900759635.1__GCA_904387045.1	GCA_900759635.1	GCA_904387045.1	97-100	train	99.0600	strict	
GCA_900761175.1__GCA_905213195.1	GCA_900761175.1	GCA_905213195.1	97-100	test	98.7500	strict	
GCA_900761245.1__GCA_905188075.1	GCA_900761245.1	GCA_905188075.1	97-100	test	98.4100	strict	
GCA_900761705.1__GCA_905197205.1	GCA_900761705.1	GCA_905197205.1	97-100	test	98.8800	strict	
GCA_900762595.1__GCA_905210395.1	GCA_900762595.1	GCA_905210395.1	97-100	train	98.9100	strict	
GCA_900762735.1__GCA_905206765.1	GCA_900762735.1	GCA_905206765.1	97-100	train	99.1700	strict	
GCA_900763325.1__GCA_905192675.1	GCA_900763325.1	GCA_905192675.1	97-100	train	98.4700	strict	
GCA_900763455.1__GCA_905211365.1	GCA_900763455.1	GCA_905211365.1	97-100	train	99.1400	strict	
GCA_900764205.1__GCA_905196695.1	GCA_900764205.1	GCA_905196695.1	97-100	test	99.6900	strict	
GCA_900764255.1__GCA_905212875.1	GCA_900764255.1	GCA_905212875.1	97-100	train	99.6900	strict	
GCA_900764985.1__GCA_905211565.1	GCA_900764985.1	GCA_905211565.1	97-100	test	97.6800	strict	
GCA_900765505.1__GCA_905213535.1	GCA_900765505.1	GCA_905213535.1	97-100	train	99.9900	strict	
GCA_900768155.1__GCA_905188115.1	GCA_900768155.1	GCA_905188115.1	97-100	train	98.7600	strict	
GCA_900768445.1__GCA_902783145.1	GCA_900768445.1	GCA_902783145.1	97-100	train	97.9900	strict	
GCA_900768895.1__GCA_905199185.1	GCA_900768895.1	GCA_905199185.1	97-100	train	98.6400	strict	
GCA_900768985.1__GCA_905212115.1	GCA_900768985.1	GCA_905212115.1	97-100	train	98.3200	strict	
GCA_902383955.1__GCF_002334685.1	GCA_902383955.1	GCF_002334685.1	97-100	train	99.4800	strict	
GCA_902383955.1__GCF_900243745.1	GCA_902383955.1	GCF_900243745.1	97-100	train	99.4900	strict	
GCA_902385445.1__GCF_003481635.1	GCA_902385445.1	GCF_003481635.1	97-100	train	99.9700	strict	
GCA_902385875.1__GCF_004802515.1	GCA_902385875.1	GCF_004802515.1	97-100	test	99.9100	strict	
GCA_902386505.1__GCF_001578645.1	GCA_902386505.1	GCF_001578645.1	97-100	train	100.0000	strict	
GCA_902386885.1__GCA_905212575.1	GCA_902386885.1	GCA_905212575.1	97-100	test	98.8200	strict	
GCA_902387155.1__GCF_004352985.1	GCA_902387155.1	GCF_004352985.1	97-100	train	99.4100	strict	
GCA_902387225.1__GCA_905194855.1	GCA_902387225.1	GCA_905194855.1	97-100	test	98.4900	strict	
GCA_902406175.1__GCF_000183605.1	GCA_902406175.1	GCF_000183605.1	97-100	train	97.9900	strict	
GCA_902406215.1__GCA_905196885.1	GCA_902406215.1	GCA_905196885.1	97-100	train	97.3500	strict	
GCA_902406395.1__GCA_905208225.1	GCA_902406395.1	GCA_905208225.1	97-100	train	99.9500	strict	
GCA_902506615.1__GCF_009735725.1	GCA_902506615.1	GCF_009735725.1	97-100	train	99.1000	strict	
GCA_902519355.1__GCA_902597475.1	GCA_902519355.1	GCA_902597475.1	97-100	test	100.0000	strict	
GCA_902519685.1__GCA_902522335.1	GCA_902519685.1	GCA_902522335.1	97-100	test	99.3000	strict	
GCA_902523575.1__GCA_902561065.1	GCA_902523575.1	GCA_902561065.1	97-100	test	99.9200	low-AF	
GCA_902523575.1__GCA_902564165.1	GCA_902523575.1	GCA_902564165.1	97-100	test	99.9400	strict	
GCA_902529525.1__GCA_902587425.1	GCA_902529525.1	GCA_902587425.1	97-100	test	98.4800	strict	
GCA_902530005.1__GCA_902561375.1	GCA_902530005.1	GCA_902561375.1	97-100	train	99.9900	strict	
GCA_902530005.1__GCA_902623925.1	GCA_902530005.1	GCA_902623925.1	97-100	train	98.9300	strict	
GCA_902535095.1__GCA_902546325.1	GCA_902535095.1	GCA_902546325.1	97-100	test	97.2500	strict	
GCA_902542605.1__GCA_902547435.1	GCA_902542605.1	GCA_902547435.1	97-100	train	99.1300	strict	
GCA_902547125.1__GCA_902618475.1	GCA_902547125.1	GCA_902618475.1	97-100	train	99.0000	strict	
GCA_902554565.1__GCA_902570835.1	GCA_902554565.1	GCA_902570835.1	97-100	train	97.2900	low-AF	
GCA_902555425.1__GCA_902558645.1	GCA_902555425.1	GCA_902558645.1	97-100	train	99.2000	strict	
GCA_902556005.1__GCA_902592035.1	GCA_902556005.1	GCA_902592035.1	97-100	train	97.5100	strict	
GCA_902557815.1__GCA_902559275.1	GCA_902557815.1	GCA_902559275.1	97-100	test	98.1400	strict	
GCA_902557815.1__GCA_902596095.1	GCA_902557815.1	GCA_902596095.1	97-100	test	97.7600	strict	
GCA_902559275.1__GCA_902596095.1	GCA_902559275.1	GCA_902596095.1	97-100	test	97.8900	strict	
GCA_902561375.1__GCA_902623925.1	GCA_902561375.1	GCA_902623925.1	97-100	train	98.8900	strict	
GCA_902569235.1__GCA_902613625.1	GCA_902569235.1	GCA_902613625.1	97-100	train	98.6200	strict	
GCA_902569815.1__GCA_902617905.1	GCA_902569815.1	GCA_902617905.1	97-100	train	99.9800	strict	
GCA_902578135.1__GCA_902593595.1	GCA_902578135.1	GCA_902593595.1	97-100	train	97.2400	strict	
GCA_902590175.1__GCA_902601145.1	GCA_902590175.1	GCA_902601145.1	97-100	train	97.1500	strict	
GCA_902591215.1__GCA_902633865.1	GCA_902591215.1	GCA_902633865.1	97-100	train	99.8800	strict	
GCA_902591435.1__GCA_902596395.1	GCA_902591435.1	GCA_902596395.1	97-100	train	99.9800	strict	
GCA_902599815.1__GCA_902614755.1	GCA_902599815.1	GCA_902614755.1	97-100	test	98.2500	low-AF	
GCA_902614175.1__GCA_902617085.1	GCA_902614175.1	GCA_902617085.1	97-100	train	99.8800	strict	
GCA_902624155.1__GCA_902630085.1	GCA_902624155.1	GCA_902630085.1	97-100	test	98.3700	strict	
GCA_902755745.1__GCA_902779515.1	GCA_902755745.1	GCA_902779515.1	97-100	test	97.3000	strict	
GCA_902755805.1__GCA_902761165.1	GCA_902755805.1	GCA_902761165.1	97-100	train	98.2700	strict	
GCA_902756215.1__GCA_902779585.1	GCA_902756215.1	GCA_902779585.1	97-100	test	98.8900	strict	
GCA_902756615.1__GCA_902793825.1	GCA_902756615.1	GCA_902793825.1	97-100	test	98.5000	strict	
GCA_902756615.1__GCA_902794885.1	GCA_902756615.1	GCA_902794885.1	97-100	test	98.4100	strict	
GCA_902756805.1__GCA_902791195.1	GCA_902756805.1	GCA_902791195.1	97-100	train	98.4600	strict	
GCA_902757215.1__GCA_902790775.1	GCA_902757215.1	GCA_902790775.1	97-100	train	99.0400	strict	
GCA_902757345.1__GCA_902794225.1	GCA_902757345.1	GCA_902794225.1	97-100	test	98.6100	strict	
GCA_902759195.1__GCA_902759335.1	GCA_902759195.1	GCA_902759335.1	97-100	train	99.3300	strict	
GCA_902759635.1__GCA_902803545.1	GCA_902759635.1	GCA_902803545.1	97-100	test	98.9700	strict	
GCA_902759815.1__GCA_902766295.1	GCA_902759815.1	GCA_902766295.1	97-100	train	98.7800	strict	
GCA_902759975.1__GCA_902782525.1	GCA_902759975.1	GCA_902782525.1	97-100	train	99.0500	strict	
GCA_902760585.1__GCA_902786025.1	GCA_902760585.1	GCA_902786025.1	97-100	test	98.3200	strict	
GCA_902760875.1__GCA_902800605.1	GCA_902760875.1	GCA_902800605.1	97-100	test	97.6500	strict	
GCA_902762005.1__GCA_902804085.1	GCA_902762005.1	GCA_902804085.1	97-100	train	98.4500	strict	
GCA_902762075.1__GCA_902784875.1	GCA_902762075.1	GCA_902784875.1	97-100	test	97.9900	strict	
GCA_902765195.1__GCA_902777035.1	GCA_902765195.1	GCA_902777035.1	97-100	train	98.6800	strict	
GCA_902765375.1__GCA_902789945.1	GCA_902765375.1	GCA_902789945.1	97-100	test	98.2700	strict	
GCA_902767165.1__GCA_902794265.1	GCA_902767165.1	GCA_902794265.1	97-100	test	98.2600	strict	
GCA_902769435.1__GCA_902796715.1	GCA_902769435.1	GCA_902796715.1	97-100	test	98.1000	strict	
GCA_902770705.1__GCA_902800995.1	GCA_902770705.1	GCA_902800995.1	97-100	test	97.4900	strict	
GCA_902773575.1__GCA_902780355.1	GCA_902773575.1	GCA_902780355.1	97-100	train	98.3500	strict	
GCA_902773775.1__GCA_902778155.1	GCA_902773775.1	GCA_902778155.1	97-100	train	97.1400	strict	
GCA_902774745.1__GCA_902802715.1	GCA_902774745.1	GCA_902802715.1	97-100	train	98.5800	strict	
GCA_902774865.1__GCA_902780355.1	GCA_902774865.1	GCA_902780355.1	97-100	train	98.3300	strict	
GCA_902775235.1__GCA_902785255.1	GCA_902775235.1	GCA_902785255.1	97-100	train	98.0000	strict	
GCA_902775235.1__GCA_905234415.1	GCA_902775235.1	GCA_905234415.1	97-100	train	97.7600	strict	
GCA_902775865.1__GCA_902776445.1	GCA_902775865.1	GCA_902776445.1	97-100	test	99.2700	strict	
GCA_902776005.1__GCA_902779955.1	GCA_902776005.1	GCA_902779955.1	97-100	train	98.7800	strict	
GCA_902776485.1__GCA_902798175.1	GCA_902776485.1	GCA_902798175.1	97-100	test	97.1300	strict	
GCA_902776905.1__GCA_902780715.1	GCA_902776905.1	GCA_902780715.1	97-100	test	98.5800	strict	
GCA_902777045.1__GCA_902794495.1	GCA_902777045.1	GCA_902794495.1	97-100	test	98.8500	strict	
GCA_902777565.1__GCA_902779155.1	GCA_902777565.1	GCA_902779155.1	97-100	train	97.3000	strict	
GCA_902777795.1__GCA_902789235.1	GCA_902777795.1	GCA_902789235.1	97-100	train	97.7600	strict	
