pairid	fastani_ani	fastani_mapped	fastani_total
GCF_006715285.1__GCF_006517815.1	86.669	1160	1471
GCA_902624345.1__GCA_902562205.1	92.0552	155	179
GCF_013337765.1__GCF_013404075.1	86.7903	1613	2145
GCA_003568315.1__GCA_003551455.1	86.1451	208	428
GCA_017649565.1__GCA_016285835.1	86.4988	696	1093
GCA_018242725.1__GCA_002420115.1	84.6954	850	1323
GCF_003324565.1__GCF_014649955.1	90.8798	2127	2822
GCF_000955955.1__GCF_900110955.1	87.1342	1898	3130
GCF_014698755.1__GCF_014697585.1	87.1538	1001	1409
GCF_014843845.1__GCF_003952525.1	85.097	1411	2401
GCF_000280055.1__GCF_000272005.1	89.6039	822	1173
GCF_004127445.1__GCF_008704495.1	86.936	1902	2730
GCA_902604575.1__GCA_902555435.1	83.432	212	271
GCF_000383575.1__GCF_000378825.1	93.3085	1445	1815
GCA_902576815.1__GCA_902574685.1	90.7931	198	325
GCA_017539065.1__GCA_017406825.1	84.0841	391	598
GCF_001500025.1__GCF_001500065.1	84.477	1288	1770
GCA_001316265.1__GCA_001315985.1	93.9952	661	737
GCF_001886715.1__GCF_001612905.1	85.2018	1464	2436
GCA_902598295.1__GCA_902550325.1	82.7726	195	389
GCF_014203395.1__GCF_900106995.1	86.6106	1472	2844
GCF_000621225.1__GCF_000026105.1	89.5067	1522	2063
GCF_000685315.1__GCA_018402285.1	83.9369	781	1318
GCF_009696325.1__GCA_900751665.1	91.1568	391	674
GCF_000718775.1__GCF_016482685.1	85.1869	1539	2793
GCF_005083845.1__GCF_005080845.1	82.1426	180	214
GCF_014650675.1__GCF_014649535.1	84.8297	1624	2930
GCA_900539885.1__GCF_010509575.1	85.0859	564	778
GCA_017467905.1__GCA_017457085.1	84.1592	403	594
GCA_001915925.1__GCA_900759015.1	91.7028	401	482
GCF_001457695.1__GCF_000470055.1	83.2744	427	588
GCF_019129285.1__GCF_000513195.1	94.8786	1501	2262
GCF_001050345.1__GCF_003612935.1	89.0126	1606	2083
GCF_900129855.1__GCF_001514065.1	85.7365	1947	3125
GCA_017554445.1__GCA_017548425.1	89.6025	1180	1514
GCF_013386825.1__GCF_012935715.1	93.7026	1968	2315
GCF_013314535.1__GCF_006384875.1	83.5708	1100	1760
GCF_003219815.1__GCF_003268655.1	84.5616	1013	1630
GCF_009727955.1__GCF_016464335.1	95.1091	1172	1394
GCF_000949865.1__GCF_010669145.1	89.6227	1307	1740
GCA_900317625.1__GCA_002478955.1	87.1768	572	751
GCF_014222285.1__GCF_000020025.1	93.4372	2011	2565
GCF_003942865.1__GCF_004127215.1	86.827	478	652
GCF_003062295.1__GCF_005937885.2	85.1817	1527	2864
GCA_903890595.1__GCA_903840385.1	93.4395	625	782
GCF_001811505.1__GCF_001072375.1	92.88	502	670
GCF_000278155.1__GCF_902825145.1	82.6519	466	600
GCF_000774145.1__GCF_004786035.1	87.818	1627	2095
GCF_004770155.1__GCF_002811955.1	86.0244	996	1393
GCF_002277815.1__GCF_000631985.1	85.5166	1346	2215
GCF_900162685.1__GCF_019056395.1	90.8871	985	1144
GCA_009887135.1__GCA_018645535.1	86.8067	323	537
GCA_902545635.1__GCA_902528135.1	84.285	221	366
GCF_009908295.1__GCF_900091595.1	88.3832	1599	2473
GCA_900314985.1__GCA_900313235.1	84.693	543	1027
GCA_003209755.1__GCA_003216575.1	86.2793	390	545
GCF_016899935.1__GCA_019117265.1	85.2469	403	690
GCA_003216715.1__GCF_000012465.1	88.1886	469	513
GCF_900102525.1__GCA_017308015.1	89.8033	1216	1751
GCF_003609835.1__GCA_017745175.1	84.9374	785	1311
GCF_001905735.1__GCF_900091955.1	85.4324	1575	2538
GCF_000271845.1__GCF_014198335.1	90.2899	1602	2665
GCA_003162475.1__GCA_003141815.1	86.4611	613	915
GCF_900113015.1__GCF_016862075.1	84.201	2219	3428
GCA_003331425.1__GCA_014384445.1	83.9402	219	403
GCF_003938605.1__GCF_014836405.1	90.17	781	1077
GCA_015058625.1__GCA_002448495.1	85.6628	428	943
GCF_014252115.1__GCF_014252015.1	86.93	201	210
GCF_001475545.1__GCF_018598555.1	85.2067	790	1111
GCF_001422735.1__GCF_000238595.1	85.1369	1047	1902
GCA_014384445.1__GCA_018657375.1	91.8091	155	337
GCF_004340965.1__GCF_003688595.1	89.5235	969	1440
GCF_018881715.1__GCF_018688095.1	81.824	390	685
GCA_017619905.1__GCA_017437745.1	85.3494	293	395
GCA_002716285.1__GCA_002699555.1	86.952	298	478
GCF_001884235.1__GCF_900094905.1	89.2647	1328	1760
GCF_900239975.1__GCF_018343815.1	92.4468	384	387
GCF_000620845.1__GCF_018617875.1	82.8506	584	937
GCF_017813355.1__GCF_018129005.1	84.3645	1184	1630
GCA_000433355.1__GCA_002438845.1	84.5737	526	924
GCF_014596475.1__GCF_014649955.1	85.0527	1705	2917
GCF_000716435.1__GCF_003963535.1	84.6878	2125	3734
GCF_900090105.1__GCF_000145235.1	89.2595	1683	2203
GCF_900109935.1__GCF_003815835.1	84.0013	983	1477
GCA_900541045.1__GCF_003459505.1	92.0356	555	695
GCA_017394445.1__GCA_016286055.1	89.4313	830	1101
GCF_007858275.1__GCF_900105495.1	83.4819	1192	2068
GCA_014239265.1__GCA_902510965.1	93.1172	202	319
GCA_902790175.1__GCA_902773515.1	94.1267	513	774
GCA_902624635.1__GCA_902527485.1	87.0102	168	309
GCF_000272105.2__GCF_000272045.2	93.764	1363	1657
GCF_005082145.1__GCF_005080845.1	82.023	183	212
GCF_016775705.1__GCF_000829375.1	83.202	1087	1604
GCF_002096895.1__GCF_002096445.1	86.9922	483	598
GCF_002086735.1__GCF_001666835.1	88.2742	1483	1979
GCA_902556065.1__GCA_902555435.1	93.3256	256	308
GCF_000722685.1__GCA_905221225.1	92.6014	504	705
GCA_004299065.1__GCF_012911965.1	85.8614	866	1182
GCA_004020315.1__GCF_004791585.1	84.742	1318	2199
GCF_002252675.1__GCF_000316515.1	92.9026	911	1071
GCF_003469205.1__GCA_018378775.1	93.2417	544	751
GCF_009495755.1__GCF_000686885.1	86.9955	656	897
GCF_000767615.3__GCF_902459685.1	83.9251	1276	1796
GCF_003751605.1__GCF_013364235.1	91.692	2154	2917
GCA_902634935.1__GCA_902601315.1	93.6333	253	332
GCF_000406945.1__GCF_001885735.1	86.2826	680	939
GCF_002161215.1__GCF_000239295.1	85.9914	665	1288
GCA_902596515.1__GCA_902523125.1	91.0924	197	363
GCF_001418415.1__GCF_014650055.1	86.6955	1484	2422
GCF_008386495.1__GCF_014203845.1	87.7934	2142	3250
GCA_013822485.1__GCF_001421665.1	86.274	806	1242
GCA_003214235.1__GCA_902574405.1	88.4333	171	367
GCF_004341085.1__GCF_001422045.1	94.3917	1255	1577
GCF_017876315.1__GCF_001420995.1	85.1313	1541	2706
GCF_003501885.1__GCF_000377965.1	91.7538	1830	2237
GCF_001905905.1__GCF_000721175.1	90.5259	1805	2432
GCF_002139855.1__GCF_002139915.1	84.452	429	546
GCA_011620785.1__GCF_000204415.1	94.8763	582	633
GCF_904067545.1__GCF_000221185.1	90.1057	565	674
GCF_009901565.1__GCF_001570525.1	93.3717	2349	2781
GCA_902620265.1__GCA_902617645.1	92.0954	145	229
GCF_013141775.1__GCF_013204885.1	85.1894	1741	2776
GCF_900581005.1__GCF_009601685.2	92.0723	1762	2139
GCF_001556045.1__GCF_016907215.1	87.5367	1715	2624
GCF_002286985.1__GCF_000336995.1	85.541	743	1154
GCA_902617515.1__GCA_902518505.1	93.5395	233	292
GCF_007830635.1__GCF_001641335.1	90.877	2244	3024
GCF_008868005.1__GCF_004794515.1	85.6228	906	1208
GCF_018128905.1__GCF_003112535.1	84.9366	1972	3265
GCF_002242805.1__GCF_001906585.1	85.2937	1674	3422
GCF_003627815.1__GCF_014649955.1	89.6427	1924	2797
GCF_001280085.1__GCF_000716595.1	87.8225	2156	3538
GCF_008710705.1__GCF_013389665.1	84.0126	769	1056
GCF_000155815.1__GCF_000154525.1	84.7998	799	1391
GCA_003972865.1__GCA_018674955.1	86.4533	523	760
GCF_000518085.1__GCF_013388295.1	83.155	456	699
GCF_017876455.1__GCA_012837295.1	87.5329	581	960
GCA_905479415.1__GCA_902510655.1	91.3253	244	408
GCA_900557595.1__GCA_900555265.1	93.8004	106	118
GCF_003458705.1__GCF_000146185.1	95.2291	742	856
GCF_900112135.1__GCF_000786695.1	83.7432	1196	1789
GCF_001515305.1__GCF_009856625.1	89.122	1178	1398
GCF_013111185.1__GCF_013032025.1	83.0231	973	1531
GCF_016741855.1__GCF_014647875.1	85.1711	1831	3065
GCA_016214285.1__GCA_003522725.1	84.2181	363	555
GCF_018499575.1__GCF_000223335.1	91.928	504	570
GCF_001658025.2__GCF_000410515.1	85.2291	1308	1805
GCF_900411395.1__GCA_905221155.1	92.6033	501	720
GCF_002564465.1__GCF_001712755.1	93.9965	1395	1622
GCF_000812965.1__GCF_903166585.1	86.3874	1520	2087
GCF_007003975.1__GCF_016836705.1	93.6232	1751	2137
GCF_010731715.1__GCF_010727605.1	83.152	1425	2070
GCF_007830315.1__GCF_000013325.1	83.3606	870	1477
GCF_902459745.1__GCF_902459655.1	84.9316	1289	1894
GCF_002573625.1__GCF_002763915.1	85.7717	588	945
GCA_001915925.1__GCA_900754085.1	84.5709	299	482
GCF_011290365.1__GCA_002360945.1	93.0368	1377	1647
GCF_000721265.1__GCF_017813245.1	94.054	1787	2355
GCF_002382885.1__GCF_010550605.1	84.8453	1306	2619
GCA_900545805.1__GCA_004558025.1	88.7382	459	532
GCF_008632955.1__GCF_014648855.1	85.2744	1718	2447
GCF_001905825.1__GCF_014654895.1	86.343	1916	3050
GCF_003384795.1__GCF_001905845.1	85.1545	1776	3353
GCA_017530735.1__GCA_902798685.1	88.262	524	689
GCF_003752655.1__GCF_003032475.1	84.7729	2004	3343
GCF_003051085.1__GCA_002155105.1	90.6407	802	1006
GCA_902561015.1__GCA_902541315.1	90.0984	163	259
GCF_015565955.1__GCA_001898325.1	85.4508	787	1098
GCA_902628835.1__GCA_902597795.1	89.1026	266	478
GCF_006715785.1__GCF_000718775.1	87.5792	1778	3045
GCF_002113595.1__GCF_014851685.1	84.065	1260	2043
GCF_003312425.1__GCF_900099915.1	85.6266	859	1206
GCF_004402535.1__GCF_002929505.1	85.2273	788	1219
GCA_013100825.1__GCA_013099195.1	93.4861	251	297
GCF_001050345.1__GCF_003352875.1	83.743	1253	2083
GCF_004353325.1__GCF_001347015.1	86.6683	449	636
GCF_000716435.1__GCF_017948485.1	85.1059	2247	3734
GCF_900155585.1__GCF_900088125.1	92.161	509	605
GCF_003367175.1__GCF_002879885.1	83.8956	1345	2433
GCF_013364355.1__GCF_006970445.1	88.4864	1271	1506
GCA_902601895.1__GCA_902540545.1	90.8699	176	362
GCF_001884185.1__GCF_001884135.1	90.3015	1442	1881
GCA_008080565.1__GCA_002840785.1	88.2916	918	1656
GCF_003946395.1__GCF_001434395.1	84.3394	599	877
GCF_003063245.1__GCF_013177675.1	83.9714	565	779
GCA_902591695.1__GCA_902556505.1	91.4643	198	273
GCA_016219185.1__GCA_903909505.1	87.5421	1124	2070
GCF_000756615.1__GCF_000520735.1	87.3605	1036	2017
GCA_003280025.1__GCA_902583265.1	83.1026	261	555
GCF_003362805.1__GCF_001273955.1	83.6047	1124	1492
GCF_900129615.1__GCF_001742145.1	88.9295	1277	1573
GCA_011526085.1__GCA_017302135.1	83.942	983	1385
GCA_015067315.1__GCA_017399765.1	85.7904	445	624
GCF_003416985.1__GCF_019219065.1	84.4409	1373	2408
GCF_900199455.1__GCF_900115245.1	84.5718	1505	2783
GCF_000425165.1__GCF_000972145.1	90.1992	1353	1535
GCF_002933465.1__GCF_015354405.1	91.8383	1721	2310
GCA_015257485.1__GCA_013333375.2	89.4312	143	209
GCF_001954135.1__GCF_010727325.1	84.7924	1341	1890
GCF_016919385.1__GCF_009932475.1	83.7155	1051	1420
GCF_001945445.1__GCF_900100535.1	86.0915	1300	1771
GCF_018403325.1__GCA_002439285.1	85.3485	947	1848
GCA_902609185.1__GCA_902526165.1	94.573	201	273
GCF_004917065.1__GCF_016458235.1	83.6381	1104	1598
GCA_902617625.1__GCA_902520335.1	90.1741	262	328
GCF_014596565.1__GCF_004006335.1	84.2183	1294	2045
GCF_015350795.1__GCF_001592125.1	84.7589	753	1044
GCA_003331195.1__GCA_905182465.1	91.2569	430	531
GCF_006442795.1__GCF_003952425.1	86.8544	1470	2007
GCF_900102145.1__GCF_001535545.1	89.7278	562	771
GCF_003671715.1__GCF_000721235.1	89.0973	1860	2617
GCF_014838745.1__GCF_014838735.1	93.0564	529	610
GCF_003732665.1__GCF_019141525.1	84.2212	1345	2325
GCF_016741875.1__GCF_000147815.2	85.6776	2019	3206
GCA_011525625.1__GCA_014055495.1	87.7986	1060	1516
GCA_902632545.1__GCA_902556065.1	82.6301	176	328
GCF_002245895.1__GCF_001894805.1	83.3989	1356	2263
GCF_001281525.1__GCF_016925635.1	84.7523	987	1614
GCF_003331055.1__GCF_002356095.1	89.1636	1398	1672
GCA_003212615.1__GCA_902519235.1	89.971	177	315
GCF_003755065.1__GCF_003752025.1	89.6083	1047	1276
GCA_001871815.1__GCA_003485765.1	91.3254	219	342
GCA_003278845.1__GCA_902583265.1	91.5006	257	445
GCF_018343795.1__GCF_013377295.1	87.8668	483	767
GCA_016781885.1__GCA_902806055.1	85.0713	396	609
GCF_002933465.1__GCF_000308535.1	91.5933	1666	2310
GCF_007671725.1__GCF_001261915.1	90.2617	701	1059
GCF_001423495.1__GCF_001304695.1	86.5486	1134	1714
GCF_001514195.1__GCF_000376565.1	84.9742	2104	3275
GCA_000218705.1__GCA_902624785.1	90.6181	288	523
GCF_016804005.1__GCA_000720535.1	86.1499	1642	2759
GCF_012102745.1__GCF_001611975.1	93.0189	724	776
GCA_902611405.1__GCA_902591695.1	90.2031	207	382
GCF_900083545.1__GCF_015553985.1	85.6163	736	1265
GCF_017161265.1__GCF_000775995.1	90.7098	698	907
GCF_003384795.1__GCF_019049245.1	85.889	2036	3353
GCF_008727775.1__GCF_004564355.1	90.9356	1068	1216
GCF_001636695.1__GCF_000523515.1	86.3155	1315	1979
GCF_013839555.1__GCF_001612905.1	95.213	1445	1718
GCA_018364485.1__GCA_015264885.1	93.8962	282	495
GCF_006715085.1__GCF_004365355.1	85.8953	2006	2500
GCF_002799245.1__GCF_001676385.1	90.3653	1129	1575
GCA_900313675.1__GCA_902781185.1	85.6565	431	761
GCF_005490985.1__GCF_014646995.1	85.4695	876	1177
GCA_002392275.1__GCA_902783155.1	91.2661	561	640
GCF_002284575.1__GCF_900099905.1	92.6916	1760	2346
GCF_010365285.1__GCF_010119935.1	84.1311	1516	2507
GCF_003002025.1__GCF_001931485.1	84.7556	1423	2871
GCF_004770045.1__GCF_016919165.1	83.271	994	1331
GCA_001916035.1__GCA_900754285.1	85.7638	316	521
GCA_009693175.1__GCA_903914945.1	81.8983	218	376
GCF_004011865.1__GCF_004328705.1	83.4121	1085	1797
GCF_005887115.1__GCF_001482385.1	83.6636	1268	1824
GCF_013337765.1__GCA_900078375.1	90.742	1619	2145
GCF_017526105.1__GCF_001611795.1	84.6368	1757	2924
GCA_003213955.1__GCA_003281365.1	81.3853	333	538
GCF_009707325.1__GCF_009834565.1	91.6409	1657	1770
GCA_010672525.1__GCA_010672585.1	94.3267	2577	3218
GCA_902613855.1__GCA_902539035.1	91.0534	208	392
GCF_002920615.1__GCF_000720135.1	90.5378	2095	3129
GCF_003363715.1__GCF_014287585.1	83.3743	1082	1634
GCA_017935645.1__GCA_904502265.1	84.9197	356	687
GCF_000420945.1__GCA_017433805.1	84.2271	760	1298
GCA_902629285.1__GCA_902591845.1	85.7867	164	421
GCF_001482285.1__GCF_001368915.1	93.1729	1032	1298
GCA_003212625.1__GCA_003216595.1	84.5338	214	328
GCA_015494055.1__GCF_014201675.1	87.2486	506	584
GCF_001667505.1__GCF_000328565.1	83.386	1431	2229
GCF_005081945.1__GCF_001700895.1	81.7245	182	217
GCA_003130815.1__GCA_002167525.1	90.5874	416	608
GCF_013004645.1__GCF_009832905.1	84.6262	1056	1508
GCF_003013475.1__GCF_013284355.1	92.9315	1788	2105
GCA_910586535.1__GCA_910584715.1	88.3898	677	966
GCF_900102005.1__GCF_001644225.1	86.7263	811	974
GCA_900550175.1__GCA_900757715.1	85.831	365	508
GCA_003170315.1__GCA_003155915.1	83.4794	536	767
GCA_007279945.1__GCA_903921405.1	83.2391	272	414
GCF_000971395.1__GCF_000971215.1	85.6328	749	1045
GCF_009208555.1__GCF_900451145.1	92.6616	1836	2096
GCF_004348995.1__GCF_004348345.1	85.0246	1753	2995
GCF_904831005.1__GCF_003367705.1	84.3708	847	1241
GCA_902635335.1__GCA_902552755.1	89.126	150	250
GCF_001494635.1__GCA_000752675.2	91.5213	635	816
GCA_900544995.1__GCA_008668235.1	94.5534	491	614
GCF_001277255.1__GCA_000027065.2	88.1248	1285	1499
GCA_003216635.1__GCA_003278895.1	92.8573	333	528
GCF_001039005.1__GCF_001522585.2	91.8779	1926	2877
GCF_014041915.1__GCF_008831505.1	83.9546	678	871
GCF_015223105.1__GCA_002483315.1	87.4734	673	935
GCA_015061245.1__GCA_017936285.1	86.0477	415	722
GCF_007896895.1__GCF_001280015.1	86.8845	1739	2669
GCF_003667505.1__GCF_900091585.1	84.1038	1214	2018
GCA_002728335.1__GCA_902609025.1	83.5201	191	328
GCF_003863365.1__GCF_008520305.1	84.4356	1397	2396
GCF_000955725.1__GCF_000166775.1	88.4634	706	944
GCF_001692445.1__GCF_015142735.1	89.3588	1105	1499
GCF_011516885.1__GCF_000964225.1	84.5953	656	1000
GCF_013410355.1__GCF_000421565.1	86.0595	944	1301
GCF_005844325.1__GCA_905215755.1	94.9173	544	700
GCF_002204185.1__GCF_017357245.1	89.8472	1657	2063
GCF_013372625.1__GCF_001552195.1	91.7035	1777	2335
GCF_000833605.1__GCF_001187595.1	94.1768	776	911
GCF_000159035.1__GCF_013184985.2	87.0051	677	883
GCF_000341065.1__GCA_002529455.1	89.5998	1489	1902
GCA_902586885.1__GCA_902567635.1	93.3893	300	577
GCF_014207905.1__GCF_017352115.1	83.4327	1135	1824
GCA_003280515.1__GCA_003280935.1	93.5198	323	457
GCF_018613195.1__GCF_018613235.1	92.5022	1208	1518
GCF_001189235.2__GCA_001238275.1	91.6089	2212	2739
GCF_000717915.1__GCF_008704935.1	93.7194	2033	2334
GCF_015689195.1__GCF_019056595.1	89.1721	1340	1665
GCF_004342125.1__GCF_018613605.1	86.1019	1267	1958
GCA_018715295.1__GCA_002314265.1	94.0681	402	447
GCA_902543575.1__GCA_902519255.1	93.7934	259	378
GCF_003606265.1__GCF_002327185.1	85.2069	775	1134
GCA_014804355.1__GCA_014804365.1	93.7401	858	1222
GCF_003344345.1__GCA_018224395.1	89.1818	392	578
GCA_002700095.1__GCF_017353515.1	84.2414	1150	1824
GCF_003591655.1__GCA_016463275.1	93.3185	712	1638
GCA_003279585.1__GCA_003280265.1	86.9215	255	490
GCF_003732425.1__GCF_014236655.1	84.4878	1207	2108
GCA_004283175.1__GCF_001467695.1	84.0503	905	1356
GCA_900552935.1__GCA_900544655.1	93.622	281	462
GCA_902628635.1__GCA_902626575.1	93.9229	216	315
GCA_905214525.1__GCA_900764955.1	93.7536	176	757
GCF_018688155.1__GCF_018687675.1	88.784	570	678
GCF_014170305.1__GCF_002902905.1	85.5388	1425	2082
GCF_004785795.1__GCF_004137255.1	85.4732	1020	1665
GCF_900098745.1__GCF_004102025.1	85.2559	921	1220
GCA_902527545.1__GCA_902518505.1	93.4439	309	415
GCF_000701385.1__GCF_007833635.1	81.1313	299	458
GCA_000432135.1__GCA_902796245.1	89.9235	410	768
GCF_006442965.1__GCF_000185905.1	84.3063	1386	2084
GCA_003280885.1__GCA_003279115.1	91.2069	262	347
GCF_900157385.1__GCF_009741445.1	83.9108	1276	2005
GCA_905210085.1__GCA_900768265.1	92.0375	502	612
GCF_012516395.1__GCF_001277295.1	90.6165	1328	1739
GCF_002949795.1__GCA_015206945.1	91.4277	1729	2444
GCA_902599625.1__GCA_902599605.1	91.9821	266	353
GCA_005801025.1__GCA_009694465.1	91.7397	253	404
GCA_004020645.1__GCF_000359125.1	87.4492	1426	2477
GCF_002109325.1__GCF_002101375.1	85.2742	832	1127
GCF_900474295.1__GCF_900473935.1	94.1584	768	881
GCF_004745075.1__GCF_012844365.1	85.7546	1018	1316
GCF_003675385.1__GCF_003208075.1	84.928	1702	2434
GCF_014650815.1__GCF_000414115.1	89.7911	2085	3071
GCF_007341385.1__GCF_015351595.1	83.207	1037	1569
GCF_003751445.1__GCA_000720535.1	84.4481	1624	2945
GCF_009709555.1__GCF_002754715.1	85.67	1822	2731
GCA_902555435.1__GCA_902537905.1	94.6595	188	419
GCA_900550055.1__GCF_000236865.1	93.3465	525	643
GCF_016616425.1__GCF_015624505.1	87.3312	1606	2381
GCA_012519355.1__GCA_012728125.1	85.0752	412	579
GCF_003287975.1__GCF_019084045.1	86.2153	1053	1503
GCF_000746095.1__GCF_000974685.2	83.7071	563	800
GCF_001695835.1__GCF_013283665.1	87.3414	1595	2040
GCF_012396365.1__GCF_000092985.1	94.5942	1901	2353
GCA_002050295.1__GCA_013285425.1	82.7096	845	1245
GCF_000758665.1__GCF_000758605.1	91.3766	2074	2718
GCF_014845115.1__GCF_003111705.1	87.0141	1181	1563
GCF_900236475.1__GCF_001514125.1	84.9429	1737	2994
GCF_002096435.1__GCA_018364455.1	86.5439	440	657
GCF_003732425.1__GCF_004011755.1	91.9053	1860	2108
GCF_001579045.1__GCF_016127915.1	86.4886	453	717
GCA_009923995.1__GCF_001865675.1	91.33	1730	1983
GCF_001419705.1__GCA_014650015.1	87.0921	1406	2033
GCA_003611875.1__GCA_910586205.1	87.3469	985	1756
GCA_003278875.1__GCA_003281625.1	92.3779	341	444
GCA_902616145.1__GCA_902583585.1	84.4508	198	338
GCF_900157365.1__GCF_002356315.1	84.1277	1327	2081
GCF_001553035.1__GCA_900766305.1	93.2531	482	590
GCF_009469585.1__GCA_017983615.1	84.3867	684	1204
GCA_004297665.1__GCA_016234975.1	88.3102	191	308
GCF_004114425.1__GCF_900114915.1	89.0101	1935	2647
GCF_002846275.1__GCF_003030345.1	92.5833	2153	2690
GCF_002760245.1__GCF_000294495.1	94.096	514	715
GCF_008638365.1__GCA_002529455.1	88.8966	1505	1948
GCF_000710615.1__GCF_900156425.1	91.9602	1029	1304
GCF_900108565.1__GCF_001500025.1	83.9505	1289	1995
GCF_016894265.1__GCF_016127015.1	94.1932	718	811
GCF_002111585.1__GCF_000688695.1	93.6261	1105	1191
GCF_018130955.1__GCF_008932115.1	85.5627	1598	2683
GCF_900112425.1__GCF_000184745.1	88.1062	1703	2897
GCF_000718305.1__GCA_000720555.1	91.448	2160	2797
GCA_902619375.1__GCA_902575725.1	93.4499	145	355
GCF_900108565.1__GCF_001499905.1	83.4855	1196	1995
GCF_001280125.1__GCA_007858575.1	94.1143	1889	2473
GCF_003942865.1__GCF_002096845.1	92.3394	510	652
GCF_014201875.1__GCF_014647055.1	84.9139	1001	1881
GCA_002685315.1__GCA_002497245.1	82.5124	221	316
GCF_000986795.1__GCA_019113295.1	89.7963	687	854
GCA_005862225.1__GCA_903843305.1	82.5966	512	826
GCA_003279845.1__GCF_001180305.1	89.5299	359	482
GCF_016031625.1__GCF_000617845.2	92.5574	1893	2591
GCA_002729755.1__GCA_902586435.1	83.3393	217	354
GCA_002863145.1__GCA_002683345.1	90.7958	433	616
GCF_004762045.1__GCF_001954135.1	85.2026	1410	2200
GCF_002113375.1__GCF_016651305.1	85.3908	1355	1986
GCA_900544425.1__GCA_900754385.1	93.7096	310	534
GCF_017357425.1__GCF_014648735.1	84.179	1087	1706
GCF_002929275.1__GCF_001428005.1	90.7231	1174	1527
GCF_002878485.1__GCF_002843605.1	83.5555	1266	2052
GCA_017621295.1__GCA_905215935.1	90.8704	276	538
GCF_000278725.1__GCA_902373435.1	85.1494	462	744
GCF_003205205.1__GCF_015354575.1	86.0625	1291	1848
GCF_002022445.1__GCF_000518185.1	88.7932	444	542
GCA_009927565.1__GCA_014190055.1	85.4993	198	314
GCF_001905595.1__GCA_003268675.1	91.4232	1951	2457
GCF_000714435.1__GCF_018618475.1	89.9818	827	998
GCA_902596355.1__GCA_902587755.1	89.1703	258	338
GCF_002096335.1__GCF_016127915.1	91.3226	523	648
GCF_003386735.1__GCF_000380605.1	84.708	924	1629
GCF_013141915.1__GCF_900094595.1	92.5594	1710	2302
GCF_000708595.2__GCF_900182645.1	83.7247	1093	1528
GCA_900471605.1__GCF_003425685.1	84.6602	1414	2330
GCA_003283875.1__GCA_902514865.1	92.2703	162	415
GCF_003467445.1__GCF_018616375.1	91.248	816	919
GCA_009838385.1__GCA_009839725.1	87.3472	440	525
GCF_012927325.1__GCF_900156575.1	87.9721	1209	1602
GCF_001665875.1__GCF_001667145.1	88.7975	1404	1729
GCF_900103455.1__GCF_003122365.1	88.9757	1746	2655
GCF_900078685.2__GCF_000455125.1	89.7843	1152	1595
GCF_002237655.1__GCF_019049245.1	85.5176	1903	2714
GCF_001663775.1__GCF_006517235.1	83.9084	977	1551
GCF_000717745.1__GCF_000720485.1	95.0299	2267	2624
GCF_000427685.1__GCF_003342675.1	87.6176	866	1262
GCA_016125555.1__GCA_903934325.1	84.5234	736	1013
GCA_009702045.1__GCA_903919215.1	93.2335	834	1186
GCF_000023225.1__GCA_002412965.1	84.5433	891	1314
GCF_002608075.1__GCF_014698115.1	87.4488	1996	2933
GCF_000968015.1__GCF_900105115.1	87.0073	1540	2230
GCA_004020315.1__GCF_003952365.1	91.3321	1606	2199
GCA_016782225.1__GCA_016782315.1	93.5714	602	814
GCF_017301635.1__GCF_000331735.1	93.6613	3131	3455
GCA_017455665.1__GCA_902762495.1	89.7724	591	773
GCA_017431685.1__GCA_902779185.1	83.4096	467	875
GCA_017521345.1__GCA_017502545.1	89.7489	343	523
GCF_001070715.1__GCA_905221365.1	86.3817	409	640
GCF_002013465.1__GCA_000069185.1	83.8528	1265	1585
GCA_002842695.1__GCA_002842655.1	84.2561	475	785
GCF_002001045.1__GCF_001428385.1	84.6004	813	1320
GCF_008704205.1__GCF_007990755.1	87.2872	2215	3307
GCF_002096445.1__GCF_000148525.1	86.6242	460	658
GCF_003011965.1__GCF_003391135.1	85.5827	1624	2506
GCF_003386735.1__GCF_015278355.1	85.127	1008	1629
GCF_004769555.1__GCF_002811765.1	90.806	1225	1434
GCF_009795715.1__GCF_002356295.1	84.522	1168	1669
GCA_902620465.1__GCA_902539145.1	92.3512	136	318
GCF_001427825.1__GCF_014202075.1	84.882	662	923
GCA_902591415.1__GCA_902575095.1	85.228	183	281
GCF_900215245.1__GCF_013359595.1	83.3861	1190	2170
GCA_012960505.1__GCA_902591645.1	88.2298	567	1309
GCA_902634305.1__GCA_902560685.1	87.1724	229	357
GCF_900106855.1__GCA_905332515.2	88.3857	613	759
GCF_014698795.1__GCF_002813575.1	90.1676	2071	2938
GCF_001838165.1__GCF_009730335.1	91.9556	679	771
GCF_009863025.1__GCF_019104725.1	85.0721	1218	1874
GCF_000718135.1__GCF_002082585.1	92.1552	1999	2597
GCF_013372185.1__GCF_001017575.1	92.6632	460	504
GCF_001636945.1__GCA_014649295.1	87.6964	1862	2966
GCF_002198095.1__GCF_001485435.1	86.8192	1006	1472
GCA_003281405.1__GCF_000760115.1	93.7165	455	503
GCF_000369645.1__GCF_000369525.1	87.7352	1059	1346
GCA_900549345.1__GCA_900546825.1	94.5016	491	609
GCF_002928115.1__GCF_000368085.1	88.5242	1033	1280
GCA_014804565.1__GCA_014804615.1	90.0193	822	988
