pairid	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCF_000722995.1__GCF_004348755.1	929	474	3896134	2134269	0.5477914773978513
GCF_001620335.1__GCF_004348755.1	1134	451	3418730	1248983	0.3653353730771368
GCF_000196475.1__GCF_002204205.1	1121	450	3208586	1322056	0.412036953349544
GCA_903826105.1__GCA_903882455.1	901	370	1248404	517597	0.4146069701795252
GCA_903826105.1__GCA_903888405.1	886	432	1298066	677689	0.5220759190981044
GCA_903826105.1__GCA_903884295.1	89	40	3552880	1742121	0.4903405124856455
GCF_001653095.1__GCF_017152025.1	100	33	89075	26170	0.2937973617737861
GCA_018896365.1__GCA_018898755.1	78	30	55448	23409	0.4221793392006925
GCA_018896365.1__GCA_018900475.1	220	104	801763	369535	0.4609030349367581
GCA_018898755.1__GCA_018900475.1	58	31	36744	20715	0.5637655127367733
GCF_002302615.1__GCF_018332555.1	39	18	47425	25555	0.5388508170795994
GCA_905371935.1__GCF_002302515.1	13	7	8747	6286	0.7186463930490454
GCA_905371935.1__GCF_000173675.1	44	30	44505	31645	0.7110437029547242
GCF_002185265.2__GCF_014164835.1	878	529	3128359	1896640	0.6062731291389512
GCA_016742985.1__GCF_009834305.1	324	147	4470151	2003945	0.4482946996645079
GCF_003386805.1__GCF_014164835.1	850	286	3445871	1137508	0.3301075402996804
GCA_002471415.1__GCA_018659765.1	620	309	1947752	911827	0.4681432749138494
GCA_002471415.1__GCA_018661815.1	605	288	1947139	892573	0.4584023020441786
GCA_018659765.1__GCA_018661815.1	212	97	3184949	1574291	0.4942908034006196
GCF_001422895.1__GCF_008040095.1	1145	582	1278892	654839	0.5120362000856992
GCF_001422215.1__GCF_009660015.1	1146	565	1239022	618621	0.4992816915276726
GCF_008039465.1__GCF_008039485.1	1358	652	1533147	708304	0.4619935335620133
GCA_003551145.1__GCA_003566065.1	58	28	28936	13835	0.4781241360243295
GCA_003556265.1__GCA_003568265.1	489	243	575784	293404	0.509573034332319
GCA_003551145.1__GCA_003838035.1	643	313	1075289	545978	0.5077500095323211
GCF_002920875.1__GCF_004310055.1	423	219	457157	240697	0.5265083986464169
GCF_001672575.1__GCF_010722915.1	671	270	778366	313526	0.4028002250869128
GCF_000010045.1__GCF_000378805.1	574	402	4049550	2976660	0.7350594510501167
GCF_000378805.1__GCF_000384015.1	913	859	2643624	2502359	0.9465638835174744
GCA_012842225.1__GCF_000378805.1	984	504	2403580	1159904	0.4825734945373152
GCF_003053525.1__GCF_900217725.1	151	71	3516488	1983362	0.5640178496272418
GCF_000506525.2__GCF_003053525.1	639	283	969286	452979	0.4673326551709196
GCF_900102155.1__GCF_900217725.1	638	304	952411	432531	0.4541432217813528
GCA_002774215.1__GCA_003524495.1	284	145	388279	193328	0.4979100080097043
GCA_002323755.1__GCA_003524495.1	282	122	387698	159197	0.4106211535783006
GCA_002323755.1__GCA_002789095.1	335	176	527665	277705	0.5262903546757887
GCF_000746075.1__GCF_001729285.1	765	329	2644174	1134398	0.4290179088063039
GCA_017886845.1__GCA_900759215.1	145	82	133859	83502	0.6238056462397
GCA_900759215.1__GCA_904382625.1	143	80	143399	85927	0.5992161730556002
GCF_002368135.1__GCF_002893245.1	837	401	2972685	1347345	0.4532417662819976
GCA_002321935.1__GCF_012583295.1	411	230	3438664	2119670	0.6164225408472593
GCF_002368135.1__GCF_002893155.1	823	423	2947911	1590699	0.5396021114613025
GCA_002377405.1__GCA_002725355.1	107	35	269877	95106	0.3524049844929356
GCA_002470885.1__GCA_902570085.1	308	164	1134885	549634	0.4843081017019345
GCA_002377405.1__GCA_002730515.1	172	96	856443	492589	0.5751567821793161
GCA_900538935.1__GCA_903789455.1	737	414	1058773	581352	0.5490808700259641
GCA_902760375.1__GCA_902803615.1	276	143	285710	153068	0.5357460361905428
GCA_900538935.1__GCA_902762045.1	408	211	1371846	774475	0.5645495194066973
GCF_004022445.1__GCF_017565345.1	798	415	1711852	958268	0.5597843738827889
GCF_000291725.1__GCF_902143345.1	794	420	3654330	1960000	0.5363500285962133
GCF_002921285.1__GCF_016950155.1	821	486	3867645	2180485	0.5637758894624507
GCF_001984525.1__GCF_014946865.1	722	388	3513165	1882744	0.5359110659476569
GCA_001316165.1__GCF_012027455.1	208	112	250164	133633	0.5341815768855631
GCA_001315905.1__GCF_900109425.1	227	110	302359	146420	0.4842587784719489
GCA_001316165.1__GCA_015521065.1	198	108	244073	116500	0.4773162127724082
GCA_007125655.1__GCA_007130975.1	140	69	132084	60684	0.4594349050604161
GCA_007122625.1__GCA_007133815.1	105	49	108616	54486	0.5016388009133093
GCA_007122625.1__GCA_007125655.1	120	58	122126	53240	0.4359432061968786
GCF_000215525.1__GCF_000689615.1	19	7	10262	4317	0.4206782303644514
GCF_000215525.1__GCF_900078505.1	19	6	10181	3591	0.352715843237403
GCF_008274665.1__GCF_900078505.1	20	13	10743	7709	0.7175835427720376
GCA_017516405.1__GCA_902797865.1	219	115	247786	124596	0.5028371255841735
GCA_902797865.1__GCA_904502255.1	39	18	26949	10054	0.3730750677205091
GCA_015062425.1__GCA_905206785.1	35	17	27512	10577	0.3844504216341959
GCA_002396275.1__GCA_902755465.1	232	121	317141	162687	0.5129800309641452
GCA_002392865.1__GCA_905233235.1	165	88	176500	98829	0.5599376770538244
GCA_002396275.1__GCA_905233235.1	103	42	94080	38151	0.4055165816326531
GCA_903867425.1__GCA_903894415.1	252	54	2045460	357919	0.1749821556031406
GCA_903867425.1__GCA_903933865.1	532	270	1606529	815247	0.5074586266416604
GCF_004793685.1__GCF_009806145.1	573	326	766946	457986	0.5971554711805003
GCF_004793685.1__GCF_014636415.1	573	246	767036	343905	0.4483557486219682
GCF_009806145.1__GCF_014636415.1	12	6	3008274	859879	0.2858379921509809
GCA_003670495.1__GCA_003670555.1	236	110	1219853	619058	0.5074857380356486
GCA_003670495.1__GCA_014191295.1	399	200	1475857	788652	0.5343688446780414
GCA_003670555.1__GCA_014191295.1	376	172	1192971	538348	0.4512666276045268
GCA_012966345.1__GCA_015660025.1	314	147	737063	328850	0.4461626753751036
GCA_012966345.1__GCA_015664155.1	258	128	1618114	939947	0.5808904687803208
GCA_012959425.1__GCA_015664155.1	314	184	1282997	783608	0.6107637040460734
GCF_900773915.1__GCF_900773955.1	371	103	1738505	472709	0.2719054590006931
GCF_900773915.1__GCF_900774285.1	387	143	1727802	577457	0.3342148000754716
GCF_900773955.1__GCF_900774285.1	228	124	1907873	831732	0.4359472564473631
GCF_012570535.1__GCF_012570965.1	36	0	453191	0	0.0
GCF_000835925.1__GCF_902506715.1	838	443	3080347	1673477	0.5432754816259338
GCF_004167485.1__GCF_902506715.1	139	76	4467759	2730713	0.6112041853645195
GCF_000835925.1__GCF_017154235.1	828	355	3087457	1273232	0.4123885773955718
GCA_001898665.1__GCA_017307555.1	766	375	3540872	1801968	0.5089051510475385
GCA_001898665.1__GCF_900116825.1	779	371	2823875	1424074	0.5042978177150192
GCA_017307555.1__GCF_900116825.1	662	347	3013138	1593378	0.5288101640216943
GCA_001430845.1__GCA_002322595.1	126	55	102718	45193	0.4399715726552308
GCA_001430845.1__GCA_003500185.1	72	41	1179690	617474	0.5234205596385492
GCA_002322595.1__GCA_003500185.1	129	78	96616	61093	0.6323279788026828
GCA_013330185.1__GCA_016777245.1	46	20	44078	24455	0.5548119243159852
GCA_002505415.1__GCA_902625045.1	112	64	132067	77676	0.5881560117213233
GCA_002702035.1__GCA_002714545.1	180	100	514458	298165	0.5795711214520913
GCA_900762505.1__GCA_905200235.1	41	27	33967	24079	0.7088939264580328
GCA_016775295.1__GCA_900765645.1	82	33	93639	48332	0.5161524578434199
GCA_900756585.1__GCA_902804095.1	205	88	292227	105979	0.362659850048079
GCA_002731975.1__GCA_902525525.1	67	26	63537	24077	0.3789445519933267
GCA_003136035.1__GCA_019237345.1	13	6	7538	2669	0.3540726983284691
GCA_019237345.1__GCA_019245125.1	48	30	21652	14914	0.6888047293552558
GCA_019237345.1__GCA_019240515.1	50	19	29823	7684	0.2576534889179492
GCA_002416265.1__GCF_009914665.1	24	13	21161	6941	0.3280090732952129
GCA_900551215.1__GCA_905204125.1	65	22	1834478	697662	0.3803054601908553
GCA_900551215.1__GCA_900765515.1	80	43	88153	48535	0.5505768379975724
GCA_900765515.1__GCA_905204125.1	89	48	99968	63184	0.6320422535211268
GCA_009838585.1__GCA_009838905.1	173	102	128008	74198	0.5796356477720143
GCA_009838585.1__GCA_009843225.1	755	393	4489902	2362147	0.5261021287324311
GCA_009838905.1__GCA_009843225.1	198	98	158756	70453	0.4437816523469979
GCF_014534785.1__GCF_014640455.1	754	361	2312649	1118388	0.4835960839712381
GCA_002366955.1__GCA_017961745.1	197	92	178508	84764	0.4748470656777287
GCA_016288405.1__GCA_017961745.1	277	136	1694716	785110	0.4632693619461904
GCA_016288405.1__GCA_017394775.1	183	76	196042	76158	0.3884779792085369
GCA_902646095.1__GCA_902646375.1	327	176	1004390	482925	0.4808142255498362
GCA_902646555.1__GCF_018555315.1	192	108	331604	188502	0.5684551452937842
GCA_902646095.1__GCA_902646575.1	198	88	316488	129044	0.4077374181643537
GCF_000817245.1__GCF_004421255.1	62	20	52714	18095	0.3432674431839739
GCF_000817245.1__GCF_004421175.1	247	116	2015158	892137	0.4427131768327843
GCF_004421195.1__GCF_017310525.1	43	20	25886	6468	0.2498647917793401
GCF_000217835.1__GCF_000786015.1	48	22	39917	26748	0.6700904376581407
GCF_008974225.1__GCF_009936615.1	565	266	915577	457402	0.4995778618292071
GCF_000526655.1__GCF_009936615.1	53	30	45289	28406	0.6272163218441564
GCA_003452475.1__GCA_905181605.1	461	227	1635189	819877	0.501395863108179
GCF_004762015.1__GCF_011440285.1	916	438	1350653	648883	0.4804216923221582
GCA_017519125.1__GCA_902780715.1	301	175	2139037	1309807	0.6123348964978166
GCA_002353875.1__GCA_902780715.1	238	101	1384970	624519	0.4509260128378232
GCF_001619695.1__GCF_004134915.1	678	369	1937583	1101462	0.5684721635150597
GCA_018658945.1__GCA_902564875.1	12	5	2928	698	0.2383879781420765
GCA_018658945.1__GCA_902565755.1	11	8	2841	2027	0.7134811686026047
GCA_018654015.1__GCA_018658945.1	235	115	1706591	891312	0.5222762806085348
GCA_017852475.1__GCA_018680275.1	14	6	6298	1282	0.2035566846617973
GCA_017851615.1__GCA_017852475.1	268	140	2552337	1436078	0.5626521889546717
GCA_013043505.1__GCA_018680145.1	578	226	3792500	1497893	0.3949618984838497
GCA_018645285.1__GCA_018659985.1	90	54	1671358	979306	0.5859343120983057
GCA_018646945.1__GCA_018674125.1	149	71	190160	91240	0.4798064787547328
GCA_018646945.1__GCA_018661055.1	179	79	229111	92510	0.4037780813666738
GCA_003488745.1__GCA_003516325.1	884	424	1143831	546742	0.4779919411171755
GCF_017168095.1__GCF_018612855.1	2061	995	2951180	1421223	0.4815778773236468
GCF_003789105.1__GCF_008033455.1	1329	606	1450364	668934	0.4612180114784978
GCF_002355295.1__GCF_003233695.1	1028	556	1022222	552165	0.5401615304698979
GCA_002437005.1__GCA_900754135.1	22	9	17733	8756	0.4937686798624034
GCA_002437005.1__GCA_905198625.1	29	15	25670	15593	0.6074405921308921
GCA_002298615.1__GCA_004558005.1	78	41	81041	41803	0.5158253229846621
GCA_003331795.1__GCA_012269695.1	289	136	1263744	634351	0.5019616314696648
GCA_002171075.2__GCA_002450305.1	213	111	217834	125330	0.5753463646630003
GCA_002171075.2__GCA_003331795.1	206	112	273957	155846	0.5688702971634234
GCF_001429705.1__GCF_012845865.1	633	325	1805716	888515	0.4920568904523192
GCA_004213355.1__GCA_018647225.1	90	39	166597	82334	0.4942105800224494
GCA_004213355.1__GCA_902604955.1	41	18	807601	255580	0.3164681569240256
GCA_018647225.1__GCA_902604955.1	66	21	130787	34499	0.2637800393005421
GCA_900078725.1__GCA_900078755.1	39	17	22292	4569	0.2049614211376278
GCA_900078725.1__GCA_900078765.1	40	15	23167	14422	0.6225234169292528
GCA_900078755.1__GCA_900078765.1	317	181	2224570	1310783	0.5892298286859933
GCA_001983535.1__GCA_002007285.1	780	388	1179562	613031	0.5197107061773777
GCA_900765005.1__GCA_904419805.1	128	64	127742	61218	0.4792315761456686
GCA_014847735.1__GCA_902385245.1	496	258	2008358	1052054	0.5238378814932397
GCA_902385245.1__GCA_904377795.1	54	18	44961	14445	0.321278441315807
GCA_003158775.1__GCA_003171435.1	1370	706	2231618	1137100	0.5095406113411883
GCA_003155895.1__GCA_003158775.1	1770	814	2453806	1145444	0.466802999096098
GCA_003155895.1__GCA_003157735.1	1766	849	2448366	1177368	0.48087908425456
GCF_002555445.1__GCF_002566505.1	1126	570	3293172	1742819	0.5292219780807076
GCF_002156925.1__GCF_002555445.1	1082	552	3311519	1722694	0.520212627498136
GCA_018364605.1__GCF_014287825.1	291	151	398150	197733	0.4966294110259952
GCA_018365735.1__GCF_001010885.1	142	55	156470	66449	0.424675656675401
GCF_003703925.1__GCF_900454465.1	624	91	4178955	541316	0.1295338188614139
GCF_003703925.1__GCF_009915685.1	902	493	1097266	555620	0.506367644673215
GCF_001517385.1__GCF_900454465.1	586	287	3743617	1918808	0.512554569551319
GCA_902756615.1__GCA_902761895.1	154	73	152779	71487	0.4679111658015826
GCA_000438435.1__GCA_902756245.1	40	13	29822	10558	0.354033934679096
GCA_017627355.1__GCA_902782155.1	118	54	132729	51266	0.3862456584469106
GCA_009886795.1__GCA_902542575.1	217	117	1187194	662616	0.5581362439500199
GCA_016780855.1__GCA_902542575.1	148	70	1145863	502931	0.4389102362149751
GCA_002378545.1__GCA_016780855.1	344	175	2290717	1419763	0.6197897863420055
GCA_012727845.1__GCA_012838025.1	92	43	97185	49515	0.509492205587282
GCA_002398775.1__GCA_012838025.1	85	39	102530	56466	0.5507266166000195
GCA_012513135.1__GCA_012838025.1	93	44	121407	53212	0.4382943322872651
GCA_002385345.1__GCA_012032385.1	2215	1049	2689828	1255849	0.4668882173878776
GCA_002385315.1__GCA_012033295.1	2217	1113	2670209	1315484	0.4926520733021273
GCA_002385315.1__GCA_002385345.1	947	446	7887647	3632289	0.4605034936274405
GCA_002785085.1__GCA_002787895.1	49	27	47404	27447	0.5790017720023627
GCA_000990725.1__GCA_002787905.1	8	6	4717	3585	0.7600169599321602
GCA_002785085.1__GCA_002787905.1	82	36	606620	261648	0.4313210906333454
GCA_017411825.1__GCA_018716885.1	55	25	48458	17815	0.3676379545173139
GCA_017505365.1__GCA_902756645.1	36	17	31861	16854	0.5289852798091711
GCA_015062485.1__GCA_902785395.1	27	11	23161	6898	0.2978282457579552
GCA_014866525.1__GCA_014866585.1	483	258	2500068	1327507	0.5309883571166865
GCA_014866525.1__GCA_017482445.1	98	49	94989	43554	0.4585162492499131
GCA_014866585.1__GCA_017482445.1	99	47	95490	44161	0.462467274060111
GCA_016648035.1__GCF_000531755.1	674	344	1059723	542584	0.5120054957757829
GCF_002632595.1__GCF_014467265.1	667	367	1502269	822028	0.5471909491575743
GCF_000531755.1__GCF_002632765.1	847	372	2231587	993047	0.4449958706516931
GCA_003214715.1__GCA_003278005.1	124	49	757486	206238	0.2722664181252194
GCA_003279505.1__GCA_003282515.1	156	90	592432	367955	0.6210923785345829
GCA_003278005.1__GCA_003279505.1	138	65	589818	282055	0.4782068366852147
GCA_002359335.1__GCF_014642795.1	64	28	62767	21988	0.3503114694027116
GCA_002388485.1__GCA_011049985.1	598	218	1310827	503256	0.3839225160909868
GCA_003506255.1__GCF_001642775.1	68	30	91174	26217	0.2875490819751244
GCA_014303495.1__GCA_015665395.1	140	62	165320	66811	0.4041313815630293
GCA_002433125.1__GCF_013394615.1	204	111	209794	108954	0.5193380172931542
GCA_018679435.1__GCF_014284085.1	84	37	96683	28224	0.2919230888574
GCA_018663925.1__GCA_902530535.1	10	6	4023	3042	0.756152125279642
GCA_002731465.1__GCA_902604505.1	23	13	9137	6287	0.6880814271642771
GCA_002689165.1__GCA_905478385.1	8	3	1829	252	0.1377802077638053
GCA_002706145.1__GCA_017643635.1	83	52	68900	40533	0.5882873730043542
GCA_002337615.1__GCA_002359345.1	534	258	3525060	1679672	0.476494584489342
GCA_002359345.1__GCA_017643635.1	177	101	182431	110738	0.607013062472935
GCA_011524325.1__GCF_004801455.1	233	127	250291	129813	0.5186482933864981
GCF_007678955.1__GCF_903166545.1	303	165	341387	210553	0.616757521522495
GCA_011524325.1__GCF_001654695.1	271	148	312549	155687	0.4981202947377851
GCA_002281975.1__GCA_014237225.1	700	312	1489565	672567	0.4515190676472661
GCA_002282235.1__GCA_017304295.1	501	222	546479	256519	0.4694032158600787
GCA_002280425.1__GCA_018831045.1	655	323	1944403	930825	0.4787202035791963
GCA_004563445.1__GCA_016296925.1	226	115	1776731	973898	0.5481403769056767
GCA_004553695.1__GCA_905210495.1	134	49	1726517	547670	0.3172108933766652
GCA_016296925.1__GCA_905210495.1	143	77	220774	107137	0.4852790636578583
GCA_017510745.1__GCA_902803005.1	457	239	472086	260374	0.5515393381714349
GCA_902759715.1__GCA_902803005.1	850	450	1900796	982857	0.517076530043203
GCA_017510745.1__GCA_902759715.1	378	166	402697	178391	0.4429906356392026
GCA_001823945.1__GCA_001824055.1	9	3	1922	302	0.1571279916753382
GCA_001823795.1__GCA_001823945.1	4	3	847	769	0.9079102715466352
GCA_001824055.1__GCA_002791515.1	3	0	422	0	0.0
GCF_003416965.1__GCF_009857635.1	829	394	6092340	2794322	0.4586615323504597
GCF_009380165.1__GCF_009674525.1	1630	686	3512046	1522382	0.4334743907112834
GCF_009380165.1__GCF_009857635.1	1232	641	5164822	2828777	0.5477007726500546
GCA_910588385.1__GCF_010206345.1	465	281	2255215	1494959	0.662889790995537
GCA_017889225.1__GCA_910588385.1	300	158	437767	234412	0.5354720661904621
GCA_017889225.1__GCF_010206345.1	278	125	409380	177769	0.4342395818066344
GCA_002397715.1__GCA_002397995.1	51	22	41967	20584	0.4904806157218767
GCA_012519235.1__GCA_018434465.1	114	44	148611	53653	0.3610298026391048
GCA_002397715.1__GCA_018434465.1	85	25	92702	22600	0.2437919354490733
GCA_017400105.1__GCA_017400245.1	108	60	96144	52455	0.5455878681977034
GCA_017400105.1__GCA_017418745.1	693	357	1718634	908344	0.5285267252946235
GCA_017400245.1__GCA_017418745.1	97	60	81118	47160	0.5813752804556326
GCA_000307585.2__GCF_002250075.1	474	19	1263549	13125	0.0103874087985507
GCA_000307585.2__GCF_002701205.1	490	234	1294498	647123	0.4999026649712861
GCF_002250075.1__GCF_002701205.1	192	95	2425816	1303267	0.5372489092330168
GCA_016652895.1__GCF_014852035.1	1376	755	5031091	2587720	0.5143456955956471
GCF_014852425.1__GCF_017873015.1	1413	620	3100016	1401210	0.4520008928986173
GCA_013421725.1__GCA_900473575.1	1143	719	5115508	3103333	0.6066519688758184
GCA_009937485.1__GCA_013867285.1	232	112	1166902	570863	0.4892124617148655
GCA_009937485.1__GCA_011772925.1	215	108	455623	214484	0.4707488427932743
GCA_011772925.1__GCA_013867285.1	236	99	481315	176523	0.3667515036930077
GCF_001681635.1__GCF_002796795.1	138	71	138821	74108	0.5338385402784881
GCF_001682005.1__GCF_002796795.1	141	64	135166	57403	0.424685201899886
GCF_001681635.1__GCF_001682005.1	237	102	4228402	2005730	0.4743470464728755
GCA_007118715.1__GCA_007132665.1	30	15	16756	8602	0.5133683456672237
GCA_003562935.1__GCA_007126725.1	41	22	34078	21476	0.6302013028933623
GCA_003562935.1__GCA_007126935.1	34	18	25393	12880	0.5072264009766471
GCA_902760255.1__GCA_902801085.1	85	39	64521	30866	0.4783868817904248
GCA_902760095.1__GCA_902801085.1	122	61	91977	46141	0.5016580232014526
GCA_902760095.1__GCA_902760255.1	180	77	151376	66034	0.4362250290666948
GCF_002393445.1__GCF_013386425.1	491	155	4198258	1195882	0.2848519552633497
GCF_900177785.1__GCF_900446735.1	695	459	3333323	2348581	0.704576484187101
GCA_003551885.1__GCA_007134975.1	640	303	1643021	798698	0.486115515261217
GCA_003551885.1__GCA_007121875.1	455	221	1694960	846623	0.4994943833482796
GCA_003550735.1__GCA_007121875.1	574	272	1454739	711264	0.4889289418926694
GCF_900198635.1__GCF_900638485.1	40	15	39822	14140	0.3550801064738084
GCF_900198475.1__GCF_900198635.1	40	25	39634	24477	0.6175758187414846
GCF_900198475.1__GCF_900638485.1	30	16	1361486	776513	0.570342258385323
GCA_002433045.1__GCA_002480655.1	184	86	5103242	2457979	0.4816504880622945
GCA_002433045.1__GCA_003667185.1	97	42	84544	32141	0.3801689061317184
GCA_002480655.1__GCA_003667185.1	110	36	133246	43979	0.3300586884409288
GCA_013329685.1__GCF_902827225.1	257	116	360963	165604	0.4587838642741776
GCA_002453905.1__GCF_007680755.1	875	382	3077132	1320710	0.4292016072108703
GCF_000518585.1__GCF_009498615.1	777	306	1154443	436819	0.378380742921045
GCA_900471955.1__GCF_013320855.1	770	316	1938618	854973	0.4410219032320963
GCA_016302115.1__GCA_017384485.1	53	23	45675	20973	0.4591789819376026
GCA_016302115.1__GCA_018379115.1	372	148	1486565	616679	0.4148348709945411
GCA_014869255.1__GCA_018379115.1	239	134	1927773	1127513	0.5848785100735409
GCA_900609015.1__GCF_900113405.1	427	217	476958	249899	0.5239434080149615
GCA_002365365.1__GCA_012966235.1	407	224	941865	539743	0.5730577099690508
GCA_012966235.1__GCA_015663465.1	393	194	1480366	721157	0.4871477729156168
GCA_002434865.1__GCA_015663465.1	408	207	1224330	629791	0.5143964454027917
GCA_000508445.1__GCA_900759275.1	578	298	1319076	663458	0.5029717772137466
GCA_000508445.1__GCA_900066685.1	485	270	1935130	1216313	0.6285433020003824
GCA_900066685.1__GCA_900540355.1	694	338	1895046	923647	0.4874008335417715
GCA_017856655.1__GCA_903862535.1	289	133	312681	142562	0.4559343228402109
GCA_903891765.1__GCA_903926065.1	333	179	401265	230262	0.5738402302717656
GCA_002290595.1__GCA_903862535.1	291	147	312764	147870	0.4727845915770357
GCA_900545595.1__GCA_905206265.1	367	143	865095	369982	0.4276778850877649
GCA_017887185.1__GCA_904384875.1	352	175	1852114	935481	0.5050882397087868
GCA_015057105.1__GCA_905206265.1	74	40	65279	43065	0.6597067969791204
GCA_903846975.1__GCA_903858425.1	95	52	92946	54925	0.59093452111979
GCA_903907545.1__GCA_903912215.1	630	312	2293243	1127086	0.4914812778235887
GCA_903858425.1__GCA_903912215.1	105	58	115645	58110	0.5024860564659086
GCA_002282675.1__GCA_018971885.1	555	322	594984	334722	0.5625731112097132
GCA_002282785.1__GCA_018971885.1	584	296	619313	326496	0.5271906128242101
GCA_014846195.1__GCA_905199945.1	103	45	108342	41198	0.3802588100644256
GCA_900761245.1__GCA_905188075.1	104	61	1042483	699669	0.6711562682556934
GCA_014846195.1__GCA_905203225.1	90	44	91714	44941	0.4900124299452646
GCA_001793985.1__GCA_001794375.1	11	3	3404	535	0.1571680376028202
GCA_001794095.1__GCA_001794285.1	12	3	3197	870	0.272130121989365
GCA_001793985.1__GCA_001794285.1	23	4	650386	118679	0.1824747150153908
GCA_900538435.1__GCA_905210765.1	102	35	2234126	812038	0.3634700997168467
GCA_900538435.1__GCA_900767895.1	212	61	321811	85641	0.2661220405766117
GCA_017620755.1__GCA_900767895.1	198	86	266000	114079	0.4288684210526315
GCA_003518825.1__GCA_015493945.1	82	40	96992	50124	0.5167848894754207
GCF_000723565.1__GCF_002079945.1	34	16	1904900	1097316	0.5760491364376082
GCF_000723565.1__GCF_009725845.1	132	106	183079	152193	0.8312968718422102
GCF_002079945.1__GCF_009725845.1	134	35	191974	69639	0.3627522477002094
GCA_013911185.1__GCF_002251225.2	259	122	310354	133600	0.4304761659266515
GCA_011525565.1__GCA_905373635.1	180	105	235581	155183	0.6587246000314118
GCA_011525565.1__GCF_900610365.1	183	57	245735	65379	0.2660548965348851
GCA_905373635.1__GCF_900610365.1	121	74	1698488	1115181	0.6565727870906359
GCA_900556725.1__GCA_902387225.1	533	258	1845076	931955	0.5051038548005611
GCA_900556725.1__GCA_905194855.1	656	324	1731041	851707	0.4920201196852067
GCA_902387225.1__GCA_905194855.1	406	205	2322378	1077670	0.4640372928093532
GCA_003153255.1__GCA_003164555.1	895	499	1410533	780335	0.5532199530248495
GCA_003135235.1__GCA_003168845.1	828	388	1612580	784205	0.4863045554329087
GCA_003135235.1__GCA_003161155.1	764	391	1912774	1017602	0.5320032580953108
GCA_016706355.1__GCA_016719985.1	98	74	3866791	2763098	0.7145713331804072
GCA_002352275.1__GCA_002396565.1	216	94	191231	87305	0.4565420878414065
GCA_002344305.1__GCA_016706355.1	936	517	1343662	719550	0.5355141397166847
GCA_007693695.1__GCF_000583815.1	511	261	2516517	1345694	0.5347446490526391
GCA_009923645.1__GCA_016714245.1	5	1	3353	2561	0.7637936176558306
GCA_009923645.1__GCA_018057345.1	3	2	3160	2731	0.864240506329114
GCA_016714245.1__GCA_018057345.1	653	306	2701312	1275867	0.4723138238011751
GCA_018825885.1__GCA_018902925.1	494	260	557089	287003	0.5151833908047009
GCA_018825805.1__GCA_903869445.1	248	126	254259	132177	0.5198518046558824
GCA_001797945.1__GCA_003141375.1	436	243	566735	329735	0.5818151340573636
GCA_900299435.1__GCA_903861215.1	7	2	5565	2543	0.45696316262354
GCA_900299435.1__GCA_903867005.1	6	4	4946	3751	0.758390618681763
GCA_903861215.1__GCA_903867005.1	89	39	747367	313243	0.4191287546814349
GCA_017388165.1__GCA_905199415.1	63	39	66154	38368	0.5799800465580313
GCA_017388165.1__GCA_900756145.1	87	32	108953	45894	0.4212275017668169
GCA_016282445.1__GCA_905199415.1	69	49	69578	51418	0.7389979591250108
GCA_002440075.1__GCA_002451815.1	216	119	1860311	1198232	0.644103055886892
GCA_002406215.1__GCA_016303285.1	13	6	6308	4885	0.7744134432466709
GCA_002406215.1__GCA_002440075.1	24	15	20123	11668	0.5798340207722507
GCA_003563515.1__GCA_003564325.1	475	235	429056	210509	0.4906329243735083
GCA_017523905.1__GCA_017530825.1	41	16	42664	24159	0.566261953872117
GCA_017400865.1__GCA_017530825.1	24	10	17614	5431	0.3083342795503577
GCA_016285635.1__GCA_017400865.1	18	9	10193	4242	0.4161679584028254
GCA_903885475.1__GCA_903926755.1	216	97	239816	102841	0.4288329385862494
GCA_903872105.1__GCA_903894165.1	250	112	312851	129821	0.414961115674874
GCA_903885475.1__GCA_903894165.1	813	374	3608728	1597053	0.4425528884415783
GCA_000740805.1__GCA_000740865.1	413	198	1107748	435256	0.3929196893156205
GCA_000740805.1__GCA_002403265.1	457	215	981318	472345	0.4813373442655693
GCA_000740865.1__GCA_002403265.1	411	205	942769	447381	0.4745393622403791
GCA_002284945.1__GCF_002284975.1	137	74	3596629	2065497	0.574286922559986
GCA_002284945.1__GCF_012972705.2	380	180	489924	250539	0.5113833982413599
GCF_002284975.1__GCF_012972705.2	379	176	487174	205709	0.4222495453369843
GCA_003514585.1__GCA_012839405.1	645	320	1616358	789194	0.4882544584801139
GCA_003514585.1__GCF_001717745.1	669	292	1685122	762403	0.4524319307444802
GCA_003514585.1__GCA_012521435.1	176	87	215176	102714	0.4773487749563148
GCA_016780675.1__GCA_905479355.1	272	153	533243	304286	0.570632900947598
GCA_902516155.1__GCA_902592035.1	248	125	1315592	689590	0.5241670669934144
GCA_012269685.1__GCA_016780675.1	61	33	86709	39218	0.4522944561694864
GCF_004684045.1__GCF_005863195.1	345	99	763378	258532	0.3386683923298811
GCF_005863195.1__GCF_012396665.1	51	27	68543	45510	0.6639627678975242
GCF_004684045.1__GCF_016760265.1	52	27	66008	46702	0.7075203005696279
GCA_903834585.1__GCA_903858985.1	419	220	400434	220856	0.5515415773885335
GCA_903834585.1__GCA_903888925.1	415	209	400201	214960	0.5371300921287053
