pairid	band	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCA_017937515.1__GCA_905193115.1	97-100	528	274	2154829	1122194	0.5207809993275568
GCA_017948655.1__GCF_003596305.1	97-100	325	193	5427348	3231983	0.5954994962548928
GCA_017962885.1__GCA_902785225.1	97-100	222	123	1705620	1049120	0.61509597682954
GCA_017984815.1__GCA_017993395.1	97-100	147	72	3400243	1554917	0.4572958462086386
GCA_017985345.1__GCA_018053265.1	97-100	188	100	1079477	578285	0.5357084958734647
GCA_017985345.1__GCA_018060405.1	97-100	181	92	1076928	560424	0.5203913353538955
GCA_017985755.1__GCA_017985895.1	97-100	195	97	2664787	1416170	0.5314383476052683
GCA_017987155.1__GCA_017990255.1	97-100	520	266	3292299	1579882	0.47987196788627035
GCA_017987295.1__GCA_018060035.1	97-100	234	118	976965	504533	0.5164289406478226
GCA_017988395.1__GCA_018063545.1	97-100	646	314	2219695	1013824	0.45674022782409296
GCA_017988415.1__GCA_018059845.1	97-100	328	164	1810876	840931	0.46437801373478915
GCA_017988525.1__GCA_018059655.1	97-100	349	191	1436097	784732	0.5464338411681106
GCA_017991735.1__GCA_018057325.1	97-100	61	41	552054	385686	0.6986381767001054
GCA_017992035.1__GCA_905199485.1	97-100	116	49	880928	432449	0.4909016400886338
GCA_017992275.1__GCA_018052725.1	97-100	86	35	2102883	1054656	0.5015286157147116
GCA_017993015.1__GCA_018436145.1	97-100	162	84	1466214	734481	0.5009371074072407
GCA_017994995.1__GCA_018056865.1	97-100	233	102	1774089	750348	0.4229483413740799
GCA_017996575.1__GCA_018055745.1	97-100	431	222	2495223	1326002	0.5314162301325372
GCA_018000135.1__GCA_018435005.1	97-100	86	50	4387229	2294512	0.522998001699934
GCA_018000175.1__GCA_018002605.1	97-100	120	71	2559754	1504659	0.587813907117637
GCA_018000275.1__GCA_018434105.1	97-100	213	104	3391651	1806955	0.5327656058951821
GCA_018003635.1__GCA_018004195.1	97-100	256	128	3231554	1761682	0.5451501042532478
GCA_018053565.1__GCA_018064065.1	97-100	244	136	1201612	692851	0.5766012656331662
GCA_018054145.1__GCA_018058725.1	97-100	430	212	1769487	852132	0.4815700821763596
GCA_018054245.1__GCA_902387235.1	97-100	372	177	1707801	839725	0.4916995598433307
GCA_018056365.1__GCA_018432205.1	97-100	229	105	2087931	910697	0.43617198077905833
GCA_018056365.1__GCA_018435925.1	97-100	512	249	1639606	779001	0.47511475317850754
GCA_018056495.1__GCA_018059745.1	97-100	159	85	2325955	1190242	0.5117218518844947
GCA_018063715.1__GCF_003478795.1	97-100	276	127	1161182	560600	0.4827839219002706
GCA_018222465.1__GCF_008274645.2	97-100	632	306	5447228	2674651	0.4910113914820529
GCA_018223325.1__GCF_017309175.1	97-100	177	87	4550146	2375910	0.5221612669131935
GCA_018241295.1__GCA_018241375.1	97-100	438	203	2982227	1328560	0.44549257987403373
GCA_018265765.1__GCA_018368125.1	97-100	479	264	3381367	1802772	0.5331488714475536
GCA_018363815.1__GCF_000364325.1	97-100	42	13	1587723	542742	0.3418367057729843
GCA_018364715.1__GCF_904384175.1	97-100	183	89	2857446	1342277	0.46974710983164686
GCA_018365095.1__GCA_905197755.1	97-100	405	206	2462292	1170216	0.47525476263578814
GCA_018365975.1__GCA_900549115.1	97-100	194	99	2375377	998014	0.42014972781162735
GCA_018368295.1__GCF_003477825.1	97-100	304	179	1954770	1039921	0.5319914874895768
GCA_018369305.1__GCA_018711955.1	97-100	554	263	2212238	1107706	0.500717373085536
GCA_018369305.1__GCA_900759065.1	97-100	455	199	2264237	1005684	0.4441602182103729
GCA_018370255.1__GCA_900554245.1	97-100	266	131	1140586	562825	0.4934524884576875
GCA_018371775.1__GCA_900762625.1	97-100	193	93	1497687	591012	0.39461649864090426
GCA_018371815.1__GCA_905210625.1	97-100	91	30	1417347	541776	0.382246549363
GCA_018372095.1__GCA_905198425.1	97-100	204	98	2082938	928732	0.4458759694239579
GCA_018372155.1__GCF_003864435.1	97-100	415	206	6727968	3260633	0.48463860113484486
GCA_018372155.1__GCF_009725145.1	97-100	507	276	6485000	3774683	0.5820636854279105
GCA_018373895.1__GCF_002847745.1	97-100	67	34	1885333	1269341	0.6732715122474385
GCA_018374675.1__GCA_905212535.1	97-100	369	179	2096422	1100453	0.524919601110845
GCA_018375095.1__GCF_000154305.1	97-100	231	133	2891421	2051671	0.7095718679500495
GCA_018375635.1__GCF_003477535.1	97-100	378	167	2955099	1283007	0.4341671801858415
GCA_018376195.1__GCF_018785765.1	97-100	211	123	2913024	1732359	0.594694379448985
GCA_018377655.1__GCA_905213635.1	97-100	455	218	1778685	844835	0.474977300646264
GCA_018378215.1__GCA_018714405.1	97-100	217	139	1604665	1019202	0.6351493925523396
GCA_018380565.1__GCF_015549525.1	97-100	174	66	1597017	732376	0.4585899837008623
GCA_018380875.1__GCF_003011855.2	97-100	365	188	2582685	1431915	0.5544288211686675
GCA_018380915.1__GCA_905371925.1	97-100	195	106	2906363	1600711	0.5507608650399142
GCA_018380915.1__GCF_001005065.1	97-100	224	104	2772123	1310935	0.4728992905437457
GCA_018381555.1__GCA_905200965.1	97-100	529	273	2213879	1209476	0.5463153135288785
GCA_018381625.1__GCF_017566165.1	97-100	174	88	3043115	1513295	0.49728485449941917
GCA_018382175.1__GCA_905204885.1	97-100	325	125	1792794	758390	0.4230212729404494
GCA_018383065.1__GCA_900757895.1	97-100	310	148	1770983	822046	0.46417498078750613
GCA_018383065.1__GCA_905199735.1	97-100	47	18	1895718	956989	0.5048161171651058
GCA_018383155.1__GCF_000417525.1	97-100	277	143	2148721	929530	0.43259687972519467
GCA_018384355.1__GCF_002251535.1	97-100	239	127	2230803	1237325	0.5546545347123883
GCA_018399735.1__GCF_001687065.1	97-100	112	88	1950219	1738645	0.8915126967791822
GCA_018401165.1__GCF_002890855.1	97-100	148	68	3353042	1442991	0.4303527960580273
GCA_018432345.1__GCA_018435645.1	97-100	818	415	1950310	996353	0.5108690413318908
GCA_018433005.1__GCA_018434505.1	97-100	146	58	2014604	720019	0.35739976690208103
GCA_018607465.1__GCA_905478815.1	97-100	260	134	2172749	1177388	0.541888639691009
GCA_018609085.1__GCA_905181845.1	97-100	114	52	1902062	970042	0.5099949423310071
GCA_018619875.1__GCA_018619955.1	97-100	309	132	4104455	1761311	0.42912177134357665
GCA_018619875.1__GCA_019100325.1	97-100	495	229	4102131	2076764	0.5062646707284579
GCA_018645285.1__GCA_018659985.1	97-100	90	54	1671358	979306	0.5859343120983057
GCA_018645665.1__GCA_018668235.1	97-100	81	41	668297	335634	0.5022228141080987
GCA_018645665.1__GCA_018675015.1	97-100	60	34	668795	425512	0.6362368139713963
GCA_018647415.1__GCA_018655425.1	97-100	26	15	1010899	431946	0.4272889774349366
GCA_018647545.1__GCA_018648725.1	97-100	70	37	1264645	634201	0.5014853970877202
GCA_018647825.1__GCA_018661435.1	97-100	406	200	3925355	1865373	0.47521128662248385
GCA_018647825.1__GCA_018700775.1	97-100	338	156	4234965	1644677	0.38835669244019727
GCA_018648355.1__GCA_018666605.1	97-100	593	310	12936017	6983255	0.5398303821029301
GCA_018648355.1__GCA_018694235.1	97-100	643	331	12968221	6754015	0.5208127622131054
GCA_018648725.1__GCA_018674115.1	97-100	33	16	1382452	585106	0.42323784116916896
GCA_018648885.1__GCA_018676775.1	97-100	317	158	2552931	1198444	0.469438461125663
GCA_018649045.1__GCA_018660475.1	97-100	612	295	3603542	1885164	0.5231419531116884
GCA_018649545.1__GCA_018652985.1	97-100	103	55	1204273	650080	0.5398111557761405
GCA_018650665.1__GCA_018652185.1	97-100	13	2	926836	207306	0.22367063860273015
GCA_018652545.1__GCA_018673875.1	97-100	442	239	1395576	734219	0.5261046334989997
GCA_018653505.1__GCA_018697795.1	97-100	98	40	2047409	1013783	0.49515411918185376
GCA_018654015.1__GCA_018658945.1	97-100	235	115	1706591	891312	0.5222762806085348
GCA_018655835.1__GCA_018669755.1	97-100	116	58	1165677	597418	0.5125073240700468
GCA_018656145.1__GCA_018698755.1	97-100	208	103	2377866	1161497	0.4884619234220936
GCA_018657695.1__GCA_018662995.1	97-100	370	203	1258829	635855	0.5051162628125028
GCA_018658165.1__GCA_018673355.1	97-100	823	414	2371447	1167629	0.4923698484511777
GCA_018659665.1__GCA_018668035.1	97-100	403	205	2510799	1204219	0.47961585136842894
GCA_018660325.1__GCA_018670185.1	97-100	75	42	626239	322307	0.5146709163753774
GCA_018660975.1__GCA_018667435.1	97-100	345	154	1014946	437891	0.4314426580330382
GCA_018661435.1__GCA_018700775.1	97-100	462	214	3876920	1779257	0.45893570153627106
GCA_018662125.1__GCA_018672215.1	97-100	552	295	2553977	1414135	0.5536991914962429
GCA_018662385.1__GCA_018665965.1	97-100	155	79	1065661	578662	0.5430075793333903
GCA_018663445.1__GCA_018694655.1	97-100	150	76	1889409	899910	0.47629179283045653
GCA_018663585.1__GCA_018666895.1	97-100	510	258	1475054	750763	0.508973230810533
GCA_018663585.1__GCA_018667475.1	97-100	495	240	1691300	794565	0.4697954236386212
GCA_018664225.1__GCA_018670175.1	97-100	146	58	1329210	416573	0.31339893621023013
GCA_018664285.1__GCA_018666415.1	97-100	317	159	1081614	574767	0.5313975225912386
GCA_018665205.1__GCA_018676175.1	97-100	1100	550	2907841	1422071	0.48904702836227976
GCA_018665205.1__GCA_018703045.1	97-100	1082	514	3330583	1503464	0.4514116597604684
GCA_018665305.1__GCA_018693955.1	97-100	151	65	1509234	664101	0.44002520483901103
GCA_018666605.1__GCA_018694235.1	97-100	683	291	14024657	6135198	0.4374579713428999
GCA_018666895.1__GCA_018667475.1	97-100	498	249	1695606	846891	0.49946213919979054
GCA_018670915.1__GCA_905480535.1	97-100	153	67	3433944	1660565	0.483573698348022
GCA_018672975.1__GCA_018674555.1	97-100	897	458	2650009	1421305	0.5363396879029467
GCA_018675295.1__GCA_018703335.1	97-100	166	93	1632470	921868	0.5647074678248298
GCA_018675555.1__GCA_018703045.1	97-100	1096	531	3284340	1515646	0.4614765828142032
GCA_018676015.1__GCA_018692055.1	97-100	218	115	1767719	966488	0.5467430060999514
GCA_018676715.1__GCA_018692875.1	97-100	468	234	2329353	1119571	0.4806360392778596
GCA_018678535.1__GCA_018679365.1	97-100	414	217	3169242	1497473	0.47250194210476826
GCA_018678765.1__GCA_018679365.1	97-100	293	138	3325111	1589723	0.47809621994574014
GCA_018692055.1__GCA_018697545.1	97-100	202	104	1731481	791572	0.4571647046661211
GCA_018692235.1__GCA_018696855.1	97-100	450	209	2984530	1397995	0.46841378709545556
GCA_018692895.1__GCA_018694985.1	97-100	217	105	1792501	879516	0.49066416141469377
GCA_018696255.1__GCA_018700315.1	97-100	818	411	3135979	1519255	0.4844595579243356
GCA_018701335.1__GCA_018702605.1	97-100	901	436	2548068	1236547	0.48528806923520096
GCA_018712515.1__GCA_905192975.1	97-100	337	156	1795325	836926	0.4661696350242992
GCA_018713505.1__GCF_904378995.1	97-100	141	68	1490875	691093	0.46354858723903747
GCA_018713965.1__GCA_905213845.1	97-100	353	185	1515211	823932	0.5437737714417332
GCA_018714945.1__GCA_904420165.1	97-100	338	158	1410615	676704	0.47972267415276315
GCA_018714945.1__GCA_905210585.1	97-100	245	102	1759686	739698	0.4203579502252106
GCA_018715145.1__GCA_904397225.1	97-100	146	69	1136782	476991	0.41959760094723525
GCA_018716545.1__GCA_900753255.1	97-100	568	283	1844196	883530	0.4790868215742795
GCA_018716545.1__GCA_904419555.1	97-100	385	190	1881977	975678	0.5184324781865028
GCA_018725105.1__GCA_018725155.1	97-100	464	237	1316047	664925	0.5052441136220819
GCA_018813465.1__GCA_018825445.1	97-100	133	42	766273	237930	0.3105029147575342
GCA_018813665.1__GCA_018817785.1	97-100	208	100	1068618	541249	0.5064943693630465
GCA_018814065.1__GCA_018823785.1	97-100	194	69	729845	242510	0.3322760312121067
GCA_018814585.1__GCA_018817105.1	97-100	39	15	1723608	422220	0.24496289179442193
GCA_018814585.1__GCA_018825025.1	97-100	29	10	1777428	403121	0.22680018543648464
GCA_018815865.1__GCA_018824105.1	97-100	372	176	3644555	1788573	0.4907520945629851
GCA_018817105.1__GCA_018825025.1	97-100	36	14	1707722	667731	0.3910068500610755
GCA_018819945.1__GCA_018822225.1	97-100	161	48	1399463	413155	0.2952239537594063
GCA_018820225.1__GCA_018820785.1	97-100	429	132	2239732	632566	0.28242932636583307
GCA_018820845.1__GCA_018828805.1	97-100	57	21	805570	291450	0.3617935126680487
GCA_018821125.1__GCA_018827545.1	97-100	223	111	3509337	1655516	0.4717460876513142
GCA_018822025.1__GCA_903929545.1	97-100	824	410	2674375	1303869	0.4875415751343772
GCA_018827125.1__GCA_018828325.1	97-100	190	83	4456799	1850363	0.4151775747571295
GCA_018829725.1__GCA_018899275.1	97-100	176	92	1600898	903845	0.5645862509666449
GCA_018829725.1__GCA_018901505.1	97-100	50	27	1707674	799121	0.4679587555938663
GCA_018895545.1__GCA_018898375.1	97-100	207	75	2901967	998542	0.3440914386690131
GCA_018895735.1__GCA_018897705.1	97-100	81	34	2880751	1100177	0.3819063154017824
GCA_018895855.1__GCA_018898335.1	97-100	90	46	1158296	618495	0.5339697279451885
GCA_018896075.1__GCA_018897975.1	97-100	173	54	2746250	1041619	0.3792877560309513
GCA_018896145.1__GCA_018900785.1	97-100	136	63	2957855	1591366	0.5380135266941753
GCA_018896365.1__GCA_018900475.1	97-100	220	104	801763	369535	0.4609030349367581
GCA_018897745.1__GCA_018903105.1	97-100	283	142	2773131	1282286	0.4623964753197739
GCA_018898795.1__GCA_018903105.1	97-100	380	208	2733660	1418760	0.5189965101731744
GCA_018899975.1__GCA_018903355.1	97-100	258	122	2073757	1022709	0.4931672322263409
GCA_018971295.1__GCA_018971885.1	97-100	336	147	3634119	1491991	0.4105509478363257
GCA_019042235.1__GCA_900066755.1	97-100	502	298	4929954	2788779	0.5656805317047583
GCA_019084205.1__GCA_019084465.1	97-100	102	34	4240958	1351564	0.31869308774102456
GCA_019113095.1__GCA_900540415.1	97-100	506	243	2757037	1445097	0.5241485696419743
GCA_019113585.1__GCF_904387325.1	97-100	268	137	1891215	1071869	0.5667621079570541
GCA_019115885.1__GCA_904376945.1	97-100	214	116	1701618	849817	0.4994170254428432
GCA_019117225.1__GCF_016901895.1	97-100	197	90	1335941	481147	0.3601558751471809
GCA_019117345.1__GCF_904384215.1	97-100	363	187	1751752	870671	0.4970286889925058
GCA_019117465.1__GCA_900540445.1	97-100	329	165	1231925	648185	0.5261562189256651
GCA_019117465.1__GCA_905201945.1	97-100	367	195	1262544	638312	0.5055760432903724
GCA_019118615.1__GCA_904385455.1	97-100	371	178	1945925	972369	0.49969500366149777
GCA_019119285.1__GCF_016902035.1	97-100	395	184	1901669	958181	0.5038631854439443
GCA_019120195.1__GCA_905207605.1	97-100	298	131	2100941	889686	0.4234702449997406
GCA_019233845.1__GCA_019243545.1	97-100	747	368	4600214	2269641	0.49337726462290665
GCA_019234545.1__GCA_019236375.1	97-100	520	242	2008749	955498	0.47566818950501033
GCA_019234735.1__GCA_019236045.1	97-100	672	329	2358157	1169323	0.4958630829075418
GCA_019239615.1__GCA_019244155.1	97-100	148	64	3536703	1595454	0.4511133674498537
GCA_019263625.1__GCA_019263685.1	97-100	858	431	5962191	2810197	0.471336292312675
GCA_900037355.1__GCF_900168365.1	97-100	79	5	2776629	45799	0.016494461449477044
GCA_900066385.1__GCA_900066575.1	97-100	325	134	2742009	1063262	0.387767509151137
GCA_900066495.1__GCF_015550495.1	97-100	92	59	3154566	2705189	0.857547123756485
GCA_900066495.1__GCF_900604535.1	97-100	100	30	3083683	987213	0.320140883482511
GCA_900066505.1__GCA_905192905.1	97-100	304	137	2702348	1157912	0.4284836741974017
GCA_900066555.1__GCF_003464045.1	97-100	334	166	2238466	1041158	0.4651212035384947
GCA_900313455.1__GCA_902755895.1	97-100	305	0	2083948	0	0.0
GCA_900313625.1__GCA_902793215.1	97-100	439	198	1221780	539716	0.44174564978965114
GCA_900313915.1__GCA_902756425.1	97-100	232	106	2110613	956934	0.45339150284775087
GCA_900314325.1__GCA_902803895.1	97-100	153	0	1388681	0	0.0
GCA_900315135.1__GCA_902759695.1	97-100	348	159	2721582	1157244	0.42521004327630035
GCA_900315365.1__GCA_902756905.1	97-100	80	0	2774568	0	0.0
GCA_900317145.1__GCA_902762965.1	97-100	245	117	2103718	978861	0.46530048228897597
GCA_900319115.1__GCA_902776465.1	97-100	269	133	3104933	1375346	0.4429551297886299
GCA_900319745.1__GCA_902761165.1	97-100	485	219	2111665	908027	0.43000523283759495
GCA_900320875.1__GCA_902802965.1	97-100	202	103	1886594	992697	0.5261847541124376
GCA_900466865.1__GCA_900471955.1	97-100	41	21	4609300	2237575	0.48544789881326883
GCA_900467085.1__GCA_900470265.1	97-100	113	52	6366305	3654640	0.5740598353361958
GCA_900468955.1__GCA_900469835.1	97-100	357	151	5663490	2490173	0.43968877847405047
GCA_900470005.1__GCA_900470955.1	97-100	138	94	4312707	2650649	0.6146137449170556
GCA_900470265.1__GCA_900470635.1	97-100	312	180	5704114	3139174	0.5503350739483818
GCA_900538315.1__GCA_905202305.1	97-100	20	0	4510901	0	0.0
GCA_900538435.1__GCA_905210765.1	97-100	102	35	2234126	812038	0.36347009971684674
GCA_900538625.1__GCA_905210015.1	97-100	231	99	2125679	965930	0.45441009672674004
GCA_900540215.1__GCF_900169665.1	97-100	179	83	2609584	1180873	0.45251388727092134
GCA_900540355.1__GCA_900759275.1	97-100	329	162	2710878	1337306	0.4933110232183079
GCA_900540355.1__GCA_905206035.1	97-100	340	185	2678054	1572509	0.5871834548519186
GCA_900540415.1__GCA_905209495.1	97-100	326	178	3119421	1713176	0.5491967900453322
GCA_900540645.1__GCA_905196595.1	97-100	45	18	1355409	447902	0.33045523528322446
GCA_900540725.1__GCA_900765435.1	97-100	223	77	1814419	635099	0.3500288522110935
GCA_900541165.1__GCA_905195025.1	97-100	287	138	2363962	1165442	0.4930036946448378
GCA_900541705.1__GCA_900759505.1	97-100	93	51	1531278	847566	0.5535023686097496
GCA_900542415.1__GCA_900752575.1	97-100	122	73	1650595	1092407	0.6618261899496848
GCA_900543855.1__GCA_905213035.1	97-100	130	64	1128024	602267	0.5339132855329319
GCA_900546405.1__GCA_900763325.1	97-100	438	252	1601118	871104	0.5440598381880661
GCA_900546405.1__GCA_905192675.1	97-100	266	137	1888251	1029571	0.5452511345154855
GCA_900547185.1__GCA_905187875.1	97-100	433	224	1494518	768661	0.5143203360548351
GCA_900548065.1__GCA_900761455.1	97-100	362	170	2509047	1049187	0.41816155695768153
GCA_900548105.1__GCA_900759595.1	97-100	177	93	1712326	886089	0.5174768122425286
GCA_900549265.1__GCA_905202005.1	97-100	8	0	1978596	0	0.0
GCA_900549785.1__GCA_905213285.1	97-100	505	246	2113309	1026917	0.4859284657378547
GCA_900550435.1__GCF_018917285.1	97-100	378	210	3587104	1903717	0.5307114039626395
GCA_900550535.1__GCA_905203655.1	97-100	129	72	1087833	557702	0.5126724414501123
GCA_900550885.1__GCA_905200885.1	97-100	118	61	988976	425260	0.43000032356700263
GCA_900551255.1__GCA_905210225.1	97-100	23	0	1304133	0	0.0
GCA_900551275.1__GCF_019127395.1	97-100	854	452	2838253	1362556	0.4800685492096723
GCA_900552435.1__GCA_902796665.1	97-100	311	153	1227255	647461	0.5275684352477684
GCA_900553095.1__GCA_905201245.1	97-100	138	70	1137161	554380	0.4875123223536509
GCA_900554355.1__GCA_900757965.1	97-100	68	34	682793	327615	0.4798159910836813
GCA_900554425.1__GCA_900752075.1	97-100	148	70	1037756	508455	0.48995621321389615
GCA_900555935.1__GCA_900763305.1	97-100	313	172	728832	394498	0.5412742579908676
GCA_900638075.1__GCF_000801145.1	97-100	86	2	2204014	2671	0.0012118797793480441
GCA_900752295.1__GCA_905210665.1	97-100	55	24	1080782	490173	0.45353549559485634
GCA_900752465.1__GCA_905210705.1	97-100	199	97	1753147	820149	0.4678153058471423
GCA_900752585.1__GCA_905197195.1	97-100	136	71	2999521	1537571	0.5126055126801913
GCA_900752685.1__GCA_905204585.1	97-100	434	211	1006649	502143	0.49882630390533345
GCA_900752915.1__GCA_905208865.1	97-100	416	201	1303968	637731	0.48906951704336304
GCA_900752915.1__GCA_910585975.1	97-100	353	187	1418075	787178	0.555103220915678
GCA_900752925.1__GCA_905201885.1	97-100	66	36	1482195	746311	0.5035174184233518
GCA_900753175.1__GCA_905212245.1	97-100	34	16	934351	529887	0.5671177105819976
GCA_900753385.1__GCA_905211105.1	97-100	63	36	1650937	1003041	0.6075586167128122
GCA_900753675.1__GCA_905212905.1	97-100	308	154	1639020	786697	0.479980110065771
GCA_900754505.1__GCA_905211625.1	97-100	67	38	1448630	853427	0.5891269682389568
GCA_900754825.1__GCA_905204375.1	97-100	231	108	1781159	855250	0.4801648814058711
GCA_900754975.1__GCA_905193055.1	97-100	434	214	1406432	716315	0.5093136390525813
GCA_900756475.1__GCA_905198335.1	97-100	123	57	1646946	625843	0.38000213728926147
GCA_900756895.1__GCA_905205525.1	97-100	505	247	2213849	1146863	0.5180402999481898
GCA_900757365.1__GCA_905205845.1	97-100	285	138	1857224	854806	0.46026004402269194
GCA_900757645.1__GCA_905209325.1	97-100	146	78	853141	458274	0.5371609147843088
GCA_900757895.1__GCA_905199735.1	97-100	298	137	1749583	821818	0.4697222138075187
GCA_900758145.1__GCA_905200175.1	97-100	542	254	2040683	919526	0.45059717751360695
GCA_900758175.1__GCA_905204825.1	97-100	324	145	2737637	1218765	0.4451886791419023
GCA_900759135.1__GCA_904385455.1	97-100	370	189	1693848	805985	0.4758307711199588
GCA_900759275.1__GCA_905206035.1	97-100	327	150	2645310	1265798	0.4785064888425175
GCA_900759635.1__GCA_904387045.1	97-100	318	171	2980966	1628395	0.5462641975789057
GCA_900761175.1__GCA_905213195.1	97-100	274	127	1892625	818641	0.43254263258701536
GCA_900761245.1__GCA_905188075.1	97-100	104	61	1042483	699669	0.6711562682556934
GCA_900761705.1__GCA_905197205.1	97-100	296	140	1697515	838791	0.49412877058523785
GCA_900762595.1__GCA_905210395.1	97-100	813	378	3339964	1605546	0.4807075764888484
GCA_900762735.1__GCA_905206765.1	97-100	367	198	1572509	809758	0.5149464963316586
GCA_900763325.1__GCA_905192675.1	97-100	356	181	1580985	846648	0.5355193123274414
GCA_900763455.1__GCA_905211365.1	97-100	271	119	1873509	790280	0.4218180964169374
GCA_900764205.1__GCA_905196695.1	97-100	373	179	2268842	1101113	0.48531938319195433
GCA_900764255.1__GCA_905212875.1	97-100	105	47	2042314	841539	0.412051721723496
GCA_900764985.1__GCA_905211565.1	97-100	646	327	2740970	1538704	0.561372069012065
GCA_900765505.1__GCA_905213535.1	97-100	40	18	1707656	1059432	0.6204012986222049
GCA_900768155.1__GCA_905188115.1	97-100	133	66	1597801	936922	0.5863821589797478
GCA_900768445.1__GCA_902783145.1	97-100	138	80	823327	490152	0.5953308952578987
GCA_900768895.1__GCA_905199185.1	97-100	191	91	2169759	960647	0.4427436411140592
GCA_900768985.1__GCA_905212115.1	97-100	110	54	1303087	511935	0.3928632547174517
GCA_902383955.1__GCF_002334685.1	97-100	218	113	2680628	1423661	0.5310923410484409
GCA_902383955.1__GCF_900243745.1	97-100	219	116	2680639	1479629	0.5519687656562484
GCA_902385445.1__GCF_003481635.1	97-100	98	51	3135676	1472430	0.46957338704636575
GCA_902385875.1__GCF_004802515.1	97-100	643	339	4216643	2385679	0.5657768513957667
GCA_902386505.1__GCF_001578645.1	97-100	113	0	3103583	0	0.0
GCA_902386885.1__GCA_905212575.1	97-100	188	122	1785056	1135652	0.6361996486384741
GCA_902387155.1__GCF_004352985.1	97-100	218	130	5460729	3017402	0.5525639525418676
GCA_902387225.1__GCA_905194855.1	97-100	406	205	2322378	1077670	0.4640372928093532
GCA_902406175.1__GCF_000183605.1	97-100	224	118	1951714	1042442	0.5341161666104768
GCA_902406215.1__GCA_905196885.1	97-100	326	185	2557591	1413218	0.5525582471943324
GCA_902406395.1__GCA_905208225.1	97-100	198	103	2162199	991046	0.4583509658454194
GCA_902506615.1__GCF_009735725.1	97-100	302	179	4473716	2625597	0.5868939825415829
GCA_902519355.1__GCA_902597475.1	97-100	60	29	751690	384387	0.5113637270683393
GCA_902519685.1__GCA_902522335.1	97-100	108	56	1344118	822855	0.6121895547861125
GCA_902523575.1__GCA_902561065.1	97-100	45	17	452077	190992	0.42247670197776044
GCA_902523575.1__GCA_902564165.1	97-100	48	20	577998	233168	0.40340624016000054
GCA_902529525.1__GCA_902587425.1	97-100	110	59	968089	537641	0.5553631949128645
GCA_902530005.1__GCA_902561375.1	97-100	74	36	772737	395836	0.5122519045936715
GCA_902530005.1__GCA_902623925.1	97-100	73	38	564337	276234	0.48948412030400273
GCA_902535095.1__GCA_902546325.1	97-100	109	55	1335330	753941	0.5646102461563808
GCA_902542605.1__GCA_902547435.1	97-100	39	21	762176	367986	0.4828097447308758
GCA_902547125.1__GCA_902618475.1	97-100	67	22	773834	307012	0.3967414199944691
GCA_902554565.1__GCA_902570835.1	97-100	69	37	489399	278226	0.5685054526061557
GCA_902555425.1__GCA_902558645.1	97-100	65	27	837779	306346	0.3656644532746703
GCA_902556005.1__GCA_902592035.1	97-100	145	65	1328995	621017	0.46728317262292185
GCA_902557815.1__GCA_902559275.1	97-100	71	27	1181502	388447	0.32877388273570424
GCA_902557815.1__GCA_902596095.1	97-100	75	27	1009218	432057	0.4281106757905626
GCA_902559275.1__GCA_902596095.1	97-100	81	37	993444	411856	0.4145739467951893
GCA_902561375.1__GCA_902623925.1	97-100	58	29	732917	418982	0.5716636399483161
GCA_902569235.1__GCA_902613625.1	97-100	70	28	1136167	308726	0.27172589944964076
GCA_902569815.1__GCA_902617905.1	97-100	78	40	885084	397461	0.4490658513768185
GCA_902578135.1__GCA_902593595.1	97-100	60	30	602383	272295	0.45202968875283667
GCA_902590175.1__GCA_902601145.1	97-100	79	34	779901	298958	0.3833281403665337
GCA_902591215.1__GCA_902633865.1	97-100	61	24	992801	244248	0.2460190914392713
GCA_902591435.1__GCA_902596395.1	97-100	48	19	633559	251542	0.3970301108499761
GCA_902599815.1__GCA_902614755.1	97-100	73	35	551086	301496	0.5470942829249881
GCA_902614175.1__GCA_902617085.1	97-100	63	32	912891	451106	0.4941509994073772
GCA_902624155.1__GCA_902630085.1	97-100	66	34	590437	297124	0.503227270648689
GCA_902755745.1__GCA_902779515.1	97-100	493	252	1931727	951937	0.49279064795387756
GCA_902755805.1__GCA_902761165.1	97-100	485	219	2111665	908027	0.43000523283759495
GCA_902756215.1__GCA_902779585.1	97-100	137	64	2523050	863189	0.342121242147401
GCA_902756615.1__GCA_902793825.1	97-100	366	185	2059102	886835	0.43069017464894893
GCA_902756615.1__GCA_902794885.1	97-100	408	202	2145977	1047557	0.4881492206114045
GCA_902756805.1__GCA_902791195.1	97-100	487	231	1311241	646167	0.49279041762727066
GCA_902757215.1__GCA_902790775.1	97-100	254	110	1459764	645019	0.441865260411957
GCA_902757345.1__GCA_902794225.1	97-100	364	189	2397541	1234493	0.5148996409237632
GCA_902759195.1__GCA_902759335.1	97-100	358	148	2132032	794082	0.3724531339116861
GCA_902759635.1__GCA_902803545.1	97-100	424	188	1640225	729749	0.44490786325046866
GCA_902759815.1__GCA_902766295.1	97-100	375	194	1462982	793307	0.5422534248541677
GCA_902759975.1__GCA_902782525.1	97-100	210	104	976640	495629	0.5074838220838794
GCA_902760585.1__GCA_902786025.1	97-100	491	229	2067660	912903	0.44151504599402225
GCA_902760875.1__GCA_902800605.1	97-100	429	209	2489178	1226145	0.492590324998855
