pairid	dd_breakpoints_ref	dd_breakpoints_qry	dd_relocations_ref	dd_relocations_qry	dd_translocations_ref	dd_translocations_qry	dd_inversions_ref	dd_inversions_qry	dd_insertions_ref	dd_insertions_qry	dd_insertionsum_ref	dd_insertionsum_qry	dd_tandemins_ref	dd_tandemins_qry	dd_tandeminssum_ref	dd_tandeminssum_qry
GCA_002352275.1__GCA_003455755.1	2265.0	2092.0	17.0	15.0	208.0	175.0	0.0	0.0	1159.0	1026.0	660036.0	551093.0	0.0	0.0	0.0	0.0
GCA_002430565.1__GCA_003455755.1	1257.0	1407.0	0.0	0.0	130.0	195.0	0.0	0.0	644.0	697.0	599049.0	612693.0	0.0	0.0	0.0	0.0
GCF_001653935.1__GCF_002939035.1	473.0	506.0	9.0	8.0	8.0	36.0	4.0	2.0	182.0	222.0	815307.0	830235.0	0.0	2.0	0.0	477.0
GCF_001485395.1__GCF_002939035.1	722.0	534.0	1.0	1.0	140.0	21.0	2.0	3.0	278.0	309.0	974212.0	732771.0	0.0	1.0	0.0	108.0
GCF_001663855.1__GCF_002939165.1	562.0	588.0	11.0	11.0	6.0	42.0	2.0	2.0	271.0	251.0	996137.0	1293299.0	4.0	0.0	739.0	0.0
GCF_002252925.1__GCF_002252965.1	943.0	937.0	2.0	2.0	133.0	124.0	8.0	8.0	390.0	411.0	646810.0	485815.0	6.0	9.0	362.0	405.0
GCF_002252745.1__GCF_002252925.1	676.0	787.0	5.0	6.0	42.0	135.0	1.0	1.0	369.0	267.0	1089224.0	459419.0	4.0	3.0	193.0	148.0
GCF_002252745.1__GCF_002252965.1	531.0	634.0	3.0	7.0	34.0	120.0	9.0	6.0	314.0	201.0	1197188.0	372965.0	1.0	5.0	107.0	345.0
GCF_000158435.2__GCF_900198355.1	1193.0	1286.0	30.0	20.0	57.0	179.0	35.0	1.0	414.0	515.0	185863.0	470773.0	0.0	0.0	0.0	0.0
GCA_003521015.1__GCA_003529415.1	459.0	533.0	1.0	1.0	54.0	70.0	0.0	1.0	186.0	324.0	282419.0	441883.0	1.0	1.0	9.0	111.0
GCF_002216165.1__GCF_002286955.1	928.0	959.0	43.0	27.0	0.0	59.0	18.0	3.0	392.0	390.0	627273.0	1326243.0	0.0	1.0	0.0	127.0
GCA_003532275.1__GCF_002286955.1	690.0	674.0	5.0	2.0	70.0	16.0	2.0	4.0	324.0	346.0	1430267.0	685088.0	1.0	0.0	60.0	0.0
GCA_903823385.1__GCA_903943615.1	1225.0	1118.0	1.0	2.0	419.0	302.0	1.0	1.0	573.0	566.0	427923.0	183189.0	0.0	0.0	0.0	0.0
GCA_902597955.1__GCA_902599205.1	81.0	73.0	0.0	0.0	18.0	10.0	0.0	0.0	41.0	41.0	133472.0	95460.0	0.0	0.0	0.0	0.0
GCA_902597955.1__GCA_902622465.1	62.0	75.0	0.0	0.0	17.0	23.0	0.0	0.0	35.0	43.0	104307.0	159846.0	0.0	0.0	0.0	0.0
GCA_902599205.1__GCA_902622465.1	57.0	83.0	0.0	1.0	7.0	23.0	2.0	1.0	29.0	43.0	70104.0	132328.0	0.0	1.0	0.0	99.0
GCA_002454255.1__GCF_012985845.1	725.0	680.0	4.0	7.0	95.0	13.0	0.0	4.0	313.0	348.0	926140.0	470083.0	0.0	1.0	0.0	156.0
GCF_001597285.1__GCF_900455475.1	668.0	668.0	45.0	52.0	0.0	0.0	10.0	10.0	310.0	296.0	1165096.0	573484.0	0.0	1.0	0.0	84.0
GCF_016861485.1__GCF_900455475.1	893.0	894.0	60.0	55.0	0.0	0.0	26.0	30.0	396.0	353.0	1226206.0	881720.0	0.0	1.0	0.0	6.0
GCA_003023685.1__GCF_002903155.1	1076.0	484.0	0.0	0.0	390.0	44.0	4.0	4.0	473.0	227.0	533844.0	167531.0	2.0	0.0	353.0	0.0
GCF_008271425.1__GCF_900112215.1	762.0	838.0	27.0	16.0	24.0	83.0	17.0	0.0	345.0	391.0	721239.0	1495581.0	0.0	1.0	0.0	476.0
GCA_902168215.1__GCF_900115455.1	828.0	802.0	7.0	11.0	132.0	58.0	0.0	0.0	388.0	442.0	1281634.0	711681.0	1.0	0.0	171.0	0.0
GCF_008271425.1__GCF_900115455.1	747.0	818.0	32.0	19.0	25.0	82.0	16.0	0.0	335.0	384.0	716325.0	1490724.0	0.0	0.0	0.0	0.0
GCA_902780875.1__GCA_902799165.1	772.0	783.0	18.0	19.0	69.0	89.0	6.0	6.0	329.0	308.0	769063.0	512146.0	2.0	3.0	134.0	97.0
GCA_002349035.1__GCA_902791655.1	914.0	918.0	11.0	14.0	61.0	70.0	4.0	4.0	454.0	385.0	869779.0	347348.0	1.0	2.0	76.0	133.0
GCA_002349035.1__GCA_902799165.1	715.0	667.0	4.0	5.0	37.0	24.0	0.0	0.0	362.0	308.0	656685.0	205461.0	2.0	2.0	86.0	133.0
GCA_016710025.1__GCA_017988555.1	1653.0	2177.0	12.0	11.0	65.0	249.0	2.0	1.0	442.0	1111.0	412190.0	1815016.0	1.0	1.0	164.0	1414.0
GCA_011523025.1__GCA_012270185.1	162.0	122.0	0.0	0.0	35.0	18.0	0.0	0.0	84.0	61.0	113036.0	42283.0	0.0	0.0	0.0	0.0
GCA_018647825.1__GCA_018661435.1	325.0	707.0	1.0	1.0	85.0	249.0	0.0	0.0	109.0	296.0	67717.0	425503.0	1.0	1.0	41.0	68.0
GCA_018647825.1__GCA_018700775.1	420.0	539.0	0.0	1.0	101.0	169.0	0.0	0.0	142.0	180.0	109432.0	189908.0	3.0	7.0	232.0	371.0
GCA_018661435.1__GCA_018700775.1	692.0	462.0	1.0	0.0	240.0	140.0	0.0	0.0	292.0	163.0	371771.0	128795.0	2.0	2.0	120.0	186.0
GCA_005777725.1__GCA_005792345.1	19.0	24.0	0.0	0.0	1.0	1.0	0.0	0.0	9.0	20.0	16077.0	373717.0	0.0	0.0	0.0	0.0
GCA_005777725.1__GCA_005797875.1	36.0	26.0	0.0	0.0	6.0	4.0	0.0	0.0	18.0	15.0	17391.0	344633.0	0.0	0.0	0.0	0.0
GCA_005792345.1__GCA_005797875.1	26.0	22.0	0.0	0.0	1.0	3.0	0.0	0.0	19.0	13.0	412192.0	340723.0	0.0	0.0	0.0	0.0
GCF_000167395.1__GCF_016458385.1	410.0	536.0	6.0	6.0	42.0	90.0	9.0	2.0	195.0	212.0	161348.0	257143.0	0.0	0.0	0.0	0.0
GCF_013372245.1__GCF_018500215.1	282.0	388.0	12.0	5.0	0.0	77.0	18.0	3.0	139.0	140.0	122876.0	170359.0	0.0	0.0	0.0	0.0
GCF_018500245.1__GCF_018500355.1	371.0	370.0	6.0	6.0	59.0	43.0	2.0	2.0	156.0	132.0	49932.0	46051.0	1.0	0.0	49.0	0.0
GCA_905213285.1__GCA_910584855.1	829.0	442.0	7.0	7.0	258.0	51.0	1.0	1.0	418.0	219.0	521955.0	259537.0	0.0	1.0	0.0	150.0
GCA_900549785.1__GCA_910584855.1	765.0	495.0	4.0	4.0	221.0	51.0	1.0	3.0	367.0	265.0	487908.0	458966.0	0.0	0.0	0.0	0.0
GCA_900549785.1__GCA_905213285.1	696.0	801.0	2.0	2.0	185.0	223.0	1.0	2.0	364.0	444.0	372604.0	571414.0	1.0	0.0	37.0	0.0
GCA_900547495.1__GCA_900547925.1	719.0	622.0	4.0	4.0	117.0	64.0	0.0	0.0	320.0	310.0	351276.0	329091.0	0.0	0.0	0.0	0.0
GCA_900549265.1__GCA_905202005.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_903945705.1__GCA_903959315.1	689.0	2052.0	2.0	2.0	65.0	722.0	0.0	0.0	197.0	976.0	39908.0	798217.0	2.0	0.0	290.0	0.0
GCA_903944965.1__GCA_903958415.1	1441.0	1129.0	3.0	4.0	443.0	303.0	0.0	0.0	645.0	450.0	406148.0	186858.0	2.0	2.0	355.0	282.0
GCA_903935475.1__GCA_903958415.1	935.0	1184.0	2.0	3.0	212.0	331.0	0.0	0.0	338.0	479.0	168348.0	225364.0	3.0	1.0	512.0	148.0
GCA_900753745.1__GCA_905212885.1	331.0	177.0	0.0	0.0	86.0	34.0	0.0	0.0	146.0	104.0	64483.0	32730.0	0.0	0.0	0.0	0.0
GCA_006226575.1__GCA_006226625.1	654.0	807.0	0.0	0.0	167.0	246.0	0.0	0.0	411.0	498.0	307441.0	842743.0	0.0	0.0	0.0	0.0
GCA_002172835.1__GCA_002469795.1	586.0	946.0	0.0	1.0	29.0	190.0	0.0	0.0	281.0	385.0	199915.0	302505.0	0.0	0.0	0.0	0.0
GCA_002172835.1__GCA_002690685.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA_002469795.1__GCA_002690685.1	948.0	588.0	1.0	0.0	190.0	29.0	0.0	0.0	386.0	281.0	302543.0	199915.0	0.0	0.0	0.0	0.0
GCA_002325865.1__GCF_003516165.1	612.0	516.0	2.0	2.0	56.0	0.0	0.0	0.0	227.0	226.0	644652.0	302149.0	0.0	0.0	0.0	0.0
GCF_003516165.1__GCF_003958395.1	261.0	611.0	32.0	5.0	0.0	242.0	34.0	0.0	22.0	147.0	71366.0	55673.0	2.0	1.0	162.0	42.0
GCF_001065405.1__GCF_013369025.1	651.0	611.0	5.0	2.0	61.0	29.0	0.0	0.0	260.0	289.0	448989.0	368523.0	0.0	0.0	0.0	0.0
GCA_002492175.1__GCA_002493555.1	1150.0	1052.0	1.0	0.0	116.0	70.0	0.0	0.0	506.0	499.0	525460.0	305988.0	0.0	0.0	0.0	0.0
GCA_002491735.1__GCA_002493555.1	659.0	828.0	0.0	1.0	37.0	70.0	0.0	0.0	299.0	447.0	199851.0	371104.0	0.0	0.0	0.0	0.0
GCA_002490545.1__GCA_002491735.1	988.0	687.0	3.0	1.0	129.0	27.0	1.0	0.0	406.0	327.0	365582.0	164733.0	0.0	0.0	0.0	0.0
GCF_001432325.1__GCF_001444365.1	1746.0	1387.0	62.0	54.0	136.0	0.0	0.0	19.0	519.0	518.0	480107.0	438637.0	15.0	10.0	3907.0	1531.0
GCA_002697565.1__GCA_002703285.1	178.0	203.0	0.0	0.0	44.0	52.0	0.0	0.0	94.0	109.0	265232.0	425234.0	0.0	0.0	0.0	0.0
GCA_003530065.1__GCA_902779585.1	793.0	653.0	3.0	4.0	85.0	24.0	1.0	1.0	390.0	290.0	610763.0	260636.0	1.0	0.0	45.0	0.0
GCA_902777075.1__GCA_902779585.1	332.0	313.0	0.0	0.0	39.0	38.0	0.0	0.0	137.0	126.0	317799.0	352474.0	0.0	0.0	0.0	0.0
GCA_902756215.1__GCA_902779585.1	370.0	354.0	0.0	0.0	33.0	29.0	2.0	2.0	167.0	143.0	439650.0	273210.0	1.0	2.0	81.0	1426.0
GCA_018363345.1__GCA_900756015.1	634.0	888.0	3.0	1.0	27.0	241.0	8.0	8.0	368.0	436.0	130161.0	774017.0	0.0	0.0	0.0	0.0
GCA_002256885.1__GCA_002279885.1	183.0	219.0	0.0	2.0	9.0	10.0	0.0	0.0	73.0	74.0	85045.0	63281.0	2.0	0.0	111.0	0.0
GCF_000292285.1__GCF_004345845.1	1990.0	1508.0	7.0	9.0	357.0	70.0	1.0	3.0	913.0	553.0	1957153.0	783951.0	3.0	0.0	358.0	0.0
GCF_004345845.1__GCF_005930545.1	709.0	757.0	5.0	8.0	30.0	68.0	1.0	0.0	272.0	217.0	527831.0	536907.0	4.0	1.0	817.0	79.0
GCF_000292285.1__GCF_005930545.1	2014.0	1557.0	4.0	6.0	335.0	92.0	2.0	2.0	975.0	558.0	2008026.0	844231.0	1.0	0.0	218.0	0.0
GCA_019232475.1__GCA_019234735.1	1106.0	794.0	1.0	1.0	408.0	221.0	0.0	0.0	559.0	339.0	599935.0	260249.0	2.0	0.0	114.0	0.0
GCA_019232475.1__GCA_019236045.1	910.0	818.0	0.0	0.0	328.0	248.0	0.0	0.0	477.0	485.0	448511.0	451835.0	0.0	0.0	0.0	0.0
GCA_019234735.1__GCA_019236045.1	733.0	927.0	0.0	0.0	221.0	322.0	2.0	2.0	267.0	481.0	198669.0	560757.0	0.0	0.0	0.0	0.0
GCA_011772255.1__GCA_011772995.1	66.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	19.0	111428.0	5368.0	0.0	0.0	0.0	0.0
GCF_004028055.1__GCF_004054135.1	1331.0	1136.0	2.0	5.0	168.0	46.0	10.0	11.0	349.0	617.0	498651.0	880067.0	1.0	0.0	57.0	0.0
GCF_004028055.1__GCF_004054165.1	1317.0	1134.0	2.0	5.0	148.0	23.0	2.0	3.0	331.0	643.0	451112.0	849399.0	0.0	0.0	0.0	0.0
GCF_000372105.1__GCF_004028055.1	1106.0	1441.0	19.0	20.0	13.0	195.0	6.0	3.0	586.0	368.0	824529.0	583112.0	1.0	1.0	69.0	57.0
GCF_011463375.1__GCF_013184245.1	398.0	429.0	11.0	10.0	0.0	28.0	7.0	2.0	134.0	184.0	282707.0	448837.0	2.0	3.0	271.0	1275.0
GCF_011386965.1__GCF_900445905.1	269.0	291.0	10.0	9.0	0.0	18.0	4.0	0.0	116.0	109.0	317139.0	405777.0	0.0	2.0	0.0	878.0
GCF_000773675.1__GCF_900445945.1	240.0	174.0	4.0	5.0	26.0	0.0	0.0	3.0	92.0	49.0	390553.0	117812.0	3.0	0.0	388.0	0.0
GCA_018378165.1__GCF_003992235.1	446.0	434.0	8.0	7.0	34.0	10.0	0.0	5.0	181.0	193.0	274496.0	264221.0	1.0	0.0	159.0	0.0
GCF_003992185.1__GCF_003992195.1	525.0	511.0	11.0	15.0	44.0	25.0	0.0	0.0	236.0	222.0	197850.0	234095.0	0.0	0.0	0.0	0.0
GCF_003992175.1__GCF_003992235.1	437.0	440.0	13.0	16.0	17.0	16.0	0.0	1.0	183.0	171.0	234994.0	268553.0	1.0	0.0	160.0	0.0
GCF_000805375.1__GCF_001665445.1	518.0	652.0	3.0	2.0	14.0	83.0	0.0	0.0	258.0	231.0	634429.0	447515.0	1.0	1.0	65.0	48.0
GCF_000805375.1__GCF_900236745.1	679.0	677.0	25.0	30.0	16.0	24.0	4.0	4.0	294.0	240.0	455466.0	246668.0	5.0	2.0	620.0	231.0
GCF_001665445.1__GCF_900236745.1	960.0	864.0	23.0	30.0	82.0	25.0	5.0	6.0	382.0	368.0	721357.0	580192.0	5.0	0.0	721.0	0.0
GCA_902756615.1__GCA_902793825.1	773.0	816.0	8.0	8.0	103.0	152.0	3.0	3.0	381.0	324.0	504453.0	338664.0	2.0	4.0	270.0	305.0
GCA_902756615.1__GCA_902794885.1	893.0	937.0	4.0	6.0	114.0	181.0	3.0	1.0	454.0	348.0	657465.0	283683.0	2.0	5.0	183.0	437.0
GCA_902793825.1__GCA_902794885.1	928.0	921.0	2.0	2.0	137.0	141.0	1.0	0.0	494.0	456.0	738337.0	495174.0	2.0	5.0	296.0	468.0
GCA_902383955.1__GCF_002334685.1	544.0	473.0	3.0	10.0	113.0	0.0	2.0	19.0	249.0	169.0	736398.0	122708.0	0.0	0.0	0.0	0.0
GCA_902383955.1__GCF_900243745.1	546.0	475.0	3.0	9.0	112.0	0.0	2.0	17.0	250.0	168.0	737789.0	122706.0	0.0	0.0	0.0	0.0
GCF_002334685.1__GCF_900119095.1	440.0	1118.0	2.0	0.0	0.0	143.0	0.0	0.0	6.0	580.0	1925.0	260394.0	0.0	0.0	0.0	0.0
GCF_000597945.1__GCF_002188895.1	566.0	842.0	17.0	9.0	5.0	139.0	14.0	0.0	177.0	374.0	453062.0	732202.0	1.0	3.0	10.0	512.0
GCF_000597945.1__GCF_902170435.1	584.0	752.0	13.0	2.0	6.0	117.0	7.0	0.0	218.0	305.0	530984.0	790398.0	2.0	5.0	171.0	638.0
GCF_002188895.1__GCF_902170435.1	519.0	531.0	2.0	0.0	88.0	78.0	0.0	0.0	229.0	248.0	432380.0	509062.0	3.0	1.0	315.0	120.0
GCA_017990115.1__GCA_017995035.1	788.0	361.0	2.0	1.0	261.0	48.0	0.0	0.0	326.0	202.0	628451.0	212067.0	1.0	0.0	246.0	0.0
GCF_002310455.2__GCF_003856435.1	678.0	678.0	74.0	63.0	0.0	0.0	6.0	6.0	257.0	272.0	39116.0	141222.0	1.0	2.0	98.0	303.0
GCF_000006905.1__GCF_002310455.2	28.0	28.0	0.0	3.0	0.0	0.0	0.0	0.0	17.0	1.0	121819.0	54.0	2.0	1.0	201.0	54.0
GCF_000022005.1__GCF_003856435.1	668.0	668.0	72.0	61.0	0.0	0.0	6.0	6.0	257.0	262.0	39424.0	45918.0	1.0	1.0	98.0	112.0
GCF_009727805.1__GCF_009727875.1	774.0	776.0	7.0	11.0	66.0	38.0	0.0	0.0	214.0	407.0	257977.0	387955.0	3.0	0.0	321.0	0.0
GCF_009727875.1__GCF_009728085.1	635.0	612.0	10.0	20.0	39.0	20.0	0.0	0.0	293.0	217.0	319642.0	263632.0	1.0	0.0	7.0	0.0
GCF_009727925.1__GCF_009728085.1	157.0	129.0	1.0	1.0	11.0	12.0	0.0	0.0	73.0	34.0	6546.0	4699.0	0.0	4.0	0.0	54.0
GCA_003523425.1__GCA_014879455.1	1391.0	1020.0	17.0	17.0	297.0	62.0	1.0	1.0	588.0	582.0	758437.0	276096.0	1.0	2.0	104.0	207.0
GCF_002803195.1__GCF_003721495.1	1816.0	1755.0	55.0	60.0	124.0	45.0	19.0	47.0	857.0	699.0	1928481.0	1304529.0	3.0	5.0	412.0	691.0
GCF_001905025.1__GCF_018555775.1	2331.0	2969.0	22.0	16.0	115.0	735.0	8.0	4.0	1418.0	1177.0	1653688.0	1233150.0	1.0	3.0	92.0	1093.0
GCF_000154885.1__GCF_018555775.1	3004.0	3456.0	29.0	18.0	143.0	606.0	20.0	2.0	1734.0	1470.0	2738092.0	1506532.0	1.0	1.0	48.0	36.0
GCA_900066385.1__GCA_900066575.1	1031.0	1017.0	4.0	5.0	75.0	77.0	9.0	9.0	444.0	343.0	818102.0	609117.0	0.0	2.0	0.0	261.0
GCA_016284715.1__GCA_017454045.1	1295.0	1692.0	0.0	1.0	158.0	358.0	8.0	6.0	634.0	896.0	403520.0	1196293.0	1.0	3.0	53.0	394.0
GCA_017454045.1__GCA_017541535.1	1141.0	487.0	0.0	2.0	372.0	23.0	0.0	0.0	513.0	220.0	1024549.0	143548.0	6.0	3.0	676.0	155.0
GCA_016284715.1__GCA_017536085.1	1523.0	1653.0	8.0	10.0	217.0	249.0	9.0	9.0	664.0	799.0	700208.0	803258.0	2.0	1.0	188.0	61.0
GCF_001675095.1__GCF_003400125.1	1667.0	1672.0	96.0	92.0	38.0	39.0	22.0	20.0	676.0	696.0	1303336.0	1048085.0	4.0	0.0	3264.0	0.0
GCF_002211295.1__GCF_003400125.1	1751.0	1666.0	60.0	39.0	146.0	35.0	3.0	22.0	769.0	706.0	1368648.0	1088063.0	3.0	1.0	2148.0	305.0
GCF_001675075.1__GCF_003400125.1	1654.0	1656.0	92.0	92.0	40.0	42.0	22.0	19.0	679.0	683.0	1306587.0	1029584.0	3.0	0.0	3096.0	0.0
GCA_903930215.1__GCA_903937245.1	1019.0	1144.0	1.0	1.0	366.0	459.0	1.0	1.0	324.0	461.0	177275.0	246118.0	0.0	0.0	0.0	0.0
GCA_015656895.1__GCA_017383865.1	289.0	522.0	1.0	3.0	21.0	160.0	1.0	0.0	159.0	163.0	148689.0	191699.0	0.0	0.0	0.0	0.0
GCA_017540525.1__GCA_902800875.1	363.0	339.0	1.0	4.0	48.0	27.0	6.0	6.0	162.0	144.0	325056.0	148945.0	0.0	1.0	0.0	195.0
GCF_006505855.1__GCF_016937555.1	1329.0	1487.0	4.0	0.0	55.0	226.0	3.0	2.0	713.0	597.0	1043870.0	914013.0	0.0	1.0	0.0	66.0
GCF_002022255.1__GCF_002022335.1	172.0	148.0	1.0	0.0	28.0	13.0	1.0	1.0	61.0	56.0	15772.0	18980.0	1.0	1.0	6.0	6.0
GCF_002022255.1__GCF_006505855.1	1302.0	1263.0	10.0	7.0	89.0	79.0	4.0	4.0	571.0	532.0	857873.0	851989.0	0.0	0.0	0.0	0.0
GCA_903866025.1__GCA_903872665.1	200.0	91.0	0.0	0.0	59.0	7.0	0.0	0.0	82.0	36.0	26830.0	10557.0	0.0	0.0	0.0	0.0
GCA_903855505.1__GCA_903866945.1	281.0	120.0	0.0	0.0	94.0	18.0	1.0	1.0	131.0	44.0	62834.0	10906.0	0.0	0.0	0.0	0.0
GCA_903882485.1__GCA_903898815.1	161.0	81.0	0.0	0.0	50.0	8.0	0.0	1.0	57.0	27.0	28513.0	27794.0	0.0	0.0	0.0	0.0
GCF_002813835.1__GCF_008107465.1	897.0	981.0	23.0	12.0	16.0	127.0	11.0	0.0	340.0	347.0	554222.0	398745.0	3.0	1.0	805.0	120.0
GCF_002241275.1__GCF_018790395.1	981.0	909.0	6.0	7.0	113.0	83.0	0.0	0.0	323.0	452.0	454605.0	357880.0	1.0	2.0	120.0	257.0
GCF_001989795.2__GCF_003390655.1	611.0	521.0	5.0	13.0	125.0	8.0	0.0	5.0	245.0	251.0	479866.0	394884.0	0.0	2.0	0.0	213.0
GCA_002457765.1__GCA_003523885.1	579.0	794.0	0.0	0.0	11.0	149.0	0.0	0.0	340.0	269.0	396479.0	267832.0	0.0	0.0	0.0	0.0
GCA_003516345.1__GCA_902526635.1	808.0	671.0	0.0	0.0	124.0	35.0	3.0	3.0	323.0	374.0	481616.0	530959.0	0.0	0.0	0.0	0.0
GCA_016778775.1__GCA_902526635.1	261.0	221.0	0.0	0.0	81.0	34.0	2.0	2.0	114.0	158.0	503559.0	483433.0	0.0	1.0	0.0	41.0
GCA_014865025.1__GCA_905215165.1	935.0	659.0	3.0	5.0	257.0	54.0	4.0	4.0	399.0	340.0	468021.0	248095.0	1.0	0.0	124.0	0.0
GCA_903848135.1__GCA_903910075.1	339.0	602.0	0.0	0.0	100.0	230.0	0.0	0.0	115.0	235.0	48374.0	130035.0	0.0	0.0	0.0	0.0
GCA_902523575.1__GCA_902564165.1	59.0	46.0	0.0	0.0	19.0	12.0	1.0	1.0	36.0	30.0	320497.0	309571.0	0.0	0.0	0.0	0.0
GCA_902523575.1__GCA_902561065.1	46.0	65.0	1.0	1.0	9.0	16.0	3.0	3.0	25.0	38.0	211945.0	329082.0	0.0	0.0	0.0	0.0
GCA_902539635.1__GCA_902561065.1	54.0	81.0	0.0	0.0	9.0	17.0	0.0	1.0	32.0	49.0	232436.0	360013.0	0.0	0.0	0.0	0.0
GCA_002071265.1__GCA_004294795.1	209.0	345.0	0.0	0.0	31.0	117.0	0.0	0.0	118.0	129.0	83217.0	168893.0	0.0	0.0	0.0	0.0
GCA_002071265.1__GCA_012518085.1	110.0	307.0	0.0	0.0	21.0	113.0	0.0	0.0	47.0	158.0	46471.0	221937.0	0.0	0.0	0.0	0.0
GCA_004294795.1__GCA_012518085.1	247.0	291.0	0.0	0.0	93.0	95.0	0.0	0.0	85.0	173.0	58218.0	136908.0	0.0	0.0	0.0	0.0
GCA_902777565.1__GCA_902786375.1	416.0	352.0	3.0	0.0	59.0	17.0	0.0	0.0	184.0	181.0	226028.0	352376.0	0.0	1.0	0.0	35.0
GCA_017540405.1__GCA_902780895.1	465.0	419.0	0.0	0.0	50.0	15.0	0.0	0.0	212.0	203.0	495875.0	267599.0	0.0	0.0	0.0	0.0
GCA_902777565.1__GCA_902779155.1	425.0	623.0	2.0	0.0	51.0	158.0	0.0	0.0	205.0	272.0	134681.0	407658.0	2.0	0.0	132.0	0.0
GCA_017471305.1__GCA_017627155.1	687.0	1027.0	5.0	4.0	50.0	246.0	8.0	6.0	355.0	397.0	291446.0	478211.0	0.0	1.0	0.0	73.0
GCA_018373895.1__GCF_002847745.1	198.0	174.0	2.0	1.0	26.0	16.0	0.0	0.0	86.0	64.0	96472.0	93345.0	2.0	0.0	371.0	0.0
GCA_013331675.1__GCA_018303605.1	96.0	67.0	0.0	1.0	23.0	4.0	0.0	0.0	28.0	28.0	93249.0	8826.0	4.0	0.0	36.0	0.0
GCF_015552165.1__GCF_016899655.1	335.0	344.0	0.0	1.0	59.0	34.0	2.0	2.0	119.0	155.0	208876.0	253425.0	0.0	1.0	0.0	318.0
GCA_000434715.1__GCF_015552165.1	345.0	337.0	0.0	0.0	57.0	54.0	1.0	2.0	177.0	123.0	292538.0	152297.0	0.0	0.0	0.0	0.0
GCF_000210615.1__GCF_015547135.1	960.0	1002.0	25.0	20.0	0.0	111.0	38.0	1.0	493.0	384.0	903723.0	649351.0	0.0	0.0	0.0	0.0
GCA_016280495.1__GCA_017450625.1	787.0	659.0	5.0	5.0	207.0	70.0	4.0	6.0	275.0	415.0	278510.0	575644.0	0.0	0.0	0.0	0.0
GCA_016280495.1__GCA_905234115.1	1426.0	1068.0	13.0	6.0	348.0	120.0	5.0	8.0	560.0	514.0	587371.0	320370.0	1.0	0.0	84.0	0.0
GCA_017450625.1__GCA_905234115.1	732.0	618.0	5.0	4.0	111.0	80.0	4.0	3.0	394.0	270.0	1095543.0	250237.0	0.0	1.0	0.0	218.0
GCF_002900225.1__GCF_017872935.1	713.0	593.0	11.0	15.0	108.0	26.0	0.0	3.0	234.0	324.0	250147.0	468384.0	4.0	0.0	1138.0	0.0
GCF_001441635.1__GCF_001650975.1	592.0	742.0	5.0	5.0	79.0	169.0	2.0	2.0	257.0	308.0	450039.0	808759.0	1.0	0.0	45.0	0.0
GCF_001441635.1__GCF_900112725.1	334.0	112.0	2.0	0.0	73.0	11.0	0.0	0.0	142.0	28.0	52257.0	7790.0	0.0	1.0	0.0	6.0
GCF_001650975.1__GCF_900112725.1	759.0	508.0	7.0	5.0	171.0	40.0	2.0	5.0	306.0	226.0	861876.0	444907.0	1.0	0.0	440.0	0.0
GCA_009774785.1__GCF_016697365.1	1098.0	760.0	6.0	26.0	288.0	0.0	2.0	16.0	476.0	319.0	1578600.0	285018.0	2.0	0.0	191.0	0.0
GCF_910574985.1__GCF_910576365.1	140.0	104.0	0.0	0.0	6.0	8.0	2.0	2.0	71.0	11.0	13083.0	3770.0	2.0	1.0	216.0	126.0
GCF_016697365.1__GCF_910574985.1	1113.0	1188.0	89.0	50.0	0.0	154.0	60.0	11.0	419.0	497.0	960325.0	1104629.0	0.0	1.0	0.0	56.0
GCF_002753815.1__GCF_002993125.1	1049.0	988.0	20.0	8.0	72.0	28.0	2.0	3.0	341.0	365.0	457256.0	306501.0	0.0	1.0	0.0	45.0
GCA_012964165.1__GCA_012965235.1	229.0	346.0	0.0	0.0	24.0	100.0	1.0	1.0	159.0	208.0	77407.0	738344.0	0.0	0.0	0.0	0.0
GCA_001822615.1__GCA_001822765.1	49.0	61.0	0.0	0.0	5.0	12.0	0.0	0.0	21.0	27.0	9758.0	11476.0	0.0	0.0	0.0	0.0
GCA_001820885.1__GCA_001822765.1	59.0	54.0	0.0	0.0	11.0	10.0	0.0	0.0	31.0	24.0	120621.0	9632.0	0.0	0.0	0.0	0.0
GCA_001820885.1__GCA_001822615.1	52.0	47.0	0.0	0.0	10.0	3.0	0.0	0.0	22.0	25.0	119292.0	7211.0	0.0	0.0	0.0	0.0
GCF_000294715.1__GCF_900475345.1	166.0	166.0	21.0	15.0	0.0	0.0	2.0	2.0	38.0	47.0	10299.0	37096.0	3.0	1.0	826.0	164.0
GCF_000046685.1__GCF_000708945.1	149.0	160.0	16.0	5.0	0.0	6.0	2.0	2.0	34.0	63.0	43450.0	30111.0	1.0	2.0	240.0	393.0
GCF_000046685.1__GCF_000708905.1	156.0	162.0	20.0	9.0	0.0	6.0	2.0	1.0	37.0	52.0	34325.0	29758.0	1.0	2.0	126.0	393.0
