pairid	query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95	band	phylum	skani_ani	anim_ani	discordance
GCA_902600485.1__GCA_902585365.1	CACKJD010000001.1	CACIDF010000001.1	95.4076	96.1928	0.483	0.5823	0.24458	93.95	19	0.9347	13	1.565	0.7491	95.4257	96.9979	1.7649	1.25	AlfI:95.89,AloI:96.85,BcgI:95.09,FalI:96.39	254	19	312	31	10.789473684210526	ok	95.4076	gamma	96.0059	90-95	Proteobacteria	94.59	95.24	1.769999999999996
GCA_902614375.1__GCA_902612805.1	CACMKZ010000001.1	CACMEY010000001.1	96.4389	96.9597	0.5997	0.5924	0.15811	95.2203	21	0.9791	8	1.565	0.8045	96.3511	97.4394	0.9171	0.85	AlfI:96.25,AloI:97.17,BcgI:97.07,FalI:97.05	466	21	560	69	18.857142857142858	ok	96.4389	gamma	96.7584	90-95	Proteobacteria	94.77	95.09	-2.819999999999993
GCA_007095845.1__GCA_001264245.1	SFBI01000001.1	CP011339.1	96.3911	96.9952	0.3536	0.3088	0.08627	94.2287	157	0.9493	57	1.434	0.8013	96.2983	97.5325	0.8768	6.87	AlfI:96.46,AloI:96.60,BcgI:97.33,FalI:96.54	3089	157	1762	19	7.802547770700637	INCONSISTENT	96.3911	gamma	96.5177	90-95	Cyanobacteria	94.84	95.58	0.6499999999999915
GCF_015206885.1__GCF_014696875.1	NZ_JADEXY010000274.1	NZ_JACJQV010000001.1	95.5229	96.6287	0.4126	0.388	0.08779	93.9834	143	0.953	44	1.075	0.7729	95.5797	97.5812	1.1473	7.34	AlfI:96.24,AloI:95.81,BcgI:96.96,FalI:96.16	2705	143	2023	21	7.244755244755245	INCONSISTENT	95.5229	gamma	95.7928	90-95	Cyanobacteria	94.84	95.86	0.5600000000000023
GCA_010672525.1__GCA_010672585.1	JAAHGH010000001.1	JAAHGF010000001.1	92.5184	95.8207	0.598	0.6349	0.07355	93.7807	152	0.9754	49	0.613	0.7158	94.2234	97.7572	0.9559	9.66	AlfI:96.55,AloI:96.23,BcgI:95.61,FalI:95.59	5048	152	4095	47	13.802631578947368	INCONSISTENT	92.5184	gamma	94.3897	90-95	Cyanobacteria	94.39	95.08	-2.460000000000008
GCF_013694365.1__GCF_000016825.1	NZ_CP059275.1	NC_009513.1	95.2195	96.3863	0.3024	0.3538	0.14918	93.2562	41	0.9254	40	1.107	0.7593	95.3301	97.4306	0.9095	1.24	AlfI:96.47,AloI:97.13,BcgI:96.33,FalI:96.22	1180	41	791	59	13.097560975609756	INCONSISTENT	95.2195	gamma	95.6874	90-95	Firmicutes	94.15	95.64	3.0999999999999943
GCA_902612605.1__GCA_902517745.1	CACMDY010000001.1	CABYDS010000001.1	95.8554	96.5003	0.549	0.5957	0.17541	94.5814	25	0.959	15	1.631	0.7708	95.8342	97.1181	0.6708	0.36	AlfI:96.59,AloI:97.00,BcgI:96.32,FalI:96.46	427	25	539	58	15.04	ok	95.8554	gamma	96.2625	95-100	Proteobacteria	95.0	95.03	-0.8699999999999903
GCA_902591665.1__GCA_902557705.1	CACJBO010000001.1	CACEBI010000001.1	95.9957	95.9957	0.541	0.612	0.17419	94.1789	26	0.9684	13	inf	0.7345	95.8682	96.1615	1.5487	3.57	AlfI:95.12,AloI:94.85,BcgI:95.42,FalI:96.40	482	26	611	69	16.346153846153847	ok	95.9957	uniform	96.2706	90-95	Proteobacteria	94.55	95.02	-1.8200000000000074
GCA_910576325.1__GCA_910574835.1	CAJTIM010000001.1	CAJTDE010000001.1	97.8823	98.5893	0.4327	0.3907	0.05003	96.102	133	0.9526	89	0.376	0.9125	97.7542	98.9345	0.1531	0.27	AlfI:98.57,AloI:98.49,BcgI:98.64,FalI:98.60	2360	133	2266	81	14.443609022556393	ok	97.8823	gamma	97.928	90-95	Firmicutes_A	94.78	95.92	0.6599999999999966
GCA_905213725.1__GCA_905197385.1	CAJMJM010000001.1	CAJJYO010000001.1	96.6464	97.3942	0.5034	0.5489	0.06365	95.4578	211	0.9577	78	0.892	0.8292	96.6707	97.8969	0.7573	5.93	AlfI:97.43,AloI:97.60,BcgI:97.24,FalI:98.00	2429	211	2689	32	9.360189573459715	ok	96.6464	gamma	96.8401	95-100	Actinobacteriota	95.06	95.01	-0.7599999999999909
GCA_007096045.1__GCA_001264245.1	SFAU01000001.1	CP011339.1	95.1934	96.6133	0.3921	0.3517	0.0895	93.7987	145	0.9761	24	0.866	0.7719	95.4685	97.6812	0.8935	5.96	AlfI:96.03,AloI:96.33,BcgI:96.93,FalI:96.14	2839	145	1984	22	7.772413793103448	INCONSISTENT	95.1934	gamma	95.6851	90-95	Cyanobacteria	94.61	95.45	-2.1599999999999966
GCF_000981785.2__GCF_000010625.1	NZ_CP011304.1	NC_010296.1	96.339	97.0748	0.4623	0.3733	0.07943	94.6232	136	0.9105	135	1.154	0.807	96.2878	97.6688	1.0833	6.87	AlfI:96.27,AloI:97.02,BcgI:97.35,FalI:96.66	2823	136	2031	38	11.095588235294118	INCONSISTENT	96.339	gamma	96.492	95-100	Cyanobacteria	95.1	95.88	4.829999999999998
GCF_014698335.1__GCF_000010625.1	NZ_JACJSV010000001.1	NC_010296.1	96.2677	97.0699	0.4089	0.3488	0.0807	94.4687	150	0.946	71	1.075	0.8067	96.2452	97.6917	0.9002	6.67	AlfI:96.47,AloI:96.71,BcgI:97.37,FalI:96.66	3070	150	1983	30	9.293333333333331	INCONSISTENT	96.2677	gamma	96.4528	95-100	Cyanobacteria	95.0	95.87	1.2700000000000102
GCA_007095785.1__GCA_007096045.1	SFBL01000001.1	SFAU01000001.1	95.9121	96.6862	0.3689	0.3772	0.08996	93.9736	141	0.9474	50	1.392	0.7778	95.8366	97.4387	0.7057	4.58	AlfI:96.31,AloI:96.30,BcgI:96.97,FalI:96.26	2432	141	1852	21	7.390070921985815	INCONSISTENT	95.9121	gamma	96.0565	90-95	Cyanobacteria	94.5	95.41	0.6699999999999875
GCA_902599405.1__GCA_902538085.1	CACKFO010000001.1	CACBDV010000001.1	96.2676	96.9981	0.6942	0.6943	0.15148	95.6991	24	0.9786	9	1.189	0.8064	96.1716	97.6415	0.6466	0.79	AlfI:97.10,AloI:97.13,BcgI:96.48,FalI:97.12	479	24	611	85	18.166666666666668	ok	96.2676	gamma	96.5643	90-95	Proteobacteria	94.01	95.49	-2.3700000000000045
GCF_000952795.1__GCA_000220865.1	NZ_KQ001376.1	GL985618.1	97.1985	97.4847	0.4128	0.3896	0.06827	95.0905	220	0.9027	157	2.026	0.835	97.0781	97.7476	0.8362	2.31	AlfI:97.62,AloI:97.76,BcgI:97.43,FalI:96.93	2423	220	2163	28	7.622727272727273	ok	97.1985	gamma	97.2619	90-95	Proteobacteria	94.93	95.97	5.700000000000003
GCA_001067655.1__GCA_003028315.1	JUNU01000302.1	CP028150.1	96.0043	96.5379	0.3761	0.4129	0.08219	93.9096	193	0.9588	51	2.026	0.7625	95.8988	97.1609	1.6169	4.44	AlfI:96.60,AloI:96.90,BcgI:96.58,FalI:95.28	2303	193	2233	27	7.1450777202072535	ok	96.0043	gamma	96.0937	90-95	Proteobacteria	94.35	95.27	-0.6099999999999994
GCF_900312745.1__GCF_000520975.1	NZ_OMPD01000016.1	NZ_JACB01000001.1	95.0072	96.0138	0.8157	0.8064	0.07107	95.0356	64	0.9788	54	1.392	0.7327	95.1371	97.0043	0.5238	3.06	AlfI:95.96,AloI:95.93,BcgI:95.68,FalI:96.20	2739	64	3875	191	40.046875	ok	95.0072	gamma	95.3009	90-95	Bacteroidota	94.77	95.01	-2.8699999999999903
GCA_902543295.1__GCA_902519325.1	CACBXW010000001.1	CABYJU010000001.1	96.7241	97.0053	0.4246	0.6326	0.18638	94.9546	15	0.9723	8	2.623	0.8071	96.6166	97.3017	0.8285	0.5	AlfI:96.81,AloI:96.30,BcgI:97.11,FalI:97.13	323	15	385	63	19.733333333333334	ok	96.7241	gamma	97.0969	90-95	Proteobacteria	94.51	95.38	-1.8500000000000085
GCF_001679045.1__GCA_001752465.1	NZ_LYCK01000001.1	MDJB01000001.1	95.2891	95.6813	0.8314	0.7355	0.11243	94.692	55	0.9549	47	3.556	0.7018	95.2002	96.3377	0.9707	2.62	AlfI:95.49,AloI:96.36,BcgI:95.39,FalI:95.99	1123	55	1586	76	19.07272727272727	ok	95.2891	gamma	95.4486	90-95	Proteobacteria	94.35	95.13	-0.35999999999999943
GCF_003253005.1__GCA_018381425.1	NZ_QEPZ01000001.1	JAGZRY010000371.1	96.8752	97.0324	0.2911	0.2324	0.12371	93.8657	93	0.8692	82	3.707	0.8057	97.019	97.055	0.5923	1.07	AlfI:96.67,AloI:96.91,BcgI:97.03,FalI:97.27	1252	93	799	22	6.860215053763441	INCONSISTENT	96.8752	gamma	97.332	90-95	Proteobacteria	94.76	95.27	8.349999999999994
GCA_902616725.1__GCA_902554995.1	CACMTZ010000001.1	CACDQT010000001.1	97.3244	97.3244	0.2818	0.4396	0.21895	94.4731	20	0.9293	13	inf	0.8296	97.3886	97.3054	1.1211	0.6	AlfI:97.83,AloI:97.35,BcgI:96.71,FalI:97.38	246	20	235	28	9.55	ok	97.3244	uniform	97.9593	90-95	Proteobacteria	94.31	95.14	2.2099999999999937
GCF_000158035.1__GCF_000513195.1	NZ_EQ973551.1	NZ_CBVI010000001.1	96.2122	96.8205	0.5603	0.5543	0.05408	94.7955	180	0.9514	173	1.565	0.7884	96.0921	97.4331	0.3721	2.85	AlfI:97.00,AloI:97.05,BcgI:96.68,FalI:96.72	3859	180	4875	84	19.816666666666663	ok	96.2122	gamma	96.2267	90-95	Bacteroidota	94.7	95.37	0.23000000000000398
GCA_003281045.1__GCA_902560185.1	QCDD01000001.1	CACEKW010000001.1	95.8965	96.5263	0.4225	0.4228	0.25454	93.7693	16	0.9787	3	1.781	0.7737	95.6443	97.355	2.7406	2.86	AlfI:96.58,AloI:96.86,BcgI:94.16,FalI:96.90	219	16	261	34	9.625	ok	95.8965	gamma	96.2694	90-95	Proteobacteria	94.27	95.05	-2.8200000000000074
GCF_000963275.1__GCA_018366675.1	NZ_JYOW01000001.1	JAGZHQ010000167.1	96.1596	96.6389	0.6838	0.7038	0.08867	95.4386	101	0.931	99	1.911	0.7786	96.1468	97.0786	0.5894	2.01	AlfI:96.46,AloI:96.93,BcgI:96.34,FalI:96.79	1639	101	1941	66	14.227722772277229	ok	96.1596	gamma	96.3645	90-95	Firmicutes	94.88	95.42	2.319999999999993
GCF_905142465.1__GCF_003064105.1	NZ_LR990739.1	NZ_KZ794568.1	95.9327	96.415	0.7995	0.763	0.03517	94.6701	182	0.9794	181	2.305	0.7521	95.8322	97.0243	0.4001	3.31	AlfI:96.39,AloI:96.78,BcgI:96.38,FalI:96.73	8989	182	12500	221	48.36813186813187	ok	95.9327	gamma	95.9139	90-95	Proteobacteria	94.94	95.1	-2.8400000000000034
GCF_014696875.1__GCA_009995705.1	NZ_JACJQV010000001.1	JAADBR010000001.1	95.3933	96.3206	0.3454	0.3557	0.09614	93.4215	124	0.9618	34	1.434	0.7493	95.373	97.2986	0.9563	5.08	AlfI:96.15,AloI:96.47,BcgI:96.59,FalI:95.63	2633	124	1855	23	7.903225806451613	INCONSISTENT	95.3933	gamma	95.5982	90-95	Cyanobacteria	94.28	95.19	-0.9899999999999949
GCF_002895565.1__GCF_002895605.1	NZ_AZRN01000001.1	NZ_AZRM01000001.1	94.5471	96.3727	0.7349	0.7299	0.11709	95.094	54	0.9658	29	0.739	0.7615	95.1408	97.5672	1.5557	2.5	AlfI:97.20,AloI:95.64,BcgI:96.47,FalI:96.36	1053	54	1342	61	16.185185185185187	ok	94.5471	gamma	95.4235	90-95	Thermotogota	94.88	95.02	-1.5600000000000023
GCF_001640365.1__GCF_013460135.1	NZ_LWMI01000001.1	NZ_CP038155.1	96.167	96.5008	0.203	0.3033	0.14117	93.1105	56	0.9147	46	3.074	0.7642	95.9877	96.9987	0.9844	1.75	AlfI:96.88,AloI:95.90,BcgI:96.17,FalI:96.68	800	56	772	25	9.803571428571429	ok	96.167	gamma	96.3246	95-100	Proteobacteria	95.29	96.28	4.810000000000002
GCF_014698335.1__GCF_014696875.1	NZ_JACJSV010000001.1	NZ_JACJQV010000001.1	96.2011	96.9779	0.3797	0.3636	0.08414	94.3351	153	0.9362	74	1.189	0.7997	96.1358	97.6357	1.6265	13.92	AlfI:95.79,AloI:96.45,BcgI:97.41,FalI:96.46	2856	153	1890	33	8.098039215686274	INCONSISTENT	96.2011	gamma	96.3494	90-95	Cyanobacteria	94.86	95.92	2.299999999999997
GCA_902521465.1__GCA_902518505.1	CABYRL010000001.1	CABYGG010000001.1	95.9707	96.79	0.6562	0.7198	0.15882	95.4323	21	0.9761	10	1.189	0.7916	95.9617	97.4761	0.5079	0.43	AlfI:96.92,AloI:97.16,BcgI:96.94,FalI:96.65	471	21	602	68	20.47619047619047	ok	95.9707	gamma	96.3633	95-100	Proteobacteria	95.01	95.26	-2.3499999999999943
GCA_902546975.1__GCA_902542505.1	CACCLU010000001.1	CACBUI010000001.1	96.5026	97.1305	0.28	0.4895	0.22226	94.2994	22	0.9239	15	1.14	0.8167	96.555	97.5407	0.5839	0.14	AlfI:96.95,AloI:97.53,BcgI:97.20,FalI:97.08	245	22	263	29	9.272727272727272	ok	96.5026	gamma	97.1409	90-95	Proteobacteria	94.81	95.14	2.75
GCA_902549785.1__GCA_902522525.1	CACCWT010000001.1	CABYVU010000001.1	97.145	97.8395	0.4899	0.3476	0.18827	95.1653	18	0.9773	4	0.669	0.8647	97.1625	98.2086	0.8087	0.51	AlfI:97.53,AloI:98.34,BcgI:98.06,FalI:97.74	240	18	264	24	10.555555555555555	ok	97.145	gamma	97.7143	95-100	Proteobacteria	95.23	95.17	-2.559999999999988
GCA_004193545.1__GCA_905067535.1	RPGO01000021.1	CAJHIR010000001.1	96.7082	97.0885	0.1776	0.3498	0.14939	93.8197	52	0.9118	35	1.968	0.8096	96.5898	97.4801	1.5405	2.61	AlfI:97.14,AloI:98.28,BcgI:96.74,FalI:97.15	738	52	562	18	7.961538461538462	ok	96.7082	gamma	96.9738	90-95	Halobacteriota	94.83	95.31	4.1299999999999955
GCF_001813295.1__GCA_018365265.1	NZ_KV811999.1	JAGZKI010000072.1	95.7751	96.2769	0.7218	0.7695	0.09148	95.2328	70	0.9636	53	2.239	0.7519	95.7178	96.8475	0.3908	1.17	AlfI:96.13,AloI:96.32,BcgI:96.04,FalI:96.43	1545	70	2077	59	21.02857142857143	ok	95.7751	gamma	95.9339	90-95	Firmicutes	94.53	95.1	-1.2600000000000051
GCA_007095845.1__GCF_000010625.1	SFBI01000001.1	NC_010296.1	95.4229	96.1565	0.3355	0.2846	0.1035	93.0832	124	0.9612	34	1.781	0.7367	95.4442	96.9263	1.0461	7.19	AlfI:95.52,AloI:95.65,BcgI:96.57,FalI:95.57	2562	124	1646	23	7.790322580645161	INCONSISTENT	95.4229	gamma	95.6828	90-95	Cyanobacteria	94.28	95.04	-1.0799999999999983
GCA_003278685.1__GCA_902617605.1	QCDS01000001.1	CACMXO010000001.1	95.4717	95.842	0.5489	0.6102	0.17034	93.9968	34	0.9696	13	3.355	0.7246	95.4367	96.3162	1.0425	0.71	AlfI:95.47,AloI:96.51,BcgI:95.53,FalI:95.88	528	34	691	37	13.205882352941176	ok	95.4717	gamma	95.8272	90-95	Cyanobacteria	94.5	95.07	-1.8900000000000148
GCA_002704755.1__GCA_016780665.1	PAHC01000007.1	JADHLM010000041.1	95.9368	96.2987	0.3405	0.5704	0.19107	93.8598	40	0.918	26	2.701	0.755	95.9867	96.6376	1.0833	1.99	AlfI:95.69,AloI:96.30,BcgI:95.59,FalI:96.67	423	40	466	19	8.275	ok	95.9368	gamma	96.4399	90-95	Proteobacteria	94.57	95.01	3.210000000000008
GCA_902560185.1__GCA_902518155.1	CACEKW010000001.1	CABYFA010000001.1	94.2251	95.9074	0.6046	0.4906	0.23921	93.5622	25	0.9755	5	0.918	0.7283	94.7913	97.2005	2.602	2.78	AlfI:93.73,AloI:95.22,BcgI:95.73,FalI:96.33	263	25	369	20	8.96	ok	94.2251	gamma	95.3442	90-95	Proteobacteria	94.01	95.02	-2.530000000000001
GCF_000686565.1__GCF_900198365.1	NZ_KK365988.1	NZ_FZMS01000111.1	96.8516	97.2698	0.3673	0.3741	0.09564	94.6656	119	0.9276	64	1.68	0.8251	96.6814	97.6714	0.7672	1.79	AlfI:97.58,AloI:97.89,BcgI:97.14,FalI:97.12	1592	119	1295	41	7.890756302521009	ok	96.8516	gamma	96.9361	95-100	Campylobacterota	95.34	95.63	2.8700000000000045
GCA_003211205.1__GCA_003211275.1	QCTJ01000001.1	QCTE01000001.1	96.8319	97.3036	0.5115	0.5757	0.07405	95.3374	75	0.9787	32	1.476	0.8221	96.7207	97.7123	0.6849	2.62	AlfI:97.17,AloI:97.41,BcgI:97.47,FalI:96.78	1638	75	2036	144	20.573333333333338	ok	96.8319	gamma	96.9154	90-95	Cyanobacteria	94.26	95.52	-2.3500000000000085
GCA_902599405.1__GCA_902524245.1	CACKFO010000001.1	CABZCN010000001.1	95.6193	96.8276	0.722	0.6726	0.15429	95.45	25	0.9791	9	0.866	0.7944	95.7106	97.7593	0.6102	0.45	AlfI:96.41,AloI:97.02,BcgI:96.65,FalI:96.93	496	25	650	76	17.84	ok	95.6193	gamma	96.1031	95-100	Proteobacteria	95.06	95.58	-2.3299999999999983
GCA_902622985.1__GCA_902617525.1	CACNSH010000001.1	CACMWW010000001.1	96.3998	97.0222	0.5792	0.6858	0.1483	95.4631	31	0.9604	18	1.26	0.8075	96.3968	97.5105	0.9	1.02	AlfI:96.94,AloI:97.50,BcgI:96.60,FalI:97.14	496	31	613	84	15.064516129032258	ok	96.3998	gamma	96.7797	95-100	Proteobacteria	95.15	95.35	-0.6900000000000119
GCF_014931275.1__GCA_905205995.1	NZ_CP063110.1	CAJLFU010000001.1	95.3146	95.7678	0.7911	0.7853	0.10372	94.8345	73	0.9411	72	2.985	0.709	95.2914	96.4033	0.8211	3.97	AlfI:95.91,AloI:95.44,BcgI:95.31,FalI:96.13	1308	73	1821	85	16.753424657534246	ok	95.3146	gamma	95.5222	90-95	Proteobacteria	94.84	95.14	1.0300000000000011
GCF_001815675.1__GCF_000952795.1	NZ_KV821453.1	NZ_KQ001376.1	97.1933	97.4443	0.3692	0.4154	0.06936	95.0204	217	0.899	163	2.374	0.832	97.0527	97.7022	1.3053	5.14	AlfI:97.27,AloI:97.88,BcgI:97.56,FalI:96.58	2443	217	2132	29	7.686635944700461	ok	97.1933	gamma	97.2382	90-95	Proteobacteria	94.8	95.87	5.969999999999999
GCA_902592345.1__GCA_902569865.1	CACJEE010000001.1	CACFVT010000001.1	96.6608	96.9074	0.3805	0.4961	0.19466	94.4275	28	0.9737	6	2.701	0.8009	96.8159	96.9944	1.0475	1.14	AlfI:97.10,AloI:97.78,BcgI:96.95,FalI:96.73	328	28	360	21	8.928571428571429	ok	96.6608	gamma	97.3081	90-95	Proteobacteria	94.82	95.41	-1.960000000000008
GCA_902596545.1__GCA_902595195.1	CACJUH010000001.1	CACJPC010000001.1	96.5313	97.0404	0.5516	0.6654	0.1605	95.3767	26	0.956	17	1.52	0.8097	96.469	97.4688	1.3092	1.48	AlfI:97.81,AloI:96.50,BcgI:96.75,FalI:97.06	432	26	523	39	15.192307692307692	ok	96.5313	gamma	96.8866	95-100	Actinobacteriota	95.02	95.61	0.010000000000005116
GCF_900447045.1__GCA_018372875.1	NZ_UAWH01000019.1	JAHAIF010000094.1	95.4206	96.0803	0.6648	0.6917	0.10322	94.7623	74	0.9473	66	1.911	0.7438	95.3817	96.8084	2.6018	5.0	AlfI:96.11,AloI:96.33,BcgI:93.73,FalI:96.16	1411	74	1831	57	17.04054054054054	ok	95.4206	gamma	95.625	90-95	Firmicutes_A	94.58	95.02	0.28999999999999204
GCF_008974145.1__GCF_000010625.1	NZ_BJKP01000001.1	NC_010296.1	96.2117	96.72	0.4124	0.3025	0.09047	93.9712	144	0.9233	92	1.911	0.78	96.1142	97.2323	1.0126	7.01	AlfI:96.37,AloI:96.40,BcgI:97.05,FalI:96.04	2368	144	1753	22	8.694444444444445	ok	96.2117	gamma	96.3361	90-95	Cyanobacteria	94.59	95.42	3.0900000000000034
GCF_002160305.1__GCF_016899775.1	NZ_NFKI01000001.1	NZ_JACJJE010000100.1	96.2055	97.0299	0.538	0.5579	0.07447	95.0641	126	0.97	50	1.075	0.8021	96.193	97.691	0.4496	2.41	AlfI:97.33,AloI:96.88,BcgI:96.88,FalI:96.96	2242	126	2418	51	13.817460317460318	ok	96.2055	gamma	96.3837	90-95	Firmicutes_A	94.52	95.23	-1.769999999999996
GCA_002451755.1__GCA_002438685.1	DKDF01000028.1	DJQG01000066.1	96.0202	96.4371	0.6614	0.66	0.07421	94.9856	156	0.9686	59	2.516	0.7567	95.9468	96.9324	0.1437	0.18	AlfI:96.47,AloI:96.45,BcgI:96.39,FalI:96.54	2175	156	2816	36	12.653846153846152	ok	96.0202	gamma	96.1213	90-95	Firmicutes_A	94.88	95.24	-1.6200000000000045
GCA_902612325.1__GCA_902554995.1	CACMDB010000001.1	CACDQT010000001.1	97.2693	97.2693	0.3274	0.5424	0.20809	94.8056	23	0.9242	16	inf	0.8263	97.0497	97.4322	1.621	1.6	AlfI:97.90,AloI:97.99,BcgI:96.37,FalI:97.21	250	23	275	31	9.478260869565217	ok	97.2693	uniform	97.5995	90-95	Proteobacteria	93.31	95.27	2.8499999999999943
GCF_000210015.1__GCA_900066355.1	NC_021022.1	FMEL01000037.1	95.2753	96.4852	0.6658	0.7152	0.07398	94.9602	58	0.9728	57	1.014	0.7643	95.4388	97.5136	0.4931	2.53	AlfI:96.24,AloI:96.56,BcgI:96.35,FalI:96.73	2231	58	3071	198	36.10344827586207	ok	95.2753	gamma	95.6161	90-95	Firmicutes_A	94.94	95.21	-2.0700000000000074
GCF_003048615.2__GCF_000466685.1	NZ_CP049263.1	NZ_ANNG01000001.1	95.635	95.985	0.7049	0.6552	0.09276	94.6077	77	0.9491	76	3.454	0.7292	95.5532	96.4909	1.1169	1.34	AlfI:96.08,AloI:95.00,BcgI:95.71,FalI:96.11	1627	77	2144	62	19.38961038961039	ok	95.635	gamma	95.7647	90-95	Campylobacterota	94.63	95.19	0.2799999999999869
GCF_009680455.1__GCF_003464165.1	NZ_WKRD01000010.1	NZ_QSEK01000001.1	94.3425	96.5209	0.6687	0.725	0.09208	94.9802	65	0.9622	51	0.631	0.7701	95.0876	97.8958	1.0178	3.12	AlfI:96.43,AloI:97.17,BcgI:96.16,FalI:96.55	1481	65	2087	76	20.984615384615385	ok	94.3425	gamma	95.3114	95-100	Firmicutes_A	95.41	95.26	-0.9599999999999937
GCF_002027555.1__GCF_002014975.1	NZ_MXAP01000001.1	NZ_MUXV01000001.1	95.8614	96.9922	0.6082	0.6135	0.07849	95.3139	138	0.9723	38	0.866	0.8018	95.9237	97.8567	0.473	0.26	AlfI:97.06,AloI:96.59,BcgI:97.00,FalI:96.92	1877	138	2214	41	10.673913043478262	ok	95.8614	gamma	96.1226	90-95	Proteobacteria	94.92	95.4	-1.8299999999999983
GCA_016779005.1__GCA_009936885.1	JADHOL010000007.1	JAACDT010000133.1	96.8699	96.8699	0.386	0.4007	0.11114	94.341	102	0.9102	69	inf	0.793	96.9607	96.7997	1.5275	2.7	AlfI:97.03,AloI:95.50,BcgI:96.88,FalI:96.98	1179	102	1039	21	7.852941176470588	ok	96.8699	uniform	97.236	90-95	Proteobacteria	94.78	95.12	4.1000000000000085
GCF_001813295.1__GCF_001073155.1	NZ_KV811999.1	NZ_JVEE01000003.1	95.6421	96.3383	0.7685	0.7953	0.08939	95.4143	53	0.9773	34	1.631	0.7565	95.6645	97.0084	0.4136	1.22	AlfI:96.46,AloI:96.38,BcgI:96.05,FalI:96.45	1583	53	2157	143	28.641509433962263	ok	95.6421	gamma	95.8772	90-95	Firmicutes	94.68	95.39	-2.339999999999989
GCF_014698335.1__GCF_000297435.1	NZ_JACJSV010000001.1	NZ_CAIP01000449.1	95.915	96.7708	0.3491	0.3432	0.09243	93.9521	129	0.9446	55	1.189	0.7841	95.9245	97.4978	1.2192	5.38	AlfI:95.84,AloI:96.63,BcgI:97.06,FalI:96.46	2728	129	1701	21	8.263565891472869	INCONSISTENT	95.915	gamma	96.1528	95-100	Cyanobacteria	95.03	95.71	1.25
GCA_902580505.1__GCA_902542975.1	CACHLB010000001.1	CACBWM010000001.1	96.5475	96.8087	0.5228	0.5067	0.18244	94.6641	23	0.9702	9	3.165	0.7924	96.4317	97.1375	0.8135	0.5	AlfI:97.20,AloI:96.95,BcgI:96.39,FalI:96.81	357	23	434	44	13.73913043478261	ok	96.5475	gamma	96.8898	90-95	Proteobacteria	94.76	95.07	-1.9500000000000028
GCA_015057705.1__GCA_015057775.1	SVDU01000006.1	SVDT01000402.1	96.3753	96.473	0.4538	0.4491	0.0829	94.2335	172	0.9173	138	7.405	0.7649	96.447	96.5267	0.9864	5.22	AlfI:96.37,AloI:96.83,BcgI:95.84,FalI:96.69	2219	172	2240	32	9.901162790697674	ok	96.3753	gamma	96.6449	90-95	Firmicutes_A	94.55	95.28	3.549999999999997
GCA_902558225.1__GCA_902519945.1	CACEDG010000001.1	CABYLY010000001.1	96.6081	96.9366	0.4885	0.4252	0.22386	94.4491	22	0.9693	5	2.374	0.8022	96.4864	97.3085	2.4416	2.33	AlfI:97.49,AloI:97.14,BcgI:95.04,FalI:97.12	251	22	278	20	8.181818181818182	ok	96.6081	gamma	97.0583	90-95	Proteobacteria	94.61	95.26	-1.6700000000000017
GCF_001809325.1__GCF_000813705.1	NZ_KV796920.1	NZ_JUFZ01000001.1	96.6391	96.9818	0.3306	0.3654	0.07886	94.263	205	0.9095	128	2.239	0.7971	96.5974	97.2941	1.9029	7.68	AlfI:97.16,AloI:97.70,BcgI:96.88,FalI:95.80	2274	205	2005	25	7.278048780487805	ok	96.6391	gamma	96.7947	90-95	Proteobacteria	94.51	95.23	4.280000000000001
GCA_005518205.2__GCA_014323675.1	RFFC02000001.1	JACONN010000001.1	93.015	97.0704	0.5837	0.5938	0.05393	94.8242	198	0.9579	137	0.335	0.8057	95.2301	98.5891	0.8332	7.8	AlfI:97.32,AloI:97.05,BcgI:97.12,FalI:96.49	5644	198	4982	116	16.762626262626263	ok	93.015	gamma	95.3672	90-95	Cyanobacteria	94.76	95.34	-0.44999999999998863
GCF_000381025.1__GCF_000262345.1	NZ_KB905813.1	NZ_AJTQ01000001.1	95.9415	96.4861	0.7475	0.8285	0.03883	95.1395	294	0.9621	272	2.026	0.7579	95.8329	97.1542	1.4432	26.21	AlfI:95.99,AloI:96.67,BcgI:96.51,FalI:97.44	7459	294	10223	166	24.50680272108843	ok	95.9415	gamma	95.9242	90-95	Actinobacteriota	94.91	95.2	-1.009999999999991
GCF_000227275.1__GCA_003028315.1	NZ_JH164964.1	CP028150.1	97.3507	97.5869	0.3411	0.3479	0.06855	94.9504	208	0.8812	196	2.175	0.8425	97.2686	97.7822	0.6012	1.33	AlfI:97.64,AloI:97.90,BcgI:97.54,FalI:97.30	2501	208	2026	50	7.990384615384615	ok	97.3507	gamma	97.4559	90-95	Proteobacteria	94.53	95.91	7.789999999999992
