query_asm	ref_asm
GCA_900539765.1	GCA_900548415.1
GCA_016707205.1	GCA_016713275.1
GCF_002201795.1	GCF_004345615.1
GCA_017999895.1	GCA_018056245.1
GCA_018674025.1	GCA_902515565.1
GCF_000212735.1	GCA_016718685.1
GCA_900545915.1	GCF_003634345.1
GCF_007827365.1	GCF_000518485.1
GCA_905480125.1	GCA_018669945.1
GCA_900102385.1	GCA_017617315.1
GCA_015482705.2	GCF_003182595.1
GCA_002430545.1	GCA_902586905.1
GCA_002457365.1	GCA_902529365.1
GCA_000163695.1	GCA_905372135.1
GCF_002966125.1	GCA_905479745.1
GCA_002840975.1	GCA_001769215.1
GCA_003454845.1	GCA_016779995.1
GCF_900112595.1	GCF_014202225.1
GCA_902529115.1	GCA_002720745.1
GCA_002412705.1	GCA_016931855.1
GCA_002719315.1	GCA_902560065.1
GCF_900141935.1	GCF_012272855.1
GCA_017516865.1	GCA_002371705.1
GCA_013359255.1	GCA_905339165.1
GCF_001280505.1	GCF_001280435.1
GCA_016718505.1	GCA_016720635.1
GCA_002692065.1	GCA_902551855.1
GCA_002840985.1	GCA_018816945.1
GCF_907163125.1	GCF_002943105.1
GCA_002501205.1	GCF_014524565.1
GCA_905233585.1	GCA_017618435.1
GCA_016787505.1	GCA_016715405.1
GCA_017506175.1	GCA_900321845.1
GCF_003095655.1	GCF_000212355.1
GCA_903838995.1	GCA_903828245.1
GCA_016213345.1	GCA_016194835.1
GCF_000317895.1	GCF_000196175.1
GCA_002841685.1	GCA_013791745.1
GCA_005888595.1	GCA_005882335.1
GCA_005882275.1	GCA_005882445.1
GCA_002299965.1	GCA_003650285.1
GCA_002070635.1	GCA_017992475.1
GCA_013360445.1	GCA_011526015.1
GCA_002733685.1	GCA_013215945.1
GCF_003544935.1	GCA_004116725.1
GCA_902387145.1	GCA_002092835.1
GCF_001891085.1	GCF_002913945.1
GCA_004116465.1	GCF_000092245.1
GCF_001653455.1	GCF_900120335.1
GCA_002470185.1	GCF_013283835.1
GCA_905373295.1	GCF_001190745.1
GCF_000648235.2	GCF_011087585.1
GCA_018240225.1	GCA_018239725.1
GCA_011065045.1	GCA_011064905.1
GCA_903932805.1	GCA_003670675.1
GCF_000011905.1	GCF_001889305.1
GCA_002563855.1	GCF_008838325.1
GCA_009838595.1	GCA_009840355.1
GCF_001748285.1	GCF_008974285.1
GCA_008373165.1	GCA_009392215.1
GCA_002772325.1	GCA_009619075.1
GCA_009840225.1	GCA_011523365.1
GCA_016705235.1	GCA_017993775.1
GCA_009839775.1	GCA_012270555.1
GCF_008974285.1	GCF_003268475.1
GCA_011333425.1	GCA_014360805.1
GCA_009838385.1	GCA_009841435.1
GCA_002694895.1	GCA_009391605.1
GCA_009392675.1	GCA_002435305.1
GCF_001306135.1	GCF_016907925.1
GCA_001796355.1	GCA_004347695.1
GCA_009841145.1	GCA_012271135.1
GCA_002238555.1	GCA_009841145.1
GCF_016587375.1	GCF_000178855.1
GCA_002238555.1	GCA_012271135.1
GCA_003670675.1	GCA_903868295.1
GCA_002366595.1	GCA_003453555.1
GCF_003205875.1	GCF_001306135.1
GCA_903868295.1	GCA_903932805.1
GCA_900696625.1	GCA_013112725.1
GCA_005879815.1	GCA_005880165.1
GCA_002714425.1	GCA_002728715.1
GCA_012719115.1	GCA_002421585.1
GCA_016875925.1	GCA_016875975.1
GCA_902620405.1	GCA_002727435.1
GCA_017743275.1	GCA_011362935.1
GCF_002532075.1	GCF_004762035.2
GCA_012522935.1	GCA_012519465.1
GCF_000020945.1	GCA_003476705.1
GCF_014698045.1	GCF_001298445.1
GCF_000011485.1	GCA_003214855.1
GCF_002154725.1	GCF_002154695.1
GCA_012031415.1	GCA_012033355.1
GCA_002737305.1	GCA_016463595.1
GCF_012912135.1	GCF_017982655.1
GCF_014698305.1	GCF_014698735.1
GCA_900547155.1	GCA_900547585.1
GCA_003279455.1	GCA_003280265.1
GCA_005110385.1	GCA_018970325.1
GCA_010692395.1	GCA_011524395.1
GCF_002368075.1	GCF_015207205.1
GCA_007095845.1	GCF_000981785.2
GCF_002368155.1	GCF_014696315.1
GCF_000828075.3	GCF_002368435.1
GCA_011390955.1	GCF_001276715.1
GCF_003367075.1	GCF_000175855.1
GCA_011524395.1	GCF_000211815.1
GCF_000317105.1	GCA_011390515.1
GCA_015295825.1	GCF_008386235.1
GCA_009995705.1	GCA_007095845.1
GCF_003838195.1	GCA_010672525.1
GCF_000011485.1	GCF_000760295.1
GCF_002368315.1	GCF_000317245.1
GCA_014323965.1	GCA_018141785.1
GCF_000317515.1	GCF_014695895.1
GCA_009995705.1	GCA_007095785.1
GCA_003214855.1	GCF_000760295.1
GCF_015207705.1	GCF_000316625.1
GCA_000063525.1	GCA_012270465.1
GCA_900761525.1	GCA_900552205.1
GCF_001298445.1	GCF_014697615.1
GCA_010692395.1	GCA_010692325.1
GCF_001858025.1	GCF_014698305.1
GCF_000828075.3	GCF_002368235.1
GCF_013177315.1	GCF_001548395.1
GCF_002368235.1	GCF_002368435.1
GCF_000817735.3	GCF_000317125.1
GCF_014132355.1	GCA_010672455.1
GCF_015206885.1	GCF_000010625.1
GCA_011334575.1	GCA_011333285.1
GCF_000183405.1	GCA_002878065.1
GCF_000487995.1	GCA_910586745.1
GCF_014201675.1	GCA_011330655.1
GCA_011390675.1	GCA_011390455.1
GCA_011390735.1	GCA_011389865.1
GCA_018333895.1	GCA_018333775.1
GCA_001468925.1	GCA_018897535.1
GCF_000472805.1	GCA_016735355.1
GCF_000007985.2	GCA_001628815.1
GCA_016182705.1	GCA_001795535.1
GCA_018399535.1	GCA_011056825.1
GCA_015233295.1	GCA_015233285.1
GCA_011370455.1	GCA_011361925.1
GCA_002328165.1	GCA_011049715.1
GCA_016930875.1	GCA_015222985.1
GCA_016235365.1	GCA_016234955.1
GCA_018902755.1	GCA_018896025.1
GCF_000422285.1	GCA_900498135.1
GCA_002841785.1	GCA_002347095.1
GCF_002093115.1	GCF_002898515.1
GCF_900129305.1	GCA_014359885.1
GCA_016209225.1	GCA_003599365.1
GCF_000429905.1	GCF_900142135.1
GCA_009773075.1	GCA_002782605.1
GCA_002423365.1	GCF_900111775.1
GCA_002367355.1	GCA_013138705.1
GCA_011046395.1	GCA_007280345.1
GCA_016783065.1	GCA_013203065.1
GCA_009773075.1	GCA_003599365.1
GCA_014381545.1	GCA_013202725.1
GCA_013151365.1	GCA_002897615.1
GCA_002402905.1	GCF_001293685.1
GCA_009684525.1	GCA_016223015.1
GCA_016208115.1	GCA_016218705.1
GCA_011322625.1	GCA_015494725.1
GCA_016212705.1	GCA_001797465.1
GCF_000022265.1	GCA_001311985.1
GCA_011047885.1	GCA_011334825.1
GCA_018433085.1	GCA_018436855.1
GCA_017552515.1	GCA_017417085.1
GCF_008802355.1	GCF_008802365.1
GCA_018816605.1	GCA_013792075.1
GCA_018970825.1	GCA_017853315.1
GCA_014382245.1	GCA_002311335.1
GCA_001798455.1	GCA_016193385.1
GCA_012960245.1	GCA_014382245.1
GCA_001798565.1	GCA_016184235.1
GCA_012960245.1	GCA_002311335.1
GCA_002479255.1	GCA_003135135.1
GCA_013152215.1	GCF_000526155.1
GCA_017881405.1	GCA_002279275.1
GCA_009773665.1	GCF_000429325.1
GCF_000701705.1	GCA_900553145.1
GCF_000504305.1	GCF_011682075.1
GCF_900114115.1	GCF_014873765.1
GCF_000021385.1	GCF_000226255.1
GCF_011682075.1	GCF_000226255.1
GCA_009782775.1	GCA_009783115.1
GCA_003525525.1	GCF_000702665.1
GCA_900550745.1	GCF_000701705.1
GCF_000226255.1	GCF_015731765.1
GCF_008124665.1	GCA_011333985.1
GCA_003170875.1	GCA_003135255.1
GCA_005880525.1	GCA_005879985.1
GCA_003151665.1	GCA_003139695.1
GCA_016464825.1	GCA_003244185.1
GCA_003142035.1	GCA_003135255.1
GCA_016180425.1	GCA_001800135.1
GCA_002448285.1	GCA_902761395.1
GCA_016206405.1	GCA_001800185.1
GCA_902761395.1	GCA_017651625.1
GCA_016182905.1	GCA_016191335.1
GCA_002423485.1	GCA_002329445.1
GCA_013043945.1	GCA_013044185.1
GCA_002307115.1	GCA_001873075.1
GCA_903894145.1	GCA_903915125.1
GCF_002798305.1	GCF_002265435.1
GCF_900115845.1	GCF_900177535.1
GCF_000306965.1	GCF_016908375.1
GCF_005144865.1	GCF_017303315.1
GCF_000986785.1	GCF_001273925.1
GCF_004343255.1	GCF_003003125.1
GCA_002155105.1	GCF_900112935.1
GCF_000313565.1	GCA_001305055.1
GCF_001884135.1	GCF_006494425.1
GCA_902399855.1	GCF_000420345.1
GCA_900538885.1	GCA_900752975.1
GCF_002128425.1	GCF_001420605.1
GCA_015264885.1	GCF_001071995.1
GCF_001199495.1	GCF_000875755.1
GCA_017561055.1	GCA_017473265.1
GCA_900539265.1	GCA_000433035.1
GCF_000691145.1	GCF_014764715.1
GCF_007994985.1	GCF_016908395.1
GCF_004000865.1	GCF_004000785.1
GCA_015059015.1	GCA_017398545.1
GCA_900551535.1	GCA_001058355.1
GCA_014049385.1	GCF_005864045.1
GCF_001552255.1	GCF_001552655.1
GCA_905199855.1	GCA_000432575.1
GCF_000173915.1	GCF_001553035.1
GCF_003339775.1	GCF_001886855.1
GCF_001543205.1	GCF_002083135.2
GCF_004138285.1	GCF_002574545.1
GCF_900176265.1	GCF_002276225.1
GCF_014322795.1	GCF_013820765.1
GCF_014836645.1	GCF_001629705.1
GCF_000833605.1	GCF_002742685.1
GCF_009718825.1	GCF_006517395.1
GCF_003024685.1	GCF_003024675.1
GCF_900106595.1	GCF_000420725.1
GCF_000428925.1	GCF_009864005.1
GCF_003605405.2	GCF_014836955.1
GCF_000426085.1	GCF_011393025.1
GCA_017941505.1	GCA_902772725.1
GCA_902769185.1	GCA_002342545.1
GCF_900106845.1	GCF_900015215.1
GCA_900541905.1	GCA_900542375.1
GCA_900542935.1	GCA_002474405.1
GCA_016281805.1	GCA_902783255.1
GCF_000449425.2	GCF_900243075.1
GCA_017461005.1	GCA_017433225.1
GCA_902761585.1	GCF_009696445.1
GCA_905212395.1	GCA_002405165.1
GCA_017381715.1	GCA_017399965.1
GCF_009695905.1	GCA_016775335.1
GCA_015068035.1	GCA_017522015.1
GCA_002424295.1	GCA_902809935.1
GCA_900539725.1	GCA_900539225.1
GCF_001185345.1	GCF_017566055.1
GCA_900766215.1	GCF_003182075.1
GCA_900767835.1	GCA_900768425.1
GCF_001404875.1	GCF_000154065.1
GCA_017433225.1	GCA_900317985.1
GCA_015063805.1	GCA_017466495.1
GCA_904502055.1	GCA_017621015.1
GCA_017646185.1	GCA_017537345.1
GCA_900544375.1	GCA_900544715.1
GCF_017566145.1	GCF_001486165.1
GCF_018785175.1	GCF_902381825.1
GCA_017962825.1	GCA_016291475.1
GCF_001077535.1	GCF_000449425.2
GCA_900316395.1	GCA_905234245.1
GCF_001889325.1	GCF_001020205.1
GCF_000633595.2	GCF_001038625.1
GCA_017500845.1	GCA_015055705.1
GCF_900107815.1	GCF_900107125.1
GCA_904419835.1	GCF_000169255.2
GCA_002411615.1	GCA_902809935.1
GCF_000010185.1	GCA_018371055.1
GCA_900766395.1	GCA_900552105.1
GCA_017557265.1	GCA_017550645.1
GCF_900142955.1	GCA_018372435.1
GCA_900550095.1	GCA_904399395.1
GCA_900548305.1	GCA_900542375.1
GCF_002102475.1	GCF_009905255.1
GCA_003160265.1	GCA_003132605.1
GCA_012518875.1	GCA_013201395.1
GCA_012840405.1	GCA_012842275.1
GCA_019008365.1	GCA_016841725.1
GCA_902812385.1	GCA_902812435.1
GCA_009910795.1	GCF_000512895.1
GCF_001950325.1	GCF_000012865.1
GCA_003513005.1	GCA_002418775.1
GCA_009711705.1	GCA_016278505.1
GCA_000214705.1	GCF_003627965.1
GCF_001570625.1	GCF_000014725.1
GCA_012840385.1	GCA_902812435.1
GCA_012840405.1	GCA_001513545.1
GCA_009910795.1	GCF_004343605.1
GCA_018432615.1	GCA_018433675.1
GCA_900766245.1	GCF_003992015.1
GCA_902780915.1	GCA_017635515.1
GCA_900770895.1	GCA_902766095.1
GCA_900554395.1	GCA_905207485.1
GCF_003999875.1	GCF_001553345.1
GCF_902506685.1	GCA_900155405.1
GCA_900556745.1	GCF_902506685.1
GCA_902801565.1	GCA_017444295.1
GCA_900318215.1	GCA_902780535.1
GCF_900110485.1	GCF_900141835.1
GCF_000286455.1	GCF_001683335.1
GCA_017390595.1	GCA_017442105.1
GCA_902801365.1	GCF_900112895.1
GCA_900155405.1	GCA_900556745.1
GCF_000271665.2	GCA_002434245.1
GCA_003541445.1	GCA_003530255.1
GCA_007128555.1	GCA_003566675.1
GCA_003554685.1	GCA_007134885.1
GCA_018399995.1	GCA_018334565.1
GCA_012516125.1	GCA_014360195.1
GCA_002398515.1	GCA_012841305.1
GCA_905371725.1	GCF_001274535.1
GCF_002761955.1	GCF_000160475.1
GCF_900683735.1	GCF_003019675.1
GCF_007990635.1	GCF_007990525.1
GCF_002573625.1	GCF_016724785.1
GCA_016704275.1	GCA_016720805.1
GCA_009843625.1	GCA_009840525.1
GCA_003220935.1	GCA_001917665.1
GCA_002501085.1	GCA_002313925.1
GCA_007126575.1	GCA_007692605.1
GCA_009838765.1	GCA_009840115.1
GCA_003222115.1	GCA_003221995.1
GCA_009840115.1	GCA_009841005.1
GCA_017881585.1	GCA_003171215.1
GCA_009838975.1	GCA_009841165.1
GCA_002348265.1	GCA_002348465.1
GCF_900215215.1	GCF_001889405.1
GCA_004212095.1	GCA_905067535.1
GCA_004193545.1	GCA_004212095.1
GCA_013139985.1	GCA_009903405.1
GCF_003336245.1	GCF_003342675.1
GCF_000337495.1	GCF_000025325.1
GCF_002355635.1	GCF_900107205.1
GCF_000025325.1	GCF_013342135.1
GCA_009618475.1	GCA_016782355.1
GCA_003552885.1	GCA_001564115.1
GCA_002509485.1	GCA_001412335.1
GCF_001889405.1	GCF_004137855.1
GCA_003315675.1	GCA_002498375.1
GCF_900774055.1	GCF_900111645.1
GCF_001488575.1	GCF_001485535.1
GCF_000025325.1	GCF_003977755.1
GCF_000147875.1	GCF_000784355.1
GCF_000217715.1	GCF_003610195.1
GCF_001469875.2	GCF_000025685.1
GCA_002068435.1	GCA_012516785.1
GCA_002010075.1	GCA_003661015.1
GCA_004212085.1	GCA_902158745.1
GCA_012510295.1	GCA_012521035.1
GCA_009649835.1	GCA_014237145.1
GCA_002509485.1	GCA_018432765.1
GCF_002761295.1	GCF_004137855.1
GCF_000337455.1	GCF_013415905.1
GCF_000025865.1	GCF_003722075.1
GCF_000196655.1	GCA_018609725.1
GCF_013342135.1	GCF_000337495.1
GCA_003021175.1	GCA_003023185.1
GCA_013180605.1	GCA_003160755.1
GCF_900215215.1	GCF_003722075.1
GCF_000970045.1	GCA_013329415.1
GCF_000336815.1	GCF_000337795.1
GCF_000337375.1	GCF_007671685.1
GCA_009649835.1	GCA_013330355.1
GCA_016841265.1	GCA_013329415.1
GCA_003229935.1	GCA_002897955.1
GCA_009838645.1	GCA_009841265.1
GCA_009841265.1	GCA_009835325.1
GCA_013152225.1	GCA_011682565.1
GCA_013824755.1	GCA_016719645.1
GCA_009840005.1	GCA_009845645.1
GCA_015660315.1	GCA_018672475.1
GCA_012961755.1	GCA_003645885.1
GCA_004402915.1	GCA_004402895.1
GCA_002704685.1	GCA_002693365.1
GCA_012964235.1	GCA_002686675.1
GCA_002707765.1	GCA_002718585.1
GCA_002171125.1	GCA_002591605.1
GCA_018895675.1	GCA_016783665.1
GCA_002703375.1	GCA_002704045.1
GCA_002167345.2	GCA_902562835.1
GCA_902615915.1	GCA_002170005.2
GCA_002726775.1	GCA_002686675.1
GCA_004124405.1	GCA_012964845.1
GCA_003535775.1	GCA_002686675.1
GCA_002726775.1	GCA_012964235.1
GCA_002839705.1	GCA_002509745.1
GCF_002287175.1	GCF_000745485.1
GCF_018141185.1	GCA_019084405.1
GCA_016291275.1	GCA_902784195.1
GCF_000828575.1	GCF_014889545.1
GCA_003491305.1	GCA_001316325.1
GCA_017652345.1	GCA_016291275.1
GCF_000018485.1	GCF_000016125.1
GCF_000007185.1	GCF_002201895.1
GCA_003663525.1	GCF_000022545.1
GCA_004212155.1	GCA_011372835.1
GCA_001788415.1	GCA_016188005.1
GCA_016193045.1	GCA_001443385.1
GCA_016180655.1	GCA_001771285.1
GCF_000022145.1	GCF_000013385.1
GCA_002841825.1	GCA_018817795.1
GCA_017881285.1	GCA_003136095.1
GCF_001887355.1	GCF_000335475.2
GCA_903912275.1	GCA_903873545.1
GCF_009909145.1	GCF_017309135.1
GCA_013205435.1	GCA_903873545.1
GCA_001552015.1	GCA_000387965.1
GCA_000387965.1	GCA_003086415.1
GCA_001552015.1	GCA_003086415.1
GCA_016217665.1	GCA_016214375.1
GCA_016195465.1	GCA_001803795.1
GCA_005116795.1	GCA_016235225.1
GCA_016212165.1	GCA_009773185.1
GCA_015233245.1	GCA_015233895.1
GCA_011525625.1	GCF_905220995.1
GCA_011620275.1	GCA_002418595.1
GCA_016193195.1	GCA_016193175.1
GCA_016782425.1	GCA_013203315.1
GCA_000990945.1	GCA_003510795.1
GCA_013334245.1	GCA_903854995.1
GCA_012842045.1	GCA_018056375.1
GCA_013100805.1	GCA_010202845.1
GCA_905373275.1	GCA_905373385.1
GCA_013333515.2	GCA_905365345.1
GCA_905372225.1	GCF_004138455.1
GCA_001824915.1	GCA_016181405.1
GCA_905365345.1	GCF_004138455.1
GCA_002773575.1	GCA_001777995.1
GCA_002329465.1	GCA_013374835.1
GCA_002771075.1	GCA_001825335.1
GCA_002316545.1	GCA_002455275.1
GCA_018694835.1	GCA_014240375.1
GCA_003162245.1	GCA_903914415.1
GCA_005524015.1	GCA_000296795.1
GCA_003559755.1	GCA_003553185.1
GCA_016872555.1	GCA_018970785.1
GCA_017466305.1	GCA_017937685.1
GCF_001707835.1	GCF_007752345.1
GCA_003576915.1	GCA_019186845.1
GCA_001828545.1	GCA_016209685.1
GCA_001603075.1	GCA_012719085.1
GCA_013360585.1	GCA_016860685.1
GCF_007747995.1	GCF_007860075.1
GCA_011057845.1	GCA_002347125.1
GCA_002724315.1	GCA_003445035.1
GCA_016776905.1	GCA_009937185.1
GCA_007121565.1	GCA_003567095.1
GCA_012515775.1	GCA_018056925.1
GCF_012290005.1	GCF_007752935.1
GCA_012960475.1	GCA_014238415.1
GCA_018970845.1	GCA_016873225.1
GCA_007741475.1	GCF_007751715.1
GCA_903916245.1	GCA_017853435.1
GCA_005778045.1	GCA_903892045.1
GCA_007694925.1	GCA_007124345.1
GCA_002690755.1	GCA_002683215.1
GCA_002303765.1	GCA_903960945.1
GCA_012269595.1	GCA_013911165.1
GCA_002714785.1	GCA_002729015.1
GCF_018860505.1	GCF_018860665.1
GCF_000422965.1	GCF_011759535.1
GCA_018777385.1	GCF_015762685.1
GCF_006171285.1	GCF_011290365.1
GCA_014116815.1	GCF_000815465.1
GCF_006376675.1	GCF_902825325.1
GCF_014193285.1	GCF_009907385.1
GCF_005311025.1	GCF_003076515.1
GCF_001182045.1	GCF_003402575.1
GCA_002414665.1	GCA_002416125.1
GCF_000521605.1	GCF_013377235.1
GCA_001296005.1	GCF_002868735.1
GCF_006175985.1	GCA_004168015.1
GCA_902624455.1	GCA_902527075.1
GCF_003184265.1	GCF_003333315.1
GCF_000277545.1	GCF_011752815.1
GCF_008330945.1	GCF_001676615.1
GCA_902596065.1	GCA_902567855.1
GCA_001044335.1	GCA_000156155.1
GCF_001425265.1	GCF_001425045.1
GCA_002726005.1	GCA_902533755.1
GCF_012102705.1	GCF_012102745.1
GCA_018883285.1	GCA_903887035.1
GCA_016124665.1	GCF_003129605.1
GCF_007680145.1	GCF_002918705.1
GCF_000429565.1	GCF_903968575.1
GCF_006384255.1	GCF_001457655.1
GCA_018373095.1	GCF_002015045.1
GCF_014048475.1	GCF_002003665.1
GCF_004295645.1	GCA_016649425.1
GCA_902547295.1	GCA_902612915.1
GCA_902628925.1	GCA_902594515.1
GCA_902622745.1	GCA_902524215.1
GCF_003671765.1	GCA_005503065.1
GCF_019049625.1	GCF_003602095.1
GCF_006171285.1	GCF_006874705.1
GCF_000245735.1	GCF_000272005.1
GCF_000174355.1	GCF_900177275.1
GCF_900110885.1	GCF_004339665.1
GCA_903934795.1	GCA_018970865.1
GCA_017998915.1	GCA_002068715.1
GCA_002683655.1	GCA_002450295.1
GCA_002839335.1	GCA_002839355.1
GCA_013151965.1	GCA_003233545.1
GCA_007135605.1	GCA_007126865.1
GCA_017642445.1	GCA_017649605.1
GCF_000755145.1	GCF_000413095.1
GCF_001945665.1	GCF_014205885.1
GCA_900315435.1	GCA_905215015.1
GCA_905372025.1	GCF_000413055.1
GCF_000170955.2	GCF_900099615.1
GCF_009755885.1	GCF_008016535.1
GCF_000008185.1	GCF_000413095.1
GCA_002418835.1	GCA_002425885.1
GCF_001922545.1	GCF_900099615.1
GCA_007693325.1	GCA_007123465.1
GCF_008828755.2	GCF_014201705.1
GCF_000378205.1	GCF_000143985.1
GCF_001945665.1	GCF_008931845.1
GCF_000184345.1	GCF_000147075.1
GCA_003566875.1	GCA_007695285.1
GCF_000413095.1	GCA_905372345.1
GCA_902797925.1	GCA_017614995.1
GCF_000526375.1	GCA_002425685.1
GCA_003446665.1	GCA_018434645.1
GCA_001509095.1	GCA_012729145.1
GCA_900544635.1	GCA_018716365.1
GCA_002432945.1	GCA_002436015.1
GCF_002007215.1	GCF_000177335.1
GCA_001508935.1	GCF_016125955.1
GCA_013329135.1	GCA_011391345.1
GCA_004195635.1	GCA_018649825.1
GCA_012959275.1	GCA_014240385.1
GCA_002506255.1	GCA_001421175.1
GCA_002497905.1	GCA_002506875.1
GCA_002509165.1	GCA_003193815.1
GCA_016845825.1	GCA_001875345.1
GCF_009729035.1	GCA_003086555.1
GCA_009665115.1	GCA_003176995.1
GCF_900248165.1	GCA_013538805.1
GCF_012222305.1	GCF_009729055.1
GCF_000011205.1	GCF_009729055.1
GCF_014078545.1	GCA_003352285.1
GCF_019175345.1	GCF_000022485.1
GCA_001593855.1	GCA_003662305.1
GCA_002898655.1	GCF_900248165.1
GCA_007050885.1	GCA_001775955.1
GCA_007280335.1	GCA_013287585.1
GCA_011369665.1	GCA_011372935.1
GCA_016201435.1	GCA_007280335.1
GCA_003019535.1	GCA_902812505.1
GCA_013390745.1	GCA_018263495.1
GCA_011373895.1	GCA_011373445.1
GCF_009729545.1	GCA_003086435.1
GCA_000508305.1	GCF_000012285.1
GCA_011369665.1	GCA_011053655.1
GCF_000784835.1	GCF_000016785.1
GCF_000018605.1	GCF_002895525.1
GCA_011620345.1	GCA_002347965.1
GCA_017650925.1	GCA_017539325.1
GCA_009839615.1	GCA_011523725.1
GCA_016184445.1	GCA_001790955.1
GCA_002069885.1	GCA_002435745.1
GCA_016190005.1	GCA_016213845.1
GCA_002495465.1	GCA_014189675.1
GCA_017540905.1	GCA_902766695.1
GCA_005801385.1	GCA_016871805.1
GCF_017310545.1	GCA_000526255.1
GCF_004421185.1	GCF_007475525.1
GCA_905182465.1	GCA_009886465.1
GCA_002363035.1	GCA_017479315.1
GCA_003220075.1	GCA_003219125.1
GCA_017999015.1	GCA_002071025.1
GCA_002305655.1	GCA_019136135.1
GCA_017854655.1	GCA_905182435.1
GCA_002309765.1	GCA_017454745.1
GCA_003218515.1	GCA_003218935.1
GCA_014529625.1	GCA_002420185.1
GCA_002690655.1	GCA_000383715.1
GCA_017413145.1	GCA_902793555.1
GCA_017849585.1	GCA_002304345.1
GCA_003218705.1	GCA_003220055.1
GCA_002308515.1	GCA_016283885.1
GCA_902793555.1	GCA_902761575.1
GCA_902766695.1	GCA_017527155.1
GCA_902774245.1	GCA_902762495.1
GCA_904424815.1	GCA_900760665.1
GCA_900771165.1	GCA_016303095.1
GCA_009937455.1	GCA_002292185.1
GCA_003218935.1	GCA_003219345.1
GCA_002405835.1	GCA_900549045.1
GCA_003219345.1	GCA_003218515.1
GCA_002737275.1	GCA_002304445.1
GCA_017455665.1	GCA_902802585.1
GCF_000226295.1	GCF_018304765.1
GCF_900104895.1	GCF_002936985.1
GCA_002694095.1	GCA_002728915.1
GCA_016783995.1	GCA_002779205.1
GCF_002735905.1	GCF_001598915.1
GCA_903924445.1	GCA_903915615.1
GCA_002452835.1	GCA_018054125.1
GCA_016285615.1	GCA_017454945.1
GCA_013151565.1	GCA_003233295.1
GCA_902536695.1	GCA_002694645.1
GCA_002371265.1	GCA_002392915.1
GCA_016777435.1	GCA_905478895.1
GCF_001999985.1	GCF_900198365.1
GCA_015484985.1	GCA_015491595.1
GCA_005881295.1	GCA_001919995.1
GCA_002313895.1	GCA_002710885.1
GCA_014324065.1	GCA_005518205.2
GCF_003367075.1	GCF_014489415.1
GCF_009792235.1	GCA_002282935.1
GCA_015486915.1	GCA_015493575.1
GCA_013203195.1	GCA_014383215.1
GCA_015222355.1	GCA_013138655.1
GCA_012271025.1	GCA_011523315.1
GCF_900107035.1	GCF_001447355.1
GCF_001696685.1	GCF_000438455.1
GCA_900769635.1	GCA_900557675.1
GCF_000474275.2	GCF_000005825.2
GCA_900546275.1	GCA_905215145.1
GCA_001610955.1	GCF_001544135.1
GCA_018365895.1	GCF_018228665.1
GCF_000204565.1	GCF_017100085.1
GCF_006802875.1	GCF_000452245.2
GCF_000196455.1	GCF_900168025.1
GCA_900557435.1	GCA_900767685.1
GCF_001006285.1	GCF_006802875.1
GCA_012840385.1	GCA_902812385.1
GCF_900109225.1	GCF_000381065.1
GCA_905372355.1	GCF_000208405.1
GCA_002712565.1	GCA_002731735.1
GCA_905067555.1	GCA_905067535.1
GCF_000379085.1	GCF_000023965.1
GCA_013180565.1	GCA_013139985.1
GCA_011375275.1	GCA_015485525.1
GCF_000828575.1	GCF_000008645.1
GCA_016177555.1	GCA_001788395.1
GCF_900109545.1	GCF_900111745.1
GCA_002725495.1	GCA_002686215.1
GCA_016207065.1	GCA_016217765.1
GCA_018819325.1	GCA_018817845.1
GCA_017513365.1	GCA_017457425.1
GCF_000518645.1	GCF_000381265.1
GCF_002208095.1	GCF_008364625.1
GCA_011620145.1	GCA_002862435.1
GCF_000517425.1	GCF_000517405.1
GCA_015232025.1	GCA_015232485.1
GCF_016742975.1	GCF_003812745.1
GCF_900635775.1	GCF_002921145.1
GCF_003144325.1	GCF_011045835.1
GCA_902633855.1	GCA_002694595.1
GCF_009867135.1	GCF_001553955.1
GCF_006715005.1	GCF_016742975.1
GCF_002921145.1	GCF_002921135.1
GCF_000341735.1	GCF_000968535.2
GCF_014174395.1	GCF_014174215.1
GCA_902572695.1	GCA_001321855.1
GCF_000426685.1	GCF_000382285.1
GCF_900107215.1	GCA_002385485.1
GCA_002731655.1	GCA_003193815.1
GCA_005877345.1	GCA_014523525.1
GCA_009665115.1	GCA_002501855.1
GCA_005888695.1	GCA_005888675.1
GCA_002501855.1	GCA_003176995.1
