pairid	query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	synteny_score	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95
GCF_009377345.1__GCF_002953415.1	NZ_WBSL01000010.1	NZ_CP026516.1	92.0376	93.2968	0.7578	0.7517	0.09357	91.3187	35	0.9904	17	2.781	0.5029	92.6694	95.1177	1.1168	2.19	AlfI:93.37,AloI:92.56,BcgI:93.31,FalI:93.67	1884	35	3920	366	51	ok	92.0376	gamma	92.8489
GCF_000799075.1__GCA_905216205.1	NZ_JTLI01000001.1	CAJMTA010000001.1	90.3048	91.4188	0.1159	0.1138	0.41818	86.6913	10	0.9863	1	4.344	0.4135	90.9456	93.2882	1.7342	0.54	AlfI:92.97,AloI:91.28,BcgI:91.54,FalI:91.23	236	10	299	25	8.2	ok	90.3048	gamma	91.7310
GCF_018785245.1__GCA_902364645.1	NZ_WQPL01000070.1	CABJEP010000001.1	93.8201	95.1483	0.8342	0.8256	0.07514	93.8562	59	0.9901	23	1.565	0.6506	94.2459	96.6621	0.9337	5.91	AlfI:95.25,AloI:95.37,BcgI:94.95,FalI:95.89	2481	59	4123	287	40.101694915254235	ok	93.8201	gamma	94.4032
GCF_001995175.1__GCF_009866585.1	NZ_MUKN01000001.1	NZ_CP047419.1	88.5344	90.6546	0.4924	0.5465	0.12025	87.3232	73	0.9921	8	3.355	0.3171	90.1772	93.6976	4.3509	35.87	AlfI:90.39,AloI:89.98,BcgI:90.40,FalI:94.33	1332	73	3848	74	14.684931506849315	ok	88.5344	gamma	90.3932
GCA_016777965.1__GCA_000402655.1	JADHQL010000005.1	AQSI01000001.1	91.7517	91.7517	0.6897	0.2903	0.46512	88.7843	5	0.9884	1	inf	0.4294	91.3876	93.2569	2.7248	0.54	AlfI:91.56,AloI:92.67,BcgI:89.95,FalI:91.86	98	5	224	29	18	ok	91.7517	uniform	92.2637
GCA_017553245.1__GCA_017412625.1	JAFZMT010000053.1	JAFPWZ010000027.1	92.0246	92.8695	0.5164	0.4539	0.15682	89.8822	62	0.9918	3	4.219	0.4755	92.4419	94.2875	0.5087	0.47	AlfI:92.80,AloI:92.84,BcgI:93.01,FalI:92.50	808	62	1503	16	6.870967741935484	ok	92.0246	gamma	92.7390
GCA_900551195.1__GCA_905214105.1	URVD01000001.1	CAJMKK010000001.1	95.1670	96.3846	0.8250	0.6031	0.06839	94.9719	187	0.9961	8	1.044	0.7511	95.4219	97.4169	0.7700	6.07	AlfI:96.64,AloI:96.93,BcgI:96.16,FalI:96.84	2434	187	3522	54	11.935828877005347	ok	95.1670	gamma	95.5808
GCA_009886465.1__GCA_902587165.1	QXZH01000001.1	CACIKF010000001.1	88.9319	90.4719	0.5932	0.6308	0.16444	87.9513	48	0.9979	1	4.472	0.3180	90.0553	92.8716	2.6949	4.68	AlfI:91.10,AloI:88.40,BcgI:90.70,FalI:89.61	694	48	2130	33	10.8125	ok	88.9319	gamma	90.3522
GCA_910584805.1__GCA_910578575.1	CAJUCB010000001.1	CAJTQP010000001.1	91.9929	93.2813	0.4533	0.3986	0.18206	90.0760	44	0.9820	6	2.623	0.5158	92.6681	94.9611	0.2709	0.11	AlfI:93.13,AloI:93.40,BcgI:93.37,FalI:93.25	685	44	1084	32	8.454545454545455	ok	91.9929	gamma	93.0225
GCF_000411315.1__GCF_007176755.1	NZ_KE150426.1	NZ_BJTV01000001.1	85.8846	89.3218	0.4506	0.4979	0.09508	85.3078	62	0.9692	54	2.948	0.2478	88.8087	93.4856	2.3058	18.73	AlfI:89.15,AloI:89.12,BcgI:89.10,FalI:91.41	2288	62	7932	123	28.403225806451612	ok	85.8846	gamma	88.9775
GCF_001646785.1__GCF_015865005.1	NZ_LRRH01000231.1	NZ_JADZGH010000122.1	91.6248	92.1284	0.5580	0.5342	0.06815	88.7877	203	0.9656	117	7.624	0.4128	91.8595	93.3512	2.4069	17.60	AlfI:92.29,AloI:92.07,BcgI:91.98,FalI:94.39	4104	203	8935	92	17.182266009852217	ok	91.6248	gamma	91.9843
GCF_000159135.1__GCF_001586215.1	NZ_GG667603.1	NZ_CP014634.1	82.5275	90.4829	0.7644	0.7503	0.12308	88.6393	29	0.9835	17	1.224	0.3144	89.4852	95.8349	0.9575	2.60	AlfI:90.54,AloI:90.65,BcgI:90.23,FalI:91.18	1114	29	3985	115	35.93103448275862	INCONSISTENT	90.4829	uniform_fallback	89.7113
GCF_008905045.1__GCF_011045015.1	NZ_VWMY01000001.1	NZ_JAAKZY010000100.1	91.5451	92.5401	0.3272	0.3390	0.07340	88.5075	253	0.9458	158	4.046	0.4467	92.0716	94.3055	2.1457	19.79	AlfI:92.59,AloI:91.98,BcgI:92.39,FalI:94.12	4454	253	7321	49	11.889328063241107	ok	91.5451	gamma	92.2086
GCA_002732905.1__GCA_002732685.1	NVTC01000032.1	NVRS01000011.1	95.0488	96.5019	0.6161	0.6658	0.10721	94.7214	35	0.9893	10	0.892	0.7620	95.3342	97.6864	1.0014	3.58	AlfI:96.59,AloI:97.18,BcgI:96.18,FalI:96.96	1022	35	1430	80	27.485714285714284	ok	95.0488	gamma	95.5882
GCF_900115695.1__GCF_001941865.1	NZ_FOXK01000040.1	NZ_CP016162.1	95.3175	96.0586	0.7980	0.8532	0.04129	94.4763	73	0.9926	51	1.833	0.7239	95.3430	96.9273	0.6608	7.77	AlfI:96.04,AloI:96.62,BcgI:95.96,FalI:96.50	7066	73	10362	423	94.57534246575342	ok	95.3175	gamma	95.4356
GCF_003985155.1__GCF_000744505.1	NZ_ML133686.1	NZ_JQMB01000001.1	85.5258	88.2607	0.4456	0.4391	0.10118	NaN	58	0.9733	40	4.344	0.1986	87.8877	92.2102	1.0235	2.01	AlfI:88.43,AloI:87.78,BcgI:88.14,FalI:88.80	1997	58	8391	139	26.137931034482758	BELOW_DETECTION	85.5258	gamma	88.0649
GCF_001431535.1__GCA_900113425.1	NZ_LDJK01000001.1	FOZF01000009.1	87.2466	89.0599	0.5313	0.5168	0.11827	85.8899	83	0.9891	11	5.239	0.2322	88.7504	92.0953	2.3085	10.18	AlfI:89.34,AloI:89.55,BcgI:88.51,FalI:90.81	1373	83	5275	29	13.048192771084338	ok	87.2466	gamma	88.9579
GCA_910586345.1__GCA_910577875.1	CAJUHC010000001.1	CAJTNY010000001.1	88.8562	91.4956	0.6195	0.5725	0.18924	88.7657	35	0.9809	8	2.239	0.3890	90.8197	94.5059	0.6271	0.46	AlfI:91.14,AloI:91.77,BcgI:91.38,FalI:91.75	554	35	1393	44	12.742857142857142	ok	88.8562	gamma	91.1707
GCA_902598735.1__GCA_902557605.1	CACKCM010000001.1	CACEAQ010000001.1	94.5558	94.5558	0.0928	0.1258	0.65074	89.5527	4	1.0000	0	inf	0.6272	94.0667	95.4152	4.2991	1.44	AlfI:94.22,AloI:93.18,BcgI:97.48,FalI:94.28	74	4	66	11	7	ok	94.5558	uniform	95.4384
GCF_001905385.1__GCF_001267885.1	NZ_LIPF01000001.1	NZ_CP012382.1	91.6839	93.1148	0.7496	0.7217	0.05916	90.3256	48	0.9933	30	2.623	0.4883	92.4609	95.1432	2.3661	28.20	AlfI:93.06,AloI:92.28,BcgI:93.07,FalI:94.65	4786	48	10209	536	93.125	ok	91.6839	gamma	92.5735
GCA_003278955.1__GCA_003279005.1	QCCB01000001.1	QCBY01000001.1	90.6329	90.6329	0.1394	0.1355	0.59765	85.8885	6	1.0000	0	inf	0.3605	90.5606	91.2072	1.4799	0.16	AloI:89.93,BcgI:91.41,FalI:90.79	107	6	160	16	8.333333333333334	ok	90.6329	uniform	91.6548
GCF_002148965.1__GCA_000715635.1	NZ_NGFN01000001.1	KL569100.1	93.6409	94.3872	0.5866	0.5955	0.05122	91.6916	378	0.9890	51	3.165	0.5882	93.8326	95.5972	1.6396	27.52	AlfI:94.16,AloI:94.14,BcgI:94.33,FalI:95.78	6308	378	10335	50	13.182539682539682	ok	93.6409	gamma	93.9351
GCA_900316055.1__GCA_902800395.1	ONBK01000032.1	CADCEC010000001.1	81.7435	90.6500	0.5281	0.5287	0.16255	87.8990	32	0.9759	14	1.075	0.3267	89.6093	95.9150	0.9959	1.36	AlfI:90.19,AloI:90.47,BcgI:90.68,FalI:91.19	790	32	2228	104	18.75	INCONSISTENT	90.6500	uniform_fallback	89.9098
GCA_902596915.1__GCA_902576395.1	CACJVQ010000001.1	CACGVB010000001.1	92.7334	93.5745	0.4179	0.4118	0.34789	90.3669	15	0.9732	3	3.258	0.5540	93.0622	94.8951	3.0480	2.68	AlfI:92.47,AloI:93.66,BcgI:91.17,FalI:94.22	186	15	288	18	8.266666666666667	ok	92.7334	gamma	93.7559
GCF_013393325.1__GCF_000730605.1	NZ_QJRC01000028.1	NZ_BBIS01000132.1	91.3364	92.3790	0.7633	0.7021	0.06203	89.5802	112	0.9835	68	4.046	0.4325	91.9310	94.2039	1.5810	15.29	AlfI:92.16,AloI:93.74,BcgI:92.29,FalI:92.83	4532	112	10439	192	37.285714285714285	ok	91.3364	gamma	92.0459
GCF_001999285.1__GCF_002000125.1	NZ_MLHN01000001.1	NZ_MLHH01000001.1	89.6658	89.6658	0.1147	0.1335	0.50791	84.8949	8	0.9825	1	inf	0.2837	89.6615	89.8039	3.2096	0.61	AlfI:90.21,AloI:87.00,BcgI:89.22,FalI:90.01	256	8	254	11	8	INCONSISTENT	89.6658	uniform	90.5676
GCF_900021165.1__GCA_900766135.1	NZ_FCOQ01000001.1	CAAFUF010000001.1	88.6520	90.4018	0.6449	0.6411	0.09788	87.6169	83	0.9693	53	4.097	0.3119	89.9572	93.0081	1.5561	7.97	AlfI:90.65,AloI:90.25,BcgI:90.63,FalI:89.09	2006	83	6134	149	21.16867469879518	ok	88.6520	gamma	90.1334
GCF_003201865.1__GCF_014191355.1	NZ_QJJJ01000001.1	NZ_JACHWM010000001.1	89.5568	91.1119	0.6973	0.6088	0.08229	88.0968	86	0.9786	51	3.930	0.3471	90.6543	93.6372	1.6081	6.33	AlfI:91.06,AloI:90.58,BcgI:91.04,FalI:92.19	2709	86	7541	126	28.162790697674417	ok	89.5568	gamma	90.8031
GCF_012689525.1__GCF_002278075.1	NZ_CP051514.1	NZ_CP022989.1	91.9196	92.7074	0.5371	0.6615	0.04904	88.7452	98	0.9856	95	4.741	0.4545	92.2984	94.2028	0.5720	1.35	AlfI:92.69,AloI:92.91,BcgI:92.73,FalI:92.33	7066	98	15522	792	67.23469387755102	ok	91.9196	gamma	92.3898
GCF_019049285.1__GCF_014655715.1	NZ_JAGMUL010000092.1	NZ_BNBM01000001.1	91.0086	92.5705	0.6313	0.6600	0.05885	89.2885	167	0.9835	75	2.781	0.4480	91.9590	94.8192	2.4226	44.62	AlfI:92.37,AloI:92.18,BcgI:92.44,FalI:94.60	5299	167	11454	165	27.778443113772454	ok	91.0086	gamma	92.0692
GCF_017874715.1__GCF_018069625.1	NZ_JAGGLR010000001.1	NZ_CP072941.1	93.6463	94.6209	0.6713	0.7832	0.04668	92.1916	114	0.9902	64	2.374	0.6073	93.9374	95.9685	1.6387	27.32	AlfI:94.66,AloI:94.23,BcgI:94.51,FalI:95.87	8054	114	11955	517	57.99122807017544	ok	93.6463	gamma	94.0321
GCF_017894385.1__GCF_003628555.1	NZ_CP059560.1	NZ_CP021731.1	87.5969	90.1917	0.6525	0.6896	0.07919	86.8587	72	0.9730	71	3.165	0.2904	89.6832	93.5983	1.5132	4.87	AlfI:89.93,AloI:89.11,BcgI:90.32,FalI:90.62	2824	72	9651	220	36.52777777777778	ok	87.5969	gamma	89.8247
GCF_009663685.1__GCF_018729255.1	NZ_RCOG01000001.1	NZ_CP076060.1	91.9042	92.9290	0.7554	0.7418	0.05719	90.1283	61	0.9943	27	3.601	0.4718	92.4294	94.6623	1.4970	36.32	AlfI:93.40,AloI:93.82,BcgI:92.36,FalI:93.86	5059	61	11069	447	78.8360655737705	ok	91.9042	gamma	92.5369
GCF_014201585.1__GCF_001187595.1	NZ_JACHES010000001.1	NZ_CP012152.1	88.2534	89.2724	0.7360	0.7213	0.16370	87.5669	25	0.9904	6	7.624	0.2583	88.9950	91.8367	2.1057	8.90	AlfI:89.02,AloI:88.38,BcgI:88.66,FalI:90.48	751	25	2675	96	25.68	ok	88.2534	gamma	89.2844
GCF_004798665.1__GCF_009930875.1	NZ_CP039292.1	NZ_CP025249.1	84.6280	88.8207	0.9029	0.9510	0.11916	87.8119	9	0.9926	8	2.781	0.2213	88.2926	93.6656	2.8889	19.36	AlfI:89.14,AloI:90.04,BcgI:88.14,FalI:91.03	1211	9	5533	777	120.88888888888889	INCONSISTENT	88.8207	uniform_fallback	88.5034
GCF_000585495.1__GCF_000151205.2	NZ_CP007264.1	NC_016051.1	93.5198	94.7655	0.1547	0.1464	0.22185	90.4188	36	0.8860	35	1.781	0.6318	93.9716	96.1926	1.1683	1.21	AlfI:94.90,AloI:95.62,BcgI:94.45,FalI:94.70	657	36	543	28	8.555555555555555	INCONSISTENT	93.5198	gamma	94.4362
GCF_001074635.1__GCF_002356415.1	NZ_JUQO01000001.1	NZ_AP018338.1	90.0994	91.5642	0.4485	0.5351	0.20230	88.7630	42	0.9871	4	3.454	0.4103	91.0098	93.8216	1.2096	1.46	AlfI:92.12,AloI:91.05,BcgI:90.91,FalI:91.76	682	42	1222	19	8.30952380952381	ok	90.0994	gamma	91.3871
GCA_009830035.1__GCF_006494415.1	SZZY01000019.1	NZ_VHJA01000025.1	86.5240	88.5109	0.6085	0.5344	0.14400	85.7542	31	0.9811	14	5.395	0.2069	88.2155	91.7088	2.3727	6.07	AlfI:88.72,AloI:90.50,BcgI:88.13,FalI:88.30	887	31	3926	67	24.419354838709676	ok	86.5240	gamma	88.4674
GCF_014397785.1__GCF_001865575.1	NZ_VZQQ01000100.1	NZ_CP017561.1	95.0219	95.3222	0.6171	0.7815	0.03526	92.6236	192	0.9897	111	5.089	0.6626	94.9593	95.8957	0.3056	2.98	AlfI:95.16,AloI:95.41,BcgI:95.39,FalI:95.11	11481	192	16722	430	56.453125	ok	95.0219	gamma	95.0335
GCF_014202475.1__GCF_003330845.1	NZ_JACHGV010000001.1	NZ_CP026121.1	92.3206	93.5609	0.7599	0.8417	0.05277	91.0604	64	0.9924	42	2.623	0.5224	92.9132	95.3384	1.8536	23.03	AlfI:93.35,AloI:93.04,BcgI:93.58,FalI:94.89	5881	64	11722	518	86.515625	ok	92.3206	gamma	93.0151
GCA_902593795.1__GCA_902580215.1	CACJJR010000001.1	CACHJT010000001.1	87.6940	87.6940	0.2330	0.2542	0.65171	84.0468	3	1.0000	0	inf	0.2143	87.2862	91.3950	3.4422	0.48	AlfI:87.56,AloI:85.24,BcgI:88.69,FalI:87.85	74	3	227	22	15	ok	87.6940	uniform	88.4566
GCF_002204185.1__GCF_017948245.1	NZ_MXPU01000001.1	NZ_CP072865.1	93.8543	94.4449	0.8312	0.8306	0.04456	92.2498	78	0.9941	43	3.817	0.5925	93.9513	95.4771	0.9983	6.83	AlfI:94.51,AloI:93.51,BcgI:94.51,FalI:94.29	7680	78	13241	706	94.57692307692308	ok	93.8543	gamma	94.0404
GCF_002259405.1__GCF_000760935.2	NZ_NPFW01000022.1	NZ_CP049744.1	88.0479	90.4619	0.7807	0.7956	0.06973	87.3476	39	0.9933	22	3.165	0.3049	89.9594	93.7318	2.7239	21.72	AlfI:90.10,AloI:90.72,BcgI:90.38,FalI:92.82	3441	39	11867	490	84.41025641025641	ok	88.0479	gamma	90.0842
GCA_902591315.1__GCA_902516235.1	CACJAI010000001.1	CABXXO010000001.1	89.1654	89.1654	0.0895	0.0857	1.15035	83.4954	2	1.0000	0	inf	0.2833	88.7489	92.2066	6.5620	0.97	AlfI:91.27,BcgI:84.71,FalI:90.19	50	2	57	7	6	INCONSISTENT	89.1654	uniform	90.8581
GCF_004795015.1__GCF_000373645.1	NZ_SSBI01000100.1	NZ_KB892001.1	94.8939	95.6313	0.7964	0.7971	0.04483	93.9304	142	0.9909	57	2.148	0.6892	94.9672	96.5657	1.3764	25.26	AlfI:95.49,AloI:95.46,BcgI:95.57,FalI:96.84	6629	142	10015	249	44.66197183098591	ok	94.8939	gamma	95.0645
GCA_003216775.1__GCF_017696055.1	QCII01000001.1	NZ_JAAORG010000001.1	90.2871	92.2718	0.8049	0.8071	0.20239	90.9354	18	0.9933	3	2.239	0.4646	91.5568	94.6237	1.2122	1.29	AlfI:92.58,AloI:91.72,BcgI:91.37,FalI:92.46	494	18	1106	66	25.77777777777778	ok	90.2871	gamma	91.9429
GCF_001045465.1__GCF_900129755.1	NZ_LFND01000001.1	NZ_FQWT01000015.1	83.4668	88.6653	0.4019	0.4313	0.20562	86.0716	20	0.9734	11	2.148	0.2512	88.0199	93.4065	1.1117	1.25	AlfI:88.30,AloI:87.88,BcgI:88.49,FalI:89.00	636	20	1971	89	21.15	INCONSISTENT	88.6653	uniform_fallback	88.3895
GCF_002850745.1__GCF_014646355.1	NZ_KZ559466.1	NZ_BMNH01000001.1	88.1083	89.9556	0.4341	0.4279	0.10204	86.1116	73	0.9664	51	4.344	0.2796	89.5498	92.9377	2.4334	10.61	AlfI:89.93,AloI:89.38,BcgI:89.83,FalI:91.82	2086	73	6062	120	21.08219178082192	ok	88.1083	gamma	89.7313
GCA_902533965.1__GCA_902526005.1	CACANZ010000001.1	CABZIW010000001.1	95.9568	96.9403	0.6682	0.3965	0.18809	94.7174	18	0.9923	2	0.973	0.8013	95.9226	97.7677	1.5012	2.23	AlfI:96.32,AloI:97.82,BcgI:96.39,FalI:97.09	311	18	413	46	15.333333333333334	ok	95.9568	gamma	96.4061
GCF_004570845.1__GCF_001422325.1	NZ_SPQZ01000001.1	NZ_LMMR01000001.1	88.9693	90.7938	0.8013	0.6788	0.08404	88.0286	36	0.9885	26	3.707	0.3240	90.3376	93.6152	3.7925	43.24	AlfI:90.85,AloI:90.32,BcgI:90.55,FalI:94.11	2371	36	7634	249	63.30555555555556	ok	88.9693	gamma	90.4884
GCF_001905725.1__GCF_019049245.1	NZ_LIWB01000001.1	NZ_JAGMUK010000082.1	87.3497	89.9578	0.4249	0.3803	0.09967	85.8512	75	0.9690	50	3.258	0.2823	89.4515	93.4432	3.9245	30.10	AlfI:89.79,AloI:88.48,BcgI:89.93,FalI:92.40	2303	75	6434	134	21.866666666666667	ok	87.3497	gamma	89.6298
GCF_007858475.1__GCF_900631615.1	NZ_VIGX01000099.1	NZ_LR131273.1	90.0586	91.7550	0.8185	0.9151	0.07252	89.5550	40	0.9964	11	3.165	0.3879	91.2270	94.2245	2.1701	21.26	AlfI:92.15,AloI:91.40,BcgI:91.51,FalI:93.57	3184	40	8661	418	76.175	ok	90.0586	gamma	91.3597
GCF_003989515.1__GCF_015350905.1	NZ_RBLU01000109.1	NZ_JADKRZ010000001.1	87.8702	89.9675	0.4882	0.4612	0.12704	86.4891	72	0.9975	2	3.930	0.2782	89.5287	93.1602	3.7778	13.68	AlfI:89.67,AloI:89.05,BcgI:89.92,FalI:92.83	1255	72	3901	39	12.208333333333334	ok	87.8702	gamma	89.7550
GCA_002353825.1__GCA_902792635.1	DEKJ01000015.1	CADBAG010000001.1	89.7181	92.0983	0.4898	0.5656	0.11501	88.9855	74	0.9695	37	2.148	0.4241	91.4030	94.8228	1.0974	2.23	AlfI:92.09,AloI:92.96,BcgI:91.86,FalI:92.31	1680	74	3342	55	16.89189189189189	ok	89.7181	gamma	91.6179
GCF_000745065.1__GCF_000744175.1	NZ_JQNC01000001.1	NZ_JQLK01000001.1	89.9582	94.6883	0.8267	0.7367	0.12071	92.8238	26	0.9779	23	0.669	0.6283	93.0657	97.4358	0.6009	1.53	AlfI:94.52,AloI:94.67,BcgI:95.12,FalI:94.52	1159	26	2035	109	40.19230769230769	ok	89.9582	gamma	93.3193
GCF_014201885.1__GCF_002953415.1	NZ_JACHFN010000001.1	NZ_CP026516.1	88.0948	90.0578	0.4100	0.4211	0.16587	86.4646	38	0.9638	20	4.046	0.2867	89.6194	93.0795	2.3481	2.79	AlfI:90.12,AloI:88.70,BcgI:90.02,FalI:91.05	842	38	2256	36	15.026315789473685	ok	88.0948	gamma	89.9163
GCA_902611265.1__GCA_902576395.1	CACLYY010000001.1	CACGVB010000001.1	93.9369	93.9369	0.0709	0.1027	0.81608	88.5065	2	1.0000	0	inf	0.5827	93.0682	95.7657	6.6127	2.54	AlfI:97.92,AloI:92.82,BcgI:91.30,FalI:93.95	77	2	50	11	8.5	INCONSISTENT	93.9369	uniform	94.7477
GCF_001186365.1__GCF_000332975.1	NZ_LDTZ01000013.1	NZ_BANR01000078.1	83.4467	88.6176	0.7682	0.7324	0.09528	86.3852	62	0.9760	39	2.444	0.2095	88.1011	93.5614	2.8376	15.68	AlfI:88.27,AloI:89.35,BcgI:88.47,FalI:91.10	1791	62	8950	132	26.532258064516128	INCONSISTENT	88.6176	uniform_fallback	88.2691
GCA_017936765.1__GCA_017463245.1	JAGBEX010000019.1	JAFTPN010000036.1	93.0376	93.9875	0.7004	0.7579	0.08513	92.1813	103	0.9689	65	2.863	0.5611	93.3837	95.4649	1.3070	8.32	AlfI:93.91,AloI:94.91,BcgI:93.60,FalI:94.35	2413	103	4153	86	20.660194174757283	ok	93.0376	gamma	93.5518
GCA_017561205.1__GCA_017452505.1	JAFZDL010000110.1	JAFTMI010000011.1	91.0552	91.8342	0.4003	0.4087	0.20148	88.4436	38	0.9698	12	5.624	0.4065	91.5103	93.3108	2.1554	5.76	AlfI:92.65,AloI:92.90,BcgI:90.74,FalI:91.78	633	38	1109	31	11.157894736842104	ok	91.0552	gamma	91.8822
GCA_001184395.1__GCA_001235855.1	LFLF01000001.1	LFJI01000001.1	94.5746	94.6645	0.4028	0.4683	0.06972	91.7712	243	0.9590	112	13.950	0.6093	94.5071	94.9936	1.2572	4.82	AlfI:94.43,AloI:95.36,BcgI:94.74,FalI:94.10	3590	243	4966	50	11.76954732510288	ok	94.5746	gamma	94.6479
GCF_000421965.1__GCF_000022065.1	NZ_ATAY01000001.1	NC_011898.1	87.3741	88.8206	0.4869	0.5038	0.20533	86.3335	31	0.9926	3	5.962	0.2564	88.4760	91.6352	1.3685	2.07	AlfI:89.31,AloI:88.11,BcgI:87.94,FalI:89.09	592	31	1875	79	13.935483870967742	ok	87.3741	gamma	88.8412
GCA_900539655.1__GCA_018365455.1	UQCR01000001.1	JAGZJZ010000061.1	88.9604	91.1659	0.3955	0.4084	0.14154	87.6397	70	0.9838	11	2.781	0.3724	90.5420	94.0747	1.1693	3.77	AlfI:91.66,AloI:90.67,BcgI:90.49,FalI:91.40	1229	70	2649	40	10.528571428571428	ok	88.9604	gamma	90.8028
GCF_003149515.1__GCF_001562275.1	NZ_CP029145.1	NZ_CP014304.1	90.0665	91.9173	0.8015	0.7877	0.08617	89.7185	50	0.9775	49	2.863	0.4026	91.3090	94.4527	2.3105	23.99	AlfI:92.67,AloI:91.60,BcgI:91.62,FalI:90.36	2405	50	5990	501	43.54	ok	90.0665	gamma	91.4683
GCA_900553415.1__GCA_900545075.1	USDH01000001.1	UQXT01000001.1	94.3210	95.1660	0.5972	0.5162	0.08820	92.8822	170	0.9842	22	2.239	0.6524	94.4886	96.2988	0.7799	2.36	AlfI:95.15,AloI:95.82,BcgI:95.04,FalI:95.62	1931	170	2908	27	9.047058823529412	ok	94.3210	gamma	94.6735
GCA_902602105.1__GCA_902554765.1	CACKPP010000001.1	CACDPY010000001.1	NaN	NaN	0.0000	0.0000	NaN	NaN	0	0.0000	0	NaN	NaN	NaN	NaN	0.0000	NaN	-	33	0	0	0	0	BELOW_DETECTION	NaN	none	85.2492
GCF_004114935.1__GCF_000244915.1	NZ_CP022221.1	NZ_CM001442.1	89.3611	90.6472	0.6277	0.7618	0.06074	86.9312	45	0.9900	44	5.089	0.3176	90.2660	93.0369	0.4705	1.38	AlfI:90.77,AloI:90.49,BcgI:90.58,FalI:90.96	4809	45	14942	460	97.86666666666666	ok	89.3611	gamma	90.3746
GCA_004010275.1__GCF_014649775.1	RBWT01000100.1	NZ_BMTR01000001.1	89.3254	91.2100	0.3837	0.3415	0.09073	87.0479	153	0.9957	7	3.258	0.3557	90.6968	93.8982	2.8197	21.54	AlfI:90.56,AloI:90.11,BcgI:91.28,FalI:92.93	2623	153	6157	60	11.673202614379084	ok	89.3254	gamma	90.8617
GCF_004795035.1__GCF_000373645.1	NZ_SSBK01000100.1	NZ_KB892001.1	95.0048	95.7645	0.7944	0.7726	0.04483	94.0151	117	0.9919	50	2.026	0.7001	95.0416	96.7285	1.2898	20.61	AlfI:95.54,AloI:95.58,BcgI:95.75,FalI:96.83	6423	117	9711	314	53.21367521367522	ok	95.0048	gamma	95.1400
GCF_000955745.1__GCF_000955735.1	NZ_LACO01000001.1	NZ_LACN01000004.1	86.0897	88.1554	0.3148	0.3371	0.33985	84.8882	11	0.9441	9	4.943	0.2302	87.8104	91.2955	0.3099	0.02	AlfI:88.18,AloI:87.89,BcgI:87.99,FalI:88.20	341	11	765	68	14.818181818181818	INCONSISTENT	86.0897	gamma	88.4147
GCA_003213515.1__GCA_902564295.1	QCMV01000001.1	CACFAO010000001.1	94.1731	95.4321	0.6144	0.6973	0.19456	93.6676	26	0.9710	10	1.392	0.6884	94.5453	96.6635	1.2545	2.15	AlfI:95.05,AloI:94.63,BcgI:94.90,FalI:95.89	408	26	609	36	13.884615384615385	ok	94.1731	gamma	94.9736
GCF_006782915.1__GCF_002005225.1	NZ_VCNP01000001.1	NZ_CP019724.1	87.6624	89.9725	0.6186	0.5846	0.08541	86.5695	72	0.9853	32	3.601	0.2819	89.4961	93.3108	4.2481	49.60	AlfI:89.40,AloI:88.53,BcgI:90.08,FalI:92.78	2899	72	8702	131	30.73611111111111	ok	87.6624	gamma	89.6484
GCA_900471605.1__GCF_000731315.1	UCEY01000110.1	NZ_HG938353.1	90.7875	91.6473	0.6666	0.7354	0.06267	88.5214	96	0.9899	42	5.624	0.3828	91.2943	93.3346	0.6003	1.93	AlfI:91.69,AloI:91.10,BcgI:91.70,FalI:91.57	4432	96	11676	201	43.708333333333336	ok	90.7875	gamma	91.4084
GCA_900469965.1__GCF_014196765.1	UBZP01000050.1	NZ_JACIEE010000001.1	90.3828	91.5608	0.7849	0.7133	0.06681	88.6687	52	0.9953	17	4.472	0.3765	91.1178	93.7421	2.0114	14.11	AlfI:91.34,AloI:90.73,BcgI:91.55,FalI:92.74	3862	52	10515	472	70	ok	90.3828	gamma	91.2394
GCF_018128905.1__GCA_001298545.1	NZ_CP063808.1	LJCX01000010.1	86.3123	89.1191	0.5453	0.5227	0.08826	85.3445	59	0.9718	58	3.601	0.2394	88.6784	92.8620	3.1147	26.41	AlfI:88.73,AloI:88.11,BcgI:89.12,FalI:91.22	2695	59	9519	193	34.932203389830505	ok	86.3123	gamma	88.8345
GCF_005576615.1__GCF_000337195.1	NZ_CP040330.1	NZ_AOID01000001.1	90.7144	93.1066	0.6987	0.7538	0.08639	90.7186	63	0.9710	60	1.729	0.4881	92.2496	95.7084	1.2033	2.58	AlfI:92.79,AloI:93.25,BcgI:93.04,FalI:94.00	2261	63	4920	144	32.857142857142854	ok	90.7144	gamma	92.4151
GCF_003610405.1__GCF_003339645.1	NZ_RAQC01000001.1	NZ_QNUV01000115.1	90.2742	91.7917	0.9090	0.8986	0.07941	89.9038	17	0.9952	12	3.454	0.3878	91.3012	94.1088	3.4613	27.06	AlfI:92.11,AloI:91.08,BcgI:91.61,FalI:94.54	2547	17	7103	530	148.23529411764707	ok	90.2742	gamma	91.4463
