pairid	ani_gated	breakpoint_count	synteny_score	dnadiff_blocks	dnadiff_breakpoints	dnadiff_large_indels	dnadiff_synteny_score	dnadiff_blocks_min10000	dnadiff_breakpoints_min10000	dnadiff_large_indels_min10000	dnadiff_blocks_min5000	dnadiff_breakpoints_min5000	dnadiff_large_indels_min5000	mm2_blocks	mm2_breakpoints	mm2_large_indels	mm2_synteny_score	mm2_status
GCA_902622575.1__GCA_902595555.1	89.7171	0	1.0	183	108	113	0.4065934065934066	183	93	66	183	100	81	43	33	20	0.214286	ok
GCF_009604455.1__GCF_006715785.1	92.9241	62	0.9902	1803	472	1049	0.7380688124306326	1803	466	495	1803	469	687	216	165	128	0.232558	ok
GCA_003212035.1__GCF_001180245.1	94.0038	1	0.9971	161	115	90	0.28125	161	99	52	161	108	70	137	78	54	0.426471	ok
GCF_900215145.1__GCF_900103785.1	89.7608	27	0.974	1406	961	766	0.3160142348754449	1406	948	663	1406	957	702	311	216	195	0.303226	ok
GCF_002291145.1__GCF_001514305.1	89.6835	56	0.9795	2499	1811	1276	0.2750200160128102	2499	1736	1060	2499	1781	1170	832	607	447	0.269555	ok
GCA_902633185.1__GCA_902534735.1	96.0901	8	0.9758	91	62	45	0.3111111111111111	91	60	34	91	60	34	52	47	18	0.078431	ok
GCA_003561535.1__GCA_003554005.1	93.7835	38	0.9629	807	580	364	0.2803970223325062	807	475	151	807	526	252	583	505	265	0.132302	ok
GCA_902550225.1__GCA_902536655.1	91.0364	8	0.963	86	53	46	0.3764705882352941	86	48	29	86	51	39	53	46	28	0.115385	ok
GCF_000181515.1__GCA_013001165.1	89.083	45	0.8846	692	506	356	0.2677279305354558	692	496	337	692	504	350	331	281	174	0.148485	ok
GCA_902564785.1__GCA_902555665.1	93.382	4	0.969	120	86	63	0.2773109243697479	120	79	47	120	83	55	76	61	41	0.186667	ok
GCF_900236475.1__GCF_004803895.1	92.0344	58	0.9897	1499	176	1310	0.8825100133511349	1499	175	587	1499	175	976	99	71	87	0.27551	ok
GCF_003989515.1__GCF_003234115.1	89.1507	9	0.9906	1009	727	494	0.2787698412698413	1009	629	281	1009	682	376	393	308	189	0.214286	ok
GCF_001426405.1__GCF_014649015.1	90.5025	63	0.9811	1922	1366	922	0.288912024986986	1922	1345	834	1922	1357	864	197	151	111	0.229592	ok
GCF_007829615.1__GCF_004000765.1	89.0205	73	0.9708	1045	779	491	0.2538314176245211	1045	772	454	1045	777	480	346	264	206	0.234783	ok
GCA_003281065.1__GCA_902528805.1	91.4964	0	1.0	85	60	43	0.2857142857142857	85	55	31	85	56	36	68	58	34	0.134328	ok
GCF_003352385.1__GCF_000222025.1	94.0339	34	0.9667	247	159	137	0.3536585365853658	247	159	116	247	159	120	69	54	34	0.205882	ok
GCA_003265685.1__GCF_004011805.1	94.6353	62	0.9922	880	627	402	0.2866894197952219	880	561	264	880	589	319	1288	894	483	0.305361	ok
GCA_005777515.1__GCA_003569145.1	94.6922	0	1.0	143	108	76	0.2394366197183098	143	72	9	143	86	34	129	97	63	0.242188	ok
GCF_003201195.1__GCF_900116685.1	93.2378	25	0.9788	319	203	155	0.3616352201257862	319	191	102	319	199	124	231	163	101	0.291304	ok
GCA_902524635.1__GCA_902520695.1	91.0226	0	1.0	108	78	62	0.2710280373831776	108	65	37	108	69	47	77	61	33	0.197368	ok
GCA_003281005.1__GCA_902522385.1	93.185	2	0.986	115	85	56	0.2543859649122807	115	78	43	115	81	49	60	49	35	0.169492	ok
GCA_003260025.2__GCF_014647835.1	91.0421	25	0.9867	2081	1499	1055	0.2793269230769231	2081	1377	782	2081	1450	920	725	534	384	0.262431	ok
GCF_018130615.1__GCF_002278135.2	88.7488	45	0.9895	1813	167	1336	0.9078366445916116	1813	164	301	1813	166	733	247	168	144	0.317073	ok
GCF_900199455.1__GCF_002356515.1	94.3421	53	0.9944	1099	235	792	0.7859744990892532	1099	223	404	1099	230	570	334	241	170	0.276276	ok
GCA_009921765.1__GCA_018969885.1	91.8267	36	0.9612	889	637	423	0.2826576576576577	889	523	182	889	570	284	738	644	323	0.126187	ok
GCF_900207575.1__GCF_002407205.1	88.4288	31	0.9572	833	170	551	0.7956730769230769	833	166	152	833	169	289	239	174	130	0.268908	ok
GCF_000158815.1__GCF_900091595.1	94.07	73	0.982	1475	1088	734	0.2618724559023067	1475	1088	714	1475	1088	720	238	148	175	0.375527	ok
GCA_900553545.1__GCA_002298695.1	91.7565	3	0.9833	471	341	202	0.274468085106383	471	259	36	471	283	85	377	291	168	0.226064	ok
GCF_017312725.1__GCF_016865425.1	91.4823	25	0.9943	2211	216	1322	0.902262443438914	2211	203	276	2211	209	608	330	253	154	0.231003	ok
GCF_003236315.1__GCF_003236305.1	92.3682	29	0.9773	1731	1276	765	0.2624277456647399	1731	1097	406	1731	1174	572	988	784	427	0.205674	ok
GCA_002863125.1__GCA_002448555.1	94.5522	120	0.9381	349	276	159	0.2068965517241379	349	267	136	349	272	147	218	202	98	0.069124	ok
GCF_002259405.1__GCF_002258315.1	92.8669	55	0.9905	479	337	260	0.2949790794979079	479	332	234	479	333	247	122	97	66	0.198347	ok
GCF_003815915.1__GCF_903166575.1	89.3207	34	0.9566	930	665	476	0.2841765339074273	930	665	455	930	665	459	120	78	93	0.344538	ok
GCF_004803815.1__GCF_004803795.1	89.4484	42	0.9319	620	95	477	0.8465266558966075	620	95	115	620	95	231	47	25	32	0.456522	ok
GCF_003610735.1__GCF_003867075.1	86.1777	13	0.9091	601	50	392	0.9166666666666666	601	49	100	601	49	193	92	58	60	0.362637	ok
GCF_019048845.1__GCF_009665255.1	88.2765	22	0.9873	584	120	428	0.7941680960548885	584	116	267	584	116	301	109	64	105	0.407407	ok
GCF_001270495.1__GCF_001513975.1	91.797	36	0.9922	1962	1363	983	0.3049464558898521	1962	1314	806	1962	1340	887	455	347	238	0.235683	ok
GCF_904846525.1__GCA_018448495.1	96.1624	12	0.9955	307	60	187	0.803921568627451	307	57	107	307	58	138	228	167	127	0.264317	ok
GCA_900552235.1__GCA_000434175.1	95.3081	6	0.9689	169	129	77	0.2321428571428571	169	111	45	169	121	57	130	107	51	0.170543	ok
GCA_902625035.1__GCA_902544985.1	92.0797	2	0.9744	93	66	46	0.2826086956521739	93	62	29	93	63	33	51	41	28	0.18	ok
GCA_002728075.1__GCA_902598305.1	89.1667	0	1.0	183	119	91	0.3461538461538461	183	104	44	183	110	63	126	97	66	0.224	ok
GCF_004348595.1__GCF_900091605.1	89.6421	3	0.996	1448	946	741	0.3462335867311679	1448	831	393	1448	885	524	544	415	270	0.235727	ok
GCA_003278045.1__GCF_000759975.1	91.5793	2	0.9941	114	73	78	0.3539823008849557	114	65	49	114	67	60	64	51	30	0.190476	ok
GCF_011067745.1__GCF_014646255.1	89.1728	71	0.9859	1770	1263	869	0.2860373092142453	1770	1239	747	1770	1253	781	381	262	232	0.310526	ok
GCA_900542125.1__GCA_900540935.1	94.5112	40	0.9845	365	255	202	0.2994505494505495	365	220	128	365	234	161	238	177	100	0.253165	ok
GCF_000773965.1__GCF_011395035.1	86.6159	12	0.9757	827	109	632	0.8680387409200969	827	102	178	827	104	397	184	129	107	0.295082	ok
GCA_902618335.1__GCA_902573335.1	94.3859	3	0.9589	98	76	40	0.2164948453608247	98	68	27	98	70	30	83	69	43	0.158537	ok
GCF_000472665.1__GCF_003260995.1	86.037	2	0.9864	693	114	525	0.8352601156069364	693	104	188	693	107	331	419	314	209	0.248804	ok
GCF_001904655.1__GCF_000317555.1	94.1288	46	0.9863	947	88	580	0.9069767441860466	947	86	213	947	87	373	108	75	66	0.299065	ok
GCF_003385415.1__GCF_014779605.1	91.0808	12	0.9849	1044	728	514	0.3020134228187919	1044	665	363	1044	703	442	280	215	132	0.229391	ok
GCA_005884925.1__GCA_005885035.1	90.7457	25	0.9692	615	466	285	0.2410423452768729	615	435	220	615	447	254	279	229	134	0.176259	ok
GCF_005406125.1__GCF_000336615.1	87.4	26	0.9742	847	522	519	0.3829787234042553	847	517	474	847	519	482	170	125	95	0.260355	ok
GCF_000307225.1__GCF_000321005.1	90.0478	17	0.9066	321	101	212	0.684375	321	98	98	321	99	135	103	48	91	0.529412	ok
GCA_900557505.1__GCA_018382125.1	94.425	5	0.9961	422	298	182	0.2921615201900237	422	211	14	422	232	63	324	247	163	0.235294	ok
GCF_002750975.1__GCF_006970445.1	88.9068	16	0.9952	974	66	361	0.9321685508735869	974	63	67	974	66	118	9	6	3	0.25	ok
GCF_014229095.1__GCA_000183865.1	93.8554	3	0.9982	1303	177	440	0.8640552995391705	1303	160	138	1303	163	232	17	12	7	0.25	ok
GCA_002454415.1__GCA_002420705.1	90.7424	2	0.9945	888	614	464	0.3077790304396843	888	550	323	888	591	394	289	212	152	0.263889	ok
GCF_018687635.1__GCF_018687355.1	86.7998	5	0.9638	224	1	167	0.9955156950672646	224	1	31	224	1	65	24	3	22	0.869565	ok
GCA_015055835.1__GCA_017508485.1	90.0252	3	0.9918	249	174	124	0.2983870967741935	249	160	88	249	163	104	72	56	49	0.211268	ok
GCA_017505635.1__GCA_017436765.1	92.3275	7	0.9417	453	326	218	0.2787610619469026	453	314	179	453	322	197	266	208	137	0.215094	ok
GCA_002508705.1__GCA_002503885.1	90.1703	14	0.9421	628	478	283	0.2376395534290271	628	466	253	628	474	271	400	305	179	0.235589	ok
GCF_016907475.1__GCF_013155335.1	89.5029	29	0.9898	895	462	610	0.4832214765100671	895	460	395	895	461	498	21	14	19	0.3	ok
GCF_900497695.1__GCF_001320525.1	85.78	33	0.9635	1119	764	649	0.3166368515205724	1119	726	549	1119	750	607	306	221	191	0.27541	ok
GCF_018616375.1__GCF_000416965.1	94.2361	12	0.9955	201	111	112	0.4449999999999999	201	107	75	201	108	87	77	56	27	0.263158	ok
GCF_003970915.1__GCF_002007105.1	85.5227	42	0.9684	2203	1536	1069	0.3024523160762943	2203	1515	893	2203	1525	925	352	249	213	0.290598	ok
GCF_004684095.1__GCF_001596155.1	88.577	43	0.9726	1787	222	1236	0.8756998880179171	1787	214	203	1787	220	528	403	290	225	0.278607	ok
GCF_000716545.1__GCF_013364235.1	95.1329	29	0.9952	1611	278	1038	0.8273291925465839	1611	259	315	1611	267	553	429	321	228	0.25	ok
GCA_902604035.1__GCA_902581605.1	93.675	0	1.0	106	77	55	0.2666666666666667	106	65	29	106	72	40	72	52	33	0.267606	ok
GCA_009924725.1__GCA_903939005.1	94.1024	0	1.0	417	295	161	0.2908653846153846	417	220	13	417	246	61	381	311	155	0.181579	ok
GCA_902539895.1__GCA_902517815.1	93.8265	4	0.9807	153	110	89	0.2763157894736842	153	100	57	153	105	69	121	94	63	0.216667	ok
GCA_002316795.1__GCA_002306075.1	88.1859	16	0.9663	273	199	126	0.2683823529411765	273	181	86	273	188	100	105	99	47	0.048077	ok
GCF_003815675.1__GCA_019203745.1	87.2873	7	0.9705	904	29	898	0.9678848283499446	904	28	208	904	29	602	146	34	135	0.765517	ok
GCF_017676385.1__GCF_017676365.1	92.1742	170	0.9398	2201	1657	1096	0.2468181818181818	2201	1607	1005	2201	1632	1049	699	577	361	0.173352	ok
GCF_004366135.1__GCF_001619615.1	93.3682	54	0.982	493	330	268	0.3292682926829268	493	322	234	493	325	249	110	77	66	0.293578	ok
GCF_000235745.1__GCA_004010935.1	88.943	7	0.9959	832	171	624	0.7942238267148014	832	129	232	832	153	426	276	202	131	0.265455	ok
GCA_003149575.1__GCA_013002295.1	90.9319	65	0.9037	511	391	265	0.2333333333333332	511	391	263	511	391	264	261	225	209	0.134615	ok
GCF_003252725.1__GCF_014931395.1	94.1713	23	0.9795	187	33	154	0.8225806451612903	187	31	79	187	32	98	48	36	23	0.234043	ok
GCF_011290385.1__GCF_000022605.2	87.4073	0	1.0	93	1	35	0.9891304347826086	93	1	1	93	1	2	2	1	1	0.0	ok
GCF_002578045.1__GCF_000832605.1	91.336	5	0.9936	1086	213	713	0.8036866359447005	1086	177	174	1086	195	356	445	323	237	0.272523	ok
GCF_002159735.1__GCA_019116525.1	87.9458	26	0.9301	554	382	297	0.3092224231464737	554	378	266	554	379	276	186	138	108	0.254054	ok
GCF_900638025.1__GCF_014931275.1	92.6969	25	0.9751	245	33	161	0.8647540983606558	245	32	54	245	33	87	6	4	3	0.2	ok
GCF_005144795.1__GCF_905187535.1	93.6092	37	0.9613	384	257	204	0.3289817232375979	384	246	167	384	252	186	112	87	56	0.216216	ok
GCF_900100545.1__GCF_000424005.1	92.0992	17	0.9786	533	327	273	0.3853383458646616	533	319	196	533	319	213	132	96	71	0.267176	ok
GCA_900472835.1__GCF_002980555.1	84.8025	7	0.9942	893	526	459	0.4103139013452914	893	507	296	893	514	352	141	106	78	0.242857	ok
GCA_009936675.1__GCA_002390455.1	91.263	0	1.0	303	214	131	0.2913907284768212	303	171	27	303	185	64	223	175	103	0.211712	ok
GCA_002725545.1__GCA_002712245.1	92.7766	6	0.9568	72	58	27	0.1830985915492957	72	50	17	72	56	23	65	53	29	0.171875	ok
GCF_001864895.1__GCF_013359865.1	87.7989	37	0.9717	909	648	466	0.2863436123348017	909	638	410	909	643	435	202	147	121	0.268657	ok
GCF_012927125.1__GCF_904848625.1	87.371	39	0.9826	1785	1262	950	0.2926008968609865	1785	1242	854	1785	1254	885	353	255	210	0.275568	ok
GCA_902624465.1__GCA_902616725.1	93.093	2	0.9811	74	43	49	0.410958904109589	74	39	36	74	40	40	39	31	20	0.184211	ok
GCF_900156045.1__GCF_002243645.1	94.3405	24	0.9925	884	174	570	0.8029445073612684	884	166	268	884	170	389	314	226	198	0.277955	ok
GCF_000967865.1__GCF_006540085.1	85.4888	15	0.9798	710	367	465	0.4823695345557123	710	364	332	710	365	376	208	133	122	0.357488	ok
GCF_001905125.1__GCA_000470535.1	90.3209	116	0.9152	2082	1593	997	0.2345026429601153	2082	1580	963	2082	1588	981	843	685	398	0.186461	ok
GCA_002420315.1__GCA_002323895.1	90.764	17	0.977	887	665	423	0.2494356659142211	887	544	215	887	592	303	424	358	206	0.153664	ok
GCA_016290995.1__GCA_002391235.1	88.5668	13	0.9879	677	494	322	0.2692307692307693	677	462	252	677	476	283	135	101	69	0.246269	ok
GCA_902596985.1__GCA_902537415.1	96.6779	7	0.9875	135	100	59	0.253731343283582	135	86	33	135	89	42	117	92	57	0.206897	ok
GCA_003214215.1__GCA_902536065.1	93.6039	6	0.9732	79	61	35	0.2179487179487179	79	57	26	79	58	29	51	45	25	0.1	ok
GCF_003231305.1__GCF_000319305.2	87.2554	25	0.9761	1389	670	809	0.5172910662824208	1389	652	349	1389	661	460	512	373	256	0.270059	ok
GCA_900545545.1__GCA_019116485.1	90.491	20	0.9259	561	410	264	0.2678571428571429	561	401	240	561	406	253	268	231	143	0.134831	ok
GCF_000235465.1__GCF_000160475.1	92.7568	3	0.9904	645	400	313	0.3788819875776398	645	353	151	645	377	211	329	248	162	0.243902	ok
GCA_003280885.1__GCA_902591865.1	94.5175	4	0.9839	98	63	55	0.3505154639175257	98	53	36	98	57	42	78	65	39	0.155844	ok
GCA_900542325.1__GCF_019041915.1	93.8236	16	0.9929	334	179	186	0.4624624624624625	334	165	106	334	173	147	111	81	58	0.263636	ok
GCF_002549795.1__GCF_001886615.1	87.0583	31	0.9639	1024	75	774	0.9266862170087976	1024	73	126	1024	74	309	200	73	168	0.633166	ok
GCF_902506025.1__GCF_002953935.1	86.6805	13	0.9749	831	65	812	0.9216867469879518	831	64	185	831	64	516	147	56	130	0.616438	ok
GCF_000745065.1__GCF_014647535.1	85.6191	11	0.9134	597	446	284	0.2516778523489933	597	445	272	597	446	276	155	87	132	0.435065	ok
GCA_902528135.1__GCA_902522365.1	94.5503	2	0.9806	108	78	52	0.2710280373831776	108	71	36	108	74	43	78	65	39	0.155844	ok
GCF_006440775.1__GCF_019091085.1	91.577	55	0.9876	1436	1012	733	0.294773519163763	1436	985	645	1436	996	685	415	305	218	0.263285	ok
GCF_016907555.1__GCF_003293595.1	94.0642	28	0.9922	319	5	204	0.9842767295597484	319	5	96	319	5	136	4	2	1	0.333333	ok
GCF_016863555.1__GCF_014646235.1	94.1813	48	0.9899	1190	853	592	0.2825904121110176	1190	815	476	1190	839	536	351	250	184	0.285714	ok
GCF_003382565.2__GCF_015689195.1	90.8159	17	0.9904	793	148	565	0.8131313131313131	793	136	236	793	140	393	185	128	105	0.304348	ok
GCA_018053845.1__GCA_012728915.1	88.8895	10	0.9795	873	638	405	0.268348623853211	873	564	248	873	606	328	283	223	149	0.20922	ok
GCF_001854785.1__GCF_000513935.1	87.5563	42	0.9676	1585	1156	785	0.2702020202020202	1585	1128	715	1585	1147	748	464	339	259	0.267819	ok
GCF_002407065.1__GCF_000023405.1	88.7478	9	0.9919	1041	26	1033	0.975	1041	25	125	1041	25	473	94	24	90	0.741935	ok
GCF_009741265.1__GCF_014644495.1	86.1706	26	0.9783	762	539	368	0.2917214191852825	762	539	333	762	539	341	161	80	135	0.5	ok
GCA_017543225.1__GCA_902767395.1	91.24	7	0.9557	478	337	228	0.2935010482180293	478	273	104	478	309	165	403	326	177	0.189055	ok
GCF_002967995.1__GCF_001269655.1	86.7762	49	0.9653	1412	1007	700	0.2863217576187101	1412	997	594	1412	1004	631	444	319	243	0.27991	ok
GCF_002929745.1__GCF_002157505.1	86.164	12	0.9844	744	385	457	0.4818304172274562	744	373	345	744	375	368	163	103	109	0.364198	ok
GCF_900608595.1__GCF_000385135.1	87.7424	25	0.9863	1571	921	873	0.4133757961783439	1571	891	555	1571	908	662	342	247	190	0.27566	ok
GCF_001269885.1__GCF_902497845.1	86.9031	53	0.9559	1240	881	658	0.2889426957223567	1240	866	593	1240	874	619	353	271	195	0.230114	ok
GCF_002023715.1__GCF_001675285.1	92.1045	17	0.9881	530	348	269	0.3421550094517959	530	343	220	530	346	233	76	58	42	0.226667	ok
GCA_007127655.1__GCF_000519265.1	92.1559	2	0.9964	936	369	585	0.6053475935828877	936	245	67	936	290	230	663	498	333	0.247734	ok
GCF_010974825.1__GCF_000819985.1	94.995	133	0.9707	731	542	367	0.2575342465753425	731	521	326	731	532	346	294	248	136	0.153584	ok
GCF_001427585.1__GCF_014852005.1	87.5936	26	0.9875	936	481	506	0.4855614973262032	936	481	267	936	481	361	105	67	68	0.355769	ok
GCF_002936985.1__GCF_001425085.1	88.7036	8	0.9927	1004	585	542	0.4167497507477568	1004	510	287	1004	555	374	321	225	174	0.296875	ok
GCF_900012615.1__GCA_000949895.1	90.5402	44	0.9858	721	509	338	0.2930555555555555	721	509	310	721	509	320	126	98	78	0.216	ok
GCF_002960445.1__GCF_017601095.1	88.6121	21	0.9481	460	329	229	0.2832244008714597	460	319	189	460	324	200	228	154	131	0.321586	ok
GCF_009496205.1__GCA_905221205.1	93.0256	7	0.9918	375	233	206	0.3770053475935828	375	210	113	375	221	156	224	163	109	0.269058	ok
GCF_900109725.1__GCF_900104135.1	86.6038	12	0.9788	972	691	484	0.2883625128733265	972	675	409	972	684	435	254	172	147	0.320158	ok
GCF_002578045.1__GCF_000021305.1	92.1563	4	0.996	1047	178	818	0.8298279158699808	1047	162	214	1047	171	432	384	268	201	0.300261	ok
GCA_902514865.1__GCA_000421325.1	90.3014	0	1.0	145	103	72	0.2847222222222222	145	89	44	145	94	53	108	79	54	0.261682	ok
GCF_011035165.1__GCA_011752475.1		0	0.0	131	0	87	1.0	131	0	6	131	0	21	1	0	0	1.0	ok
GCF_002000165.1__GCF_001874645.1	86.0268	42	0.9709	1184	112	741	0.9053254437869822	1184	111	180	1184	111	368	217	109	185	0.49537	ok
GCF_004302915.1__GCF_001571345.1	95.0671	55	0.9856	496	365	228	0.2626262626262626	496	344	186	496	355	205	314	237	135	0.242812	ok
GCF_009900745.1__GCF_003815715.1	87.7811	8	0.9911	1047	52	723	0.9502868068833652	1047	49	162	1047	52	375	195	125	117	0.35567	ok
GCA_902577875.1__GCA_902525295.1	94.9224	3	0.9577	68	51	35	0.2388059701492537	68	47	28	68	48	31	46	39	19	0.133333	ok
GCA_017544805.1__GCA_017412115.1	95.1029	9	0.9947	339	233	160	0.3106508875739645	339	210	96	339	219	122	223	170	120	0.234234	ok
GCF_003952525.1__GCA_000824845.1	89.1367	126	0.9445	1559	1133	776	0.272785622593068	1559	1133	741	1559	1133	752	523	321	413	0.385057	ok
GCA_900317685.1__GCA_002481295.1	92.7378	57	0.9655	562	410	263	0.2691622103386809	562	377	202	562	398	235	242	180	127	0.253112	ok
GCA_002737115.1__GCA_903894655.1	93.3426	58	0.923	671	482	325	0.2805970149253731	671	418	194	671	459	262	494	434	212	0.119675	ok
GCF_001655645.1__GCF_001295365.1	91.8912	4	0.998	560	73	446	0.8694096601073346	560	71	207	560	73	322	143	105	86	0.260563	ok
GCA_900550185.1__GCA_900542085.1	93.295	15	0.9904	519	358	224	0.3088803088803089	519	284	60	519	309	116	347	264	177	0.236994	ok
GCA_900468015.1__GCF_000739935.1	89.1531	76	0.9653	816	578	404	0.2907975460122699	816	569	344	816	574	368	276	206	176	0.250909	ok
GCF_002754715.1__GCA_000696115.1	86.5846	104	0.9514	2301	1668	1193	0.2747826086956522	2301	1667	1122	2301	1668	1145	616	339	550	0.44878	ok
GCF_001275135.1__GCA_905214625.1	90.3268	26	0.9801	512	359	258	0.2974559686888454	512	346	214	512	352	235	181	147	89	0.183333	ok
GCA_001512635.1__GCA_002305915.1	90.3904	2	0.9951	586	417	253	0.2871794871794871	586	377	148	586	395	193	187	149	101	0.198925	ok
GCA_016873155.1__GCA_016235875.1	93.3224	4	0.9896	1043	742	481	0.2879078694817658	1043	593	181	1043	658	312	604	481	262	0.202322	ok
GCF_900143285.1__GCF_000021925.1	93.4585	31	0.9896	712	62	478	0.9127988748241912	712	58	201	712	60	302	93	67	54	0.271739	ok
GCA_900545835.1__GCA_900757615.1	94.3872	11	0.9946	417	283	186	0.3197115384615384	417	240	74	417	264	125	292	221	132	0.24055	ok
GCF_006715285.1__GCF_001046895.1	84.5536	29	0.9464	860	441	789	0.4866123399301513	860	441	769	860	441	771	226	108	195	0.52	ok
GCF_003610785.1__GCF_018070575.1	87.7029	14	0.9884	1504	980	796	0.3479707252162342	1504	961	562	1504	972	653	323	226	176	0.298137	ok
GCF_003259615.1__GCF_014200595.1	89.6306	11	0.9915	715	304	453	0.5742296918767507	715	292	258	715	295	332	224	162	111	0.273543	ok
GCA_018647405.1__GCA_902511735.1	91.3836	0	1.0	126	82	71	0.344	126	65	38	126	75	52	101	85	51	0.15	ok
GCF_003732665.1__GCF_001421885.1	87.1651	47	0.9743	1241	871	665	0.2975806451612903	1241	856	585	1241	866	625	811	598	404	0.261728	ok
GCF_000716595.1__GCF_014205015.1	94.087	73	0.9904	1506	260	1121	0.8272425249169435	1506	246	525	1506	253	788	421	282	216	0.328571	ok
GCF_002096845.1__GCA_015256435.1	93.4714	5	0.9412	524	389	253	0.2562141491395793	524	373	215	524	381	235	465	369	188	0.204741	ok
GCF_014596565.1__GCF_001269905.1	94.2044	57	0.9911	699	466	357	0.332378223495702	699	461	308	699	463	334	119	85	73	0.279661	ok
GCF_013276505.1__GCF_001457635.1	90.8988	27	0.9146	451	86	327	0.8088888888888889	451	84	96	451	86	183	173	114	119	0.337209	ok
GCF_012650175.1__GCF_000226955.1	89.8283	91	0.9587	951	701	457	0.2621052631578947	951	686	408	951	691	426	364	289	173	0.203857	ok
GCF_901542335.1__GCF_000188035.1	89.155	12	0.9785	274	20	262	0.9267399267399268	274	20	140	274	20	210	13	9	10	0.25	ok
GCF_002096685.1__GCF_001579525.1	92.0327	12	0.9869	324	185	141	0.4272445820433437	324	182	80	324	184	98	41	32	15	0.2	ok
GCA_003280995.1__GCF_017696085.1	95.261	5	0.9932	71	30	52	0.5714285714285714	71	26	38	71	27	44	36	26	21	0.257143	ok
GCF_900089595.1__GCF_900091595.1	87.176	50	0.9659	1701	1250	855	0.2647058823529411	1701	1250	835	1701	1250	839	321	172	280	0.4625	ok
GCF_004346845.1__GCF_900129745.1	91.6737	9	0.9829	625	204	422	0.6730769230769231	625	165	232	625	181	286	45	34	25	0.227273	ok
GCF_003610355.1__GCF_002000245.1	87.0969	26	0.9757	833	447	433	0.4627403846153846	833	441	320	833	445	353	169	75	121	0.553571	ok
GCF_001070815.1__GCF_001074155.1	89.4464	1	0.9863	352	245	178	0.301994301994302	352	221	130	352	231	154	296	230	136	0.220339	ok
GCA_902610675.1__GCA_902520355.1	90.7235	0	1.0	86	61	41	0.2823529411764706	86	59	34	86	61	40	57	51	29	0.089286	ok
GCA_902798385.1__GCA_902762355.1	87.0192	19	0.9594	381	255	190	0.3289473684210526	381	239	134	381	249	158	134	105	75	0.210526	ok
GCA_003280445.1__GCF_003208055.1	87.8071	1	0.9941	184	90	117	0.5081967213114754	184	82	62	184	87	81	84	54	46	0.349398	ok
GCF_007833635.1__GCA_902613855.1	91.5658	1	0.9167	163	93	97	0.4259259259259259	163	93	73	163	93	89	38	19	37	0.486486	ok
GCF_002551245.1__GCF_000718455.1	93.5348	19	0.9954	1843	1323	875	0.2817589576547231	1843	1136	479	1843	1223	658	791	601	381	0.239241	ok
GCA_007127655.1__GCF_000717475.1	91.8627	1	0.9981	902	613	410	0.3196448390677026	902	429	38	902	492	150	588	447	280	0.238501	ok
GCF_004785795.1__GCF_016735675.1	88.5322	25	0.9795	1138	770	486	0.3227792436235708	1138	770	363	1138	770	380	148	56	137	0.619048	ok
GCA_900468625.1__GCF_007829155.1	89.9004	37	0.9889	1051	717	548	0.3171428571428571	1051	703	467	1051	710	506	244	176	120	0.27572	ok
GCA_003279535.1__GCA_902538515.1	92.2649	6	0.9661	103	64	61	0.3725490196078431	103	56	42	103	58	47	68	56	38	0.164179	ok
GCA_003385605.1__GCA_018623275.1	91.3277	17	0.9133	369	285	176	0.2255434782608695	369	264	140	369	276	158	235	208	108	0.111111	ok
GCF_006538725.1__GCF_006538705.1	87.9663	38	0.9698	1125	825	559	0.2660142348754448	1125	776	457	1125	803	504	273	215	144	0.209559	ok
GCF_018613675.1__GCF_014639275.1	89.0762	28	0.9789	725	517	342	0.2859116022099447	725	501	280	725	509	298	216	160	120	0.255814	ok
GCF_000805455.1__GCF_009884975.1	87.4375	11	0.9623	684	33	572	0.9516837481698388	684	31	158	684	33	348	100	55	65	0.444444	ok
GCF_002204795.1__GCF_016651105.1	86.9676	18	0.981	1398	447	1003	0.6800286327845383	1398	420	332	1398	430	537	797	592	396	0.256281	ok
GCF_009208565.1__GCF_014200675.1	84.0337	33	0.9692	1401	989	726	0.2935714285714286	1401	962	645	1401	979	676	430	289	232	0.32634	ok
GCF_013377905.1__GCF_013377885.1	92.1068	36	0.9832	1195	850	610	0.2881072026800669	1195	785	441	1195	820	526	282	234	126	0.16726	ok
GCF_003755065.1__GCF_003234115.1	87.4098	42	0.977	1037	753	571	0.2731660231660231	1037	748	533	1037	752	547	108	73	71	0.317757	ok
GCF_013839555.1__GCF_014646295.1	87.5085	18	0.989	1182	704	721	0.4038950042337003	1182	682	482	1182	693	553	270	203	168	0.245353	ok
GCF_014764405.1__GCF_013364215.1	94.1471	60	0.9875	1174	77	1022	0.9343563512361466	1174	74	378	1174	75	668	70	41	61	0.405797	ok
GCF_002214485.1__GCF_002214385.1	92.564	24	0.88	429	172	328	0.5981308411214954	429	171	125	429	171	178	247	147	212	0.402439	ok
GCF_000235745.1__GCA_002476945.1	85.8532	3	0.9944	906	587	494	0.3513812154696132	906	536	282	906	562	366	309	229	155	0.256494	ok
GCF_014844075.1__GCF_008386395.1	87.5191	29	0.9613	1365	117	824	0.9142228739002932	1365	110	212	1365	112	355	193	67	175	0.651042	ok
GCF_005796205.1__GCF_000332815.1	87.8115	35	0.9532	824	628	394	0.2369380315917375	824	612	361	824	618	374	302	227	158	0.245847	ok
