pairid	q_acc	r_acc	status	syn2b_breakpoints	syn2b_scj_distance	syn2b_breakpoint_density	syn2b_inverted_fraction	syn2b_orientation_mismatches	syn2b_orientation_uninformative	syn2b_observable_fraction	syn2b_observable_adjacencies	syn2b_structural	syn2b_shared_tags	syn2b_repeats_dropped	syn2b_landmarks_collapsed	syn2b_circular
GCA_018000135.1__GCA_018435005.1	GCA_018000135.1	GCA_018435005.1	ok	2	43	0.00030	0.48386	3268	0	0.9951	6682	0.9936	6754	31	825	false
GCA_018000175.1__GCA_018002605.1	GCA_018000175.1	GCA_018002605.1	ok	0	74	0.00000	0.41146	1436	0	0.9788	3375	0.9786	3490	17	371	false
GCA_018000275.1__GCA_018434105.1	GCA_018000275.1	GCA_018434105.1	ok	1	98	0.00025	0.48239	1904	0	0.9810	3828	0.9751	3947	31	579	false
GCA_018003635.1__GCA_018004195.1	GCA_018003635.1	GCA_018004195.1	ok	0	58	0.00000	0.44551	1946	0	0.9900	4167	0.9863	4368	28	508	false
GCA_018053565.1__GCA_018064065.1	GCA_018053565.1	GCA_018064065.1	ok	0	117	0.00000	0.43907	681	0	0.9710	1339	0.9200	1551	22	221	false
GCA_018054145.1__GCA_018058725.1	GCA_018054145.1	GCA_018058725.1	ok	0	256	0.00000	0.48550	1674	0	0.9384	3076	0.9234	3448	54	663	false
GCA_018054245.1__GCA_902387235.1	GCA_018054245.1	GCA_902387235.1	ok	6	194	0.00372	0.49100	791	0	1.0000	1422	0.8795	1611	53	349	false
GCA_018056365.1__GCA_018432205.1	GCA_018056365.1	GCA_018432205.1	ok	0	113	0.00000	0.42760	818	0	0.9921	1748	0.9394	1913	30	200	false
GCA_018056365.1__GCA_018435925.1	GCA_018056365.1	GCA_018435925.1	ok	0	254	0.00000	0.48192	653	0	0.9609	982	0.7963	1355	49	174	false
GCA_018056495.1__GCA_018059745.1	GCA_018056495.1	GCA_018059745.1	ok	0	43	0.00000	0.48232	1282	0	0.9863	2525	0.9833	2658	27	320	false
GCA_018063715.1__GCF_003478795.1	GCA_018063715.1	GCF_003478795.1	ok	3	134	0.00268	0.48214	540	0	0.9948	958	0.8772	1120	20	272	false
GCA_018222465.1__GCF_008274645.2	GCA_018222465.1	GCF_008274645.2	ok	1	410	0.00026	0.48311	1888	0	0.9994	3497	0.8950	3908	42	337	false
GCA_018223325.1__GCF_017309175.1	GCA_018223325.1	GCF_017309175.1	ok	10	105	0.00160	0.48678	3038	0	0.9985	6132	0.9831	6241	30	1677	false
GCA_018241295.1__GCA_018241375.1	GCA_018241295.1	GCA_018241375.1	ok	3	339	0.00066	0.43881	2008	0	0.9265	4197	0.9255	4576	54	1071	false
GCA_018265765.1__GCA_018368125.1	GCA_018265765.1	GCA_018368125.1	ok	10	221	0.00293	0.46057	1571	0	0.9900	3168	0.9346	3411	32	854	false
GCA_018363815.1__GCF_000364325.1	GCA_018363815.1	GCF_000364325.1	ok	0	20	0.00000	0.35608	835	0	1.0000	2323	0.9915	2345	7	357	false
GCA_018364715.1__GCF_904384175.1	GCA_018364715.1	GCF_904384175.1	ok	2	69	0.00055	0.46243	1680	1	0.9924	3549	0.9809	3634	13	589	false
GCA_018365095.1__GCA_905197755.1	GCA_018365095.1	GCA_905197755.1	ok	3	155	0.00262	0.47731	547	0	0.9651	939	0.8584	1146	4	76	false
GCA_018365975.1__GCA_900549115.1	GCA_018365975.1	GCA_900549115.1	ok	0	98	0.00000	0.41911	816	0	0.9945	1823	0.9490	1947	8	206	false
GCA_018368295.1__GCF_003477825.1	GCA_018368295.1	GCF_003477825.1	ok	9	75	0.00904	0.49598	494	0	0.9439	891	0.9223	996	81	178	false
GCA_018369305.1__GCA_018711955.1	GCA_018369305.1	GCA_018711955.1	ok	5	312	0.00218	0.49803	1140	1	0.9137	1842	0.8565	2290	19	493	false
GCA_018369305.1__GCA_900759065.1	GCA_018369305.1	GCA_900759065.1	ok	6	267	0.00255	0.45791	1077	0	0.9051	2004	0.8830	2352	14	541	false
GCA_018370255.1__GCA_900554245.1	GCA_018370255.1	GCA_900554245.1	ok	5	60	0.01037	0.49793	240	0	0.9903	408	0.8704	482	3	64	false
GCA_018371775.1__GCA_900762625.1	GCA_018371775.1	GCA_900762625.1	ok	4	49	0.00221	0.38440	695	0	0.9915	1755	0.9728	1808	13	395	false
GCA_018371815.1__GCA_905210625.1	GCA_018371815.1	GCA_905210625.1	ok	0	16	0.00000	0.41639	254	0	0.9813	576	0.9731	610	5	38	false
GCA_018372095.1__GCA_905198425.1	GCA_018372095.1	GCA_905198425.1	ok	5	63	0.00169	0.46682	1379	0	0.9919	2831	0.9782	2954	13	523	false
GCA_018372155.1__GCF_003864435.1	GCA_018372155.1	GCF_003864435.1	ok	0	205	0.00000	0.48933	4495	0	0.9798	8963	0.9776	9186	75	1412	false
GCA_018372155.1__GCF_009725145.1	GCA_018372155.1	GCF_009725145.1	ok	5	184	0.00059	0.40497	3437	0	0.9815	8269	0.9782	8487	69	1388	false
GCA_018373895.1__GCF_002847745.1	GCA_018373895.1	GCF_002847745.1	ok	5	25	0.00423	0.34039	402	0	0.9957	1158	0.9788	1181	13	87	false
GCA_018374675.1__GCA_905212535.1	GCA_018374675.1	GCA_905212535.1	ok	3	274	0.00112	0.48003	1286	0	0.9886	2342	0.8953	2679	17	413	false
GCA_018375095.1__GCF_000154305.1	GCA_018375095.1	GCF_000154305.1	ok	4	34	0.00171	0.26684	626	0	0.9923	2314	0.9855	2346	21	272	false
GCA_018375635.1__GCF_003477535.1	GCA_018375635.1	GCF_003477535.1	ok	2	236	0.00085	0.43886	1030	0	0.9967	2099	0.8988	2347	18	313	false
GCA_018376195.1__GCF_018785765.1	GCA_018376195.1	GCF_018785765.1	ok	4	19	0.00166	0.41135	993	0	0.9992	2398	0.9921	2414	17	358	false
GCA_018377655.1__GCA_905213635.1	GCA_018377655.1	GCA_905213635.1	ok	0	249	0.00000	0.49413	716	0	0.7923	1049	0.8154	1449	22	154	false
GCA_018378215.1__GCA_018714405.1	GCA_018378215.1	GCA_018714405.1	ok	10	73	0.00531	0.34766	655	0	0.9897	1818	0.9612	1884	19	607	false
GCA_018380565.1__GCF_015549525.1	GCA_018380565.1	GCF_015549525.1	ok	5	48	0.00716	0.45702	319	0	0.9457	645	0.9307	698	8	108	false
GCA_018380875.1__GCF_003011855.2	GCA_018380875.1	GCF_003011855.2	ok	0	51	0.00000	0.45370	735	0	0.9923	1554	0.9682	1620	29	272	false
GCA_018380915.1__GCA_905371925.1	GCA_018380915.1	GCA_905371925.1	ok	0	154	0.00000	0.45100	2807	0	0.9890	6039	0.9751	6224	24	1147	false
GCA_018380915.1__GCF_001005065.1	GCA_018380915.1	GCF_001005065.1	ok	4	106	0.00077	0.48454	2508	0	0.9970	5064	0.9795	5176	27	1156	false
GCA_018381555.1__GCA_905200965.1	GCA_018381555.1	GCA_905200965.1	ok	13	116	0.00483	0.47212	1270	0	0.9731	2567	0.9566	2690	32	985	false
GCA_018381625.1__GCF_017566165.1	GCA_018381625.1	GCF_017566165.1	ok	1	143	0.00035	0.49877	1415	0	0.9513	2675	0.9494	2837	7	237	false
GCA_018382175.1__GCA_905204885.1	GCA_018382175.1	GCA_905204885.1	ok	2	92	0.00092	0.42949	935	0	0.9708	2061	0.9573	2177	33	659	false
GCA_018383065.1__GCA_900757895.1	GCA_018383065.1	GCA_900757895.1	ok	1	209	0.00074	0.47423	644	0	0.8267	1102	0.8441	1358	6	221	false
GCA_018383065.1__GCA_905199735.1	GCA_018383065.1	GCA_905199735.1	ok	1	18	0.00054	0.49946	924	0	0.9945	1820	0.9902	1850	4	222	false
GCA_018383155.1__GCF_000417525.1	GCA_018383155.1	GCF_000417525.1	ok	4	113	0.00123	0.41531	1356	0	0.9886	3112	0.9649	3265	83	497	false
GCA_018384355.1__GCF_002251535.1	GCA_018384355.1	GCF_002251535.1	ok	11	120	0.00396	0.45432	1263	0	0.9689	2647	0.9565	2780	28	426	false
GCA_018399735.1__GCF_001687065.1	GCA_018399735.1	GCF_001687065.1	ok	15	32	0.00561	0.10501	281	0	0.9985	2671	0.9881	2676	80	650	false
GCA_018401165.1__GCF_002890855.1	GCA_018401165.1	GCF_002890855.1	ok	8	51	0.00173	0.44291	2052	1	0.9989	4597	0.9890	4634	111	1709	false
GCA_018432345.1__GCA_018435645.1	GCA_018432345.1	GCA_018435645.1	ok	3	429	0.00165	0.48490	883	0	0.8522	1217	0.7445	1821	15	370	false
GCA_018433005.1__GCA_018434505.1	GCA_018433005.1	GCA_018434505.1	ok	0	68	0.00000	0.31801	664	0	0.9758	1977	0.9668	2088	8	223	false
GCA_018607465.1__GCA_905478815.1	GCA_018607465.1	GCA_905478815.1	ok	0	139	0.00000	0.45523	1210	0	0.9600	2451	0.9464	2658	20	396	false
GCA_018609085.1__GCA_905181845.1	GCA_018609085.1	GCA_905181845.1	ok	0	56	0.00000	0.49410	544	0	0.9808	1021	0.9481	1101	0	113	false
GCA_018619875.1__GCA_018619955.1	GCA_018619875.1	GCA_018619955.1	ok	0	246	0.00000	0.43088	2640	0	0.9781	5840	0.9596	6127	22	951	false
GCA_018619875.1__GCA_019100325.1	GCA_018619875.1	GCA_019100325.1	ok	0	391	0.00000	0.48423	2963	0	0.9470	5647	0.9354	6119	33	958	false
GCA_018645285.1__GCA_018659985.1	GCA_018645285.1	GCA_018659985.1	ok	0	46	0.00000	0.42777	459	0	0.9593	989	0.9559	1073	2	59	false
GCA_018645665.1__GCA_018668235.1	GCA_018645665.1	GCA_018668235.1	ok	0	65	0.00000	0.46634	284	0	0.9817	535	0.8917	609	0	52	false
GCA_018645665.1__GCA_018675015.1	GCA_018645665.1	GCA_018675015.1	ok	0	45	0.00000	0.37213	227	0	0.9392	556	0.9254	610	0	48	false
GCA_018647415.1__GCA_018655425.1	GCA_018647415.1	GCA_018655425.1	ok	0	19	0.00000	0.40888	350	0	0.9940	830	0.9776	856	0	60	false
GCA_018647545.1__GCA_018648725.1	GCA_018647545.1	GCA_018648725.1	ok	0	53	0.00000	0.46289	368	0	0.9973	727	0.9321	795	6	50	false
GCA_018647825.1__GCA_018661435.1	GCA_018647825.1	GCA_018661435.1	ok	1	289	0.00022	0.47719	2197	0	0.9446	4208	0.9360	4604	13	469	false
GCA_018647825.1__GCA_018700775.1	GCA_018647825.1	GCA_018700775.1	ok	0	207	0.00000	0.37192	1799	0	0.9699	4549	0.9565	4837	19	473	false
GCA_018648355.1__GCA_018666605.1	GCA_018648355.1	GCA_018666605.1	ok	4	215	0.00019	0.45978	9558	0	0.9941	20298	0.9895	20788	100	3043	false
GCA_018648355.1__GCA_018694235.1	GCA_018648355.1	GCA_018694235.1	ok	2	238	0.00010	0.48454	10093	0	0.9918	20285	0.9884	20830	99	3025	false
GCA_018648725.1__GCA_018674115.1	GCA_018648725.1	GCA_018674115.1	ok	0	11	0.00000	0.43081	358	0	0.9865	802	0.9865	831	5	50	false
GCA_018648885.1__GCA_018676775.1	GCA_018648885.1	GCA_018676775.1	ok	4	168	0.00176	0.48244	1099	0	0.9319	2026	0.9238	2278	6	215	false
GCA_018649045.1__GCA_018660475.1	GCA_018649045.1	GCA_018660475.1	ok	1	420	0.00017	0.48062	2852	0	0.9696	5385	0.9277	5934	62	1062	false
GCA_018649545.1__GCA_018652985.1	GCA_018649545.1	GCA_018652985.1	ok	0	60	0.00000	0.43905	461	1	0.9493	955	0.9414	1051	9	87	false
GCA_018650665.1__GCA_018652185.1	GCA_018650665.1	GCA_018652185.1	ok	0	6	0.00000	0.20471	113	0	0.9982	540	0.9890	552	4	25	false
GCA_018652545.1__GCA_018673875.1	GCA_018652545.1	GCA_018673875.1	ok	0	142	0.00000	0.46556	419	0	0.8202	552	0.8086	900	29	73	false
GCA_018653505.1__GCA_018697795.1	GCA_018653505.1	GCA_018697795.1	ok	2	48	0.00058	0.49726	1723	0	0.9891	3372	0.9860	3465	10	431	false
GCA_018654015.1__GCA_018658945.1	GCA_018654015.1	GCA_018658945.1	ok	0	82	0.00000	0.47839	941	0	0.9642	1753	0.9556	1967	32	213	false
GCA_018655835.1__GCA_018669755.1	GCA_018655835.1	GCA_018669755.1	ok	0	80	0.00000	0.48780	500	1	0.9851	926	0.9207	1026	8	84	false
GCA_018656145.1__GCA_018698755.1	GCA_018656145.1	GCA_018698755.1	ok	1	146	0.00035	0.47383	1358	0	0.9784	2675	0.9483	2866	3	299	false
GCA_018657695.1__GCA_018662995.1	GCA_018657695.1	GCA_018662995.1	ok	1	243	0.00050	0.47905	949	0	0.9347	1631	0.8711	1981	5	389	false
GCA_018658165.1__GCA_018673355.1	GCA_018658165.1	GCA_018673355.1	ok	4	433	0.00120	0.49655	1657	0	0.9215	2593	0.8589	3337	74	787	false
GCA_018659665.1__GCA_018668035.1	GCA_018659665.1	GCA_018668035.1	ok	2	234	0.00087	0.49149	1126	0	0.9525	1946	0.8931	2291	47	281	false
GCA_018660325.1__GCA_018670185.1	GCA_018660325.1	GCA_018670185.1	ok	0	39	0.00000	0.49512	203	0	0.9196	343	0.8990	410	4	33	false
GCA_018660975.1__GCA_018667435.1	GCA_018660975.1	GCA_018667435.1	ok	0	135	0.00000	0.42338	268	0	0.7812	350	0.7374	633	4	54	false
GCA_018661435.1__GCA_018700775.1	GCA_018661435.1	GCA_018700775.1	ok	0	322	0.00000	0.46573	2113	0	0.9714	4106	0.9274	4537	16	456	false
GCA_018662125.1__GCA_018672215.1	GCA_018662125.1	GCA_018672215.1	ok	0	504	0.00000	0.43107	1651	0	0.8595	3248	0.8671	3830	7	566	false
GCA_018662385.1__GCA_018665965.1	GCA_018662385.1	GCA_018665965.1	ok	0	127	0.00000	0.41036	309	0	0.9806	607	0.8272	753	2	61	false
GCA_018663445.1__GCA_018694655.1	GCA_018663445.1	GCA_018694655.1	ok	0	86	0.00000	0.47007	534	0	0.9171	985	0.9209	1136	2	93	false
GCA_018663585.1__GCA_018666895.1	GCA_018663585.1	GCA_018666895.1	ok	1	308	0.00049	0.48837	987	0	0.8926	1537	0.8358	2021	1	262	false
GCA_018663585.1__GCA_018667475.1	GCA_018663585.1	GCA_018667475.1	ok	1	325	0.00044	0.47870	1079	0	0.8874	1781	0.8479	2254	1	288	false
GCA_018664225.1__GCA_018670175.1	GCA_018664225.1	GCA_018670175.1	ok	0	76	0.00000	0.34175	352	0	0.9582	895	0.9227	1030	9	81	false
GCA_018664285.1__GCA_018666415.1	GCA_018664285.1	GCA_018666415.1	ok	1	155	0.00081	0.46391	572	0	0.9321	961	0.8625	1233	46	203	false
GCA_018665205.1__GCA_018676175.1	GCA_018665205.1	GCA_018676175.1	ok	0	690	0.00000	0.48260	2815	0	0.9281	4789	0.8747	5833	4	1196	false
GCA_018665205.1__GCA_018703045.1	GCA_018665205.1	GCA_018703045.1	ok	1	744	0.00015	0.45438	3023	0	0.9456	5629	0.8837	6653	4	1292	false
GCA_018665305.1__GCA_018693955.1	GCA_018665305.1	GCA_018693955.1	ok	0	58	0.00000	0.44132	534	0	0.9854	1079	0.9491	1210	6	99	false
GCA_018666605.1__GCA_018694235.1	GCA_018666605.1	GCA_018694235.1	ok	6	237	0.00027	0.43913	9865	0	0.9961	21885	0.9893	22465	101	3194	false
GCA_018666895.1__GCA_018667475.1	GCA_018666895.1	GCA_018667475.1	ok	0	308	0.00000	0.49703	1172	0	0.9300	1900	0.8619	2358	0	286	false
GCA_018670915.1__GCA_905480535.1	GCA_018670915.1	GCA_905480535.1	ok	3	128	0.00066	0.47676	2164	0	0.9975	4400	0.9717	4539	13	584	false
GCA_018672975.1__GCA_018674555.1	GCA_018672975.1	GCA_018674555.1	ok	9	481	0.00258	0.46441	1618	1	0.9119	2680	0.8495	3485	138	752	false
GCA_018675295.1__GCA_018703335.1	GCA_018675295.1	GCA_018703335.1	ok	0	91	0.00000	0.41216	549	0	0.9690	1218	0.9305	1332	18	187	false
GCA_018675555.1__GCA_018703045.1	GCA_018675555.1	GCA_018703045.1	ok	1	731	0.00015	0.46789	3045	0	0.9201	5483	0.8828	6508	9	1302	false
GCA_018676015.1__GCA_018692055.1	GCA_018676015.1	GCA_018692055.1	ok	0	132	0.00000	0.44041	994	0	0.9519	2059	0.9399	2257	31	307	false
GCA_018676715.1__GCA_018692875.1	GCA_018676715.1	GCA_018692875.1	ok	0	248	0.00000	0.47893	1409	2	0.9410	2520	0.9109	2944	15	378	false
GCA_018678535.1__GCA_018679365.1	GCA_018678535.1	GCA_018679365.1	ok	0	277	0.00000	0.47880	1355	0	0.9602	2459	0.8991	2830	17	227	false
GCA_018678765.1__GCA_018679365.1	GCA_018678765.1	GCA_018679365.1	ok	0	192	0.00000	0.48712	1437	0	0.9690	2686	0.9334	2950	22	226	false
GCA_018692055.1__GCA_018697545.1	GCA_018692055.1	GCA_018697545.1	ok	0	119	0.00000	0.44279	979	0	0.9547	2023	0.9446	2211	35	301	false
GCA_018692235.1__GCA_018696855.1	GCA_018692235.1	GCA_018696855.1	ok	0	335	0.00000	0.47878	2403	0	0.9813	4606	0.9322	5019	27	808	false
GCA_018692895.1__GCA_018694985.1	GCA_018692895.1	GCA_018694985.1	ok	0	142	0.00000	0.49613	1153	0	0.9554	2120	0.9374	2324	21	304	false
GCA_018696255.1__GCA_018700315.1	GCA_018696255.1	GCA_018700315.1	ok	2	562	0.00039	0.48885	2522	0	0.9648	4414	0.8874	5159	39	1001	false
GCA_018701335.1__GCA_018702605.1	GCA_018701335.1	GCA_018702605.1	ok	4	467	0.00107	0.49053	1838	0	0.9076	2926	0.8645	3747	68	900	false
GCA_018712515.1__GCA_905192975.1	GCA_018712515.1	GCA_905192975.1	ok	2	246	0.00073	0.47908	1317	0	0.9127	2468	0.9097	2749	6	850	false
GCA_018713505.1__GCF_904378995.1	GCA_018713505.1	GCF_904378995.1	ok	1	95	0.00066	0.48000	732	0	0.9349	1408	0.9371	1525	6	186	false
GCA_018713965.1__GCA_905213845.1	GCA_018713965.1	GCA_905213845.1	ok	3	202	0.00123	0.46776	1139	0	0.9244	2152	0.9144	2435	23	560	false
GCA_018714945.1__GCA_904420165.1	GCA_018714945.1	GCA_904420165.1	ok	2	208	0.00157	0.45283	576	0	0.8295	949	0.8252	1272	7	193	false
GCA_018714945.1__GCA_905210585.1	GCA_018714945.1	GCA_905210585.1	ok	1	149	0.00064	0.43078	669	0	0.9148	1375	0.9029	1553	1	216	false
GCA_018715145.1__GCA_904397225.1	GCA_018715145.1	GCA_904397225.1	ok	0	83	0.00000	0.43373	288	0	0.9003	524	0.8657	664	5	54	false
GCA_018716545.1__GCA_900753255.1	GCA_018716545.1	GCA_900753255.1	ok	7	284	0.00333	0.45748	963	0	0.8943	1676	0.8570	2105	30	421	false
GCA_018716545.1__GCA_904419555.1	GCA_018716545.1	GCA_904419555.1	ok	10	229	0.00466	0.49580	1063	0	0.9864	1890	0.8915	2144	33	438	false
GCA_018725105.1__GCA_018725155.1	GCA_018725105.1	GCA_018725155.1	ok	1	250	0.00052	0.49348	946	0	0.9193	1504	0.8596	1917	7	358	false
GCA_018813465.1__GCA_018825445.1	GCA_018813465.1	GCA_018825445.1	ok	0	25	0.00000	0.29946	165	0	0.9551	425	0.9454	551	5	41	false
GCA_018813665.1__GCA_018817785.1	GCA_018813665.1	GCA_018817785.1	ok	0	90	0.00000	0.48615	386	0	0.8930	626	0.8769	794	9	70	false
GCA_018814065.1__GCA_018823785.1	GCA_018814065.1	GCA_018823785.1	ok	0	14	0.00000	0.34694	136	0	0.8063	204	0.9457	392	4	22	false
GCA_018814585.1__GCA_018817105.1	GCA_018814585.1	GCA_018817105.1	ok	0	18	0.00000	0.21420	374	0	0.9913	1708	0.9896	1746	10	142	false
GCA_018814585.1__GCA_018825025.1	GCA_018814585.1	GCA_018825025.1	ok	0	9	0.00000	0.22339	405	0	0.9978	1787	0.9950	1813	5	149	false
GCA_018815865.1__GCA_018824105.1	GCA_018815865.1	GCA_018824105.1	ok	0	230	0.00000	0.48887	3251	0	0.9830	6315	0.9649	6650	53	1237	false
GCA_018817105.1__GCA_018825025.1	GCA_018817105.1	GCA_018825025.1	ok	0	19	0.00000	0.36007	624	0	0.9965	1701	0.9890	1733	9	143	false
GCA_018819945.1__GCA_018822225.1	GCA_018819945.1	GCA_018822225.1	ok	0	12	0.00000	0.30736	430	0	0.9849	1240	0.9905	1399	15	116	false
GCA_018820225.1__GCA_018820785.1	GCA_018820225.1	GCA_018820785.1	ok	0	54	0.00000	0.28213	652	0	0.9549	1862	0.9726	2311	21	256	false
GCA_018820845.1__GCA_018828805.1	GCA_018820845.1	GCA_018828805.1	ok	0	9	0.00000	0.32463	174	0	0.9917	479	0.9816	536	1	34	false
GCA_018821125.1__GCA_018827545.1	GCA_018821125.1	GCA_018827545.1	ok	1	143	0.00040	0.48799	1219	1	0.9969	2284	0.9412	2499	14	167	false
GCA_018822025.1__GCA_903929545.1	GCA_018822025.1	GCA_903929545.1	ok	2	575	0.00043	0.49170	2282	0	0.9291	3919	0.8724	4641	49	1430	false
GCA_018827125.1__GCA_018828325.1	GCA_018827125.1	GCA_018828325.1	ok	1	118	0.00021	0.41859	2018	0	0.9773	4646	0.9752	4821	15	483	false
GCA_018829725.1__GCA_018899275.1	GCA_018829725.1	GCA_018899275.1	ok	0	141	0.00000	0.47202	641	0	0.9876	1197	0.8947	1358	4	131	false
GCA_018829725.1__GCA_018901505.1	GCA_018829725.1	GCA_018901505.1	ok	0	27	0.00000	0.47639	696	0	0.9875	1417	0.9813	1461	5	131	false
GCA_018895545.1__GCA_018898375.1	GCA_018895545.1	GCA_018898375.1	ok	2	63	0.00061	0.35032	1141	0	0.9831	3074	0.9800	3257	55	337	false
GCA_018895735.1__GCA_018897705.1	GCA_018895735.1	GCA_018897705.1	ok	0	47	0.00000	0.38389	1840	0	0.9952	4721	0.9901	4793	13	644	false
GCA_018895855.1__GCA_018898335.1	GCA_018895855.1	GCA_018898335.1	ok	0	83	0.00000	0.45911	421	0	0.9044	823	0.9089	917	0	65	false
GCA_018896075.1__GCA_018897975.1	GCA_018896075.1	GCA_018897975.1	ok	0	45	0.00000	0.39045	1210	0	0.9906	2951	0.9850	3099	46	326	false
GCA_018896145.1__GCA_018900785.1	GCA_018896145.1	GCA_018900785.1	ok	0	120	0.00000	0.46581	2214	0	0.9985	4627	0.9747	4753	26	675	false
GCA_018896365.1__GCA_018900475.1	GCA_018896365.1	GCA_018900475.1	ok	2	94	0.00288	0.45036	313	0	0.9402	519	0.8491	695	8	84	false
GCA_018897745.1__GCA_018903105.1	GCA_018897745.1	GCA_018903105.1	ok	0	233	0.00000	0.45860	1955	0	0.9431	3979	0.9448	4263	15	579	false
GCA_018898795.1__GCA_018903105.1	GCA_018898795.1	GCA_018903105.1	ok	2	322	0.00048	0.47416	1982	0	0.9192	3802	0.9222	4180	16	572	false
GCA_018899975.1__GCA_018903355.1	GCA_018899975.1	GCA_018903355.1	ok	11	158	0.00440	0.49720	1242	0	0.9402	2263	0.9348	2498	26	270	false
GCA_018971295.1__GCA_018971885.1	GCA_018971295.1	GCA_018971885.1	ok	1	193	0.00015	0.41326	2737	0	0.9889	6337	0.9704	6623	70	1212	false
GCA_019042235.1__GCA_900066755.1	GCA_019042235.1	GCA_900066755.1	ok	11	123	0.00291	0.43525	1647	0	0.9848	3620	0.9671	3784	88	452	false
GCA_019084205.1__GCA_019084465.1	GCA_019084205.1	GCA_019084465.1	ok	0	46	0.00000	0.32478	1608	0	0.9912	4857	0.9906	4951	25	492	false
GCA_019113095.1__GCA_900540415.1	GCA_019113095.1	GCA_900540415.1	ok	4	354	0.00102	0.48680	1917	0	0.9879	3522	0.9086	3938	13	942	false
GCA_019113585.1__GCF_904387325.1	GCA_019113585.1	GCF_904387325.1	ok	3	96	0.00238	0.45794	577	0	0.9453	1106	0.9205	1260	9	136	false
GCA_019115885.1__GCA_904376945.1	GCA_019115885.1	GCA_904376945.1	ok	5	99	0.00180	0.48068	1331	2	0.9841	2655	0.9640	2771	13	618	false
GCA_019117225.1__GCF_016901895.1	GCA_019117225.1	GCF_016901895.1	ok	0	74	0.00000	0.36332	315	0	0.9366	754	0.9116	867	15	109	false
GCA_019117345.1__GCF_904384215.1	GCA_019117345.1	GCF_904384215.1	ok	5	180	0.00363	0.47892	659	0	0.9002	1109	0.8622	1376	20	219	false
GCA_019117465.1__GCA_900540445.1	GCA_019117465.1	GCA_900540445.1	ok	0	217	0.00000	0.47194	471	0	0.9948	770	0.7804	998	32	429	false
GCA_019117465.1__GCA_905201945.1	GCA_019117465.1	GCA_905201945.1	ok	1	222	0.00098	0.49114	499	0	0.9580	752	0.7723	1016	32	445	false
GCA_019118615.1__GCA_904385455.1	GCA_019118615.1	GCA_904385455.1	ok	4	199	0.00238	0.49732	836	0	0.9910	1435	0.8780	1681	30	279	false
GCA_019119285.1__GCF_016902035.1	GCA_019119285.1	GCF_016902035.1	ok	2	217	0.00139	0.48022	692	0	0.8594	1155	0.8450	1441	11	208	false
GCA_019120195.1__GCA_905207605.1	GCA_019120195.1	GCA_905207605.1	ok	7	128	0.00292	0.42463	1017	0	0.9807	2230	0.9457	2395	22	501	false
GCA_019233845.1__GCA_019243545.1	GCA_019233845.1	GCA_019243545.1	ok	5	683	0.00055	0.49631	4505	0	0.9316	8344	0.9244	9077	99	1851	false
GCA_019234545.1__GCA_019236375.1	GCA_019234545.1	GCA_019236375.1	ok	4	329	0.00106	0.47450	1796	0	0.9401	3296	0.9096	3785	80	1147	false
GCA_019234735.1__GCA_019236045.1	GCA_019234735.1	GCA_019236045.1	ok	0	457	0.00000	0.48311	2074	0	0.9507	3680	0.8899	4293	78	1355	false
GCA_019239615.1__GCA_019244155.1	GCA_019239615.1	GCA_019244155.1	ok	2	91	0.00036	0.44519	2465	0	0.9934	5404	0.9834	5537	44	767	false
GCA_019263625.1__GCA_019263685.1	GCA_019263625.1	GCA_019263685.1	ok	2	238	0.00020	0.47178	4815	0	0.9784	9374	0.9754	10206	29	1601	false
GCA_900037355.1__GCF_900168365.1	GCA_900037355.1	GCF_900168365.1	ok	1	14	0.00054	0.01077	20	0	0.9995	1845	0.9925	1857	15	117	false
GCA_900066385.1__GCA_900066575.1	GCA_900066385.1	GCA_900066575.1	ok	19	77	0.00866	0.36828	808	0	0.9893	2135	0.9649	2194	67	307	false
GCA_900066495.1__GCF_015550495.1	GCA_900066495.1	GCF_015550495.1	ok	1	24	0.00056	0.13935	250	0	0.9915	1755	0.9865	1794	17	118	false
GCA_900066495.1__GCF_900604535.1	GCA_900066495.1	GCF_900604535.1	ok	3	30	0.00176	0.30603	523	0	0.9917	1672	0.9823	1709	27	116	false
GCA_900066505.1__GCA_905192905.1	GCA_900066505.1	GCA_905192905.1	ok	6	88	0.00315	0.43727	833	0	0.9778	1807	0.9535	1905	52	265	false
GCA_900066555.1__GCF_003464045.1	GCA_900066555.1	GCF_003464045.1	ok	11	73	0.00773	0.48630	692	0	0.9719	1351	0.9487	1423	16	291	false
GCA_900313455.1__GCA_902755895.1	GCA_900313455.1	GCA_902755895.1	ok	0	0	0.00000	0.00000	0	0	0.9906	2330	1.0000	2655	14	274	false
GCA_900313625.1__GCA_902793215.1	GCA_900313625.1	GCA_902793215.1	ok	2	171	0.00175	0.43657	499	0	0.9159	828	0.8325	1143	17	170	false
GCA_900313915.1__GCA_902756425.1	GCA_900313915.1	GCA_902756425.1	ok	1	161	0.00022	0.45481	2023	0	0.9981	4269	0.9636	4448	9	1100	false
GCA_900314325.1__GCA_902803895.1	GCA_900314325.1	GCA_902803895.1	ok	0	0	0.00000	0.00000	0	0	0.9991	2173	1.0000	2326	4	292	false
GCA_900315135.1__GCA_902759695.1	GCA_900315135.1	GCA_902759695.1	ok	4	195	0.00108	0.42745	1585	0	0.9948	3454	0.9465	3708	25	779	false
