pairid	band	phylum	dnadiff_blocks	dnadiff_inverted_blocks	dnadiff_aligned_bp	dnadiff_inverted_bp	dnadiff_inverted_fraction
GCF_002975205.1__GCF_902825325.1	85-90	Proteobacteria	765	401	3771269	1916113	0.5080817623988105
GCF_014252295.1__GCF_014252075.1	85-90	Bacteroidota	64	0	587947	0	0.0
GCF_001180285.1__GCA_017644325.1	90-95	Cyanobacteria	166	69	1147006	683610	0.5959951386479234
GCF_001421485.1__GCF_000938265.1	85-90	Actinobacteriota	534	413	2553937	2098323	0.8216032736907762
GCF_900099645.1__GCA_018827205.1	85-90	Proteobacteria	800	422	3483611	1876179	0.5385730496315461
GCF_003268615.1__GCF_003226855.1	90-95	Bacteroidota	30	0	613437	0	0.0
GCF_016858305.2__GCF_009796785.1	80-85	Bacteroidota	938	441	2280488	1067801	0.46823355352012375
GCA_013333845.2__GCA_905372095.1	90-95	Patescibacteria	151	96	658333	399601	0.6069891680957813
GCA_900470095.1__GCF_000735605.1	90-95	Proteobacteria	970	564	5030514	3030832	0.6024895269151422
GCF_004323185.1__GCF_002368315.1	90-95	Cyanobacteria	2782	1425	4867596	2554070	0.5247087063100553
GCF_001238485.1__GCF_002091715.1	85-90	Proteobacteria	1258	695	4201149	2304005	0.5484225862972248
GCF_000757485.1__GCF_001571365.1	85-90	Proteobacteria	871	381	5112273	2032214	0.39751672103582886
GCF_001518815.1__GCF_000730625.1	90-95	Proteobacteria	626	518	4145228	3374795	0.8141397771123808
GCA_016934015.1__GCA_002422135.1	90-95	Firmicutes	141	78	877146	433720	0.49446728366771325
GCA_900552345.1__GCA_900757385.1	90-95	Actinobacteriota	607	294	1261450	646653	0.5126267390701177
GCF_001514065.1__GCF_015163075.1	90-95	Actinobacteriota	1376	753	7817100	4321414	0.5528154942369933
GCF_001645125.1__GCF_902859825.1	80-85	Proteobacteria	1501	628	3159406	1305972	0.4133599796923852
GCF_013363995.1__GCF_013363975.1	90-95	Actinobacteriota	1933	1375	7738457	5646719	0.7296957261634974
GCA_902609535.1__GCA_902599955.1	80-85	Proteobacteria	110	48	567340	223813	0.394495364331794
GCF_017877355.1__GCF_900100075.1	90-95	Bacteroidota	940	554	4002139	2680439	0.6697516003317227
GCF_001634365.1__GCF_900996225.1	85-90	Proteobacteria	1411	823	3388879	1929265	0.5692929726909695
GCF_000690905.1__GCF_902497625.1	90-95	Proteobacteria	972	544	4419456	2593282	0.586787604628262
GCA_017484285.1__GCA_017464425.1	85-90	Spirochaetota	709	343	1084497	521196	0.4805877747932913
GCF_001514195.1__GCF_001514065.1	85-90	Actinobacteriota	2517	1646	5262589	3468562	0.6590980219051877
GCF_000304355.2__GCA_001512375.1	85-90	Halobacteriota	789	401	1475386	753903	0.5109869552781442
GCF_001612745.1__GCF_000308755.1	90-95	Actinobacteriota	1784	918	5331661	2712705	0.5087917255054288
GCA_001788415.1__GCA_001788395.1	85-90	Methylomirabilota	1277	580	2403130	1101077	0.4581845343364695
GCF_014397785.1__GCF_004339745.1	85-90	Proteobacteria	1767	751	3564146	1519630	0.42636581105263366
GCF_003063455.1__GCA_903932865.1	80-85	Proteobacteria	723	284	1459544	605466	0.41483230378803243
GCF_009741265.1__GCF_006715285.1	80-85	Actinobacteriota	876	31	1857815	39970	0.021514521090636042
GCF_002192255.1__GCA_002387845.1	80-85	Proteobacteria	1164	618	1755447	935723	0.5330397328999394
GCF_001691565.1__GCF_000383475.1	85-90	Actinobacteriota	388	187	2316718	1083616	0.46773754941257417
GCA_016124745.1__GCA_018820765.1	80-85	Proteobacteria	683	284	1380344	572222	0.41455028601565985
GCF_004402405.1__GCF_002929505.1	80-85	Actinobacteriota	786	420	1755729	933093	0.5314561643624955
GCF_005233875.1__GCF_004331345.1	85-90	Actinobacteriota	1838	1268	5472124	3921765	0.7166805796067487
GCF_017163755.1__GCF_014199795.1	85-90	Proteobacteria	1526	586	2739694	1114677	0.4068618612151576
GCF_009724685.1__GCF_001281525.1	80-85	Firmicutes	762	327	2210328	977561	0.4422696540965866
GCF_001068775.1__GCF_000148545.1	85-90	Firmicutes	495	223	953532	423528	0.44416757906394333
GCF_008369065.1__GCF_001418335.1	85-90	Actinobacteriota	2771	1373	5370049	2665560	0.49637535895854956
GCF_003854275.1__GCF_902498995.1	85-90	Proteobacteria	1613	929	4268205	2530337	0.592833989932536
GCA_002869855.2__GCA_013140455.1	90-95	Nitrospirota	650	306	2700495	1340202	0.49628012642126723
GCF_001420285.1__GCF_902728305.1	80-85	Bacteroidota	726	476	1752000	1184973	0.6763544520547945
GCF_013179515.1__GCF_014268885.2	85-90	Proteobacteria	1471	744	3213774	1666656	0.5185977607635136
GCA_003213235.1__GCA_902521995.1	90-95	Cyanobacteria	108	49	1194470	563094	0.4714174487429571
GCF_000298235.1__GCF_000225505.1	90-95	Actinobacteriota	651	374	4117210	2376699	0.5772596005547446
GCA_900317885.1__GCA_002354055.1	85-90	Bacteroidota	488	240	1252977	560657	0.4474599294320646
GCF_014218825.1__GCF_000829375.1	85-90	Bacteroidota	1018	484	3739019	1582032	0.42311419118223254
GCF_002964845.1__GCF_001535545.1	80-85	Deinococcota	572	285	1023849	528774	0.5164570166108479
GCF_001074825.1__GCA_001579035.1	90-95	Firmicutes	633	338	1363196	752428	0.5519587792217701
GCF_900120195.1__GCA_900066355.1	90-95	Firmicutes_A	444	188	2499241	1024506	0.4099268537928115
GCF_004000255.1__GCF_001879695.1	90-95	Proteobacteria	566	263	3591165	1609858	0.4482829388234737
GCF_900108295.1__GCA_016704835.1	80-85	Proteobacteria	831	335	1850099	701315	0.37906890388027886
GCF_000235485.1__GCA_905221365.1	90-95	Firmicutes	231	100	1561994	771464	0.49389690357325317
GCF_000482465.1__GCF_014195535.1	90-95	Bacteroidota	1317	786	5775714	3354263	0.580752959720651
GCF_014211915.1__GCF_001718315.1	90-95	Proteobacteria	1244	34	5089243	97051	0.019069830228189144
GCF_901543175.1__GCF_000722685.1	85-90	Firmicutes	437	226	1182402	599847	0.5073122339102945
GCF_015752315.1__GCA_014360585.1	85-90	Actinobacteriota	1163	439	3961052	1509466	0.3810770472086708
GCF_000620865.1__GCF_000620805.1	85-90	Firmicutes	482	11	2367582	69282	0.02926276682285978
GCF_002561295.1__GCF_002200015.1	80-85	Firmicutes	912	495	2087850	1056912	0.5062202744450033
GCA_900554995.1__GCA_002449395.1	90-95	Firmicutes_A	455	217	1374839	650504	0.47314921965408313
GCF_014352935.1__GCF_003355515.1	85-90	Campylobacterota	297	147	1393736	829626	0.5952533334863992
GCA_002687745.1__GCA_002501135.1	90-95	Actinobacteriota	207	103	1448550	796297	0.5497200648924787
GCF_009856865.1__GCF_001936595.1	80-85	Desulfobacterota_I	1284	644	2570012	1357244	0.5281080399624594
GCF_900230215.1__GCA_900100325.1	80-85	Actinobacteriota	891	878	2386108	2369825	0.993175916597237
GCA_002685415.1__GCA_002497025.1	80-85	Thermoplasmatota	239	108	805227	375518	0.46635048253473865
GCF_001514145.1__GCF_001514065.1	85-90	Actinobacteriota	2306	1334	5205692	3172505	0.6094300239046029
GCF_006715875.1__GCF_001429185.1	85-90	Actinobacteriota	1168	744	2435013	1486473	0.6104579318467704
GCA_900318465.1__GCA_902770835.1	85-90	Bacteroidota	1042	553	1433698	730318	0.5093945865865754
GCF_002929505.1__GCF_015751745.1	80-85	Actinobacteriota	692	368	1788982	972548	0.5436320767900403
GCA_902574225.1__GCA_902537415.1	90-95	Proteobacteria	136	69	1219245	576850	0.47312066073676745
GCA_902578255.1__GCA_902557585.1	85-90	Proteobacteria	75	39	402852	193963	0.4814745862003912
GCF_900091545.1__GCF_900143515.1	80-85	Actinobacteriota	1630	1429	2919826	2592781	0.8879916131988687
GCA_903863195.1__GCA_903857495.1	90-95	Acidobacteriota	645	325	3069198	1611914	0.5251906198296754
GCF_003116815.1__GCF_001449105.1	90-95	Proteobacteria	1088	505	4320015	1878941	0.43493853609304595
GCF_001657485.1__GCF_002953715.1	90-95	Proteobacteria	1035	517	5816324	2947259	0.5067219432755121
GCF_010015475.1__GCF_003367245.1	85-90	Bacteroidota	1305	679	4400413	2461532	0.5593865848501038
GCF_003058055.1__GCA_016783915.1	90-95	Proteobacteria	869	497	3816583	2045158	0.5358610044639407
GCA_003255745.1__GCF_000787695.1	80-85	Proteobacteria	788	360	1647378	683354	0.41481311514418673
GCF_001514035.1__GCF_016860525.1	85-90	Actinobacteriota	1982	1282	4449899	2981925	0.6701107148724049
GCF_004917075.1__GCF_000175115.2	80-85	Desulfobacterota	955	339	2029588	703616	0.34667922750824304
GCA_011361985.1__GCA_011380535.1	90-95	Desulfobacterota	250	149	1214607	672151	0.5533896972436352
GCF_001517665.2__GCF_000183565.1	80-85	Firmicutes_A	337	131	1062274	426957	0.4019273746698121
GCA_002376715.1__GCA_002305275.1	80-85	Bacteroidota	326	160	1255454	588556	0.46879933474265084
GCF_007827365.1__GCF_900114005.1	80-85	Bacteroidota	671	290	1799158	847348	0.47096919781364394
GCF_001673555.1__GCF_009741445.1	85-90	Actinobacteriota	1344	690	3436594	1686616	0.4907812793713776
GCA_017404365.1__GCA_902787725.1	90-95	Firmicutes_A	291	150	1123538	574277	0.5111326897710625
GCA_017561885.1__GCA_017548725.1	80-85	Bacteroidota	376	187	948450	469306	0.4948136433127735
GCA_002841435.1__GCF_900538275.1	85-90	Firmicutes_A	661	331	1941004	954194	0.4915981626003862
GCF_012985465.1__GCF_002874965.1	85-90	Proteobacteria	1197	367	3925085	1041464	0.26533540037986436
GCF_017639205.1__GCF_002080455.1	90-95	Actinobacteriota	1518	1344	6251390	5995447	0.9590582254506598
GCF_004364245.1__GCF_014650435.1	90-95	Actinobacteriota	1353	591	5808541	2639901	0.4544860749024583
GCF_002843605.1__GCF_001655615.1	80-85	Proteobacteria	1245	449	2513934	884400	0.3517992119124846
GCF_012641335.1__GCA_002256775.1	80-85	Proteobacteria	848	428	1965195	977440	0.4973755785049321
GCF_014222285.1__GCF_014696655.1	85-90	Cyanobacteria	2817	1428	4758020	2438041	0.5124066313298389
GCA_902605135.1__GCA_902577905.1	85-90	Proteobacteria	124	70	762606	435710	0.5713435247034511
GCF_004310665.1__GCF_003387415.1	90-95	Bacteroidota	1420	610	3920447	1540748	0.3930031447944584
GCA_902604265.1__GCA_902553465.1	90-95	Proteobacteria	67	30	388595	149168	0.3838649493688802
GCA_004212795.1__GCA_016776875.1	90-95	Proteobacteria	208	98	1462252	703438	0.48106482329995104
GCF_001005295.1__GCA_001298555.1	85-90	Actinobacteriota	1987	939	4103571	1886183	0.4596442951760796
GCF_900580865.1__GCF_003053805.1	90-95	Proteobacteria	993	554	5585169	3140780	0.5623428762853908
GCF_001428605.1__GCF_000016765.1	85-90	Proteobacteria	1030	527	3047241	1591141	0.5221579126823248
GCF_014648995.1__GCA_013362785.1	85-90	Actinobacteriota	2119	1067	3626815	1815266	0.5005124330852276
GCA_902595595.1__GCA_902546085.1	90-95	Proteobacteria	105	62	644642	435842	0.6760992923203887
GCF_004123835.1__GCF_003985155.1	85-90	Proteobacteria	1240	349	4476800	1282217	0.2864137330235883
GCA_003281255.1__GCA_902596585.1	90-95	Cyanobacteria	112	45	952187	384700	0.40401727811868887
GCA_012837345.1__GCA_016916535.1	85-90	Bacteroidota	583	307	1413244	701270	0.4962129681781773
GCA_016288315.1__GCA_902787025.1	80-85	Firmicutes_A	457	224	1160437	595422	0.5131015298547013
GCF_002245535.1__GCF_001050015.1	85-90	Actinobacteriota	787	429	4170481	2268704	0.5439909689074234
GCA_910584465.1__GCA_910576865.1	85-90	Firmicutes_A	826	436	1385733	714142	0.5153532462602824
GCF_001499735.1__GCF_900106925.1	85-90	Proteobacteria	1480	794	3651099	1924112	0.5269952964847022
GCA_902558815.1__GCA_902556265.1	80-85	Proteobacteria	119	70	518517	275818	0.5319362720990826
GCA_003516865.1__GCA_002304735.1	85-90	Firmicutes_A	648	313	1464522	647018	0.4417946606469551
GCF_900090275.1__GCF_014201145.1	90-95	Actinobacteriota	1242	66	5016596	91477	0.01823487480355205
GCA_003212395.1__GCF_002026145.1	90-95	Cyanobacteria	308	181	931938	587482	0.6303874292066639
GCF_019091085.1__GCF_013520985.1	80-85	Proteobacteria	1854	1146	3346156	2189494	0.6543311190512338
GCA_003281725.1__GCA_902519375.1	80-85	Proteobacteria	94	50	372485	216698	0.5817630240143898
GCA_017406465.1__GCA_902775595.1	85-90	Verrucomicrobiota	828	376	1361866	624625	0.4586537882581693
GCF_003236395.1__GCF_014873145.1	85-90	Actinobacteriota	2282	1070	4800410	2260123	0.4708187425657392
GCA_002840355.1__GCA_001799735.1	80-85	Elusimicrobiota	767	451	1131396	701118	0.6196928396423533
GCF_001902635.1__GCF_016742975.1	90-95	Proteobacteria	435	272	3729163	2318343	0.6216791810923792
GCA_902603945.1__GCA_902545945.1	80-85	Proteobacteria	78	40	315226	170097	0.5396033322124444
GCF_012349115.1__GCF_002531955.1	85-90	Proteobacteria	1435	588	4567066	1819271	0.39834567750936817
GCF_900095745.1__GCF_006540085.1	85-90	Actinobacteriota	671	314	2281494	1099866	0.48208147818929176
GCF_900110765.1__GCA_002419965.1	80-85	Proteobacteria	1108	588	2802015	1572365	0.5611550973138973
GCF_003464595.1__GCA_905207245.1	80-85	Bacteroidota	954	354	2884093	974015	0.3377196921181113
GCF_015644585.1__GCF_002951615.1	90-95	Proteobacteria	579	213	4543845	1287787	0.28341349671918825
GCF_002115805.1__GCF_014637725.1	80-85	Proteobacteria	738	240	1872510	608013	0.32470480798500406
GCA_017539325.1__GCA_002366995.1	90-95	UBA3054	393	192	1185234	592547	0.4999409399325365
GCA_902614055.1__GCA_902599665.1	85-90	Proteobacteria	109	52	902874	441028	0.4884712595555969
GCA_902611475.1__GCA_902537215.1	90-95	Proteobacteria	146	72	1287537	697407	0.5416597736608735
GCF_003718735.1__GCA_900186985.1	90-95	Firmicutes	229	103	2382314	1568959	0.6585861477538225
GCA_003212055.1__GCA_902617605.1	90-95	Cyanobacteria	99	52	620679	366772	0.5909205885812151
GCF_002154575.1__GCF_014648915.1	85-90	Actinobacteriota	2443	1221	4729252	2282941	0.4827277125431252
GCF_001277805.1__GCF_000445995.2	85-90	Firmicutes	763	408	2002515	940194	0.4695065954562138
GCF_016743335.1__GCF_004283785.1	85-90	Firmicutes	508	246	876899	423369	0.48280246641859553
GCF_002846555.1__GCF_000520995.1	85-90	Bacteroidota	950	448	3832497	1717876	0.44823935935240133
GCF_014836425.1__GCF_014838735.1	80-85	Firmicutes	356	211	948097	557201	0.5877046335976172
GCF_003752655.1__GCF_003851625.1	85-90	Actinobacteriota	2505	2182	4953731	4451952	0.8987068534807401
GCF_002008315.2__GCF_001428005.1	90-95	Actinobacteriota	755	399	3630736	1772270	0.48812967949198177
GCF_009866655.1__GCF_009834225.1	85-90	Actinobacteriota	1059	1004	2484550	2403794	0.9674967297901028
GCA_009843505.1__GCA_009837885.1	90-95	Acidobacteriota	775	410	3702547	1966763	0.5311919065443329
GCF_003626645.1__GCF_014650495.1	80-85	Actinobacteriota	1987	1232	3242459	2075703	0.6401632218017251
GCF_000493015.1__GCF_001984825.2	90-95	Proteobacteria	363	5	4064346	5578	0.0013724225250507708
GCF_003432035.1__GCF_013036995.1	85-90	Firmicutes_A	712	392	3840290	2244011	0.5843337352127053
GCA_902613065.1__GCA_902564385.1	90-95	Proteobacteria	98	50	887883	466269	0.5251468943543237
GCF_900581005.1__GCF_900156465.1	85-90	Proteobacteria	1314	726	4372787	2517753	0.5757776447835213
GCF_003050925.1__GCF_002303925.1	90-95	Proteobacteria	987	474	4954021	2239442	0.452045318338376
GCF_003234175.1__GCF_000772085.1	90-95	Actinobacteriota	737	427	2666660	1528981	0.573369308423271
GCF_003732265.1__GCF_018449725.1	85-90	Proteobacteria	1417	704	4378885	2336708	0.5336308215447539
GCF_001641335.1__GCF_000515415.1	85-90	Proteobacteria	1823	1280	5207095	3787403	0.7273543117611644
GCA_902626365.1__GCA_902608795.1	85-90	Bacteroidota	151	81	715770	441703	0.6171018623300781
GCF_003060885.1__GCF_900113745.1	80-85	Proteobacteria	835	513	2297288	1467601	0.6388406677787025
GCF_003955715.1__GCF_001735805.1	80-85	Actinobacteriota	2126	2007	3897778	3727735	0.9563743753492374
GCF_002939185.1__GCF_001875655.1	85-90	Proteobacteria	590	259	3450945	1496251	0.4335771795841429
GCF_002206635.1__GCF_018688255.1	80-85	Proteobacteria	250	88	1062205	320397	0.30163386540262943
GCF_002210235.1__GCA_001507425.1	80-85	Bacteroidota	1234	731	2512742	1532714	0.6099766709037379
GCA_003214175.1__GCF_001180305.1	85-90	Cyanobacteria	138	73	1144052	660211	0.5770812865149486
GCF_008710035.1__GCF_011761925.1	80-85	Proteobacteria	1034	556	1754964	963894	0.5492386168605168
GCF_002797935.1__GCF_015351475.1	80-85	Bacteroidota	1057	596	2790641	1583628	0.5674782245369433
GCF_014654675.1__GCF_014650035.1	80-85	Actinobacteriota	2105	1132	3578794	1919520	0.5363594551684171
GCF_004125265.1__GCF_009176265.1	90-95	Actinobacteriota	2059	1201	5810445	3454278	0.5944945696930269
GCA_902593475.1__GCA_902580215.1	90-95	Actinobacteriota	77	40	656139	327394	0.4989704925328322
GCF_013116755.1__GCA_002378465.1	85-90	Bacteroidota	606	264	2016381	923966	0.4582298682639838
GCF_014696655.1__GCA_017115105.1	85-90	Cyanobacteria	2742	1313	4244701	2003644	0.4720341903940937
GCF_006546825.1__GCF_011752065.1	85-90	Actinobacteriota	1053	578	2102145	1163664	0.5535602919874699
GCA_002863005.1__GCF_014851805.1	85-90	Proteobacteria	843	435	2693324	1334838	0.4956098857768319
GCF_004458765.1__GCF_001017175.1	80-85	Proteobacteria	965	508	2429786	1249949	0.5144276080280321
GCA_902606645.1__GCA_902543535.1	90-95	Proteobacteria	59	34	472507	323860	0.6854078352278379
GCF_004022705.2__GCF_000176035.2	80-85	Proteobacteria	1787	1069	3162993	1927914	0.6095220571148908
GCA_018195615.1__GCA_013362785.1	85-90	Actinobacteriota	2023	981	3535192	1680141	0.4752615982385115
GCF_015477605.1__GCF_015477775.1	85-90	Actinobacteriota	1785	885	4672239	2414805	0.5168410691319515
GCF_001884135.1__GCF_002119445.1	85-90	Firmicutes	1012	278	4199618	968587	0.2306369293588131
GCF_002113595.1__GCF_000282415.1	85-90	Proteobacteria	1366	588	3614731	1534541	0.4245242592049035
GCF_001074635.1__GCA_905221305.1	85-90	Firmicutes	456	268	1147824	631354	0.550044257656226
GCA_016872125.1__GCA_016868875.1	90-95	Bacteroidota	331	167	1099147	580936	0.5285334900609291
GCF_000801955.1__GCA_000955795.1	85-90	Proteobacteria	888	284	3691769	991442	0.2685547226817279
GCF_001665835.1__GCF_001667035.1	80-85	Actinobacteriota	1278	508	2701639	1051276	0.38912526803173925
GCA_003281525.1__GCA_902565305.1	90-95	Cyanobacteria	91	45	844993	366142	0.43330773154333824
GCF_002836475.1__GCF_000264055.1	85-90	Bacteroidota	751	327	2485601	1007504	0.40533617422908985
GCF_005503535.1__GCF_003289965.1	80-85	Proteobacteria	1696	850	2937823	1512302	0.5147696100139457
GCF_900215325.1__GCA_002394865.1	90-95	Fibrobacterota	1096	662	2308471	1433728	0.6210725627482433
GCF_014196115.1__GCA_002292295.1	80-85	Proteobacteria	1071	458	1827505	770100	0.4213941959119127
GCF_003071065.1__GCA_002472835.1	85-90	Bacteroidota	896	608	3918876	2736469	0.698279047359498
GCF_003853705.1__GCF_016899425.1	90-95	Proteobacteria	1010	606	6003885	3235002	0.5388181152703624
GCA_016784025.1__GCA_016784545.1	80-85	Marinisomatota	634	341	1834288	1048334	0.5715209389147179
GCF_002878485.1__GCF_000783395.1	85-90	Proteobacteria	1286	680	4844816	2510575	0.5181982143387902
GCF_901543175.1__GCA_000831085.1	90-95	Firmicutes	340	180	1407864	732716	0.5204451566344477
GCF_001590925.1__GCA_012719855.1	85-90	Proteobacteria	786	468	3809741	2130754	0.5592910384196721
GCF_003259195.1__GCF_000420145.1	80-85	Proteobacteria	859	325	1300012	458927	0.3530175106075944
GCA_007121075.1__GCA_003554615.1	90-95	Firmicutes_D	89	50	815503	517503	0.6345813565370084
GCA_017857425.1__GCA_002292185.1	90-95	Verrucomicrobiota	401	212	1604076	833680	0.5197259980200439
GCF_010729485.1__GCF_010727125.1	80-85	Actinobacteriota	916	823	2609369	2398975	0.9193697786706287
GCF_000801955.1__GCF_000620465.1	85-90	Proteobacteria	893	389	3661308	1552790	0.424107996377251
GCA_902590355.1__GCA_902538515.1	90-95	Cyanobacteria	91	52	702057	417317	0.594420396064707
GCF_009649175.1__GCF_004342445.1	85-90	Proteobacteria	836	411	2187497	1094071	0.5001474287736166
GCF_018588885.1__GCF_016756535.1	80-85	Proteobacteria	1755	969	3545117	2013543	0.5679764588869705
GCF_007050945.1__GCF_003024195.1	85-90	Actinobacteriota	2837	1205	5917413	2657488	0.449096252027702
GCF_003942585.1__GCF_002096615.1	90-95	Firmicutes	242	110	1592190	786944	0.49425257035906517
GCF_012927265.1__GCA_002434285.1	85-90	Bacteroidota	873	463	2759775	1456056	0.52759953257059
GCA_014799485.1__GCA_014799505.1	85-90	Firmicutes_A	352	133	695140	266893	0.3839413643294876
GCA_905215855.1__GCA_902766775.1	90-95	Firmicutes_A	483	233	1438925	721014	0.5010782354882986
GCA_902574225.1__GCA_902537235.1	85-90	Proteobacteria	180	73	1112676	442107	0.3973366910043894
GCF_003943905.1__GCA_905221125.1	85-90	Firmicutes	424	209	1170296	577600	0.49355034965513
GCA_013205365.1__GCA_002292855.1	90-95	Bacteroidota	307	157	1359728	713040	0.5243989974465482
GCF_007677725.1__GCF_900277125.1	85-90	Proteobacteria	1177	496	3112712	1275306	0.40970896118882827
GCF_905220995.1__GCA_016788885.1	80-85	Nitrospirota	668	229	2248783	690251	0.30694424495382616
GCF_003289965.1__GCF_000472785.1	80-85	Proteobacteria	1746	764	3102611	1356564	0.43723302727928187
GCF_905220975.1__GCF_905220835.1	90-95	Proteobacteria	1220	677	5659640	3011909	0.5321732477684094
GCF_000737785.1__GCF_900115055.1	80-85	Bacteroidota	989	399	2632465	1050704	0.39913313187449784
GCA_002691625.1__GCA_002339125.1	90-95	Proteobacteria	515	272	3080894	1563898	0.507611751653903
GCF_001583495.1__GCF_012844305.1	85-90	Bacteroidota	1757	847	5121993	2487154	0.48558324855188206
GCA_900553885.1__GCA_019112765.1	85-90	Firmicutes_A	495	280	1906163	1051056	0.5513988048241415
GCA_003208695.1__GCA_003209065.1	90-95	Cyanobacteria	141	87	631674	450272	0.7128233867469612
GCA_017520675.1__GCA_017409215.1	85-90	Proteobacteria	342	150	709908	336515	0.4740262118471689
GCA_003281715.1__GCA_902573045.1	90-95	Cyanobacteria	74	33	529809	245478	0.4633330124629819
GCA_017620615.1__GCA_017456605.1	85-90	Firmicutes_A	223	92	834654	403815	0.48381125592161545
GCA_003284215.1__GCA_902511425.1	85-90	Proteobacteria	139	72	595966	320074	0.5370675508334368
GCA_902623255.1__GCA_902602135.1	90-95	Proteobacteria	117	71	702657	418451	0.5955266936784235
GCF_001550375.1__GCF_001418475.1	85-90	Actinobacteriota	2991	1410	5308160	2486794	0.4684851247890041
GCF_006716745.1__GCF_001984175.1	85-90	Actinobacteriota	1754	696	4907808	1775086	0.3616861132301834
GCA_902578175.1__GCA_902553675.1	80-85	Proteobacteria	92	35	322720	141701	0.43908341596430345
GCF_000761485.1__GCA_000620205.1	80-85	Actinobacteriota	1309	623	2314175	1122576	0.48508691002193005
GCF_002019705.1__GCA_001310375.1	85-90	Firmicutes	845	410	3637523	1835529	0.5046095928465607
GCA_001914195.1__GCA_018364455.1	90-95	Firmicutes	388	246	1635611	1112873	0.6804020026766756
GCF_002245535.1__GCA_900637135.1	90-95	Actinobacteriota	385	239	4522308	3083778	0.6819035766692583
GCF_014155765.1__GCF_002095535.1	80-85	Proteobacteria	828	637	2576468	1943172	0.7541999357259628
GCF_900170025.1__GCA_902500785.1	80-85	Nitrospirota	761	415	2140595	1166851	0.5451059168128488
GCF_002386345.1__GCF_000259505.1	85-90	Firmicutes	405	254	1102942	694900	0.6300421962351601
GCA_003213375.1__GCA_902622625.1	90-95	Cyanobacteria	101	39	794571	391201	0.4923424086708425
GCA_017503325.1__GCA_017452945.1	80-85	Firmicutes_A	660	382	1143127	697041	0.6097668937922033
GCA_013822695.1__GCA_011054555.1	80-85	Proteobacteria	918	494	1292840	717158	0.5547152006435444
GCF_003437035.1__GCA_900768265.1	90-95	Actinobacteriota	365	205	1673420	957841	0.572385294785529
GCF_001792775.2__GCF_900636325.1	90-95	Firmicutes	404	158	2096738	871230	0.4155168647680349
GCF_900105735.1__GCF_018614655.1	85-90	Proteobacteria	1134	610	4172061	2219220	0.5319241497188081
GCA_902617625.1__GCA_902594395.1	90-95	Proteobacteria	42	11	465838	110191	0.23654360528767512
GCF_012978815.1__GCF_004803855.2	90-95	Campylobacterota	218	95	1425118	670740	0.4706557632420614
GCA_003702525.1__GCA_013867245.1	85-90	Thermoproteota	192	102	584491	327328	0.5600223100099061
GCF_002799165.1__GCF_000020665.1	90-95	Proteobacteria	719	305	3866064	1712335	0.4429142921586399
GCF_016861565.1__GCF_002217925.1	80-85	Firmicutes	476	199	1183851	468879	0.3960625112450807
GCF_003601975.1__GCF_016756595.1	80-85	Proteobacteria	1719	906	3477914	1742429	0.5009982995554232
GCA_002713405.1__GCA_905181675.1	80-85	Bacteroidota	239	126	1199299	610502	0.5090490361452815
GCF_003293675.1__GCA_003585735.1	85-90	Actinobacteriota	472	301	817992	495049	0.6052002953574118
GCA_900315105.1__GCA_902801155.1	90-95	Bacteroidota	841	443	2188217	1141732	0.5217636093678095
GCF_000513195.1__GCF_000172175.1	85-90	Bacteroidota	940	461	3379855	1646334	0.48710196147467866
GCF_002412165.1__GCF_015350905.1	80-85	Actinobacteriota	1006	580	1688061	945284	0.5599821333470769
GCA_008638415.1__GCF_009830945.1	85-90	Actinobacteriota	1900	811	3781657	1568728	0.41482556456072034
GCA_002839185.1__GCA_012513245.1	85-90	Synergistota	454	233	1364392	659875	0.4836403321039701
GCF_010634855.1__GCF_015278255.1	80-85	Actinobacteriota	1016	313	2215421	625573	0.2823720638199241
GCA_902580895.1__GCA_902558225.1	80-85	Proteobacteria	87	35	323725	116388	0.3595273766314001
GCF_000027165.1__GCA_001579015.1	80-85	Firmicutes	560	353	1033713	696309	0.6735999257047168
GCF_013322215.1__GCF_900094585.1	90-95	Proteobacteria	742	418	6080107	3503745	0.5762637072012055
GCF_007625155.1__GCF_018524365.1	85-90	Proteobacteria	930	371	2487728	954446	0.383661718644482
GCF_008364555.1__GCF_002208095.1	90-95	Proteobacteria	259	136	4136013	2497777	0.6039093687568197
GCA_900556605.1__GCA_900759335.1	90-95	Actinobacteriota	125	70	662273	307289	0.463991435556032
GCF_003024385.1__GCF_002094795.1	80-85	Proteobacteria	1001	423	2136129	893763	0.4184031020598475
GCA_009703845.1__GCA_903935175.1	90-95	Actinobacteriota	308	172	812287	461165	0.5677365266217482
GCA_009920875.1__GCA_002721725.1	85-90	Proteobacteria	377	197	1229953	671236	0.5457411787279677
GCF_014251655.1__GCF_014251995.1	80-85	Bacteroidota	156	0	321832	0	0.0
GCF_003312915.1__GCA_002482975.1	80-85	Bacteroidota	1102	334	2341622	706356	0.3016524443313225
GCA_017550335.1__GCA_016285885.1	85-90	Bacteroidota	805	470	1872979	1122490	0.5993073067023176
GCF_013009555.1__GCF_000012825.1	95-100	Bacteroidota	431	33	3842715	94919	0.024701025186619357
GCF_001650915.1__GCF_018860425.1	80-85	Proteobacteria	518	216	2475796	1082872	0.4373833708431551
GCA_900555155.1__GCF_001578935.1	90-95	Firmicutes	437	200	1187522	551590	0.4644882368495068
