dnadiff_blocks	dnadiff_breakpoints	dnadiff_large_indels	dnadiff_synteny_score	pairid
1357	967	728	0.2868731563421829	GCF_002933465.1__GCF_000308535.1
1475	1064	793	0.2781546811397557	GCF_002933465.1__GCF_000308855.1
1527	144	1230	0.9056356487549148	GCF_002933465.1__GCF_000523235.1
1214	854	610	0.2959604286892003	GCF_002933465.1__GCF_001612845.1
1261	931	614	0.261111111111111	GCF_002933465.1__GCF_001613005.1
1150	811	571	0.2941688424717145	GCF_002933465.1__GCF_001613505.1
1237	899	621	0.2726537216828478	GCF_002933465.1__GCF_015354405.1
840	576	482	0.3134684147794994	GCF_002933815.1__GCA_002472835.1
1127	505	730	0.5515097690941386	GCF_002934365.1__GCF_000190755.2
470	60	366	0.8720682302771855	GCF_002934545.1__GCA_017084465.1
507	355	257	0.2984189723320158	GCF_002934545.1__GCF_013036995.1
745	521	362	0.2997311827956989	GCF_002934545.1__GCF_900205965.1
1158	834	563	0.2791702679343129	GCF_002934665.1__GCF_000967965.1
1373	973	683	0.2908163265306123	GCF_002934665.1__GCF_001269815.1
1137	813	557	0.284330985915493	GCF_002934665.1__GCF_001429045.1
1320	968	622	0.2661106899166034	GCF_002934665.1__GCF_001952855.1
1349	944	721	0.2997032640949555	GCF_002934665.1__GCF_002018875.1
1347	163	1036	0.8789004457652303	GCF_002934665.1__GCF_002874965.1
1325	164	905	0.8761329305135952	GCF_002934665.1__GCF_003228315.1
1246	146	901	0.8827309236947791	GCF_002934665.1__GCF_013347965.1
1257	147	896	0.8829617834394905	GCF_002934665.1__GCF_900105805.1
1345	986	648	0.2663690476190476	GCF_002934665.1__GCF_902497785.1
1409	984	726	0.3011363636363636	GCF_002934665.1__GCF_902497855.1
1070	752	547	0.2965388213283442	GCF_002934665.1__GCF_902498135.1
1173	118	865	0.8993174061433447	GCF_002934685.1__GCF_013201545.1
857	632	416	0.2616822429906542	GCF_002936955.1__GCF_016907015.1
1004	585	542	0.4167497507477568	GCF_002936985.1__GCF_001425085.1
869	163	648	0.8122119815668203	GCF_002936985.1__GCF_001542775.1
1108	809	516	0.2691960252935862	GCF_002938425.1__GCF_002938435.1
991	681	493	0.3121212121212121	GCF_002938425.1__GCF_010682065.1
1146	820	544	0.2838427947598253	GCF_002938425.1__GCF_900109665.1
1160	139	777	0.8800690250215704	GCF_002938435.1__GCF_000284015.1
789	568	407	0.2791878172588832	GCF_002938435.1__GCF_010682065.1
1209	824	676	0.3178807947019867	GCF_002938435.1__GCF_900109665.1
410	103	317	0.7481662591687042	GCF_002939185.1__GCF_000493015.1
590	191	389	0.6757215619694397	GCF_002939185.1__GCF_001875655.1
1329	79	789	0.9405120481927712	GCF_002939305.1__GCF_000317555.1
1032	754	499	0.2686711930164889	GCF_002939385.1__GCA_000720845.1
1946	285	1321	0.8534704370179949	GCF_002939385.1__GCA_016432725.1
2025	288	1474	0.8577075098814229	GCF_002939385.1__GCF_001013905.1
1968	1343	991	0.3172343670564311	GCF_002939385.1__GCF_001513975.1
1949	1374	993	0.2946611909650923	GCF_002939385.1__GCF_001514215.1
1266	838	642	0.3375494071146245	GCF_002939385.1__GCF_003112575.1
1127	762	569	0.3232682060390763	GCF_002939385.1__GCF_003112595.1
2089	315	1390	0.8491379310344828	GCF_002939385.1__GCF_013364255.1
2070	318	1550	0.846302561623973	GCF_002939385.1__GCF_014205055.1
2052	1499	966	0.2691370063383715	GCF_002939385.1__GCF_014650575.1
1179	846	595	0.2818336162988115	GCF_002939385.1__GCF_014651155.1
1925	264	1317	0.8627858627858628	GCF_002939385.1__GCF_017526105.1
1958	1243	1040	0.3648441492079713	GCF_002939385.1__GCF_018069565.1
2545	1883	1262	0.2598270440251572	GCF_002939475.1__GCA_000715685.1
1869	219	1763	0.882762312633833	GCF_002939475.1__GCF_002192455.1
1729	1248	935	0.2777777777777778	GCF_002939475.1__GCF_013030945.1
1922	1290	1056	0.3284747527329515	GCF_002939475.1__GCF_014203545.1
1807	1208	909	0.3311184939091915	GCF_002939475.1__GCF_014648775.1
1853	1221	1079	0.3407127429805615	GCF_002939475.1__GCF_014650335.1
1847	1232	896	0.33261105092091	GCF_002939475.1__GCF_014654785.1
1876	199	919	0.8938666666666667	GCF_002939475.1__GCF_017876625.1
1037	440	650	0.5752895752895753	GCF_002939705.1__GCF_014206815.1
1542	138	1078	0.9104477611940298	GCF_002939785.1__GCF_000007145.1
1515	1137	729	0.249009247027741	GCF_002939785.1__GCF_000802365.1
1393	848	708	0.3908045977011494	GCF_002939785.1__GCF_002939945.1
1488	1103	739	0.2582380632145259	GCF_002939785.1__GCF_003064105.1
1278	158	830	0.8762725137039937	GCF_002939785.1__GCF_004136375.1
1066	90	762	0.9154929577464788	GCF_002939785.1__GCF_012848175.1
1428	147	975	0.8969866853538893	GCF_002939865.1__GCF_012848175.1
1409	1033	690	0.2663352272727273	GCF_002939865.1__GCF_900092025.1
1342	124	961	0.907531692766592	GCF_002939885.1__GCF_000007145.1
1333	985	649	0.2605105105105105	GCF_002939885.1__GCF_000802365.1
1203	144	839	0.8801996672212978	GCF_002939885.1__GCF_012848175.1
1049	154	741	0.8530534351145038	GCF_002939885.1__GCF_900183975.1
1364	1018	656	0.2531181217901688	GCF_002939945.1__GCF_001660815.1
1221	121	792	0.9008196721311476	GCF_002939945.1__GCF_004136375.1
1324	44	1058	0.9667422524565382	GCF_002939945.1__GCF_013112235.1
1190	896	554	0.2464255677039528	GCF_002939985.1__GCF_001010415.1
1413	1047	699	0.2584985835694051	GCF_002939985.1__GCF_001304695.1
1494	787	836	0.4728734092431346	GCF_002939985.1__GCF_001423585.1
1074	113	774	0.8946877912395154	GCF_002940015.1__GCF_017603965.1
1056	98	782	0.9071090047393364	GCF_002940015.1__GCF_900183975.1
1387	80	828	0.9422799422799424	GCF_002940015.1__GCF_905142465.1
1359	311	919	0.7709867452135494	GCF_002940065.1__GCF_000007145.1
1297	304	844	0.7654320987654322	GCF_002940065.1__GCF_000454545.1
1372	979	667	0.2859226841721372	GCF_002940065.1__GCF_000802365.1
1218	731	627	0.399342645850452	GCF_002940065.1__GCF_002939945.1
1221	797	652	0.3467213114754098	GCF_002940065.1__GCF_002940015.1
1046	800	465	0.2344497607655502	GCF_002940085.1__GCF_002939705.1
922	588	441	0.3615635179153095	GCF_002940085.1__GCF_014199795.1
1372	998	698	0.2720641867250182	GCF_002940205.1__GCF_000772705.2
1518	1117	749	0.2636783124588002	GCF_002940205.1__GCF_000802365.1
734	446	379	0.3915416098226466	GCF_002940205.1__GCF_001013475.1
1326	937	628	0.2928301886792452	GCF_002940205.1__GCF_001423495.1
1505	1021	843	0.3211436170212766	GCF_002940205.1__GCF_002939865.1
1079	795	536	0.2625231910946196	GCF_002940665.1__GCF_001010415.1
778	472	383	0.3925353925353925	GCF_002940665.1__GCF_002939945.1
812	587	392	0.2762022194821208	GCF_002940665.1__GCF_002940205.1
1342	49	1060	0.9634601043997018	GCF_002940665.1__GCF_003999565.1
1198	107	889	0.9106098579782792	GCF_002940665.1__GCF_004136375.1
1049	75	763	0.9284351145038168	GCF_002940665.1__GCF_017603965.1
1201	76	732	0.9366666666666666	GCF_002940665.1__GCF_905142465.1
1474	395	1020	0.7318397827562797	GCF_002940685.1__GCF_000583045.1
1471	985	734	0.3299319727891157	GCF_002940685.1__GCF_001695855.1
1472	542	893	0.6315431679129844	GCF_002940685.1__GCF_013283195.1
1474	866	936	0.4120841819416158	GCF_002940685.1__GCF_013371465.1
168	113	91	0.3233532934131736	GCF_002940945.1__GCA_019117285.1
277	191	162	0.3079710144927536	GCF_002940945.1__GCF_001435345.1
1885	1389	946	0.2627388535031847	GCF_002941025.1__GCA_000470535.1
1661	153	1078	0.9078313253012048	GCF_002941025.1__GCF_000177195.2
1356	892	666	0.3416974169741698	GCF_002941025.1__GCF_000717025.1
1294	856	703	0.3379737045630316	GCF_002941025.1__GCF_000717245.1
1582	907	896	0.4263124604680581	GCF_002941025.1__GCF_001715295.1
1256	825	729	0.3426294820717132	GCF_002941025.1__GCF_002711365.1
1765	1315	880	0.2545351473922902	GCF_002941025.1__GCF_002910905.1
1288	920	686	0.2851592851592851	GCF_002941025.1__GCF_002910915.1
1855	141	1508	0.9239482200647248	GCF_002941025.1__GCF_008704555.1
1309	120	815	0.908256880733945	GCF_002941025.1__GCF_016804005.1
1935	1485	943	0.2321613236814891	GCF_002941025.1__GCF_016901035.1
1669	142	1417	0.9148681055155876	GCF_002941025.1__GCF_900105515.1
453	37	306	0.918141592920354	GCF_002943105.1__GCF_003860565.1
457	33	348	0.9276315789473684	GCF_002943105.1__GCF_907163105.1
704	490	354	0.3029871977240398	GCF_002943425.1__GCF_002872335.1
611	411	320	0.3262295081967213	GCF_002943465.1__GCA_001795455.1
709	54	515	0.923728813559322	GCF_002943715.1__GCF_900105145.1
844	606	404	0.2811387900355871	GCF_002943835.1__GCA_000949895.1
678	408	399	0.3973412112259971	GCF_002943835.1__GCA_017744915.1
745	354	245	0.5241935483870968	GCF_002943835.1__GCF_002005205.3
980	657	544	0.3289070480081716	GCF_002944315.1__GCF_000426285.1
1156	237	644	0.7948051948051948	GCF_002944315.1__GCF_002277895.1
1185	415	487	0.6494932432432432	GCF_002944405.1__GCF_000018545.1
1244	740	678	0.4046661303298471	GCF_002944405.1__GCF_000375585.1
184	24	108	0.8688524590163934	GCF_002945325.1__GCF_000016125.1
185	24	181	0.8695652173913043	GCF_002945325.1__GCF_000017225.1
191	22	81	0.8842105263157894	GCF_002945325.1__GCF_000018485.1
790	586	378	0.2572877059569075	GCF_002946355.1__GCA_904501845.1
675	83	484	0.8768545994065282	GCF_002946355.1__GCF_001183965.1
2232	1121	2130	0.4975347377857463	GCF_002946835.1__GCF_002300165.1
356	83	221	0.7661971830985915	GCF_002947535.1__GCF_002813755.1
349	74	219	0.7873563218390804	GCF_002947535.1__GCF_003957375.1
374	85	235	0.7721179624664879	GCF_002947535.1__GCF_013394305.1
610	426	317	0.3004926108374384	GCF_002947535.1__GCF_017316305.1
2720	2009	1336	0.261125413755057	GCF_002949735.1__GCA_017114945.1
2798	2132	1376	0.2377547372184483	GCF_002949735.1__GCA_017115165.1
2579	777	1665	0.6986035686578743	GCF_002949735.1__GCF_000020025.1
2345	1773	1146	0.2436006825938567	GCF_002949795.1__GCA_015206945.1
2367	1740	1183	0.26458157227388	GCF_002949795.1__GCA_017114945.1
2331	1746	1155	0.2506437768240344	GCF_002949795.1__GCA_017114995.1
2605	1955	1264	0.249231950844854	GCF_002949795.1__GCA_017115095.1
2316	1712	1161	0.260475161987041	GCF_002949795.1__GCA_017115165.1
2685	759	1750	0.7172131147540983	GCF_002949795.1__GCF_002813575.1
953	151	677	0.8413865546218487	GCF_002951615.1__GCA_013457415.1
867	32	474	0.9630484988452656	GCF_002952215.1__GCF_001663175.1
847	38	477	0.9550827423167848	GCF_002952215.1__GCF_001720465.1
2198	1591	1172	0.2758306781975421	GCF_002953255.1__GCA_019192735.1
2497	1825	1201	0.2688301282051282	GCF_002953255.1__GCF_014656195.1
633	244	338	0.6139240506329113	GCF_002953615.1__GCA_004001285.1
211	10	201	0.9523809523809524	GCF_002953655.1__GCF_002370355.1
1099	341	527	0.6894353369763206	GCF_002953715.1__GCF_000371905.1
1332	344	615	0.7415477084898572	GCF_002953715.1__GCF_002117485.1
757	48	415	0.9365079365079364	GCF_002953935.1__GCF_000189535.1
829	418	783	0.4951690821256038	GCF_002953935.1__GCF_001046895.1
834	476	425	0.4285714285714286	GCF_002954225.1__GCF_000816565.1
796	446	426	0.4389937106918239	GCF_002954225.1__GCF_002157505.1
801	549	395	0.31375	GCF_002954225.1__GCF_002929355.1
765	508	361	0.3350785340314136	GCF_002954225.1__GCF_002929375.1
774	531	416	0.3130659767141008	GCF_002954225.1__GCF_002929745.1
901	217	616	0.758888888888889	GCF_002954225.1__GCF_002953615.1
785	563	395	0.2818877551020408	GCF_002954245.1__GCF_002929505.1
773	565	359	0.2681347150259067	GCF_002954245.1__GCF_002929825.1
820	580	411	0.2918192918192918	GCF_002954245.1__GCF_900110125.1
885	500	545	0.4343891402714932	GCF_002954455.1__GCF_900166965.1
397	242	201	0.3888888888888888	GCF_002954455.1__GCF_900185615.1
703	502	363	0.2849002849002848	GCF_002954585.1__GCA_000169995.1
946	691	488	0.2687830687830688	GCF_002954585.1__GCF_000272405.2
958	677	513	0.2925809822361547	GCF_002954585.1__GCF_000316985.1
840	571	444	0.3194278903456495	GCF_002954585.1__GCF_001048535.1
844	427	575	0.4934756820877817	GCF_002954585.1__GCF_001557875.1
963	84	705	0.9126819126819128	GCF_002954605.1__GCA_019263805.1
855	597	485	0.3009367681498829	GCF_002954605.1__GCF_001640115.1
869	87	677	0.8997695852534562	GCF_002954605.1__GCF_002163675.1
913	73	755	0.9199561403508772	GCF_002954605.1__GCF_002814075.1
615	57	361	0.9071661237785016	GCF_002954605.1__GCF_009796785.1
905	90	612	0.9004424778761062	GCF_002954605.1__GCF_016858305.2
591	436	277	0.2610169491525423	GCF_002954645.1__GCA_001873065.1
549	364	292	0.3357664233576642	GCF_002954645.1__GCF_015767435.1
671	144	513	0.7850746268656716	GCF_002954665.1__GCF_002943715.1
757	45	677	0.9404761904761904	GCF_002954665.1__GCF_900105145.1
829	284	546	0.6570048309178744	GCF_002954705.1__GCA_000953695.1
825	286	579	0.6529126213592233	GCF_002954715.1__GCA_000953695.1
548	158	527	0.7111517367458866	GCF_002954715.1__GCF_002954705.1
862	481	454	0.4413472706155633	GCF_002954725.1__GCF_900166965.1
833	562	420	0.3245192307692307	GCF_002954725.1__GCF_900166975.1
508	94	332	0.8145956607495068	GCF_002954765.1__GCA_000153385.1
437	149	342	0.658256880733945	GCF_002954765.1__GCF_000732625.1
454	250	215	0.4481236203090507	GCF_002954765.1__GCF_000755285.1
2254	1658	1154	0.264092321349312	GCF_002954775.1__GCF_000331005.1
1920	1348	1001	0.2975508077123502	GCF_002954775.1__GCF_010548275.1
1825	1330	880	0.2708333333333333	GCF_002954775.1__GCF_014646095.1
637	406	330	0.3616352201257862	GCF_002958735.1__GCF_016583765.1
367	263	202	0.2814207650273224	GCF_002959755.1__GCA_905209685.1
424	215	353	0.491725768321513	GCF_002959755.1__GCF_001078375.1
446	23	287	0.9483146067415732	GCF_002959755.1__GCF_902810435.1
417	306	215	0.2644230769230768	GCF_002959775.1__GCA_902834965.1
570	419	281	0.2636203866432337	GCF_002959775.1__GCA_905209685.1
474	166	314	0.6490486257928119	GCF_002959775.1__GCF_002959755.1
461	35	270	0.9239130434782608	GCF_002959775.1__GCF_900637515.1
166	17	93	0.896969696969697	GCF_002959855.1__GCF_900187285.1
496	364	262	0.2646464646464647	GCF_002959895.1__GCA_018367495.1
430	24	187	0.944055944055944	GCF_002959895.1__GCF_000024945.1
432	218	365	0.494199535962877	GCF_002959895.1__GCF_001078375.1
314	102	200	0.6741214057507987	GCF_002959895.1__GCF_002959755.1
261	157	151	0.3961538461538462	GCF_002959915.1__GCA_905214495.1
417	236	270	0.4326923076923077	GCF_002959915.1__GCF_001078375.1
399	202	241	0.4924623115577889	GCF_002959915.1__GCF_002959755.1
395	254	242	0.3553299492385786	GCF_002959915.1__GCF_002959895.1
410	34	341	0.9168704156479216	GCF_002959915.1__GCF_900637515.1
613	450	290	0.2647058823529411	GCF_002960425.1__GCF_000440115.1
470	326	253	0.3049040511727079	GCF_002960425.1__GCF_000440555.1
632	433	328	0.3137876386687797	GCF_002960425.1__GCF_002760245.1
556	130	397	0.7657657657657657	GCF_002960425.1__GCF_902702775.1
739	537	340	0.2723577235772357	GCF_002960445.1__GCA_000440235.1
780	296	508	0.62002567394095	GCF_002960445.1__GCA_002831545.1
557	392	262	0.2949640287769784	GCF_002960445.1__GCF_002960425.1
487	317	259	0.3477366255144033	GCF_002960445.1__GCF_016775005.1
460	329	229	0.2832244008714597	GCF_002960445.1__GCF_017601095.1
611	446	309	0.2688524590163934	GCF_002960625.1__GCA_000440235.1
605	135	456	0.7764900662251656	GCF_002960625.1__GCA_002831545.1
585	429	293	0.2654109589041096	GCF_002960625.1__GCF_000440115.1
454	316	250	0.3024282560706401	GCF_002960625.1__GCF_000440555.1
602	420	325	0.3011647254575706	GCF_002960625.1__GCF_002760245.1
557	406	255	0.2697841726618705	GCF_002960625.1__GCF_002960425.1
455	279	241	0.3854625550660793	GCF_002960625.1__GCF_002960445.1
531	99	383	0.8132075471698114	GCF_002960625.1__GCF_902702775.1
383	263	188	0.3115183246073298	GCF_002962445.1__GCF_017601095.1
821	347	518	0.576829268292683	GCF_002964045.1__GCA_002831545.1
745	329	479	0.5577956989247312	GCF_002964045.1__GCF_000294495.1
670	477	329	0.2869955156950673	GCF_002964045.1__GCF_002960425.1
545	377	261	0.3069852941176471	GCF_002964045.1__GCF_016775005.1
753	318	473	0.5771276595744681	GCF_002964045.1__GCF_902702775.1
594	420	310	0.2917369308600337	GCF_002964575.1__GCF_000440115.1
626	464	291	0.2576	GCF_002964575.1__GCF_002760245.1
437	303	208	0.305045871559633	GCF_002964575.1__GCF_002960425.1
517	337	262	0.3468992248062015	GCF_002964575.1__GCF_002960445.1
543	393	268	0.2749077490774908	GCF_002964575.1__GCF_002960625.1
486	355	238	0.2680412371134021	GCF_002964575.1__GCF_002962445.1
676	481	352	0.2874074074074074	GCF_002964575.1__GCF_002964045.1
454	291	266	0.3576158940397351	GCF_002964575.1__GCF_017601095.1
544	117	412	0.7845303867403315	GCF_002964575.1__GCF_902702775.1
615	405	333	0.3403908794788274	GCF_002964665.1__GCF_001854605.1
401	219	233	0.4525	GCF_002964705.1__GCF_002964785.1
606	389	301	0.3570247933884297	GCF_002964765.1__GCF_002964705.1
731	538	370	0.263013698630137	GCF_002964845.1__GCA_001311545.1
617	175	466	0.7159090909090908	GCF_002964845.1__GCA_002355995.1
427	316	209	0.2582159624413145	GCF_002964845.1__GCF_000381045.1
547	361	268	0.3388278388278388	GCF_002964845.1__GCF_000421625.1
331	216	164	0.3454545454545454	GCF_002964845.1__GCF_000423905.1
572	183	414	0.679509632224168	GCF_002964845.1__GCF_001535545.1
365	85	249	0.7664835164835164	GCF_002964845.1__GCF_004684245.1
1539	1151	731	0.2516254876462939	GCF_002964865.1__GCF_015207655.1
812	612	356	0.2453760789149198	GCF_002965065.1__GCF_000759775.1
680	204	462	0.6995581737849779	GCF_002965065.1__GCF_003697165.2
675	185	443	0.7255192878338279	GCF_002965065.1__GCF_902498915.1
325	241	160	0.2561728395061728	GCF_002966495.1__GCA_017515565.1
1138	740	624	0.3491644678979771	GCF_002966795.1__GCF_902859735.1
1161	764	639	0.3413793103448276	GCF_002966795.1__GCF_903652925.1
196	21	169	0.8923076923076922	GCF_002967075.1__GCF_001941345.1
1086	47	786	0.9566820276497696	GCF_002967715.1__GCF_007748115.1
1104	770	558	0.3019038984587489	GCF_002967715.1__GCF_013618625.1
1226	917	591	0.2514285714285714	GCF_002967995.1__GCF_000282195.1
1365	1013	686	0.2573313782991202	GCF_002967995.1__GCF_000282515.1
1192	812	618	0.3182199832073887	GCF_002967995.1__GCF_001042905.1
1264	164	966	0.8701504354711005	GCF_002967995.1__GCF_001186335.1
1412	1007	700	0.2863217576187101	GCF_002967995.1__GCF_001269655.1
1396	162	960	0.8838709677419355	GCF_002967995.1__GCF_001307275.1
1223	895	583	0.2675941080196399	GCF_002967995.1__GCF_001429045.1
1078	109	659	0.8987929433611885	GCF_002967995.1__GCF_001655615.1
1266	910	656	0.2806324110671937	GCF_002967995.1__GCF_001983175.1
1296	922	650	0.288030888030888	GCF_002967995.1__GCF_002112385.1
1213	141	954	0.8836633663366337	GCF_002967995.1__GCF_009707325.1
1287	895	616	0.3040435458786936	GCF_002967995.1__GCF_017976235.1
1177	115	783	0.9022108843537416	GCF_002967995.1__GCF_900103875.1
919	648	503	0.2941176470588235	GCF_002968015.1__GCF_001426525.1
1290	107	916	0.9169899146625292	GCF_002968015.1__GCF_001941825.1
808	562	412	0.3035935563816605	GCF_002968015.1__GCF_900101265.1
1089	731	563	0.328125	GCF_002968635.1__GCA_000985895.1
1381	938	804	0.3202898550724637	GCF_002968835.1__GCF_000316035.1
1285	554	663	0.5685358255451713	GCF_002968835.1__GCF_001570725.1
1390	87	1095	0.937365010799136	GCF_002968835.1__GCF_001908275.1
1401	918	689	0.3442857142857143	GCF_002968835.1__GCF_001955855.1
1391	994	773	0.2848920863309352	GCF_002968835.1__GCF_004001025.1
1275	904	631	0.2904238618524333	GCF_002968835.1__GCF_900109515.1
230	28	124	0.8777292576419214	GCF_002970935.1__GCF_002970915.1
788	268	490	0.659466327827192	GCF_002973525.1__GCF_013409255.1
1837	607	1132	0.6693899782135077	GCF_002973525.1__GCF_900142905.1
1700	1155	961	0.3201883460859329	GCF_002973525.1__GCF_904848625.1
922	148	661	0.8393051031487514	GCF_002975175.1__GCA_018966865.1
1018	171	748	0.831858407079646	GCF_002975175.1__GCF_000007825.1
974	236	665	0.7574511819116135	GCF_002975175.1__GCF_000291355.1
1033	264	624	0.7441860465116279	GCF_002975175.1__GCF_000832605.1
1082	224	785	0.7927844588344126	GCF_002975175.1__GCF_001595725.1
1055	708	507	0.3282732447817836	GCF_002975175.1__GCF_001883995.1
1109	777	596	0.2987364620938628	GCF_002975175.1__GCF_001884185.1
1016	724	519	0.2866995073891626	GCF_002975175.1__GCF_002551815.1
957	194	666	0.7970711297071129	GCF_002975175.1__GCF_018742245.1
765	547	358	0.2840314136125654	GCF_002975205.1__GCF_902825325.1
685	499	358	0.2704678362573099	GCF_002975275.1__GCF_012928505.1
1413	992	720	0.2974504249291785	GCF_002975275.1__GCF_902859695.1
1171	766	630	0.3452991452991453	GCF_002975275.1__GCF_902859735.1
833	639	384	0.2319711538461538	GCF_002979415.1__GCA_017744855.1
811	467	432	0.4234567901234568	GCF_002979415.1__GCF_000956475.1
805	566	439	0.2960199004975125	GCF_002979415.1__GCF_017355365.1
631	347	418	0.4492063492063491	GCF_002979435.1__GCF_000425985.1
637	435	358	0.3160377358490566	GCF_002979435.1__GCF_000956405.1
705	506	346	0.28125	GCF_002979435.1__GCF_000967865.1
673	18	530	0.9732142857142856	GCF_002979435.1__GCF_008271365.1
670	402	343	0.3991031390134529	GCF_002979435.1__GCF_018224615.1
596	391	313	0.3428571428571428	GCF_002979435.1__GCF_900095745.1
670	25	535	0.9626307922272048	GCF_002979435.1__GCF_900105335.1
942	511	518	0.4569606801275239	GCF_002979455.1__GCF_000799335.1
920	524	497	0.4298150163220892	GCF_002979455.1__GCF_000799375.1
1022	736	501	0.2791380999020568	GCF_002979455.1__GCF_001013295.1
906	558	487	0.3834254143646408	GCF_002979455.1__GCF_001593385.1
933	74	723	0.9206008583690988	GCF_002979455.1__GCF_003815775.1
961	646	467	0.3270833333333333	GCF_002979455.1__GCF_900100075.1
840	485	477	0.4219308700834326	GCF_002979455.1__GCF_900108365.1
606	375	323	0.3801652892561983	GCF_002979475.1__GCF_000425985.1
770	551	414	0.283485045513654	GCF_002979475.1__GCF_000455825.1
724	63	552	0.9128630705394192	GCF_002979475.1__GCF_002848265.1
689	355	421	0.4840116279069767	GCF_002979475.1__GCF_006540085.1
702	105	602	0.8502139800285307	GCF_002979475.1__GCF_017939615.1
726	67	648	0.9075862068965516	GCF_002979475.1__GCF_019056515.1
735	62	662	0.9155313351498636	GCF_002979475.1__GCF_900105335.1
731	65	657	0.910958904109589	GCF_002979475.1__GCF_904066215.1
711	462	361	0.3492957746478873	GCF_002979535.1__GCA_002479495.1
1047	237	723	0.7734225621414914	GCF_002979535.1__GCF_000204035.1
1053	124	683	0.8821292775665399	GCF_002979535.1__GCF_003627995.1
985	583	616	0.407520325203252	GCF_002979555.1__GCF_000503215.1
937	670	454	0.2841880341880342	GCF_002979555.1__GCF_001645105.1
1066	683	603	0.3586854460093897	GCF_002979555.1__GCF_002113025.1
1184	144	832	0.8782755705832629	GCF_002979555.1__GCF_003352875.1
1141	713	642	0.374561403508772	GCF_002979555.1__GCF_003732265.1
957	90	650	0.905857740585774	GCF_002979555.1__GCF_003851685.1
1120	150	819	0.8659517426273459	GCF_002979555.1__GCF_009834545.1
1105	71	734	0.9356884057971014	GCF_002979555.1__GCF_009834565.1
1120	855	546	0.2359249329758713	GCF_002979555.1__GCF_013386585.1
1168	762	696	0.3470437017994858	GCF_002979555.1__GCF_902498065.1
659	413	339	0.3723404255319149	GCF_002979655.1__GCF_001866135.1
739	56	552	0.924119241192412	GCF_002979655.1__GCF_002024885.1
689	473	380	0.3125	GCF_002979655.1__GCF_002979475.1
667	29	488	0.9564564564564564	GCF_002979655.1__GCF_008271365.1
711	50	543	0.9295774647887324	GCF_002979655.1__GCF_017876435.1
305	200	166	0.3421052631578947	GCF_002979655.1__GCF_900095745.1
722	33	500	0.954230235783634	GCF_002979655.1__GCF_904066215.1
872	632	429	0.2743972445464983	GCF_002979755.1__GCF_000745535.1
881	538	392	0.3886363636363636	GCF_002979755.1__GCF_000799235.1
758	35	357	0.953764861294584	GCF_002979755.1__GCF_002025665.1
939	38	641	0.9594882729211088	GCF_002979755.1__GCF_003815675.1
964	32	889	0.9667705088265836	GCF_002979755.1__GCF_003815715.1
972	636	561	0.345005149330587	GCF_002979755.1__GCF_017877355.1
990	629	503	0.3640040444893831	GCF_002979755.1__GCF_900100075.1
864	41	425	0.9524913093858632	GCF_002979755.1__GCF_903969135.1
697	74	464	0.8936781609195402	GCF_002979775.1__GCF_000014925.1
386	71	263	0.8155844155844156	GCF_002979775.1__GCF_000526335.1
556	229	343	0.5873873873873874	GCF_002979775.1__GCF_001512285.1
717	512	371	0.2849162011173184	GCF_002979775.1__GCF_006538985.1
1091	825	538	0.2431192660550458	GCF_002979775.1__GCF_013179505.1
829	561	401	0.322463768115942	GCF_002979775.1__GCF_014647595.1
829	568	451	0.3140096618357487	GCF_002979775.1__GCF_018215265.1
590	390	289	0.3378607809847198	GCF_002979775.1__GCF_018613695.1
561	36	383	0.9357142857142856	GCF_002979865.1__GCF_000197735.1
644	22	504	0.9657853810264384	GCF_002979865.1__GCF_001302565.1
463	292	267	0.3679653679653679	GCF_002979865.1__GCF_006539525.1
643	26	476	0.9595015576323987	GCF_002979865.1__GCF_012221945.1
510	387	242	0.2396856581532416	GCF_002979915.1__GCA_003486025.1
289	168	169	0.4166666666666666	GCF_002979915.1__GCF_014644555.1
742	67	582	0.9095816464237516	GCF_002979975.1__GCF_000939975.1
1198	711	615	0.4060150375939849	GCF_002980495.1__GCF_014191375.1
741	466	439	0.3702702702702702	GCF_002980525.1__GCF_011043555.1
876	189	732	0.784	GCF_002980555.1__GCF_014189505.1
611	428	313	0.2983606557377048	GCF_002980575.1__GCF_002980525.1
762	457	478	0.3994743758212877	GCF_002980575.1__GCF_011043555.1
649	376	392	0.419753086419753	GCF_002980575.1__GCF_014692525.1
1813	315	1107	0.826158940397351	GCF_002982075.1__GCF_008330945.1
425	195	286	0.5400943396226415	GCF_002989035.1__GCF_900475755.1
266	193	137	0.2716981132075472	GCF_002993025.1__GCA_017996075.1
184	40	141	0.7814207650273224	GCF_002993025.1__GCF_003660105.1
464	131	368	0.7170626349892009	GCF_002993025.1__GCF_004299785.2
460	176	366	0.616557734204793	GCF_002993025.1__GCF_013201705.1
203	43	159	0.7871287128712872	GCF_002993025.1__GCF_014352935.1
505	353	261	0.2996031746031746	GCF_002993025.1__GCF_016106035.1
816	32	691	0.9607361963190184	GCF_002993325.1__GCF_000020585.3
796	32	623	0.959748427672956	GCF_002993325.1__GCF_000597705.1
801	35	629	0.95625	GCF_002993325.1__GCF_003443615.1
410	299	177	0.2689486552567237	GCF_002993365.1__GCA_002691625.1
1035	691	561	0.3317214700193424	GCF_002993885.1__GCF_001598815.1
