pairid	anim_ani	anim_af_ref	anim_af_qry	aligned_bases_qry	af_tier
GCA_000219475.3__GCA_002311195.1	97.6700	86.27	81.69	1611665	strict
GCF_002553705.1__GCF_007876425.1	96.5900	75.58	84.00	1464460	strict
GCF_003316915.1__GCF_010206295.1	98.5000	92.82	93.96	1841163	strict
GCA_002333435.1__GCA_016789285.1	99.4400	97.40	85.61	3209549	strict
GCA_002344645.1__GCA_003501905.1	99.9500	90.17	76.71	2641189	strict
GCA_002344645.1__GCA_016789285.1	99.4500	92.17	88.17	3035991	strict
GCA_005792965.1__GCA_005805455.1	99.9100	99.69	99.24	1943164	strict
GCA_005789365.1__GCA_005792965.1	99.8700	90.54	98.01	1772774	strict
GCA_005777115.1__GCA_005805455.1	99.9200	98.17	99.14	1912541	strict
GCF_002150045.1__GCF_002150055.1	99.9900	98.71	99.99	4249952	strict
GCA_903893645.1__GCA_903927385.1	99.9600	98.59	99.34	7002811	strict
GCA_903895425.1__GCA_903927385.1	99.9700	98.99	99.28	7032427	strict
GCA_903893645.1__GCA_903895425.1	99.9800	99.37	99.84	7038547	strict
GCF_007655045.1__GCF_014651795.1	97.4300	86.58	84.23	3313895	strict
GCF_002442575.1__GCF_014651795.1	97.4400	88.41	86.65	3408389	strict
GCF_000800185.1__GCF_014651795.1	97.5600	87.95	87.37	3357133	strict
GCA_014846275.1__GCA_900759975.1	98.5800	79.99	83.69	1113203	strict
GCA_014846275.1__GCA_905213695.1	98.4700	80.51	83.59	1111827	strict
GCA_900759975.1__GCA_905213695.1	98.6400	80.23	79.95	1100475	strict
GCA_002359295.1__GCA_002419625.1	98.5600	90.12	90.57	2950458	strict
GCA_002341545.1__GCA_002414985.1	99.9900	99.72	99.40	3228754	strict
GCA_002363785.1__GCA_002388535.1	99.9900	98.85	99.03	3207423	strict
GCA_017435285.1__GCA_017625895.1	97.7400	82.61	79.69	1562414	strict
GCF_002157125.1__GCF_002157165.1	97.2200	92.40	80.38	3781763	strict
GCF_002157125.1__GCF_002157185.1	99.9800	100.00	97.57	4590640	strict
GCF_002157165.1__GCF_002157185.1	97.2100	82.79	92.39	3749177	strict
GCF_001889465.1__GCF_001889485.1	99.8400	100.00	100.00	2708399	strict
GCF_001889445.1__GCF_001889465.1	97.7300	95.46	95.74	2592978	strict
GCF_000576145.2__GCF_001889445.1	98.2500	98.40	97.69	2666897	strict
GCA_005778305.1__GCA_005798385.1	99.5700	94.24	88.93	1117764	strict
GCA_005787845.1__GCA_009694705.1	98.8700	87.63	88.06	914176	strict
GCA_005787845.1__GCA_005799035.1	99.7900	81.84	87.25	905720	strict
GCA_003155455.1__GCA_003161995.1	99.2700	88.31	93.13	2587780	strict
GCA_003155455.1__GCA_003158815.1	99.2100	82.46	90.62	2518048	strict
GCA_003158435.1__GCA_003158815.1	99.2100	87.49	87.78	2692081	strict
GCF_000827735.1__GCF_002302475.1	96.8100	87.66	85.69	2311976	strict
GCF_002302475.1__GCF_018332555.1	96.4300	81.84	83.76	2211791	strict
GCF_000827655.1__GCF_000827735.1	99.4300	97.58	98.79	2635288	strict
GCA_016842245.1__GCA_016842425.1	97.2600	82.06	88.36	4255625	strict
GCA_016842145.1__GCA_016842425.1	97.1900	76.01	87.21	3946054	strict
GCA_016842265.1__GCA_016842285.1	99.4800	87.22	96.12	4455220	strict
GCA_003132485.1__GCA_003132545.1	98.8400	87.69	68.82	2871056	strict
GCA_003132485.1__GCA_003132965.1	99.1500	86.81	81.22	3388389	strict
GCA_003132545.1__GCA_003132965.1	99.0000	77.30	92.09	3010127	strict
GCA_017511185.1__GCA_017533965.1	97.0900	68.07	54.78	1250044	low-AF
GCA_017510565.1__GCA_017533965.1	96.4800	71.99	50.42	1333172	low-AF
GCA_017511185.1__GCA_017524105.1	96.2000	81.33	60.44	1379246	strict
GCA_902769435.1__GCA_902796715.1	98.1000	92.07	83.38	1669425	strict
GCA_902769435.1__GCF_002259715.1	95.4900	76.46	86.23	1726294	strict
GCA_902760825.1__GCA_902769435.1	97.5200	89.18	86.84	1780735	strict
GCF_018612935.1__GCF_900143105.1	96.8600	86.57	87.44	2109505	strict
GCA_003966995.1__GCF_011317485.1	99.9900	100.00	97.58	4883106	strict
GCA_002689885.1__GCA_902593395.1	97.2500	55.41	71.70	770436	strict
GCA_002169705.1__GCA_902593395.1	97.2700	52.32	73.12	703860	strict
GCA_002169705.1__GCA_902510115.1	95.7700	58.62	58.78	565791	low-AF
GCF_904842695.1__GCF_904848685.1	97.5100	84.50	90.10	2109582	strict
GCA_002067955.1__GCA_018432365.1	99.3500	77.91	93.09	1911932	strict
GCA_002067495.1__GCA_002498505.1	99.4200	86.42	84.09	1939731	strict
GCA_002067495.1__GCA_002067955.1	99.4100	92.62	82.39	1900511	strict
GCF_004684865.1__GCF_004745855.1	97.9000	83.95	91.47	2269156	strict
GCF_002902105.1__GCF_004684865.1	97.9100	91.30	84.01	2276403	strict
GCA_017887775.1__GCA_018713055.1	99.6400	95.23	92.94	1908515	strict
GCA_010548265.1__GCA_010548645.1	100.0000	99.98	99.70	5804666	strict
GCA_009842775.1__GCA_009845765.1	99.9800	99.07	98.54	3752431	strict
GCF_002095655.1__GCF_005864155.1	99.8400	95.76	96.62	2669392	strict
GCF_002095695.1__GCF_002095895.1	99.5600	91.85	88.16	2385819	strict
GCF_002095765.1__GCF_002095895.1	99.8300	94.75	94.41	2467822	strict
GCA_903866025.1__GCA_903872665.1	99.9800	95.90	96.36	715490	strict
GCA_903855505.1__GCA_903866945.1	99.9700	91.28	98.30	668940	strict
GCA_903882485.1__GCA_903898815.1	99.9700	95.86	95.83	692349	strict
GCF_002813835.1__GCF_008107465.1	98.9100	83.37	90.48	3487539	strict
GCF_002241275.1__GCF_018790395.1	98.7100	85.19	90.23	3463004	strict
GCF_001989795.2__GCF_003390655.1	98.9400	87.91	84.08	3382869	strict
GCA_002457765.1__GCA_003523885.1	99.6000	62.24	83.37	1384842	strict
GCA_003516345.1__GCA_902526635.1	99.3400	65.35	50.74	1181420	low-AF
GCA_016778775.1__GCA_902526635.1	98.1400	60.57	53.76	1095259	low-AF
GCA_014865025.1__GCA_905215165.1	96.3500	82.86	78.24	2238213	strict
GCA_903848135.1__GCA_903910075.1	99.7400	96.89	94.78	2698168	strict
GCA_902523575.1__GCA_902564165.1	99.9400	60.89	61.81	577991	strict
GCA_902523575.1__GCA_902561065.1	99.9200	62.97	48.35	452058	low-AF
GCA_902539635.1__GCA_902561065.1	95.8800	55.17	41.14	396137	low-AF
GCA_002071265.1__GCA_004294795.1	98.1400	77.28	73.38	902704	strict
GCA_002071265.1__GCA_012518085.1	98.6500	89.49	68.22	839254	strict
GCA_004294795.1__GCA_012518085.1	99.5200	92.42	74.41	867187	strict
GCA_902777565.1__GCA_902786375.1	96.0600	88.43	79.16	1735582	strict
GCA_017540405.1__GCA_902780895.1	95.8600	78.97	87.24	1844580	strict
GCA_902777565.1__GCA_902779155.1	97.3000	90.89	80.61	1767279	strict
GCA_017471305.1__GCA_017627155.1	97.3100	76.20	80.84	1823093	strict
GCA_018373895.1__GCF_002847745.1	99.3100	95.41	96.01	1894508	strict
GCA_013331675.1__GCA_018303605.1	99.9000	92.01	99.20	1067432	strict
GCF_015552165.1__GCF_016899655.1	98.8800	88.54	86.27	1614502	strict
GCA_000434715.1__GCF_015552165.1	98.7400	83.71	90.90	1563446	strict
GCF_000210615.1__GCF_015547135.1	98.6500	59.30	67.18	1321319	strict
GCA_016280495.1__GCA_017450625.1	97.6000	74.65	37.86	1231449	low-AF
GCA_016280495.1__GCA_905234115.1	97.7300	75.91	58.11	1889776	low-AF
GCA_017450625.1__GCA_905234115.1	97.1300	50.32	76.24	1240199	strict
GCF_002900225.1__GCF_017872935.1	98.8000	94.59	89.78	4068405	strict
GCF_001441635.1__GCF_001650975.1	97.4900	91.81	83.91	5087781	strict
GCF_001441635.1__GCF_900112725.1	99.9900	99.67	99.94	6060247	strict
GCF_001650975.1__GCF_900112725.1	97.4900	83.67	91.88	5063752	strict
GCA_009774785.1__GCF_016697365.1	98.2500	60.99	81.26	2251464	strict
GCF_910574985.1__GCF_910576365.1	100.0000	99.96	100.00	3655410	strict
GCF_016697365.1__GCF_910574985.1	98.0800	75.51	74.99	2851727	strict
GCF_002753815.1__GCF_002993125.1	95.5500	87.49	91.93	3334136	strict
GCA_012964165.1__GCA_012965235.1	99.3700	78.94	48.71	884078	low-AF
GCA_001822615.1__GCA_001822765.1	99.9100	98.58	98.33	656332	strict
GCA_001820885.1__GCA_001822765.1	99.9100	81.98	98.36	546989	strict
GCA_001820885.1__GCA_001822615.1	99.9100	82.21	98.88	549903	strict
GCF_000294715.1__GCF_900475345.1	98.3100	99.63	98.87	1569745	strict
GCF_000046685.1__GCF_000708945.1	99.8200	98.03	99.34	1570967	strict
GCF_000046685.1__GCF_000708905.1	99.8100	98.43	99.61	1575216	strict
GCA_017851755.1__GCA_017852545.1	99.7900	92.05	98.35	1579625	strict
GCA_017851755.1__GCA_017852895.1	99.7300	95.81	96.38	1548003	strict
GCA_016780465.1__GCA_017852895.1	98.8000	74.47	95.05	1206467	strict
GCA_001769435.1__GCA_001769695.1	99.7100	84.33	74.14	2478940	strict
GCA_001769435.1__GCA_003499665.1	99.7600	84.03	81.99	2741475	strict
GCA_001769695.1__GCA_003499665.1	99.8800	73.44	81.58	2388078	strict
GCA_005799295.1__GCA_005808605.1	99.4200	75.15	92.38	1124802	strict
GCA_005799295.1__GCA_018970365.1	98.9600	72.89	78.64	957560	strict
GCA_005808605.1__GCA_018970365.1	98.8500	83.23	73.07	1093442	strict
GCF_000786255.1__GCF_003201175.1	99.1200	90.63	92.69	4469367	strict
GCF_017052095.1__GCF_017052135.1	99.2300	94.38	87.68	4421180	strict
GCF_001476355.1__GCF_017051945.1	99.1600	89.69	91.56	4297050	strict
GCF_000195555.1__GCF_001608445.1	98.0100	92.58	91.15	1773234	strict
GCF_000195555.1__GCF_016604405.1	97.6100	89.81	91.66	1783128	strict
GCF_001608445.1__GCF_016604405.1	97.7800	92.03	94.62	1793153	strict
GCF_003675305.1__GCF_004361975.1	99.1400	86.92	84.57	4649942	strict
GCA_018371815.1__GCA_900752455.1	99.1200	93.40	83.52	1392732	strict
GCA_018371815.1__GCA_905210625.1	99.1500	93.63	85.97	1433556	strict
GCA_900752455.1__GCA_905210625.1	99.9700	96.30	98.90	1463019	strict
GCA_002320115.1__GCA_014871775.1	95.4000	83.20	66.13	1564295	strict
GCA_009693525.1__GCA_014190555.1	94.5100	61.91	93.79	1409267	strict
GCA_903827915.1__GCA_903845995.1	99.9400	97.40	89.91	3095744	strict
GCA_903827195.1__GCA_903827915.1	99.9800	97.35	97.28	3342742	strict
GCA_903827195.1__GCA_903901695.1	99.9000	95.15	81.59	2803670	strict
GCA_901457695.2__GCA_901457725.1	99.9900	98.59	98.58	4292851	strict
GCA_001556825.1__GCF_001557075.1	99.9600	95.61	85.56	5015756	strict
GCA_001557295.1__GCF_001556725.1	99.9700	91.58	81.60	4360994	strict
GCA_001556775.1__GCF_001556725.1	99.9800	96.10	78.47	4627393	strict
GCF_000621005.1__GCF_014931255.1	99.9800	98.23	99.85	1868555	strict
GCA_016714845.1__GCA_016719255.1	98.5800	89.02	92.53	4025334	strict
GCA_002687285.1__GCA_018223325.1	98.1500	79.31	72.71	4077460	strict
GCA_002687285.1__GCF_017309175.1	98.1800	78.40	72.48	4064661	strict
GCA_018223325.1__GCF_017309175.1	98.4100	88.60	89.15	4550027	strict
GCF_002931955.1__GCF_002932675.1	99.3200	94.05	95.31	2994372	strict
GCF_002932535.1__GCF_002933215.1	99.2700	97.03	88.74	2987678	strict
GCF_002931915.1__GCF_002932135.1	99.2800	93.85	95.40	2950310	strict
GCA_001802185.1__GCA_001802705.1	99.8400	78.00	97.47	3126323	strict
GCA_001802185.1__GCA_001802975.1	99.8100	75.69	95.23	3054406	strict
GCA_001802705.1__GCA_001802975.1	99.8400	95.70	96.32	3884460	strict
GCA_903888215.1__GCA_903898865.1	99.8400	90.84	92.93	1241446	strict
GCA_903821125.1__GCA_903893845.1	98.7300	81.57	84.59	1170301	strict
GCA_903821125.1__GCA_903860895.1	99.6500	87.04	89.73	1241319	strict
GCA_001897265.1__GCF_001423825.1	98.6700	97.68	95.03	2858819	strict
GCA_017306455.1__GCF_001423805.1	99.9700	98.72	100.00	2902811	strict
GCF_001423805.1__GCF_001423825.1	98.6700	99.19	98.32	2892708	strict
GCA_017640455.1__GCA_017644265.1	99.9900	99.94	97.60	3961198	strict
GCA_003452555.1__GCA_018383075.1	98.4900	66.95	93.35	1653767	strict
GCA_014847595.1__GCA_016775195.1	98.1900	71.25	90.38	1989974	strict
GCA_001701305.1__GCA_003452555.1	98.1000	91.91	67.25	1625650	strict
GCA_003343975.1__GCA_904420375.1	99.5700	73.88	93.86	2380231	strict
GCA_018365165.1__GCA_019117045.1	99.4700	78.10	73.95	1903349	strict
GCA_019117045.1__GCA_904420375.1	99.9800	79.73	99.95	2437238	strict
GCF_016008155.1__GCF_016405785.1	98.8700	90.01	91.83	4701097	strict
GCA_002294605.1__GCA_002377215.1	98.4700	83.68	86.42	4772274	strict
GCA_002295765.1__GCF_900457115.1	98.0100	82.85	85.60	4943300	strict
GCA_002322835.1__GCA_002331685.1	99.6600	92.88	94.14	3361784	strict
GCA_002362895.1__GCA_002363375.1	98.5700	90.67	94.56	3360320	strict
GCA_002331405.1__GCF_009996725.1	98.5100	82.55	92.98	3384028	strict
GCA_001724385.1__GCA_017306495.1	99.8400	93.27	92.80	2835957	strict
GCA_001724385.1__GCF_001278365.1	97.0200	79.83	79.79	2438308	strict
GCA_017306495.1__GCF_001278365.1	97.0400	79.69	80.07	2440817	strict
GCF_016814455.1__GCF_016814565.1	99.9900	99.86	100.00	4200795	strict
GCF_016814315.1__GCF_016814555.1	100.0000	100.00	100.00	4201156	strict
GCF_016814495.1__GCF_016814565.1	100.0000	99.86	100.00	4200964	strict
GCA_018368295.1__GCF_003477825.1	97.6200	72.48	80.17	1955123	strict
GCA_905209245.1__GCF_003471485.1	99.3600	80.24	93.76	2090696	strict
GCF_003471485.1__GCF_015670895.1	97.7200	82.79	78.81	2061871	strict
GCA_008667915.1__GCA_905197155.1	94.9000	82.00	76.37	1501473	strict
GCA_008668315.1__GCA_900756565.1	94.9300	86.15	89.30	1774167	strict
GCA_008667915.1__GCA_008668315.1	99.8600	94.51	95.92	1885728	strict
GCF_003208415.1__GCF_005281435.1	98.4300	90.51	93.55	4597562	strict
GCF_013385945.1__GCF_014852515.1	95.5300	89.63	79.96	4452590	strict
GCF_003208415.1__GCF_017848355.1	98.4300	93.56	94.12	4626041	strict
GCA_900764255.1__GCA_905212875.1	99.6900	83.76	90.04	2044134	strict
GCA_001724095.1__GCA_017307975.1	99.9500	94.49	92.97	6252406	strict
GCA_903831755.1__GCA_903919265.1	99.9700	96.61	97.47	6994696	strict
GCA_903821195.1__GCA_903919265.1	99.9700	96.63	97.58	7082076	strict
GCA_903899075.1__GCA_903919265.1	99.9700	95.40	97.85	6975023	strict
GCA_002693265.1__GCA_002710305.1	98.3500	79.10	76.99	2510442	strict
GCA_900103895.1__GCA_900105365.1	98.6800	86.98	85.25	8769636	strict
GCA_903838455.1__GCA_903868265.1	99.5800	88.51	90.14	1981644	strict
GCA_903838455.1__GCA_903852975.1	99.7400	93.90	92.92	2042693	strict
GCA_903852975.1__GCA_903868265.1	99.5700	88.06	90.52	1966303	strict
GCA_018656145.1__GCA_018698755.1	99.9000	97.68	90.42	2379679	strict
GCA_000436595.1__GCA_900551685.1	98.1700	78.57	75.20	2220466	strict
GCA_900551685.1__GCA_905212685.1	98.0400	65.04	82.90	2322405	strict
GCA_900553745.1__GCA_905212685.1	98.7100	53.66	91.44	1918667	strict
GCA_001772855.1__GCA_003485585.1	99.0500	70.79	89.88	558228	strict
GCA_002328705.1__GCA_002403185.1	99.6700	74.51	92.12	857533	strict
GCA_002328705.1__GCA_017999775.1	97.6600	70.57	93.77	872870	strict
GCA_002403185.1__GCA_017999775.1	97.7700	85.93	92.44	1063657	strict
GCF_001524825.1__GCF_001532915.1	98.6300	91.97	88.99	6703213	strict
GCF_001527555.1__GCF_002223285.1	99.4100	97.37	96.07	7115996	strict
GCF_001524825.1__GCF_002925705.1	99.3100	93.89	95.73	7210983	strict
GCF_001466915.1__GCF_013392005.1	99.0600	91.88	93.63	6171243	strict
GCF_001466915.1__GCF_900624915.1	95.9200	88.57	89.60	5905638	strict
GCF_002091515.1__GCF_003700185.1	95.9400	89.53	87.93	5877220	strict
GCF_002151265.1__GCF_900108215.1	98.5600	87.93	87.49	4132073	strict
GCA_018063715.1__GCF_003478795.1	98.4900	40.54	96.18	1163456	strict
GCF_003480955.1__GCF_003481065.1	98.2900	80.14	79.38	2580414	strict
GCA_018054245.1__GCA_902387235.1	98.3900	52.28	93.68	1711209	strict
GCF_003203815.1__GCF_009362875.1	98.3300	75.03	87.25	1665723	strict
GCF_015698085.1__GCF_018967085.1	98.2800	77.80	81.75	1603544	strict
GCF_000015385.1__GCF_003203895.1	99.0300	90.56	90.09	1874771	strict
GCA_018896145.1__GCA_018900785.1	99.8200	97.73	96.79	2957682	strict
GCA_018895735.1__GCA_018897705.1	99.9500	98.25	97.96	2881189	strict
GCA_018896145.1__GCA_018896555.1	99.9400	98.60	95.79	2927223	strict
GCA_004553245.1__GCA_900752965.1	95.9800	66.49	54.64	1637573	low-AF
GCA_004553245.1__GCA_905211025.1	95.9400	65.55	59.23	1775112	low-AF
GCA_900752965.1__GCA_905211025.1	99.9900	87.72	96.49	2406791	strict
GCA_007859155.1__GCF_001618265.1	99.5300	94.81	96.02	2054685	strict
GCF_000394035.1__GCF_001886115.1	99.9900	99.98	99.48	3910952	strict
GCA_002282115.1__GCA_018819845.1	97.9400	89.32	87.60	2754596	strict
GCA_016783025.1__GCA_016785045.1	99.7500	43.14	41.42	1066371	low-AF
GCA_002450435.1__GCA_002500965.1	99.7100	88.13	66.83	1034365	strict
GCA_001508735.1__GCF_000175295.2	98.0200	79.58	86.38	1823748	strict
GCA_900768985.1__GCA_905212115.1	98.3200	81.64	84.35	1302889	strict
GCA_001788055.1__GCA_001789895.1	99.1600	92.23	75.97	928712	strict
GCA_001788055.1__GCA_001789405.1	99.6700	94.91	83.29	1018283	strict
GCA_001787885.1__GCA_001789895.1	99.3100	90.88	80.57	915432	strict
GCA_903898075.1__GCA_903914015.1	99.7900	87.91	91.19	1810933	strict
GCF_014696495.1__GCF_014696555.1	95.5700	76.82	75.53	7120792	strict
GCF_014696495.1__GCF_014696565.1	99.9900	97.93	99.76	9405433	strict
GCF_014696555.1__GCF_014696565.1	95.5800	74.21	76.90	7107030	strict
GCF_004800995.1__GCF_004801005.1	99.9900	99.92	99.77	1863334	strict
GCF_000183825.1__GCF_009933595.1	99.1600	93.16	93.00	1750962	strict
GCA_018678535.1__GCA_018679365.1	99.7900	93.16	89.02	3155148	strict
GCA_013041895.1__GCA_018679365.1	99.8400	88.71	94.43	3011568	strict
GCA_018678765.1__GCA_018679365.1	99.7700	97.59	95.17	3303419	strict
GCA_017518495.1__GCA_902803045.1	98.0100	92.58	74.91	1934359	strict
GCA_017392285.1__GCA_017413565.1	98.9200	84.46	86.21	2024054	strict
GCA_017413565.1__GCA_017518495.1	97.3900	82.62	88.13	2131418	strict
GCA_014872635.1__GCA_018370735.1	96.0500	78.91	85.94	1787859	strict
GCA_014872635.1__GCA_905212425.1	97.3600	87.68	87.05	1810912	strict
GCA_018370735.1__GCA_905212425.1	96.0400	91.94	83.80	1896096	strict
GCA_003516265.1__GCA_013373735.1	99.8300	70.76	96.05	3187621	strict
GCA_013373705.1__GCF_018972145.1	99.9900	98.89	89.33	4057126	strict
GCA_003516265.1__GCA_013373705.1	99.9000	71.06	97.49	3235271	strict
GCA_012964395.1__GCA_015663735.1	99.6600	88.34	72.26	1449970	strict
GCA_012964395.1__GCA_015664595.1	99.6900	90.52	77.81	1561478	strict
GCA_015663735.1__GCA_015664595.1	99.8300	81.82	86.00	1411624	strict
GCF_001974575.1__GCF_002875905.1	99.9900	95.48	95.86	5539315	strict
GCF_002875885.1__GCF_002875905.1	99.9900	95.39	95.73	5535716	strict
GCF_002875555.1__GCF_002876915.1	99.9900	99.56	98.50	5801198	strict
GCA_903950175.1__GCA_903953075.1	99.9700	74.91	93.43	3270614	strict
GCA_903950175.1__GCA_903951805.1	99.9700	73.09	95.28	3335341	strict
GCA_903949315.1__GCA_903951805.1	99.9700	93.96	97.44	4295942	strict
GCF_016837165.1__GCF_016837225.1	99.8600	95.77	95.14	3163556	strict
GCF_016837205.1__GCF_016837235.1	99.8600	95.81	95.12	3169723	strict
GCF_016837225.1__GCF_016837255.1	99.9000	96.79	93.38	3073812	strict
GCF_003003335.1__GCF_007829755.1	84.9400	32.96	28.22	1091813	verylow-AF
GCA_017795185.1__GCF_900172385.1	83.8000	12.77	16.51	577264	verylow-AF
GCA_018222505.1__GCF_014645095.1	84.2300	16.51	14.94	761405	verylow-AF
GCA_008416095.1__GCF_002786285.1	84.3100	15.29	14.48	658547	verylow-AF
GCF_001418245.1__GCF_001517365.1	100.0000	99.93	99.93	2258324	strict
GCF_001517365.1__GCF_006980705.1	89.3800	72.77	74.71	1688236	strict
GCF_001517365.1__GCF_006980785.1	89.7900	79.91	76.32	1724702	strict
GCA_016703445.1__GCA_016720015.1	98.9700	87.72	95.50	5537833	strict
GCA_016703445.1__GCA_017988735.1	92.2500	80.14	80.03	4640980	strict
GCA_016720015.1__GCA_017988735.1	92.1300	83.57	76.84	4935261	strict
GCA_016777985.1__GCA_017855415.1	84.1000	16.09	17.63	638659	verylow-AF
GCA_017855415.1__GCA_017859615.1	99.5000	88.64	93.08	3634675	strict
GCA_016777985.1__GCA_016782805.1	99.7800	90.05	71.45	2587620	strict
GCA_015657155.1__GCA_017502205.1	83.7500	6.44	6.05	94389	verylow-AF
GCA_015657155.1__GCA_905205745.1	84.4700	0.40	0.63	9842	verylow-AF
GCA_017502205.1__GCA_905205745.1	83.0700	0.38	0.64	9331	verylow-AF
GCA_002493795.1__GCF_004793735.1	83.0900	0.17	0.27	5411	verylow-AF
GCA_003762605.1__GCA_017624415.1	83.4000	2.15	2.03	67140	verylow-AF
GCA_017624415.1__GCA_910574525.1	83.3700	3.67	4.03	124602	verylow-AF
GCA_011526295.1__GCA_905480175.1	83.0700	2.39	2.31	65587	verylow-AF
GCA_009936915.1__GCA_905480175.1	94.9100	85.69	90.23	2352824	strict
GCA_002169835.1__GCA_014382255.1	84.7600	1.92	2.27	56480	verylow-AF
GCA_902572975.1__GCA_902611645.1	83.0300	13.64	12.85	177241	verylow-AF
GCA_902521635.1__GCA_902589435.1	82.7500	7.82	8.99	114063	verylow-AF
GCA_902592055.1__GCA_902601105.1	84.5100	15.92	13.66	162486	verylow-AF
GCA_002695925.1__GCF_014644035.1	84.0100	11.77	12.37	408459	verylow-AF
GCA_002700885.1__GCA_015660525.1	85.0700	0.09	0.13	2591	verylow-AF
GCA_002413605.1__GCF_003576315.1	84.1800	13.22	17.13	520873	verylow-AF
GCA_009711695.1__GCF_000401175.1	84.7400	18.86	21.96	519764	verylow-AF
GCA_009711695.1__GCA_013214125.1	88.8000	4.96	5.81	137533	verylow-AF
GCA_002692635.1__GCA_016764375.1	98.8900	68.62	58.60	1199390	low-AF
GCF_000485945.1__GCF_001063355.1	99.2500	91.92	85.85	4156935	strict
GCF_001063355.1__GCF_001077855.1	88.2000	80.52	83.97	3881665	strict
GCF_001077855.1__GCF_014644275.1	99.2000	95.47	93.06	4518967	strict
GCA_002170545.1__GCA_002714145.1	84.2200	46.62	33.20	952259	low-AF
GCA_002731855.1__GCA_018655405.1	82.6400	6.35	10.39	213281	verylow-AF
GCA_002170545.1__GCA_002731855.1	83.8000	0.48	0.34	9863	verylow-AF
GCA_016702775.1__GCA_016709625.1	83.9200	4.96	4.58	192759	verylow-AF
GCA_016702775.1__GCA_016787015.1	81.2400	0.22	0.17	6966	verylow-AF
GCA_016702775.1__GCA_016708545.1	98.8500	90.51	89.83	3777897	strict
GCA_002402715.1__GCA_002403185.1	83.7300	33.77	22.53	389204	verylow-AF
GCA_002402715.1__GCA_017999775.1	83.7500	33.75	24.29	419718	verylow-AF
GCA_002403185.1__GCA_017999775.1	97.7700	85.93	92.44	1063657	strict
GCA_003503495.1__GCA_017640645.1	83.5200	1.65	1.95	59332	verylow-AF
GCA_002380265.1__GCA_003503495.1	83.3000	1.36	1.23	39917	verylow-AF
GCA_002414455.1__GCA_003503495.1	86.1000	62.44	51.46	1859997	low-AF
GCF_015159555.1__GCF_016612995.1	86.2300	50.40	51.67	2338558	low-AF
GCF_001955625.1__GCF_015159555.1	93.5400	83.78	83.79	3750259	strict
GCF_001955615.1__GCF_015159555.1	93.5700	84.00	84.52	3758154	strict
GCA_002696215.1__GCA_017643185.1	83.1100	31.18	26.05	1119646	verylow-AF
GCA_002452975.1__GCA_017643725.1	83.2700	36.04	34.81	1242054	low-AF
GCA_002711825.1__GCF_004150225.1	83.0800	8.87	8.72	365378	verylow-AF
GCA_002384775.1__GCA_018780465.1	87.8700	32.27	36.90	798696	low-AF
GCA_015999895.1__GCA_018780465.1	97.0700	66.34	91.24	1641990	strict
GCA_002384775.1__GCA_015999895.1	88.2300	35.91	29.96	648398	verylow-AF
GCF_001057555.1__GCF_902388165.1	85.3200	32.07	32.39	823285	low-AF
GCF_000239355.1__GCF_900079085.1	85.4800	31.13	31.84	812928	low-AF
GCF_000239355.1__GCF_902388165.1	100.0000	100.00	99.78	2547857	strict
GCA_005790985.1__GCA_005798355.1	85.7300	0.13	0.17	4509	verylow-AF
GCA_016178665.1__GCA_903851765.1	83.2300	4.45	6.75	136991	verylow-AF
GCA_903828855.1__GCA_903851765.1	82.8300	3.15	3.00	96093	verylow-AF
GCA_016178665.1__GCA_903828855.1	82.7600	4.04	6.37	129283	verylow-AF
GCA_904419065.1__GCF_014284405.1	83.3500	6.35	8.41	189256	verylow-AF
GCF_009936075.1__GCF_014284405.1	83.9500	3.69	2.82	114477	verylow-AF
GCA_015067335.1__GCA_910575415.1	84.1900	0.20	0.22	7785	verylow-AF
GCA_018664425.1__GCA_905478825.1	82.8500	13.90	15.51	271970	verylow-AF
GCA_018608525.1__GCA_905478825.1	82.5100	0.79	0.85	15380	verylow-AF
GCA_003045835.1__GCA_018664425.1	87.9000	80.71	72.98	1394216	strict
GCA_905196805.1__GCA_905207845.1	83.4500	13.48	15.87	387056	verylow-AF
GCA_016292845.1__GCA_905196635.1	83.2100	11.79	14.20	296257	verylow-AF
GCA_009930255.1__GCA_905201965.1	82.1000	7.61	4.37	143369	verylow-AF
GCA_900752465.1__GCA_905210705.1	99.9500	91.09	93.29	1764824	strict
GCA_900752465.1__GCA_905213615.1	88.7400	73.24	74.55	1410333	strict
GCA_905210705.1__GCA_905213615.1	88.7500	73.11	73.02	1406257	strict
GCA_018676875.1__GCA_018677035.1	82.4000	2.06	2.76	65191	verylow-AF
GCA_013043425.1__GCA_018676895.1	82.1200	2.32	2.59	66009	verylow-AF
GCA_018676895.1__GCA_018677035.1	84.1200	18.51	20.97	583034	verylow-AF
GCA_016302205.1__GCA_017466765.1	84.3800	5.95	9.11	169222	verylow-AF
GCA_002355235.1__GCA_902790695.1	85.5100	33.49	32.01	383577	low-AF
GCA_002355235.1__GCA_902756235.1	99.3400	85.56	85.66	1026358	strict
GCA_902756235.1__GCA_902759765.1	82.3200	8.00	5.50	65701	verylow-AF
GCA_002937955.1__GCA_002937975.1	98.7000	86.83	42.59	386728	low-AF
GCA_002937955.1__GCA_902630545.1	80.9400	4.73	4.65	42254	verylow-AF
