cluster	genomes	expected_pairs	rows	median_junctions	pct_pairs_ge2_junctions	median_raw_inverted_fraction
HROM_Genome_1789	6	15	15	0.0	0.0	0.51158
HROM_Genome_1795	2	1	1	1.0	0.0	0.48965
HROM_Genome_1797	3	3	3	0.0	0.0	0.52715
HROM_Genome_1799	2	1	1	0.0	0.0	0.55158
HROM_Genome_1804	2	1	1	0.0	0.0	0.44196
HROM_Genome_1807	3	3	3	0.0	0.0	0.48595
HROM_Genome_1808	2	1	1	0.0	0.0	0.47929
HROM_Genome_1810	2	1	1	1.0	0.0	0.4748
HROM_Genome_1814	2	1	1	0.0	0.0	0.50744
HROM_Genome_1815	3	3	3	1.0	0.0	0.51832
HROM_Genome_1818	2	1	1	1.0	0.0	0.48313
HROM_Genome_1823	4	6	6	2.0	50.0	0.4953
HROM_Genome_1828	2	1	1	0.0	0.0	0.44475
HROM_Genome_1829	4	6	6	1.0	16.666666666666668	0.51741
HROM_Genome_1832	2	1	1	0.0	0.0	0.5098
HROM_Genome_1833	5	10	10	0.0	0.0	0.51114
HROM_Genome_1841	5	10	10	0.0	40.0	0.51272
HROM_Genome_1842	2	1	1	0.0	0.0	0.04461
HROM_Genome_1843	2	1	1	0.0	0.0	0.0622
HROM_Genome_1844	2	1	1	0.0	0.0	0.06366
HROM_Genome_1845	2	1	1	0.0	0.0	0.01009
HROM_Genome_1847	2	1	1	0.0	0.0	0.52719
HROM_Genome_1850	2	1	1	0.0	0.0	0.5
HROM_Genome_1872	4	6	6	0.0	0.0	0.48052
HROM_Genome_1873	2	1	1	1.0	0.0	0.49111
HROM_Genome_1876	21	210	210	0.0	20.952380952380953	0.49844
HROM_Genome_1877	12	66	66	1.0	30.303030303030305	0.49765
HROM_Genome_1878	15	105	105	0.0	20.0	0.49805
HROM_Genome_1879	3	3	3	3.0	66.66666666666667	0.47869
HROM_Genome_1880	27	351	351	0.0	1.7094017094017093	0.5
HROM_Genome_1881	2	1	1	1.0	0.0	0.4628
HROM_Genome_1882	13	78	78	0.0	1.2820512820512822	0.48989
HROM_Genome_1883	2	1	1	10.0	100.0	0.57294
HROM_Genome_1884	71	2485	2485	0.0	10.583501006036217	0.49846
HROM_Genome_1885	2	1	1	3.0	100.0	0.48944
HROM_Genome_1886	7	21	21	0.0	23.80952380952381	0.50766
HROM_Genome_1888	6	15	15	0.0	20.0	0.50111
HROM_Genome_1889	560	156520	156520	0.0	13.526066956299514	0.49914
HROM_Genome_1890	6	15	15	0.0	13.333333333333334	0.50937
HROM_Genome_1891	655	214185	214185	0.0	15.756005322501576	0.49931
HROM_Genome_1892	8	28	28	0.0	7.142857142857143	0.50585
HROM_Genome_1893	2	1	1	2.0	100.0	0.50699
HROM_Genome_1894	152	11476	11476	0.0	12.452073893342629	0.5
HROM_Genome_1899	2	1	1	3.0	100.0	0.5048
HROM_Genome_1904	3	3	3	0.0	0.0	0.48788
HROM_Genome_1909	7	21	21	0.0	0.0	0.50152
HROM_Genome_1910	102	5151	5151	0.0	5.20287322849932	0.49898
HROM_Genome_1911	864	372816	372816	0.0	13.280277670486246	0.4989
HROM_Genome_1912	3	3	3	1.0	33.333333333333336	0.46009
HROM_Genome_1913	7	21	21	0.0	4.761904761904762	0.49531
HROM_Genome_1914	4	6	6	0.0	0.0	0.57991
HROM_Genome_1915	12	66	66	0.0	22.727272727272727	0.49573
HROM_Genome_1916	35	595	595	0.0	14.621848739495798	0.50286
HROM_Genome_1918	2	1	1	4.0	100.0	0.43434
HROM_Genome_1919	13	78	78	0.0	3.8461538461538463	0.50562
HROM_Genome_1920	1365	930930	930930	0.0	8.09609745093616	0.49887
HROM_Genome_1921	72	2556	2556	0.0	6.49452269170579	0.49929
HROM_Genome_1922	73	2628	2628	0.0	7.229832572298326	0.5
HROM_Genome_1923	8	28	28	0.0	7.142857142857143	0.50388
HROM_Genome_1924	15	105	105	0.0	5.714285714285714	0.50273
HROM_Genome_1926	63	1953	1953	0.0	16.897081413210447	0.4985
HROM_Genome_1930	3	3	3	0.0	0.0	0.5329
HROM_Genome_1931	738	271953	271953	0.0	4.36987273536236	0.49857
HROM_Genome_1932	112	6216	6216	0.0	7.416344916344916	0.5
HROM_Genome_1933	83	3403	3403	0.0	4.231560387893036	0.49806
HROM_Genome_1934	7	21	21	0.0	4.761904761904762	0.50069
HROM_Genome_1936	3	3	3	3.0	66.66666666666667	0.5121
HROM_Genome_1937	40	780	780	0.0	10.0	0.49947
HROM_Genome_1938	27	351	351	1.0	26.78062678062678	0.49636
HROM_Genome_1939	11	55	55	0.0	3.6363636363636362	0.51018
HROM_Genome_1940	50	1225	1225	0.0	11.673469387755102	0.4953
HROM_Genome_1941	13	78	78	1.0	48.717948717948715	0.50998
HROM_Genome_1943	198	19503	19503	0.0	1.763831205455571	0.49698
HROM_Genome_1944	17	136	136	0.0	18.38235294117647	0.49579
HROM_Genome_1946	33	528	528	0.0	9.090909090909092	0.49494
HROM_Genome_1948	231	26565	26565	0.0	4.494635798983625	0.49734
HROM_Genome_1949	5	10	10	0.0	10.0	0.49057
HROM_Genome_1950	10	45	45	0.0	0.0	0.50386
HROM_Genome_1955	397	78606	78606	0.0	4.427142966185787	0.49216
HROM_Genome_1956	314	49141	49141	0.0	2.885574164139924	0.48986
HROM_Genome_1957	5	10	10	0.0	10.0	0.5615
HROM_Genome_1958	19	171	171	0.0	2.3391812865497075	0.47222
HROM_Genome_1959	122	7381	7381	0.0	4.25416610215418	0.4812
HROM_Genome_1960	26	325	325	0.0	1.5384615384615385	0.46243
HROM_Genome_1961	121	7260	7260	0.0	6.074380165289257	0.47783
HROM_Genome_1962	42	861	861	0.0	1.7421602787456445	0.48084
HROM_Genome_1964	100	4950	4950	0.0	8.444444444444445	0.49827
HROM_Genome_1965	185	17020	17020	0.0	6.357226792009401	0.49917
HROM_Genome_1966	6	15	15	0.0	0.0	0.52429
HROM_Genome_1967	5	10	10	2.0	60.0	0.5015
HROM_Genome_1968	2	1	1	0.0	0.0	0.1
HROM_Genome_1969	2	1	1	0.0	0.0	0.77948
HROM_Genome_1970	2	1	1	2.0	100.0	0.51708
HROM_Genome_1971	5	10	10	1.0	40.0	0.53846
HROM_Genome_1974	2	1	1	7.0	100.0	0.56776
HROM_Genome_1981	6	15	15	0.0	6.666666666666667	0.48669
HROM_Genome_1982	54	1431	1431	0.0	3.63382250174703	0.49624
HROM_Genome_1983	9	36	36	0.0	0.0	0.4902
HROM_Genome_1989	3	3	3	0.0	0.0	0.42857
HROM_Genome_1990	8	28	28	0.0	0.0	0.4759
HROM_Genome_1999	2	1	1	0.0	0.0	0.40752
HROM_Genome_2009	2	1	1	0.0	0.0	0.45143
HROM_Genome_2010	2	1	1	0.0	0.0	0.48986
HROM_Genome_2011	2	1	1	0.0	0.0	0.46547
HROM_Genome_2013	2	1	1	0.0	0.0	0.37829
HROM_Genome_2027	3	3	3	0.0	0.0	0.46619
HROM_Genome_2028	4	6	6	0.0	0.0	0.5092
HROM_Genome_2029	7	21	21	0.0	0.0	0.48924
HROM_Genome_2033	2	1	1	0.0	0.0	0.48473
HROM_Genome_2037	51	1275	1275	0.0	2.4313725490196076	0.50064
HROM_Genome_2038	8	28	28	0.0	14.285714285714286	0.49011
HROM_Genome_2039	11	55	55	0.0	21.818181818181817	0.48319
HROM_Genome_2040	124	7626	7626	0.0	4.130605822187254	0.5
HROM_Genome_2041	250	31125	31125	0.0	13.609638554216868	0.5
HROM_Genome_2042	326	52975	52975	0.0	9.961302501179802	0.49818
HROM_Genome_2043	85	3570	3570	0.0	13.38935574229692	0.50073
HROM_Genome_2044	19	171	171	0.0	1.7543859649122806	0.48805
HROM_Genome_2045	78	3003	3003	0.0	9.324009324009324	0.49937
HROM_Genome_2046	25	300	300	0.0	10.0	0.50377
HROM_Genome_2048	73	2628	2628	0.0	9.703196347031964	0.49939
HROM_Genome_2050	2	1	1	0.0	0.0	0.62633
HROM_Genome_2051	2	1	1	1.0	0.0	0.473
HROM_Genome_2054	3	3	3	1.0	33.333333333333336	0.48692
HROM_Genome_2057	2	1	1	0.0	0.0	0.50347
HROM_Genome_2058	49	1176	1176	1.0	27.465986394557824	0.50085
HROM_Genome_2060	9	36	36	1.0	41.666666666666664	0.52438
HROM_Genome_2061	2	1	1	0.0	0.0	0.49013
HROM_Genome_2062	5	10	10	0.0	0.0	0.48599
HROM_Genome_2063	14	91	91	0.0	1.098901098901099	0.49712
HROM_Genome_2064	16	120	120	0.0	25.833333333333332	0.49946
HROM_Genome_2067	7	21	21	2.0	57.142857142857146	0.51537
HROM_Genome_2068	3	3	3	0.0	33.333333333333336	0.48866
HROM_Genome_2069	12	66	66	1.0	40.90909090909091	0.50297
HROM_Genome_2071	2	1	1	0.0	0.0	0.55823
HROM_Genome_2072	27	351	351	0.0	18.803418803418804	0.4916
HROM_Genome_2073	11	55	55	1.0	40.0	0.49723
HROM_Genome_2075	3	3	3	0.0	0.0	0.49653
HROM_Genome_2076	11	55	55	1.0	25.454545454545453	0.49539
HROM_Genome_2077	3	3	3	0.0	0.0	0.44365
HROM_Genome_2078	5	10	10	0.0	40.0	0.50991
HROM_Genome_2079	2	1	1	0.0	0.0	0.47808
HROM_Genome_2080	8	28	28	0.0	10.714285714285714	0.48818
HROM_Genome_2081	2	1	1	0.0	0.0	0.60824
HROM_Genome_2085	5	10	10	0.0	0.0	0.52312
HROM_Genome_2086	16	120	120	0.0	20.833333333333332	0.5085
HROM_Genome_2087	638	203203	203203	0.0	17.94953814658248	0.5
HROM_Genome_2088	42	861	861	0.0	13.240418118466899	0.502
HROM_Genome_2089	53	1378	1378	0.0	16.9811320754717	0.4986
HROM_Genome_2090	9	36	36	0.0	2.7777777777777777	0.48995
HROM_Genome_2092	4	6	6	1.0	16.666666666666668	0.49033
HROM_Genome_2094	45	990	990	0.0	8.686868686868687	0.50113
HROM_Genome_2095	565	159330	159330	0.0	9.169020272390636	0.49932
HROM_Genome_2096	18	153	153	0.0	14.379084967320262	0.50693
HROM_Genome_2097	37	666	666	0.0	13.963963963963964	0.49275
HROM_Genome_2098	23	253	253	0.0	13.043478260869565	0.5
HROM_Genome_2099	3	3	3	2.0	66.66666666666667	0.525
HROM_Genome_2101	15	105	105	1.0	33.333333333333336	0.49739
HROM_Genome_2102	8	28	28	0.0	25.0	0.51143
HROM_Genome_2104	17	136	136	0.0	19.11764705882353	0.49362
HROM_Genome_2105	24	276	276	0.0	8.333333333333334	0.50227
HROM_Genome_2106	26	325	325	0.0	8.615384615384615	0.5
HROM_Genome_2107	9	36	36	0.0	16.666666666666668	0.45465
HROM_Genome_2109	7	21	21	1.0	4.761904761904762	0.51064
HROM_Genome_2110	3	3	3	0.0	0.0	0.50764
HROM_Genome_2112	4	6	6	0.0	33.333333333333336	0.53064
HROM_Genome_2114	4	6	6	0.0	0.0	0.5085
HROM_Genome_2115	4	6	6	0.0	16.666666666666668	0.49173
HROM_Genome_2116	3	3	3	1.0	33.333333333333336	0.4552
HROM_Genome_2118	6	15	15	0.0	20.0	0.47067
HROM_Genome_2122	2	1	1	3.0	100.0	0.52104
HROM_Genome_2123	3	3	3	0.0	0.0	0.50206
HROM_Genome_2124	2	1	1	0.0	0.0	0.5717
HROM_Genome_2125	6	15	15	1.0	40.0	0.50732
HROM_Genome_2129	2	1	1	5.0	100.0	0.50976
HROM_Genome_2131	3	3	3	1.0	0.0	0.45702
HROM_Genome_2133	12	66	66	0.0	18.181818181818183	0.50661
HROM_Genome_2134	5	10	10	1.0	40.0	0.51935
HROM_Genome_2135	39	741	741	0.0	20.3778677462888	0.49708
HROM_Genome_2136	22	231	231	0.0	23.80952380952381	0.5
HROM_Genome_2138	5	10	10	0.0	10.0	0.54194
HROM_Genome_2139	2	1	1	0.0	0.0	0.52331
HROM_Genome_2140	2	1	1	0.0	0.0	0.51031
HROM_Genome_2141	10	45	45	1.0	40.0	0.51356
HROM_Genome_2143	2	1	1	0.0	0.0	0.58301
HROM_Genome_2144	3	3	3	0.0	0.0	0.51693
HROM_Genome_2145	77	2926	2926	0.0	14.661654135338345	0.5
HROM_Genome_2146	4	6	6	1.0	33.333333333333336	0.4597
HROM_Genome_2147	2	1	1	3.0	100.0	0.45479
HROM_Genome_2154	4	6	6	0.0	0.0	0.51677
HROM_Genome_2156	50	1225	1225	0.0	9.306122448979592	0.50147
HROM_Genome_2160	30	435	435	0.0	22.298850574712645	0.5
HROM_Genome_2163	5	10	10	2.0	50.0	0.50612
HROM_Genome_2168	6	15	15	1.0	13.333333333333334	0.4628
HROM_Genome_2169	2	1	1	3.0	100.0	0.51334
HROM_Genome_2172	33	528	528	0.0	18.37121212121212	0.50076
HROM_Genome_2174	13	78	78	0.0	2.5641025641025643	0.5258
HROM_Genome_2175	4	6	6	0.0	0.0	0.50595
HROM_Genome_2178	21	210	210	0.0	14.761904761904763	0.50111
HROM_Genome_2179	16	120	120	0.0	15.0	0.49908
HROM_Genome_2180	36	630	630	0.0	8.095238095238095	0.49684
HROM_Genome_2182	2	1	1	0.0	0.0	0.58219
HROM_Genome_2184	3	3	3	2.0	66.66666666666667	0.49517
HROM_Genome_2185	2	1	1	9.0	100.0	0.57176
HROM_Genome_2186	11	55	55	0.0	25.454545454545453	0.48998
HROM_Genome_2187	2	1	1	0.0	0.0	0.51936
HROM_Genome_2189	9	36	36	1.0	36.111111111111114	0.51337
HROM_Genome_2191	9	36	36	0.0	25.0	0.48319
HROM_Genome_2192	3	3	3	1.0	33.333333333333336	0.50674
HROM_Genome_2194	4	6	6	0.0	0.0	0.52072
HROM_Genome_2197	5	10	10	0.0	30.0	0.55366
HROM_Genome_2198	2	1	1	2.0	100.0	0.47504
HROM_Genome_2199	27	351	351	0.0	21.08262108262108	0.50292
HROM_Genome_2200	18	153	153	1.0	39.869281045751634	0.50419
HROM_Genome_2201	14	91	91	0.0	21.978021978021978	0.50407
HROM_Genome_2202	2	1	1	0.0	0.0	0.44856
HROM_Genome_2203	8	28	28	1.0	46.42857142857143	0.49909
HROM_Genome_2204	27	351	351	0.0	10.54131054131054	0.50187
HROM_Genome_2207	2	1	1	1.0	0.0	0.46094
HROM_Genome_2209	2	1	1	1.0	0.0	0.52246
HROM_Genome_2210	8	28	28	0.0	14.285714285714286	0.51618
HROM_Genome_2211	2	1	1	0.0	0.0	0.5086
HROM_Genome_2213	4	6	6	2.0	50.0	0.54207
HROM_Genome_2214	9	36	36	0.0	16.666666666666668	0.49087
HROM_Genome_2215	9	36	36	0.0	5.555555555555555	0.51067
HROM_Genome_2217	3	3	3	2.0	66.66666666666667	0.42803
HROM_Genome_2218	12	66	66	1.0	36.36363636363637	0.514
HROM_Genome_2220	10	45	45	0.0	22.22222222222222	0.50539
HROM_Genome_2221	5	10	10	0.0	30.0	0.50749
HROM_Genome_2222	3	3	3	2.0	66.66666666666667	0.59394
HROM_Genome_2224	3	3	3	1.0	0.0	0.57843
HROM_Genome_2227	9	36	36	0.0	19.444444444444443	0.50111
HROM_Genome_2228	3	3	3	1.0	33.333333333333336	0.59687
HROM_Genome_2229	2	1	1	0.0	0.0	0.493
HROM_Genome_2231	5	10	10	1.0	20.0	0.48612
HROM_Genome_2232	5	10	10	4.0	70.0	0.5281
HROM_Genome_2234	4	6	6	0.0	0.0	0.51391
HROM_Genome_2236	17	136	136	1.0	33.8235294117647	0.49894
HROM_Genome_2237	5	10	10	1.0	20.0	0.49859
HROM_Genome_2242	2	1	1	0.0	0.0	0.51774
HROM_Genome_2245	3	3	3	8.0	100.0	0.48259
HROM_Genome_2246	3	3	3	1.0	0.0	0.51101
HROM_Genome_2248	4	6	6	2.0	50.0	0.48948
HROM_Genome_2250	13	78	78	0.0	5.128205128205129	0.5
HROM_Genome_2253	11	55	55	0.0	7.2727272727272725	0.5
HROM_Genome_2255	2	1	1	1.0	0.0	0.4895
HROM_Genome_2256	3	3	3	0.0	33.333333333333336	0.52731
HROM_Genome_2257	4	6	6	0.0	16.666666666666668	0.49345
HROM_Genome_2261	2	1	1	0.0	0.0	0.45734
HROM_Genome_2262	2	1	1	2.0	100.0	0.59955
HROM_Genome_2265	2	1	1	0.0	0.0	0.53129
HROM_Genome_2270	2	1	1	1.0	0.0	0.43723
HROM_Genome_2271	2	1	1	0.0	0.0	0.68078
HROM_Genome_2272	3	3	3	0.0	33.333333333333336	0.52053
HROM_Genome_2279	3	3	3	1.0	33.333333333333336	0.49533
HROM_Genome_2280	2	1	1	2.0	100.0	0.54167
HROM_Genome_2282	3	3	3	0.0	33.333333333333336	0.511
HROM_Genome_2284	2	1	1	0.0	0.0	0.71155
HROM_Genome_2285	7	21	21	0.0	19.047619047619047	0.51991
HROM_Genome_2286	2	1	1	0.0	0.0	0.45118
HROM_Genome_2287	2	1	1	3.0	100.0	0.49478
HROM_Genome_2291	3	3	3	0.0	0.0	0.45854
HROM_Genome_2293	2	1	1	0.0	0.0	0.42005
HROM_Genome_2296	2	1	1	0.0	0.0	0.57432
HROM_Genome_2298	2	1	1	0.0	0.0	0.44106
HROM_Genome_2301	2	1	1	2.0	100.0	0.54647
HROM_Genome_2306	8	28	28	0.0	17.857142857142858	0.51166
HROM_Genome_2307	2	1	1	0.0	0.0	0.50742
HROM_Genome_2308	3	3	3	1.0	33.333333333333336	0.57419
HROM_Genome_2310	2	1	1	1.0	0.0	0.44169
HROM_Genome_2311	5	10	10	0.0	10.0	0.51177
HROM_Genome_2312	4	6	6	0.0	0.0	0.51724
HROM_Genome_2313	5	10	10	1.0	40.0	0.48545
HROM_Genome_2315	6	15	15	0.0	20.0	0.49696
HROM_Genome_2316	2	1	1	1.0	0.0	0.52362
HROM_Genome_2319	2	1	1	0.0	0.0	0.51113
HROM_Genome_2327	4	6	6	1.0	33.333333333333336	0.52267
HROM_Genome_2328	2	1	1	0.0	0.0	0.52441
HROM_Genome_2330	2	1	1	0.0	0.0	0.52017
HROM_Genome_2333	9	36	36	1.0	22.22222222222222	0.491
HROM_Genome_2334	2	1	1	0.0	0.0	0.56266
HROM_Genome_2335	3	3	3	1.0	33.333333333333336	0.47745
HROM_Genome_2338	2	1	1	1.0	0.0	0.42281
HROM_Genome_2339	4	6	6	2.0	50.0	0.53009
HROM_Genome_2344	3	3	3	0.0	0.0	0.52259
HROM_Genome_2347	2	1	1	2.0	100.0	0.58131
HROM_Genome_2349	4	6	6	0.0	0.0	0.53799
HROM_Genome_2350	2	1	1	0.0	0.0	0.47826
HROM_Genome_2353	2	1	1	0.0	0.0	0.46081
HROM_Genome_2355	2	1	1	2.0	100.0	0.51322
HROM_Genome_2357	3	3	3	0.0	0.0	0.53288
HROM_Genome_2358	3	3	3	0.0	33.333333333333336	0.54206
HROM_Genome_2359	2	1	1	0.0	0.0	0.50372
HROM_Genome_2362	3	3	3	0.0	0.0	0.54454
HROM_Genome_2373	8	28	28	0.0	21.428571428571427	0.54741
HROM_Genome_2376	3	3	3	2.0	66.66666666666667	0.50999
HROM_Genome_2379	2	1	1	4.0	100.0	0.47049
HROM_Genome_2381	3	3	3	1.0	33.333333333333336	0.50798
HROM_Genome_2385	4	6	6	1.0	16.666666666666668	0.45968
HROM_Genome_2387	2	1	1	0.0	0.0	0.52833
HROM_Genome_2388	2	1	1	0.0	0.0	0.44096
HROM_Genome_2389	3	3	3	0.0	0.0	0.54905
HROM_Genome_2392	2	1	1	2.0	100.0	0.42699
HROM_Genome_2395	2	1	1	1.0	0.0	0.49739
HROM_Genome_2399	2	1	1	0.0	0.0	0.49023
HROM_Genome_2409	2	1	1	0.0	0.0	0.50481
HROM_Genome_2411	11	55	55	1.0	36.36363636363637	0.50356
HROM_Genome_2412	6	15	15	0.0	13.333333333333334	0.53333
HROM_Genome_2414	4	6	6	0.0	16.666666666666668	0.49479
HROM_Genome_2416	2	1	1	0.0	0.0	0.54802
HROM_Genome_2418	3	3	3	1.0	33.333333333333336	0.43678
HROM_Genome_2419	3	3	3	0.0	0.0	0.50118
HROM_Genome_2420	3	3	3	0.0	0.0	0.52655
HROM_Genome_2421	4	6	6	2.0	50.0	0.54083
HROM_Genome_2422	3	3	3	0.0	0.0	0.53023
HROM_Genome_2425	2	1	1	0.0	0.0	0.42266
HROM_Genome_2426	2	1	1	1.0	0.0	0.46983
HROM_Genome_2435	2	1	1	2.0	100.0	0.49675
HROM_Genome_2437	2	1	1	0.0	0.0	0.45641
HROM_Genome_2440	2	1	1	0.0	0.0	0.50915
HROM_Genome_2441	3	3	3	0.0	0.0	0.51629
HROM_Genome_2455	2	1	1	0.0	0.0	0.48129
HROM_Genome_2495	2	1	1	0.0	0.0	0.50399
HROM_Genome_2497	51	1275	1275	0.0	10.196078431372548	0.50199
HROM_Genome_2498	19	171	171	0.0	14.619883040935672	0.49583
HROM_Genome_2499	49	1176	1176	1.0	23.299319727891156	0.49831
HROM_Genome_2500	38	703	703	0.0	18.06543385490754	0.50504
HROM_Genome_2502	713	253828	253828	0.0	23.67075342357817	0.5
HROM_Genome_2503	4	6	6	5.0	100.0	0.55703
HROM_Genome_2504	40	780	780	0.0	5.0	0.49958
HROM_Genome_2505	13	78	78	1.0	29.487179487179485	0.46943
HROM_Genome_2506	44	946	946	0.0	26.004228329809724	0.50327
HROM_Genome_2507	92	4186	4186	0.0	11.490683229813664	0.49746
HROM_Genome_2508	5	10	10	3.0	70.0	0.54462
HROM_Genome_2509	72	2556	2556	0.0	11.89358372456964	0.5
HROM_Genome_2510	3	3	3	0.0	0.0	0.46768
HROM_Genome_2511	3	3	3	2.0	66.66666666666667	0.43014
HROM_Genome_2512	13	78	78	0.0	8.974358974358974	0.509
HROM_Genome_2513	29	406	406	0.0	15.270935960591133	0.49951
HROM_Genome_2514	10	45	45	0.0	4.444444444444445	0.53109
HROM_Genome_2515	8	28	28	2.0	53.57142857142857	0.49657
HROM_Genome_2516	4	6	6	1.0	33.333333333333336	0.50675
HROM_Genome_2518	2	1	1	0.0	0.0	0.50591
HROM_Genome_2520	3	3	3	0.0	0.0	0.48991
HROM_Genome_2521	3	3	3	0.0	0.0	0.54348
HROM_Genome_2524	4	6	6	1.0	33.333333333333336	0.53957
HROM_Genome_2525	2	1	1	0.0	0.0	0.61749
HROM_Genome_2526	2	1	1	0.0	0.0	0.47528
HROM_Genome_2527	3	3	3	0.0	0.0	0.52753
HROM_Genome_2528	3	3	3	0.0	0.0	0.45884
HROM_Genome_2529	2	1	1	10.0	100.0	0.43794
HROM_Genome_2533	6	15	15	0.0	0.0	0.48059
HROM_Genome_2534	3	3	3	0.0	33.333333333333336	0.51912
HROM_Genome_2536	5	10	10	0.0	20.0	0.51829
HROM_Genome_2537	19	171	171	1.0	26.900584795321638	0.49642
HROM_Genome_2539	3	3	3	0.0	0.0	0.52349
HROM_Genome_2544	4	6	6	1.0	0.0	0.52526
HROM_Genome_2548	60	1770	1770	1.0	33.67231638418079	0.50069
HROM_Genome_2549	8	28	28	1.0	46.42857142857143	0.49577
HROM_Genome_2550	3	3	3	0.0	0.0	0.49601
HROM_Genome_2551	6	15	15	4.0	73.33333333333333	0.4876
HROM_Genome_2552	5	10	10	5.0	100.0	0.5236
HROM_Genome_2553	234	27261	27261	0.0	15.432302556766077	0.49468
HROM_Genome_2556	360	64620	64620	0.0	9.769421231816775	0.49934
HROM_Genome_2557	475	112575	112575	0.0	12.27981345769487	0.49942
HROM_Genome_2559	2	1	1	0.0	0.0	0.14141
HROM_Genome_2562	33	528	528	0.0	15.340909090909092	0.50156
HROM_Genome_2564	2	1	1	0.0	0.0	0.52446
HROM_Genome_2566	10	45	45	1.0	48.888888888888886	0.4979
HROM_Genome_2567	8	28	28	1.0	28.571428571428573	0.5021
HROM_Genome_2568	2	1	1	1.0	0.0	0.46442
HROM_Genome_2572	38	703	703	0.0	20.62588904694168	0.50248
HROM_Genome_2573	74	2701	2701	0.0	17.54905590522029	0.5
HROM_Genome_2574	104	5356	5356	0.0	17.419716206123972	0.49833
HROM_Genome_2575	36	630	630	1.0	30.317460317460316	0.49742
HROM_Genome_2576	26	325	325	0.0	24.307692307692307	0.50969
HROM_Genome_2577	84	3486	3486	0.0	14.802065404475043	0.50096
HROM_Genome_2578	127	8001	8001	0.0	10.723659542557181	0.5
HROM_Genome_2579	6	15	15	1.0	20.0	0.51044
HROM_Genome_2582	5	10	10	1.0	40.0	0.54065
HROM_Genome_2583	7	21	21	0.0	9.523809523809524	0.49178
HROM_Genome_2584	3	3	3	1.0	0.0	0.5361
HROM_Genome_2585	6	15	15	0.0	6.666666666666667	0.48246
HROM_Genome_2586	3	3	3	3.0	66.66666666666667	0.51404
HROM_Genome_2589	1406	987715	987715	0.0	2.2355639025427374	0.4984
HROM_Genome_2590	243	29403	29403	0.0	4.448525660646872	0.49877
HROM_Genome_2591	70	2415	2415	0.0	1.1594202898550725	0.5
HROM_Genome_2593	82	3321	3321	0.0	1.5657934357121348	0.49627
HROM_Genome_2595	20	190	190	0.0	2.6315789473684212	0.50445
HROM_Genome_2596	4	6	6	0.0	0.0	0.52137
HROM_Genome_2598	3	3	3	0.0	0.0	0.52449
HROM_Genome_2601	3	3	3	0.0	0.0	0.51799
HROM_Genome_2602	84	3486	3486	0.0	3.6431440045897876	0.5
HROM_Genome_2605	31	465	465	0.0	9.24731182795699	0.4979
HROM_Genome_2606	11	55	55	0.0	3.6363636363636362	0.48042
HROM_Genome_2607	3	3	3	0.0	0.0	0.47593
HROM_Genome_2609	2	1	1	2.0	100.0	0.52564
HROM_Genome_2618	4	6	6	0.0	16.666666666666668	0.4931
HROM_Genome_2619	8	28	28	0.0	7.142857142857143	0.4834
HROM_Genome_2621	3	3	3	0.0	0.0	0.52765
HROM_Genome_2622	2	1	1	0.0	0.0	0.49088
HROM_Genome_2633	3	3	3	0.0	0.0	0.1465
HROM_Genome_2634	2	1	1	1.0	0.0	0.04949
HROM_Genome_2636	11	55	55	2.0	60.0	0.49894
HROM_Genome_2637	10	45	45	1.0	44.44444444444444	0.49217
HROM_Genome_2638	3	3	3	0.0	0.0	0.51576
HROM_Genome_2639	4	6	6	0.0	0.0	0.50362
HROM_Genome_2641	2	1	1	0.0	0.0	0.56689
HROM_Genome_2644	30	435	435	0.0	5.517241379310345	0.5
HROM_Genome_2645	154	11781	11781	0.0	4.21865715983363	0.49823
HROM_Genome_2646	151	11325	11325	0.0	4.423841059602649	0.49677
HROM_Genome_2648	8	28	28	0.0	10.714285714285714	0.48207
HROM_Genome_2654	159	12561	12561	0.0	0.8916487540800891	0.49689
HROM_Genome_2655	87	3741	3741	0.0	1.1761561079925154	0.49485
HROM_Genome_2656	104	5356	5356	0.0	2.520537714712472	0.49468
HROM_Genome_2657	48	1128	1128	0.0	5.053191489361702	0.48649
HROM_Genome_2658	13	78	78	0.0	0.0	0.47138
HROM_Genome_2659	2	1	1	0.0	0.0	0.50977
HROM_Genome_2660	4	6	6	0.0	33.333333333333336	0.49795
HROM_Genome_2663	2	1	1	0.0	0.0	0.44369
HROM_Genome_2664	88	3828	3828	0.0	1.9592476489028212	0.4949
HROM_Genome_2665	303	45753	45753	0.0	3.6172491421327564	0.4991
HROM_Genome_2666	3	3	3	0.0	0.0	0.42593
HROM_Genome_2667	3	3	3	0.0	0.0	0.50202
HROM_Genome_2668	15	105	105	0.0	16.19047619047619	0.50128
HROM_Genome_2669	58	1653	1653	0.0	10.344827586206897	0.5015
HROM_Genome_2670	246	30135	30135	0.0	14.547867927658869	0.49833
HROM_Genome_2671	41	820	820	0.0	3.5365853658536586	0.49462
HROM_Genome_2672	6	15	15	0.0	6.666666666666667	0.50633
HROM_Genome_2673	8	28	28	0.0	14.285714285714286	0.50302
HROM_Genome_2674	2	1	1	1.0	0.0	0.5549
HROM_Genome_2675	9	36	36	0.0	16.666666666666668	0.47896
HROM_Genome_2676	5	10	10	0.0	0.0	0.51252
