query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	anchor_adjacency	breakpoint_count
ENA|CYDQ01000001|CYDQ01000001.1	ENA|BA000007|BA000007.3	98.0772	98.4689	0.8363	0.8184	0.03160	84	0.8261	1041
ENA|CYDQ01000001|CYDQ01000001.1	ENA|AP009048|AP009048.1	98.5575	98.9203	0.8137	0.9221	0.02621	61	0.8716	740
ENA|CYDQ01000001|CYDQ01000001.1	ENA|AE014075|AE014075.1	96.8890	97.5388	0.7884	0.7979	0.04307	78	0.8770	594
ENA|CYDQ01000001|CYDQ01000001.1	ENA|CP000243|CP000243.1	96.8726	97.5023	0.8044	0.8500	0.04319	71	0.8980	485
ENA|CYDQ01000001|CYDQ01000001.1	ENA|AM946981|AM946981.2	98.5852	98.9292	0.8045	0.9176	0.02615	61	0.8771	701
ENA|CYDQ01000001|CYDQ01000001.1	ENA|AE005674|AE005674.2	98.3715	98.7503	0.7476	0.8659	0.02948	89	0.8694	689
ENA|CYDQ01000001|CYDQ01000001.1	ENA|CP000038|CP000038.1	98.6823	99.0687	0.7727	0.8732	0.02457	88	0.8749	701
ENA|CYDQ01000001|CYDQ01000001.1	ENA|CU928158|CU928158.2	92.2776	94.7196	0.5418	0.6197	0.08316	78	0.7962	493
ENA|CYDQ01000001|CYDQ01000001.1	ENA|AE006468|AE006468.2	83.9631	88.4540	0.1179	0.1267	0.31975	16	0.2185	472
ENA|CYDQ01000001|CYDQ01000001.1	ENA|AL513382|AL513382.1	83.1825	87.9662	0.1307	0.1427	0.31885	15	0.2630	384
ENA|CYDQ01000001|CYDQ01000001.1	ENA|CP000647|CP000647.1	83.1697	88.5241	0.0803	0.0778	0.38063	14	0.3521	173
ENA|CYDQ01000001|CYDQ01000001.1	ENA|CP001918|CP001918.1	84.4172	87.6278	0.1376	0.1298	0.32425	14	0.4463	165
ENA|CYDQ01000001|CYDQ01000001.1	ENA|FN543502|FN543502.1	82.5217	88.2435	0.1785	0.1736	0.26894	25	0.4322	247
ENA|CYDQ01000001|CYDQ01000001.1	ENA|JUNK01000001|JUNK01000001.1	97.9521	98.1510	0.6198	0.3571	0.03781	361	0.7037	1619
ENA|CYDQ01000001|CYDQ01000001.1	ENA|LFJZ01000001|LFJZ01000001.1	99.3005	99.4760	0.8380	0.8821	0.01736	73	0.9223	464
ENA|CYDQ01000001|CYDQ01000001.1	ENA|CYEF01000001|CYEF01000001.1	99.1728	99.3881	0.8405	0.8013	0.01884	95	0.8889	682
ENA|CYDQ01000001|CYDQ01000001.1	ENA|CYEJ01000001|CYEJ01000001.1	99.2316	99.4268	0.8520	0.8528	0.01803	88	0.8961	646
ENA|CYDQ01000001|CYDQ01000001.1	ENA|CYDQ01000001|CYDQ01000001.1	99.9999	99.9999	0.9536	0.9536	0.22253	83	0.8855	818
ENA|CYDQ01000001|CYDQ01000001.1	ENA|CYDW01000001|CYDW01000001.1	96.9081	97.5115	0.7920	0.8547	0.04316	89	0.8713	626
ENA|CYDQ01000001|CYDQ01000001.1	ENA|CYEE01000001|CYEE01000001.1	99.9480	99.9522	0.8911	0.8868	0.00498	89	0.8865	782
ENA|CYDQ01000001|CYDQ01000001.1	ENA|CYEP01000001|CYEP01000001.1	96.9422	97.5345	0.7988	0.8200	0.04277	89	0.8769	600
ENA|CYDW01000001|CYDW01000001.1	ENA|U00096|U00096.3	97.1014	97.5969	0.8318	0.9110	0.04258	53	0.8887	530
ENA|CYDW01000001|CYDW01000001.1	ENA|BA000007|BA000007.3	97.0311	97.5557	0.8446	0.8111	0.04270	73	0.8531	740
ENA|CYDW01000001|CYDW01000001.1	ENA|AP009048|AP009048.1	97.0985	97.5947	0.8318	0.9111	0.04260	53	0.8886	530
ENA|CYDW01000001|CYDW01000001.1	ENA|AE014075|AE014075.1	98.9157	99.1975	0.8743	0.8167	0.02213	60	0.9261	416
ENA|CYDW01000001|CYDW01000001.1	ENA|CP000243|CP000243.1	98.9848	99.2292	0.8701	0.8537	0.02163	55	0.9348	365
ENA|CYDW01000001|CYDW01000001.1	ENA|AM946981|AM946981.2	96.9696	97.5274	0.8395	0.9219	0.04319	50	0.8947	498
ENA|CYDW01000001|CYDW01000001.1	ENA|AE005674|AE005674.2	96.8279	97.4034	0.7754	0.8633	0.04584	76	0.8809	527
ENA|CYDW01000001|CYDW01000001.1	ENA|CP000038|CP000038.1	96.8786	97.4859	0.7712	0.8669	0.04500	75	0.8846	514
ENA|CYDW01000001|CYDW01000001.1	ENA|CU928158|CU928158.2	92.2771	94.6677	0.5761	0.6280	0.08375	77	0.8151	434
ENA|CYDW01000001|CYDW01000001.1	ENA|AE006468|AE006468.2	83.4408	88.7581	0.1265	0.1297	0.30985	18	0.2487	423
ENA|CYDW01000001|CYDW01000001.1	ENA|AL513382|AL513382.1	80.2882	88.3517	0.1442	0.1465	0.30526	17	0.2794	361
ENA|CYDW01000001|CYDW01000001.1	ENA|CP000647|CP000647.1	81.8237	88.3780	0.0937	0.0876	0.36847	12	0.3460	189
ENA|CYDW01000001|CYDW01000001.1	ENA|CP001918|CP001918.1	84.2123	88.2977	0.1319	0.1207	0.32626	17	0.4471	162
ENA|CYDW01000001|CYDW01000001.1	ENA|FN543502|FN543502.1	83.7508	88.6208	0.1788	0.1635	0.27068	22	0.3935	282
ENA|CYDW01000001|CYDW01000001.1	ENA|JUNK01000001|JUNK01000001.1	97.7714	97.9725	0.6249	0.3412	0.04089	356	0.7113	1451
ENA|CYDW01000001|CYDW01000001.1	ENA|LFJZ01000001|LFJZ01000001.1	96.9464	97.5059	0.8375	0.8516	0.04327	72	0.9132	402
ENA|CYDW01000001|CYDW01000001.1	ENA|CYEF01000001|CYEF01000001.1	97.1111	97.5839	0.8340	0.7657	0.04233	98	0.8945	503
ENA|CYDW01000001|CYDW01000001.1	ENA|CYEJ01000001|CYEJ01000001.1	97.0095	97.5449	0.8438	0.8135	0.04268	88	0.8971	490
ENA|CYDW01000001|CYDW01000001.1	ENA|CYDQ01000001|CYDQ01000001.1	97.1165	97.5990	0.8228	0.8100	0.04238	93	0.8636	669
ENA|CYDW01000001|CYDW01000001.1	ENA|CYDW01000001|CYDW01000001.1	99.9999	99.9999	0.9739	0.9739	0.22608	50	0.9349	430
ENA|CYDW01000001|CYDW01000001.1	ENA|CYEE01000001|CYEE01000001.1	97.0804	97.5858	0.8405	0.8249	0.04226	100	0.8897	530
ENA|CYDW01000001|CYDW01000001.1	ENA|CYEP01000001|CYEP01000001.1	98.9307	99.1930	0.8850	0.8425	0.02194	76	0.9229	443
ENA|CYEE01000001|CYEE01000001.1	ENA|U00096|U00096.3	98.5413	98.9132	0.8105	0.9265	0.02625	68	0.8949	591
ENA|CYEE01000001|CYEE01000001.1	ENA|BA000007|BA000007.3	98.1054	98.4798	0.8243	0.8116	0.03152	86	0.8498	870
ENA|CYEE01000001|CYEE01000001.1	ENA|AP009048|AP009048.1	98.5387	98.9116	0.8105	0.9266	0.02627	68	0.8949	591
ENA|CYEE01000001|CYEE01000001.1	ENA|AE014075|AE014075.1	96.8799	97.5332	0.7882	0.7945	0.04294	90	0.9010	468
ENA|CYEE01000001|CYEE01000001.1	ENA|CP000243|CP000243.1	96.8907	97.5148	0.7936	0.8339	0.04301	83	0.9158	393
ENA|CYEE01000001|CYEE01000001.1	ENA|AM946981|AM946981.2	98.6188	98.9411	0.7953	0.9154	0.02594	73	0.9013	549
ENA|CYEE01000001|CYEE01000001.1	ENA|AE005674|AE005674.2	98.3665	98.7530	0.7414	0.8655	0.02940	99	0.8898	569
ENA|CYEE01000001|CYEE01000001.1	ENA|CP000038|CP000038.1	98.6937	99.0713	0.7624	0.8691	0.02453	95	0.8907	601
ENA|CYEE01000001|CYEE01000001.1	ENA|CU928158|CU928158.2	92.7455	94.8781	0.5140	0.5965	0.08285	83	0.8115	444
ENA|CYEE01000001|CYEE01000001.1	ENA|AE006468|AE006468.2	85.8353	89.3607	0.0883	0.0956	0.33603	16	0.2212	433
ENA|CYEE01000001|CYEE01000001.1	ENA|AL513382|AL513382.1	84.7151	88.9813	0.1034	0.1165	0.32187	17	0.2840	368
ENA|CYEE01000001|CYEE01000001.1	ENA|CP000647|CP000647.1	82.5815	88.5761	0.0735	0.0719	0.39312	13	0.3296	179
ENA|CYEE01000001|CYEE01000001.1	ENA|CP001918|CP001918.1	84.6859	87.7226	0.1432	0.1354	0.31360	16	0.4686	161
ENA|CYEE01000001|CYEE01000001.1	ENA|FN543502|FN543502.1	82.3650	88.0820	0.1935	0.1913	0.25947	26	0.4646	227
ENA|CYEE01000001|CYEE01000001.1	ENA|JUNK01000001|JUNK01000001.1	97.9128	98.1339	0.6323	0.3667	0.03763	373	0.7216	1509
ENA|CYEE01000001|CYEE01000001.1	ENA|LFJZ01000001|LFJZ01000001.1	99.2786	99.4652	0.8352	0.8811	0.01749	79	0.9355	381
ENA|CYEE01000001|CYEE01000001.1	ENA|CYEF01000001|CYEF01000001.1	99.1416	99.3712	0.8394	0.8004	0.01907	101	0.9033	585
ENA|CYEE01000001|CYEE01000001.1	ENA|CYEJ01000001|CYEJ01000001.1	99.2417	99.4280	0.8459	0.8553	0.01803	88	0.9124	534
ENA|CYEE01000001|CYEE01000001.1	ENA|CYDQ01000001|CYDQ01000001.1	99.9548	99.9574	0.8843	0.8903	0.00470	90	0.8855	789
ENA|CYEE01000001|CYEE01000001.1	ENA|CYDW01000001|CYDW01000001.1	96.8949	97.5050	0.7991	0.8718	0.04296	97	0.8955	499
ENA|CYEE01000001|CYEE01000001.1	ENA|CYEE01000001|CYEE01000001.1	99.9999	99.9999	0.9614	0.9614	0.22042	85	0.9117	619
ENA|CYEE01000001|CYEE01000001.1	ENA|CYEP01000001|CYEP01000001.1	96.8479	97.5003	0.8039	0.8230	0.04289	95	0.8949	506
ENA|CYEP01000001|CYEP01000001.1	ENA|U00096|U00096.3	97.1401	97.6251	0.7738	0.9165	0.04220	59	0.8939	504
ENA|CYEP01000001|CYEP01000001.1	ENA|BA000007|BA000007.3	96.9616	97.5293	0.7878	0.8026	0.04292	77	0.8587	705
ENA|CYEP01000001|CYEP01000001.1	ENA|AP009048|AP009048.1	97.1391	97.6242	0.7749	0.9180	0.04220	60	0.8945	501
ENA|CYEP01000001|CYEP01000001.1	ENA|AE014075|AE014075.1	99.0526	99.2783	0.8219	0.8380	0.02066	69	0.9201	466
ENA|CYEP01000001|CYEP01000001.1	ENA|CP000243|CP000243.1	99.0501	99.2601	0.8271	0.8772	0.02088	70	0.9386	352
ENA|CYEP01000001|CYEP01000001.1	ENA|AM946981|AM946981.2	97.0212	97.5761	0.7755	0.9100	0.04266	59	0.8924	511
ENA|CYEP01000001|CYEP01000001.1	ENA|AE005674|AE005674.2	96.9158	97.4696	0.7173	0.8650	0.04525	82	0.8830	518
ENA|CYEP01000001|CYEP01000001.1	ENA|CP000038|CP000038.1	96.9467	97.5334	0.7176	0.8511	0.04428	78	0.8888	499
ENA|CYEP01000001|CYEP01000001.1	ENA|CU928158|CU928158.2	92.3027	94.6823	0.5322	0.6252	0.08350	75	0.8267	402
ENA|CYEP01000001|CYEP01000001.1	ENA|AE006468|AE006468.2	82.4280	88.0264	0.1471	0.1595	0.29809	19	0.2854	378
ENA|CYEP01000001|CYEP01000001.1	ENA|AL513382|AL513382.1	82.6045	88.6901	0.1290	0.1449	0.30211	18	0.3333	324
ENA|CYEP01000001|CYEP01000001.1	ENA|CP000647|CP000647.1	81.0564	88.0501	0.0847	0.0845	0.39107	10	0.3346	177
ENA|CYEP01000001|CYEP01000001.1	ENA|CP001918|CP001918.1	85.4229	89.3358	0.0775	0.0756	0.36844	14	0.3621	185
ENA|CYEP01000001|CYEP01000001.1	ENA|FN543502|FN543502.1	84.2830	89.3147	0.1708	0.1666	0.24949	28	0.4551	273
ENA|CYEP01000001|CYEP01000001.1	ENA|JUNK01000001|JUNK01000001.1	97.7774	97.9900	0.5984	0.3499	0.04014	368	0.7127	1484
ENA|CYEP01000001|CYEP01000001.1	ENA|LFJZ01000001|LFJZ01000001.1	97.0054	97.5337	0.7790	0.8497	0.04293	78	0.9213	363
ENA|CYEP01000001|CYEP01000001.1	ENA|CYEF01000001|CYEF01000001.1	97.1946	97.6335	0.7865	0.7762	0.04145	111	0.8960	506
ENA|CYEP01000001|CYEP01000001.1	ENA|CYEJ01000001|CYEJ01000001.1	97.0505	97.5575	0.7706	0.7942	0.04263	100	0.8992	477
ENA|CYEP01000001|CYEP01000001.1	ENA|CYDQ01000001|CYDQ01000001.1	97.0311	97.5774	0.7771	0.8141	0.04246	93	0.8717	628
ENA|CYEP01000001|CYEP01000001.1	ENA|CYDW01000001|CYDW01000001.1	98.8985	99.1845	0.8225	0.8954	0.02208	80	0.9225	445
ENA|CYEP01000001|CYEP01000001.1	ENA|CYEE01000001|CYEE01000001.1	97.0931	97.6045	0.7842	0.8248	0.04200	102	0.8891	536
ENA|CYEP01000001|CYEP01000001.1	ENA|CYEP01000001|CYEP01000001.1	99.9999	99.9999	0.9689	0.9689	0.21956	59	0.9454	376
