query	reference	s2b_raw_ani	s2b_mash_ani	s2b_af_q	s2b_af_r	s2b_shared_tags	s2b_containment	s2b_ref_gc	s2b_corrected_ani	s2b_error
GCA_015256915.2	GCA_013333405.2	0.000000	0.000000	0.041420	0.044586	0	0.000000	0.358036	0.000000	
GCF_900100275.1	GCF_014646255.1	1.000000	0.899489	0.067329	0.059189	1335	0.500000	0.690974	0.871489	
GCF_000196655.1	GCA_018609725.1	1.000000	0.887025	0.134394	0.156850	245	0.500000	0.367613	0.859025	
GCA_001725235.1	GCF_001298675.1	1.000000	0.897931	0.046749	0.055353	197	0.500000	0.655015	0.869931	
GCF_003144325.1	GCF_011045835.1	1.000000	0.900634	0.216320	0.182231	281	0.500000	0.387751	0.872634	
GCF_014892515.1	GCF_016742955.1	1.000000	0.854216	0.016747	0.018626	348	0.500000	0.713925	0.826216	
GCA_015482705.2	GCF_003182595.1	1.000000	0.916014	0.081110	0.079253	225	0.500000	0.469825	0.888014	
GCF_003014575.1	GCF_004216715.1	1.000000	0.824350	0.024961	0.019416	113	0.500000	0.409365	0.796350	
GCA_000018565.1	GCF_003205875.1	1.000000	0.843187	0.038676	0.057939	104	0.500000	0.507714	0.815187	
GCF_001306135.1	GCF_016907925.1	1.000000	0.928619	0.128791	0.138138	276	0.500000	0.509938	0.900619	
GCF_009792235.1	GCA_002282935.1	1.000000	0.865339	0.154601	0.209221	1198	0.500000	0.423484	0.837339	
GCA_015488995.1	GCA_015485845.1	1.000000	0.892514	0.016380	0.012048	41	0.500000	0.522034	0.864514	
GCF_003628475.1	GCF_003601925.1	1.000000	0.869508	0.013306	0.017039	45	0.500000	0.512554	0.841508	
GCA_013151565.1	GCA_003233295.1	1.000000	0.967641	0.124739	0.143888	299	0.500000	0.359902	0.939641	
GCA_016217595.1	GCA_002070825.1	0.000000	0.000000	0.001086	0.000914	0	0.000000	0.647407	0.000000	
GCA_012510295.1	GCA_012521035.1	1.000000	0.920735	0.063825	0.053423	277	0.500000	0.594696	0.892735	
GCA_013823625.1	GCA_013297625.1	1.000000	0.906429	0.092985	0.086626	114	0.500000	0.664556	0.878429	
GCA_013287545.1	GCA_013288015.1	0.000000	0.000000	0.006036	0.004580	0	0.000000	0.352686	0.000000	
GCF_000382065.1	GCF_002887735.1	1.000000	0.834186	0.015736	0.014768	73	0.500000	0.665399	0.806186	
GCA_003149565.1	GCF_002115805.1	1.000000	0.853508	0.011437	0.010372	80	0.500000	0.599523	0.825508	
GCA_001468925.1	GCA_018897535.1	1.000000	0.945025	0.093842	0.084881	32	0.500000	0.292451	0.917025	
GCA_019233825.1	GCA_019236035.1	1.000000	0.914390	0.024272	0.013624	75	0.500000	0.550926	0.886390	
GCA_016866355.1	GCA_016868475.1	0.000000	0.000000	0.004295	0.005177	0	0.000000	0.418426	0.000000	
GCF_011250635.1	GCF_011250645.1	1.000000	0.852110	0.020482	0.020735	324	0.500000	0.741155	0.824110	
GCF_000262755.1	GCF_000724485.1	1.000000	0.847609	0.028002	0.028438	73	0.500000	0.385894	0.819609	
GCF_900141935.1	GCF_012272855.1	1.000000	0.913251	0.101269	0.091400	423	0.500000	0.389592	0.885251	
GCF_000754095.2	GCF_001753165.1	1.000000	0.846622	0.036559	0.032231	153	0.500000	0.618303	0.818622	
GCA_016756835.1	GCA_003934985.1	1.000000	0.928484	0.135837	0.152525	915	0.500000	0.540963	0.900484	
GCF_900109545.1	GCF_900111745.1	1.000000	0.933220	0.179157	0.185686	4958	0.500000	0.694066	0.905220	
GCF_002995785.1	GCF_000619945.1	1.000000	0.887205	0.019128	0.013291	25	0.500000	0.292750	0.859205	
GCA_005881295.1	GCA_001919995.1	1.000000	0.972659	0.156342	0.179375	694	0.500000	0.534479	0.944659	
GCA_018819325.1	GCA_018817845.1	1.000000	0.957806	0.210227	0.257391	148	0.500000	0.398184	0.929806	
GCF_900115905.1	GCF_014646575.1	1.000000	0.852399	0.021177	0.026077	118	0.500000	0.627158	0.824399	
GCA_003331875.1	GCA_902609185.1	0.000000	0.000000	0.019397	0.022059	0	0.000000	0.306842	0.000000	
GCF_002939985.1	GCF_000454545.1	1.000000	0.824315	0.050178	0.043122	226	0.500000	0.651274	0.796315	
GCF_009617895.1	GCF_003014495.1	1.000000	0.856997	0.008536	0.007949	41	0.500000	0.450933	0.828997	
GCF_001832885.1	GCF_001832905.1	1.000000	0.934043	0.172718	0.160146	176	0.500000	0.329826	0.906043	
GCA_900170005.1	GCF_000210055.1	1.000000	0.835539	0.014344	0.015777	81	0.500000	0.604264	0.807539	
GCF_014652335.1	GCF_007644045.2	1.000000	0.892163	0.014895	0.016765	37	0.500000	0.631566	0.864163	
GCA_009702245.1	GCA_002737595.1	1.000000	0.924668	0.068621	0.088424	110	0.500000	0.524754	0.896668	
GCF_002844335.1	GCF_000337775.1	1.000000	0.876797	0.059774	0.059318	755	0.500000	0.617976	0.848797	
GCF_008729015.1	GCF_001485575.1	1.000000	0.880262	0.049363	0.046376	643	0.500000	0.609529	0.852262	
GCF_900475315.1	GCF_003044425.1	1.000000	0.834017	0.039562	0.029680	65	0.500000	0.513886	0.806017	
GCF_005886145.1	GCF_003044425.1	1.000000	0.864052	0.056944	0.056164	123	0.500000	0.513886	0.836052	
GCA_009910795.1	GCF_000512895.1	1.000000	0.884030	0.073480	0.088023	330	0.500000	0.445613	0.856030	
GCA_902575965.1	GCA_002691085.1	1.000000	0.902559	0.013468	0.011173	12	0.500000	0.342020	0.874559	
GCF_001637315.1	GCF_009846485.1	1.000000	0.787024	0.015701	0.013408	142	0.500000	0.518038	0.759024	
GCA_019116945.1	GCF_900176385.1	1.000000	0.830774	0.011783	0.014784	123	0.500000	0.712295	0.802774	
GCF_001591405.1	GCA_019116945.1	1.000000	0.823950	0.010093	0.011016	115	0.500000	0.714943	0.795950	
GCA_900539915.1	GCA_001689515.1	1.000000	0.868938	0.030561	0.022222	79	0.500000	0.507661	0.840938	
GCF_003544935.1	GCF_003544855.1	1.000000	0.914166	0.123693	0.110078	71	0.500000	0.271865	0.886166	
GCF_003053565.1	GCF_900156285.1	1.000000	0.886444	0.014156	0.014021	25	0.500000	0.341832	0.858444	
GCA_016184445.1	GCA_016192135.1	1.000000	0.838738	0.016144	0.009794	118	0.500000	0.682941	0.810738	
GCA_016744805.1	GCA_016744315.1	1.000000	0.929283	0.038114	0.040340	38	0.500000	0.329002	0.901283	
GCA_003315675.1	GCA_002498375.1	1.000000	0.900441	0.116847	0.120076	378	0.500000	0.509027	0.872441	
GCA_902805625.1	GCA_902805645.1	1.000000	0.903944	0.031830	0.026221	240	0.500000	0.724874	0.875944	
GCF_002487355.1	GCA_905339155.1	1.000000	0.869239	0.025600	0.027182	95	0.500000	0.408095	0.841239	
GCA_902825775.1	GCF_005239095.1	1.000000	0.809954	0.013414	0.014278	51	0.500000	0.658752	0.781954	
GCF_016858125.1	GCA_016183655.1	1.000000	0.847433	0.028087	0.028079	101	0.500000	0.668836	0.819433	
GCF_001597725.1	GCF_001597735.1	1.000000	0.893305	0.038164	0.029511	79	0.500000	0.457365	0.865305	
GCA_013817365.1	GCA_013817345.1	1.000000	0.922849	0.065639	0.069146	264	0.500000	0.673362	0.894849	
GCF_000828575.1	GCF_000008645.1	1.000000	0.971349	0.492732	0.478811	2271	0.500000	0.495439	0.943349	
GCF_002023715.1	GCF_001521765.1	1.000000	0.937241	0.126991	0.123168	311	0.500000	0.355769	0.909241	
GCF_000147875.1	GCF_000784355.1	1.000000	0.909549	0.134411	0.135324	657	0.500000	0.474342	0.881549	
GCF_003584645.1	GCF_002005105.1	1.000000	0.837542	0.016335	0.018444	187	0.500000	0.582398	0.809542	
GCA_001657385.1	GCA_002704915.1	0.000000	0.000000	0.001023	0.001323	0	0.000000	0.590841	0.000000	
GCA_014360685.1	GCA_011337865.1	1.000000	0.905200	0.079398	0.081906	765	0.500000	0.644045	0.877200	
GCF_002727065.1	GCA_002708825.1	1.000000	0.827561	0.007361	0.008244	61	0.500000	0.640733	0.799561	
GCA_900768185.1	GCA_002439085.1	1.000000	0.865619	0.022590	0.025716	97	0.500000	0.555622	0.837619	
GCF_000317225.1	GCF_000317245.1	1.000000	0.851978	0.018206	0.013351	82	0.500000	0.403185	0.823978	
GCF_000317245.1	GCF_000317205.1	1.000000	0.871379	0.021166	0.022453	130	0.500000	0.412556	0.843379	
GCA_017998575.1	GCA_017307855.1	1.000000	0.878488	0.070423	0.046887	235	0.500000	0.679247	0.850488	
GCF_002915575.1	GCF_015234305.1	1.000000	0.896491	0.041731	0.046397	217	0.500000	0.539015	0.868491	
GCA_013203195.1	GCA_014383215.1	1.000000	0.951594	0.198366	0.143702	850	0.500000	0.458175	0.923594	
GCA_002371265.1	GCA_002392915.1	1.000000	0.940156	0.182447	0.179393	343	0.500000	0.407208	0.912156	
GCF_014054985.1	GCA_905373195.1	1.000000	0.869189	0.058206	0.103565	61	0.500000	0.524902	0.841189	
GCA_017413145.1	GCA_902793555.1	1.000000	0.915985	0.053886	0.052255	511	0.500000	0.698412	0.887985	
GCF_016415625.1	GCF_000262305.1	1.000000	0.815729	0.015879	0.021097	80	0.500000	0.565083	0.787729	
GCF_002355395.1	GCF_004216855.1	1.000000	0.908737	0.096600	0.104467	304	0.500000	0.683964	0.880737	
GCA_016841765.1	GCF_001644195.2	1.000000	0.871521	0.025752	0.027606	143	0.500000	0.462640	0.843521	
GCA_012800855.1	GCA_012510625.1	1.000000	0.892664	0.019434	0.020923	68	0.500000	0.554326	0.864664	
GCA_011375535.1	GCA_011373125.1	1.000000	0.895807	0.013215	0.025789	58	0.500000	0.521294	0.867807	
GCF_904420205.1	GCA_900542005.1	1.000000	0.867154	0.015217	0.013248	60	0.500000	0.602665	0.839154	
GCF_902712915.1	GCF_000202835.1	1.000000	0.879593	0.054099	0.049230	291	0.500000	0.669703	0.851593	
GCA_010672525.1	GCA_010692555.1	1.000000	0.905758	0.121261	0.098261	746	0.500000	0.368203	0.877758	
GCF_014132355.1	GCA_010672585.1	1.000000	0.872293	0.107643	0.133964	807	0.500000	0.365790	0.844293	
GCF_014132355.1	GCF_003838195.1	1.000000	0.901181	0.068427	0.096774	513	0.500000	0.366333	0.873181	
GCA_012269595.1	GCA_013911165.1	1.000000	0.929235	0.100311	0.110609	612	0.500000	0.552891	0.901235	
GCA_007121175.1	GCA_007130855.1	1.000000	0.926871	0.011566	0.008133	50	0.500000	0.708873	0.898871	
GCF_001425325.1	GCF_001422325.1	1.000000	0.854990	0.034466	0.025710	211	0.500000	0.679163	0.826990	
GCA_905614375.1	GCA_018649665.1	1.000000	0.886591	0.018746	0.010175	29	0.500000	0.520075	0.858591	
GCF_001270375.1	GCF_000008765.1	1.000000	0.807752	0.008731	0.007670	13	0.500000	0.309251	0.779752	
GCF_008828755.2	GCF_014201705.1	1.000000	0.915697	0.125000	0.123288	45	0.500000	0.275176	0.887697	
GCA_017513365.1	GCA_017457425.1	1.000000	0.952061	0.185658	0.174677	189	0.500000	0.390873	0.924061	
GCF_000213785.1	GCA_002878215.1	1.000000	0.852043	0.024502	0.021220	16	0.500000	0.352846	0.824043	
GCA_013694585.1	GCA_009379865.1	1.000000	0.925149	0.041857	0.028557	55	0.500000	0.335060	0.897149	
GCA_001602645.1	GCF_000235565.1	1.000000	0.842073	0.075682	0.071063	638	0.500000	0.605964	0.814073	
GCA_002412595.1	GCF_003966975.1	1.000000	0.798529	0.011995	0.008738	27	0.500000	0.506132	0.770529	
GCF_900099975.1	GCF_001766675.1	1.000000	0.871115	0.030185	0.033275	363	0.500000	0.665786	0.843115	
GCF_002871995.1	GCF_000411155.1	1.000000	0.853353	0.007990	0.008958	19	0.500000	0.566197	0.825353	
GCA_902518895.1	GCA_902575375.1	1.000000	0.937663	0.089474	0.101796	34	0.500000	0.291007	0.909663	
GCF_014698015.1	GCF_004136555.1	1.000000	0.871805	0.033035	0.031710	295	0.500000	0.642036	0.843805	
GCA_005880855.1	GCA_005880315.1	1.000000	0.893558	0.031171	0.030469	184	0.500000	0.659309	0.865558	
GCF_000474945.1	GCF_000382285.1	1.000000	0.847398	0.017365	0.017195	58	0.500000	0.690800	0.819398	
GCF_000426685.1	GCF_000382285.1	1.000000	0.931308	0.143207	0.156241	527	0.500000	0.690800	0.903308	
GCA_903909015.1	GCA_903953055.1	1.000000	0.921009	0.013915	0.012336	15	0.500000	0.437818	0.893009	
GCF_002946355.1	GCF_001183965.1	1.000000	0.812507	0.019083	0.017202	67	0.500000	0.425193	0.784507	
GCA_903841915.1	GCA_903830285.1	1.000000	0.936004	0.028768	0.023834	46	0.500000	0.376106	0.908004	
GCA_903918315.1	GCA_903900905.1	1.000000	0.905646	0.038833	0.033336	366	0.500000	0.649023	0.877646	
GCA_018777385.1	GCF_015762685.1	1.000000	0.902838	0.100532	0.102010	340	0.500000	0.519447	0.874838	
GCA_002718395.1	GCA_002710905.1	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.334543	0.000000	
GCA_015661585.1	GCF_003351865.1	1.000000	0.842390	0.045764	0.032936	47	0.500000	0.351046	0.814390	
GCA_011047455.1	GCA_011380505.1	1.000000	0.880197	0.024862	0.023239	131	0.500000	0.687748	0.852197	
GCA_017417585.1	GCA_017525435.1	1.000000	0.906682	0.041122	0.046454	283	0.500000	0.565749	0.878682	
GCF_900107035.1	GCF_001447355.1	1.000000	0.947345	0.227754	0.229395	860	0.500000	0.539828	0.919345	
GCF_001570745.1	GCF_900156755.1	1.000000	0.842271	0.010767	0.010049	58	0.500000	0.618444	0.814271	
GCF_000332455.1	GCF_004769235.1	1.000000	0.879997	0.015729	0.019427	80	0.500000	0.385016	0.851997	
GCA_000436095.1	GCA_003150755.1	1.000000	0.863464	0.025180	0.015368	14	0.500000	0.453166	0.835464	
GCA_002168105.2	GCA_004213555.1	1.000000	0.898177	0.044868	0.046559	205	0.500000	0.573229	0.870177	
GCA_011772475.1	GCA_011049545.1	1.000000	0.878096	0.018013	0.017089	60	0.500000	0.415340	0.850096	
GCF_900635775.1	GCF_002921145.1	1.000000	0.910054	0.181300	0.193196	159	0.500000	0.414263	0.882054	
GCF_002921145.1	GCF_002921135.1	1.000000	0.934140	0.195626	0.190307	161	0.500000	0.412954	0.906140	
GCA_012960475.1	GCA_014238415.1	1.000000	0.910564	0.088706	0.092740	875	0.500000	0.602162	0.882564	
GCF_002735645.1	GCF_900451195.1	1.000000	0.866899	0.108466	0.090668	205	0.500000	0.487785	0.838899	
GCA_016195815.1	GCA_003141915.1	0.000000	0.000000	0.000854	0.000986	0	0.000000	0.499886	0.000000	
GCA_011362045.1	GCA_017601345.1	1.000000	0.880710	0.006971	0.009009	11	0.500000	0.432023	0.852710	
GCF_014654615.1	GCF_014203715.1	1.000000	0.818038	0.010782	0.007024	217	0.500000	0.703049	0.790038	
GCF_008330225.1	GCF_008802365.1	1.000000	0.851616	0.029807	0.036757	306	0.500000	0.589965	0.823616	
GCF_015220045.1	GCF_011806565.1	1.000000	0.910669	0.110954	0.138649	626	0.500000	0.608260	0.882669	
GCF_000196455.1	GCF_900168025.1	1.000000	0.937735	0.259984	0.262866	332	0.500000	0.333109	0.909735	
GCA_002715375.1	GCA_002474345.1	1.000000	0.910306	0.012675	0.008659	29	0.500000	0.352463	0.882306	
GCA_005222975.1	GCA_019057795.1	1.000000	0.922516	0.134960	0.098474	271	0.500000	0.313551	0.894516	
GCA_009844405.1	GCA_009843735.1	1.000000	0.905319	0.046582	0.041798	370	0.500000	0.696107	0.877319	
GCA_015258605.1	GCF_000024225.1	1.000000	0.839141	0.027534	0.021380	22	0.500000	0.456866	0.811141	
GCA_011375275.1	GCA_015485525.1	1.000000	0.946118	0.155150	0.141386	714	0.500000	0.544633	0.918118	
GCF_000948415.1	GCF_003403095.1	1.000000	0.861878	0.060505	0.051531	271	0.500000	0.548943	0.833878	
GCA_903894145.1	GCA_903915125.1	1.000000	0.956858	0.114579	0.109187	290	0.500000	0.488247	0.928858	
GCA_000472185.1	GCA_017852835.1	1.000000	0.903990	0.050428	0.064823	218	0.500000	0.501047	0.875990	
GCA_017307915.1	GCA_003577305.1	0.000000	0.000000	0.000562	0.000732	0	0.000000	0.693641	0.000000	
GCA_900754615.1	GCA_900547815.1	1.000000	0.927843	0.039244	0.041221	27	0.500000	0.333261	0.899843	
GCA_009773155.1	GCA_019135865.1	1.000000	0.830047	0.011154	0.008997	76	0.500000	0.640090	0.802047	
GCF_900115605.1	GCF_900116255.1	1.000000	0.919413	0.022947	0.018131	45	0.500000	0.390920	0.891413	
GCF_000346485.2	GCF_009725235.1	1.000000	0.867273	0.050363	0.043170	590	0.500000	0.415644	0.839273	
GCF_000482505.1	GCF_007990635.1	1.000000	0.849831	0.053232	0.077922	84	0.500000	0.298853	0.821831	
GCF_007990635.1	GCF_007990525.1	1.000000	0.914356	0.125232	0.101810	135	0.500000	0.306110	0.886356	
GCA_011620145.1	GCA_002862435.1	1.000000	0.931879	0.223102	0.153977	817	0.500000	0.633329	0.903879	
GCA_001316285.1	GCA_001316005.1	1.000000	0.861749	0.022368	0.026790	58	0.500000	0.457490	0.833749	
GCF_012563145.1	GCF_012562965.1	1.000000	0.938100	0.200000	0.205882	14	0.500000	0.201385	0.910100	
GCA_002733415.1	GCA_013214625.1	1.000000	0.938425	0.107317	0.107514	176	0.500000	0.318270	0.910425	
GCA_002747145.1	GCF_000373985.1	1.000000	0.854129	0.017916	0.004245	38	0.500000	0.468483	0.826129	
GCF_013389365.1	GCF_000745975.1	1.000000	0.832191	0.015281	0.012623	100	0.500000	0.486365	0.804191	
GCA_019116905.1	GCA_910586745.1	0.000000	0.000000	0.014109	0.013378	0	0.000000	0.315165	0.000000	
GCA_011370395.1	GCF_003264935.1	1.000000	0.874979	0.025678	0.021609	36	0.500000	0.400348	0.846979	
GCA_011370395.1	GCA_001507955.1	1.000000	0.918660	0.027104	0.022287	38	0.500000	0.406644	0.890660	
GCA_009694585.1	GCA_014190275.1	1.000000	0.896478	0.015592	0.009641	22	0.500000	0.589094	0.868478	
GCA_012727675.1	GCA_012510855.1	1.000000	0.932424	0.018846	0.017968	81	0.500000	0.527498	0.904424	
GCF_005930495.1	GCF_010682105.1	1.000000	0.853678	0.012557	0.016008	252	0.500000	0.740115	0.825678	
GCF_007994135.1	GCA_019112525.1	1.000000	0.853857	0.025673	0.024785	372	0.500000	0.745505	0.825857	
GCA_014381945.1	GCA_002329075.1	1.000000	0.896620	0.043711	0.045147	294	0.500000	0.676344	0.868620	
GCF_015355625.1	GCF_002893765.1	1.000000	0.887068	0.063010	0.051205	85	0.500000	0.352470	0.859068	
GCA_016217665.1	GCA_016214375.1	1.000000	0.925391	0.078344	0.101675	352	0.500000	0.501143	0.897391	
GCA_003676145.1	GCA_001709035.1	1.000000	0.884187	0.038315	0.037312	201	0.500000	0.517053	0.856187	
GCA_900553025.1	GCA_000758905.1	1.000000	0.872875	0.019956	0.017013	18	0.500000	0.388585	0.844875	
GCA_019058015.1	GCA_019058135.1	1.000000	0.954486	0.136973	0.154190	276	0.500000	0.291506	0.926486	
GCF_003611675.1	GCF_009909145.1	1.000000	0.846885	0.030463	0.033102	979	0.500000	0.706944	0.818885	
GCA_011191975.1	GCA_016932435.1	1.000000	0.847663	0.007355	0.006284	29	0.500000	0.460770	0.819663	
GCA_905477785.1	GCA_018645985.1	1.000000	0.912841	0.019626	0.016733	21	0.500000	0.382289	0.884841	
GCA_013205435.1	GCA_903873545.1	1.000000	0.928289	0.049867	0.046154	225	0.500000	0.672241	0.900289	
GCA_003023185.1	GCF_001950595.1	1.000000	0.756414	0.005203	0.004101	30	0.500000	0.653635	0.728414	
GCF_000262405.1	GCF_015694425.1	1.000000	0.815078	0.010685	0.022512	157	0.500000	0.623894	0.787078	
GCF_002741015.1	GCF_016743775.1	1.000000	0.801910	0.006823	0.009708	123	0.500000	0.623260	0.773910	
GCA_015272395.1	GCF_003991905.1	1.000000	0.829376	0.009238	0.005513	36	0.500000	0.385538	0.801376	
GCF_000331305.1	GCA_015272395.1	1.000000	0.776766	0.005130	0.009238	36	0.500000	0.390364	0.748766	
GCA_002733685.1	GCA_013215945.1	1.000000	0.930630	0.126623	0.118541	117	0.500000	0.287033	0.902630	
GCA_015255025.1	GCA_900756155.1	1.000000	0.925122	0.183471	0.173167	111	0.500000	0.394598	0.897122	
GCF_014636295.1	GCF_016679925.1	0.000000	0.000000	0.002285	0.002018	0	0.000000	0.370824	0.000000	
GCA_018365895.1	GCF_018228665.1	1.000000	0.874235	0.129876	0.102018	273	0.500000	0.416126	0.846235	
GCF_007827275.1	GCF_000258765.1	1.000000	0.864385	0.008232	0.019714	29	0.500000	0.348531	0.836385	
GCF_000258765.1	GCF_003634585.1	1.000000	0.880938	0.016315	0.012841	24	0.500000	0.340883	0.852938	
GCA_002393905.1	GCA_017447725.1	1.000000	0.934270	0.090909	0.072254	25	0.500000	0.368548	0.906270	
GCA_003541445.1	GCA_003530255.1	1.000000	0.950624	0.150873	0.133759	1132	0.500000	0.673748	0.922624	
GCA_002714165.1	GCA_002717745.1	1.000000	0.910026	0.050888	0.066399	149	0.500000	0.550704	0.882026	
GCF_008086165.1	GCF_900115185.1	1.000000	0.892603	0.034926	0.033304	38	0.500000	0.336285	0.864603	
GCA_002452835.1	GCA_018054125.1	1.000000	0.943891	0.141593	0.181377	224	0.500000	0.352420	0.915891	
GCF_902459735.1	GCF_001465595.2	1.000000	0.811741	0.011824	0.014455	94	0.500000	0.626331	0.783741	
GCF_001999325.1	GCF_000385215.1	1.000000	0.847574	0.014231	0.013776	78	0.500000	0.661758	0.819574	
GCF_002954725.1	GCF_003026395.1	1.000000	0.884598	0.031715	0.030934	49	0.500000	0.389910	0.856598	
GCA_002376545.1	GCF_900095305.1	1.000000	0.878858	0.011075	0.014226	24	0.500000	0.324406	0.850858	
GCF_900116515.1	GCF_900182545.1	1.000000	0.891353	0.080729	0.088338	1821	0.500000	0.750373	0.863353	
GCF_000817735.3	GCF_000317125.1	1.000000	0.886328	0.171899	0.140185	1139	0.500000	0.444747	0.858328	
GCA_009694245.1	GCA_903888485.1	0.000000	0.000000	0.000887	0.000440	0	0.000000	0.630971	0.000000	
GCF_000817785.2	GCF_002218085.1	1.000000	0.885247	0.137795	0.131452	1011	0.500000	0.417018	0.857247	
GCA_011065045.1	GCA_011064905.1	1.000000	0.951648	0.051696	0.060264	32	0.500000	0.302462	0.923648	
GCA_011064875.1	GCA_011064905.1	0.000000	0.000000	0.013699	0.013183	0	0.000000	0.302462	0.000000	
GCA_016704275.1	GCA_016720805.1	1.000000	0.917683	0.119429	0.114581	954	0.500000	0.681331	0.889683	
GCA_900769635.1	GCA_900557675.1	1.000000	0.962733	0.095571	0.124620	41	0.500000	0.318843	0.934733	
GCA_902619855.1	GCA_902586905.1	1.000000	0.921630	0.072952	0.084306	65	0.500000	0.395346	0.893630	
GCF_001584185.1	GCF_018304965.1	1.000000	0.821440	0.010170	0.013863	52	0.500000	0.560696	0.793440	
GCA_016777435.1	GCA_905478895.1	1.000000	0.957131	0.095664	0.095707	214	0.500000	0.492116	0.929131	
GCF_019104765.1	GCA_014191535.1	1.000000	0.896602	0.009561	0.009408	17	0.500000	0.688459	0.868602	
GCF_001426945.1	GCF_005153485.1	1.000000	0.818397	0.010872	0.011430	55	0.500000	0.636100	0.790397	
GCF_013177315.1	GCF_001548395.1	1.000000	0.898706	0.074689	0.082473	535	0.500000	0.559273	0.870706	
GCA_010692645.1	GCA_010692425.1	1.000000	0.882898	0.045041	0.052640	327	0.500000	0.425471	0.854898	
GCF_000172155.1	GCA_000739635.1	1.000000	0.832668	0.037182	0.035587	657	0.500000	0.605079	0.804668	
GCF_003550025.1	GCF_000515355.1	1.000000	0.845963	0.024712	0.028647	466	0.500000	0.699367	0.817963	
GCF_013414195.1	GCF_904846645.1	1.000000	0.935389	0.123545	0.125912	138	0.500000	0.427895	0.907389	
GCA_018658635.1	GCF_002688585.1	0.000000	0.000000	0.019417	0.014286	0	0.000000	0.290237	0.000000	
GCA_009665115.1	GCA_002501855.1	1.000000	0.953803	0.170267	0.146201	331	0.500000	0.379795	0.925803	
GCA_002501855.1	GCA_003176995.1	1.000000	0.951551	0.197438	0.152144	447	0.500000	0.388920	0.923551	
GCF_004339575.1	GCA_003978805.1	1.000000	0.871743	0.014493	0.019393	39	0.500000	0.469803	0.843743	
GCA_001314685.1	GCF_003340565.1	1.000000	0.882943	0.050550	0.046643	248	0.500000	0.707763	0.854943	
GCA_002398515.1	GCA_012841305.1	1.000000	0.920434	0.072651	0.070873	310	0.500000	0.499176	0.892434	
GCA_003141195.1	GCA_001873745.1	1.000000	0.873667	0.018790	0.022250	163	0.500000	0.577443	0.845667	
GCF_000426625.1	GCA_002084825.1	1.000000	0.857744	0.011524	0.032767	27	0.500000	0.306629	0.829744	
GCF_011751745.2	GCF_011751765.2	1.000000	0.871586	0.040749	0.037427	174	0.500000	0.619478	0.843586	
GCA_003670425.1	GCA_003569365.1	1.000000	0.895671	0.030903	0.022172	39	0.500000	0.608807	0.867671	
GCF_003851545.1	GCF_001078575.1	1.000000	0.897063	0.037556	0.027179	126	0.500000	0.634326	0.869063	
GCA_903845345.1	GCA_013289985.1	1.000000	0.895534	0.016954	0.015868	108	0.500000	0.695518	0.867534	
GCA_016926755.1	GCF_000737315.1	1.000000	0.812893	0.015400	0.012325	377	0.500000	0.679730	0.784893	
GCA_009925965.1	GCA_009922405.1	1.000000	0.909150	0.018413	0.016027	81	0.500000	0.585421	0.881150	
GCA_002728255.1	GCA_902562525.1	1.000000	0.921108	0.043556	0.073574	147	0.500000	0.471552	0.893108	
GCF_001276215.1	GCF_002008345.1	1.000000	0.929085	0.065995	0.082380	72	0.500000	0.270831	0.901085	
GCA_015233245.1	GCA_015233895.1	1.000000	0.917520	0.159670	0.145663	445	0.500000	0.415633	0.889520	
GCA_009926405.1	GCA_903856555.1	1.000000	0.881014	0.016799	0.009669	38	0.500000	0.536027	0.853014	
GCA_002067815.1	GCF_900109885.1	1.000000	0.871136	0.004952	0.002786	23	0.500000	0.525434	0.843136	
GCA_903857665.1	GCA_903847405.1	1.000000	0.854216	0.015654	0.012253	343	0.500000	0.694469	0.826216	
GCF_009827515.1	GCF_001028625.1	1.000000	0.816300	0.019430	0.020595	90	0.500000	0.646541	0.788300	
GCF_000712075.1	GCF_001449105.1	1.000000	0.853878	0.009424	0.013031	111	0.500000	0.693931	0.825878	
GCF_009766105.1	GCF_000178955.2	1.000000	0.752856	0.004960	0.004814	47	0.500000	0.579099	0.724856	
GCF_014203225.1	GCF_000178955.2	1.000000	0.875646	0.148704	0.152192	1486	0.500000	0.579099	0.847646	
GCA_015661185.1	GCA_007280275.1	1.000000	0.910850	0.036009	0.043638	297	0.500000	0.528735	0.882850	
GCF_000010405.1	GCF_014706615.1	1.000000	0.946522	0.265766	0.252137	59	0.500000	0.311611	0.918522	
GCF_010131535.1	GCA_015654925.1	1.000000	0.850760	0.010105	0.010860	76	0.500000	0.567815	0.822760	
GCA_012271025.1	GCA_011523315.1	1.000000	0.950308	0.159128	0.161277	1541	0.500000	0.627066	0.922308	
GCF_004798965.1	GCF_003268885.1	1.000000	0.892464	0.023428	0.023660	98	0.500000	0.624379	0.864464	
GCF_000974685.2	GCF_000746095.1	1.000000	0.908123	0.048007	0.038226	106	0.500000	0.606471	0.880123	
GCA_002509405.1	GCA_002498365.1	1.000000	0.883573	0.072974	0.061049	263	0.500000	0.554228	0.855573	
GCA_016201435.1	GCA_007280335.1	1.000000	0.927303	0.053167	0.076797	47	0.500000	0.355126	0.899303	
GCA_014239895.1	GCA_018657955.1	1.000000	0.915888	0.066794	0.056361	35	0.500000	0.299717	0.887888	
