query	reference	fastani_ani	label	q_species	r_species	q_genus	r_genus	bcgi_raw_ani	bcgi_mash_ani	bcgi_af_q	bcgi_af_r	bcgi_shared_tags	cjepi_raw_ani	cjepi_mash_ani	cjepi_af_q	cjepi_af_r	cjepi_shared_tags	multi_raw_ani	multi_mash_ani	multi_af_q	multi_af_r	multi_shared_tags
GCF_000257645.1	GCF_000951135.1	0.823978	mid_high	s__Rouxiella sp000257645	s__Rouxiella chamberiensis	g__Rouxiella	g__Rouxiella	0.963089	0.894056	0.036839	0.030831	138	0.960462	0.886985	0.042716	0.052360	385	1.000000	0.840949	0.013058	0.013743	4353
GCA_011087605.1	GCA_905480295.1	0.776440	mid_high	s__R2A130 sp011087605	s__R2A130 sp905480295	g__R2A130	g__R2A130	0.958333	0.820212	0.003300	0.003050	12	0.947531	0.823616	0.008570	0.008521	84	1.000000	0.751309	0.001189	0.001151	378
GCA_002720535.1	GCA_002171375.1	0.823033	mid_high	s__TMED109 sp002720535	s__TMED109 sp002171375	g__TMED109	g__TMED109	0.000000	0.859711	0.009709	0.012987	0	0.951907	0.910727	0.085242	0.094566	134	1.000000	0.845645	0.014011	0.016930	945
GCA_009838385.1	GCA_009841435.1	0.937476	mid_high	s__UBA2991 sp009838385	s__UBA2991 sp009841435	g__UBA2991	g__UBA2991	0.976193	0.952808	0.255630	0.190847	613	0.971415	0.945352	0.264371	0.197779	837	1.000000	0.919431	0.134125	0.095307	21443
GCA_016177555.1	GCA_001788395.1	0.942379	mid_high	s__UBA12499 sp016177555	s__UBA12499 sp001788395	g__UBA12499	g__UBA12499	0.985472	0.948657	0.251261	0.148867	598	0.980323	0.936908	0.239640	0.138295	879	1.000000	0.922817	0.162553	0.094955	35343
GCA_001788415.1	GCA_016188005.1	0.904469	mid_high	s__UBA12499 sp001788415	s__UBA12499 sp016188005	g__UBA12499	g__UBA12499	0.970945	0.932259	0.125551	0.104310	484	0.962343	0.922935	0.137461	0.113369	837	1.000000	0.885182	0.048670	0.041537	17633
GCA_900557435.1	GCA_900767685.1	0.949353	mid_high	s__Coprococcus sp900557435	s__Coprococcus sp900767685	g__Coprococcus	g__Coprococcus	0.982250	0.958171	0.278087	0.247280	250	0.980574	0.952098	0.280930	0.267921	1510	1.000000	0.932744	0.169547	0.154757	34120
GCA_018384745.1	GCF_001700325.1	0.838232	mid_high	s__Caryophanon sp018384745	s__Caryophanon latum	g__Caryophanon	g__Caryophanon	0.959091	0.886552	0.037087	0.018946	55	0.959596	0.893051	0.067412	0.046036	187	1.000000	0.842838	0.018321	0.010928	2292
GCF_000377765.1	GCF_009650095.1	0.854992	mid_high	s__Gracilibacillus lacisalsi	s__Gracilibacillus sp002797295	g__Gracilibacillus	g__Gracilibacillus	0.959692	0.910951	0.061443	0.054502	69	0.953958	0.908508	0.091197	0.078407	691	1.000000	0.847331	0.017663	0.014615	4408
GCA_910589545.1	GCA_018371055.1	0.908591	mid_high	s__Finegoldia sp910589545	s__Finegoldia magna_I	g__Finegoldia	g__Finegoldia	0.974375	0.942315	0.169492	0.147059	50	0.970153	0.945050	0.232340	0.221411	546	1.000000	0.908324	0.092719	0.075526	8103
GCA_900770765.1	GCF_000158455.1	0.776796	mid_high	s__Helicobacter_D sp900770765	s__Helicobacter_D winghamensis	g__Helicobacter_D	g__Helicobacter_D	0.000000	0.280442	0.000000	0.000000	0	0.946296	0.838557	0.013115	0.012477	20	1.000000	0.765146	0.001648	0.001837	126
GCF_000403355.2	GCF_008831045.1	0.905909	mid_high	s__Adlercreutzia caecimuris	s__Adlercreutzia muris	g__Adlercreutzia	g__Adlercreutzia	0.983425	0.947224	0.175876	0.194035	592	0.980145	0.936744	0.175053	0.187657	748	1.000000	0.919357	0.108551	0.116340	21588
GCF_009602435.1	GCF_900103695.1	0.864040	mid_high	s__Sediminibacillus terrae	s__Sediminibacillus halophilus	g__Sediminibacillus	g__Sediminibacillus	0.962862	0.917638	0.067980	0.075575	138	0.958031	0.912814	0.095244	0.094728	751	1.000000	0.859844	0.021888	0.023133	6093
GCF_900103695.1	GCF_017792025.1	0.907685	mid_high	s__Sediminibacillus halophilus	s__Sediminibacillus sp017792025	g__Sediminibacillus	g__Sediminibacillus	0.969498	0.931472	0.114458	0.108798	209	0.964514	0.922664	0.123486	0.124365	979	1.000000	0.880257	0.039637	0.038533	10440
GCA_014190155.1	GCA_903878415.1	0.875345	mid_high	s__UBA7398 sp014190155	s__UBA7398 sp903878415	g__UBA7398	g__UBA7398	0.973307	0.930819	0.110599	0.107987	96	0.967659	0.929378	0.146615	0.150522	418	1.000000	0.893384	0.055501	0.055595	4428
GCA_016704435.1	GCA_018058035.1	0.835237	mid_high	s__JAAKGP01 sp016704435	s__JAAKGP01 sp018058035	g__JAAKGP01	g__JAAKGP01	0.956702	0.898635	0.034634	0.043962	166	0.952517	0.891857	0.044901	0.064799	273	1.000000	0.830350	0.009416	0.010947	3142
GCA_009838765.1	GCA_009840115.1	0.913967	mid_high	s__JAAXHJ01 sp009838765	s__JAAXHJ01 sp009840115	g__JAAXHJ01	g__JAAXHJ01	0.970494	0.948944	0.184901	0.206047	627	0.962894	0.942925	0.200706	0.228523	1080	1.000000	0.901758	0.067853	0.073106	22133
GCA_003277985.1	GCA_902564695.1	0.829235	mid_high	s__Prochlorococcus_B sp003277985	s__Prochlorococcus_B sp902564695	g__Prochlorococcus_B	g__Prochlorococcus_B	0.000000	0.901600	0.039474	0.046632	0	0.951537	0.906303	0.077018	0.082420	188	1.000000	0.831767	0.010324	0.010785	882
GCA_002316545.1	GCA_002455275.1	0.916174	mid_high	s__UBA1020 sp002316545	s__UBA1020 sp002455275	g__UBA1020	g__UBA1020	0.973849	0.958701	0.271817	0.261708	190	0.972255	0.960046	0.347880	0.332341	558	1.000000	0.926847	0.141986	0.132567	7518
GCA_017406465.1	GCA_900320855.1	0.801339	mid_high	s__UBA1067 sp017406465	s__UBA1067 sp900320855	g__UBA1067	g__UBA1067	0.962924	0.870406	0.013373	0.018695	59	0.950029	0.842297	0.009907	0.020212	63	1.000000	0.783018	0.002413	0.003247	672
GCA_005502445.1	GCF_014595885.1	0.861417	mid_high	s__Yonghaparkia sp005502445	s__Yonghaparkia alkaliphila_A	g__Yonghaparkia	g__Yonghaparkia	0.961268	0.923565	0.086480	0.086815	426	0.957130	0.911115	0.085522	0.096249	254	1.000000	0.858344	0.020425	0.022447	4587
GCF_900130075.1	GCF_015645465.1	0.829570	mid_high	s__Herminiimonas arsenitoxidans	s__Herminiimonas contaminans	g__Herminiimonas	g__Herminiimonas	0.960614	0.896738	0.037078	0.036368	169	0.958321	0.892464	0.054667	0.054997	383	1.000000	0.835690	0.011901	0.011322	3250
GCA_017438525.1	GCA_017616855.1	0.841113	mid_high	s__RGIG8002 sp017438525	s__RGIG8002 sp017616855	g__RGIG8002	g__RGIG8002	0.963509	0.921058	0.081067	0.078883	161	0.959758	0.910656	0.084006	0.095588	104	1.000000	0.852169	0.017925	0.018495	2465
GCF_000648235.2	GCF_011087585.1	0.915516	mid_high	s__Neochlamydia sp000813665	s__Neochlamydia sp011087585	g__Neochlamydia	g__Neochlamydia	0.967130	0.949944	0.192857	0.210608	135	0.964118	0.948485	0.235262	0.263222	866	1.000000	0.907686	0.077877	0.086693	11280
GCF_001888805.2	GCA_019218745.1	0.910073	mid_high	s__Enterobacter_D sp001888805	s__Enterobacter_D sp019218745	g__Enterobacter_D	g__Enterobacter_D	0.971542	0.935370	0.130590	0.122381	403	0.967799	0.928819	0.151098	0.141716	1011	1.000000	0.894099	0.057969	0.055315	16954
GCA_002773575.1	GCA_001777995.1	0.946922	mid_high	s__2-12-FULL-45-10 sp002773575	s__2-12-FULL-45-10 sp001777995	g__2-12-FULL-45-10	g__2-12-FULL-45-10	0.986413	0.958112	0.261364	0.262108	92	0.980193	0.947994	0.239684	0.251613	273	1.000000	0.929050	0.138718	0.154484	6516
GCF_000374285.1	GCF_000739435.1	0.924687	mid_high	s__Actinobacillus capsulatus	s__Actinobacillus suis	g__Actinobacillus	g__Actinobacillus	0.970673	0.945069	0.166952	0.178082	195	0.966565	0.943964	0.215312	0.225311	689	1.000000	0.910741	0.087375	0.090524	11572
GCF_000169415.1	GCF_002814095.1	0.894415	mid_high	s__Sagittula stellata	s__Sagittula sp002814095	g__Sagittula	g__Sagittula	0.965723	0.949965	0.208867	0.194719	1239	0.958923	0.945921	0.224161	0.240533	1696	1.000000	0.901522	0.071228	0.068073	30694
GCA_902547955.1	GCA_902590895.1	0.932153	mid_high	s__MED-G10 sp902547955	s__MED-G10 sp902590895	g__MED-G10	g__MED-G10	0.971875	0.937363	0.130719	0.138889	20	0.975146	0.931265	0.135795	0.179953	228	1.000000	0.903657	0.065346	0.083401	4411
GCF_002091635.1	GCF_002286785.1	0.945143	mid_high	s__Pseudomonas_M indica	s__Pseudomonas_M sp002286785	g__Pseudomonas_M	g__Pseudomonas_M	0.974801	0.958898	0.276626	0.260426	1761	0.972461	0.948538	0.261279	0.237697	2328	1.000000	0.924161	0.131203	0.124685	53393
GCA_903881535.1	GCA_903915615.1	0.888397	mid_high	s__CAIRTT01 sp903881535	s__CAIRTT01 sp903915615	g__CAIRTT01	g__CAIRTT01	0.967706	0.941048	0.143058	0.160669	509	0.964234	0.937399	0.168595	0.201855	1632	1.000000	0.895051	0.053899	0.062941	15502
GCA_903924445.1	GCA_903915615.1	0.943531	mid_high	s__CAIRTT01 sp903924445	s__CAIRTT01 sp903915615	g__CAIRTT01	g__CAIRTT01	0.977284	0.962773	0.293632	0.314394	996	0.976343	0.957115	0.302454	0.326283	2638	1.000000	0.932951	0.157640	0.167498	41254
GCF_900230215.1	GCA_900100325.1	0.843491	mid_high	s__MT45 sp900230215	s__MT45 sp900100325	g__MT45	g__MT45	0.965074	0.818677	0.002790	0.003270	17	0.965547	0.807062	0.004981	0.005996	43	1.000000	0.768621	0.001783	0.002066	758
GCF_011801475.1	GCF_013177435.1	0.827529	mid_high	s__Xylella fastidiosa	s__Xylella taiwanensis	g__Xylella	g__Xylella	0.954937	0.913889	0.071987	0.056143	138	0.947993	0.912787	0.099826	0.090252	574	1.000000	0.839592	0.013649	0.012354	2536
GCF_002002705.1	GCA_004322085.1	0.856079	mid_high	s__Rhodoferax_A sp002002705	s__Rhodoferax_A sp004322085	g__Rhodoferax_A	g__Rhodoferax_A	0.962681	0.917762	0.068794	0.075278	345	0.953646	0.895087	0.057675	0.060063	322	1.000000	0.849951	0.016159	0.017914	4455
GCF_004005475.1	GCA_011524565.1	0.831018	mid_high	s__Niallia taxi	s__Niallia sp011524565	g__Niallia	g__Niallia	0.963431	0.889496	0.029709	0.028554	47	0.953452	0.900736	0.064965	0.072343	588	1.000000	0.840126	0.012997	0.013464	3989
GCF_003201475.1	GCF_018398315.1	0.833885	mid_high	s__Chelatococcus asaccharovorans	s__Chelatococcus sp018398315	g__Chelatococcus	g__Chelatococcus	0.960110	0.918156	0.067480	0.078704	680	0.951991	0.898453	0.066392	0.062576	773	1.000000	0.843164	0.013660	0.014962	8220
GCF_018398335.1	GCF_003201475.1	0.847189	mid_high	s__Chelatococcus sp018398335	s__Chelatococcus asaccharovorans	g__Chelatococcus	g__Chelatococcus	0.962553	0.912685	0.064456	0.058053	585	0.955300	0.892762	0.053334	0.057288	667	1.000000	0.839450	0.013191	0.012671	7625
GCF_003096675.1	GCF_004363095.1	0.853626	mid_high	s__Actinomycetospora cinnamomea	s__Actinomycetospora succinea	g__Actinomycetospora	g__Actinomycetospora	0.962333	0.914827	0.070305	0.061043	487	0.956606	0.905737	0.080060	0.076901	536	1.000000	0.842924	0.014931	0.013547	7471
GCA_011390735.1	GCA_011389865.1	0.910120	mid_high	s__JAABTL01 sp011390735	s__JAABTL01 sp011389865	g__JAABTL01	g__JAABTL01	0.970706	0.947673	0.206234	0.170307	655	0.966524	0.935294	0.195958	0.155014	572	1.000000	0.905361	0.084669	0.070235	16704
GCA_002730975.1	GCA_018695085.1	0.864391	mid_high	s__GCA-2730975 sp002730975	s__GCA-2730975 sp018695085	g__GCA-2730975	g__GCA-2730975	0.967033	0.925495	0.088867	0.095588	273	0.959571	0.917384	0.104090	0.110940	939	1.000000	0.871574	0.029758	0.032039	8123
GCA_017794765.1	GCA_002697745.1	0.898575	mid_high	s__Nitratireductor sp017794765	s__Nitratireductor sp002697745	g__Nitratireductor	g__Nitratireductor	0.967299	0.938471	0.152131	0.128115	689	0.961937	0.931493	0.171543	0.144213	1155	1.000000	0.889926	0.054775	0.046832	15500
GCF_900478135.1	GCF_000439085.1	0.828190	mid_high	s__Leminorella richardii	s__Leminorella grimontii	g__Leminorella	g__Leminorella	0.965774	0.900124	0.044662	0.037500	105	0.950342	0.889145	0.049001	0.051290	314	1.000000	0.836521	0.012212	0.011559	3041
GCF_013377295.1	GCF_018343795.1	0.880154	mid_high	s__Phocoenobacter skyensis	s__Phocoenobacter atlantica	g__Phocoenobacter	g__Phocoenobacter	0.984012	0.927505	0.099078	0.097506	43	0.975659	0.930265	0.149116	0.155262	388	1.000000	0.903597	0.074455	0.072327	8115
GCA_016207065.1	GCA_016217765.1	0.945825	mid_high	s__JACRGP01 sp016207065	s__JACRGP01 sp016217765	g__JACRGP01	g__JACRGP01	0.983001	0.955144	0.205764	0.275336	307	0.979671	0.950019	0.227483	0.295734	1033	1.000000	0.932807	0.143286	0.186090	32586
GCF_900475935.1	GCF_002139935.1	0.778473	mid_high	s__Campylobacter fetus	s__Campylobacter lanienae	g__Campylobacter	g__Campylobacter	0.000000	0.843205	0.005831	0.007519	0	0.944974	0.854116	0.020092	0.018868	35	1.000000	0.790215	0.003243	0.003583	317
GCF_001277215.2	GCF_000982825.1	0.949907	mid_high	s__Cronobacter malonaticus	s__Cronobacter sakazakii	g__Cronobacter	g__Cronobacter	0.978675	0.980693	0.539453	0.538792	1757	0.976767	0.977794	0.573272	0.525856	3732	1.000000	0.955152	0.301960	0.290882	86294
GCA_004356805.1	GCA_003230435.1	0.857898	mid_high	s__SZUA-217 sp004356805	s__SZUA-217 sp003230435	g__SZUA-217	g__SZUA-217	0.956931	0.917199	0.081208	0.061514	156	0.954866	0.909892	0.097034	0.079408	494	1.000000	0.845645	0.017179	0.013937	3148
GCA_003553525.1	GCA_007118655.1	0.854203	mid_high	s__Isachenkonia sp003553525	s__Isachenkonia sp007118655	g__Isachenkonia	g__Isachenkonia	0.959491	0.906794	0.040971	0.062645	27	0.955849	0.907438	0.065144	0.103601	328	1.000000	0.848735	0.013132	0.021684	2289
GCA_003217735.2	GCA_002709405.1	0.838254	mid_high	s__Marinibacterium sp003217735	s__Marinibacterium sp002709405	g__Marinibacterium	g__Marinibacterium	0.959541	0.904768	0.042350	0.053235	302	0.951427	0.894411	0.052377	0.063766	488	1.000000	0.834501	0.009892	0.012992	5565
GCF_002210095.1	GCA_003217735.2	0.840435	mid_high	s__Marinibacterium profundimaris	s__Marinibacterium sp003217735	g__Marinibacterium	g__Marinibacterium	0.965955	0.908672	0.055935	0.051746	369	0.960898	0.897452	0.065955	0.059676	556	1.000000	0.852900	0.019776	0.017549	9872
GCA_018831085.1	GCF_017824735.1	0.809931	mid_high	s__Rheinheimera sp018831085	s__Rheinheimera sp017824735	g__Rheinheimera	g__Rheinheimera	0.964923	0.879924	0.023456	0.019600	49	0.953933	0.889072	0.051652	0.048467	283	1.000000	0.830816	0.010178	0.010148	2196
GCA_002840125.1	GCA_018826295.1	0.810769	mid_high	s__Rheinheimera sp002840125	s__Rheinheimera sp018826295	g__Rheinheimera	g__Rheinheimera	0.961436	0.877423	0.020778	0.018853	47	0.954674	0.878640	0.038405	0.037109	210	1.000000	0.818886	0.007522	0.007128	1658
GCA_013816105.1	GCA_013817655.1	0.925099	mid_high	s__JACDCJ01 sp013816105	s__JACDCJ01 sp013817655	g__JACDCJ01	g__JACDCJ01	0.976454	0.947524	0.207045	0.168028	288	0.971471	0.940610	0.225696	0.179340	592	1.000000	0.913490	0.107828	0.086735	14198
GCF_016106015.1	GCF_012163135.1	0.843676	mid_high	s__Roseomonas_B sp016106015	s__Roseomonas_B oryzicola	g__Roseomonas_B	g__Roseomonas_B	0.960678	0.915266	0.070328	0.062761	511	0.953776	0.898065	0.065203	0.062398	383	1.000000	0.844950	0.015626	0.014347	5868
GCF_018129005.1	GCF_005222755.1	0.840577	mid_high	s__Roseomonas_B eburnea	s__Roseomonas_B sp005222755	g__Roseomonas_B	g__Roseomonas_B	0.960382	0.915431	0.064183	0.069504	534	0.954822	0.898638	0.061243	0.068520	414	1.000000	0.845033	0.014344	0.015761	6215
GCF_014196925.1	GCF_001418005.1	0.939811	mid_high	s__Chelatococcus_A caeni	s__Chelatococcus_A sambhunathii	g__Chelatococcus_A	g__Chelatococcus_A	0.976062	0.955306	0.217423	0.263296	1812	0.973034	0.941823	0.195587	0.220947	1232	1.000000	0.919870	0.102605	0.126577	43871
GCF_018263925.1	GCA_002084115.1	0.886560	mid_high	s__Kistimonas asteriae	s__Kistimonas sp002084115	g__Kistimonas	g__Kistimonas	0.961049	0.928235	0.081942	0.123536	211	0.959923	0.924274	0.106887	0.156735	1060	1.000000	0.876523	0.028820	0.043375	10097
GCF_004421185.1	GCF_007475525.1	0.928596	mid_high	s__Methylacidiphilum sp004421185	s__Methylacidiphilum kamchatkense	g__Methylacidiphilum	g__Methylacidiphilum	0.968431	0.943145	0.163880	0.160393	98	0.964985	0.941405	0.205877	0.205229	1044	1.000000	0.898256	0.064263	0.063414	8819
GCA_002869015.1	GCA_002869005.1	0.811603	mid_high	s__BM512 sp002869015	s__BM512 sp002869005	g__BM512	g__BM512	0.958640	0.885095	0.026751	0.023927	34	0.953550	0.882885	0.043147	0.041542	181	1.000000	0.822136	0.008419	0.007908	1368
GCA_002337085.1	GCA_002336965.1	0.874385	mid_high	s__UBA1942 sp002337085	s__UBA1942 sp002336965	g__UBA1942	g__UBA1942	0.968461	0.921709	0.080000	0.083333	108	0.954274	0.931879	0.158743	0.159121	601	1.000000	0.881890	0.039954	0.041367	5285
GCA_016787505.1	GCA_016715405.1	0.908555	mid_high	s__JABWBR01 sp016787505	s__JABWBR01 sp016715405	g__JABWBR01	g__JABWBR01	0.968484	0.943300	0.175365	0.151390	588	0.964038	0.933867	0.183006	0.153670	1275	1.000000	0.897722	0.068060	0.057174	19647
GCA_902509965.1	GCA_905181955.1	0.819443	mid_high	s__MED-G78 sp902509965	s__MED-G78 sp905181955	g__MED-G78	g__MED-G78	0.000000	0.879525	0.022556	0.019868	0	0.949700	0.911314	0.098667	0.084330	148	1.000000	0.831344	0.011516	0.009505	695
GCA_017353825.1	GCA_008933705.1	0.783594	mid_high	s__AWTP1-13 sp017353825	s__AWTP1-13 sp008933705	g__AWTP1-13	g__AWTP1-13	0.955966	0.845125	0.008878	0.005584	44	0.944232	0.834644	0.012744	0.010394	87	1.000000	0.757907	0.001612	0.001230	510
GCF_002157205.1	GCF_002155145.1	0.902326	mid_high	s__Kushneria marisflavi	s__Kushneria konosiri	g__Kushneria	g__Kushneria	0.000000	0.794389	0.001350	0.001428	0	0.994949	0.784110	0.002898	0.002984	22	1.000000	0.778724	0.002467	0.002497	714
GCA_016297695.1	GCA_902795845.1	0.830576	mid_high	s__RUG14121 sp016297695	s__RUG14121 sp902795845	g__RUG14121	g__RUG14121	0.000000	0.872582	0.008621	0.033333	0	0.948302	0.888553	0.029109	0.083624	48	1.000000	0.826771	0.005920	0.014444	506
GCF_003063645.1	GCF_003063665.1	0.847773	mid_high	s__Limnohabitans_A sp003063645	s__Limnohabitans_A sp003063665	g__Limnohabitans_A	g__Limnohabitans_A	0.958919	0.907464	0.044356	0.060400	178	0.953860	0.890133	0.038427	0.068990	297	1.000000	0.839404	0.010345	0.015842	2936
GCA_009693505.1	GCA_005789685.1	0.907472	mid_high	s__Limnohabitans_A sp009693505	s__Limnohabitans_A sp005789685	g__Limnohabitans_A	g__Limnohabitans_A	0.969196	0.939213	0.115132	0.177515	210	0.963110	0.933416	0.131304	0.209025	755	1.000000	0.893067	0.043561	0.068886	6938
GCA_903857265.1	GCA_003170415.1	0.848888	mid_high	s__Fen-1362 sp903857265	s__Fen-1362 sp003170415	g__Fen-1362	g__Fen-1362	0.962588	0.927496	0.094920	0.101719	213	0.953883	0.914261	0.096419	0.101179	412	1.000000	0.854550	0.019166	0.019800	3451
GCA_002841685.1	GCA_013791745.1	0.933008	mid_high	s__CG03 sp002841685	s__CG03 sp013791745	g__CG03	g__CG03	0.979688	0.953662	0.238501	0.216049	140	0.976617	0.942246	0.219903	0.201065	453	1.000000	0.923895	0.133354	0.122334	14927
GCA_902526865.1	GCA_902613995.1	0.933577	mid_high	s__GCA-2691245 sp902526865	s__GCA-2691245 sp902613995	g__GCA-2691245	g__GCA-2691245	0.973790	0.949462	0.210884	0.186747	31	0.970250	0.953203	0.286472	0.278890	432	1.000000	0.915439	0.105386	0.097956	6570
GCA_902567145.1	GCA_902522465.1	0.788037	mid_high	s__GCA-2691245 sp902567145	s__GCA-2691245 sp902522465	g__GCA-2691245	g__GCA-2691245	0.000000	0.280442	0.000000	0.000000	0	0.968661	0.857487	0.028353	0.016039	26	1.000000	0.815369	0.009034	0.005122	340
GCA_001770015.1	GCA_001769975.1	0.824858	mid_high	s__XYC1-FULL-37-79 sp001770015	s__XYC1-FULL-37-79 sp001769975	g__XYC1-FULL-37-79	g__XYC1-FULL-37-79	0.000000	0.865341	0.008859	0.020408	0	0.951664	0.882667	0.027788	0.063749	236	1.000000	0.808786	0.003858	0.008382	969
GCA_002428805.1	GCA_905216205.1	0.826496	mid_high	s__Cetobacterium_A sp002428805	s__Cetobacterium_A sp905216205	g__Cetobacterium_A	g__Cetobacterium_A	0.000000	0.869683	0.015038	0.015873	0	0.951923	0.883324	0.051409	0.035702	104	1.000000	0.813388	0.007908	0.005214	676
GCF_000770795.1	GCF_018406645.1	0.848732	mid_high	s__Lysobacter_A dokdonensis	s__Lysobacter_A helvus	g__Lysobacter_A	g__Lysobacter_A	0.962930	0.915721	0.066093	0.068760	392	0.956951	0.909948	0.087121	0.088712	345	1.000000	0.861307	0.022848	0.023595	5834
GCA_903958625.1	GCA_903861125.1	0.855090	mid_high	s__UBA8401 sp903958625	s__UBA8401 sp903861125	g__UBA8401	g__UBA8401	0.962327	0.925317	0.094473	0.088897	253	0.960481	0.921020	0.118113	0.118979	746	1.000000	0.869064	0.029101	0.028705	8293
GCA_002382755.1	GCA_003513005.1	0.864767	mid_high	s__46-80 sp002382755	s__46-80 sp003513005	g__46-80	g__46-80	0.964761	0.916916	0.082456	0.059494	47	0.956305	0.908439	0.099813	0.071371	267	1.000000	0.847539	0.019279	0.013646	1944
GCA_016720925.1	GCA_016790765.1	0.773212	mid_high	s__JAEUMZ01 sp016720925	s__JAEUMZ01 sp016790765	g__JAEUMZ01	g__JAEUMZ01	0.949219	0.839393	0.004548	0.007553	32	0.937669	0.811705	0.004076	0.009417	41	1.000000	0.721112	0.000404	0.000696	161
GCF_001641085.1	GCF_001573155.1	0.829082	mid_high	s__Aequorivita soesokkakensis	s__Aequorivita aquimaris	g__Aequorivita	g__Aequorivita	0.961806	0.888503	0.031106	0.025592	27	0.959498	0.876838	0.036099	0.035819	171	1.000000	0.829653	0.010019	0.009846	1395
GCA_003559985.1	GCA_007121335.1	0.883861	mid_high	s__PWJY01 sp003559985	s__PWJY01 sp007121335	g__PWJY01	g__PWJY01	0.966216	0.933983	0.151639	0.096438	111	0.958009	0.921285	0.152442	0.093514	643	1.000000	0.873737	0.041253	0.026133	5453
GCA_001552015.1	GCA_003086415.1	0.914227	mid_high	s__Nanopusillus acidilobi	s__Nanopusillus stetteri_A	g__Nanopusillus	g__Nanopusillus	0.000000	0.280442	0.000000	0.000000	0	0.961317	0.934211	0.157895	0.181452	90	1.000000	0.893511	0.051716	0.061093	1400
GCA_001552015.1	GCA_000387965.1	0.917080	mid_high	s__Nanopusillus acidilobi	s__Nanopusillus stetteri	g__Nanopusillus	g__Nanopusillus	0.000000	0.280442	0.000000	0.000000	0	0.962102	0.928485	0.150877	0.139384	86	1.000000	0.884582	0.043958	0.044368	1190
GCA_005502925.1	GCA_003576695.1	0.840278	mid_high	s__Nordella sp005502925	s__Nordella sp003576695	g__Nordella	g__Nordella	0.959681	0.915671	0.060938	0.074335	634	0.954095	0.897329	0.056519	0.069178	639	1.000000	0.840184	0.011802	0.014604	6908
GCF_900116345.1	GCA_017959135.1	0.857178	mid_high	s__Succinivibrio dextrinosolvens_B	s__Succinivibrio sp017959135	g__Succinivibrio	g__Succinivibrio	0.962674	0.914553	0.053651	0.078603	36	0.955260	0.911999	0.072958	0.118341	351	1.000000	0.858133	0.016835	0.027300	3136
GCA_014324065.1	GCA_005518205.2	0.949724	mid_high	s__Hormoscilla sp014324065	s__Hormoscilla sp005518205	g__Hormoscilla	g__Hormoscilla	0.987363	0.961460	0.338668	0.250620	910	0.985175	0.956302	0.360133	0.262264	3785	1.000000	0.940611	0.234141	0.171658	81765
GCA_903874955.1	GCA_903893805.1	0.769352	mid_high	s__CAITNM01 sp903874955	s__CAITNM01 sp903893805	g__CAITNM01	g__CAITNM01	0.000000	0.808197	0.001927	0.002421	0	0.947531	0.845864	0.014634	0.016590	36	1.000000	0.752906	0.001166	0.001382	107
GCA_014879945.1	GCA_016879935.1	0.831887	mid_high	s__JAEUJQ01 sp014879945	s__JAEUJQ01 sp016879935	g__JAEUJQ01	g__JAEUJQ01	0.960503	0.908685	0.072160	0.040144	648	0.954345	0.886340	0.059015	0.036601	563	1.000000	0.834610	0.013182	0.009662	7076
GCA_001775255.1	GCA_902826595.1	0.877225	mid_high	s__2-12-FULL-53-21 sp001775255	s__2-12-FULL-53-21 sp902826595	g__2-12-FULL-53-21	g__2-12-FULL-53-21	0.960405	0.933238	0.128655	0.108374	176	0.954700	0.928527	0.159548	0.132108	381	1.000000	0.869695	0.032253	0.027362	5181
GCF_000379085.1	GCF_000023965.1	0.967417	mid_high	s__Halomicrobium katesii	s__Halomicrobium mukohataei	g__Halomicrobium	g__Halomicrobium	0.986708	0.963739	0.302616	0.324514	1018	0.986980	0.954579	0.282080	0.305081	1519	1.000000	0.943661	0.210297	0.226548	78503
GCA_001914815.1	GCA_001918935.1	0.853748	mid_high	s__40CM-3-55-5 sp001914815	s__40CM-3-55-5 sp001918935	g__40CM-3-55-5	g__40CM-3-55-5	0.958807	0.917901	0.072999	0.071574	176	0.953425	0.916005	0.104947	0.102138	664	1.000000	0.847927	0.016518	0.016018	3372
GCA_001798455.1	GCA_016193385.1	0.947163	mid_high	s__2-12-FULL-57-22 sp001798455	s__2-12-FULL-57-22 sp016193385	g__2-12-FULL-57-22	g__2-12-FULL-57-22	0.979644	0.949147	0.327227	0.117947	393	0.978492	0.941302	0.341789	0.122931	1307	1.000000	0.919903	0.190431	0.069211	27283
GCA_905182655.1	GCA_002691385.1	0.828055	mid_high	s__UBA4465 sp905182655	s__UBA4465 sp002691385	g__UBA4465	g__UBA4465	0.953125	0.884951	0.032345	0.019608	12	0.947656	0.898124	0.080273	0.050844	271	1.000000	0.814582	0.008525	0.005241	933
GCA_002842575.1	GCA_001873105.1	0.856589	mid_high	s__Planktosalinus sp002842575	s__Planktosalinus sp001873105	g__Planktosalinus	g__Planktosalinus	0.961890	0.915956	0.065600	0.070326	41	0.954589	0.915272	0.094937	0.108525	345	1.000000	0.854652	0.018359	0.020836	2259
GCA_015523055.1	GCA_018897475.1	0.781317	mid_high	s__WALD01 sp015523055	s__WALD01 sp018897475	g__WALD01	g__WALD01	0.000000	0.844886	0.010563	0.004622	0	0.939707	0.853062	0.021695	0.016507	43	1.000000	0.756441	0.001659	0.001170	115
