genome	n_markers	n_present	fraction_present	status	missing_markers
GCA_019673655.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_019673715.1	28	26	0.9285714285714286	complete	HP0527|cagY,HP0535|cagQ
GCA_019673735.1	28	28	1.0	complete	
GCA_019673955.1	28	23	0.8214285714285714	partial	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_019673995.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019674015.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
GCA_019674095.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019674175.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_019674335.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_019674475.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_019674495.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_019674505.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_019674515.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0547|cagA
GCA_019674555.1	28	23	0.8214285714285714	partial	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_019674575.1	28	26	0.9285714285714286	complete	HP0527|cagY,HP0535|cagQ
GCA_019676035.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_019676995.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0547|cagA
GCA_019677035.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_019677055.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022921215.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0536|cagP
GCA_022921295.1	28	27	0.9642857142857143	complete	HP0521
GCA_022921335.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022921355.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_022921455.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_022921855.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_022921935.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022921975.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_022922035.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_022922055.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022922415.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_022922955.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_022922995.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0547|cagA
GCA_022923015.1	28	4	0.14285714285714285	empty	HP0521,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB
GCA_022923035.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022923115.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022923135.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022923155.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022923515.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_022923575.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022923615.1	28	27	0.9642857142857143	complete	HP0521
GCA_022923775.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_022924035.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022924175.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022924355.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_022924475.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022924655.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022924735.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_022924875.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_022924995.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_022925175.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022925255.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA
GCA_022925755.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022925775.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_022925815.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022925855.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022925875.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_022925925.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_022925945.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_022969895.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_023024715.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA
GCA_023024815.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_024406245.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_024406295.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_024406305.1	28	27	0.9642857142857143	complete	HP0521
GCA_024406485.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_024406915.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY
GCA_024411815.1	28	27	0.9642857142857143	complete	HP0521
GCA_024411855.1	28	26	0.9285714285714286	complete	HP0521,HP0546|cagB
GCA_024411875.1	28	27	0.9642857142857143	complete	HP0521
GCA_024411895.1	28	27	0.9642857142857143	complete	HP0521
GCA_024411915.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_024411935.1	28	27	0.9642857142857143	complete	HP0521
GCA_024411955.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_024411965.1	28	27	0.9642857142857143	complete	HP0521
GCA_024411995.1	28	28	1.0	complete	
GCA_024412005.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_024412025.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_024412135.1	28	27	0.9642857142857143	complete	HP0521
GCA_024412155.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_024412425.1	28	6	0.21428571428571427	partial	HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0547|cagA
GCA_024413815.1	28	27	0.9642857142857143	complete	HP0521
GCA_030062565.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY
GCA_030062585.1	28	27	0.9642857142857143	complete	HP0521
GCA_030062605.1	28	27	0.9642857142857143	complete	HP0521
GCA_030062625.1	28	27	0.9642857142857143	complete	HP0521
GCA_030062645.1	28	27	0.9642857142857143	complete	HP0521
GCA_030062665.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_030062685.1	28	27	0.9642857142857143	complete	HP0521
GCA_030406585.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_030581095.1	28	27	0.9642857142857143	complete	HP0521
GCA_030581115.1	28	27	0.9642857142857143	complete	HP0521
GCA_030581175.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY
GCA_030581205.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_030581215.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_035621155.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_040821695.1	28	28	1.0	complete	
GCA_040847485.1	28	26	0.9285714285714286	complete	HP0535|cagQ,HP0546|cagB
GCA_040848365.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB
GCA_040848625.1	28	27	0.9642857142857143	complete	HP0521
GCA_040848725.1	28	27	0.9642857142857143	complete	HP0546|cagB
GCA_040849325.1	28	28	1.0	complete	
GCA_040849575.1	28	28	1.0	complete	
GCA_040849885.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040857565.1	28	27	0.9642857142857143	complete	HP0521
GCA_040857585.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040860865.1	28	28	1.0	complete	
GCA_040860925.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_040860985.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040861005.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_040861025.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040861065.1	28	28	1.0	complete	
GCA_040861105.1	28	28	1.0	complete	
GCA_040861125.1	28	27	0.9642857142857143	complete	HP0546|cagB
GCA_040861145.1	28	28	1.0	complete	
GCA_040861165.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_040861185.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_040861205.1	28	1	0.03571428571428571	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB
GCA_040861225.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_040861245.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_040861285.1	28	28	1.0	complete	
GCA_040861305.1	28	2	0.07142857142857142	empty	HP0521,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040861325.1	28	28	1.0	complete	
GCA_040861345.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040861365.1	28	27	0.9642857142857143	complete	HP0521
GCA_040861385.1	28	28	1.0	complete	
GCA_040861405.1	28	26	0.9285714285714286	complete	HP0535|cagQ,HP0546|cagB
GCA_040861445.1	28	27	0.9642857142857143	complete	HP0521
GCA_040861455.1	28	7	0.25	partial	HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040861505.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_040861525.1	28	28	1.0	complete	
GCA_040861565.1	28	27	0.9642857142857143	complete	HP0546|cagB
GCA_040861585.1	28	27	0.9642857142857143	complete	HP0527|cagY
GCA_040861605.1	28	27	0.9642857142857143	complete	HP0521
GCA_040861645.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040861665.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040861685.1	28	28	1.0	complete	
GCA_040861705.1	28	28	1.0	complete	
GCA_040861725.1	28	28	1.0	complete	
GCA_040861765.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040861785.1	28	1	0.03571428571428571	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB
GCA_040861805.1	28	27	0.9642857142857143	complete	HP0521
GCA_040861825.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040861845.1	28	28	1.0	complete	
GCA_040861865.1	28	27	0.9642857142857143	complete	HP0521
GCA_040861875.1	28	4	0.14285714285714285	empty	HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040861945.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_040861965.1	28	27	0.9642857142857143	complete	HP0521
GCA_040861985.1	28	27	0.9642857142857143	complete	HP0546|cagB
GCA_040862005.1	28	28	1.0	complete	
GCA_040862065.1	28	26	0.9285714285714286	complete	HP0521,HP0546|cagB
GCA_040862085.1	28	27	0.9642857142857143	complete	HP0521
GCA_040862115.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040862165.1	28	28	1.0	complete	
GCA_040862185.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040862205.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040862225.1	28	26	0.9285714285714286	complete	HP0535|cagQ,HP0547|cagA
GCA_040862245.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_040862265.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ
GCA_040862285.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_040862305.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_040862325.1	28	27	0.9642857142857143	complete	HP0546|cagB
GCA_040862365.1	28	27	0.9642857142857143	complete	HP0521
GCA_040862385.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040862445.1	28	28	1.0	complete	
GCA_040862485.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_040862505.1	28	2	0.07142857142857142	empty	HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB
GCA_040862525.1	28	27	0.9642857142857143	complete	HP0521
GCA_040862565.1	28	28	1.0	complete	
GCA_040862585.1	28	27	0.9642857142857143	complete	HP0535|cagQ
GCA_040862605.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA
GCA_047532155.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB
GCA_052426765.1	28	7	0.25	partial	HP0520|cag1,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB
