query	reference	ani	ani_uniform	af_query	af_reference	std_err	synteny_blocks	synteny_score	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate
CP074691.1	JAESII010000001.1	80.6083	90.1128	0.2661	0.3483	0.23500	24	0.9196	23	1.140	0.2996	89.0653	95.6760	3.0022	3.35	AlfI:91.18,AloI:88.17,BcgI:90.45,FalI:89.43	450	24	1177	29	11.958333333333334	INCONSISTENT	90.1128	uniform_fallback
JAGYOX010000001.1	JAGXLR010000124.1	90.2726	92.5134	0.1066	0.1143	0.31124	10	0.9811	1	2.086	0.4501	91.7639	95.0632	0.8772	0.32	AlfI:93.00,AloI:92.12,BcgI:92.44,FalI:92.19	372	10	422	8	6.2	INCONSISTENT	90.2726	gamma
JAGYOR010000001.1	DSBH01000137.1	96.5206	96.5206	0.4295	0.4302	0.09906	127	0.9472	46	inf	0.7629	96.4763	96.5710	0.1169	0.07	AlfI:96.61,AloI:96.56,BcgI:96.49,FalI:96.49	1397	127	1497	23	7.496062992125984	ok	96.5206	uniform
JAGYMU010000001.1	JAGXLU010000016.1	94.1241	94.1241	0.4427	0.4441	0.21354	33	0.9923	2	inf	0.5959	94.0962	94.2064	1.7994	1.64	AlfI:94.79,AloI:93.69,BcgI:92.99,FalI:94.26	466	33	650	31	8.818181818181818	ok	94.1241	uniform
JAGYIO010000001.1	CAIZMQ010000001.1	90.2315	91.3810	0.3998	0.4212	0.16464	57	0.9284	42	4.741	0.3665	90.9630	93.4339	0.8823	0.80	AlfI:91.60,AloI:90.98,BcgI:91.45,FalI:90.71	829	57	1788	26	10.56140350877193	ok	90.2315	gamma
JAHDSQ010000027.1	JAHDQS010000048.1	92.7943	93.7584	0.6489	0.7067	0.11931	57	0.9809	21	2.948	0.5551	93.1726	95.1455	0.1287	0.07	AlfI:93.73,AloI:93.80,BcgI:93.83,FalI:93.70	1268	57	2276	98	19.87719298245614	ok	92.7943	gamma
JAHDRW010000047.1	JAHDKO010000170.1	91.9651	92.8943	0.7686	0.6920	0.08684	87	0.9783	46	3.930	0.4769	92.3943	94.4948	0.9703	3.29	AlfI:93.19,AloI:92.22,BcgI:92.90,FalI:93.00	2377	87	4939	124	24.816091954022987	ok	91.9651	gamma
JAHDMJ010000037.1	JAHDPO010000007.1	86.7076	89.1575	0.3507	0.3385	0.21500	36	0.9538	16	3.930	0.2528	88.7047	92.2510	3.1691	11.42	AlfI:90.58,AloI:87.80,BcgI:89.09,FalI:87.41	599	36	1586	27	10.166666666666666	ok	86.7076	gamma
JAHDLC010000004.1	JAESIH010000001.1	89.5505	90.5980	0.4951	0.5183	0.15156	57	0.9661	26	5.791	0.3337	90.2674	92.3838	1.5706	4.78	AlfI:90.77,AloI:90.49,BcgI:91.07,FalI:89.50	1036	57	2497	44	14	ok	89.5505	gamma
JABAZK010000149.1	CAJQMN010000001.1	93.6002	94.7704	0.0615	0.0629	0.52019	5	1.0000	0	1.833	0.6399	94.0204	95.9709	1.9811	0.67	AlfI:95.71,AloI:95.66,BcgI:93.73,FalI:94.35	130	5	101	6	5.2	ok	93.6002	gamma
JABAZA010000043.1	JABHDE010000064.1	89.1862	89.1862	0.2223	0.2098	0.49126	2	1.0000	0	inf	0.2673	88.8960	91.4165	1.9484	0.35	AlfI:89.65,AloI:87.70,BcgI:88.89,FalI:89.52	131	2	304	7	6.5	ok	89.1862	uniform
JAHENN010000001.1	PXRL01000001.1	90.7990	92.7855	0.5280	0.4966	0.14032	55	1.0000	0	2.211	0.4657	91.9780	95.4150	1.5920	2.18	AlfI:92.42,AloI:92.49,BcgI:92.82,FalI:94.02	973	55	1990	18	7.290909090909091	ok	90.7990	gamma
JABGQA010000110.1	NYZG01000001.1	91.7450	91.7450	0.1175	0.1597	0.16005	93	0.9332	40	inf	0.3917	91.7084	92.0557	1.6931	2.20	AlfI:91.32,AloI:91.93,BcgI:91.66,FalI:93.01	1552	93	1734	26	7.010752688172043	INCONSISTENT	91.7450	uniform
JABICI010000027.1	NYTT01000007.1	96.4404	96.4404	0.2849	0.3787	0.21478	28	0.9881	2	inf	0.7654	96.3979	96.5060	1.2723	1.72	AlfI:95.80,AloI:95.57,BcgI:96.24,FalI:96.84	371	28	345	14	6.928571428571429	ok	96.4404	uniform
JABILG010000003.1	NZWH02000020.1	86.5057	88.1745	0.4893	0.4957	0.43182	11	1.0000	0	5.791	0.2362	87.8402	91.0740	3.4885	1.73	AlfI:90.58,AloI:88.98,BcgI:87.09,FalI:87.94	139	11	473	19	9.545454545454545	ok	86.5057	gamma
JABHZY010000019.1	JABHYW010000042.1	94.3304	94.3304	0.0125	0.0157	1.59692	1	1.0000	0	inf	0.6130	94.6525	93.6457	7.2366	0.18	AloI:94.53,BcgI:100.00,FalI:92.76	51	1	11	5	5	INCONSISTENT	94.3304	uniform
JABHUX010000073.1	NZ_CP024034.1	89.1880	89.1880	0.3232	0.2769	0.58342	2	1.0000	0	inf	0.2788	89.1934	89.8903	4.7091	1.97	AlfI:86.81,AloI:91.48,BcgI:86.77,FalI:89.53	94	2	215	7	6.5	ok	89.1880	uniform
JABHUQ010000009.1	JADHUI010000003.1	90.2499	90.2499	0.0625	0.0814	0.80449	3	1.0000	0	inf	0.3272	90.1045	91.1265	3.3955	0.41	AlfI:90.34,AloI:87.67,BcgI:91.07,FalI:90.40	105	3	94	6	5.333333333333333	INCONSISTENT	90.2499	uniform
JABJGM010000005.1	PBFJ01000001.1	88.4028	90.8026	0.4843	0.3238	0.38833	11	0.9808	2	2.701	0.3737	90.0223	94.2358	3.9390	1.74	AlfI:90.21,AloI:94.15,BcgI:90.97,FalI:90.65	176	11	389	26	10.272727272727273	ok	88.4028	gamma
JABHRC010000029.1	JABIVC010000005.1	92.3376	92.3376	0.0545	0.0512	1.08945	1	1.0000	0	inf	0.4608	92.2840	92.5827	4.6863	1.15	AlfI:94.97,BcgI:90.29,FalI:91.93	35	1	35	5	5	ok	92.3376	uniform
JABHBC010000177.1	SGZJ01000001.1	93.4122	93.4122	0.1857	0.2544	0.37710	4	1.0000	0	inf	0.5459	93.5278	93.1663	1.4457	0.29	AlfI:93.28,AloI:93.90,BcgI:92.45,FalI:93.51	205	4	240	7	5	ok	93.4122	uniform
JABHBC010000177.1	CABXVR010000001.1	95.7424	96.2489	0.2837	0.3660	0.21786	19	1.0000	0	2.148	0.7539	95.7604	96.7305	2.3217	2.54	AlfI:97.07,AloI:97.18,BcgI:94.86,FalI:96.20	336	19	376	8	6	ok	95.7424	gamma
JABHOG010000093.1	JAAZXB010000100.1	94.0563	94.8134	0.9029	0.8412	0.06647	135	0.9934	20	2.781	0.6234	94.2057	95.9156	0.4709	1.97	AlfI:94.83,AloI:94.43,BcgI:94.91,FalI:94.51	3372	135	5577	124	23.288888888888888	ok	94.0563	gamma
JABHOU010000440.1	CAJQSI010000001.1	91.8922	93.0638	0.1613	0.3106	0.18304	36	1.0000	0	3.074	0.4965	92.4620	94.8188	0.7300	0.52	AlfI:93.51,AloI:92.95,BcgI:93.10,FalI:92.78	628	36	1097	11	6.194444444444445	ok	91.8922	gamma
DVKA01000011.1	URAG01000001.1	91.0427	91.5679	0.3565	0.3347	0.16948	53	1.0000	0	8.426	0.3819	91.2676	92.8595	2.2319	6.77	AlfI:91.66,AloI:89.82,BcgI:92.06,FalI:89.96	814	53	1617	10	6.452830188679245	ok	91.0427	gamma
QLUI01000001.1	JAGXTN010000070.1	90.6846	90.6846	0.1358	0.1608	0.34175	8	1.0000	0	inf	0.3365	90.5231	91.7030	1.5261	0.82	AlfI:91.20,AloI:91.57,BcgI:90.04,FalI:90.53	264	8	471	7	5.375	ok	90.6846	uniform
QLUP01000001.1	QLTX01000001.1	91.2726	91.2726	0.2075	0.1589	0.45752	6	1.0000	0	inf	0.4002	91.3764	90.7289	2.5339	1.29	AlfI:93.26,AloI:91.95,BcgI:91.66,FalI:90.72	140	6	241	8	5.666666666666667	ok	91.2726	uniform
CP076324.1	DSME01000021.1	94.1045	96.3396	0.7501	0.7436	0.10171	70	0.9445	69	0.631	0.7626	94.9787	97.6425	1.0069	1.24	AlfI:96.52,AloI:95.92,BcgI:96.93,FalI:96.27	1343	70	1839	58	17.771428571428572	ok	94.1045	gamma
JAFJYB010000008.1	NZ_PEHF01000101.1	95.4555	95.7282	0.7923	0.7995	0.05795	118	0.9709	108	4.800	0.6975	95.3731	96.2078	0.4832	1.34	AlfI:95.64,AloI:96.11,BcgI:95.77,FalI:95.63	3854	118	5582	179	31.584745762711865	ok	95.4555	gamma
JAHJCZ010000007.1	MHHG01000001.1	87.5466	88.7425	0.3269	0.3372	0.27962	17	1.0000	0	6.985	0.2551	88.4325	91.2649	2.0638	1.63	AlfI:89.83,AloI:89.22,BcgI:87.77,FalI:88.67	365	17	1021	22	7.9411764705882355	ok	87.5466	gamma
JAHIWE010000017.1	NZ_CP042652.1	88.9584	91.1625	0.4679	0.4723	0.23382	26	1.0000	0	2.591	0.4004	90.4665	94.0530	1.5031	1.18	AlfI:90.07,AloI:90.92,BcgI:89.87,FalI:91.38	464	26	1019	22	9.423076923076923	ok	88.9584	gamma
JAHIVS010000376.1	VMSR01000168.1	94.0390	94.4512	0.4056	0.4255	0.10410	124	0.9936	5	4.943	0.6040	94.0613	95.2566	1.1484	4.79	AlfI:94.47,AloI:95.19,BcgI:94.04,FalI:94.42	1801	124	2520	22	7.217741935483871	ok	94.0390	gamma
JAHITE010000065.1	JAHITY010000076.1	88.3426	89.8987	0.3147	0.2881	0.30114	16	0.9911	1	4.741	0.3004	89.5026	92.4993	1.1386	0.74	AlfI:90.27,AloI:89.13,BcgI:89.22,FalI:90.14	457	16	719	16	7.9375	INCONSISTENT	88.3426	gamma
JAHISI010000041.1	LBSF01000001.1	94.7105	94.7105	0.1379	0.1601	0.49912	4	1.0000	0	inf	0.6378	94.2751	95.5512	4.3664	1.74	AlfI:94.49,AloI:96.00,BcgI:91.63,FalI:95.07	121	4	109	6	5.25	ok	94.7105	uniform
JAHJQM010000007.1	DNHS01000036.1	92.2721	93.4643	0.4819	0.4353	0.21020	37	0.9814	6	2.701	0.5393	92.7296	95.2714	0.5931	0.12	AlfI:93.40,AloI:92.99,BcgI:93.58,FalI:93.50	477	37	800	27	9.54054054054054	ok	92.2721	gamma
JAHJQJ010000015.1	JAHITH010000052.1	95.4938	97.6592	0.2502	0.3138	0.22171	13	0.9844	1	0.365	0.8530	96.1335	98.5812	2.8397	7.81	AlfI:97.25,AloI:96.30,BcgI:99.14,FalI:97.33	273	13	227	14	5.846153846153846	INCONSISTENT	95.4938	gamma
JAHJQG010000015.1	JAHIFA010000120.1	93.1330	93.1330	0.1183	0.0999	0.60536	1	1.0000	0	inf	0.5199	92.5733	94.5441	2.6784	0.77	AlfI:94.10,AloI:95.12,BcgI:92.85,FalI:92.44	160	1	102	4	4	INCONSISTENT	93.1330	uniform
JAHJLF010000073.1	MFFN01000001.1	89.6276	91.6712	0.6221	0.5756	0.17026	44	0.9978	1	2.701	0.4006	91.0139	94.3315	2.8182	10.03	AlfI:92.28,AloI:92.84,BcgI:91.68,FalI:90.02	718	44	1669	32	11.227272727272727	ok	89.6276	gamma
JAHJLB010000048.1	CAIMRY010000001.1	89.1577	90.6616	0.4931	0.4563	0.14393	54	0.9715	22	4.344	0.3296	90.2444	93.1011	0.9044	0.98	AlfI:90.64,AloI:89.99,BcgI:90.76,FalI:90.89	1136	54	2714	84	14.88888888888889	ok	89.1577	gamma
JAHJJB010000005.1	JAABQB010000100.1	90.8321	90.8321	0.3034	0.2964	0.21847	25	0.9942	1	inf	0.3524	90.7249	91.3842	1.9191	1.70	AlfI:91.39,AloI:89.47,BcgI:90.67,FalI:91.04	594	25	1130	19	7.88	ok	90.8321	uniform
JAHJSS010000010.1	JAFGJH010000032.1	89.1494	90.7476	0.3206	0.3304	0.27629	21	1.0000	0	4.046	0.3379	90.2690	93.4613	1.5156	1.11	AlfI:90.92,AloI:91.90,BcgI:90.50,FalI:90.38	344	21	732	16	8.571428571428571	ok	89.1494	gamma
VEQJ01000304.1	CAISOG010000001.1	96.4782	97.1229	0.3244	0.4042	0.10806	68	0.9885	4	1.297	0.8084	96.3482	97.7197	0.5242	1.22	AlfI:97.35,AloI:96.82,BcgI:96.93,FalI:97.08	1028	68	1046	17	6.044117647058823	ok	96.4782	gamma
JAHIPJ010000044.1	JABMRD010000025.1	96.6703	96.9655	0.3117	0.2062	0.18837	22	1.0000	0	2.516	0.8044	96.5902	97.2527	1.1653	0.86	AlfI:96.65,AloI:95.98,BcgI:97.15,FalI:97.12	398	22	382	14	6.681818181818182	ok	96.6703	gamma
JAHIOG010000106.1	JADHWC010000073.1	95.6316	96.1231	0.2884	0.4522	0.11891	76	0.9956	2	2.516	0.7347	95.5633	96.7450	1.0016	2.30	AlfI:96.19,AloI:96.78,BcgI:96.10,FalI:95.78	1021	76	1255	14	6.934210526315789	ok	95.6316	gamma
JAHIMR010000036.1	JAHIPE010000080.1	93.1509	93.8071	0.0593	0.0862	0.35754	10	0.9839	1	4.046	0.5494	93.3692	94.9248	1.1772	0.50	AlfI:94.57,AloI:93.92,BcgI:93.39,FalI:94.09	429	10	246	12	7.1	INCONSISTENT	93.1509	gamma
JAHILQ010000080.1	JACPZK010000002.1	91.1917	92.9669	0.4402	0.4224	0.18666	24	1.0000	0	2.239	0.4971	92.1409	95.3215	0.6480	0.70	AlfI:93.39,AloI:92.91,BcgI:92.87,FalI:92.75	625	24	1114	10	5.875	ok	91.1917	gamma
JAHIFA010000120.1	JAFCEA010000074.1	92.8618	92.8618	0.0942	0.0920	0.60544	1	1.0000	0	inf	0.5000	92.4566	93.9676	4.3192	0.97	AlfI:92.21,AloI:90.75,BcgI:95.07,FalI:92.83	118	1	106	6	6	ok	92.8618	uniform
JAHIQI010000073.1	JAHIND010000013.1	94.5921	95.3082	0.7899	0.8553	0.07028	86	0.9901	27	2.444	0.6697	94.6891	96.2179	0.6320	3.76	AlfI:95.52,AloI:95.47,BcgI:95.31,FalI:94.89	2996	86	4534	113	32.406976744186046	ok	94.5921	gamma
JAGWVP010000684.1	JAFMJW010000147.1	93.6722	94.6689	0.4962	0.4912	0.07200	267	0.9922	14	2.305	0.6099	93.9784	96.0106	2.5440	12.99	AlfI:94.78,AloI:93.12,BcgI:94.67,FalI:95.67	3141	267	4917	25	7.711610486891386	ok	93.6722	gamma
JAGWVO010000628.1	VGXS01000001.1	94.2760	94.6070	0.6390	0.6338	0.07248	251	0.9977	5	5.791	0.6089	94.2589	95.2848	0.5817	1.61	AlfI:94.80,AloI:94.55,BcgI:94.64,FalI:94.21	2968	251	4856	40	9.601593625498008	ok	94.2760	gamma
JAGKSW010000009.1	NZ_JACJSD010000001.1	90.4720	92.4373	0.3147	0.3209	0.14095	82	0.9730	15	2.374	0.4505	91.6896	94.9286	1.8892	6.75	AlfI:92.27,AloI:91.27,BcgI:93.16,FalI:91.75	1785	82	2099	23	7.585365853658536	INCONSISTENT	90.4720	gamma
JAHHUL010000001.1	JAENYP010000036.1	90.9600	93.0250	0.6024	0.6528	0.13052	51	0.9764	22	1.911	0.4970	92.2249	95.3586	0.4042	0.56	AlfI:92.98,AloI:93.21,BcgI:92.81,FalI:93.20	1184	51	2240	83	18.823529411764707	ok	90.9600	gamma
JAHQJS010000001.1	JAEOSF010000123.1	91.4640	93.2907	0.5524	0.6230	0.12364	71	0.9421	64	1.968	0.5253	92.4309	95.5330	1.0783	1.80	AlfI:93.37,AloI:94.05,BcgI:92.97,FalI:93.33	1454	71	2422	79	15.67605633802817	ok	91.4640	gamma
JAHLWH010000273.1	JAHLWE010000506.1	96.2069	96.8816	0.2210	0.2229	0.13762	42	0.9774	5	1.336	0.7972	96.1693	97.4476	1.0332	3.12	AlfI:97.42,AloI:97.57,BcgI:97.06,FalI:96.53	1125	42	761	13	6.142857142857143	INCONSISTENT	96.2069	gamma
JAHLVZ010000227.1	JABLTI010000225.1	93.6486	93.6486	0.4176	0.4058	0.15055	62	0.9879	6	inf	0.5589	93.5142	93.9973	0.9150	1.34	AlfI:92.93,AloI:93.23,BcgI:93.65,FalI:93.85	1035	62	1455	24	8.903225806451612	ok	93.6486	uniform
DXGF01000045.1	CABPCP010000001.1	88.1350	93.3409	0.1660	0.1431	0.29817	18	0.9770	2	0.866	0.5219	92.0218	96.6099	2.1904	1.69	AlfI:93.58,AloI:91.68,BcgI:93.43,FalI:93.87	291	18	427	12	5.722222222222222	ok	88.1350	gamma
DXAQ01000097.1	CAJUJZ010000001.1	90.9873	90.9873	0.2074	0.2071	0.33182	7	1.0000	0	inf	0.3770	90.8391	92.1261	6.5547	4.92	AlfI:90.24,AloI:91.38,BcgI:85.20,FalI:91.76	329	7	489	7	6.142857142857143	INCONSISTENT	90.9873	uniform
DXAG01000044.1	NZ_KI912578.1	91.6367	94.0105	0.3830	0.3399	0.15308	51	1.0000	0	1.297	0.5737	93.0473	96.0895	1.1334	1.85	AlfI:94.81,AloI:94.08,BcgI:93.67,FalI:94.03	843	51	1374	27	8.588235294117647	ok	91.6367	gamma
DWXM01000027.1	NZ_MBFG01000001.1	87.8227	87.8227	0.2097	0.2090	0.60175	4	1.0000	0	inf	0.2169	87.5385	90.7229	1.5137	0.33	AlfI:87.44,AloI:87.83,BcgI:86.73,FalI:88.24	93	4	258	6	5.5	ok	87.8227	uniform
DWUY01000156.1	NZ_NFHH01000001.1	87.1294	91.1046	0.2473	0.2095	0.27120	15	1.0000	0	1.729	0.3780	90.2065	94.9375	1.2538	1.06	AlfI:90.73,AloI:91.24,BcgI:91.99,FalI:90.82	390	15	759	11	6.666666666666667	ok	87.1294	gamma
JAHUUL010000001.1	JAHUUK010000001.1	93.9221	95.0511	0.9126	0.9530	0.08403	21	0.9938	12	1.856	0.6421	94.2388	96.4387	0.2815	0.50	AlfI:95.15,AloI:95.06,BcgI:94.96,FalI:95.24	1958	21	3357	350	92	ok	93.9221	gamma
JAFAMB010000024.1	JAFAJU010000149.1	92.8956	92.8956	0.1617	0.0884	0.26679	25	0.9840	2	inf	0.4770	92.9488	92.7606	1.5841	0.82	AlfI:92.72,AloI:93.73,BcgI:92.97,FalI:92.14	589	25	497	13	5.92	INCONSISTENT	92.8956	uniform
JAFAZX010000057.1	JAFAVK010000104.1	89.2888	92.7172	0.5187	0.6007	0.07840	131	0.9768	57	1.434	0.4610	91.7609	95.8176	1.9876	11.45	AlfI:92.36,AloI:90.97,BcgI:92.96,FalI:92.72	2991	131	6454	114	19.282442748091604	ok	89.2888	gamma
JAFAZK010000052.1	JAFAHI010000151.1	91.9181	91.9181	0.1457	0.1587	0.16962	63	0.9783	8	inf	0.4094	91.9222	91.9247	1.1795	1.41	AlfI:91.79,AloI:92.85,BcgI:91.85,FalI:91.67	1518	63	1494	13	6.714285714285714	INCONSISTENT	91.9181	uniform
JAFAUY010000286.1	JAFBAP010000131.1	90.3903	90.3903	0.2664	0.2090	0.17696	38	0.9954	1	inf	0.3074	90.2620	91.2288	1.8713	2.16	AlfI:90.74,AloI:90.65,BcgI:90.40,FalI:88.87	856	38	1826	11	6.657894736842105	ok	90.3903	uniform
JAFATZ010000397.1	JAFAXQ010000106.1	91.8605	92.3621	0.3777	0.3006	0.13365	67	0.9900	4	7.192	0.4379	92.0667	93.4970	0.8704	0.87	AlfI:92.62,AloI:91.75,BcgI:92.32,FalI:92.14	1322	67	2246	13	6.940298507462686	ok	91.8605	gamma
JAFAPC010000008.1	JAFAXZ010000089.1	92.7888	92.7888	0.0693	0.1065	0.22255	41	0.9644	9	inf	0.4627	92.6993	93.1763	1.0041	0.69	AlfI:92.70,AloI:93.65,BcgI:92.65,FalI:93.05	866	41	728	17	6.951219512195122	INCONSISTENT	92.7888	uniform
FNBQ01000061.1	JAFZWM010000034.1	91.9455	93.2083	0.8110	0.8476	0.07777	89	0.9853	38	2.781	0.5013	92.6099	94.9819	0.3315	0.83	AlfI:93.33,AloI:93.04,BcgI:93.11,FalI:93.38	3002	89	5810	111	29.629213483146067	ok	91.9455	gamma
FOCD01000013.1	NZ_NPBF01000001.1	88.8766	90.6109	0.8161	0.7988	0.11637	29	0.9854	19	3.817	0.3373	90.1207	93.2570	0.7048	1.78	AlfI:91.06,AloI:90.36,BcgI:90.39,FalI:90.58	1390	29	4255	140	45.13793103448276	ok	88.8766	gamma
LT700188.1	USPU01000001.1	95.6232	95.9026	0.5232	0.7805	0.11581	63	0.9316	62	4.344	0.7122	95.5685	96.3166	0.3673	0.19	AlfI:95.90,AloI:96.24,BcgI:95.88,FalI:95.87	976	63	1330	57	14.412698412698413	ok	95.6232	gamma
OMYY01000082.1	CAJMOS010000001.1	93.1207	93.4552	0.6462	0.6220	0.09148	151	0.9534	86	7.624	0.5207	93.1698	94.2242	0.8198	3.23	AlfI:93.71,AloI:92.89,BcgI:93.60,FalI:93.07	2124	151	3905	77	12.66225165562914	ok	93.1207	gamma
ONAZ01000044.1	DFLF01000007.1	84.7824	89.9844	0.5666	0.5423	0.21315	25	0.9832	6	1.680	0.3238	89.1184	94.4991	0.8090	0.47	AlfI:90.21,AloI:89.75,BcgI:89.40,FalI:90.10	484	25	1495	62	15.04	INCONSISTENT	89.9844	uniform_fallback
ONCT01000075.1	CAJOGN010000001.1	95.1434	96.0844	0.6534	0.5292	0.10882	77	0.9743	26	1.434	0.7382	95.2345	97.0209	1.0253	2.08	AlfI:95.71,AloI:96.73,BcgI:95.93,FalI:96.14	1234	77	1616	51	13.779220779220779	ok	95.1434	gamma
ONIU01000369.1	JAFXRA010000237.1	91.9594	93.0707	0.1465	0.1899	0.21534	38	0.9850	3	3.074	0.5138	92.4759	94.7091	1.5463	1.76	AlfI:93.64,AloI:94.37,BcgI:92.86,FalI:92.82	1143	38	820	14	6.184210526315789	INCONSISTENT	91.9594	gamma
ONJV01000323.1	CACZFT010000001.1	95.8385	96.7898	0.6068	0.5771	0.05169	329	0.9691	105	1.044	0.7826	95.9701	97.5174	0.4500	1.54	AlfI:96.81,AloI:96.71,BcgI:96.83,FalI:96.38	4121	329	5236	35	11.006079027355623	ok	95.8385	gamma
ONQZ01000078.1	JAGCTY010000082.1	93.1337	93.6536	0.4733	0.4338	0.10439	147	0.9353	90	5.239	0.5329	93.2513	94.6579	1.6516	4.91	AlfI:93.84,AloI:93.41,BcgI:93.85,FalI:92.20	1845	147	2915	33	9.850340136054422	ok	93.1337	gamma
UGTZ01000002.1	NZ_CP017671.1	76.9603	88.6255	0.4431	0.4313	0.20660	20	0.9483	18	1.260	0.2275	87.7147	95.1381	3.0539	4.24	AlfI:89.37,AloI:86.32,BcgI:88.83,FalI:87.84	549	20	1961	73	17.5	INCONSISTENT	88.6255	uniform_fallback
UCAG01000023.1	NZ_QNRH01000001.1	87.1383	90.5222	0.7665	0.6253	0.10639	43	0.9814	26	2.374	0.3125	89.8798	94.2584	1.1043	2.69	AlfI:90.75,AloI:90.63,BcgI:90.50,FalI:89.64	1473	43	5098	258	32.883720930232556	ok	87.1383	gamma
UPXY01000001.1	CAPI01000135.1	87.7900	90.2954	0.3607	0.3341	0.16748	54	0.9570	23	3.165	0.2983	89.7822	93.6585	0.8869	1.49	AlfI:90.76,AloI:90.92,BcgI:90.03,FalI:90.59	810	54	2125	27	10.481481481481481	ok	87.7900	gamma
UPXV01000001.1	NZ_SMCQ01000001.1	86.1498	92.2121	0.2578	0.2420	0.32069	15	0.9794	2	0.945	0.4618	90.9561	96.0790	2.6660	1.07	AlfI:92.22,AloI:92.84,BcgI:90.17,FalI:92.31	306	15	471	17	7.333333333333333	INCONSISTENT	92.2121	uniform_fallback
UQAI01000001.1	CAADXH010000001.1	95.9553	96.7074	0.3553	0.3324	0.17337	36	0.9863	4	1.260	0.7871	95.9707	97.3346	1.8051	2.06	AlfI:95.15,AloI:96.62,BcgI:96.31,FalI:96.95	477	36	522	18	8.972222222222221	ok	95.9553	gamma
UQBM01000001.1	FR890794.1	92.2280	92.2280	0.6929	0.7236	0.24213	27	0.9780	6	inf	0.4626	92.0553	92.9956	3.7067	4.68	AlfI:91.80,AloI:92.32,BcgI:88.98,FalI:92.69	367	27	747	25	10.88888888888889	ok	92.2280	uniform
UQCR01000001.1	UQGG01000001.1	89.4094	91.2458	0.4529	0.4637	0.13132	89	0.9753	20	3.165	0.3775	90.6837	93.8253	1.6204	4.29	AlfI:91.38,AloI:90.07,BcgI:90.99,FalI:91.69	1352	89	3018	31	9.865168539325843	ok	89.4094	gamma
UQDI01000001.1	UQBO01000001.1	95.3469	96.1140	0.8283	0.8471	0.10498	53	0.9892	12	1.680	0.7432	95.3170	96.9533	0.9141	4.53	AlfI:95.84,AloI:95.82,BcgI:95.49,FalI:96.41	1210	53	1719	113	21.79245283018868	ok	95.3469	gamma
UQDI01000001.1	NZ_HG326224.1	89.3254	91.0413	0.6849	0.6384	0.20040	36	0.9953	2	3.355	0.3828	90.4519	93.6933	1.5508	1.14	AlfI:91.12,AloI:91.97,BcgI:90.41,FalI:91.19	530	36	1374	44	12.777777777777779	ok	89.3254	gamma
UQDF01000001.1	URKO01000001.1	94.6151	94.6151	0.2746	0.3737	0.14198	105	0.9279	47	inf	0.6114	94.9755	93.9107	2.6199	3.68	AlfI:94.35,AloI:92.74,BcgI:94.49,FalI:95.36	1163	105	1171	13	6.761904761904762	ok	94.6151	uniform
UQDU01000001.1	LUJR01000001.1	88.7365	90.9892	0.3536	0.2959	0.20156	31	0.9881	4	2.948	0.3394	90.4805	93.9285	1.5504	2.35	AlfI:90.94,AloI:91.95,BcgI:90.69,FalI:92.24	565	31	1289	37	11.709677419354838	ok	88.7365	gamma
UQLQ01000001.1	UQNI01000001.1	95.4124	95.9340	0.5705	0.6248	0.12059	75	0.9492	41	2.516	0.7202	95.4082	96.5608	0.3185	0.41	AlfI:96.10,AloI:95.98,BcgI:95.78,FalI:95.87	985	75	1279	40	11.213333333333333	ok	95.4124	gamma
UQOH01000001.1	UQXM01000001.1	91.2046	91.2046	0.0958	0.1174	0.42501	8	1.0000	0	inf	0.4044	91.1215	91.7282	7.6960	1.55	AlfI:90.82,AloI:92.26,BcgI:84.57,FalI:91.28	316	8	293	9	6.125	INCONSISTENT	91.2046	uniform
UQPN01000001.1	DLQW01000062.1	96.0086	96.2071	0.5780	0.6636	0.08708	91	0.9625	57	5.089	0.7393	95.9599	96.4899	0.5546	1.13	AlfI:96.30,AloI:96.66,BcgI:96.11,FalI:96.19	1673	91	2166	95	17.076923076923077	ok	96.0086	gamma
UQUH01000001.1	USOR01000001.1	92.8849	93.4482	0.1266	0.1564	0.22151	40	0.9520	13	5.089	0.5138	93.0605	94.6440	1.3415	1.49	AlfI:93.65,AloI:94.49,BcgI:93.15,FalI:94.24	663	40	661	20	7.45	ok	92.8849	gamma
UQUZ01000001.1	UQWL01000001.1	90.8838	92.5660	0.7554	0.6824	0.10672	79	0.9850	20	2.623	0.4497	91.9446	94.7362	1.3665	4.73	AlfI:92.82,AloI:91.45,BcgI:92.70,FalI:91.75	1464	79	3468	64	17.569620253164558	ok	90.8838	gamma
UQVG01000001.1	NZ_PYLP01000001.1	93.0400	94.0291	0.2794	0.2633	0.22561	23	1.0000	0	2.623	0.5940	93.3216	95.4142	1.4707	0.54	AlfI:95.08,AloI:94.05,BcgI:93.61,FalI:93.99	502	23	644	10	5.826086956521739	ok	93.0400	gamma
UQVV01000001.1	DVKA01000011.1	94.3470	95.0222	0.4330	0.4192	0.10451	147	0.9715	26	2.863	0.6412	94.4267	96.0496	0.9594	0.93	AlfI:94.96,AloI:94.24,BcgI:95.06,FalI:95.20	1633	147	2134	26	7.0272108843537415	ok	94.3470	gamma
