query	reference	ani	ani_uniform	af_query	af_reference	std_err	ani_cal	synteny_blocks	anchor_adjacency	breakpoint_count	het_shape	retention	ani_from_loss	ani_from_hist	enzyme_spread	enzyme_chi2	per_enzyme	n_anchors	n_chains	n_tags	max_block_anchors	mean_block_anchors	flag	ani_gated	gate	ani_upper95	pairid
FHNBA28M10_ctg	HAN42-10_ctg	99.231	99.4248	0.8421	0.903	0.02107	98.9718	51	0.9945	23	0.221	0.965	99.1088	99.5125	0.0879	0.39	AlfI:99.45,AloI:99.36,BcgI:99.42,FalI:99.41	4218	51	4419	308	81.90196078431373	ok	99.231	gamma	99.1972	FHNBA28M10_ctg__HAN42-10_ctg
FHNBA28M10_ctg	HUB2-25_ctg	99.1817	99.3866	0.8528	0.8861	0.02164	98.9197	58	0.9933	28	0.227	0.9627	99.0843	99.4716	0.1362	0.95	AlfI:99.44,AloI:99.35,BcgI:99.38,FalI:99.30	4266	58	4477	283	72.79310344827586	ok	99.1817	gamma	99.1732	FHNBA28M10_ctg__HUB2-25_ctg
FHNBA28M10_ctg	HUB29-14_ctg	98.9802	99.2854	0.8161	0.8125	0.02401	98.5473	60	0.992	32	0.221	0.9564	98.8635	99.4095	0.0827	0.35	AlfI:99.29,AloI:99.35,BcgI:99.27,FalI:99.29	4064	60	4312	329	66.75	ok	98.9802	gamma	98.9623	FHNBA28M10_ctg__HUB29-14_ctg
FHNBA28M10_ctg	HUB36-17_ctg	99.1452	99.3542	0.8125	0.8049	0.02267	98.6134	67	0.9903	39	0.244	0.9607	99.0375	99.4439	0.0995	0.7	AlfI:99.32,AloI:99.28,BcgI:99.38,FalI:99.37	4108	67	4307	267	60.38805970149254	ok	99.1452	gamma	99.1301	FHNBA28M10_ctg__HUB36-17_ctg
FHNBA28M10_ctg	HUB37-A12_ctg	99.0565	99.3478	0.8074	0.8203	0.02301	98.6247	70	0.9896	41	0.2	0.9603	98.9339	99.4666	0.148	0.91	AlfI:99.39,AloI:99.26,BcgI:99.34,FalI:99.40	4022	70	4258	304	56.785714285714285	ok	99.0565	gamma	99.0309	FHNBA28M10_ctg__HUB37-A12_ctg
FHNBA28M10_ctg	HUB6_1_ctg	99.0894	99.2862	0.8101	0.8601	0.02395	98.6877	68	0.9902	39	0.286	0.9565	99.0205	99.3631	0.0654	0.33	AlfI:99.29,AloI:99.33,BcgI:99.27,FalI:99.34	4072	68	4279	330	59.10294117647059	ok	99.0894	gamma	99.114	FHNBA28M10_ctg__HUB6_1_ctg
FHNBA28M10_ctg	K2_ctg	99.1979	99.39	0.8478	0.8901	0.02162	98.9332	64	0.9919	34	0.234	0.9629	99.1085	99.4689	0.1272	0.86	AlfI:99.43,AloI:99.34,BcgI:99.39,FalI:99.31	4257	64	4455	291	65.75	ok	99.1979	gamma	99.1966	FHNBA28M10_ctg__K2_ctg
FHNBA28M10_ctg	M1-20-R01-3_ctg	99.2641	99.4598	0.8072	0.8893	0.02076	98.914	60	0.9923	31	0.183	0.9672	99.1872	99.5345	0.0948	0.95	AlfI:99.50,AloI:99.53,BcgI:99.43,FalI:99.47	4081	60	4253	233	67.35	ok	99.2641	gamma	99.2738	FHNBA28M10_ctg__M1-20-R01-3_ctg
FHNBA28M10_ctg	M1_23_F01_M3_5_ctg	99.1117	99.358	0.8354	0.8881	0.02249	98.8575	59	0.9924	31	0.221	0.9609	98.9856	99.464	0.0657	0.24	AlfI:99.39,AloI:99.32,BcgI:99.35,FalI:99.34	4138	59	4369	269	69.23728813559322	ok	99.1117	gamma	99.0795	FHNBA28M10_ctg__M1_23_F01_M3_5_ctg
FHNBA28M10_ctg	M1_28_R01_M3_1_ctg	99.0708	99.275	0.8034	0.8646	0.0242	98.6652	63	0.9914	34	0.294	0.9558	98.9832	99.3599	0.0717	0.23	AlfI:99.28,AloI:99.27,BcgI:99.27,FalI:99.34	4034	63	4263	301	63.42857142857143	ok	99.0708	gamma	99.0783	FHNBA28M10_ctg__M1_28_R01_M3_1_ctg
FHNBA28M10_ctg	M1_C_12_L4_2_ctg	99.1681	99.3633	0.815	0.8784	0.02256	98.7988	50	0.9945	22	0.244	0.9612	99.0829	99.4423	0.1918	1.64	AlfI:99.43,AloI:99.24,BcgI:99.36,FalI:99.34	4088	50	4275	315	80.64	ok	99.1681	gamma	99.174	FHNBA28M10_ctg__M1_C_12_L4_2_ctg
FHNBA28M10_ctg	RG2-3_ctg	99.234	99.4066	0.8491	0.9117	0.02132	98.9923	50	0.9945	23	0.244	0.9639	99.1353	99.4822	0.0777	0.52	AlfI:99.41,AloI:99.45,BcgI:99.39,FalI:99.47	4233	50	4445	333	84.14	ok	99.234	gamma	99.2224	FHNBA28M10_ctg__RG2-3_ctg
FHNBA3M1_ctg	FHNBA4M1_ctg	99.2565	99.4174	0.6377	0.8128	0.02144	98.4955	220	0.9981	7	0.266	0.9646	99.1328	99.4967	0.1042	0.75	AlfI:99.46,AloI:99.45,BcgI:99.40,FalI:99.36	4278	220	4319	166	17.495454545454546	ok	99.2565	gamma	99.2212	FHNBA3M1_ctg__FHNBA4M1_ctg
FHNBA3M1_ctg	FHNBO41M2_ctg	99.1283	99.3898	0.6531	0.8029	0.02173	98.4663	230	0.9967	12	0.2	0.9629	98.993	99.5023	0.112	0.69	AlfI:99.36,AloI:99.48,BcgI:99.39,FalI:99.37	4397	230	4450	98	16.85217391304348	ok	99.1283	gamma	99.0858	FHNBA3M1_ctg__FHNBO41M2_ctg
FHNBA3M1_ctg	FHuBZX17M2_ctg	99.157	99.4237	0.6655	0.7785	0.02092	98.4556	225	0.9984	6	0.173	0.9649	99.0493	99.5286	0.1534	0.81	AlfI:99.44,AloI:99.47,BcgI:99.43,FalI:99.32	4483	225	4514	193	17.511111111111113	ok	99.157	gamma	99.1392	FHNBA3M1_ctg__FHuBZX17M2_ctg
FHNBA3M1_ctg	FHuBZX1M1_ctg	99.071	99.3064	0.639	0.7672	0.02348	98.2574	217	0.9986	5	0.251	0.9577	98.9653	99.4051	0.1169	0.61	AlfI:99.27,AloI:99.39,BcgI:99.31,FalI:99.30	4259	217	4344	157	17.525345622119815	ok	99.071	gamma	99.0602	FHNBA3M1_ctg__FHuBZX1M1_ctg
FHNBA3M1_ctg	FHuBZX30M2_ctg	99.2869	99.4653	0.6584	0.8031	0.02028	98.5629	226	0.9973	10	0.206	0.9675	99.1801	99.5434	0.0741	0.31	AlfI:99.48,AloI:99.51,BcgI:99.46,FalI:99.44	4387	226	4414	96	17.336283185840706	ok	99.2869	gamma	99.2655	FHNBA3M1_ctg__FHuBZX30M2_ctg
FHNBA3M1_ctg	FJSNT19M1_ctg	99.8968	99.9105	0.7248	0.8566	0.00773	99.3103	247	0.9986	6	0.07	0.9945	99.8649	99.9218	0.0761	1.65	AlfI:99.91,AloI:99.85,BcgI:99.92,FalI:99.92	5017	247	4864	113	18.307692307692307	ok	99.8968	gamma	99.898	FHNBA3M1_ctg__FJSNT19M1_ctg
FHNBA3M1_ctg	FJSNT19M2_ctg	99.9106	99.9225	0.7243	0.8574	0.00719	99.3187	243	0.9988	5	0.07	0.9953	99.8649	99.9367	0.057	1.18	AlfI:99.92,AloI:99.87,BcgI:99.93,FalI:99.92	5013	243	4862	201	18.56378600823045	ok	99.9106	gamma	99.8979	FHNBA3M1_ctg__FJSNT19M2_ctg
FHNBA3M1_ctg	FJSNT19M3_ctg	99.9104	99.9224	0.722	0.8547	0.0072	99.3111	246	0.9986	6	0.07	0.9953	99.8647	99.9366	0.057	1.18	AlfI:99.92,AloI:99.87,BcgI:99.93,FalI:99.92	5012	246	4855	201	18.341463414634145	ok	99.9104	gamma	99.8978	FHNBA3M1_ctg__FJSNT19M3_ctg
FHNBA3M1_ctg	FJSNT19M4_ctg	99.9099	99.9219	0.7255	0.8586	0.00722	99.3305	249	0.9993	3	0.07	0.9952	99.8649	99.9359	0.0568	1.22	AlfI:99.92,AloI:99.88,BcgI:99.93,FalI:99.92	5013	249	4865	201	18.23293172690763	ok	99.9099	gamma	99.898	FHNBA3M1_ctg__FJSNT19M4_ctg
FHNBA3M1_ctg	FJSNT19M5_ctg	99.9104	99.9224	0.7219	0.8542	0.0072	99.3083	245	0.9984	7	0.07	0.9953	99.8647	99.9366	0.0569	1.18	AlfI:99.92,AloI:99.87,BcgI:99.93,FalI:99.92	5013	245	4855	201	18.383673469387755	ok	99.9104	gamma	99.8978	FHNBA3M1_ctg__FJSNT19M5_ctg
FHNBA3M1_ctg	FJSNT19M6_ctg	99.9099	99.9219	0.7255	0.8585	0.00722	99.329	248	0.9993	3	0.07	0.9952	99.8649	99.9359	0.0568	1.22	AlfI:99.92,AloI:99.88,BcgI:99.93,FalI:99.92	5013	248	4865	201	18.29032258064516	ok	99.9099	gamma	99.898	FHNBA3M1_ctg__FJSNT19M6_ctg
FHNBA3M1_ctg	FJSNT19M7_ctg	99.9097	99.9218	0.7241	0.854	0.00722	99.3151	248	0.9986	6	0.07	0.9952	99.8648	99.9359	0.057	1.27	AlfI:99.92,AloI:99.87,BcgI:99.93,FalI:99.91	5013	248	4861	201	18.23790322580645	ok	99.9097	gamma	99.8979	FHNBA3M1_ctg__FJSNT19M7_ctg
FHNBA3M1_ctg	FJSNT19M8_ctg	99.9105	99.9225	0.7243	0.857	0.00719	99.3211	246	0.9988	5	0.07	0.9953	99.8648	99.9367	0.057	1.18	AlfI:99.92,AloI:99.87,BcgI:99.93,FalI:99.92	5012	246	4861	201	18.38211382113821	ok	99.9105	gamma	99.8979	FHNBA3M1_ctg__FJSNT19M8_ctg
FHNBA3M1_ctg	FJSNT19M9_ctg	99.9106	99.9225	0.7246	0.8576	0.00719	99.3291	251	0.9991	4	0.07	0.9953	99.8649	99.9368	0.057	1.18	AlfI:99.92,AloI:99.87,BcgI:99.93,FalI:99.92	5013	251	4863	201	18.10358565737052	ok	99.9106	gamma	99.898	FHNBA3M1_ctg__FJSNT19M9_ctg
FHNBA3M1_ctg	FJSNT32M4_ctg	99.2643	99.4658	0.6318	0.8215	0.02058	98.5444	220	0.9981	7	0.2	0.9675	99.1252	99.5597	0.1483	1.27	AlfI:99.51,AloI:99.52,BcgI:99.45,FalI:99.37	4262	220	4301	191	17.35909090909091	ok	99.2643	gamma	99.2142	FHNBA3M1_ctg__FJSNT32M4_ctg
FHNBA3M1_ctg	FJSNT39M10_ctg	99.3908	99.5318	0.6339	0.8032	0.01912	98.5868	226	0.9967	12	0.194	0.9715	99.2988	99.5941	0.1589	1.59	AlfI:99.59,AloI:99.49,BcgI:99.53,FalI:99.43	4328	226	4307	136	17.13716814159292	ok	99.3908	gamma	99.3794	FHNBA3M1_ctg__FJSNT39M10_ctg
FHNBA3M1_ctg	FJSNT40M12_ctg	99.5001	99.5842	0.598	0.6503	0.01808	98.2819	281	0.9818	66	0.227	0.9747	99.4422	99.6216	0.0954	0.49	AlfI:99.59,AloI:99.52,BcgI:99.59,FalI:99.61	4666	281	4242	94	13.690391459074734	ok	99.5001	gamma	99.5151	FHNBA3M1_ctg__FJSNT40M12_ctg
FHNBA3M1_ctg	FJSNT45M1_ctg	99.3924	99.5109	0.6637	0.8098	0.01922	98.6366	218	0.9989	4	0.234	0.9703	99.3142	99.5638	0.084	1.2	AlfI:99.57,AloI:99.50,BcgI:99.49,FalI:99.51	4469	218	4452	193	18.371559633027523	ok	99.3924	gamma	99.3926	FHNBA3M1_ctg__FJSNT45M1_ctg
FHNBA3M1_ctg	FJSNT46M2_ctg	99.2996	99.4445	0.6632	0.8052	0.02054	98.5652	227	0.9976	9	0.244	0.9662	99.2314	99.5031	0.0536	0.44	AlfI:99.48,AloI:99.43,BcgI:99.43,FalI:99.43	4449	227	4457	165	17.643171806167402	ok	99.2996	gamma	99.3139	FHNBA3M1_ctg__FJSNT46M2_ctg
FHNBA3M1_ctg	FJSNT49M3_ctg	99.2726	99.4675	0.6502	0.815	0.02012	98.5736	228	0.9976	9	0.188	0.9676	99.1717	99.5485	0.0843	0.75	AlfI:99.52,AloI:99.43,BcgI:99.46,FalI:99.43	4450	228	4465	195	17.31578947368421	ok	99.2726	gamma	99.257	FHNBA3M1_ctg__FJSNT49M3_ctg
FHNBA3M1_ctg	FJSNT49M4_ctg	99.3088	99.478	0.6513	0.8018	0.01989	98.5605	231	0.9979	8	0.2	0.9683	99.2182	99.5488	0.0869	0.83	AlfI:99.53,AloI:99.46,BcgI:99.46,FalI:99.44	4448	231	4463	195	17.173160173160174	ok	99.3088	gamma	99.3013	FHNBA3M1_ctg__FJSNT49M4_ctg
FHNBA3M1_ctg	FJSNT53M9_ctg	99.3673	99.516	0.6603	0.7931	0.01899	98.5899	225	0.9984	6	0.188	0.9706	99.2917	99.5763	0.0697	0.93	AlfI:99.56,AloI:99.52,BcgI:99.49,FalI:99.55	4527	225	4517	193	17.973333333333333	ok	99.3673	gamma	99.3707	FHNBA3M1_ctg__FJSNT53M9_ctg
FHNBA3M1_ctg	FJSNT54M6_ctg	99.4014	99.5317	0.6599	0.7814	0.01863	98.5774	225	0.9982	7	0.194	0.9715	99.3361	99.584	0.0671	0.87	AlfI:99.58,AloI:99.53,BcgI:99.51,FalI:99.56	4546	225	4526	98	18.031111111111112	ok	99.4014	gamma	99.4127	FHNBA3M1_ctg__FJSNT54M6_ctg
FHNBA3M1_ctg	FJSNT70M6_ctg	99.2626	99.4496	0.6844	0.8035	0.02028	98.5943	222	0.9977	9	0.208	0.9665	99.1586	99.5299	0.1415	0.92	AlfI:99.45,AloI:99.47,BcgI:99.46,FalI:99.33	4529	222	4550	155	18.216216216216218	ok	99.2626	gamma	99.2436	FHNBA3M1_ctg__FJSNT70M6_ctg
FHNBA3M1_ctg	FJSNTY49M10_ctg	99.2686	99.4648	0.6514	0.816	0.02016	98.5758	228	0.9976	9	0.188	0.9674	99.1688	99.546	0.086	0.83	AlfI:99.52,AloI:99.43,BcgI:99.45,FalI:99.43	4449	228	4469	119	17.32017543859649	ok	99.2686	gamma	99.2542	FHNBA3M1_ctg__FJSNTY49M10_ctg
FHNBA3M1_ctg	FJSWX14M1_ctg	99.3101	99.4272	0.6447	0.8169	0.02103	98.5372	219	0.9984	6	0.312	0.9651	99.2259	99.4826	0.1523	1.14	AlfI:99.48,AloI:99.40,BcgI:99.42,FalI:99.33	4385	219	4381	195	17.84474885844749	ok	99.3101	gamma	99.3094	FHNBA3M1_ctg__FJSWX14M1_ctg
FHNBA3M1_ctg	FJSWX30M1_ctg	99.3149	99.4927	0.6656	0.8303	0.01961	98.6627	218	0.9979	8	0.173	0.9692	99.2531	99.5576	0.086	0.75	AlfI:99.52,AloI:99.56,BcgI:99.47,FalI:99.48	4437	218	4456	194	18.36238532110092	ok	99.3149	gamma	99.3346	FHNBA3M1_ctg__FJSWX30M1_ctg
FHNBA3M1_ctg	FJSWX38M1_ctg	99.0319	99.3076	0.6552	0.7901	0.02316	98.3517	226	0.9984	6	0.227	0.9578	98.9135	99.4224	0.0567	0.28	AlfI:99.30,AloI:99.35,BcgI:99.30,FalI:99.35	4409	226	4473	193	17.27433628318584	ok	99.0319	gamma	99.0089	FHNBA3M1_ctg__FJSWX38M1_ctg
FHNBA3M1_ctg	FJSWX9M2_ctg	99.3078	99.4974	0.6462	0.8039	0.01981	98.5562	214	0.9981	7	0.178	0.9695	99.2031	99.5775	0.0922	0.41	AlfI:99.51,AloI:99.52,BcgI:99.50,FalI:99.43	4315	214	4338	109	18.042056074766357	ok	99.3078	gamma	99.2881	FHNBA3M1_ctg__FJSWX9M2_ctg
FHNBA3M1_ctg	FJSWXJ10M2_ctg	99.3286	99.497	0.6634	0.8283	0.01953	98.6574	216	0.9981	7	0.178	0.9694	99.2666	99.5594	0.0962	0.85	AlfI:99.52,AloI:99.57,BcgI:99.48,FalI:99.48	4444	216	4450	195	18.48148148148148	ok	99.3286	gamma	99.3475	FHNBA3M1_ctg__FJSWXJ10M2_ctg
FHNBA3M1_ctg	FJSWXJ11M1_ctg	99.3065	99.4265	0.6699	0.8199	0.02079	98.6006	225	0.9971	11	0.294	0.9651	99.2399	99.4778	0.0879	0.32	AlfI:99.44,AloI:99.47,BcgI:99.42,FalI:99.38	4475	225	4484	102	17.84888888888889	ok	99.3065	gamma	99.3218	FHNBA3M1_ctg__FJSWXJ11M1_ctg
FHNBA3M1_ctg	FJSWXJ12M2_ctg	99.2472	99.4006	0.672	0.821	0.02132	98.5796	228	0.9968	12	0.274	0.9635	99.1505	99.4702	0.1203	0.6	AlfI:99.42,AloI:99.41,BcgI:99.40,FalI:99.30	4453	228	4486	102	17.55701754385965	ok	99.2472	gamma	99.2365	FHNBA3M1_ctg__FJSWXJ12M2_ctg
FHNBA3M1_ctg	FJSWXJ13M2_ctg	99.2744	99.406	0.6503	0.8197	0.02142	98.5416	227	0.9973	10	0.303	0.9638	99.1836	99.4676	0.0967	0.42	AlfI:99.44,AloI:99.41,BcgI:99.40,FalI:99.34	4372	227	4391	102	17.29955947136564	ok	99.2744	gamma	99.269	FHNBA3M1_ctg__FJSWXJ13M2_ctg
FHNBA3M1_ctg	FJSWXJ17M1_ctg	99.2801	99.4195	0.675	0.8273	0.02092	98.6193	225	0.9971	11	0.274	0.9647	99.195	99.4815	0.1071	0.41	AlfI:99.43,AloI:99.48,BcgI:99.41,FalI:99.37	4474	225	4495	102	17.844444444444445	ok	99.2801	gamma	99.279	FHNBA3M1_ctg__FJSWXJ17M1_ctg
FHNBA3M1_ctg	FJSWXJ18M1_ctg	99.2596	99.4389	0.67	0.7969	0.02051	98.5579	239	0.9969	12	0.221	0.9659	99.1526	99.5181	0.1297	1.29	AlfI:99.44,AloI:99.55,BcgI:99.42,FalI:99.43	4527	239	4537	117	16.89958158995816	ok	99.2596	gamma	99.2381	FHNBA3M1_ctg__FJSWXJ18M1_ctg
FHNBA3M1_ctg	FJSWXJ20M1_ctg	99.2637	99.437	0.6656	0.7791	0.02055	98.5066	243	0.995	19	0.227	0.9658	99.1588	99.514	0.1407	1.53	AlfI:99.44,AloI:99.56,BcgI:99.42,FalI:99.43	4519	243	4532	98	16.57201646090535	ok	99.2637	gamma	99.244	FHNBA3M1_ctg__FJSWXJ20M1_ctg
FHNBA3M1_ctg	FJSWXJ21M1_ctg	99.1652	99.4441	0.6706	0.8069	0.02048	98.5609	231	0.9987	5	0.161	0.9662	99.0507	99.5537	0.0799	0.41	AlfI:99.45,AloI:99.37,BcgI:99.45,FalI:99.42	4496	231	4540	195	17.125541125541126	ok	99.1652	gamma	99.1404	FHNBA3M1_ctg__FJSWXJ21M1_ctg
FHNBA3M1_ctg	FJSWXJ24M1_ctg	99.2897	99.4448	0.6199	0.7565	0.02116	98.3362	210	0.998	7	0.244	0.9662	99.1867	99.5158	0.1678	2.79	AlfI:99.54,AloI:99.37,BcgI:99.42,FalI:99.40	4192	210	4208	195	17.814285714285713	ok	99.2897	gamma	99.2737	FHNBA3M1_ctg__FJSWXJ24M1_ctg
FHNBA3M1_ctg	FJSWXJ2M1_ctg	99.2908	99.4704	0.6604	0.7864	0.01994	98.5269	229	0.9979	8	0.2	0.9678	99.1884	99.5477	0.0415	0.17	AlfI:99.48,AloI:99.48,BcgI:99.46,FalI:99.50	4495	229	4519	194	17.445414847161572	ok	99.2908	gamma	99.2724	FHNBA3M1_ctg__FJSWXJ2M1_ctg
FHNBA3M1_ctg	FJSWXJ37M4_ctg	99.2663	99.4042	0.6517	0.7552	0.02146	98.3688	219	0.9978	8	0.294	0.9637	99.1728	99.4684	0.1004	0.47	AlfI:99.43,AloI:99.42,BcgI:99.40,FalI:99.33	4372	219	4392	197	17.831050228310502	ok	99.2663	gamma	99.2587	FHNBA3M1_ctg__FJSWXJ37M4_ctg
FHNBA3M1_ctg	FJSWXJ39M4_ctg	99.1797	99.3764	0.6489	0.7905	0.02209	98.4217	226	0.9973	10	0.251	0.962	99.0577	99.4665	0.1465	0.71	AlfI:99.39,AloI:99.42,BcgI:99.38,FalI:99.27	4322	226	4381	197	17.15929203539823	ok	99.1797	gamma	99.1486	FHNBA3M1_ctg__FJSWXJ39M4_ctg
FHNBA3M1_ctg	FJSWXJ3M1_ctg	99.3279	99.4668	0.6555	0.8121	0.02019	98.5828	222	0.9976	9	0.241	0.9676	99.2405	99.5286	0.088	1.32	AlfI:99.52,AloI:99.53,BcgI:99.44,FalI:99.44	4413	222	4423	195	17.905405405405407	ok	99.3279	gamma	99.3229	FHNBA3M1_ctg__FJSWXJ3M1_ctg
FHNBA3M1_ctg	FJSWXJ41M1_ctg	99.3027	99.4941	0.6437	0.806	0.01992	98.5553	214	0.9986	5	0.178	0.9692	99.2003	99.574	0.101	0.49	AlfI:99.51,AloI:99.52,BcgI:99.49,FalI:99.42	4317	214	4323	195	18.042056074766357	ok	99.3027	gamma	99.2856	FHNBA3M1_ctg__FJSWXJ41M1_ctg
FHNBA3M1_ctg	FJSWXJ43M4_ctg	99.2454	99.4318	0.6722	0.7764	0.02064	98.4922	231	0.9979	8	0.221	0.9654	99.1331	99.5146	0.1299	1.27	AlfI:99.43,AloI:99.54,BcgI:99.41,FalI:99.43	4529	231	4546	193	17.437229437229437	ok	99.2454	gamma	99.2193	FHNBA3M1_ctg__FJSWXJ43M4_ctg
FHNBA3M1_ctg	FJSWXJ5M1_ctg	99.1234	99.3649	0.657	0.7881	0.02203	98.4119	228	0.9968	12	0.214	0.9613	99.0177	99.4638	0.0486	0.23	AlfI:99.36,AloI:99.40,BcgI:99.36,FalI:99.41	4447	228	4498	193	17.25877192982456	ok	99.1234	gamma	99.109	FHNBA3M1_ctg__FJSWXJ5M1_ctg
FHNBA3M1_ctg	FSCCD3M1_ctg	99.2575	99.4578	0.6747	0.7861	0.02004	98.5579	242	0.9951	19	0.188	0.967	99.1588	99.5401	0.088	0.74	AlfI:99.45,AloI:99.53,BcgI:99.44,FalI:99.50	4602	242	4590	112	16.962809917355372	ok	99.2575	gamma	99.2434	FHNBA3M1_ctg__FSCCD3M1_ctg
FHNBA3M1_ctg	FSCCD5M1_ctg	99.2533	99.398	0.6663	0.8125	0.0213	98.5357	222	0.9992	3	0.286	0.9634	99.1685	99.4619	0.0742	0.6	AlfI:99.42,AloI:99.43,BcgI:99.37,FalI:99.45	4475	222	4508	188	18.1036036036036	ok	99.2533	gamma	99.2535	FHNBA3M1_ctg__FSCCD5M1_ctg
FHNBA3M1_ctg	FSCDJY15M2_ctg	99.3045	99.4739	0.6595	0.7926	0.02004	98.5428	222	0.9973	10	0.2	0.968	99.2207	99.543	0.1226	1.11	AlfI:99.50,AloI:99.56,BcgI:99.45,FalI:99.43	4416	222	4436	97	17.725225225225227	ok	99.3045	gamma	99.3039	FHNBA3M1_ctg__FSCDJY15M2_ctg
FHNBA3M1_ctg	FSCDJY6M1_ctg	99.1104	99.4046	0.6655	0.8093	0.02151	98.5078	221	0.9981	7	0.178	0.9638	98.9765	99.5259	0.0794	0.43	AlfI:99.42,AloI:99.46,BcgI:99.39,FalI:99.39	4369	221	4440	195	17.619909502262445	ok	99.1104	gamma	99.0699	FHNBA3M1_ctg__FSCDJY6M1_ctg
FHNBA3M1_ctg	FSCDJY7M2_ctg	99.2765	99.4776	0.6331	0.7908	0.02036	98.4855	222	0.9964	13	0.183	0.9682	99.163	99.5639	0.0534	0.37	AlfI:99.50,AloI:99.51,BcgI:99.46,FalI:99.50	4257	222	4283	194	17.22972972972973	ok	99.2765	gamma	99.2504	FHNBA3M1_ctg__FSCDJY7M2_ctg
FHNBA3M1_ctg	FSCREG14M4-2-1_ctg	99.3198	99.4894	0.6324	0.8076	0.02004	98.533	215	0.9989	4	0.194	0.9689	99.2238	99.5617	0.1022	0.78	AlfI:99.50,AloI:99.57,BcgI:99.47,FalI:99.47	4287	215	4306	195	17.827906976744185	ok	99.3198	gamma	99.3082	FHNBA3M1_ctg__FSCREG14M4-2-1_ctg
FHNBA3M1_ctg	FSCREG2M3-3_ctg	99.2262	99.4397	0.6534	0.7986	0.02065	98.5014	223	0.9981	7	0.188	0.9659	99.1338	99.5243	0.0593	0.19	AlfI:99.44,AloI:99.44,BcgI:99.44,FalI:99.39	4431	223	4475	98	17.62780269058296	ok	99.2262	gamma	99.2206	FHNBA3M1_ctg__FSCREG2M3-3_ctg
FHNBA3M1_ctg	FSCREG6M5-3_ctg	99.206	99.383	0.6445	0.7619	0.02199	98.3454	219	0.9973	10	0.259	0.9625	99.1067	99.4604	0.1561	1.04	AlfI:99.41,AloI:99.36,BcgI:99.40,FalI:99.25	4332	219	4355	197	17.689497716894977	ok	99.206	gamma	99.1958	FHNBA3M1_ctg__FSCREG6M5-3_ctg
FHNBA3M1_ctg	FSCREG7M3-3_ctg	99.2723	99.4481	0.6426	0.8076	0.02075	98.5255	224	0.9973	10	0.208	0.9664	99.1974	99.5169	0.2077	2.36	AlfI:99.47,AloI:99.38,BcgI:99.48,FalI:99.27	4331	224	4346	195	17.424107142857142	ok	99.2723	gamma	99.2826	FHNBA3M1_ctg__FSCREG7M3-3_ctg
FHNBA3M1_ctg	FSDJN3M1_ctg	99.0522	99.3237	0.6712	0.7349	0.02258	98.2758	243	0.9952	18	0.221	0.9588	98.9321	99.4369	0.0913	0.45	AlfI:99.29,AloI:99.36,BcgI:99.32,FalI:99.38	4502	243	4584	100	16.362139917695472	ok	99.0522	gamma	99.0257	FHNBA3M1_ctg__FSDJN3M1_ctg
FHNBA3M1_ctg	FSDJN6M3_ctg	99.3607	99.4749	0.614	0.6489	0.02011	98.2132	292	0.9786	78	0.259	0.968	99.3135	99.5188	0.0632	0.28	AlfI:99.50,AloI:99.44,BcgI:99.47,FalI:99.45	4804	292	4371	80	13.236301369863014	ok	99.3607	gamma	99.3927	FHNBA3M1_ctg__FSDJN6M3_ctg
FHNBA3M1_ctg	FSDLZ46M1_ctg	99.111	99.3506	0.6657	0.7623	0.0223	98.3382	217	0.9979	8	0.221	0.9604	99.013	99.447	0.0855	0.67	AlfI:99.40,AloI:99.31,BcgI:99.33,FalI:99.38	4414	217	4491	193	18.17511520737327	ok	99.111	gamma	99.1046	FHNBA3M1_ctg__FSDLZ46M1_ctg
FHNBA3M1_ctg	FSDLZ50M2_ctg	99.2914	99.4666	0.6574	0.8138	0.02026	98.5936	229	0.997	11	0.208	0.9676	99.1832	99.5442	0.078	0.27	AlfI:99.47,AloI:99.51,BcgI:99.46,FalI:99.44	4389	229	4411	113	17.131004366812228	ok	99.2914	gamma	99.2685	FHNBA3M1_ctg__FSDLZ50M2_ctg
FHNBA3M1_ctg	FSDLZ51M1_ctg	99.3338	99.4797	0.6181	0.7661	0.0204	98.4237	231	0.9939	22	0.221	0.9684	99.2503	99.542	0.1134	2.0	AlfI:99.56,AloI:99.50,BcgI:99.44,FalI:99.47	4300	231	4222	136	16.415584415584416	ok	99.3338	gamma	99.3341	FHNBA3M1_ctg__FSDLZ51M1_ctg
FHNBA3M1_ctg	FSDLZ56M1_ctg	99.2258	99.4227	0.6141	0.7438	0.02167	98.2925	230	0.9934	23	0.208	0.9649	99.1365	99.5022	0.1346	1.1	AlfI:99.48,AloI:99.43,BcgI:99.41,FalI:99.35	4214	230	4185	81	16.08695652173913	ok	99.2258	gamma	99.2262	FHNBA3M1_ctg__FSDLZ56M1_ctg
FHNBA3M1_ctg	FSDLZ59M1_ctg	99.2659	99.4545	0.6575	0.8042	0.02039	98.5472	223	0.9984	6	0.194	0.9668	99.1827	99.5291	0.0757	1.02	AlfI:99.50,AloI:99.50,BcgI:99.42,FalI:99.48	4432	223	4449	193	17.565022421524663	ok	99.2659	gamma	99.2677	FHNBA3M1_ctg__FSDLZ59M1_ctg
