GCA_000007325.1	AE009951.2
GCA_014190215.1	BJGB01000001.1
GCA_014190275.1	BJGE01000001.1
GCA_014218215.1	CP043652.1
GCA_014237145.1	JAAXOC010000029.1
GCA_014238205.1	JABABM010000010.1
GCA_014238225.1	JABABL010000010.1
GCA_014238395.1	JABABE010000001.1
GCA_014238415.1	JABABA010000010.1
GCA_014238475.1	JABAAZ010000010.1
GCA_014238525.1	JABAAY010000100.1
GCA_014239335.1	JAAZZC010000262.1
GCA_014239365.1	JAAZZB010000066.1
GCA_014240285.1	JAAZXI010000100.1
GCA_014240375.1	JAAZXB010000100.1
GCA_014240385.1	JAAZXA010000053.1
GCA_014240455.1	JAAZWY010000010.1
GCA_014323965.1	JACONB010000001.1
GCA_014324065.1	JACOMV010000001.1
GCA_014359885.1	JACIYN010000001.1
GCA_014360195.1	JACIXY010000001.1
GCA_014360645.1	JACIXD010000001.1
GCA_014360685.1	JACIXB010000001.1
GCA_014360805.1	JACIWU010000001.1
GCA_014360895.1	JACIWQ010000001.1
GCA_014361195.1	JACIWA010000001.1
GCA_014361245.1	JACIWB010000001.1
GCA_014361295.1	JACIVX010000001.1
GCA_014361445.1	JACIVQ010000001.1
GCA_014376445.1	JACMRM010000094.1
GCA_014378525.1	JACMNL010000072.1
GCA_014381415.1	JACNLQ010000058.1
GCA_014381545.1	JACNLL010000040.1
GCA_014382245.1	JACNKC010000101.1
GCA_014382285.1	JACNKA010000061.1
GCA_014382585.1	JACNJL010000055.1
GCA_014383215.1	JACNIG010000447.1
GCA_014384025.1	JACNGQ010000221.1
GCA_014523495.1	JAATVM010000004.1
GCA_014523525.1	JAATVL010000043.1
GCA_014529625.1	WSFI01000001.1
GCA_014584315.1	JACTNA010000006.1
GCA_014584575.1	JACTMP010000003.1
GCA_014730275.1	WJIL01000027.1
GCA_014762505.1	JABURS010000031.1
GCA_014799985.1	JAAVGZ010000030.1
GCA_014803435.1	JACYFD010000001.1
GCA_014859605.1	JACUTW010000045.1
GCA_014859645.1	JACUTV010000153.1
GCA_014860455.1	JACZJQ010000243.1
GCA_014860845.1	JACZIY010000598.1
GCA_014874455.1	JADBJL010000018.1
GCA_014874475.1	JADBJJ010000012.1
GCA_014874485.1	JADBJK010000038.1
GCA_014879945.1	JACSRE010000225.1
GCA_014894735.1	JADBKX010000015.1
GCA_014896535.1	JADBKE010000001.1
GCA_015055705.1	SVHR01000046.1
GCA_015055975.1	SVHF01000010.1
GCA_015056325.1	SVGL01000034.1
GCA_015057365.1	SVEN01000010.1
GCA_015058545.1	SVCB01000016.1
GCA_015058655.1	SVBX01000029.1
GCA_015059015.1	SVBG01000010.1
GCA_015060975.1	SUXI01000024.1
GCA_015061915.1	SUVR01000009.1
GCA_015063185.1	SUSY01000037.1
GCA_015063805.1	SVTK01000017.1
GCA_015064255.1	SVSP01000010.1
GCA_015064725.1	SVRQ01000010.1
GCA_015064805.1	SVRN01000051.1
GCA_015064945.1	SVRF01000034.1
GCA_015065865.1	SVPM01000004.1
GCA_015065885.1	SVPJ01000053.1
GCA_015066565.1	SVOB01000002.1
GCA_015068035.1	SVLI01000010.1
GCA_015068285.1	SVKW01000019.1
GCA_015068865.1	SVJT01000061.1
GCA_015075555.1	JABTUD010000001.1
GCA_015200345.1	CP054187.1
GCA_015222355.1	JADFVC010000105.1
GCA_015222985.1	JADFWI010000364.1
GCA_015232025.1	JADGAL010000100.1
GCA_015232485.1	JADFZP010000059.1
GCA_015233055.1	JADFYN010000100.1
GCA_015233245.1	JADFYB010000167.1
GCA_015233285.1	JADFYA010000100.1
GCA_015233295.1	JADFYC010000100.1
GCA_015233625.1	JADFXK010000100.1
GCA_015233895.1	JADFXG010000010.1
GCA_015256915.2	CP076101.1
GCA_015257355.1	JABZKH010000100.1
GCA_015264885.1	JABZYY010000100.1
GCA_015295825.1	DVEH01000073.1
GCA_015296025.1	DVDZ01000194.1
GCA_015482705.2	JADMLA020000033.1
GCA_015484845.1	WFUT01000001.1
GCA_015484985.1	WFUL01000001.1
GCA_015485525.1	WFTM01000001.1
GCA_015485845.1	WFSU01000001.1
GCA_015486915.1	WFQS01000001.1
GCA_015487615.1	WFPJ01000001.1
GCA_015488115.1	WFOK01000001.1
GCA_015488335.1	WFNZ01000001.1
GCA_015488545.1	WFNN01000001.1
GCA_015488995.1	WFMQ01000001.1
GCA_015489765.1	WFZC01000001.1
GCA_015489955.1	WFYR01000001.1
GCA_015490195.1	WFYG01000001.1
GCA_015490435.1	WFXV01000001.1
GCA_015491275.1	WFWF01000001.1
GCA_015491595.1	WFVP01000001.1
GCA_015491705.1	WFVK01000001.1
GCA_015492245.1	WGFM01000001.1
GCA_015493575.1	WGCX01000001.1
GCA_015493715.1	WGCP01000001.1
GCA_015494725.1	WGAR01000001.1
GCA_015494815.1	WGAK01000001.1
GCA_015520115.1	WAQS01000001.1
GCA_015520565.1	WAPW01000001.1
GCA_015521615.1	WANW01000001.1
GCA_015521945.1	WANG01000001.1
GCA_015522745.1	WALQ01000001.1
GCA_015523085.1	WALA01000001.1
GCA_015523135.1	WAKY01000001.1
GCA_015654925.1	JAATFX010000125.1
GCA_015660155.1	DQLO01000350.1
GCA_015660315.1	DQLG01000785.1
GCA_015661395.1	JACWML010000033.1
GCA_015661555.1	DQVW01000086.1
GCA_015661585.1	DQVU01000097.1
GCA_015662355.1	DQUI01000067.1
GCA_015666175.1	JADPIE010000010.1
GCA_015709215.1	JACCQN010000096.1
GCA_015709575.1	CP054190.1
GCA_015711825.1	JACVJD010000001.1
GCA_016124665.1	WGNH01000037.1
GCA_016176745.1	JACOWO010000219.1
GCA_016177555.1	JACOVB010000014.1
GCA_016178535.1	JACOTD010000014.1
GCA_016179875.1	JACPCH010000132.1
GCA_016179965.1	JACPCF010000087.1
GCA_016180425.1	JACPBF010000004.1
GCA_016180655.1	JACPAT010000141.1
GCA_016181105.1	JACOZX010000026.1
GCA_016181405.1	JACOZJ010000004.1
GCA_016182655.1	JACPGB010000046.1
GCA_016182705.1	JACPGA010000196.1
GCA_016182905.1	JACPFR010000044.1
GCA_016184005.1	JACPDL010000005.1
GCA_016184235.1	JACPDC010000044.1
GCA_016184445.1	JACPCT010000063.1
GCA_016185525.1	JACPNK010000007.1
GCA_016187725.1	JACPJE010000049.1
GCA_016187745.1	JACPJC010000005.1
GCA_016188005.1	JACPIQ010000003.1
GCA_016188675.1	JACPHJ010000007.1
GCA_016190005.1	JACPRK010000039.1
GCA_016191335.1	JACPOW010000061.1
GCA_016192135.1	JACPUR010000040.1
GCA_016192845.1	JACPTI010000073.1
GCA_016193045.1	JACPSW010000011.1
GCA_016193175.1	JACPSR010000012.1
GCA_016193195.1	JACPSQ010000008.1
GCA_016193385.1	JACPSF010000036.1
GCA_016194325.1	JACQBS010000147.1
GCA_016194835.1	JACQAU010000295.1
GCA_016195465.1	JACPZO010000009.1
GCA_016195565.1	JACPZK010000002.1
GCA_016198685.1	JACQID010000006.1
GCA_016201435.1	JACQCT010000055.1
GCA_016201685.1	JACQCJ010000100.1
GCA_016203205.1	JACQNE010000015.1
GCA_016205905.1	JACQSP010000030.1
GCA_016206405.1	JACQRQ010000063.1
GCA_016207065.1	JACQQK010000060.1
GCA_016207245.1	JACQQA010000002.1
GCA_016207865.1	JACQZD010000001.1
GCA_016208085.1	JACQYT010000015.1
GCA_016208115.1	JACQYR010000027.1
GCA_016208525.1	JACQYJ010000021.1
GCA_016209225.1	JACQWO010000002.1
GCA_016209685.1	JACQVQ010000002.1
GCA_016212165.1	JACRGY010000057.1
GCA_016212185.1	JACRGX010000004.1
GCA_016212585.1	JACRFU010000026.1
GCA_016212685.1	JACREW010000068.1
GCA_016212705.1	JACREU010000050.1
GCA_016213345.1	JACRAO010000062.1
GCA_016213575.1	JACRAB010000177.1
GCA_016213845.1	JACQZN010000001.1
GCA_016214105.1	JACRPD010000017.1
GCA_016214375.1	JACROQ010000038.1
GCA_016214465.1	JACROI010000015.1
GCA_016215625.1	JACRIW010000034.1
GCA_016217665.1	JACRHF010000030.1
GCA_016217765.1	JACRGP010000014.1
GCA_016217785.1	JACRGA010000007.1
GCA_016218095.1	JACREV010000106.1
GCA_016218625.1	JACRDL010000001.1
GCA_016218705.1	JACRDC010000038.1
GCA_016223015.1	JACRPV010000055.1
GCA_016234205.1	JACRGN010000130.1
GCA_016234955.1	JACRNN010000127.1
GCA_016235225.1	JACRLS010000030.1
GCA_016235365.1	JACRLF010000048.1
GCA_016235875.1	JACRII010000091.1
GCA_016278505.1	JADQBQ010000051.1
GCA_016280345.1	JAEEGN010000247.1
GCA_016281805.1	JAEEJJ010000171.1
GCA_016282415.1	JAEEKO010000076.1
GCA_016282985.1	JAEELZ010000124.1
GCA_016283885.1	JAEENR010000040.1
GCA_016285335.1	JAEEQO010000024.1
GCA_016285615.1	JAEERB010000194.1
GCA_016286235.1	JAEESJ010000043.1
GCA_016287155.1	JAEEWC010000159.1
GCA_016288355.1	JAEEYY010000229.1
GCA_016290145.1	JAEESX010000018.1
GCA_016291275.1	JAEEWY010000129.1
GCA_016291475.1	JAEEXJ010000155.1
GCA_016297695.1	JAEDGC010000072.1
GCA_016298185.1	JAEDDA010000035.1
GCA_016303095.1	JAEDMH010000107.1
GCA_016432405.1	CP066687.1
GCA_016432645.1	CP066698.1
GCA_016463095.1	JAEMSA010000006.1
GCA_016463595.1	JAEMQZ010000149.1
GCA_016464825.1	JAEKNQ010000038.1
GCA_016649425.1	JADRCR010000001.1
GCA_016650115.1	JAENWI010000482.1
GCA_016650135.1	JAENWH010000004.1
GCA_016699655.1	CP064986.1
GCA_016703265.1	JADJCK010000002.1
GCA_016704275.1	JADJAK010000001.1
GCA_016704435.1	JADJAB010000001.1
GCA_016704895.1	JADIZG010000001.1
GCA_016705235.1	JADIYP010000001.1
GCA_016707205.1	JADJHZ010000001.1
GCA_016708125.1	JADJGF010000001.1
GCA_016709145.1	JADJEK010000001.1
GCA_016710095.1	JADJLL010000001.1
GCA_016710275.1	JADJXS010000001.1
GCA_016712265.1	JADJRJ010000001.1
GCA_016713275.1	JADJPL010000001.1
GCA_016713735.1	JADJOP010000001.1
GCA_016713885.1	JADJOF010000001.1
GCA_016714165.1	JADJNU010000001.1
GCA_016714465.1	JADKDT010000001.1
GCA_016714815.1	JADKBZ010000001.1
GCA_016715065.1	JADKBN010000001.1
GCA_016715405.1	JADKAE010000001.1
GCA_016716225.1	JADJWT010000001.1
GCA_016716525.1	JADJWE010000001.1
GCA_016716705.1	JADJVF010000001.1
GCA_016716765.1	JADJVA010000001.1
GCA_016716905.1	JADJUS010000001.1
GCA_016717005.1	JADJUF010000001.1
GCA_016718505.1	JADKDE010000001.1
GCA_016718685.1	JADKCX010000001.1
GCA_016719295.1	JADKAF010000001.1
GCA_016719485.1	JADJZB010000001.1
GCA_016719645.1	JADJYS010000001.1
GCA_016720465.1	JADKKO010000001.1
GCA_016720635.1	JADKKF010000001.1
GCA_016720805.1	JADKJZ010000001.1
GCA_016722505.1	JADKJH010000001.1
GCA_016735355.1	JAERRQ010000200.1
GCA_016744315.1	JADGER010000127.1
GCA_016744805.1	JADGDQ010000075.1
GCA_016756725.1	JAESII010000001.1
GCA_016756745.1	JAESIH010000001.1
GCA_016763165.1	JAESUJ010000025.1
GCA_016764435.1	JAESRX010000012.1
GCA_016775335.1	JAEUGJ010000001.1
GCA_016776905.1	JADHSM010000026.1
GCA_016777435.1	JADHRK010000103.1
GCA_016778085.1	JADHQF010000007.1
GCA_016779205.1	JADHOC010000030.1
GCA_016779995.1	JADHMO010000023.1
GCA_016782355.1	JADHYP010000028.1
GCA_016782425.1	JADHYN010000028.1
GCA_016782865.1	JADHXR010000069.1
GCA_016783065.1	JADHXI010000127.1
GCA_016783665.1	JADHWC010000073.1
GCA_016783995.1	JADHVN010000039.1
GCA_016784245.1	JADHVA010000036.1
GCA_016784605.1	JADHUI010000003.1
GCA_016784625.1	JADHUF010000053.1
GCA_016787505.1	JAEUUQ010000498.1
GCA_016787925.1	JAEUSK010000196.1
GCA_016789705.1	JAEUQR010000140.1
GCA_016791465.1	JAEUWE010000327.1
GCA_016792585.1	JAEULB010000164.1
GCA_016793015.1	JAEUJD010000114.1
GCA_016793195.1	JAEUJA010000243.1
GCA_016793245.1	JAEUHW010000347.1
GCA_016793325.1	JAEUKI010000070.1
GCA_016794005.1	JAEUKY010000328.1
GCA_016794025.1	JAEUKX010000093.1
GCA_016794035.1	JAEUHS010000099.1
GCA_016794425.1	JAEUHR010000004.1
GCA_016794525.1	JAEUJY010000119.1
GCA_016794835.1	JAEUJL010000759.1
GCA_016795255.1	JAEUIB010000461.1
GCA_016839265.1	JAEOUO010000001.1
GCA_016840515.1	JAEOSF010000123.1
GCA_016841245.1	JAENZN010000012.1
GCA_016841265.1	JAENZL010000010.1
GCA_016841325.1	JAENZJ010000041.1
GCA_016841625.1	JAENYU010000015.1
GCA_016841665.1	JAENYT010000062.1
GCA_016841725.1	JAENYP010000036.1
GCA_016841875.1	JAENYG010000088.1
GCA_016844545.1	JAENJC010000252.1
GCA_016844685.1	JAENJF010000072.1
GCA_016845825.1	JAERSJ010000001.1
GCA_016860685.1	BOJX01000001.1
GCA_016866355.1	VGMN01000001.1
GCA_016867395.1	VGJS01000001.1
GCA_016868475.1	VGGU01000001.1
GCA_016868485.1	VGGT01000001.1
GCA_016868875.1	VGFN01000001.1
GCA_016869285.1	VGEN01000001.1
GCA_016871755.1	VHCJ01000001.1
GCA_016871805.1	VHCG01000001.1
GCA_016871975.1	VHBM01000001.1
GCA_016872555.1	VGZO01000001.1
GCA_016872645.1	VGZH01000001.1
GCA_016872795.1	VGYZ01000001.1
GCA_016873115.1	VGYB01000001.1
GCA_016873225.1	VGXS01000001.1
GCA_016873375.1	VGXJ01000001.1
GCA_016873495.1	VGXC01000001.1
GCA_016873525.1	VGXD01000001.1
GCA_016874915.1	VGSW01000001.1
GCA_016874935.1	VGSS01000001.1
GCA_016874945.1	VGSO01000001.1
GCA_016875635.1	VGPD01000001.1
GCA_016875695.1	VGPB01000001.1
GCA_016875875.1	VGOP01000001.1
GCA_016875925.1	VGOO01000001.1
GCA_016875975.1	VGOF01000001.1
GCA_016879935.1	JAACJQ010000431.1
GCA_016882385.1	VGQC01000001.1
GCA_016926455.1	JAFGOO010000163.1
GCA_016926705.1	JAFGOC010000015.1
GCA_016926755.1	JAFGNZ010000303.1
GCA_016926835.1	JAFGNX010000190.1
GCA_016926855.1	JAFGNT010000025.1
GCA_016926955.1	JAFGNN010000072.1
GCA_016927015.1	JAFGNM010000094.1
GCA_016927895.1	JAFGLT010000017.1
GCA_016929255.1	JAFGJH010000032.1
GCA_016930185.1	JAFGHK010000079.1
GCA_016930215.1	JAFGHH010000456.1
GCA_016930555.1	JAFGGM010000072.1
GCA_016930875.1	JAFGFW010000157.1
GCA_016931115.1	JAFGFM010000184.1
GCA_016931855.1	JAFGDZ010000052.1
GCA_016932435.1	JAFGCW010000074.1
GCA_016933315.1	JAFGBE010000140.1
GCA_016934555.1	JAFGSS010000003.1
GCA_016935475.1	JAFGQV010000128.1
GCA_016935635.1	JAFGQP010000352.1
GCA_016937295.1	JAFGWF010000214.1
GCA_016937715.1	JAFGWA010000012.1
GCA_016938415.1	JAFGUO010000037.1
GCA_017094465.1	CP064791.1
GCA_017094525.1	CP064788.1
GCA_017114995.1	JABXKL010000079.1
GCA_017115095.1	JABXKI010000139.1
GCA_017161075.1	CP046174.1
GCA_017303555.1	JAFLCN010000001.1
GCA_017304135.1	JAFLBB010000001.1
GCA_017305195.1	JAFKMU010000010.1
GCA_017347445.1	AP021856.1
GCA_017379935.1	JAFNVC010000028.1
GCA_017381715.1	JAFOBR010000084.1
GCA_017390595.1	JAFPBC010000091.1
GCA_017392525.1	JAFOVD010000001.1
GCA_017393775.1	JAFOQN010000203.1
GCA_017394375.1	JAFPYV010000007.1
GCA_017394605.1	JAFPXU010000083.1
GCA_017396695.1	JAFQLC010000007.1
GCA_017397315.1	JAFQJA010000002.1
GCA_017397765.1	JAFQIB010000056.1
GCA_017397955.1	JAFQHL010000021.1
GCA_017398545.1	JAFQFT010000008.1
GCA_017399965.1	JAFQAP010000012.1
GCA_017407125.1	JAFQXE010000001.1
GCA_017409345.1	JAFQSX010000006.1
GCA_017413145.1	JAFPUX010000114.1
GCA_017413255.1	JAFPUC010000009.1
GCA_017415025.1	JAFQJH010000002.1
GCA_017416855.1	JAFQAZ010000002.1
GCA_017417005.1	JAFQAA010000042.1
GCA_017417085.1	JAFPZV010000111.1
GCA_017417215.1	JAFPZP010000041.1
GCA_017417585.1	JAFPYX010000034.1
GCA_017425305.1	JAFOOW010000019.1
GCA_017428635.1	JAFRQK010000012.1
GCA_017432075.1	JAFRJV010000091.1
GCA_017433225.1	JAFRHS010000002.1
GCA_017441925.1	JAFRUE010000005.1
GCA_017442105.1	JAFSAX010000074.1
GCA_017443595.1	JAFSYU010000003.1
GCA_017444295.1	JAFSWY010000016.1
GCA_017444395.1	JAFSWT010000069.1
GCA_017446025.1	JAFSRR010000051.1
GCA_017446885.1	JAFSOR010000006.1
GCA_017447745.1	JAFSMW010000046.1
GCA_017447865.1	JAFSMO010000017.1
GCA_017450525.1	JAFSTJ010000271.1
GCA_017450695.1	JAFSTA010000109.1
GCA_017454585.1	JAFTCU010000109.1
GCA_017454745.1	JAFTCL010000028.1
GCA_017454945.1	JAFTCA010000038.1
GCA_017455665.1	JAFSZN010000062.1
GCA_017457425.1	JAFTHM010000025.1
GCA_017461005.1	JAFTZU010000072.1
GCA_017461985.1	JAFTSA010000003.1
GCA_017464285.1	JAFUDT010000006.1
GCA_017466305.1	JAFTUJ010000081.1
GCA_017466495.1	JAFTUB010000021.1
GCA_017472545.1	JAFUPZ010000073.1
GCA_017473265.1	JAFULQ010000002.1
GCA_017479315.1	JAFVCI010000069.1
GCA_017483195.1	JAFULR010000005.1
GCA_017500745.1	JAFVYE010000042.1
GCA_017500845.1	JAFVXY010000010.1
GCA_017502485.1	JAFVUX010000003.1
GCA_017504325.1	JAFVRL010000421.1
GCA_017505585.1	JAFVOZ010000014.1
GCA_017506175.1	JAFVNW010000043.1
GCA_017507985.1	JAFVZV010000057.1
GCA_017508065.1	JAFVZR010000077.1
GCA_017509605.1	JAFWPH010000073.1
GCA_017510725.1	JAFWMD010000029.1
GCA_017513365.1	JAFXFY010000026.1
GCA_017516865.1	JAFXAU010000002.1
GCA_017518975.1	JAFWTH010000021.1
GCA_017522015.1	JAFXAW010000001.1
GCA_017523925.1	JAFWVQ010000020.1
GCA_017524445.1	JAFXVP010000001.1
GCA_017525435.1	JAFXSU010000229.1
GCA_017526725.1	JAFXRA010000237.1
GCA_017527155.1	JAFXQI010000095.1
GCA_017528425.1	JAFXOV010000048.1
GCA_017531925.1	JAFXKD010000017.1
GCA_017532425.1	JAFXJH010000045.1
GCA_017534705.1	JAFXVU010000173.1
GCA_017535435.1	JAFXTY010000057.1
GCA_017536545.1	JAFXHF010000004.1
GCA_017537345.1	JAFYKY010000004.1
GCA_017537925.1	JAFYJW010000062.1
GCA_017538635.1	JAFYIM010000058.1
GCA_017539325.1	JAFYHD010000007.1
GCA_017540905.1	JAFYAC010000120.1
GCA_017543165.1	JAFYGL010000156.1
GCA_017543445.1	JAFYGB010000022.1
GCA_017544725.1	JAFYDR010000073.1
GCA_017545225.1	JAFWPR010000166.1
GCA_017547245.1	JAFYQD010000001.1
GCA_017547995.1	JAFYNW010000055.1
GCA_017548765.1	JAFYZH010000093.1
GCA_017550645.1	JAFZOI010000030.1
GCA_017552515.1	JAFZPK010000171.1
GCA_017553245.1	JAFZMT010000053.1
GCA_017554185.1	JAFZIU010000023.1
GCA_017554565.1	JAFZID010000020.1
GCA_017556125.1	JAFZCW010000018.1
GCA_017556805.1	JAFYMC010000036.1
GCA_017557195.1	JAFZAL010000032.1
GCA_017557265.1	JAFZAM010000022.1
GCA_017557505.1	JAFYYP010000020.1
GCA_017557885.1	JAFYXV010000002.1
GCA_017561055.1	JAFZDT010000210.1
GCA_017578085.1	PKQR01000079.1
GCA_017601345.1	JAFNIT010000016.1
GCA_017609385.1	JAFCEA010000074.1
GCA_017610275.1	JAFCCI010000078.1
GCA_017610525.1	JAFCBW010000153.1
GCA_017612805.1	JAGAFD010000001.1
GCA_017613085.1	JAGAEL010000023.1
GCA_017613735.1	JAGADF010000003.1
GCA_017613995.1	JAGACT010000036.1
GCA_017614995.1	JAGAAX010000026.1
GCA_017615955.1	JAFZZD010000315.1
GCA_017616555.1	JAFZXZ010000019.1
GCA_017616855.1	JAFZXI010000064.1
GCA_017617065.1	JAFZWP010000018.1
GCA_017617315.1	JAFZWM010000034.1
GCA_017617415.1	JAFZWH010000094.1
GCA_017618435.1	JAFZUH010000160.1
GCA_017619295.1	JAFZSQ010000079.1
GCA_017619685.1	JAFZRW010000147.1
GCA_017619985.1	JAFZRG010000215.1
GCA_017620395.1	JAFZQJ010000026.1
GCA_017621015.1	JAGAUC010000225.1
GCA_017621475.1	JAGATA010000014.1
GCA_017622795.1	JAGAQI010000002.1
GCA_017623265.1	JAGAPM010000229.1
GCA_017625775.1	JAGAKE010000025.1
GCA_017629515.1	JAGBXB010000040.1
GCA_017629765.1	JAGBWO010000063.1
GCA_017631885.1	JAGBSH010000025.1
GCA_017632945.1	JAGBQH010000006.1
GCA_017633835.1	JAGBOP010000047.1
GCA_017635515.1	JAGBLH010000067.1
GCA_017642445.1	JAGCPA010000003.1
GCA_017643645.1	JAEPNB010000010.1
GCA_017645255.1	JAGCPI010000009.1
GCA_017645765.1	JAGCNV010000093.1
GCA_017646185.1	JAGCNA010000097.1
GCA_017646825.1	JAGCLT010000103.1
GCA_017649605.1	JAGCGL010000110.1
GCA_017649705.1	JAGCGH010000021.1
GCA_017650365.1	JAGCEZ010000085.1
GCA_017650925.1	JAGCDY010000003.1
GCA_017651425.1	JAGCCZ010000004.1
GCA_017651625.1	JAGCCP010000010.1
GCA_017652345.1	JAGCBE010000171.1
GCA_017652805.1	JAGCAH010000012.1
GCA_017656385.1	JACDNX010000001.1
GCA_017656495.1	JACDNS010000001.1
GCA_017743275.1	JAGHZG010000036.1
GCA_017744285.1	JAGIBP010000100.1
GCA_017744315.1	JAGIBN010000010.1
GCA_017744935.1	JAGIAI010000100.1
GCA_017745095.1	JAGHZZ010000010.1
GCA_017745195.1	JAGHZW010000001.1
GCA_017847995.1	JAGAPB010000006.1
GCA_017849585.1	JAFIGT010000020.1
GCA_017853315.1	JAFMJW010000147.1
GCA_017853435.1	JAFMJN010000109.1
GCA_017854655.1	JAFMHF010000023.1
GCA_017856815.1	JAFMEI010000090.1
GCA_017859995.1	JAFJUR010000243.1
GCA_017881285.1	JADGRD010000438.1
GCA_017881345.1	JADGQZ010000026.1
GCA_017881405.1	JADGQY010000006.1
GCA_017881465.1	JADGQV010000069.1
GCA_017881545.1	JADGQU010000001.1
GCA_017881585.1	JADGQS010000004.1
GCA_017882065.1	JADGQD010000024.1
GCA_017885365.1	JAFNGD010000001.1
GCA_017889345.1	JAGHEJ010000104.1
GCA_017889675.1	JAGGAA010000157.1
GCA_017937685.1	JAGBDD010000055.1
GCA_017938145.1	JAGBCB010000001.1
GCA_017941235.1	JAGAWU010000025.1
GCA_017941505.1	JAGAWH010000096.1
GCA_017959225.1	JAGDBD010000018.1
GCA_017962315.1	JAGCVN010000074.1
GCA_017962745.1	JAGCUR010000011.1
GCA_017962825.1	JAGCUO010000104.1
GCA_017963105.1	JAGCTY010000082.1
GCA_017964255.1	JAGCSI010000063.1
GCA_017992475.1	JAGOOO010000019.1
GCA_017992765.1	JAGOOA010000042.1
GCA_017993775.1	JAGOMA010000075.1
GCA_017996395.1	JAGOHA010000212.1
GCA_017998555.1	JAGOCU010000176.1
GCA_017998715.1	JAGOCP010000245.1
GCA_017998755.1	JAGOCL010000015.1
GCA_017998915.1	JAGOCE010000428.1
GCA_017999015.1	JAGOBZ010000398.1
GCA_017999895.1	JAGNKY010000018.1
GCA_018000455.1	JAGNJW010000010.1
GCA_018053845.1	JAGPKU010000161.1
GCA_018054125.1	JAGPKD010000168.1
GCA_018056145.1	JAGPGE010000812.1
GCA_018056245.1	JAGPFZ010000097.1
GCA_018056375.1	JAGPFQ010000008.1
GCA_018056925.1	JAGPEO010000092.1
GCA_018057705.1	JAGPDF010000091.1
GCA_018058035.1	JAGPCN010000075.1
GCA_018141785.1	CP073341.1
GCA_018238375.1	JABCTJ010000208.1
GCA_018239725.1	JAFEGU010000100.1
GCA_018240225.1	JAFEGF010000099.1
GCA_018260615.1	JAGWDQ010000001.1
GCA_018260755.1	JAGTWP010000045.1
GCA_018262985.1	JADFDI010000010.1
GCA_018263495.1	JAANXC010000001.1
GCA_018302165.1	JAGWAA010000061.1
GCA_018302205.1	JAGVZZ010000030.1
GCA_018302605.1	JAGVZN010000016.1
GCA_018303325.1	JAGVYH010000017.1
GCA_018304445.1	JAGVWD010000066.1
GCA_018304565.1	JAGVVX010000017.1
GCA_018304585.1	JAGVVY010000028.1
GCA_018304605.1	JAGVVU010000012.1
GCA_018333455.1	JAGXTN010000070.1
GCA_018333515.1	JAGXSZ010000001.1
GCA_018333535.1	JAGXTA010000001.1
GCA_018333635.1	JAGXTL010000053.1
GCA_018333775.1	JAGXSO010000001.1
GCA_018333895.1	JAGXSJ010000001.1
GCA_018334555.1	JAGXLR010000124.1
GCA_018334565.1	JAGXLU010000016.1
GCA_018335335.1	JAGXKG010000174.1
GCA_018335695.1	JAGXRV010000001.1
GCA_018335795.1	JAGXRP010000001.1
GCA_018365895.1	JAGZJD010000046.1
GCA_018371055.1	JAGYZD010000123.1
GCA_018372435.1	JAHAJA010000001.1
GCA_018373095.1	JAHAHT010000160.1
GCA_018396515.1	JAGTQJ010000111.1
GCA_018396565.1	JAGTQO010000097.1
GCA_018396775.1	JAGTRF010000001.1
GCA_018396815.1	JAGTQY010000001.1
GCA_018396865.1	JAGTRB010000001.1
GCA_018396915.1	JAGTRD010000001.1
GCA_018397055.1	JAGTQS010000065.1
GCA_018397065.1	JAGTRI010000001.1
GCA_018398915.1	CP074691.1
GCA_018399235.1	JAGYOX010000001.1
GCA_018399535.1	JAGYOR010000001.1
GCA_018399995.1	JAGYMU010000001.1
GCA_018402585.1	JAGYIO010000001.1
GCA_018432615.1	JAHDSQ010000027.1
GCA_018432765.1	JAHDSI010000087.1
GCA_018433085.1	JAHDRW010000047.1
GCA_018433675.1	JAHDQS010000048.1
GCA_018434325.1	JAHDPO010000007.1
GCA_018434645.1	JAHDOX010000131.1
GCA_018436095.1	JAHDMJ010000037.1
GCA_018436595.1	JAHDLC010000004.1
GCA_018436855.1	JAHDKO010000170.1
GCA_018608485.1	JABAZK010000149.1
GCA_018608725.1	JABAZA010000043.1
GCA_018609665.1	JAHENN010000001.1
GCA_018609725.1	JAHENT010000001.1
GCA_018609945.1	JAHENO010000001.1
GCA_018644665.1	JABGQA010000110.1
GCA_018647765.1	JABGSN010000057.1
GCA_018649665.1	JABIHL010000124.1
GCA_018649825.1	JABIHC010000131.1
GCA_018652335.1	JABICI010000027.1
GCA_018654605.1	JABILG010000003.1
GCA_018656065.1	JABHZY010000019.1
GCA_018656655.1	JABHYW010000042.1
GCA_018658635.1	JABHUX010000073.1
GCA_018658715.1	JABHUQ010000009.1
GCA_018662325.1	JABJGM010000005.1
GCA_018667355.1	JABIVC010000005.1
GCA_018669945.1	JABHTA010000018.1
GCA_018670435.1	JABHRC010000029.1
GCA_018672475.1	JABHFS010000003.1
GCA_018673215.1	JABHDE010000064.1
GCA_018674025.1	JABHBC010000177.1
GCA_018692925.1	JABHLH010000011.1
GCA_018694835.1	JABHOG010000093.1
GCA_018695085.1	JABHOU010000440.1
