query	reference	label	q_domain	r_domain	q_phylum	r_phylum	q_genus	r_genus	q_species	r_species	skani_ani	skani_align_frac_ref	skani_align_frac_query	s2b_ani	s2b_ani_uniform	s2b_af_q	s2b_af_r	s2b_std_err	s2b_het_shape	s2b_retention	s2b_ani_from_loss	s2b_ani_from_hist	s2b_n_anchors	s2b_n_chains	s2b_n_tags	s2b_flag	fastani_ani
GCA_002070635.1	GCA_002498985.1	low	d__Bacteria	d__Archaea	p__Caldisericota	p__Thermoplasmatota	g__JAAYUI01	g__MGIIb-O2	s__JAAYUI01 sp002070635	s__MGIIb-O2 sp002498985						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_014728185.1	GCA_011334905.1	low	d__Bacteria	d__Bacteria	p__RBG-13-66-14	p__Armatimonadota	g__WJMB01	g__DTGP01	s__WJMB01 sp014728185	s__DTGP01 sp011334905						0.000000	0.000000						3	0	0	BELOW_DETECTION	
GCA_016187745.1	GCA_011330975.1	low	d__Archaea	d__Bacteria	p__Iainarchaeota	p__Moduliflexota	g__JACPJC01	g__DSSU01	s__JACPJC01 sp016187745	s__DSSU01 sp011330975						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001917855.1	GCA_013288105.1	low	d__Bacteria	d__Bacteria	p__CSP1-3	p__Chlamydiota	g__13-1-40CM-64-14	g__JABDCM01	s__13-1-40CM-64-14 sp001917855	s__JABDCM01 sp013288105						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003564505.1	GCA_009885615.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_D	p__Chlamydiota	g__T3SED10-7	g__VFKH01	s__T3SED10-7 sp003564505	s__VFKH01 sp009885615						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001873285.1	GCA_001770175.1	low	d__Bacteria	d__Bacteria	p__CG2-30-53-67	p__Bdellovibrionota	g__CG2-30-53-67	g__XYD1-FULL-55-31	s__CG2-30-53-67 sp001873285	s__XYD1-FULL-55-31 sp001770175						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_900772725.1	GCA_011040895.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_A	p__JdFR-76	g__F23-B02	g__DREG01	s__F23-B02 sp900772725	s__DREG01 sp011040895						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017473945.1	GCA_001563995.1	low	d__Archaea	d__Archaea	p__Methanobacteriota	p__Nanohaloarchaeota	g__Methanobrevibacter_A	g__PL-Br10-U2g16	s__Methanobrevibacter_A sp017473945	s__PL-Br10-U2g16 sp001563995						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017999075.1	GCA_002923215.1	low	d__Bacteria	d__Archaea	p__JAGOBX01	p__Hydrothermarchaeota	g__JAGOBX01	g__SZUA-236	s__JAGOBX01 sp017999075	s__SZUA-236 sp002923215						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_012842545.1	GCA_003697105.1	low	d__Bacteria	d__Bacteria	p__Coprothermobacterota	p__4572-55	g__Coprothermobacter	g__J002	s__Coprothermobacter sp012842545	s__J002 sp003697105						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_001871075.1	GCF_002368395.1	low	d__Bacteria	d__Bacteria	p__Desantisbacteria	p__Cyanobacteria	g__UBA1551	g__Calothrix	s__UBA1551 sp001871075	s__Calothrix sp002368395						0.000000	0.000000						3	0	0	BELOW_DETECTION	
GCA_014361055.1	GCF_000183405.1	low	d__Bacteria	d__Bacteria	p__Bipolaricaulota	p__Deferribacterota	g__JACIWI01	g__Calditerrivibrio	s__JACIWI01 sp014361055	s__Calditerrivibrio nitroreducens						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_002347565.1	GCA_017649705.1	low	d__Bacteria	d__Bacteria	p__Edwardsbacteria	p__UBA3054	g__UBA2255	g__UBA3054	s__UBA2255 sp002347565	s__UBA3054 sp017649705						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_016212825.1	GCA_011361855.1	low	d__Bacteria	d__Archaea	p__Elusimicrobiota	p__Hadarchaeota	g__UBA9628	g__DSZJ01	s__UBA9628 sp016212825	s__DSZJ01 sp011361855						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_018061805.1	GCA_002502175.1	low	d__Bacteria	d__Archaea	p__Dependentiae	p__Thermoplasmatota	g__JACPFN01	g__MGIIb-O1	s__JACPFN01 sp018061805	s__MGIIb-O1 sp002502175						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_012517325.1	GCF_000316515.1	low	d__Bacteria	d__Bacteria	p__FEN-1099	p__Cyanobacteria	g__JAAYVF01	g__Cyanobium	s__JAAYVF01 sp012517325	s__Cyanobium gracile						0.000000	0.000000						5	0	0	BELOW_DETECTION	
GCA_012839925.1	GCA_001798595.1	low	d__Bacteria	d__Bacteria	p__DUMJ01	p__Desulfobacterota_B	g__DUMJ01	g__2-12-FULL-60-19	s__DUMJ01 sp012839925	s__2-12-FULL-60-19 sp001798595						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_017997825.1	GCA_018221025.1	low	d__Bacteria	d__Archaea	p__JAGOEH01	p__SpSt-1190	g__JAGOEH01	g__JAAOXX01	s__JAGOEH01 sp017997825	s__JAAOXX01 sp018221025						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016212735.1	GCA_011337885.1	low	d__Bacteria	d__Bacteria	p__JACRDZ01	p__RBG-13-61-14	g__JACRDZ01	g__DTOP01	s__JACRDZ01 sp016212735	s__DTOP01 sp011337885						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016207225.1	GCA_903821905.1	low	d__Archaea	d__Bacteria	p__Micrarchaeota	p__CAIJMQ01	g__JACQQB01	g__CAIJMQ01	s__JACQQB01 sp016207225	s__CAIJMQ01 sp903821905						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011052825.1	GCA_003696125.1	low	d__Archaea	d__Bacteria	p__Thermoplasmatota	p__Tectomicrobia	g__DRIF01	g__J063	s__DRIF01 sp011052825	s__J063 sp003696125						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_005893275.1	GCA_003136635.1	low	d__Bacteria	d__Bacteria	p__Eisenbacteria	p__FCPU426	g__WS-7	g__Bog-1183	s__WS-7 sp005893275	s__Bog-1183 sp003136635						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_014728185.1	GCA_001871075.1	low	d__Bacteria	d__Bacteria	p__RBG-13-66-14	p__Desantisbacteria	g__WJMB01	g__UBA1551	s__WJMB01 sp014728185	s__UBA1551 sp001871075						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_013791675.1	GCF_000010785.1	low	d__Bacteria	d__Bacteria	p__CG03	p__Aquificota	g__CG03	g__Hydrogenobacter	s__CG03 sp013791675	s__Hydrogenobacter thermophilus						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016183125.1	GCA_002687935.1	low	d__Bacteria	d__Archaea	p__UBA10199	p__Undinarchaeota	g__JACPFG01	g__Undinarchaeum	s__JACPFG01 sp016183125	s__Undinarchaeum sp002687935						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003644895.1	GCA_017999075.1	low	d__Bacteria	d__Bacteria	p__WOR-3	p__JAGOBX01	g__B29-G16	g__JAGOBX01	s__B29-G16 sp003644895	s__JAGOBX01 sp017999075						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002423385.1	GCA_013138805.1	low	d__Bacteria	d__Archaea	p__Wallbacteria	p__EX4484-52	g__UBA9980	g__GLR71	s__UBA9980 sp002423385	s__GLR71 sp013138805						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003647755.1	GCA_007132905.1	low	d__Bacteria	d__Bacteria	p__B130-G9	p__SLNR01	g__B130-G9	g__SLNR01	s__B130-G9 sp003647755	s__SLNR01 sp007132905						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_013359335.1	GCA_018260615.1	low	d__Bacteria	d__Archaea	p__CLD3	p__Altiarchaeota	g__JABWBZ01	g__Altiarchaeum	s__JABWBZ01 sp013359335	s__Altiarchaeum sp002841105						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002696685.1	GCA_005880315.1	low	d__Bacteria	d__Bacteria	p__Chloroflexota	p__Dormibacterota	g__GCA-002712965	g__UBA10449	s__GCA-002712965 sp002696685	s__UBA10449 sp005880315						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_009377745.1	GCA_016931515.1	low	d__Bacteria	d__Bacteria	p__Chloroflexota	p__CSSED10-310	g__WHTK01	g__JAFGEQ01	s__WHTK01 sp009377745	s__JAFGEQ01 sp016931515						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_001647085.1	GCF_002286735.1	low	d__Archaea	d__Bacteria	p__Methanobacteriota_B	p__Cyanobacteria	g__Thermococcus	g__Phormidesmis	s__Thermococcus piezophilus	s__Phormidesmis sp002286735						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_013151555.1	GCA_016176845.1	low	d__Bacteria	d__Bacteria	p__NPL-UPA2	p__Nitrospinota_B	g__JAADIA01	g__JACOWJ01	s__JAADIA01 sp013151555	s__JACOWJ01 sp016176845						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_013154375.1	GCA_002779055.1	low	d__Bacteria	d__Bacteria	p__Aquificota	p__CG03	g__Aquifex	g__0-14-0-20-44-26	s__Aquifex sp013154375	s__0-14-0-20-44-26 sp002779055						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_018000835.1	GCA_002779055.1	low	d__Bacteria	d__Bacteria	p__Goldbacteria	p__CG03	g__DSYL01	g__0-14-0-20-44-26	s__DSYL01 sp018000835	s__0-14-0-20-44-26 sp002779055						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016931135.1	GCA_003222035.1	low	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Gemmatimonadota	g__JAFGFK01	g__AG41	s__JAFGFK01 sp016931135	s__AG41 sp003222035						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_013360185.1	GCA_017161655.1	low	d__Bacteria	d__Bacteria	p__Bdellovibrionota	p__Sumerlaeota	g__Bdellovibrio	g__DRVG01	s__Bdellovibrio sp013360185	s__DRVG01 sp017161655						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_013425375.1	GCA_018812485.1	low	d__Archaea	d__Bacteria	p__Micrarchaeota	p__JAHJDO01	g__Bilamarchaeum	g__JAHJDO01	s__Bilamarchaeum sp013425375	s__JAHJDO01 sp018812485						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_013153845.1	GCA_018673915.1	low	d__Archaea	d__Bacteria	p__Methanobacteriota_A	p__Nitrospinota	g__Methanocaldococcus	g__LS-NOB	s__Methanocaldococcus sp013153845	s__LS-NOB sp018673915						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003635265.1	GCA_015233235.1	low	d__Bacteria	d__Bacteria	p__Poribacteria	p__Omnitrophota	g__PCPOR2b	g__JADFYD01	s__PCPOR2b sp003635265	s__JADFYD01 sp015233235						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001873295.1	GCA_018812265.1	low	d__Bacteria	d__Bacteria	p__CG2-30-70-394	p__AABM5-125-24	g__CG2-30-70-394	g__JAHJDG01	s__CG2-30-70-394 sp001873295	s__JAHJDG01 sp018812265						0.000000	0.000000						3	0	0	BELOW_DETECTION	
GCF_000009945.1	GCA_018812485.1	low	d__Bacteria	d__Bacteria	p__Chlamydiota	p__JAHJDO01	g__Chlamydophila	g__JAHJDO01	s__Chlamydophila felis	s__JAHJDO01 sp018812485						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_001304035.1	GCF_008124665.1	low	d__Bacteria	d__Bacteria	p__SM23-31	p__Dictyoglomota	g__SM23-31	g__OB1-4	s__SM23-31 sp001304035	s__OB1-4 sp008124665						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_017994635.1	GCA_014729145.1	low	d__Bacteria	d__Archaea	p__Cloacimonadota	p__Nanoarchaeota	g__UBA5456	g__WJKL01	s__UBA5456 sp017994635	s__WJKL01 sp014729145						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016215625.1	GCA_014384545.1	low	d__Bacteria	d__Bacteria	p__Eisenbacteria	p__UBP7	g__CAIXRL01	g__NIOZ-UU106	s__CAIXRL01 sp016215625	s__NIOZ-UU106 sp014384545						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_000220355.1	GCF_002153915.1	low	d__Archaea	d__Archaea	p__Nanohaloarchaeota	p__Halobacteriota	g__Nanosalinarum	g__Methanonatronarchaeum	s__Nanosalinarum sp000220355	s__Methanonatronarchaeum thermophilum						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_018812485.1	GCA_900321865.1	low	d__Bacteria	d__Bacteria	p__JAHJDO01	p__RUG730	g__JAHJDO01	g__RUG730	s__JAHJDO01 sp018812485	s__RUG730 sp900321865						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_018651445.1	GCA_019012925.1	low	d__Archaea	d__Bacteria	p__Iainarchaeota	p__Fusobacteriota	g__JABIDZ01	g__Fusobacterium_A	s__JABIDZ01 sp018651445	s__Fusobacterium_A sp019012925						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001783715.1	GCA_011390515.1	low	d__Bacteria	d__Bacteria	p__SAR324	p__Cyanobacteria	g__XYC1-FULL-56-13	g__Oscillatoria	s__XYC1-FULL-56-13 sp001783715	s__Oscillatoria sp011390515						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_900321865.1	GCA_002839855.1	low	d__Bacteria	d__Bacteria	p__RUG730	p__Goldbacteria	g__RUG730	g__PGYV01	s__RUG730 sp900321865	s__PGYV01 sp002839855						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016930085.1	GCA_016196885.1	low	d__Bacteria	d__Bacteria	p__Spirochaetota	p__JACPWU01	g__JAFGHO01	g__JACPWU01	s__JAFGHO01 sp016930085	s__JACPWU01 sp016196885						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_000220375.1	GCA_002877955.1	low	d__Archaea	d__Bacteria	p__Nanohaloarchaeota	p__Caldisericota	g__Nanosalina	g__Caldisericum	s__Nanosalina sp000220375	s__Caldisericum exile_A						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002711845.1	GCA_003697085.1	low	d__Bacteria	d__Bacteria	p__Proteobacteria	p__UBA8481	g__Pseudohongiella	g__J006	s__Pseudohongiella sp002711845	s__J006 sp003697085						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002069885.1	GCA_002299965.1	low	d__Bacteria	d__Bacteria	p__UBP15	p__Caldisericota	g__UBA6099	g__UBA646	s__UBA6099 sp002069885	s__UBA646 sp002299965						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016235675.1	GCA_015486445.1	low	d__Bacteria	d__Bacteria	p__SZUA-182	p__Desulfobacterota_C	g__JACRJN01	g__JAADEO01	s__JACRJN01 sp016235675	s__JAADEO01 sp015486445						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_014728245.1	GCA_016926495.1	low	d__Bacteria	d__Bacteria	p__VGIX01	p__JAFGOL01	g__WJLY01	g__JAFGOL01	s__WJLY01 sp014728245	s__JAFGOL01 sp016926495						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_002733155.1	GCA_016190245.1	low	d__Bacteria	d__Bacteria	p__Campylobacterota	p__JACPQY01	g__Sulfurimonas	g__JACPQY01	s__Sulfurimonas sp002733155	s__JACPQY01 sp016190245						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016213235.1	GCA_011333285.1	low	d__Bacteria	d__Bacteria	p__Chlamydiota	p__DUMJ01	g__JACRBE01	g__DUMJ01	s__JACRBE01 sp016213235	s__DUMJ01 sp011333285						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_018812925.1	GCA_002478245.1	low	d__Bacteria	d__Bacteria	p__CAIJMQ01	p__UBP18	g__CAIJMQ01	g__UBA7526	s__CAIJMQ01 sp018812925	s__UBA7526 sp002478245						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_012517325.1	GCA_002440765.1	low	d__Bacteria	d__Bacteria	p__FEN-1099	p__UBA6266	g__JAAYVF01	g__UBA6266	s__JAAYVF01 sp012517325	s__UBA6266 sp002440765						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_000482505.1	GCA_002423385.1	low	d__Bacteria	d__Bacteria	p__Fusobacteriota	p__Wallbacteria	g__Leptotrichia	g__UBA9980	s__Leptotrichia trevisanii	s__UBA9980 sp002423385						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002070645.1	GCA_014189675.1	low	d__Bacteria	d__Archaea	p__Ratteibacteria	p__Undinarchaeota	g__DTJG01	g__Undinarchaeum	s__DTJG01 sp002070645	s__Undinarchaeum sp014189675						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002377645.1	GCA_903910645.1	low	d__Bacteria	d__Bacteria	p__UBA8248	p__Delongbacteria	g__UBA3496	g__CAIWAD01	s__UBA3496 sp002377645	s__CAIWAD01 sp903910645						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003559095.1	GCA_003542955.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_G	p__Armatimonadota	g__SLOZ01	g__UBA11051	s__SLOZ01 sp003559095	s__UBA11051 sp003542955						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_013153315.1	GCA_018812485.1	low	d__Bacteria	d__Bacteria	p__Aquificota	p__JAHJDO01	g__QOAS01	g__JAHJDO01	s__QOAS01 sp013153315	s__JAHJDO01 sp018812485						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003553905.1	GCA_016928995.1	low	d__Archaea	d__Bacteria	p__Aenigmatarchaeota	p__Sumerlaeota	g__PWEA01	g__JAFGJS01	s__PWEA01 sp003553905	s__JAFGJS01 sp016928995						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_000813825.1	GCA_003598055.1	low	d__Bacteria	d__Bacteria	p__Bacteroidota	p__Abyssubacteria	g__Chryseobacterium	g__SURF-17	s__Chryseobacterium taiwanense	s__SURF-17 sp003598055						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001871015.1	GCA_018829455.1	low	d__Bacteria	d__Bacteria	p__Desantisbacteria	p__Ratteibacteria	g__UBA1559	g__JAHJUB01	s__UBA1559 sp001871015	s__JAHJUB01 sp018829455						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_000522425.1	GCA_011046175.1	low	d__Bacteria	d__Bacteria	p__Tectomicrobia	p__Hydrogenedentota	g__Entotheonella	g__SLFT01	s__Entotheonella factor	s__SLFT01 sp011046175						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_902384455.1	GCF_000018945.1	low	d__Archaea	d__Bacteria	p__Altiarchaeota	p__Thermotogota	g__CABMCB01	g__Thermotoga	s__CABMCB01 sp902384455	s__Thermotoga neapolitana						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_001796315.1	GCF_003966215.1	low	d__Bacteria	d__Bacteria	p__Chlamydiota	p__Deinococcota	g__2-02-FULL-49-12	g__Deinococcus	s__2-02-FULL-49-12 sp001796315	s__Deinococcus radiophilus						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_016929055.1	GCA_002050035.1	low	d__Bacteria	d__Bacteria	p__KSB1	p__4484-113	g__JAFGJN01	g__4484-113	s__JAFGJN01 sp016929055	s__4484-113 sp002050035						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003498085.1	GCA_009838645.1	low	d__Bacteria	d__Bacteria	p__UBA9089	p__JAAXHH01	g__UBA9088	g__JAAXHH01	s__UBA9088 sp003498085	s__JAAXHH01 sp009838645						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016125005.1	GCA_016927515.1	low	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__CSSED10-310	g__WGMQ01	g__JAFGMN01	s__WGMQ01 sp016125005	s__JAFGMN01 sp016927515						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003644395.1	GCA_003635265.1	low	d__Bacteria	d__Bacteria	p__Ratteibacteria	p__Poribacteria	g__B48-G9	g__PCPOR2b	s__B48-G9 sp003644395	s__PCPOR2b sp003635265						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003663695.1	GCA_011047235.1	low	d__Archaea	d__Bacteria	p__Methanobacteriota_B	p__SpSt-318	g__Palaeococcus	g__SpSt-318	s__Palaeococcus sp003663695	s__SpSt-318 sp011047235						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_007134885.1	GCA_012839925.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_F	p__DUMJ01	g__T1SED10-84	g__DUMJ01	s__T1SED10-84 sp007134885	s__DUMJ01 sp012839925						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_018000835.1	GCA_903864835.1	low	d__Bacteria	d__Bacteria	p__Goldbacteria	p__Margulisbacteria	g__DSYL01	g__CAIPHK01	s__DSYL01 sp018000835	s__CAIPHK01 sp903864835						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003152075.1	GCA_002727195.1	low	d__Bacteria	d__Bacteria	p__FCPU426	p__Latescibacterota	g__PALSA-1180	g__UBA2968	s__PALSA-1180 sp003152075	s__UBA2968 sp002727195						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_016184445.1	GCA_012797725.1	low	d__Bacteria	d__Bacteria	p__UBA8248	p__Bdellovibrionota_C	g__2-12-FULL-69-37	g__JAAZON01	s__2-12-FULL-69-37 sp016184445	s__JAAZON01 sp012797725						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_012729785.1	GCA_003558985.1	low	d__Bacteria	d__Bacteria	p__UBA1439	p__CSSED10-310	g__UBA1439	g__CSSED10-310	s__UBA1439 sp002329605	s__CSSED10-310 sp003558985						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003133485.1	GCA_003695505.1	low	d__Bacteria	d__Bacteria	p__Dormibacterota	p__J088	g__Bog-877	g__J088	s__Bog-877 sp003133485	s__J088 sp003695505						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016202645.1	GCA_016192455.1	low	d__Bacteria	d__Bacteria	p__Lindowbacteria	p__JACPUC01	g__JACQOF01	g__JACPUC01	s__JACQOF01 sp016202645	s__JACPUC01 sp016192455						0.000000	0.000000						3	0	0	BELOW_DETECTION	
GCA_001778355.1	GCF_000025605.1	low	d__Bacteria	d__Bacteria	p__Firestonebacteria	p__Aquificota	g__D2-FULL-39-29	g__Thermocrinis	s__D2-FULL-39-29 sp001778355	s__Thermocrinis albus						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_009619095.1	GCA_013359265.1	low	d__Bacteria	d__Bacteria	p__UBA6262	p__Hydrogenedentota	g__WVXT01	g__JABWCD01	s__WVXT01 sp009619095	s__JABWCD01 sp013359265						0.000000	0.000000						2	0	0	BELOW_DETECTION	
GCA_016181985.1	GCA_002721515.1	low	d__Bacteria	d__Bacteria	p__Patescibacteria	p__Nitrospinota	g__JACPGX01	g__UBA8687	s__JACPGX01 sp016181985	s__UBA8687 sp002721515						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_019248165.1	GCA_018812485.1	low	d__Bacteria	d__Bacteria	p__Patescibacteria	p__JAHJDO01	g__WARW01	g__JAHJDO01	s__WARW01 sp019248165	s__JAHJDO01 sp018812485						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_003660865.1	GCA_004195035.1	low	d__Archaea	d__Bacteria	p__EX4484-52	p__SZUA-79	g__B79-G9	g__Acidulodesulfobacterium	s__B79-G9 sp003660865	s__Acidulodesulfobacterium ferriphilum						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_015490155.1	GCA_003644825.1	low	d__Bacteria	d__Bacteria	p__Aquificota	p__SM23-31	g__WFYI01	g__B21-G16	s__WFYI01 sp015490155	s__B21-G16 sp003644825						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_903930515.1	GCA_016784425.1	low	d__Bacteria	d__Bacteria	p__RBG-13-61-14	p__Delongbacteria	g__CAIYYW01	g__BS150m-G50	s__CAIYYW01 sp903930515	s__BS150m-G50 sp016784425						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_013359335.1	GCA_004294855.1	low	d__Bacteria	d__Bacteria	p__CLD3	p__Spirochaetota	g__JABWBZ01	g__Sphaerochaeta	s__JABWBZ01 sp013359335	s__Sphaerochaeta sp004294855						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_003696125.1	GCF_001054325.1	low	d__Bacteria	d__Bacteria	p__Tectomicrobia	p__Actinobacteriota	g__J063	g__Corynebacterium	s__J063 sp003696125	s__Corynebacterium vitaeruminis_A						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_013151915.1	GCF_000243455.1	low	d__Bacteria	d__Archaea	p__BMS3Abin14	p__Methanobacteriota_A	g__BMS3ABIN14	g__Methanotorris	s__BMS3ABIN14 sp013151915	s__Methanotorris formicicus						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016125005.1	GCA_016222915.1	low	d__Bacteria	d__Bacteria	p__Sumerlaeota	p__Nitrospirota	g__WGMQ01	g__UBA6902	s__WGMQ01 sp016125005	s__UBA6902 sp016222915						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_905233325.1	GCA_003554945.1	low	d__Bacteria	d__Bacteria	p__Firmicutes_C	p__T1Sed10-126	g__Quinella	g__T1Sed10-126	s__Quinella sp905233325	s__T1Sed10-126 sp003554945						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_011362025.1	GCA_013151735.1	low	d__Archaea	d__Bacteria	p__Asgardarchaeota	p__JdFR-76	g__DTBI01	g__BMS3Abin05	s__DTBI01 sp011362025	s__BMS3Abin05 sp013151735						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_001458735.1	GCA_003598085.1	low	d__Bacteria	d__Bacteria	p__Nitrospirota	p__Abyssubacteria	g__Nitrospira_F	g__SURF-5	s__Nitrospira_F nitrosa	s__SURF-5 sp003598085						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCF_000469585.1	GCA_014729735.1	low	d__Bacteria	d__Bacteria	p__Chrysiogenota	p__KSB1	g__Chrysiogenes	g__WJJN01	s__Chrysiogenes arsenatis	s__WJJN01 sp014729735						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_016840385.1	GCA_002069885.1	low	d__Archaea	d__Bacteria	p__Asgardarchaeota	p__UBP15	g__MP8T-1	g__UBA6099	s__MP8T-1 sp016840385	s__UBA6099 sp002069885						0.000000	0.000000						0	0	0	BELOW_DETECTION	
GCA_002291495.1	GCF_004366375.1	low	d__Bacteria	d__Bacteria	p__Bdellovibrionota	p__Firmicutes_F	g__UBA1018	g__Halanaerobium	s__UBA1018 sp002291495	s__Halanaerobium congolense						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_016196885.1	GCA_003220335.1	low	d__Bacteria	d__Bacteria	p__JACPWU01	p__Methylomirabilota	g__JACPWU01	g__AR12	s__JACPWU01 sp016196885	s__AR12 sp003220335						0.000000	0.000000						1	0	0	BELOW_DETECTION	
GCA_016213865.1	GCA_003167055.1	low	d__Bacteria	d__Bacteria	p__UBP17	p__Eremiobacterota	g__JACQZL01	g__Aquilonibacter	s__JACQZL01 sp016213865	s__Aquilonibacter stordalenmirensis						0.000000	0.000000						0	0	0	BELOW_DETECTION	
