genome	n_markers	n_present	fraction_present	status	missing_markers	status_extended	n_cag_sv	cag_sv_types	cag_sv_list
GCA_018120125.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	4	DEL;INV;TRA	TRA:1459-1666206;INV:582429-634535;DEL:546400-583160;INV:516667-546991
GCA_018120155.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	1	TRA	TRA:2361-1666206
GCA_018120165.1	28	2	0.07142857142857142	empty	HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB	empty	3	DEL;INV;TRA	TRA:1459-1666206;INV:516627-681327;DEL:549034-583160
GCA_018120195.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_018120215.1	28	6	0.21428571428571427	partial	HP0521,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	partial	6	DEL;INV;TRA	TRA:2361-1666206;INV:582577-634387;DEL:558928-583160;INV:555908-559016;DEL:556150-558173;INV:516667-556741
GCA_018120235.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	TRA	TRA:1459-1666206;TRA:72516-1067641
GCA_018120245.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA	complete_rearranged	3	INV;TRA	TRA:135295-1250973;TRA:1459-1666206;INV:516667-681287
GCA_018120275.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:1459-1666206;INV:556174-663396;INV:516906-556727
GCA_018120295.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516633-683247
GCA_018120315.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	4	INV;TRA	TRA:1459-1666206;INV:556119-683302;INV:516906-556727;TRA:26572-1059225
GCA_018120335.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:1459-1666206;TRA:476313-1469829;INV:516643-681311
GCA_018120355.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516633-681321
GCA_018120375.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:476313-1469829;TRA:1459-1666206;INV:516643-681311
GCA_018120395.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:476313-1469829;TRA:1459-1666206;INV:516643-681311
GCA_018120415.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:476313-1469829;TRA:1459-1666206;INV:516643-681311
GCA_018120435.1	28	28	1.0	complete		complete_rearranged	3	INV;TRA	INV:545891-579658;TRA:1459-1666206;TRA:474832-1469829
GCA_018120455.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ	complete_rearranged	3	INV;TRA	INV:516906-556727;TRA:1459-1666206;TRA:476313-1202653
GCA_018120465.1	28	2	0.07142857142857142	empty	HP0521,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	2	DEL;TRA	DEL:549034-587157;TRA:1459-1666206
GCA_018120495.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_018120515.1	28	23	0.8214285714285714	partial	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB,HP0547|cagA	partial	1	TRA	TRA:1459-1666206
GCA_018120535.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	4	INS;INV;TRA	TRA:1459-1666206;TRA:476313-1040281;INV:516643-663386;INS:556375-556799
GCA_018120555.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516582-663447
GCA_018120575.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516643-683237
GCA_018120595.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ	complete_rearranged	1	INV	INV:516627-556682
GCA_018120615.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_018120635.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_collinear	0	none	none
GCA_018120645.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:476313-1469829;TRA:1459-1666206;INV:516641-681313
GCA_018120695.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0540|cagI,HP0546|cagB	complete_rearranged	2	INV;TRA	INV:516906-559280;TRA:1459-1666206
GCA_018121375.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:2361-1666206
GCA_018121385.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_018121435.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	3	INV;TRA	TRA:2361-1666206;INV:559882-682785;INV:516969-559217
GCA_018121475.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516611-663418
GCA_018121485.1	28	28	1.0	complete		complete_rearranged	3	INV;TRA	INV:545891-579658;TRA:1459-1666206;TRA:474832-1469829
GCA_018121495.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_018121505.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	TRA:1459-1658994;INV:516675-681279
GCA_018121615.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	TRA:2145-1666206;INV:516627-663402
GCA_018121655.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516633-683247
GCA_018121695.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_018121705.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516643-683237
GCA_018121715.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_018121755.1	28	28	1.0	complete		complete_rearranged	3	INV;TRA	INV:545891-579658;TRA:1459-1666206;TRA:474832-1469829
GCA_018121795.1	28	28	1.0	complete		complete_rearranged	3	INV;TRA	INV:545891-579658;TRA:1459-1666206;TRA:474832-1469829
GCA_018121815.1	28	28	1.0	complete		complete_rearranged	3	INV;TRA	TRA:1459-1666206;TRA:474832-1469829;INV:545891-579658
GCA_018121825.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	4	INV;TRA	TRA:1459-1666206;INV:559946-597462;INV:555807-559117;INV:516790-556618
GCA_018121855.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:1459-1666206;INV:555728-683269;INV:516906-556727
GCA_018121875.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:1459-1666206;INV:557456-634521;INV:516922-556711
GCA_018121915.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	4	INV;TRA	TRA:1459-1666206;TRA:203804-930129;INV:516662-663367;TRA:476313-967853
GCA_018121935.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	TRA	TRA:1459-1666206;TRA:532473-1057561
GCA_018121955.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	4	INV;TRA	INV:516667-556911;TRA:1459-1666206;INV:558062-559039;INV:559965-634368
GCA_018121965.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	INV:516906-559280;TRA:2361-1666206
GCA_018121975.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_018122015.1	28	2	0.07142857142857142	empty	HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;TRA	TRA:1459-1666206;TRA:131170-1255454;DEL:546400-587380
GCA_018122025.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516633-656015
GCA_018122055.1	28	23	0.8214285714285714	partial	HP0521,HP0527|cagY,HP0529|cagW,HP0535|cagQ,HP0543|cagF	partial	3	INV;TRA	TRA:1459-1666206;INV:577016-681313;INV:499877-556915
GCA_018122065.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	3	DEL;INV;TRA	TRA:2361-1660648;INV:516694-634368;DEL:556375-558395
GCA_018122095.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_018122115.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:2145-1666206
GCA_018122125.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:476313-1469829;TRA:1459-1666206;INV:516643-681311
GCA_018122145.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:476313-1469829;TRA:1459-1666206;INV:516643-681311
GCA_018122175.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:476313-1469829;TRA:1459-1666206;INV:516643-681311
GCA_018122185.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:476313-1469829;TRA:1459-1666206;INV:516643-681311
GCA_018122215.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:476313-1469829;TRA:1459-1666206;INV:516643-681311
GCA_018122225.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:476313-1469829;TRA:1459-1666206;INV:516643-681311
GCA_018122255.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:476313-1469829;TRA:1459-1666206;INV:516643-681311
GCA_018122275.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516675-683205
GCA_019093785.1	28	3	0.10714285714285714	empty	HP0521,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	2	DEL;TRA	DEL:549034-583238;TRA:1459-1666206
GCA_019311445.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	1	DEL	DEL:536928-587157
GCA_019311485.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:500834-683218
GCA_019311625.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	2	DEL;INV	INV:516718-681236;DEL:546687-587157
GCA_019671185.1	28	26	0.9285714285714286	complete	HP0527|cagY,HP0535|cagQ	complete_rearranged	3	INS;INV;TRA	INS:555996-556051;INV:559898-683253;TRA:1459-1660648
GCA_019671245.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA	complete_rearranged	2	INV;TRA	INV:483811-597472;TRA:1459-1666206
GCA_019671385.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516815-634247
GCA_019671445.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516662-663367
GCA_019671485.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	INV:517000-559186;TRA:1459-1666206;INV:559914-683237
GCA_019671505.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	1	DEL	DEL:536928-587157
GCA_019671525.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	3	INV;TRA	TRA:2361-1666206;INV:516667-682729;TRA:477038-1611161
GCA_019671545.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	TRA	TRA:1459-1666206;TRA:476313-1465867
GCA_019671575.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_019671595.1	28	9	0.32142857142857145	partial	HP0521,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	partial	2	INV;TRA	TRA:1459-1666206;INV:582577-683205
GCA_019671605.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA	complete_rearranged	4	INV;TRA	TRA:1459-1666206;TRA:331915-1319710;INV:545775-657277;TRA:456998-1067641
GCA_019671635.1	28	25	0.8928571428571429	complete	HP0521,HP0546|cagB,HP0547|cagA	complete_rearranged	2	TRA	TRA:476313-1543079;TRA:1459-1666206
GCA_019671645.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INS;TRA	TRA:1459-1666206;INS:566642-568539
GCA_019671675.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516633-682763
GCA_019671695.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1664863
GCA_019671715.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516675-682721
GCA_019671735.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:1459-1067476;INV:516643-659506
GCA_019671745.1	28	25	0.8928571428571429	complete	HP0527|cagY,HP0528|cagX,HP0535|cagQ	complete_rearranged	2	INV	INV:516922-559264;INV:562732-683247
GCA_019671775.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516643-683237
GCA_019671795.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:555750-683247
GCA_019671815.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA	complete_rearranged	4	INV;TRA	INV:516694-683186;TRA:2145-1666206;TRA:131170-1256863;TRA:477038-862766
GCA_019671825.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516643-683237
GCA_019671875.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA	complete_rearranged	3	INV;TRA	TRA:1459-1666206;INV:531909-622529;TRA:532473-1057560
GCA_019671895.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA	complete_rearranged	4	INV;TRA	TRA:2145-1666206;INV:499911-559434;TRA:476313-1220831;TRA:484404-1067641
GCA_019671905.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:1459-1666206;INV:501078-559280;INV:559882-683269
GCA_019671915.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	6	INV;TRA	TRA:135295-1251173;TRA:476313-546400;INV:516718-546940;INV:548052-663396;TRA:548677-1057560;TRA:1459-1666206
GCA_019671955.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:2361-1666206;INV:516718-683162
GCA_019671985.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_019672035.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	2	DEL;TRA	DEL:546687-587157;TRA:1459-1666206
GCA_019672395.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	TRA	TRA:484404-1059225;TRA:1459-1666206
GCA_019672435.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	4	INV;TRA	INV:516922-559264;TRA:1459-1666206;TRA:26582-1059225;INV:559914-683237
GCA_019672455.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	2	INV;TRA	INV:516929-559257;TRA:1459-1666206
GCA_019672515.1	28	23	0.8214285714285714	partial	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB,HP0547|cagA	partial	2	INV;TRA	TRA:1459-1666206;INV:559812-588489
GCA_019672535.1	28	24	0.8571428571428571	complete	HP0521,HP0535|cagQ,HP0546|cagB,HP0547|cagA	complete_rearranged	2	INV;TRA	INV:582513-663418;TRA:1459-1666206
GCA_019672575.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	3	INS;INV;TRA	INV:557442-663502;INS:566642-568539;TRA:2145-1666206
GCA_019672655.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ	complete_rearranged	2	INV;TRA	INV:516627-553828;TRA:1459-1666206
GCA_019672685.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0547|cagA	complete_rearranged	3	INV;TRA	INV:499731-556222;INV:559965-613596;TRA:1459-1666206
GCA_019672775.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	2	DEL;TRA	TRA:1459-1666206;DEL:546400-587157
GCA_019672875.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	3	INV;TRA	INV:559965-613596;TRA:1459-1666206;INV:516922-559264
GCA_019672895.1	28	26	0.9285714285714286	complete	HP0521,HP0527|cagY	complete_rearranged	1	INV	INV:556112-613719
GCA_019673015.1	28	26	0.9285714285714286	complete	HP0527|cagY,HP0535|cagQ	complete_rearranged	3	INV;TRA	INV:516769-557339;TRA:1459-1666206;INV:557456-696637
GCA_019673105.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	3	INV;TRA	TRA:1459-1666206;TRA:96389-1057561;INV:541780-683237
GCA_019673255.1	28	24	0.8571428571428571	complete	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_019673275.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	3	INS;INV;TRA	TRA:1459-1666206;INV:546170-579379;INS:584390-587380
GCA_019673335.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516643-683237
GCA_019673355.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;INV;TRA	INV:516627-696551;DEL:546400-587380;TRA:476313-1250973
GCA_019673375.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	2	TRA	TRA:1459-1666206;TRA:476313-675139
GCA_019673395.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0546|cagB	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_019673455.1	28	25	0.8928571428571429	complete	HP0521,HP0527|cagY,HP0535|cagQ	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:557609-634368
GCA_019673475.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA	complete_rearranged	2	INV;TRA	INV:516922-579098;TRA:1459-1666206
GCA_019673515.1	28	0	0.0	empty	HP0520|cag1,HP0521,HP0522|cag3,HP0523|cag4,HP0524|cag5,HP0525|virB11,HP0526|cagZ,HP0527|cagY,HP0528|cagX,HP0529|cagW,HP0530|cagV,HP0531|cagU,HP0532|cagT,HP0534|cagS,HP0535|cagQ,HP0536|cagP,HP0537|cagM,HP0538|cagN,HP0539|cagL,HP0540|cagI,HP0541,HP0542|cagG,HP0543|cagF,HP0544|cagE,HP0545|cagD,HP0546|cagC,HP0546|cagB,HP0547|cagA	empty	3	DEL;TRA	TRA:68586-1059225;TRA:2361-1666206;DEL:546400-587157
GCA_019673525.1	28	26	0.9285714285714286	complete	HP0521,HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1666206
GCA_019673555.1	28	26	0.9285714285714286	complete	HP0527|cagY,HP0535|cagQ	complete_rearranged	1	INV	INV:499786-557006
GCA_019673575.1	28	25	0.8928571428571429	complete	HP0521,HP0535|cagQ,HP0547|cagA	complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516790-578101
GCA_019673655.1	28	27	0.9642857142857143	complete	HP0535|cagQ	complete_rearranged	3	INV;TRA	TRA:476313-1660648;INV:516675-696503;TRA:1459-1059225
GCA_019673715.1	28	26	0.9285714285714286	complete	HP0527|cagY,HP0535|cagQ	complete_rearranged	1	TRA	TRA:1459-1660648
GCA_019673735.1	28	28	1.0	complete		complete_rearranged	2	INV;TRA	TRA:1459-1666206;INV:516626-696552
GCA_019673955.1	28	23	0.8214285714285714	partial	HP0521,HP0527|cagY,HP0535|cagQ,HP0546|cagB,HP0547|cagA	partial	4	INS;INV;TRA	INV:516641-683239;INS:578762-583160;INS:555536-555996;TRA:1459-1666206
