query_asm	ref_asm	band	anim_ani	ani_gated	ani_npmle	lrt_np	ani_spatial
GCF_016904885.1	GCF_002305855.1	0.85-0.9	87.8086	88.4809	89.13423804237121	4.686877223568445	88.4809
GCF_002950945.1	GCF_000067165.1	0.85-0.9	88.1069	89.5742	88.7030400302141	-0.784644850409677	89.5742
GCF_000165485.1	GCF_900109545.1	0.85-0.9	88.2794	89.4366	89.80083879956612	3.62532512062171	89.4366
GCA_903855945.1	GCA_903904005.1	0.85-0.9	86.0512	89.1384	90.27718366921445	6.699640041692419	90.27718366921445
GCA_018901315.1	GCA_017609385.1	0.85-0.9	86.4153	93.1418	92.58718419606822	0.6431196817896137	93.1418
GCA_007133845.1	GCA_003563585.1	0.85-0.9	87.5655	94.749	94.82705299233862	0.08687052019072183	94.749
GCA_016205905.1	GCA_018303325.1	0.85-0.9	88.5155	90.5105	88.1916145223038	0.18844125606591433	90.5105
GCA_018819345.1	GCA_018901315.1	0.85-0.9	87.5016	95.6635	95.62280601220463	0.03544288693723274	95.6635
GCA_016784245.1	GCA_018692925.1	0.85-0.9	88.3493	92.0298	91.97989092918873	0.2720747961149357	92.0298
GCA_003009815.1	GCA_003009795.1	0.85-0.9	89.9097	92.885	92.91332388158008	0.20421648851402097	92.885
GCA_016234205.1	GCA_001805005.1	0.85-0.9	88.7686	97.8668	96.69847608693343	0.16832157867636965	97.8668
GCA_003489165.1	GCA_016194325.1	0.85-0.9	88.238	93.836	92.97605387910417	0.2839578883183833	93.836
GCA_016234205.1	GCA_003489165.1	0.85-0.9	88.5123	93.3318	93.3678326701044	0.15001755673421258	93.3318
GCA_016212185.1	GCA_016207865.1	0.85-0.9	90.8658	94.8778	94.70379456521842	3.8265475835210054	94.8778
GCA_001805105.1	GCA_003535475.1	0.85-0.9	89.5856	94.4219	94.39608473931504	0.44967616431438273	94.4219
GCA_016195565.1	GCA_001871685.1	0.85-0.9	88.071	92.4886	92.53848588411775	1.6285349496494064	92.4886
GCA_002083555.1	GCF_900403705.1	0.85-0.9	87.3725	87.6844	84.30209628975301	4.1739802595411675	87.6844
GCA_003523945.1	GCA_013817135.1	0.85-0.9	87.0029	93.8443	93.82470013244219	0.42065216367700486	93.8443
GCA_003599795.1	GCA_016195565.1	0.85-0.9	87.5492	91.4177	91.29807916728353	0.3329029624088662	91.4177
GCA_016873495.1	GCA_004296885.1	0.85-0.9	89.3398	91.1314	89.26078673030244	0.861900592269194	91.1314
GCA_015491705.1	GCA_013152795.1	0.85-0.9	88.5297	93.9841	93.9903253202968	0.8773556568898471	93.9841
GCA_001803635.1	GCA_016212685.1	0.85-0.9	88.7119	94.5523	94.47379367705146	0.12900033112327947	94.5523
GCA_016873525.1	GCA_004296865.1	0.85-0.9	86.2949	93.3711	93.33098691382082	0.08129323138786049	93.3711
GCA_013334545.1	GCA_017885365.1	0.85-0.9	88.3928	93.2738	93.25538492456822	0.5099684390468155	93.2738
GCA_005877505.1	GCA_005877615.1	0.85-0.9	89.1959	93.2129	92.78386608213238	0.12419985897304286	93.2129
GCA_005877855.1	GCA_005877505.1	0.85-0.9	88.2233	93.0166	92.94196181389577	0.21289903863589643	93.0166
GCA_009840285.1	GCA_009842645.1	0.85-0.9	89.6451	93.484	93.30118117004919	0.3333778447190525	93.484
GCA_005799365.1	GCA_016873495.1	0.85-0.9	89.6856	93.0091	92.7582000926256	0.12870862085583212	93.0091
GCA_005877565.1	GCA_005877505.1	0.85-0.9	89.4455	93.661	93.50905325491125	3.1071257834782955	93.661
GCA_002869855.2	GCA_002083555.1	0.85-0.9	89.2905	91.0194	87.16772440849007	5.721025877899592	87.16772440849007
GCA_005877855.1	GCA_005877615.1	0.85-0.9	89.2647	93.6119	93.59760321633249	1.395172877749701	93.6119
GCA_013140455.1	GCA_002083555.1	0.85-0.9	89.0661	90.4509	87.74625066664359	3.3288992690831947	90.4509
GCA_002897895.1	GCA_011040095.1	0.85-0.9	90.7982	94.7959	94.56100415552329	2.014808203173857	94.7959
GCA_018896985.1	GCA_016195565.1	0.85-0.9	91.0289	95.0331	95.02408258740303	0.3775307431052397	95.0331
GCA_003232715.1	GCA_013152195.1	0.85-0.9	89.0176	95.2801	95.27770470276838	0.27188829002784587	95.2801
GCA_018819285.1	GCA_003485765.1	0.85-0.9	89.7747	93.3168	89.74187278790394	3.372235166929613	93.3168
GCA_001805575.1	GCA_001805845.1	0.85-0.9	88.7208	93.9236	92.8029002566273	0.32084508539770695	93.9236
GCA_018817585.1	GCA_018817165.1	0.85-0.9	86.5167	89.8626	89.48718780713574	3.669336535331354	89.8626
GCA_903880655.1	GCA_903859365.1	0.85-0.9	87.6221	92.0647	92.45995627316685	1.020588380094182	92.0647
GCA_016214105.1	GCA_016207245.1	0.85-0.9	88.1419	93.4817	87.12666380815057	0.34489196645732534	93.4817
GCA_004322365.1	GCA_007378985.1	0.85-0.9	88.8324	88.3043	89.46838204589599	2.734608432681398	88.3043
GCA_001774455.1	GCA_002778715.1	0.85-0.9	87.7052	92.1424	91.91417800797673	0.1627800315125576	92.1424
GCA_002400405.1	GCA_002328565.1	0.85-0.9	87.593	94.2311	95.64257008595231	2.8854052330046898	94.2311
GCA_015256915.2	GCA_013333405.2	0.85-0.9	87.4898	91.2461	90.94452286167554	1.0669514710801735	91.2461
GCA_000991805.1	GCA_903906305.1	0.85-0.9	86.3994	99.4186	99.4178285117745	0.005126235638458709	99.4186
GCA_016185525.1	GCA_016181105.1	0.85-0.9	86.9554	90.6236	88.68222029250519	-0.04014059387299085	90.6236
GCA_016432405.1	GCA_001778495.1	0.85-0.9	87.3424	86.5362	79.75452009227922	3.481959066414788	86.5362
GCA_001783595.1	GCA_002782365.1	0.85-0.9	88.1182	91.9105	91.83116912394085	0.03599972456515843	91.9105
GCA_018818345.1	GCA_000991805.1	0.85-0.9	89.0919	95.5492	94.9129219989893	0.30479540134753336	95.5492
GCA_003260325.1	GCA_002761215.1	0.85-0.9	87.6826	88.624	90.7157475558737	0.543417786693567	88.624
GCA_016201685.1	GCA_016178535.1	0.85-0.9	88.4105	91.8688	87.86616386658004	0.8532574150042365	91.8688
GCA_018662325.1	GCA_002718715.1	0.85-0.9	88.4205	88.0796	81.6758903510155	3.6738235381729965	88.0796
GCA_003507445.1	GCA_000991245.1	0.85-0.9	89.9893	90.1632	90.7304981461576	0.8500389303155771	90.1632
GCA_002402755.1	GCA_002070955.1	0.85-0.9	86.5749	90.6404	90.35921929300343	0.12691979630108108	90.6404
GCF_900129635.1	GCF_000242455.2	0.85-0.9	87.5011	88.4159	83.86475554578602	0.3206459864486533	88.4159
GCA_013202635.1	GCA_014384025.1	0.85-0.9	88.3653	93.7132	93.67275628810555	2.4948234355374552	93.7132
GCA_012959525.1	GCA_002720975.1	0.85-0.9	88.4313	90.2186	90.24113452908561	1.8309235965225525	90.2186
GCA_016793195.1	GCA_013360695.1	0.85-0.9	86.9244	93.5695	93.42149793840757	2.5931334517706546	93.5695
GCA_016935635.1	GCA_002482415.1	0.85-0.9	89.0365	93.3458	93.20022288448003	1.448141911204857	93.3458
GCA_903951635.1	GCA_009691925.1	0.85-0.9	87.545	92.6185	90.94625827184959	0.46721875340017505	92.6185
GCA_002698965.1	GCA_002705165.1	0.85-0.9	88.6937	90.8625	90.79369654806597	1.9760207825315774	90.8625
GCA_002084585.1	GCA_003644215.1	0.85-0.9	87.7525	93.0356	94.20556117960636	0.7439898783321723	93.0356
GCA_015200345.1	GCA_007753915.1	0.85-0.9	86.8636	88.0046	85.42468664627407	3.844952316945637	88.0046
GCA_016719295.1	GCA_016793245.1	0.85-0.9	89.4123	91.4343	91.14303600317419	-1.0427773905103095	91.4343
GCA_007122045.1	GCA_003561895.1	0.85-0.9	90.2674	95.942	95.74276336996715	6.236497381918525	95.74276336996715
GCA_903892045.1	GCA_016872795.1	0.85-0.9	87.4866	91.5354	91.38583963731801	2.2812956368106825	91.5354
GCA_016709145.1	GCA_016795255.1	0.85-0.9	87.9321	92.601	91.60144516578647	2.952033809315253	92.601
GCA_014584315.1	GCA_900696545.1	0.85-0.9	86.2263	89.1714	89.08815396101326	2.037826323879017	89.1714
GCA_002295885.1	GCA_002591705.1	0.85-0.9	86.5563	85.8784	87.51575255392356	2.469945016931888	85.8784
GCA_001303465.1	GCA_016782865.1	0.85-0.9	86.9565	92.2163	92.18742992444402	0.9556660657044631	92.2163
GCA_002168105.2	GCA_004213555.1	0.85-0.9	87.2087	85.1028	86.13358754615628	15.992317580813506	86.13358754615628
GCF_001997385.1	GCF_002117005.1	0.85-0.9	86.0413	85.8343	84.42288720794184	0.06035742118001508	85.8343
GCA_009926625.1	GCA_005799495.1	0.85-0.9	87.2765	90.8187	86.71255387529185	12.328497957001673	86.71255387529185
GCA_016873115.1	GCA_016873375.1	0.85-0.9	87.7149	92.2357	92.5671746604722	18.354013834775287	92.5671746604722
GCA_003712165.1	GCA_009827205.1	0.85-0.9	89.0038	92.5716	92.37852932753718	9.177807828121331	92.37852932753718
GCF_007753095.1	GCF_007751715.1	0.85-0.9	90.4932	91.0251	89.45844650433554	0.5608547905467276	91.0251
GCA_002690755.1	GCA_009936695.1	0.85-0.9	87.419	93.298	93.29434463223937	2.0941855984278845	93.298
GCA_002303765.1	GCA_003671255.1	0.85-0.9	88.4288	92.8079	92.72320650683838	1.7767200598427735	92.8079
GCA_017454585.1	GCA_017447865.1	0.85-0.9	88.3777	91.0127	89.05522746673691	0.6811690222630205	91.0127
GCF_007753095.1	GCA_007741475.1	0.85-0.9	90.2769	91.28	88.93838763165809	2.5055395560084435	91.28
GCA_005798965.1	GCA_018970045.1	0.85-0.9	88.9059	93.243	93.19831465567295	4.426832353520695	93.243
GCA_905480285.1	GCA_016779205.1	0.85-0.9	86.9396	88.7089	89.73444842017848	12.789147399268586	89.73444842017848
GCA_017407125.1	GCA_017557195.1	0.85-0.9	90.3503	93.1689	92.56389177547507	0.49556261653833644	93.1689
GCA_017652805.1	GCA_902796885.1	0.85-0.9	86.1369	90.0248	88.3438431230889	0.49427467221494226	90.0248
GCA_017447745.1	GCA_902770245.1	0.85-0.9	88.8557	93.6434	93.33211383572255	0.037286626003606216	93.6434
GCA_017447745.1	GCA_017407125.1	0.85-0.9	90.4553	92.9433	91.08765519932459	0.5812511604576684	92.9433
GCA_009936695.1	GCA_002683215.1	0.85-0.9	87.1379	92.7506	92.7333334716993	1.0097794517355396	92.7506
GCA_017557195.1	GCA_017447745.1	0.85-0.9	89.6583	93.7703	93.65260446966272	0.6188522883330734	93.7703
GCA_007693845.1	GCA_007127615.1	0.85-0.9	88.8733	93.3776	93.36984563564397	2.1813106118793257	93.3776
GCA_903927725.1	GCA_016873115.1	0.85-0.9	86.7161	90.3333	89.99012639310267	-0.7653818928329201	90.3333
GCA_012271015.1	GCA_007571305.1	0.85-0.9	89.6893	92.3761	92.10653979212294	0.3371603465811859	92.3761
GCA_018644665.1	GCA_002687025.1	0.85-0.9	86.0733	91.7713	91.65835228796733	0.9556947231603772	91.7713
GCA_012963885.1	GCA_002697225.1	0.85-0.9	86.6758	90.1074	89.88890717899851	2.3346441665466955	90.1074
GCA_002697225.1	GCA_002709695.1	0.85-0.9	86.1794	89.6742	89.23868153145807	-0.05646042648186267	89.6742
GCA_003523085.1	GCA_018647765.1	0.85-0.9	87.8757	90.7756	90.51374746471102	4.534092698710992	90.7756
GCA_005791235.1	GCA_903828265.1	0.85-0.9	88.277	93.7974	93.5269635415972	0.20568385020192892	93.7974
GCF_019166065.1	GCF_002209565.1	0.85-0.9	88.7997	88.5941	85.60833295246933	2.6004378210600407	88.5941
GCF_010974825.1	GCF_000819785.1	0.85-0.9	88.9237	90.8876	90.67051786438178	-0.7099805345187633	90.8876
GCF_000243075.1	GCF_003049725.1	0.85-0.9	87.9796	89.5514	88.14017208782506	0.2853809399994134	89.5514
GCF_004377485.1	GCF_001982605.1	0.85-0.9	87.0197	89.4554	84.39354344221319	11.626849396853686	84.39354344221319
GCA_013416395.1	GCF_005239165.1	0.85-0.9	88.2788	86.1117	85.45416530373396	6.183779882903764	85.45416530373396
GCA_905339295.1	GCA_016704895.1	0.85-0.9	86.7539	88.2311	86.20346366039328	0.866134496704035	88.2311
GCA_018658635.1	GCF_002688585.1	0.85-0.9	86.2899	92.6004	92.61510440099218	0.19674075875296637	92.6004
GCF_002723975.1	GCF_000964465.1	0.85-0.9	87.3283	87.9416	88.74152351894176	13.946196527052962	88.74152351894176
GCF_003382565.2	GCF_002847345.1	0.85-0.9	89.8118	90.8033	90.69949968988762	9.164122513879192	90.69949968988762
GCF_003626975.1	GCF_002355475.1	0.85-0.9	86.4962	86.485	86.58917194039304	-0.3159979834981641	86.485
GCF_000067205.1	GCF_019218885.1	0.85-0.9	87.6306	89.5593	88.29726208111394	0.28297511891105387	89.5593
GCA_011046015.1	GCA_014762505.1	0.85-0.9	88.4694	91.623	91.67912490426812	0.6707424731011997	91.623
GCF_013116765.2	GCF_002812705.1	0.85-0.9	87.148	87.1454	86.28927911852425	6.564451522088348	86.28927911852425
GCF_013266695.1	GCF_009826895.1	0.85-0.9	86.7158	86.7267	83.60586341023325	2.9101015280557476	86.7267
GCA_903845215.1	GCA_903873585.1	0.85-0.9	85.904	88.0075	88.27014794262458	4.661248708016501	88.0075
GCF_009380215.1	GCF_009674495.1	0.85-0.9	86.5012	86.3618	85.3778414437504	0.568690137935846	86.3618
GCA_011525295.1	GCA_009841615.1	0.85-0.9	86.5299	87.0534	88.01823606897754	2.332361328263687	87.0534
GCA_002707605.1	GCF_004354915.1	0.85-0.9	87.6859	88.8193	88.13854177052254	-1.1626898268295918	88.8193
GCA_000513075.1	GCA_000513055.1	0.85-0.9	88.7876	96.0861	95.71977870858734	0.854096998247698	96.0861
GCA_902571315.1	GCA_902614225.1	0.85-0.9	86.7186	93.5576	92.58847093592874	1.7470387049721978	93.5576
GCF_008728855.1	GCF_008728835.1	0.85-0.9	86.6426	85.5652	82.81436371639006	2.5473336988070514	85.5652
GCF_014138285.1	GCA_900539805.1	0.85-0.9	87.1441	88.6927	85.69522665534306	6.168306733878126	85.69522665534306
GCF_000264765.2	GCF_000341505.1	0.85-0.9	86.2942	88.3979	86.5415745013262	18.505544536429625	86.5415745013262
GCA_002281415.1	GCA_903905475.1	0.85-0.9	90.1795	93.5402	93.4965197165915	5.342432972805909	93.4965197165915
GCA_017744315.1	GCF_018599195.1	0.85-0.9	86.2639	86.6731	86.93556493148982	2.0921698608926818	86.6731
GCA_002732845.1	GCA_002401565.1	0.85-0.9	86.9189	90.5422	86.49927122452812	1.007616161908345	90.5422
GCA_900470285.1	GCF_003314995.1	0.85-0.9	88.5609	87.1365	83.76472108133899	1.9199631775973103	87.1365
GCA_002690875.1	GCA_002689325.1	0.85-0.9	86.1339	90.0224	88.48643031751209	0.15855940390343903	90.0224
GCF_001026905.1	GCF_002118315.1	0.85-0.9	86.3313	88.5806	86.45726895848846	10.138820926450535	86.45726895848846
GCA_010021145.1	GCF_002688585.1	0.85-0.9	86.6073	99.9999	99.99999999209163	0.00039790630775923043	99.9999
GCA_017745195.1	GCF_010211765.1	0.85-0.9	87.6892	88.7446	86.82961650624662	1.2026965001368808	88.7446
GCF_018448905.1	GCF_018448935.1	0.85-0.9	87.506	89.6238	90.64648879153259	8.816718976231641	90.64648879153259
GCF_002940065.1	GCF_001908725.1	0.85-0.9	87.6228	89.126	88.96323717205462	-0.40854143550131994	89.126
GCF_005144475.1	GCF_003217355.1	0.85-0.9	89.2279	91.3968	89.91852661533002	1.6538093558192486	91.3968
GCA_003279705.1	GCA_902537725.1	0.85-0.9	86.0091	92.278	91.33428363270993	5.478628767542631	91.33428363270993
GCF_000759835.1	GCF_009363175.1	0.85-0.9	85.8811	88.2268	81.66952433398545	10.550912340298055	81.66952433398545
GCA_017744285.1	GCA_017744935.1	0.85-0.9	86.7278	90.1877	89.92302572161778	0.038452756494734786	90.1877
GCF_009827515.1	GCF_001028625.1	0.85-0.9	86.7224	87.35	86.29868758903886	-0.3399798608425044	87.35
GCA_017417215.1	GCA_017526725.1	0.85-0.9	86.9631	92.6704	93.10292082723535	1.6167347633443114	92.6704
GCA_900317935.1	GCA_017526725.1	0.85-0.9	87.7547	92.4801	92.69769475921952	2.2056720038706317	92.4801
GCA_002683655.1	GCA_003541985.1	0.85-0.9	88.0541	93.1948	93.21374496977258	2.0245307409696807	93.1948
GCA_011522845.1	GCA_003541985.1	0.85-0.9	87.7565	93.887	93.62331276001972	2.7235550962815296	93.887
GCA_002707655.1	GCA_002726945.1	0.85-0.9	89.0329	92.4071	92.7607937041986	5.911519298754001	92.7607937041986
GCA_002730365.1	GCA_000224765.2	0.85-0.9	87.8112	93.1218	92.92945387446814	0.47748786628699236	93.1218
GCA_017554185.1	GCA_902787125.1	0.85-0.9	86.1819	90.6465	89.8419391768444	2.191647786793851	90.6465
GCA_007693485.1	GCA_007130025.1	0.85-0.9	87.6725	91.9475	91.85298335623266	-0.18431313373321245	91.9475
GCA_002441395.1	GCA_002425765.1	0.85-0.9	86.8184	87.086	83.96460984633536	3.081217701794685	87.086
GCF_000412995.1	GCF_010365865.1	0.85-0.9	87.3229	92.9205	93.45323029974499	1.7759085793049962	92.9205
GCA_017642445.1	GCA_017446885.1	0.85-0.9	85.0989	86.9437	86.17431612867198	0.8895994105848786	86.9437
GCF_000316195.1	GCF_000223215.1	0.85-0.9	89.0061	90.9299	91.19864861863158	4.074745006716512	90.9299
GCA_002070605.1	GCA_017998755.1	0.85-0.9	86.4813	93.6907	93.35100748277019	1.3574126784620262	93.6907
GCA_001829395.1	GCA_013177895.1	0.85-0.9	89.9638	93.8018	93.78558743549394	0.6143373336399236	93.8018
GCF_000755145.1	GCF_000008185.1	0.85-0.9	89.7845	91.3727	90.33841971170331	0.8054255984820884	91.3727
GCA_017554185.1	GCA_017642445.1	0.85-0.9	86.5054	91.1958	90.07727856358592	2.043606249439108	91.1958
GCA_007128315.1	GCA_007694005.1	0.85-0.9	89.2949	91.4198	91.19450097045184	1.5012863037563875	91.4198
GCA_011328725.1	GCF_000219725.1	0.85-0.9	86.8844	94.6993	95.0548915508843	0.8743297290184273	94.6993
GCA_009782955.1	GCA_009782495.1	0.85-0.9	88.2896	92.2209	92.06473819308046	1.0641665197504153	92.2209
GCF_002379365.1	GCF_001746205.1	0.85-0.9	87.631	95.3446	93.25068569021293	1.4102468670912458	95.3446
GCA_018262985.1	GCA_016926955.1	0.85-0.9	88.0388	90.0077	88.3850094265594	0.6930908486519911	90.0077
GCA_003552985.1	GCA_003552665.1	0.85-0.9	89.4042	92.7799	92.61238689504611	4.710955276457753	92.7799
GCA_902787125.1	GCA_017535435.1	0.85-0.9	88.5449	91.8797	91.4057068146673	5.602207560878014	91.4057068146673
GCA_017537925.1	GCA_016288355.1	0.85-0.9	87.2154	92.0981	91.99247302395608	1.1685558248948382	92.0981
GCA_018716365.1	GCA_900545755.1	0.85-0.9	87.5134	92.8225	91.78069910425208	0.47944417465078004	92.8225
GCF_002159945.1	GCA_900544635.1	0.85-0.9	86.7338	92.4407	92.41728180201771	1.24845675321194	92.4407
GCA_018436595.1	GCA_016756745.1	0.85-0.9	88.0969	89.5505	89.34337136796422	1.9230828712452421	89.5505
GCA_002696315.1	GCA_002498205.1	0.85-0.9	85.8829	90.7531	90.39758855554167	0.5958035546895246	90.7531
GCA_001875425.1	GCA_002509225.1	0.85-0.9	88.763	91.581	91.060460333286	1.3510692903848849	91.581
GCA_002509405.1	GCA_002498365.1	0.85-0.9	88.4837	88.5986	89.83100811820854	4.273484915689551	88.5986
GCA_002713585.1	GCA_002497905.1	0.85-0.9	88.8799	90.6519	90.68297414802832	0.6996869358258664	90.6519
GCA_011620825.1	GCA_002505345.1	0.85-0.9	83.8333	90.5893	90.54041677484346	0.38648014621858806	90.5893
GCA_015520565.1	GCA_015523135.1	0.85-0.9	89.7913	95.1239	92.11990532502736	1.5979422470985583	95.1239
GCA_002502965.1	GCA_002506255.1	0.85-0.9	86.4313	92.0329	91.57071407126496	4.018542318310324	92.0329
GCA_015063185.1	GCA_017508065.1	0.85-0.9	87.202	89.6569	90.67432640442246	4.995955735621237	89.6569
GCA_013330765.1	GCA_013330925.1	0.85-0.9	85.4822	91.6864	91.67119892625676	0.4881079156040755	91.6864
GCA_002505325.1	GCA_014240285.1	0.85-0.9	86.01	91.4527	91.05417192190322	4.196919697223052	91.4527
GCA_002457605.1	GCA_002495735.1	0.85-0.9	89.9335	92.1137	92.09295995019635	2.3531140554516696	92.1137
GCA_002507175.1	GCA_002495675.1	0.85-0.9	89.9015	90.7745	88.22614805858522	0.9471973944778256	90.7745
GCA_002719395.1	GCA_002699425.1	0.85-0.9	86.8447	88.8489	88.631946911424	1.3434684432718313	88.8489
GCA_011334735.1	GCA_014361295.1	0.85-0.9	89.4189	91.8684	91.84309806169865	2.8212602019134465	91.8684
GCA_001800675.1	GCA_001800815.1	0.85-0.9	86.4525	89.86	90.0963319773037	1.3142550247684994	89.86
GCA_000484975.1	GCA_016784625.1	0.85-0.9	87.3256	91.5622	91.60048740740957	0.48416389160865947	91.5622
GCA_018396515.1	GCA_018396865.1	0.85-0.9	87.7625	93.0815	92.9215184288686	0.36860926402988525	93.0815
GCA_001316285.1	GCA_001316005.1	0.85-0.9	85.6289	88.0431	87.96201182473087	0.24627640622532	88.0431
GCA_003096255.1	GCA_016930555.1	0.85-0.9	86.4599	93.001	92.96479169335983	0.21217506797198382	93.001
GCF_900248165.1	GCA_013538675.1	0.85-0.9	86.7911	88.8008	86.12143473659438	0.44894286484327495	88.8008
GCA_011355205.1	GCA_018396915.1	0.85-0.9	88.5338	92.7026	92.6879842118364	0.6338407518977647	92.7026
GCA_016201435.1	GCA_005877305.1	0.85-0.9	86.5411	90.5465	90.524799299161	1.1479374837988416	90.5465
GCA_002506515.1	GCF_000018305.1	0.85-0.9	87.4733	90.3895	89.8000379621905	-0.06270912115235205	90.3895
GCA_002508315.1	GCA_001315925.1	0.85-0.9	88.0192	91.5318	91.51810387800433	0.8893644895340458	91.5318
GCA_005877365.1	GCA_005877185.1	0.85-0.9	90.2192	95.3387	95.23312072415577	0.209112630125162	95.3387
GCA_004347955.1	GCA_014361445.1	0.85-0.9	89.6017	92.6614	92.638124434364	1.4334993490025454	92.6614
GCA_003724275.1	GCA_007570915.1	0.85-0.9	88.9533	94.2413	94.07434284450426	-0.08349512308620888	94.2413
GCA_013694585.1	GCA_009379865.1	0.85-0.9	89.383	95.514	95.54188778590287	0.27687802190695265	95.514
GCA_011362965.1	GCA_014361445.1	0.85-0.9	89.8036	93.5282	93.28175736660158	0.9588075189010397	93.5282
GCA_005877225.1	GCA_005877185.1	0.85-0.9	90.1808	93.3964	93.38321005046538	0.2564673399493813	93.3964
GCA_011375535.1	GCA_011373125.1	0.85-0.9	86.3484	93.3081	91.40580405008842	0.02753502119345086	93.3081
GCF_000015945.1	GCF_000092465.1	0.85-0.9	88.7015	89.2415	88.28660295932778	-0.15154503353255677	89.2415
GCF_009601705.1	GCF_019175345.1	0.85-0.9	89.4086	90.4482	90.09359434260628	-0.22792866528834566	90.4482
GCA_013154355.1	GCA_013153895.1	0.85-0.9	85.9405	90.7977	90.55807816400684	0.22146116775710567	90.7977
GCA_001918765.1	GCA_005881615.1	0.85-0.9	86.7846	92.0785	91.23352916895564	0.18832257678161568	92.0785
GCA_005881615.1	GCA_005884195.1	0.85-0.9	88.4408	92.0823	91.7637228769415	4.910379314635975	92.0823
GCA_011338225.1	GCA_018396815.1	0.85-0.9	85.9121	89.2084	89.26096820765757	1.5897976553763442	89.2084
GCA_016871975.1	GCA_016176745.1	0.85-0.9	88.0889	93.8442	93.29405821476759	0.7500467155855546	93.8442
GCA_018397055.1	GCA_018397065.1	0.85-0.9	88.0803	92.3956	92.22450591187314	1.1347284365178893	92.3956
GCA_011055275.1	GCA_002507085.1	0.85-0.9	85.9426	91.1583	91.1517714945313	0.23560863653392516	91.1583
GCA_011375845.1	GCA_011337925.1	0.85-0.9	87.568	96.2562	96.24435308986905	0.08811664333114777	96.2562
GCA_011355205.1	GCA_018396565.1	0.85-0.9	88.682	93.0063	92.98964082452311	0.6901397589315366	93.0063
GCA_004297665.1	GCA_003569705.1	0.85-0.9	90.3208	94.98	94.99616473238407	0.09852745451566136	94.98
GCA_009379865.1	GCF_007826885.1	0.85-0.9	88.6807	95.3967	95.35589762576578	0.1641388084707387	95.3967
GCF_011057715.1	GCF_016908145.1	0.85-0.9	87.0035	91.1846	91.53840913997293	0.28065699667587296	91.1846
GCA_015489955.1	GCF_000745455.1	0.85-0.9	89.6588	96.0341	95.87734031097277	0.07807209359009448	96.0341
GCA_002878315.1	GCF_009936215.1	0.85-0.9	86.6275	89.3191	88.94452054877746	3.2858390722929016	89.3191
GCA_017616555.1	GCA_017539325.1	0.85-0.9	86.461	90.4425	87.0933432293058	2.412531247993911	90.4425
GCA_017649705.1	GCA_017650925.1	0.85-0.9	88.3514	90.3068	87.19947969905355	0.9310420472838814	90.3068
GCA_017538635.1	GCA_017554565.1	0.85-0.9	87.6608	95.391	95.64478177664665	2.179998259250624	95.391
GCA_011773355.1	GCA_009619095.1	0.85-0.9	87.0843	90.2179	90.20858190767754	0.3907283939801687	90.2179
GCA_009839615.1	GCA_002238965.1	0.85-0.9	88.4383	91.4553	88.66057209660205	2.8870377777302565	91.4553
GCA_016192135.1	GCA_001790955.1	0.85-0.9	86.4167	90.7674	90.75702576811278	1.6940720741918085	90.7674
GCA_016184445.1	GCA_016192135.1	0.85-0.9	86.4549	93.8412	93.81827070279269	0.25780137309550355	93.8412
GCA_002310995.1	GCA_017645765.1	0.85-0.9	87.9049	91.173	90.70923887767923	1.9266184265256925	91.173
GCA_002716355.1	GCA_002501535.1	0.85-0.9	86.962	89.408	89.29156715826763	0.5744411791019957	89.408
GCA_002687935.1	GCA_014189675.1	0.85-0.9	85.5758	90.0237	89.9107254716802	0.41620352479708345	90.0237
GCA_002687935.1	GCA_002495465.1	0.85-0.9	85.3025	88.5497	86.56092409038627	0.8163339159732459	88.5497
GCA_015660155.1	GCA_014382585.1	0.85-0.9	86.1158	92.4285	92.4724801930631	1.9348180736681115	92.4285
GCA_018695085.1	GCA_905612515.1	0.85-0.9	88.87	94.5092	94.24223514579914	0.528698267372647	94.5092
GCA_002730975.1	GCA_018695085.1	0.85-0.9	87.9968	94.9097	94.725759356527	2.2451967539259385	94.9097
GCA_003445855.1	GCA_003219195.1	0.85-0.9	89.4304	93.1816	92.95678686577918	0.5365310051183769	93.1816
GCA_900320095.1	GCA_017963105.1	0.85-0.9	89.5713	93.2316	90.9031230532506	2.9089777251383566	93.2316
GCA_902802585.1	GCA_016285335.1	0.85-0.9	87.7293	93.002	91.82426557854744	0.7333835089470995	93.002
GCA_902802585.1	GCA_902762495.1	0.85-0.9	89.5795	92.7688	90.58488971963881	2.387026640069962	92.7688
GCA_014382585.1	GCA_014239365.1	0.85-0.9	89.1942	90.0294	85.31058818462806	6.699850472596154	85.31058818462806
GCA_003567805.1	GCA_007129405.1	0.85-0.9	87.8637	91.3433	92.4301665820964	3.511171241579291	91.3433
GCA_002708005.1	GCA_002684915.1	0.85-0.9	86.0456	89.2439	89.72288323746615	1.5697029703447924	89.2439
GCA_005791875.1	GCA_009695395.1	0.85-0.9	88.2706	94.5296	94.58664461826069	8.105349862445337	94.58664461826069
GCA_017543165.1	GCA_017450525.1	0.85-0.9	88.8856	94.8098	94.65176041111688	3.8506193128282575	94.8098
GCA_903929325.1	GCA_903957465.1	0.85-0.9	88.1838	94.2517	93.99682035683746	5.155665809629909	93.99682035683746
GCA_002070945.1	GCA_012799905.1	0.85-0.9	90.3831	93.6293	93.50846711636007	2.6942017021692664	93.6293
